slot,canonical_ny,K1_reason,K2_gamma_reason,K2_accel_reason,K2_w1_reason,K3_OLS_reason,K3_w2_reason,K4_RV6_reason,K4_alpha_reason,K4_wt_reason
2024-01-06 02:00:00+00:00,2024-01-06 02:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 03:00:00+00:00,2024-01-06 03:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 04:00:00+00:00,2024-01-06 04:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 05:00:00+00:00,2024-01-06 05:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 06:00:00+00:00,2024-01-06 06:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 07:00:00+00:00,2024-01-06 07:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 08:00:00+00:00,2024-01-06 08:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 09:00:00+00:00,2024-01-06 09:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 10:00:00+00:00,2024-01-06 10:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 11:00:00+00:00,2024-01-06 11:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 12:00:00+00:00,2024-01-06 12:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 13:00:00+00:00,2024-01-06 13:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 14:00:00+00:00,2024-01-06 14:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 15:00:00+00:00,2024-01-06 15:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 16:00:00+00:00,2024-01-06 16:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 17:00:00+00:00,2024-01-06 17:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 18:00:00+00:00,2024-01-06 18:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 19:00:00+00:00,2024-01-06 19:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 20:00:00+00:00,2024-01-06 20:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 21:00:00+00:00,2024-01-06 21:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 22:00:00+00:00,2024-01-06 22:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-06 23:00:00+00:00,2024-01-06 23:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 00:00:00+00:00,2024-01-07 00:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 01:00:00+00:00,2024-01-07 01:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 02:00:00+00:00,2024-01-07 02:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 03:00:00+00:00,2024-01-07 03:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 04:00:00+00:00,2024-01-07 04:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 05:00:00+00:00,2024-01-07 05:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 06:00:00+00:00,2024-01-07 06:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 07:00:00+00:00,2024-01-07 07:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 08:00:00+00:00,2024-01-07 08:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 09:00:00+00:00,2024-01-07 09:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 10:00:00+00:00,2024-01-07 10:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 11:00:00+00:00,2024-01-07 11:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 12:00:00+00:00,2024-01-07 12:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 13:00:00+00:00,2024-01-07 13:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 14:00:00+00:00,2024-01-07 14:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 15:00:00+00:00,2024-01-07 15:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 16:00:00+00:00,2024-01-07 16:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 17:00:00+00:00,2024-01-07 17:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 18:00:00+00:00,2024-01-07 18:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 19:00:00+00:00,2024-01-07 19:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 20:00:00+00:00,2024-01-07 20:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 21:00:00+00:00,2024-01-07 21:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 22:00:00+00:00,2024-01-07 22:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-07 23:00:00+00:00,2024-01-07 23:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 00:00:00+00:00,2024-01-08 00:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 01:00:00+00:00,2024-01-08 01:00:00,INVALID: no eligible DMD mode,,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 02:00:00+00:00,2024-01-08 02:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 03:00:00+00:00,2024-01-08 03:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 04:00:00+00:00,2024-01-08 04:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 05:00:00+00:00,2024-01-08 05:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 06:00:00+00:00,2024-01-08 06:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=0.0143 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 07:00:00+00:00,2024-01-08 07:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 08:00:00+00:00,2024-01-08 08:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 09:00:00+00:00,2024-01-08 09:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 10:00:00+00:00,2024-01-08 10:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 11:00:00+00:00,2024-01-08 11:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 12:00:00+00:00,2024-01-08 12:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 13:00:00+00:00,2024-01-08 13:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=0.0242 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 14:00:00+00:00,2024-01-08 14:00:00,INVALID: no eligible DMD mode,,,INACTIVE: |gamma_bar|=0.0389 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 15:00:00+00:00,2024-01-08 15:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 16:00:00+00:00,2024-01-08 16:00:00,INVALID: no eligible DMD mode,,,INACTIVE: |gamma_bar|=0.0527 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 17:00:00+00:00,2024-01-08 17:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 18:00:00+00:00,2024-01-08 18:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=0.0157 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 19:00:00+00:00,2024-01-08 19:00:00,INVALID: no eligible DMD mode,,,INACTIVE: |gamma_bar|=0.0955 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 20:00:00+00:00,2024-01-08 20:00:00,INVALID: no eligible DMD mode,,,INACTIVE: |gamma_bar|=0.0845 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 21:00:00+00:00,2024-01-08 21:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=0.0235 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 22:00:00+00:00,2024-01-08 22:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.0026 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-08 23:00:00+00:00,2024-01-08 23:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=0.0006 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 00:00:00+00:00,2024-01-09 00:00:00,INVALID: no eligible DMD mode,STALE_ZERO,,INACTIVE: accel=-0.0128 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 01:00:00+00:00,2024-01-09 01:00:00,INVALID: no eligible DMD mode,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0811 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 02:00:00+00:00,2024-01-09 02:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 03:00:00+00:00,2024-01-09 03:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=0.0059 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 04:00:00+00:00,2024-01-09 04:00:00,INVALID: no eligible DMD mode,,,INACTIVE: |gamma_bar|=0.0372 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 05:00:00+00:00,2024-01-09 05:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.0608 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 06:00:00+00:00,2024-01-09 06:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.1855 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 07:00:00+00:00,2024-01-09 07:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.1811 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 08:00:00+00:00,2024-01-09 08:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.1153 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 09:00:00+00:00,2024-01-09 09:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=0.0057 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 10:00:00+00:00,2024-01-09 10:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 11:00:00+00:00,2024-01-09 11:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=0.0221 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 12:00:00+00:00,2024-01-09 12:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 13:00:00+00:00,2024-01-09 13:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=0.0188 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 14:00:00+00:00,2024-01-09 14:00:00,INVALID: no eligible DMD mode,,,INACTIVE: |gamma_bar|=0.0953 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 15:00:00+00:00,2024-01-09 15:00:00,INVALID: no eligible DMD mode,,,INACTIVE: |gamma_bar|=0.0656 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 16:00:00+00:00,2024-01-09 16:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 17:00:00+00:00,2024-01-09 17:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 18:00:00+00:00,2024-01-09 18:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 19:00:00+00:00,2024-01-09 19:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=0.0142 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 20:00:00+00:00,2024-01-09 20:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=0.0086 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 21:00:00+00:00,2024-01-09 21:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=0.0119 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 22:00:00+00:00,2024-01-09 22:00:00,INVALID: no eligible DMD mode,,,INACTIVE: |gamma_bar|=0.0461 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-09 23:00:00+00:00,2024-01-09 23:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.0032 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 00:00:00+00:00,2024-01-10 00:00:00,INVALID: no eligible DMD mode,H_EQ_L_ZERO,,INACTIVE: accel=-0.0331 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 01:00:00+00:00,2024-01-10 01:00:00,INVALID: no eligible DMD mode,H_EQ_L_ZERO,,INACTIVE: accel=-0.0429 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 02:00:00+00:00,2024-01-10 02:00:00,INVALID: no eligible DMD mode,H_EQ_L_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 03:00:00+00:00,2024-01-10 03:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.0011 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 04:00:00+00:00,2024-01-10 04:00:00,INVALID: no eligible DMD mode,,,INACTIVE: |gamma_bar|=0.0777 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 05:00:00+00:00,2024-01-10 05:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.1143 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 06:00:00+00:00,2024-01-10 06:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.1239 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 07:00:00+00:00,2024-01-10 07:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.0672 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 08:00:00+00:00,2024-01-10 08:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.3150 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 09:00:00+00:00,2024-01-10 09:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.0197 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 10:00:00+00:00,2024-01-10 10:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 11:00:00+00:00,2024-01-10 11:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.0033 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 12:00:00+00:00,2024-01-10 12:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 13:00:00+00:00,2024-01-10 13:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.0067 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 14:00:00+00:00,2024-01-10 14:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 15:00:00+00:00,2024-01-10 15:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 16:00:00+00:00,2024-01-10 16:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 17:00:00+00:00,2024-01-10 17:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 18:00:00+00:00,2024-01-10 18:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 19:00:00+00:00,2024-01-10 19:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 20:00:00+00:00,2024-01-10 20:00:00,INVALID: no eligible DMD mode,,,INACTIVE: |gamma_bar|=0.0744 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 21:00:00+00:00,2024-01-10 21:00:00,INVALID: no eligible DMD mode,,,INACTIVE: |gamma_bar|=0.0812 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 22:00:00+00:00,2024-01-10 22:00:00,INVALID: no eligible DMD mode,,,INACTIVE: |gamma_bar|=0.0410 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-10 23:00:00+00:00,2024-01-10 23:00:00,INVALID: no eligible DMD mode,,,INACTIVE: |gamma_bar|=0.0368 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 00:00:00+00:00,2024-01-11 00:00:00,INVALID: no eligible DMD mode,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0111 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 01:00:00+00:00,2024-01-11 01:00:00,INVALID: no eligible DMD mode,STALE_ZERO,,INACTIVE: accel=-0.0248 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 02:00:00+00:00,2024-01-11 02:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 03:00:00+00:00,2024-01-11 03:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=0.0126 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 04:00:00+00:00,2024-01-11 04:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.0476 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 05:00:00+00:00,2024-01-11 05:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.0255 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 06:00:00+00:00,2024-01-11 06:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.0379 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 07:00:00+00:00,2024-01-11 07:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.2373 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 08:00:00+00:00,2024-01-11 08:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.0525 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 09:00:00+00:00,2024-01-11 09:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=-0.3062 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 10:00:00+00:00,2024-01-11 10:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 11:00:00+00:00,2024-01-11 11:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 12:00:00+00:00,2024-01-11 12:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 13:00:00+00:00,2024-01-11 13:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 14:00:00+00:00,2024-01-11 14:00:00,INVALID: no eligible DMD mode,,,INACTIVE: accel=0.0063 <= 0.025,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 15:00:00+00:00,2024-01-11 15:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 16:00:00+00:00,2024-01-11 16:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 17:00:00+00:00,2024-01-11 17:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 18:00:00+00:00,2024-01-11 18:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 19:00:00+00:00,2024-01-11 19:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
2024-01-11 20:00:00+00:00,2024-01-11 20:00:00,INVALID: no eligible DMD mode,,,ACTIVE,VALID,ACTIVE,,VALID,ACTIVE
