event_id,triangle,entry_timestamp,exit_timestamp,direction,entry_z,exit_z,exit_reason,hold_minutes,legs,gross_bps,cost_bps,net_bps,z6_state,session_state,hard_exit_flag
EURGBPUSD-2025-0011,EUR_GBP_USD,2025-01-16 14:20:00,2025-01-16 17:00:00,SHORT,3.174,1.3266,TIMEOUT,160.0,"EURGBP,EURUSD,GBPUSD",10.141847,8.056,2.0858,OK,LONDON,1
EURGBPUSD-2025-0012,EUR_GBP_USD,2025-01-20 10:30:00,2025-01-20 15:30:00,SHORT,4.5712,-1.2418,TP_HIT,300.0,"EURGBP,EURUSD,GBPUSD",94.524083,8.056,86.4681,OK,LONDON,0
EURGBPUSD-2025-0013,EUR_GBP_USD,2025-01-23 10:30:00,2025-01-23 11:50:00,SHORT,3.9205,-0.643,TP_HIT,80.0,"EURGBP,EURUSD,GBPUSD",27.082108,8.056,19.0261,OK,LONDON,0
EURGBPUSD-2025-0014,EUR_GBP_USD,2025-01-23 14:10:00,2025-01-23 17:00:00,SHORT,3.0388,1.4087,TIMEOUT,170.0,"EURGBP,EURUSD,GBPUSD",4.887091,8.056,-3.1689,OK,LONDON,1
EURGBPUSD-2025-0015,EUR_GBP_USD,2025-01-30 10:55:00,2025-01-30 15:55:00,SHORT,3.5859,-2.0008,TP_HIT,300.0,"EURGBP,EURUSD,GBPUSD",62.883907,8.056,54.8279,OK,LONDON,0
EURGBPUSD-2025-0016,EUR_GBP_USD,2025-01-31 14:05:00,2025-01-31 15:25:00,SHORT,3.3882,-0.3589,TP_HIT,80.0,"EURGBP,EURUSD,GBPUSD",46.472558,8.056,38.4166,OK,LONDON,0
EURGBPUSD-2025-0017,EUR_GBP_USD,2025-02-03 12:20:00,2025-02-03 15:05:00,SHORT,3.4939,-0.2565,TP_HIT,165.0,"EURGBP,EURUSD,GBPUSD",71.542346,8.056,63.4863,OK,LONDON,0
EURGBPUSD-2025-0018,EUR_GBP_USD,2025-02-07 10:30:00,2025-02-07 12:45:00,LONG,-3.4401,0.5539,TP_HIT,135.0,"EURGBP,EURUSD,GBPUSD",31.167133,8.056,23.1111,OK,LONDON,0
EURGBPUSD-2025-0019,EUR_GBP_USD,2025-02-07 13:00:00,2025-02-07 17:00:00,LONG,-3.695,-1.7255,TIMEOUT,240.0,"EURGBP,EURUSD,GBPUSD",-7.141936,8.056,-15.1979,OK,LONDON,1
EURGBPUSD-2025-0020,EUR_GBP_USD,2025-02-12 10:30:00,2025-02-12 10:35:00,LONG,-6.2981,-6.0916,SL_HIT,5.0,"EURGBP,EURUSD,GBPUSD",-2.94281,8.056,-10.9988,TRIGGERED,LONDON,0
EURGBPUSD-2025-0021,EUR_GBP_USD,2025-02-12 10:40:00,2025-02-12 12:35:00,LONG,-5.0569,0.3785,TP_HIT,115.0,"EURGBP,EURUSD,GBPUSD",51.548234,8.056,43.4922,OK,LONDON,0
EURGBPUSD-2025-0022,EUR_GBP_USD,2025-02-12 15:30:00,2025-02-12 17:00:00,SHORT,3.8889,1.6271,TIMEOUT,90.0,"EURGBP,EURUSD,GBPUSD",29.678329,8.056,21.6223,OK,LONDON,1
EURGBPUSD-2025-0023,EUR_GBP_USD,2025-02-20 11:30:00,2025-02-20 17:00:00,SHORT,3.2884,2.2268,TIMEOUT,330.0,"EURGBP,EURUSD,GBPUSD",-26.083919,8.056,-34.1399,OK,LONDON,1
EURGBPUSD-2025-0024,EUR_GBP_USD,2025-02-25 10:30:00,2025-02-25 14:00:00,SHORT,3.5346,-0.779,TP_HIT,210.0,"EURGBP,EURUSD,GBPUSD",44.885134,8.056,36.8291,OK,LONDON,0
EURGBPUSD-2025-0025,EUR_GBP_USD,2025-02-26 14:25:00,2025-02-26 17:00:00,SHORT,3.0912,0.6431,TIMEOUT,155.0,"EURGBP,EURUSD,GBPUSD",29.092401,8.056,21.0364,OK,LONDON,1
EURGBPUSD-2025-0026,EUR_GBP_USD,2025-02-27 10:55:00,2025-02-27 15:55:00,LONG,-3.525,0.4645,TP_HIT,300.0,"EURGBP,EURUSD,GBPUSD",46.446335,8.056,38.3903,OK,LONDON,0
EURGBPUSD-2025-0027,EUR_GBP_USD,2025-02-28 15:15:00,2025-02-28 17:00:00,LONG,-3.4515,-2.7474,TIMEOUT,105.0,"EURGBP,EURUSD,GBPUSD",-9.243237,8.056,-17.2992,OK,LONDON,1
EURGBPUSD-2025-0028,EUR_GBP_USD,2025-03-04 09:20:00,2025-03-04 11:30:00,SHORT,3.008,-0.4656,TP_HIT,130.0,"EURGBP,EURUSD,GBPUSD",59.914425,8.056,51.8584,OK,LONDON,0
EURGBPUSD-2025-0029,EUR_GBP_USD,2025-03-06 11:35:00,2025-03-06 14:10:00,SHORT,3.0023,-0.4264,TP_HIT,155.0,"EURGBP,EURUSD,GBPUSD",40.16346,8.056,32.1075,OK,LONDON,0
EURGBPUSD-2025-0030,EUR_GBP_USD,2025-03-06 15:40:00,2025-03-06 17:00:00,LONG,-3.5107,-2.3018,TIMEOUT,80.0,"EURGBP,EURUSD,GBPUSD",8.106215,8.056,0.0502,OK,LONDON,1
EURGBPUSD-2025-0031,EUR_GBP_USD,2025-03-07 15:30:00,2025-03-07 17:00:00,LONG,-3.7479,-1.2276,TIMEOUT,90.0,"EURGBP,EURUSD,GBPUSD",37.978714,8.056,29.9227,OK,LONDON,1
EURGBPUSD-2025-0032,EUR_GBP_USD,2025-03-11 08:00:00,2025-03-11 10:40:00,SHORT,3.4273,-0.669,TP_HIT,160.0,"EURGBP,EURUSD,GBPUSD",58.632828,8.056,50.5768,OK,LONDON,0
EURGBPUSD-2025-0033,EUR_GBP_USD,2025-03-13 11:40:00,2025-03-13 13:50:00,LONG,-3.1688,0.4753,TP_HIT,130.0,"EURGBP,EURUSD,GBPUSD",35.251292,8.056,27.1953,OK,LONDON,0
EURGBPUSD-2025-0034,EUR_GBP_USD,2025-03-13 15:40:00,2025-03-13 17:00:00,SHORT,3.2602,0.2855,TIMEOUT,80.0,"EURGBP,EURUSD,GBPUSD",32.674972,8.056,24.619,OK,LONDON,1
EURGBPUSD-2025-0035,EUR_GBP_USD,2025-03-14 09:20:00,2025-03-14 09:50:00,SHORT,3.7539,6.3576,SL_HIT,30.0,"EURGBP,EURUSD,GBPUSD",-36.716757,8.056,-44.7728,TRIGGERED,LONDON,0
EURGBPUSD-2025-0036,EUR_GBP_USD,2025-03-14 09:55:00,2025-03-14 13:30:00,SHORT,4.617,-0.4397,TP_HIT,215.0,"EURGBP,EURUSD,GBPUSD",52.338219,8.056,44.2822,OK,LONDON,0
EURGBPUSD-2025-0037,EUR_GBP_USD,2025-03-18 11:35:00,2025-03-18 14:40:00,LONG,-3.2632,0.3571,TP_HIT,185.0,"EURGBP,EURUSD,GBPUSD",53.09316,8.056,45.0372,OK,LONDON,0
EURGBPUSD-2025-0038,EUR_GBP_USD,2025-03-21 14:50:00,2025-03-21 16:50:00,LONG,-3.2583,0.495,TP_HIT,120.0,"EURGBP,EURUSD,GBPUSD",39.313599,8.056,31.2576,OK,LONDON,0
EURGBPUSD-2025-0039,EUR_GBP_USD,2025-03-24 12:50:00,2025-03-24 17:00:00,LONG,-3.5362,-0.0633,TIMEOUT,250.0,"EURGBP,EURUSD,GBPUSD",33.815172,8.056,25.7592,OK,LONDON,1
EURGBPUSD-2025-0040,EUR_GBP_USD,2025-03-25 09:45:00,2025-03-25 13:10:00,SHORT,3.0095,-0.7668,TP_HIT,205.0,"EURGBP,EURUSD,GBPUSD",29.260126,8.056,21.2041,OK,LONDON,0
EURGBPUSD-2025-0041,EUR_GBP_USD,2025-03-26 12:30:00,2025-03-26 13:40:00,LONG,-3.0114,0.5547,TP_HIT,70.0,"EURGBP,EURUSD,GBPUSD",32.259124,8.056,24.2031,OK,LONDON,0
EURGBPUSD-2025-0042,EUR_GBP_USD,2025-03-28 10:15:00,2025-03-28 11:30:00,LONG,-3.2469,0.9653,TP_HIT,75.0,"EURGBP,EURUSD,GBPUSD",24.849325,8.056,16.7933,OK,LONDON,0
EURGBPUSD-2025-0043,EUR_GBP_USD,2025-03-28 12:05:00,2025-03-28 17:00:00,SHORT,3.4182,-0.1708,TIMEOUT,295.0,"EURGBP,EURUSD,GBPUSD",15.581496,8.056,7.5255,OK,LONDON,1
EURGBPUSD-2025-0044,EUR_GBP_USD,2025-04-01 12:00:00,2025-04-01 13:05:00,LONG,-3.2276,1.3511,TP_HIT,65.0,"EURGBP,EURUSD,GBPUSD",48.702318,8.056,40.6463,OK,LONDON,0
EURGBPUSD-2025-0045,EUR_GBP_USD,2025-04-02 13:30:00,2025-04-02 17:00:00,SHORT,3.2317,0.6894,TIMEOUT,210.0,"EURGBP,EURUSD,GBPUSD",4.437757,8.056,-3.6182,OK,LONDON,1
EURGBPUSD-2025-0046,EUR_GBP_USD,2025-04-03 09:15:00,2025-04-03 13:00:00,SHORT,3.0681,-0.3822,TP_HIT,225.0,"EURGBP,EURUSD,GBPUSD",117.710793,8.056,109.6548,OK,LONDON,0
EURGBPUSD-2025-0047,EUR_GBP_USD,2025-04-10 14:45:00,2025-04-10 17:00:00,SHORT,3.0375,0.4626,TIMEOUT,135.0,"EURGBP,EURUSD,GBPUSD",70.613899,8.056,62.5579,OK,LONDON,1
EURGBPUSD-2025-0048,EUR_GBP_USD,2025-04-28 15:50:00,2025-04-28 17:00:00,SHORT,3.3942,1.4604,TIMEOUT,70.0,"EURGBP,EURUSD,GBPUSD",18.701233,8.056,10.6452,OK,LONDON,1
EURGBPUSD-2025-0049,EUR_GBP_USD,2025-05-01 08:00:00,2025-05-01 11:15:00,SHORT,3.1053,-0.7148,TP_HIT,195.0,"EURGBP,EURUSD,GBPUSD",39.655441,8.056,31.5994,OK,LONDON,0
EURGBPUSD-2025-0050,EUR_GBP_USD,2025-05-01 13:50:00,2025-05-01 17:00:00,LONG,-3.1039,-0.9954,TIMEOUT,190.0,"EURGBP,EURUSD,GBPUSD",24.014902,8.056,15.9589,OK,LONDON,1
EURGBPUSD-2025-0051,EUR_GBP_USD,2025-05-13 12:05:00,2025-05-13 17:00:00,SHORT,3.1342,1.0959,TIMEOUT,295.0,"EURGBP,EURUSD,GBPUSD",-4.651031,8.056,-12.707,OK,LONDON,1
EURGBPUSD-2025-0052,EUR_GBP_USD,2025-05-14 08:20:00,2025-05-14 10:50:00,SHORT,3.0786,-0.4867,TP_HIT,150.0,"EURGBP,EURUSD,GBPUSD",56.835386,8.056,48.7794,OK,LONDON,0
EURGBPUSD-2025-0053,EUR_GBP_USD,2025-05-16 13:40:00,2025-05-16 17:00:00,LONG,-3.1714,-1.384,TIMEOUT,200.0,"EURGBP,EURUSD,GBPUSD",-6.801451,8.056,-14.8574,OK,LONDON,1
EURGBPUSD-2025-0054,EUR_GBP_USD,2025-05-23 10:50:00,2025-05-23 14:45:00,LONG,-4.2506,0.509,TP_HIT,235.0,"EURGBP,EURUSD,GBPUSD",52.042163,8.056,43.9862,OK,LONDON,0
EURGBPUSD-2025-0055,EUR_GBP_USD,2025-06-04 13:40:00,2025-06-04 17:00:00,SHORT,3.3004,-0.2968,TIMEOUT,200.0,"EURGBP,EURUSD,GBPUSD",43.162651,8.056,35.1067,OK,LONDON,1
EURGBPUSD-2025-0056,EUR_GBP_USD,2025-06-05 11:30:00,2025-06-05 15:30:00,SHORT,3.1757,-0.4248,TP_HIT,240.0,"EURGBP,EURUSD,GBPUSD",25.680596,8.056,17.6246,OK,LONDON,0
EURGBPUSD-2025-0057,EUR_GBP_USD,2025-06-09 11:45:00,2025-06-09 14:30:00,LONG,-3.4753,0.5204,TP_HIT,165.0,"EURGBP,EURUSD,GBPUSD",37.258575,8.056,29.2026,OK,LONDON,0
EURGBPUSD-2025-0058,EUR_GBP_USD,2025-06-10 10:05:00,2025-06-10 14:15:00,SHORT,3.179,-0.5767,TP_HIT,250.0,"EURGBP,EURUSD,GBPUSD",47.995569,8.056,39.9396,OK,LONDON,0
EURGBPUSD-2025-0059,EUR_GBP_USD,2025-06-11 11:30:00,2025-06-11 17:00:00,SHORT,3.6059,0.4641,TIMEOUT,330.0,"EURGBP,EURUSD,GBPUSD",20.704508,8.056,12.6485,OK,LONDON,1
EURGBPUSD-2025-0060,EUR_GBP_USD,2025-06-12 09:15:00,2025-06-12 12:50:00,SHORT,3.6955,-0.7895,TP_HIT,215.0,"EURGBP,EURUSD,GBPUSD",60.927203,8.056,52.8712,OK,LONDON,0
EURGBPUSD-2025-0061,EUR_GBP_USD,2025-06-17 13:30:00,2025-06-17 17:00:00,LONG,-3.4276,-2.7575,TIMEOUT,210.0,"EURGBP,EURUSD,GBPUSD",-28.880802,8.056,-36.9368,OK,LONDON,1
EURGBPUSD-2025-0062,EUR_GBP_USD,2025-06-23 08:15:00,2025-06-23 12:05:00,LONG,-3.0112,0.4782,TP_HIT,230.0,"EURGBP,EURUSD,GBPUSD",38.707027,8.056,30.651,OK,LONDON,0
EURGBPUSD-2025-0063,EUR_GBP_USD,2025-06-23 13:30:00,2025-06-23 17:00:00,SHORT,3.019,1.2295,TIMEOUT,210.0,"EURGBP,EURUSD,GBPUSD",4.892802,8.056,-3.1632,OK,LONDON,1
EURGBPUSD-2025-0064,EUR_GBP_USD,2025-06-26 11:10:00,2025-06-26 14:55:00,LONG,-3.0842,0.4731,TP_HIT,225.0,"EURGBP,EURUSD,GBPUSD",48.656552,8.056,40.6006,OK,LONDON,0
EURGBPUSD-2025-0065,EUR_GBP_USD,2025-06-30 14:45:00,2025-06-30 17:00:00,SHORT,3.4366,2.167,TIMEOUT,135.0,"EURGBP,EURUSD,GBPUSD",-7.27674,8.056,-15.3327,OK,LONDON,1
EURGBPUSD-2025-0066,EUR_GBP_USD,2025-07-02 14:35:00,2025-07-02 17:00:00,SHORT,3.0443,2.5721,TIMEOUT,145.0,"EURGBP,EURUSD,GBPUSD",-7.943912,8.056,-15.9999,OK,LONDON,1
EURGBPUSD-2025-0067,EUR_GBP_USD,2025-07-03 11:30:00,2025-07-03 15:30:00,LONG,-7.7235,1.6551,TP_HIT,240.0,"EURGBP,EURUSD,GBPUSD",83.982026,8.056,75.926,OK,LONDON,0
EURGBPUSD-2025-0068,EUR_GBP_USD,2025-07-07 08:05:00,2025-07-07 11:15:00,LONG,-3.628,0.3592,TP_HIT,190.0,"EURGBP,EURUSD,GBPUSD",32.526321,8.056,24.4703,OK,LONDON,0
EURGBPUSD-2025-0069,EUR_GBP_USD,2025-07-08 12:30:00,2025-07-08 16:05:00,LONG,-3.0393,0.5723,TP_HIT,215.0,"EURGBP,EURUSD,GBPUSD",52.448684,8.056,44.3927,OK,LONDON,0
EURGBPUSD-2025-0070,EUR_GBP_USD,2025-07-10 13:20:00,2025-07-10 16:50:00,LONG,-3.3391,0.5026,TP_HIT,210.0,"EURGBP,EURUSD,GBPUSD",46.279122,8.056,38.2231,OK,LONDON,0
EURGBPUSD-2025-0071,EUR_GBP_USD,2025-07-15 11:05:00,2025-07-15 17:00:00,LONG,-3.0054,-0.6678,TIMEOUT,355.0,"EURGBP,EURUSD,GBPUSD",-9.482179,8.056,-17.5382,OK,LONDON,1
EURGBPUSD-2025-0072,EUR_GBP_USD,2025-07-16 11:10:00,2025-07-16 14:10:00,LONG,-3.4901,0.3033,TP_HIT,180.0,"EURGBP,EURUSD,GBPUSD",21.873311,8.056,13.8173,OK,LONDON,0
EURGBPUSD-2025-0073,EUR_GBP_USD,2025-07-16 14:15:00,2025-07-16 17:00:00,SHORT,3.4112,1.9167,TIMEOUT,165.0,"EURGBP,EURUSD,GBPUSD",-5.568205,8.056,-13.6242,OK,LONDON,1
EURGBPUSD-2025-0074,EUR_GBP_USD,2025-07-17 14:50:00,2025-07-17 17:00:00,SHORT,3.1044,0.667,TIMEOUT,130.0,"EURGBP,EURUSD,GBPUSD",25.872712,8.056,17.8167,OK,LONDON,1
EURGBPUSD-2025-0075,EUR_GBP_USD,2025-07-22 14:10:00,2025-07-22 17:00:00,SHORT,3.5069,1.7224,TIMEOUT,170.0,"EURGBP,EURUSD,GBPUSD",-15.304886,8.056,-23.3609,OK,LONDON,1
EURGBPUSD-2025-0076,EUR_GBP_USD,2025-07-23 14:55:00,2025-07-23 17:00:00,SHORT,3.4517,2.0394,TIMEOUT,125.0,"EURGBP,EURUSD,GBPUSD",-6.417738,8.056,-14.4737,OK,LONDON,1
EURGBPUSD-2025-0077,EUR_GBP_USD,2025-07-24 13:00:00,2025-07-24 16:50:00,SHORT,3.1312,-0.3361,TP_HIT,230.0,"EURGBP,EURUSD,GBPUSD",30.836427,8.056,22.7804,OK,LONDON,0
EURGBPUSD-2025-0078,EUR_GBP_USD,2025-07-30 11:25:00,2025-07-30 15:50:00,LONG,-3.1756,0.3855,TP_HIT,265.0,"EURGBP,EURUSD,GBPUSD",35.581013,8.056,27.525,OK,LONDON,0
EURGBPUSD-2025-0079,EUR_GBP_USD,2025-08-01 11:30:00,2025-08-01 11:35:00,SHORT,7.6253,7.1203,SL_HIT,5.0,"EURGBP,EURUSD,GBPUSD",-5.374783,8.056,-13.4308,TRIGGERED,LONDON,0
EURGBPUSD-2025-0080,EUR_GBP_USD,2025-08-01 11:40:00,2025-08-01 11:45:00,SHORT,7.6248,7.9062,SL_HIT,5.0,"EURGBP,EURUSD,GBPUSD",-19.312184,8.056,-27.3682,TRIGGERED,LONDON,0
EURGBPUSD-2025-0081,EUR_GBP_USD,2025-08-01 11:50:00,2025-08-01 11:55:00,SHORT,7.0898,6.0381,SL_HIT,5.0,"EURGBP,EURUSD,GBPUSD",5.520162,8.056,-2.5358,TRIGGERED,LONDON,0
EURGBPUSD-2025-0082,EUR_GBP_USD,2025-08-01 12:00:00,2025-08-01 15:40:00,SHORT,5.2757,-0.3144,TP_HIT,220.0,"EURGBP,EURUSD,GBPUSD",104.036152,8.056,95.9802,OK,LONDON,0
EURGBPUSD-2025-0083,EUR_GBP_USD,2025-08-05 14:05:00,2025-08-05 17:00:00,SHORT,3.5855,1.6972,TIMEOUT,175.0,"EURGBP,EURUSD,GBPUSD",3.288729,8.056,-4.7673,OK,LONDON,1
EURGBPUSD-2025-0084,EUR_GBP_USD,2025-08-06 10:15:00,2025-08-06 15:50:00,SHORT,3.1413,-0.2672,TP_HIT,335.0,"EURGBP,EURUSD,GBPUSD",19.572721,8.056,11.5167,OK,LONDON,0
EURGBPUSD-2025-0085,EUR_GBP_USD,2025-08-07 10:30:00,2025-08-07 17:00:00,LONG,-3.3896,0.219,TIMEOUT,390.0,"EURGBP,EURUSD,GBPUSD",26.864525,8.056,18.8085,OK,LONDON,1
EURGBPUSD-2025-0086,EUR_GBP_USD,2025-08-12 10:45:00,2025-08-12 11:30:00,LONG,-3.0936,2.6619,TP_HIT,45.0,"EURGBP,EURUSD,GBPUSD",37.532645,8.056,29.4766,OK,LONDON,0
EURGBPUSD-2025-0087,EUR_GBP_USD,2025-08-12 11:35:00,2025-08-12 17:00:00,SHORT,3.9724,0.205,TIMEOUT,325.0,"EURGBP,EURUSD,GBPUSD",11.739163,8.056,3.6832,OK,LONDON,1
EURGBPUSD-2025-0088,EUR_GBP_USD,2025-08-15 13:40:00,2025-08-15 15:35:00,SHORT,3.1455,-0.5421,TP_HIT,115.0,"EURGBP,EURUSD,GBPUSD",20.512188,8.056,12.4562,OK,LONDON,0
EURGBPUSD-2025-0089,EUR_GBP_USD,2025-08-20 11:50:00,2025-08-20 15:30:00,SHORT,3.1109,-0.6715,TP_HIT,220.0,"EURGBP,EURUSD,GBPUSD",33.866744,8.056,25.8107,OK,LONDON,0
EURGBPUSD-2025-0090,EUR_GBP_USD,2025-08-21 13:40:00,2025-08-21 17:00:00,LONG,-3.0738,-0.012,TIMEOUT,200.0,"EURGBP,EURUSD,GBPUSD",24.914902,8.056,16.8589,OK,LONDON,1
EURGBPUSD-2025-0091,EUR_GBP_USD,2025-08-22 13:00:00,2025-08-22 13:15:00,SHORT,4.8823,6.4405,SL_HIT,15.0,"EURGBP,EURUSD,GBPUSD",-35.480443,8.056,-43.5364,TRIGGERED,LONDON,0
EURGBPUSD-2025-0092,EUR_GBP_USD,2025-08-22 13:20:00,2025-08-22 17:00:00,SHORT,5.3933,0.9775,TIMEOUT,220.0,"EURGBP,EURUSD,GBPUSD",17.727548,8.056,9.6716,OK,LONDON,1
EURGBPUSD-2025-0093,EUR_GBP_USD,2025-08-27 14:00:00,2025-08-27 17:00:00,SHORT,3.1184,1.9946,TIMEOUT,180.0,"EURGBP,EURUSD,GBPUSD",-9.07829,8.056,-17.1343,OK,LONDON,1
EURGBPUSD-2025-0094,EUR_GBP_USD,2025-08-29 13:55:00,2025-08-29 17:00:00,SHORT,3.2484,0.919,TIMEOUT,185.0,"EURGBP,EURUSD,GBPUSD",11.550994,8.056,3.495,OK,LONDON,1
EURGBPUSD-2025-0095,EUR_GBP_USD,2025-09-02 08:05:00,2025-09-02 10:50:00,LONG,-3.7018,0.3891,TP_HIT,165.0,"EURGBP,EURUSD,GBPUSD",46.24782,8.056,38.1918,OK,LONDON,0
EURGBPUSD-2025-0096,EUR_GBP_USD,2025-09-05 11:30:00,2025-09-05 15:30:00,SHORT,6.4792,-0.522,TP_HIT,240.0,"EURGBP,EURUSD,GBPUSD",38.146105,8.056,30.0901,OK,LONDON,0
EURGBPUSD-2025-0097,EUR_GBP_USD,2025-09-11 11:30:00,2025-09-11 12:00:00,SHORT,4.5059,6.9737,SL_HIT,30.0,"EURGBP,EURUSD,GBPUSD",-18.206201,8.056,-26.2622,TRIGGERED,LONDON,0
EURGBPUSD-2025-0098,EUR_GBP_USD,2025-09-11 12:05:00,2025-09-11 16:05:00,SHORT,7.1676,-0.5282,TP_HIT,240.0,"EURGBP,EURUSD,GBPUSD",45.989062,8.056,37.9331,OK,LONDON,0
EURGBPUSD-2025-0099,EUR_GBP_USD,2025-09-12 15:40:00,2025-09-12 17:00:00,SHORT,3.3046,1.0982,TIMEOUT,80.0,"EURGBP,EURUSD,GBPUSD",12.824897,8.056,4.7689,OK,LONDON,1
EURGBPUSD-2025-0100,EUR_GBP_USD,2025-09-15 09:20:00,2025-09-15 13:00:00,SHORT,3.2279,-0.929,TP_HIT,220.0,"EURGBP,EURUSD,GBPUSD",32.532248,8.056,24.4763,OK,LONDON,0
EURGBPUSD-2025-0101,EUR_GBP_USD,2025-09-16 08:40:00,2025-09-16 10:25:00,SHORT,3.21,-0.3987,TP_HIT,105.0,"EURGBP,EURUSD,GBPUSD",29.628176,8.056,21.5722,OK,LONDON,0
EURGBPUSD-2025-0102,EUR_GBP_USD,2025-09-16 15:10:00,2025-09-16 17:00:00,SHORT,3.1722,0.8791,TIMEOUT,110.0,"EURGBP,EURUSD,GBPUSD",13.837134,8.056,5.7811,OK,LONDON,1
EURGBPUSD-2025-0103,EUR_GBP_USD,2025-09-17 13:15:00,2025-09-17 17:00:00,SHORT,3.1284,4.8846,TIMEOUT,225.0,"EURGBP,EURUSD,GBPUSD",-20.176528,8.056,-28.2325,OK,LONDON,1
EURGBPUSD-2025-0104,EUR_GBP_USD,2025-09-18 12:40:00,2025-09-18 16:00:00,LONG,-3.0133,0.2518,TP_HIT,200.0,"EURGBP,EURUSD,GBPUSD",79.593908,8.056,71.5379,OK,LONDON,0
EURGBPUSD-2025-0105,EUR_GBP_USD,2025-09-19 10:55:00,2025-09-19 12:45:00,LONG,-3.3188,1.1428,TP_HIT,110.0,"EURGBP,EURUSD,GBPUSD",29.038014,8.056,20.982,OK,LONDON,0
EURGBPUSD-2025-0106,EUR_GBP_USD,2025-09-25 11:30:00,2025-09-25 11:50:00,LONG,-4.2686,-6.2859,SL_HIT,20.0,"EURGBP,EURUSD,GBPUSD",-20.389879,8.056,-28.4459,TRIGGERED,LONDON,0
EURGBPUSD-2025-0107,EUR_GBP_USD,2025-09-25 11:55:00,2025-09-25 17:00:00,LONG,-5.07,-0.4402,TIMEOUT,305.0,"EURGBP,EURUSD,GBPUSD",13.915518,8.056,5.8595,OK,LONDON,1
EURGBPUSD-2025-0108,EUR_GBP_USD,2025-09-26 13:40:00,2025-09-26 16:05:00,SHORT,3.6107,-0.4642,TP_HIT,145.0,"EURGBP,EURUSD,GBPUSD",27.454144,8.056,19.3981,OK,LONDON,0
EURGBPUSD-2025-0109,EUR_GBP_USD,2025-10-01 09:40:00,2025-10-01 11:15:00,LONG,-3.0034,0.3485,TP_HIT,95.0,"EURGBP,EURUSD,GBPUSD",43.696856,8.056,35.6409,OK,LONDON,0
EURGBPUSD-2025-0110,EUR_GBP_USD,2025-10-02 12:40:00,2025-10-02 17:00:00,LONG,-3.3835,0.3868,TIMEOUT,260.0,"EURGBP,EURUSD,GBPUSD",26.508526,8.056,18.4525,OK,LONDON,1
EURGBPUSD-2025-0111,EUR_GBP_USD,2025-10-06 08:00:00,2025-10-06 10:40:00,LONG,-3.0025,0.8474,TP_HIT,160.0,"EURGBP,EURUSD,GBPUSD",58.85366,8.056,50.7977,OK,LONDON,0
EURGBPUSD-2025-0112,EUR_GBP_USD,2025-10-07 14:45:00,2025-10-07 17:00:00,SHORT,3.371,1.1392,TIMEOUT,135.0,"EURGBP,EURUSD,GBPUSD",14.660504,8.056,6.6045,OK,LONDON,1
