chain,start,end,duration_d,first_native_impulse_idx_offset,in_conc_at_end,state_end_plus7,state_end_plus30,subperiod
Tron,2024-11-29 23:59:59,2024-12-01 23:59:59,3,,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2024
Tron,2024-12-04 23:59:59,2024-12-08 23:59:59,5,3.0,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2024
Tron,2024-12-09 23:59:59,2024-12-11 23:59:59,3,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2024
Tron,2024-12-28 23:59:59,2024-12-30 23:59:59,3,2.0,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Tron,2025-01-06 23:59:59,2025-01-08 23:59:59,3,,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2025-2026
Tron,2025-02-12 23:59:59,2025-02-15 23:59:59,4,1.0,False,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,2025-2026
Tron,2025-02-16 23:59:59,2025-02-18 23:59:59,3,2.0,False,STABLECOIN_PARKING,STABLECOIN_PARKING,2025-2026
Tron,2025-03-19 23:59:59,2025-03-21 23:59:59,3,,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2025-2026
Tron,2025-03-23 23:59:59,2025-03-27 23:59:59,5,,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2025-2026
Tron,2025-04-24 23:59:59,2025-05-01 23:59:59,8,,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2025-2026
Tron,2025-05-09 23:59:59,2025-05-16 23:59:59,8,1.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2025-2026
Tron,2025-06-11 23:59:59,2025-06-14 23:59:59,4,,True,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2025-2026
Tron,2025-07-02 23:59:59,2025-07-05 23:59:59,4,1.0,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,2025-2026
Tron,2025-07-12 23:59:59,2025-07-25 23:59:59,14,3.0,False,ETH_BROADENING,NARROW_LEADERSHIP,2025-2026
Tron,2025-08-09 23:59:59,2025-08-14 23:59:59,6,2.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2025-2026
Tron,2025-09-10 23:59:59,2025-09-19 23:59:59,10,1.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2025-2026
Tron,2025-10-03 23:59:59,2025-10-09 23:59:59,7,1.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2025-2026
Tron,2025-12-12 23:59:59,2025-12-14 23:59:59,3,2.0,False,BTC_CONCENTRATION,BTC_CONCENTRATION,2025-2026
Tron,2025-12-26 23:59:59,2025-12-29 23:59:59,4,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2025-2026
Tron,2026-01-02 23:59:59,2026-01-08 23:59:59,7,2.0,False,BTC_CONCENTRATION,CAPITAL_EXIT,2025-2026
Tron,2026-04-15 23:59:59,2026-04-22 23:59:59,8,6.0,True,BTC_CONCENTRATION,LARGE_ALT_ROTATION,2025-2026
Tron,2026-05-06 23:59:59,2026-05-13 23:59:59,8,4.0,False,BTC_CONCENTRATION,NARROW_LEADERSHIP,2025-2026
Tron,2026-06-14 23:59:59,2026-06-18 23:59:59,5,1.0,False,LARGE_ALT_ROTATION,BTC_CONCENTRATION,2025-2026
Tron,2026-08-21 23:59:59,2026-08-23 23:59:59,3,1.0,True,,,2025-2026
Ethereum,2020-06-09 23:59:59,2020-06-11 23:59:59,3,,False,MIXED_NO_CLEAR_ROUTE,BROAD_RISK_EXPANSION,2020-2021
Ethereum,2020-06-13 23:59:59,2020-06-15 23:59:59,3,2.0,False,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,2020-2021
Ethereum,2020-06-18 23:59:59,2020-06-21 23:59:59,4,2.0,False,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,2020-2021
Ethereum,2020-06-24 23:59:59,2020-08-03 23:59:59,41,1.0,False,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,2020-2021
Ethereum,2020-08-04 23:59:59,2020-08-26 23:59:59,23,,False,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2020-08-27 23:59:59,2020-09-07 23:59:59,12,1.0,False,NARROW_LEADERSHIP,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2020-09-15 23:59:59,2020-09-17 23:59:59,3,1.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2020-2021
Ethereum,2020-09-20 23:59:59,2020-09-22 23:59:59,3,1.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2020-2021
Ethereum,2020-09-23 23:59:59,2020-10-04 23:59:59,12,9.0,False,BTC_CONCENTRATION,BTC_CONCENTRATION,2020-2021
Ethereum,2020-10-14 23:59:59,2020-10-17 23:59:59,4,1.0,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2020-11-26 23:59:59,2020-11-28 23:59:59,3,1.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2020-2021
Ethereum,2020-12-04 23:59:59,2020-12-10 23:59:59,7,,False,BTC_CONCENTRATION,BTC_CONCENTRATION,2020-2021
Ethereum,2020-12-15 23:59:59,2021-01-07 23:59:59,24,1.0,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,2020-2021
Ethereum,2021-01-10 23:59:59,2021-01-12 23:59:59,3,2.0,True,MIXED_NO_CLEAR_ROUTE,BROAD_RISK_EXPANSION,2020-2021
Ethereum,2021-01-19 23:59:59,2021-01-21 23:59:59,3,2.0,False,ETH_BROADENING,BROAD_RISK_EXPANSION,2020-2021
Ethereum,2021-01-27 23:59:59,2021-02-04 23:59:59,9,2.0,False,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,2020-2021
Ethereum,2021-02-06 23:59:59,2021-02-24 23:59:59,19,4.0,False,LARGE_ALT_ROTATION,MID_CAP_ROTATION,2020-2021
Ethereum,2021-03-04 23:59:59,2021-03-08 23:59:59,5,1.0,False,MID_CAP_ROTATION,BROAD_RISK_EXPANSION,2020-2021
Ethereum,2021-03-09 23:59:59,2021-03-25 23:59:59,17,11.0,False,BROAD_RISK_EXPANSION,ETH_BROADENING,2020-2021
Ethereum,2021-03-31 23:59:59,2021-04-23 23:59:59,24,2.0,False,ETH_BROADENING,STABLECOIN_PARKING,2020-2021
Ethereum,2021-04-28 23:59:59,2021-05-15 23:59:59,18,11.0,False,STABLECOIN_PARKING,STABLECOIN_PARKING,2020-2021
Ethereum,2021-06-02 23:59:59,2021-06-08 23:59:59,7,3.0,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-06-09 23:59:59,2021-06-11 23:59:59,3,1.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-07-02 23:59:59,2021-07-08 23:59:59,7,1.0,False,STABLECOIN_PARKING,BTC_CONCENTRATION,2020-2021
Ethereum,2021-07-09 23:59:59,2021-07-13 23:59:59,5,,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-07-24 23:59:59,2021-08-03 23:59:59,11,2.0,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,2020-2021
Ethereum,2021-08-04 23:59:59,2021-08-19 23:59:59,16,1.0,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-08-20 23:59:59,2021-08-31 23:59:59,12,7.0,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-09-02 23:59:59,2021-09-09 23:59:59,8,2.0,False,ETH_BROADENING,BTC_CONCENTRATION,2020-2021
Ethereum,2021-09-16 23:59:59,2021-09-21 23:59:59,6,,False,STABLECOIN_PARKING,BTC_CONCENTRATION,2020-2021
Ethereum,2021-10-03 23:59:59,2021-10-05 23:59:59,3,,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-10-06 23:59:59,2021-10-14 23:59:59,9,2.0,True,BTC_CONCENTRATION,ETH_BROADENING,2020-2021
Ethereum,2021-10-15 23:59:59,2021-10-29 23:59:59,15,5.0,True,MID_CAP_ROTATION,ETH_BROADENING,2020-2021
Ethereum,2021-10-30 23:59:59,2021-11-01 23:59:59,3,1.0,True,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,2020-2021
Ethereum,2021-11-04 23:59:59,2021-11-17 23:59:59,14,13.0,False,ETH_BROADENING,STABLECOIN_PARKING,2020-2021
Ethereum,2021-11-25 23:59:59,2021-11-28 23:59:59,4,2.0,False,STABLECOIN_PARKING,STABLECOIN_PARKING,2020-2021
Ethereum,2021-12-01 23:59:59,2021-12-04 23:59:59,4,2.0,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-12-24 23:59:59,2021-12-27 23:59:59,4,2.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-12-28 23:59:59,2021-12-30 23:59:59,3,1.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2022-02-05 23:59:59,2022-02-14 23:59:59,10,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-03-02 23:59:59,2022-03-06 23:59:59,5,2.0,False,STABLECOIN_PARKING,BROAD_RISK_EXPANSION,2022
Ethereum,2022-03-17 23:59:59,2022-03-28 23:59:59,12,2.0,True,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-03-30 23:59:59,2022-04-02 23:59:59,4,,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-04-03 23:59:59,2022-04-07 23:59:59,5,2.0,False,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-04-20 23:59:59,2022-04-22 23:59:59,3,1.0,False,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,2022
Ethereum,2022-06-27 23:59:59,2022-06-30 23:59:59,4,1.0,False,CAPITAL_EXIT,ETH_BROADENING,2022
Ethereum,2022-07-07 23:59:59,2022-07-13 23:59:59,7,,False,MIXED_NO_CLEAR_ROUTE,BROAD_RISK_EXPANSION,2022
Ethereum,2022-07-21 23:59:59,2022-07-27 23:59:59,7,5.0,False,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-07-29 23:59:59,2022-08-01 23:59:59,4,1.0,False,BROAD_RISK_EXPANSION,NARROW_LEADERSHIP,2022
Ethereum,2022-08-02 23:59:59,2022-08-05 23:59:59,4,1.0,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-08-08 23:59:59,2022-08-17 23:59:59,10,,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-09-11 23:59:59,2022-09-14 23:59:59,4,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-09-24 23:59:59,2022-09-26 23:59:59,3,2.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2022
Ethereum,2022-09-27 23:59:59,2022-09-29 23:59:59,3,,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-10-01 23:59:59,2022-10-04 23:59:59,4,1.0,True,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,2022
Ethereum,2022-10-06 23:59:59,2022-10-08 23:59:59,3,,True,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-12-04 23:59:59,2022-12-09 23:59:59,6,1.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-12-14 23:59:59,2022-12-17 23:59:59,4,2.0,True,BTC_CONCENTRATION,ETH_BROADENING,2022
Ethereum,2023-01-07 23:59:59,2023-02-01 23:59:59,26,3.0,False,BROAD_RISK_EXPANSION,MID_CAP_ROTATION,2023
Ethereum,2023-02-02 23:59:59,2023-02-07 23:59:59,6,4.0,False,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-02-08 23:59:59,2023-02-10 23:59:59,3,1.0,False,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,2023
Ethereum,2023-02-17 23:59:59,2023-02-22 23:59:59,6,1.0,False,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,2023
Ethereum,2023-03-03 23:59:59,2023-03-05 23:59:59,3,2.0,False,BTC_CONCENTRATION,BTC_CONCENTRATION,2023
Ethereum,2023-03-18 23:59:59,2023-03-26 23:59:59,9,1.0,True,BTC_CONCENTRATION,BTC_CONCENTRATION,2023
Ethereum,2023-04-10 23:59:59,2023-04-12 23:59:59,3,,True,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-05-07 23:59:59,2023-05-10 23:59:59,4,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-05-23 23:59:59,2023-05-26 23:59:59,4,3.0,False,NARROW_LEADERSHIP,BTC_CONCENTRATION,2023
