event_id,exit_date,first_destination,staged_pattern,state_tp1,state_tp3,state_tp5,state_tp7,state_tp14,state_tp30,alt_reached_30d,broad_risk_seen_30d
EXIT_017,2022-06-11 23:59:59,CAPITAL_EXIT,CONC_DEFENSIVE,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,CAPITAL_EXIT,CAPITAL_EXIT,CAPITAL_EXIT,CAPITAL_EXIT,False,False
EXIT_018,2022-10-09 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,True,False
EXIT_019,2022-10-22 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,True,False
EXIT_020,2022-10-29 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,ETH_BROADENING,NARROW_LEADERSHIP,CAPITAL_EXIT,True,False
EXIT_021,2022-12-16 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,True,False
EXIT_022,2022-12-19 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,True,False
EXIT_023,2022-12-30 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,LARGE_ALT_ROTATION,True,False
EXIT_024,2023-01-07 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,True,True
EXIT_025,2023-01-15 23:59:59,LARGE_ALT_ROTATION,CONC_DIRECT_ALT,ETH_BROADENING,BTC_CONCENTRATION,BTC_CONCENTRATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,MID_CAP_ROTATION,True,True
EXIT_026,2023-01-22 23:59:59,LARGE_ALT_ROTATION,CONC_DIRECT_ALT,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,True,True
EXIT_027,2023-04-18 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_028,2023-04-21 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_029,2023-05-01 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,False,False
EXIT_030,2023-05-08 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_031,2023-06-30 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,True,False
EXIT_032,2023-07-05 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,LARGE_ALT_ROTATION,MIXED_NO_CLEAR_ROUTE,True,False
EXIT_033,2023-07-12 23:59:59,LARGE_ALT_ROTATION,CONC_DIRECT_ALT,BTC_CONCENTRATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,True,False
EXIT_034,2023-07-15 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,True,False
EXIT_035,2023-09-28 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,False
EXIT_036,2023-10-13 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,LARGE_ALT_ROTATION,True,False
EXIT_037,2023-10-16 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,True,True
EXIT_038,2023-10-25 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,BROAD_RISK_EXPANSION,True,True
EXIT_039,2023-11-08 23:59:59,BROAD_RISK_EXPANSION,CONC_BROAD_RISK_ONLY,BTC_CONCENTRATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,True,True
EXIT_040,2023-11-11 23:59:59,BROAD_RISK_EXPANSION,CONC_BROAD_RISK_ONLY,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,True,True
EXIT_041,2023-11-22 23:59:59,BROAD_RISK_EXPANSION,CONC_BROAD_RISK_ONLY,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,LARGE_ALT_ROTATION,True,True
EXIT_042,2023-12-09 23:59:59,BROAD_RISK_EXPANSION,CONC_BROAD_RISK_ONLY,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,LARGE_ALT_ROTATION,NARROW_LEADERSHIP,True,True
EXIT_043,2023-12-14 23:59:59,BROAD_RISK_EXPANSION,CONC_BROAD_RISK_ONLY,BTC_CONCENTRATION,MID_CAP_ROTATION,BTC_CONCENTRATION,MID_CAP_ROTATION,BROAD_RISK_EXPANSION,ETH_BROADENING,True,True
EXIT_044,2023-12-17 23:59:59,BROAD_RISK_EXPANSION,CONC_BROAD_RISK_ONLY,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,NARROW_LEADERSHIP,True,True
EXIT_045,2023-12-21 23:59:59,BROAD_RISK_EXPANSION,CONC_BROAD_RISK_ONLY,MID_CAP_ROTATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,NARROW_LEADERSHIP,MIXED_NO_CLEAR_ROUTE,True,True
EXIT_046,2024-01-10 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,ETH_BROADENING,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,True,False
EXIT_047,2024-01-31 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,True,False
EXIT_048,2024-02-13 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,True,False
EXIT_049,2024-02-25 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,BTC_CONCENTRATION,True,False
EXIT_050,2024-03-02 23:59:59,MID_CAP_ROTATION,CONC_DIRECT_ALT,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,MID_CAP_ROTATION,MID_CAP_ROTATION,BTC_CONCENTRATION,True,True
EXIT_051,2024-03-07 23:59:59,MID_CAP_ROTATION,CONC_DIRECT_ALT,BTC_CONCENTRATION,MID_CAP_ROTATION,MID_CAP_ROTATION,MID_CAP_ROTATION,BTC_CONCENTRATION,BTC_CONCENTRATION,True,True
EXIT_052,2024-03-09 23:59:59,MID_CAP_ROTATION,CONC_DIRECT_ALT,MID_CAP_ROTATION,MID_CAP_ROTATION,MID_CAP_ROTATION,MID_CAP_ROTATION,BTC_CONCENTRATION,BTC_CONCENTRATION,True,True
EXIT_053,2024-03-29 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,LARGE_ALT_ROTATION,BTC_CONCENTRATION,NARROW_LEADERSHIP,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,True,False
EXIT_054,2024-04-03 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_055,2024-04-10 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,False,False
EXIT_056,2024-04-19 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_057,2024-04-23 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_058,2024-05-17 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_059,2024-05-20 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_060,2024-06-06 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_061,2024-06-12 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_062,2024-07-20 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_063,2024-07-23 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_064,2024-08-05 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,True,False
EXIT_065,2024-08-07 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,LARGE_ALT_ROTATION,True,False
EXIT_066,2024-08-13 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,True,False
EXIT_067,2024-09-06 23:59:59,BROAD_RISK_EXPANSION,CONC_BROAD_RISK_ONLY,STABLECOIN_PARKING,LARGE_ALT_ROTATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,True,True
EXIT_068,2024-09-20 23:59:59,BROAD_RISK_EXPANSION,CONC_BROAD_RISK_ONLY,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,LARGE_ALT_ROTATION,BTC_CONCENTRATION,True,True
EXIT_069,2024-10-03 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,LARGE_ALT_ROTATION,MID_CAP_ROTATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,True,False
EXIT_070,2024-10-24 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,False,False
EXIT_071,2024-10-27 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,LARGE_ALT_ROTATION,True,False
EXIT_072,2024-11-03 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,True,True
EXIT_073,2024-11-06 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,True,True
EXIT_074,2024-11-09 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,True,True
EXIT_075,2024-11-11 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,True,True
EXIT_076,2024-11-15 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,True,True
EXIT_077,2024-11-21 23:59:59,BROAD_RISK_EXPANSION,CONC_BROAD_RISK_ONLY,BTC_CONCENTRATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,True
EXIT_078,2024-11-24 23:59:59,BROAD_RISK_EXPANSION,CONC_BROAD_RISK_ONLY,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,True,True
EXIT_079,2024-12-25 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,False
EXIT_080,2025-01-03 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_081,2025-01-05 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_082,2025-01-07 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_083,2025-01-20 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_084,2025-01-26 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,STABLECOIN_PARKING,False,False
EXIT_085,2025-01-29 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,STABLECOIN_PARKING,False,False
EXIT_086,2025-02-04 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_087,2025-02-14 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,STABLECOIN_PARKING,False,False
EXIT_088,2025-03-29 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,False,False
EXIT_089,2025-04-13 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BROAD_RISK_EXPANSION,False,True
EXIT_090,2025-04-15 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,ETH_BROADENING,True,True
EXIT_091,2025-04-18 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,True,True
EXIT_092,2025-04-20 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,True,True
EXIT_093,2025-04-27 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,True
EXIT_094,2025-05-09 23:59:59,BROAD_RISK_EXPANSION,CONC_BROAD_RISK_ONLY,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,True,True
