event_id,exit_date,order,state,dwell_d,lat_to_next
EXIT_103,2025-09-25 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_104,2025-10-02 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_104,2025-10-02 23:59:59,2,BTC_CONCENTRATION,3,0.0
EXIT_104,2025-10-02 23:59:59,3,MIXED_NO_CLEAR_ROUTE,19,0.0
EXIT_105,2025-10-06 23:59:59,1,MIXED_NO_CLEAR_ROUTE,19,0.0
EXIT_105,2025-10-06 23:59:59,2,BTC_CONCENTRATION,3,0.0
EXIT_105,2025-10-06 23:59:59,3,MIXED_NO_CLEAR_ROUTE,6,0.0
EXIT_106,2025-10-28 23:59:59,1,MIXED_NO_CLEAR_ROUTE,6,0.0
EXIT_106,2025-10-28 23:59:59,2,STABLECOIN_PARKING,3,0.0
EXIT_106,2025-10-28 23:59:59,3,MIXED_NO_CLEAR_ROUTE,4,0.0
EXIT_107,2025-12-24 23:59:59,1,MIXED_NO_CLEAR_ROUTE,7,0.0
EXIT_107,2025-12-24 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_107,2025-12-24 23:59:59,3,NARROW_LEADERSHIP,1,0.0
EXIT_108,2026-01-01 23:59:59,1,NARROW_LEADERSHIP,1,0.0
EXIT_108,2026-01-01 23:59:59,2,MIXED_NO_CLEAR_ROUTE,8,0.0
EXIT_108,2026-01-01 23:59:59,3,LARGE_ALT_ROTATION,1,0.0
EXIT_109,2026-01-16 23:59:59,1,MID_CAP_ROTATION,2,0.0
EXIT_109,2026-01-16 23:59:59,2,MIXED_NO_CLEAR_ROUTE,4,0.0
EXIT_109,2026-01-16 23:59:59,3,BTC_CONCENTRATION,1,0.0
EXIT_110,2026-01-23 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_110,2026-01-23 23:59:59,2,NARROW_LEADERSHIP,1,0.0
EXIT_110,2026-01-23 23:59:59,3,BTC_CONCENTRATION,1,0.0
EXIT_111,2026-01-27 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_111,2026-01-27 23:59:59,2,LARGE_ALT_ROTATION,1,0.0
EXIT_111,2026-01-27 23:59:59,3,MIXED_NO_CLEAR_ROUTE,5,0.0
EXIT_112,2026-03-08 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_112,2026-03-08 23:59:59,2,NARROW_LEADERSHIP,3,0.0
EXIT_112,2026-03-08 23:59:59,3,BTC_CONCENTRATION,5,0.0
EXIT_113,2026-03-17 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_113,2026-03-17 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_113,2026-03-17 23:59:59,3,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_114,2026-03-21 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_114,2026-03-21 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_114,2026-03-21 23:59:59,3,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_115,2026-03-24 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_115,2026-03-24 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_115,2026-03-24 23:59:59,3,MIXED_NO_CLEAR_ROUTE,4,0.0
EXIT_116,2026-03-27 23:59:59,1,MIXED_NO_CLEAR_ROUTE,4,0.0
EXIT_116,2026-03-27 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_116,2026-03-27 23:59:59,3,NARROW_LEADERSHIP,1,0.0
EXIT_117,2026-04-01 23:59:59,1,NARROW_LEADERSHIP,1,0.0
EXIT_117,2026-04-01 23:59:59,2,MIXED_NO_CLEAR_ROUTE,4,0.0
EXIT_117,2026-04-01 23:59:59,3,BTC_CONCENTRATION,6,0.0
EXIT_118,2026-04-12 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_118,2026-04-12 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_118,2026-04-12 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_119,2026-04-15 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_119,2026-04-15 23:59:59,2,BTC_CONCENTRATION,22,0.0
EXIT_119,2026-04-15 23:59:59,3,MID_CAP_ROTATION,7,0.0
EXIT_120,2026-05-08 23:59:59,1,MID_CAP_ROTATION,7,0.0
EXIT_120,2026-05-08 23:59:59,2,BTC_CONCENTRATION,7,0.0
EXIT_120,2026-05-08 23:59:59,3,LARGE_ALT_ROTATION,1,0.0
EXIT_121,2026-05-22 23:59:59,1,LARGE_ALT_ROTATION,1,0.0
EXIT_121,2026-05-22 23:59:59,2,MID_CAP_ROTATION,1,0.0
EXIT_121,2026-05-22 23:59:59,3,NARROW_LEADERSHIP,1,0.0
EXIT_122,2026-07-11 23:59:59,1,MIXED_NO_CLEAR_ROUTE,7,0.0
EXIT_122,2026-07-11 23:59:59,2,BTC_CONCENTRATION,24,0.0
EXIT_122,2026-07-11 23:59:59,3,NARROW_LEADERSHIP,1,0.0
EXIT_123,2026-08-11 23:59:59,1,NARROW_LEADERSHIP,1,0.0
EXIT_123,2026-08-11 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_123,2026-08-11 23:59:59,3,MIXED_NO_CLEAR_ROUTE,6,
EXIT_124,2026-08-13 23:59:59,1,MIXED_NO_CLEAR_ROUTE,6,
