state,band_a,band_b,corr,perm_p,n,edge,uncond_corr,uncond_edge,new_edge_vs_uncond,sign_flip,direction,fdr_q
CONC_FALLING,1-10,26-50,-0.0666,0.0299,1040,True,0.033,False,True,False,a_leads_b,0.0751
CONC_FALLING,1-10,51-100,-0.0057,0.8408,1040,False,0.0403,True,False,False,a_leads_b,0.8727
CONC_FALLING,1-10,101-200,-0.0017,0.9403,1040,False,0.0132,False,False,False,a_leads_b,0.9519
CONC_FALLING,1-10,201-300,0.0072,0.9055,1040,False,0.0141,False,False,False,a_leads_b,0.9243
CONC_FALLING,1-10,301-500,-0.0055,0.8358,1040,False,0.014,False,False,False,a_leads_b,0.8694
CONC_FALLING,11-25,1-10,-0.1461,0.005,1040,True,0.0385,False,True,False,a_leads_b,0.0248
CONC_FALLING,11-25,26-50,0.0156,0.5871,1040,False,0.1063,True,False,False,a_leads_b,0.6477
CONC_FALLING,11-25,51-100,0.0734,0.0896,1040,False,0.0746,True,False,False,a_leads_b,0.1689
CONC_FALLING,11-25,101-200,0.0366,0.3532,1040,False,0.0302,False,False,False,a_leads_b,0.4291
CONC_FALLING,11-25,201-300,-0.0731,0.1343,1040,False,-0.0547,False,False,False,a_leads_b,0.2217
CONC_FALLING,11-25,301-500,-0.054,0.2388,1040,False,-0.039,False,False,False,a_leads_b,0.3264
CONC_FALLING,26-50,1-10,-0.149,0.005,1040,True,0.0679,True,False,True,a_leads_b,0.0248
CONC_FALLING,26-50,11-25,0.003,0.8955,1040,False,0.0962,True,False,False,a_leads_b,0.9179
CONC_FALLING,26-50,51-100,0.1552,0.0199,1040,True,0.1352,True,False,False,a_leads_b,0.0563
CONC_FALLING,26-50,101-200,0.1413,0.005,1040,True,0.0637,True,False,False,a_leads_b,0.0248
CONC_FALLING,26-50,201-300,-0.1071,0.0896,1040,False,-0.0394,False,False,False,a_leads_b,0.1689
CONC_FALLING,26-50,301-500,-0.0303,0.5672,1040,False,0.0176,False,False,False,a_leads_b,0.6314
CONC_FALLING,51-100,1-10,-0.0257,0.1443,1040,False,0.077,True,False,False,a_leads_b,0.2328
CONC_FALLING,51-100,11-25,0.1069,0.0249,1040,True,0.0942,True,False,False,a_leads_b,0.0641
CONC_FALLING,51-100,26-50,0.1676,0.0149,1040,True,0.1691,True,False,False,a_leads_b,0.0447
CONC_FALLING,51-100,101-200,0.3934,0.005,1040,True,0.1333,True,False,False,a_leads_b,0.0248
CONC_FALLING,51-100,201-300,-0.1672,0.0199,1040,True,-0.0447,False,True,False,a_leads_b,0.0563
CONC_FALLING,51-100,301-500,-0.0372,0.4577,1040,False,0.0224,False,False,False,a_leads_b,0.5261
CONC_FALLING,101-200,1-10,-0.0182,0.1642,1040,False,0.0218,True,False,False,a_leads_b,0.2525
CONC_FALLING,101-200,11-25,0.0737,0.0746,1040,False,0.0045,False,False,False,a_leads_b,0.1456
CONC_FALLING,101-200,26-50,0.1543,0.01,1040,True,0.0683,True,False,False,a_leads_b,0.0346
CONC_FALLING,101-200,51-100,0.3943,0.0149,1040,True,0.1069,True,False,False,a_leads_b,0.0447
CONC_FALLING,101-200,201-300,-0.2308,0.005,1040,True,-0.0556,False,True,False,a_leads_b,0.0248
CONC_FALLING,101-200,301-500,-0.0718,0.0597,1040,False,-0.0117,False,False,False,a_leads_b,0.1219
CONC_FALLING,201-300,1-10,0.0278,0.1692,1040,False,0.014,False,False,False,a_leads_b,0.2577
CONC_FALLING,201-300,11-25,-0.0458,0.3284,1040,False,-0.0406,False,False,False,a_leads_b,0.4049
CONC_FALLING,201-300,26-50,-0.0816,0.1343,1040,False,-0.0447,False,False,False,a_leads_b,0.2217
CONC_FALLING,201-300,51-100,-0.1895,0.005,1040,True,-0.0624,False,True,False,a_leads_b,0.0248
CONC_FALLING,201-300,101-200,-0.2158,0.005,1040,True,-0.0536,False,True,False,a_leads_b,0.0248
CONC_FALLING,201-300,301-500,0.4985,0.005,1040,True,0.2668,True,False,False,a_leads_b,0.0248
CONC_FALLING,301-500,1-10,0.0003,0.9801,1040,False,0.016,False,False,False,a_leads_b,0.9821
CONC_FALLING,301-500,11-25,-0.0248,0.607,1040,False,-0.0059,False,False,False,a_leads_b,0.6651
CONC_FALLING,301-500,26-50,-0.0087,0.8209,1040,False,0.0227,False,False,False,a_leads_b,0.8557
CONC_FALLING,301-500,51-100,-0.0711,0.209,1040,False,0.0148,False,False,False,a_leads_b,0.3024
CONC_FALLING,301-500,101-200,-0.0668,0.1443,1040,False,0.0017,False,False,False,a_leads_b,0.2328
CONC_FALLING,301-500,201-300,0.5085,0.005,1040,True,0.2666,True,False,False,a_leads_b,0.0248
BREADTH_EXPANDING,1-10,11-25,-0.0335,0.2338,687,False,0.0402,False,False,False,a_leads_b,0.3249
BREADTH_EXPANDING,1-10,26-50,0.0058,0.8109,687,False,0.033,False,False,False,a_leads_b,0.8525
BREADTH_EXPANDING,1-10,51-100,0.0004,0.9055,687,False,0.0403,True,False,False,a_leads_b,0.9243
BREADTH_EXPANDING,1-10,101-200,-0.0441,0.1542,687,False,0.0132,False,False,False,a_leads_b,0.2416
BREADTH_EXPANDING,1-10,201-300,0.0003,0.8806,687,False,0.0141,False,False,False,a_leads_b,0.9045
BREADTH_EXPANDING,1-10,301-500,0.0056,0.791,687,False,0.014,False,False,False,a_leads_b,0.8369
BREADTH_EXPANDING,11-25,1-10,0.0429,0.1841,687,False,0.0385,False,False,False,a_leads_b,0.2753
BREADTH_EXPANDING,11-25,26-50,0.0962,0.0498,687,True,0.1063,True,False,False,a_leads_b,0.1065
BREADTH_EXPANDING,11-25,51-100,0.0826,0.1343,687,False,0.0746,True,False,False,a_leads_b,0.2217
BREADTH_EXPANDING,11-25,101-200,0.06,0.2637,687,False,0.0302,False,False,False,a_leads_b,0.3441
BREADTH_EXPANDING,11-25,201-300,-0.0356,0.2786,687,False,-0.0547,False,False,False,a_leads_b,0.3579
