event_id,triangle,entry_timestamp,exit_timestamp,direction,entry_z,exit_z,exit_reason,hold_minutes,entry_est_hour,entry_utc_hour,gross_bps,cost_bps,net_bps,mfe_bps,mae_bps,z6_stop,hard_exit,rollover_zone_entry
USD_CHF_JPY-DEV-00057,USD_CHF_JPY,2023-11-07T19:00:00,2023-11-07T19:05:00,LONG,-84.5001,-15.7647,SL_HIT,5.0,14,19,-2.6538,4.8005,-7.4543,0.0,-2.6538,1,0,0
USD_CHF_JPY-DEV-00058,USD_CHF_JPY,2023-11-07T19:10:00,2023-11-07T20:30:00,LONG,-6.3879,0.3114,TP_HIT,80.0,14,19,14.1817,4.8005,9.3812,14.1817,0.0,0,0,0
USD_CHF_JPY-DEV-00059,USD_CHF_JPY,2023-11-08T19:00:00,2023-11-08T19:05:00,LONG,-41.1807,-10.3224,SL_HIT,5.0,14,19,2.0842,4.8005,-2.7164,2.0842,0.0,1,0,0
USD_CHF_JPY-DEV-00060,USD_CHF_JPY,2023-11-08T19:10:00,2023-11-08T19:15:00,LONG,-11.4392,-10.8121,SL_HIT,5.0,14,19,-2.137,4.8005,-6.9375,0.0,-2.137,1,0,0
USD_CHF_JPY-DEV-00061,USD_CHF_JPY,2023-11-08T19:20:00,2023-11-08T19:25:00,LONG,-9.0764,-8.1839,SL_HIT,5.0,14,19,-0.9443,4.8005,-5.7449,0.0,-0.9443,1,0,0
USD_CHF_JPY-DEV-00062,USD_CHF_JPY,2023-11-08T19:30:00,2023-11-08T21:00:00,LONG,-4.794,0.328,TIMEOUT,90.0,14,19,9.525,4.8005,4.7245,9.525,-0.202,0,1,0
USD_CHF_JPY-DEV-00063,USD_CHF_JPY,2023-11-09T18:55:00,2023-11-09T19:00:00,LONG,-4.6797,-82.5261,SL_HIT,5.0,13,18,-18.8733,4.8005,-23.6739,0.0,-18.8733,1,0,0
USD_CHF_JPY-DEV-00064,USD_CHF_JPY,2023-11-09T19:05:00,2023-11-09T19:10:00,LONG,-11.515,-8.1724,SL_HIT,5.0,14,19,1.3291,4.8005,-3.4714,1.3291,0.0,1,0,0
USD_CHF_JPY-DEV-00065,USD_CHF_JPY,2023-11-09T19:15:00,2023-11-09T19:20:00,LONG,-6.7966,-6.4673,SL_HIT,5.0,14,19,-0.869,4.8005,-5.6695,0.0,-0.869,1,0,0
USD_CHF_JPY-DEV-00066,USD_CHF_JPY,2023-11-09T19:25:00,2023-11-09T20:55:00,LONG,-5.0538,0.2587,TP_HIT,90.0,14,19,13.523,4.8005,8.7225,13.523,-0.1879,0,0,0
USD_CHF_JPY-DEV-00067,USD_CHF_JPY,2023-11-10T18:40:00,2023-11-13T00:00:00,LONG,-3.2445,-1.0409,TIMEOUT,3200.0,13,18,0.5154,4.8005,-4.2851,0.5154,0.0,0,1,0
USD_CHF_JPY-DEV-00068,USD_CHF_JPY,2023-11-13T19:00:00,2023-11-13T19:05:00,LONG,-68.5566,-10.3883,SL_HIT,5.0,14,19,4.2338,4.8005,-0.5667,4.2338,0.0,1,0,0
USD_CHF_JPY-DEV-00069,USD_CHF_JPY,2023-11-13T19:10:00,2023-11-13T19:15:00,LONG,-9.7374,-6.2297,SL_HIT,5.0,14,19,3.2582,4.8005,-1.5424,3.2582,0.0,1,0,0
USD_CHF_JPY-DEV-00070,USD_CHF_JPY,2023-11-13T19:20:00,2023-11-13T20:05:00,LONG,-5.6365,0.2575,TP_HIT,45.0,14,19,11.7562,4.8005,6.9557,11.7562,-3.0574,0,0,0
USD_CHF_JPY-DEV-00071,USD_CHF_JPY,2023-11-14T19:00:00,2023-11-14T19:05:00,LONG,-26.75,-11.7071,SL_HIT,5.0,14,19,0.742,4.8005,-4.0586,0.742,0.0,1,0,0
USD_CHF_JPY-DEV-00072,USD_CHF_JPY,2023-11-14T19:10:00,2023-11-14T19:15:00,LONG,-9.0171,-10.6949,SL_HIT,5.0,14,19,-4.6575,4.8005,-9.4581,0.0,-4.6575,1,0,0
USD_CHF_JPY-DEV-00073,USD_CHF_JPY,2023-11-14T19:20:00,2023-11-14T19:25:00,LONG,-10.7481,-7.8788,SL_HIT,5.0,14,19,1.5079,4.8005,-3.2926,1.5079,0.0,1,0,0
USD_CHF_JPY-DEV-00074,USD_CHF_JPY,2023-11-14T19:45:00,2023-11-14T20:35:00,LONG,-5.6349,0.2812,TP_HIT,50.0,14,19,16.4804,4.8005,11.6799,16.4804,0.0,0,0,0
USD_CHF_JPY-DEV-00075,USD_CHF_JPY,2023-11-15T18:55:00,2023-11-15T19:00:00,LONG,-4.9392,-58.0277,SL_HIT,5.0,13,18,-17.7881,4.8005,-22.5887,0.0,-17.7881,1,0,0
USD_CHF_JPY-DEV-00076,USD_CHF_JPY,2023-11-15T19:05:00,2023-11-15T19:10:00,LONG,-14.2516,-9.0211,SL_HIT,5.0,14,19,1.9537,4.8005,-2.8468,1.9537,0.0,1,0,0
USD_CHF_JPY-DEV-00077,USD_CHF_JPY,2023-11-15T19:15:00,2023-11-15T19:20:00,LONG,-6.3189,-11.8013,SL_HIT,5.0,14,19,-15.6447,4.8005,-20.4453,0.0,-15.6447,1,0,0
USD_CHF_JPY-DEV-00078,USD_CHF_JPY,2023-11-15T19:25:00,2023-11-15T21:00:00,LONG,-6.209,0.2358,TIMEOUT,95.0,14,19,21.3608,4.8005,16.5602,21.3608,0.0,0,1,0
USD_CHF_JPY-DEV-00079,USD_CHF_JPY,2023-11-16T19:00:00,2023-11-16T19:05:00,LONG,-18.3415,-17.3738,SL_HIT,5.0,14,19,-2.5783,4.8005,-7.3788,0.0,-2.5783,1,0,0
USD_CHF_JPY-DEV-00080,USD_CHF_JPY,2023-11-16T19:10:00,2023-11-16T19:15:00,LONG,-13.543,-11.7668,SL_HIT,5.0,14,19,-1.8365,4.8005,-6.6371,0.0,-1.8365,1,0,0
USD_CHF_JPY-DEV-00081,USD_CHF_JPY,2023-11-16T19:20:00,2023-11-16T19:25:00,LONG,-12.6111,-7.4672,SL_HIT,5.0,14,19,3.018,4.8005,-1.7825,3.018,0.0,1,0,0
USD_CHF_JPY-DEV-00082,USD_CHF_JPY,2023-11-16T19:30:00,2023-11-16T19:35:00,LONG,-5.9407,-6.4242,SL_HIT,5.0,14,19,-1.8842,4.8005,-6.6848,0.0,-1.8842,1,0,0
USD_CHF_JPY-DEV-00083,USD_CHF_JPY,2023-11-16T19:40:00,2023-11-16T21:00:00,LONG,-4.9246,-0.0632,TIMEOUT,80.0,14,19,10.054,4.8005,5.2535,10.6878,-1.0718,0,1,0
USD_CHF_JPY-DEV-00084,USD_CHF_JPY,2023-11-17T18:50:00,2023-11-20T00:00:00,LONG,-6.691,0.0409,TIMEOUT,3190.0,13,18,1.6448,4.8005,-3.1557,1.6448,0.0,0,1,0
USD_CHF_JPY-DEV-00085,USD_CHF_JPY,2023-11-20T19:00:00,2023-11-20T19:05:00,LONG,-30.1617,-11.0615,SL_HIT,5.0,14,19,0.8772,4.8005,-3.9234,0.8772,0.0,1,0,0
USD_CHF_JPY-DEV-00086,USD_CHF_JPY,2023-11-20T19:10:00,2023-11-20T19:15:00,LONG,-15.1744,-9.3859,SL_HIT,5.0,14,19,0.8794,4.8005,-3.9211,0.8794,0.0,1,0,0
USD_CHF_JPY-DEV-00087,USD_CHF_JPY,2023-11-20T19:20:00,2023-11-20T19:25:00,LONG,-10.0626,-6.9651,SL_HIT,5.0,14,19,1.6808,4.8005,-3.1198,1.6808,0.0,1,0,0
USD_CHF_JPY-DEV-00088,USD_CHF_JPY,2023-11-20T19:30:00,2023-11-20T20:10:00,LONG,-5.1066,0.2586,TP_HIT,40.0,14,19,8.2674,4.8005,3.4668,8.2674,-3.0409,0,0,0
USD_CHF_JPY-DEV-00089,USD_CHF_JPY,2023-11-21T18:55:00,2023-11-21T19:00:00,LONG,-3.9893,-25.8364,SL_HIT,5.0,13,18,-5.7444,4.8005,-10.545,0.0,-5.7444,1,0,0
USD_CHF_JPY-DEV-00090,USD_CHF_JPY,2023-11-21T19:05:00,2023-11-21T19:10:00,LONG,-15.1915,-8.6549,SL_HIT,5.0,14,19,1.3188,4.8005,-3.4817,1.3188,0.0,1,0,0
USD_CHF_JPY-DEV-00091,USD_CHF_JPY,2023-11-21T19:15:00,2023-11-21T19:20:00,LONG,-8.743,-10.8258,SL_HIT,5.0,14,19,-3.7425,4.8005,-8.543,0.0,-3.7425,1,0,0
USD_CHF_JPY-DEV-00092,USD_CHF_JPY,2023-11-21T19:25:00,2023-11-21T20:05:00,LONG,-8.1613,1.8038,TP_HIT,40.0,14,19,14.3314,4.8005,9.5308,14.3314,0.0,0,0,0
USD_CHF_JPY-DEV-00093,USD_CHF_JPY,2023-11-22T19:00:00,2023-11-22T19:05:00,LONG,-27.8406,-45.2198,SL_HIT,5.0,14,19,-25.787,4.8005,-30.5875,0.0,-25.787,1,0,0
USD_CHF_JPY-DEV-00094,USD_CHF_JPY,2023-11-22T19:10:00,2023-11-22T19:20:00,LONG,-5.1335,-10.7286,SL_HIT,10.0,14,19,-17.7939,4.8005,-22.5944,2.63,-17.7939,1,0,0
USD_CHF_JPY-DEV-00095,USD_CHF_JPY,2023-11-22T19:25:00,2023-11-22T19:30:00,LONG,-7.5952,-7.1707,SL_HIT,5.0,14,19,-2.1089,4.8005,-6.9094,0.0,-2.1089,1,0,0
USD_CHF_JPY-DEV-00096,USD_CHF_JPY,2023-11-22T19:35:00,2023-11-22T21:00:00,LONG,-5.6592,-0.2611,TIMEOUT,85.0,14,19,23.8871,4.8005,19.0866,23.9249,-1.199,0,1,0
USD_CHF_JPY-DEV-00097,USD_CHF_JPY,2023-11-23T18:15:00,2023-11-23T18:30:00,LONG,-3.9843,0.8994,TP_HIT,15.0,13,18,1.7876,4.8005,-3.013,1.7876,0.0,0,0,0
USD_CHF_JPY-DEV-00098,USD_CHF_JPY,2023-11-23T18:50:00,2023-11-23T18:55:00,LONG,-3.8362,-8.617,SL_HIT,5.0,13,18,-1.9791,4.8005,-6.7797,0.0,-1.9791,1,0,0
USD_CHF_JPY-DEV-00099,USD_CHF_JPY,2023-11-23T19:00:00,2023-11-23T19:05:00,LONG,-9.3196,-8.677,SL_HIT,5.0,14,19,-0.5171,4.8005,-5.3177,0.0,-0.5171,1,0,0
USD_CHF_JPY-DEV-00100,USD_CHF_JPY,2023-11-23T19:10:00,2023-11-23T19:15:00,LONG,-6.0839,-6.7847,SL_HIT,5.0,14,19,-0.8716,4.8005,-5.6722,0.0,-0.8716,1,0,0
USD_CHF_JPY-DEV-00101,USD_CHF_JPY,2023-11-23T19:20:00,2023-11-23T19:25:00,LONG,-17.5954,-13.7446,SL_HIT,5.0,14,19,-3.4814,4.8005,-8.2819,0.0,-3.4814,1,0,0
USD_CHF_JPY-DEV-00102,USD_CHF_JPY,2023-11-23T19:30:00,2023-11-23T19:45:00,LONG,-4.2566,-6.5411,SL_HIT,15.0,14,19,-5.6851,4.8005,-10.4857,1.2321,-5.6851,1,0,0
USD_CHF_JPY-DEV-00103,USD_CHF_JPY,2023-11-23T19:50:00,2023-11-23T20:25:00,LONG,-5.3271,0.2548,TP_HIT,35.0,14,19,12.2095,4.8005,7.4089,12.2095,0.0,0,0,0
USD_CHF_JPY-DEV-00104,USD_CHF_JPY,2023-11-24T18:00:00,2023-11-27T00:00:00,LONG,-3.5383,0.3664,TIMEOUT,3240.0,13,18,13.9894,4.8005,9.1889,13.9894,-10.0341,0,1,0
USD_CHF_JPY-DEV-00105,USD_CHF_JPY,2023-11-27T19:00:00,2023-11-27T19:05:00,LONG,-6.4034,-11.8036,SL_HIT,5.0,14,19,-1.4534,4.8005,-6.254,0.0,-1.4534,1,0,0
USD_CHF_JPY-DEV-00106,USD_CHF_JPY,2023-11-27T19:10:00,2023-11-27T19:20:00,LONG,-10.5197,-32.143,SL_HIT,10.0,14,19,-10.2051,4.8005,-15.0056,1.1886,-10.2051,1,0,0
USD_CHF_JPY-DEV-00107,USD_CHF_JPY,2023-11-27T19:25:00,2023-11-27T21:00:00,LONG,-7.5497,0.1412,TIMEOUT,95.0,14,19,7.8662,4.8005,3.0657,7.8662,0.0,0,1,0
USD_CHF_JPY-DEV-00108,USD_CHF_JPY,2023-11-28T18:50:00,2023-11-28T19:00:00,LONG,-3.4213,-39.5492,SL_HIT,10.0,13,18,-8.5257,4.8005,-13.3262,0.0,-8.5257,1,0,0
USD_CHF_JPY-DEV-00109,USD_CHF_JPY,2023-11-28T19:05:00,2023-11-28T19:10:00,LONG,-14.2616,-8.3872,SL_HIT,5.0,14,19,1.5923,4.8005,-3.2082,1.5923,0.0,1,0,0
USD_CHF_JPY-DEV-00110,USD_CHF_JPY,2023-11-28T19:15:00,2023-11-28T19:20:00,LONG,-10.2816,-6.7175,SL_HIT,5.0,14,19,2.21,4.8005,-2.5905,2.21,0.0,1,0,0
USD_CHF_JPY-DEV-00111,USD_CHF_JPY,2023-11-28T19:25:00,2023-11-28T20:55:00,LONG,-9.4222,0.2832,TP_HIT,90.0,14,19,15.059,4.8005,10.2585,15.059,0.0,0,0,0
USD_CHF_JPY-DEV-00112,USD_CHF_JPY,2023-11-29T19:00:00,2023-11-29T19:05:00,LONG,-18.7863,-11.151,SL_HIT,5.0,14,19,0.0528,4.8005,-4.7478,0.0528,0.0,1,0,0
USD_CHF_JPY-DEV-00113,USD_CHF_JPY,2023-11-29T19:10:00,2023-11-29T19:15:00,LONG,-8.971,-17.2798,SL_HIT,5.0,14,19,-6.9326,4.8005,-11.7331,0.0,-6.9326,1,0,0
USD_CHF_JPY-DEV-00114,USD_CHF_JPY,2023-11-29T19:20:00,2023-11-29T19:25:00,LONG,-6.7013,-7.7189,SL_HIT,5.0,14,19,-2.0993,4.8005,-6.8998,0.0,-2.0993,1,0,0
USD_CHF_JPY-DEV-00115,USD_CHF_JPY,2023-11-29T19:30:00,2023-11-29T21:00:00,LONG,-3.0771,0.0322,TIMEOUT,90.0,14,19,4.2737,4.8005,-0.5268,4.5535,-1.0709,0,1,0
USD_CHF_JPY-DEV-00116,USD_CHF_JPY,2023-11-30T18:55:00,2023-11-30T19:00:00,LONG,-3.1857,-72.2615,SL_HIT,5.0,13,18,-27.8748,4.8005,-32.6754,0.0,-27.8748,1,0,0
