event_id,triangle,entry_timestamp,exit_timestamp,direction,entry_z,exit_z,exit_reason,hold_minutes,entry_est_hour,entry_utc_hour,gross_bps,cost_bps,net_bps,mfe_bps,mae_bps,z6_stop,hard_exit,rollover_zone_entry
CAD_CHF_JPY-DEV-00151,CAD_CHF_JPY,2023-01-16T19:00:00,2023-01-16T19:05:00,LONG,-16.0305,-9.3173,SL_HIT,5.0,14,19,2.8518,5.4866,-2.6347,2.8518,0.0,1,0,0
CAD_CHF_JPY-DEV-00152,CAD_CHF_JPY,2023-01-16T19:10:00,2023-01-16T19:15:00,LONG,-10.8388,-8.0249,SL_HIT,5.0,14,19,1.865,5.4866,-3.6215,1.865,0.0,1,0,0
CAD_CHF_JPY-DEV-00153,CAD_CHF_JPY,2023-01-16T19:20:00,2023-01-16T20:10:00,LONG,-4.9287,0.2528,TP_HIT,50.0,14,19,20.0788,5.4866,14.5923,20.0788,-3.7514,0,0,0
CAD_CHF_JPY-DEV-00154,CAD_CHF_JPY,2023-01-17T19:00:00,2023-01-17T19:05:00,LONG,-59.218,-13.9086,SL_HIT,5.0,14,19,-0.2757,5.4866,-5.7623,0.0,-0.2757,1,0,0
CAD_CHF_JPY-DEV-00155,CAD_CHF_JPY,2023-01-17T19:10:00,2023-01-17T19:15:00,LONG,-10.0118,-7.5027,SL_HIT,5.0,14,19,1.6046,5.4866,-3.882,1.6046,0.0,1,0,0
CAD_CHF_JPY-DEV-00156,CAD_CHF_JPY,2023-01-17T19:20:00,2023-01-17T20:55:00,LONG,-6.2192,0.418,TP_HIT,95.0,14,19,18.8199,5.4866,13.3334,18.8199,0.0,0,0,0
CAD_CHF_JPY-DEV-00157,CAD_CHF_JPY,2023-01-18T18:55:00,2023-01-18T19:00:00,LONG,-26.256,-24.6928,SL_HIT,5.0,13,18,-8.8985,5.4866,-14.3851,0.0,-8.8985,1,0,0
CAD_CHF_JPY-DEV-00158,CAD_CHF_JPY,2023-01-18T19:05:00,2023-01-18T19:10:00,LONG,-11.7325,-9.0999,SL_HIT,5.0,14,19,-0.2008,5.4866,-5.6873,0.0,-0.2008,1,0,0
CAD_CHF_JPY-DEV-00159,CAD_CHF_JPY,2023-01-18T19:15:00,2023-01-18T19:20:00,LONG,-7.4312,-7.9892,SL_HIT,5.0,14,19,-3.6498,5.4866,-9.1364,0.0,-3.6498,1,0,0
CAD_CHF_JPY-DEV-00160,CAD_CHF_JPY,2023-01-18T19:25:00,2023-01-18T19:30:00,LONG,-6.8129,-6.0993,SL_HIT,5.0,14,19,0.0337,5.4866,-5.4528,0.0337,0.0,1,0,0
CAD_CHF_JPY-DEV-00161,CAD_CHF_JPY,2023-01-18T19:35:00,2023-01-18T20:15:00,LONG,-3.9333,0.3869,TP_HIT,40.0,14,19,15.0274,5.4866,9.5409,15.0274,0.0,0,0,0
CAD_CHF_JPY-DEV-00162,CAD_CHF_JPY,2023-01-19T18:55:00,2023-01-19T19:00:00,LONG,-40.7323,-12.831,SL_HIT,5.0,13,18,0.4526,5.4866,-5.0339,0.4526,0.0,1,0,0
CAD_CHF_JPY-DEV-00163,CAD_CHF_JPY,2023-01-19T19:05:00,2023-01-19T19:10:00,LONG,-6.5735,-9.0786,SL_HIT,5.0,14,19,-4.1619,5.4866,-9.6484,0.0,-4.1619,1,0,0
CAD_CHF_JPY-DEV-00164,CAD_CHF_JPY,2023-01-19T19:15:00,2023-01-19T20:50:00,LONG,-6.2746,0.2944,TP_HIT,95.0,14,19,10.1364,5.4866,4.6498,10.1364,0.0,0,0,0
CAD_CHF_JPY-DEV-00165,CAD_CHF_JPY,2023-01-23T18:55:00,2023-01-23T19:00:00,LONG,-4.1621,-55.0586,SL_HIT,5.0,13,18,-14.6301,5.4866,-20.1166,0.0,-14.6301,1,0,0
CAD_CHF_JPY-DEV-00166,CAD_CHF_JPY,2023-01-23T19:10:00,2023-01-23T19:25:00,LONG,-11.0355,-7.2137,SL_HIT,15.0,14,19,0.7367,5.4866,-4.7499,5.6902,0.0,1,0,0
CAD_CHF_JPY-DEV-00167,CAD_CHF_JPY,2023-01-23T19:30:00,2023-01-23T19:45:00,LONG,-3.4363,0.3897,TP_HIT,15.0,14,19,6.9952,5.4866,1.5086,6.9952,0.0,0,0,0
CAD_CHF_JPY-DEV-00168,CAD_CHF_JPY,2023-01-23T19:55:00,2023-01-23T20:40:00,LONG,-3.6788,0.4648,TP_HIT,45.0,14,19,7.9841,5.4866,2.4975,7.9841,0.0,0,0,0
CAD_CHF_JPY-DEV-00169,CAD_CHF_JPY,2023-01-24T18:55:00,2023-01-24T19:00:00,LONG,-32.0818,-32.9709,SL_HIT,5.0,13,18,-13.6907,5.4866,-19.1773,0.0,-13.6907,1,0,0
CAD_CHF_JPY-DEV-00170,CAD_CHF_JPY,2023-01-24T19:05:00,2023-01-24T19:10:00,LONG,-13.7939,-8.3763,SL_HIT,5.0,14,19,3.5193,5.4866,-1.9672,3.5193,0.0,1,0,0
CAD_CHF_JPY-DEV-00171,CAD_CHF_JPY,2023-01-24T19:20:00,2023-01-24T19:25:00,LONG,-7.6261,-7.0559,SL_HIT,5.0,14,19,-1.1866,5.4866,-6.6732,0.0,-1.1866,1,0,0
CAD_CHF_JPY-DEV-00172,CAD_CHF_JPY,2023-01-24T19:30:00,2023-01-24T21:00:00,LONG,-5.1676,0.1769,TIMEOUT,90.0,14,19,18.6446,5.4866,13.158,18.9205,0.0,0,1,0
CAD_CHF_JPY-DEV-00173,CAD_CHF_JPY,2023-01-25T18:55:00,2023-01-25T19:00:00,LONG,-3.3493,-49.0889,SL_HIT,5.0,13,18,-14.7109,5.4866,-20.1975,0.0,-14.7109,1,0,0
CAD_CHF_JPY-DEV-00174,CAD_CHF_JPY,2023-01-25T19:05:00,2023-01-25T19:10:00,LONG,-15.9277,-6.5262,SL_HIT,5.0,14,19,6.9744,5.4866,1.4878,6.9744,0.0,1,0,0
CAD_CHF_JPY-DEV-00175,CAD_CHF_JPY,2023-01-25T19:15:00,2023-01-25T20:20:00,LONG,-3.2145,0.2682,TP_HIT,65.0,14,19,6.449,5.4866,0.9624,6.449,-4.9275,0,0,0
CAD_CHF_JPY-DEV-00176,CAD_CHF_JPY,2023-01-26T18:55:00,2023-01-26T19:00:00,LONG,-36.7802,-30.7844,SL_HIT,5.0,13,18,-16.191,5.4866,-21.6776,0.0,-16.191,1,0,0
CAD_CHF_JPY-DEV-00177,CAD_CHF_JPY,2023-01-26T19:05:00,2023-01-26T19:10:00,LONG,-13.3034,-9.8027,SL_HIT,5.0,14,19,-0.4521,5.4866,-5.9387,0.0,-0.4521,1,0,0
CAD_CHF_JPY-DEV-00178,CAD_CHF_JPY,2023-01-26T19:15:00,2023-01-26T19:20:00,LONG,-3.5749,-9.0854,SL_HIT,5.0,14,19,-21.3001,5.4866,-26.7866,0.0,-21.3001,1,0,0
CAD_CHF_JPY-DEV-00179,CAD_CHF_JPY,2023-01-26T19:25:00,2023-01-26T21:00:00,LONG,-4.6144,0.1455,TIMEOUT,95.0,14,19,20.9399,5.4866,15.4533,21.321,0.0,0,1,0
CAD_CHF_JPY-DEV-00180,CAD_CHF_JPY,2023-01-30T18:55:00,2023-01-30T19:00:00,LONG,-57.0352,-10.4199,SL_HIT,5.0,13,18,4.009,5.4866,-1.4775,4.009,0.0,1,0,0
CAD_CHF_JPY-DEV-00181,CAD_CHF_JPY,2023-01-30T19:05:00,2023-01-30T19:10:00,LONG,-9.5723,-6.8065,SL_HIT,5.0,14,19,2.0001,5.4866,-3.4865,2.0001,0.0,1,0,0
CAD_CHF_JPY-DEV-00182,CAD_CHF_JPY,2023-01-30T19:15:00,2023-01-30T21:00:00,LONG,-7.0604,0.0387,TIMEOUT,105.0,14,19,14.1736,5.4866,8.6871,14.5178,0.0,0,1,0
CAD_CHF_JPY-DEV-00183,CAD_CHF_JPY,2023-01-31T18:50:00,2023-01-31T18:55:00,LONG,-4.2421,-65.3963,SL_HIT,5.0,13,18,-17.9682,5.4866,-23.4548,0.0,-17.9682,1,0,0
CAD_CHF_JPY-DEV-00184,CAD_CHF_JPY,2023-01-31T19:00:00,2023-01-31T20:30:00,LONG,-7.0911,0.4307,TP_HIT,90.0,14,19,10.3102,5.4866,4.8237,10.3102,0.0,0,0,0
CAD_CHF_JPY-DEV-00185,CAD_CHF_JPY,2023-02-01T18:55:00,2023-02-01T19:00:00,LONG,-8.5675,-8.5615,SL_HIT,5.0,13,18,-3.241,5.4866,-8.7276,0.0,-3.241,1,0,0
CAD_CHF_JPY-DEV-00186,CAD_CHF_JPY,2023-02-01T19:05:00,2023-02-01T19:10:00,LONG,-7.2666,-6.2407,SL_HIT,5.0,14,19,0.6511,5.4866,-4.8355,0.6511,0.0,1,0,0
CAD_CHF_JPY-DEV-00187,CAD_CHF_JPY,2023-02-01T19:15:00,2023-02-01T20:20:00,LONG,-5.9942,0.2998,TP_HIT,65.0,14,19,22.7545,5.4866,17.2679,22.7545,0.0,0,0,0
CAD_CHF_JPY-DEV-00188,CAD_CHF_JPY,2023-02-02T19:00:00,2023-02-02T19:05:00,LONG,-40.8894,-11.6037,SL_HIT,5.0,14,19,2.4976,5.4866,-2.989,2.4976,0.0,1,0,0
CAD_CHF_JPY-DEV-00189,CAD_CHF_JPY,2023-02-02T19:10:00,2023-02-02T20:25:00,LONG,-4.9847,0.4428,TP_HIT,75.0,14,19,10.088,5.4866,4.6015,10.088,-1.3542,0,0,0
CAD_CHF_JPY-DEV-00190,CAD_CHF_JPY,2023-02-06T18:10:00,2023-02-06T18:45:00,SHORT,3.6396,-1.4407,TP_HIT,35.0,13,18,1.5529,5.4866,-3.9336,1.5529,0.0,0,0,0
CAD_CHF_JPY-DEV-00191,CAD_CHF_JPY,2023-02-06T19:00:00,2023-02-06T19:05:00,LONG,-21.9726,-12.0848,SL_HIT,5.0,14,19,-0.1093,5.4866,-5.5959,0.0,-0.1093,1,0,0
CAD_CHF_JPY-DEV-00192,CAD_CHF_JPY,2023-02-06T19:10:00,2023-02-06T19:15:00,LONG,-8.3821,-7.8862,SL_HIT,5.0,14,19,-0.6356,5.4866,-6.1222,0.0,-0.6356,1,0,0
CAD_CHF_JPY-DEV-00193,CAD_CHF_JPY,2023-02-06T19:20:00,2023-02-06T20:40:00,LONG,-7.343,0.4411,TP_HIT,80.0,14,19,8.0081,5.4866,2.5215,8.0081,0.0,0,0,0
CAD_CHF_JPY-DEV-00194,CAD_CHF_JPY,2023-02-07T18:55:00,2023-02-07T19:00:00,SHORT,4.7289,-55.3038,TP_HIT,5.0,13,18,18.7493,5.4866,13.2628,18.7493,0.0,0,0,0
CAD_CHF_JPY-DEV-00195,CAD_CHF_JPY,2023-02-07T19:05:00,2023-02-07T19:10:00,LONG,-13.8775,-6.013,SL_HIT,5.0,14,19,6.8133,5.4866,1.3268,6.8133,0.0,1,0,0
CAD_CHF_JPY-DEV-00196,CAD_CHF_JPY,2023-02-07T19:15:00,2023-02-07T19:20:00,LONG,-5.162,-6.9056,SL_HIT,5.0,14,19,-4.2493,5.4866,-9.7359,0.0,-4.2493,1,0,0
CAD_CHF_JPY-DEV-00197,CAD_CHF_JPY,2023-02-07T19:25:00,2023-02-07T20:45:00,LONG,-4.3041,0.3156,TP_HIT,80.0,14,19,10.4012,5.4866,4.9147,10.4012,0.0,0,0,0
CAD_CHF_JPY-DEV-00198,CAD_CHF_JPY,2023-02-08T19:00:00,2023-02-08T19:05:00,LONG,-43.2044,-13.1931,SL_HIT,5.0,14,19,0.2028,5.4866,-5.2838,0.2028,0.0,1,0,0
CAD_CHF_JPY-DEV-00199,CAD_CHF_JPY,2023-02-08T19:10:00,2023-02-08T19:25:00,LONG,-7.7822,-11.089,SL_HIT,15.0,14,19,-8.8706,5.4866,-14.3572,1.6077,-8.8706,1,0,0
CAD_CHF_JPY-DEV-00200,CAD_CHF_JPY,2023-02-08T19:30:00,2023-02-08T20:35:00,LONG,-4.4107,0.3593,TP_HIT,65.0,14,19,10.0786,5.4866,4.5921,10.0786,-2.9627,0,0,0
CAD_CHF_JPY-DEV-00201,CAD_CHF_JPY,2023-02-09T18:55:00,2023-02-09T19:00:00,LONG,-3.803,-33.0327,SL_HIT,5.0,13,18,-9.4526,5.4866,-14.9392,0.0,-9.4526,1,0,0
CAD_CHF_JPY-DEV-00202,CAD_CHF_JPY,2023-02-09T19:05:00,2023-02-09T19:10:00,LONG,-4.8219,-10.2909,SL_HIT,5.0,14,19,-4.9466,5.4866,-10.4331,0.0,-4.9466,1,0,0
CAD_CHF_JPY-DEV-00203,CAD_CHF_JPY,2023-02-09T19:15:00,2023-02-09T19:25:00,LONG,-13.4516,-7.1053,SL_HIT,10.0,14,19,2.8968,5.4866,-2.5898,5.5168,0.0,1,0,0
CAD_CHF_JPY-DEV-00204,CAD_CHF_JPY,2023-02-09T19:30:00,2023-02-09T20:10:00,LONG,-3.5164,0.5017,TP_HIT,40.0,14,19,7.1,5.4866,1.6135,7.1,0.0,0,0,0
CAD_CHF_JPY-DEV-00205,CAD_CHF_JPY,2023-02-13T19:00:00,2023-02-13T19:05:00,LONG,-78.1816,-14.1445,SL_HIT,5.0,14,19,-0.3607,5.4866,-5.8473,0.0,-0.3607,1,0,0
CAD_CHF_JPY-DEV-00206,CAD_CHF_JPY,2023-02-13T19:10:00,2023-02-13T21:00:00,LONG,-7.9933,0.1745,TIMEOUT,110.0,14,19,15.4963,5.4866,10.0098,15.5054,0.0,0,1,0
CAD_CHF_JPY-DEV-00207,CAD_CHF_JPY,2023-02-14T19:00:00,2023-02-14T19:05:00,LONG,-10.5025,-8.7078,SL_HIT,5.0,14,19,-0.5442,5.4866,-6.0307,0.0,-0.5442,1,0,0
CAD_CHF_JPY-DEV-00208,CAD_CHF_JPY,2023-02-14T19:10:00,2023-02-14T20:35:00,LONG,-6.8287,0.278,TP_HIT,85.0,14,19,14.4295,5.4866,8.9429,14.4295,0.0,0,0,0
CAD_CHF_JPY-DEV-00209,CAD_CHF_JPY,2023-02-15T18:55:00,2023-02-15T19:00:00,LONG,-8.7677,-51.5993,SL_HIT,5.0,13,18,-13.2438,5.4866,-18.7304,0.0,-13.2438,1,0,0
CAD_CHF_JPY-DEV-00210,CAD_CHF_JPY,2023-02-15T19:05:00,2023-02-15T20:05:00,LONG,-5.3073,0.5186,TP_HIT,60.0,14,19,6.5976,5.4866,1.111,6.5976,-1.9567,0,0,0
CAD_CHF_JPY-DEV-00211,CAD_CHF_JPY,2023-02-16T18:55:00,2023-02-16T19:00:00,LONG,-3.3276,-15.6651,SL_HIT,5.0,13,18,-9.3706,5.4866,-14.8572,0.0,-9.3706,1,0,0
CAD_CHF_JPY-DEV-00212,CAD_CHF_JPY,2023-02-16T19:05:00,2023-02-16T19:15:00,LONG,-5.3335,-7.1781,SL_HIT,10.0,14,19,-3.2655,5.4866,-8.7521,0.0,-3.2655,1,0,0
CAD_CHF_JPY-DEV-00213,CAD_CHF_JPY,2023-02-16T19:20:00,2023-02-16T21:00:00,LONG,-7.9472,0.1354,TIMEOUT,100.0,14,19,11.3251,5.4866,5.8386,11.4049,-0.5066,0,1,0
CAD_CHF_JPY-DEV-00214,CAD_CHF_JPY,2023-02-17T18:50:00,2023-02-20T00:00:00,LONG,-3.1014,0.0571,TIMEOUT,3190.0,13,18,0.7827,5.4866,-4.7039,0.7827,0.0,0,1,0
CAD_CHF_JPY-DEV-00215,CAD_CHF_JPY,2023-02-20T18:55:00,2023-02-20T19:00:00,LONG,-13.8862,-45.8537,SL_HIT,5.0,13,18,-14.4232,5.4866,-19.9098,0.0,-14.4232,1,0,0
CAD_CHF_JPY-DEV-00216,CAD_CHF_JPY,2023-02-20T19:05:00,2023-02-20T19:10:00,LONG,-13.0877,-9.6163,SL_HIT,5.0,14,19,-0.0882,5.4866,-5.5748,0.0,-0.0882,1,0,0
CAD_CHF_JPY-DEV-00217,CAD_CHF_JPY,2023-02-20T19:15:00,2023-02-20T19:20:00,LONG,-8.8385,-8.1906,SL_HIT,5.0,14,19,-1.9133,5.4866,-7.3998,0.0,-1.9133,1,0,0
CAD_CHF_JPY-DEV-00218,CAD_CHF_JPY,2023-02-20T19:25:00,2023-02-20T20:10:00,LONG,-5.6682,0.4534,TP_HIT,45.0,14,19,18.4606,5.4866,12.974,18.4606,0.0,0,0,0
CAD_CHF_JPY-DEV-00219,CAD_CHF_JPY,2023-02-21T18:55:00,2023-02-21T19:00:00,LONG,-7.7456,-70.2968,SL_HIT,5.0,13,18,-18.8349,5.4866,-24.3215,0.0,-18.8349,1,0,0
CAD_CHF_JPY-DEV-00220,CAD_CHF_JPY,2023-02-21T19:05:00,2023-02-21T19:30:00,LONG,-13.5418,-6.0443,SL_HIT,25.0,14,19,5.155,5.4866,-0.3315,12.9097,0.0,1,0,0
CAD_CHF_JPY-DEV-00221,CAD_CHF_JPY,2023-02-21T19:35:00,2023-02-21T19:40:00,LONG,-4.8194,-7.4902,SL_HIT,5.0,14,19,-8.3313,5.4866,-13.8179,0.0,-8.3313,1,0,0
CAD_CHF_JPY-DEV-00222,CAD_CHF_JPY,2023-02-21T19:45:00,2023-02-21T19:50:00,LONG,-4.8263,-6.0636,SL_HIT,5.0,14,19,-5.1199,5.4866,-10.6065,0.0,-5.1199,1,0,0
CAD_CHF_JPY-DEV-00223,CAD_CHF_JPY,2023-02-21T19:55:00,2023-02-21T20:05:00,LONG,-5.0313,0.5732,TP_HIT,10.0,14,19,20.5958,5.4866,15.1093,20.5958,0.0,0,0,0
CAD_CHF_JPY-DEV-00224,CAD_CHF_JPY,2023-02-22T18:55:00,2023-02-22T19:00:00,LONG,-5.9379,-38.2219,SL_HIT,5.0,13,18,-17.8922,5.4866,-23.3787,0.0,-17.8922,1,0,0
CAD_CHF_JPY-DEV-00225,CAD_CHF_JPY,2023-02-22T19:05:00,2023-02-22T19:10:00,LONG,-12.9541,-8.8005,SL_HIT,5.0,14,19,1.5203,5.4866,-3.9663,1.5203,0.0,1,0,0
CAD_CHF_JPY-DEV-00226,CAD_CHF_JPY,2023-02-22T19:15:00,2023-02-22T19:20:00,LONG,-8.8701,-6.8883,SL_HIT,5.0,14,19,1.7525,5.4866,-3.7341,1.7525,0.0,1,0,0
CAD_CHF_JPY-DEV-00227,CAD_CHF_JPY,2023-02-22T19:25:00,2023-02-22T21:00:00,LONG,-6.2004,-0.6276,TIMEOUT,95.0,14,19,17.1758,5.4866,11.6892,17.8146,0.0,0,1,0
CAD_CHF_JPY-DEV-00228,CAD_CHF_JPY,2023-02-23T19:00:00,2023-02-23T19:05:00,LONG,-35.1473,-15.0257,SL_HIT,5.0,14,19,-1.6858,5.4866,-7.1724,0.0,-1.6858,1,0,0
CAD_CHF_JPY-DEV-00229,CAD_CHF_JPY,2023-02-23T19:10:00,2023-02-23T19:15:00,LONG,-10.354,-8.1064,SL_HIT,5.0,14,19,0.3355,5.4866,-5.1511,0.3355,0.0,1,0,0
CAD_CHF_JPY-DEV-00230,CAD_CHF_JPY,2023-02-23T19:20:00,2023-02-23T21:00:00,LONG,-6.8378,0.113,TIMEOUT,100.0,14,19,12.26,5.4866,6.7735,12.5345,0.0,0,1,0
CAD_CHF_JPY-DEV-00231,CAD_CHF_JPY,2023-02-27T18:55:00,2023-02-27T19:00:00,LONG,-5.9074,-68.4698,SL_HIT,5.0,13,18,-17.7219,5.4866,-23.2084,0.0,-17.7219,1,0,0
CAD_CHF_JPY-DEV-00232,CAD_CHF_JPY,2023-02-27T19:05:00,2023-02-27T19:10:00,LONG,-11.6544,-9.3446,SL_HIT,5.0,14,19,-0.692,5.4866,-6.1785,0.0,-0.692,1,0,0
CAD_CHF_JPY-DEV-00233,CAD_CHF_JPY,2023-02-27T19:15:00,2023-02-27T19:20:00,LONG,-9.829,-8.1913,SL_HIT,5.0,14,19,-0.4033,5.4866,-5.8899,0.0,-0.4033,1,0,0
CAD_CHF_JPY-DEV-00234,CAD_CHF_JPY,2023-02-27T19:25:00,2023-02-27T20:55:00,LONG,-6.9152,0.281,TP_HIT,90.0,14,19,21.56,5.4866,16.0735,21.56,0.0,0,0,0
CAD_CHF_JPY-DEV-00235,CAD_CHF_JPY,2023-02-28T19:00:00,2023-02-28T19:05:00,LONG,-11.3573,-10.4202,SL_HIT,5.0,14,19,-0.5238,5.4866,-6.0104,0.0,-0.5238,1,0,0
CAD_CHF_JPY-DEV-00236,CAD_CHF_JPY,2023-02-28T19:10:00,2023-02-28T19:15:00,LONG,-19.2259,-9.2025,SL_HIT,5.0,14,19,1.4832,5.4866,-4.0034,1.4832,0.0,1,0,0
CAD_CHF_JPY-DEV-00237,CAD_CHF_JPY,2023-02-28T19:20:00,2023-02-28T19:30:00,LONG,-4.0387,-6.4547,SL_HIT,10.0,14,19,-2.4286,5.4866,-7.9152,0.024,-2.4286,1,0,0
CAD_CHF_JPY-DEV-00238,CAD_CHF_JPY,2023-02-28T19:35:00,2023-02-28T21:00:00,LONG,-4.5407,0.0315,TIMEOUT,85.0,14,19,4.3024,5.4866,-1.1842,4.4767,-0.4955,0,1,0
CAD_CHF_JPY-DEV-00239,CAD_CHF_JPY,2023-03-01T18:55:00,2023-03-01T19:00:00,LONG,-9.2487,-34.6265,SL_HIT,5.0,13,18,-11.3971,5.4866,-16.8836,0.0,-11.3971,1,0,0
CAD_CHF_JPY-DEV-00240,CAD_CHF_JPY,2023-03-01T19:05:00,2023-03-01T20:40:00,LONG,-8.1519,0.2622,TP_HIT,95.0,14,19,9.249,5.4866,3.7625,9.249,0.0,0,0,0
CAD_CHF_JPY-DEV-00241,CAD_CHF_JPY,2023-03-02T18:55:00,2023-03-02T19:00:00,LONG,-3.3856,-66.5137,SL_HIT,5.0,13,18,-17.4298,5.4866,-22.9164,0.0,-17.4298,1,0,0
CAD_CHF_JPY-DEV-00242,CAD_CHF_JPY,2023-03-02T19:05:00,2023-03-02T19:15:00,LONG,-12.0306,-8.7942,SL_HIT,10.0,14,19,0.5779,5.4866,-4.9087,0.5779,0.0,1,0,0
CAD_CHF_JPY-DEV-00243,CAD_CHF_JPY,2023-03-02T19:25:00,2023-03-02T20:10:00,LONG,-7.9155,0.2904,TP_HIT,45.0,14,19,16.6149,5.4866,11.1283,16.6149,0.0,0,0,0
CAD_CHF_JPY-DEV-00244,CAD_CHF_JPY,2023-03-06T18:55:00,2023-03-06T19:00:00,LONG,-3.6729,-88.2058,SL_HIT,5.0,13,18,-25.7395,5.4866,-31.2261,0.0,-25.7395,1,0,0
CAD_CHF_JPY-DEV-00245,CAD_CHF_JPY,2023-03-06T19:45:00,2023-03-06T21:00:00,LONG,-3.0523,0.0741,TIMEOUT,75.0,14,19,6.4895,5.4866,1.003,6.6079,0.0,0,1,0
CAD_CHF_JPY-DEV-00246,CAD_CHF_JPY,2023-03-07T18:55:00,2023-03-07T19:00:00,LONG,-4.372,-64.3004,SL_HIT,5.0,13,18,-13.6305,5.4866,-19.1171,0.0,-13.6305,1,0,0
CAD_CHF_JPY-DEV-00247,CAD_CHF_JPY,2023-03-07T19:05:00,2023-03-07T21:00:00,LONG,-18.9854,0.0213,TIMEOUT,115.0,14,19,19.6339,5.4866,14.1474,20.0595,0.0,0,1,0
CAD_CHF_JPY-DEV-00248,CAD_CHF_JPY,2023-03-08T19:00:00,2023-03-08T19:05:00,LONG,-8.4254,-12.8339,SL_HIT,5.0,14,19,-5.0537,5.4866,-10.5402,0.0,-5.0537,1,0,0
CAD_CHF_JPY-DEV-00249,CAD_CHF_JPY,2023-03-08T19:10:00,2023-03-08T19:15:00,LONG,-11.294,-6.9758,SL_HIT,5.0,14,19,2.8086,5.4866,-2.678,2.8086,0.0,1,0,0
CAD_CHF_JPY-DEV-00250,CAD_CHF_JPY,2023-03-08T19:20:00,2023-03-08T19:30:00,LONG,-6.3977,-6.7549,SL_HIT,10.0,14,19,-2.9572,5.4866,-8.4437,0.0,-2.9572,1,0,0
CAD_CHF_JPY-DEV-00251,CAD_CHF_JPY,2023-03-08T19:35:00,2023-03-08T21:00:00,LONG,-4.6658,0.2769,TIMEOUT,85.0,14,19,11.0791,5.4866,5.5926,11.0791,-0.2461,0,1,0
CAD_CHF_JPY-DEV-00252,CAD_CHF_JPY,2023-03-09T18:55:00,2023-03-09T19:00:00,LONG,-5.8934,1.8444,TP_HIT,5.0,13,18,3.5169,5.4866,-1.9696,3.5169,0.0,0,0,0
CAD_CHF_JPY-DEV-00253,CAD_CHF_JPY,2023-03-09T19:05:00,2023-03-09T19:10:00,LONG,-51.7884,-15.4072,SL_HIT,5.0,14,19,-3.33,5.4866,-8.8165,0.0,-3.33,1,0,0
CAD_CHF_JPY-DEV-00254,CAD_CHF_JPY,2023-03-09T19:15:00,2023-03-09T19:20:00,LONG,-10.3849,-8.7728,SL_HIT,5.0,14,19,-1.4788,5.4866,-6.9654,0.0,-1.4788,1,0,0
CAD_CHF_JPY-DEV-00255,CAD_CHF_JPY,2023-03-09T19:25:00,2023-03-09T20:15:00,LONG,-7.1677,0.2567,TP_HIT,50.0,14,19,29.301,5.4866,23.8144,29.301,0.0,0,0,0
CAD_CHF_JPY-DEV-00256,CAD_CHF_JPY,2023-03-13T19:55:00,2023-03-13T20:05:00,LONG,-18.2051,-11.7379,SL_HIT,10.0,14,19,-0.2789,5.4866,-5.7654,0.0,-0.2789,1,0,0
CAD_CHF_JPY-DEV-00257,CAD_CHF_JPY,2023-03-15T19:55:00,2023-03-15T20:15:00,LONG,-3.489,-9.2014,SL_HIT,20.0,14,19,-5.0774,5.4866,-10.564,0.0,-5.0774,1,0,0
CAD_CHF_JPY-DEV-00258,CAD_CHF_JPY,2023-03-17T19:40:00,2023-03-17T19:45:00,LONG,-3.5733,-6.5879,SL_HIT,5.0,14,19,-0.9893,5.4866,-6.4759,0.0,-0.9893,1,0,0
CAD_CHF_JPY-DEV-00259,CAD_CHF_JPY,2023-03-17T19:50:00,2023-03-20T00:00:00,LONG,-6.9487,-2.442,TIMEOUT,3130.0,14,19,1.4599,5.4866,-4.0266,1.4599,0.0,0,1,0
CAD_CHF_JPY-DEV-00260,CAD_CHF_JPY,2023-03-20T19:55:00,2023-03-20T20:05:00,LONG,-3.599,-25.8921,SL_HIT,10.0,14,19,-6.9911,5.4866,-12.4777,0.0,-6.9911,1,0,0
CAD_CHF_JPY-DEV-00261,CAD_CHF_JPY,2023-03-23T19:55:00,2023-03-23T20:05:00,LONG,-5.0581,-67.1257,SL_HIT,10.0,14,19,-20.3657,5.4866,-25.8522,0.0,-20.3657,1,0,0
CAD_CHF_JPY-DEV-00262,CAD_CHF_JPY,2023-03-24T19:45:00,2023-03-27T00:00:00,LONG,-3.9939,-0.2642,TIMEOUT,3135.0,14,19,1.2152,5.4866,-4.2714,1.2152,-0.5229,0,1,0
CAD_CHF_JPY-DEV-00263,CAD_CHF_JPY,2023-03-28T19:40:00,2023-03-28T19:55:00,LONG,-3.2285,-45.6712,SL_HIT,15.0,14,19,-10.1766,5.4866,-15.6632,0.434,-10.1766,1,0,0
CAD_CHF_JPY-DEV-00264,CAD_CHF_JPY,2023-03-29T19:45:00,2023-03-29T19:55:00,LONG,-3.0401,-7.641,SL_HIT,10.0,14,19,-1.2066,5.4866,-6.6932,0.1276,-1.2066,1,0,0
CAD_CHF_JPY-DEV-00265,CAD_CHF_JPY,2023-03-30T19:55:00,2023-03-30T20:05:00,LONG,-14.5104,-20.7557,SL_HIT,10.0,14,19,-3.6061,5.4866,-9.0927,0.0,-3.6061,1,0,0
CAD_CHF_JPY-DEV-00266,CAD_CHF_JPY,2023-03-31T19:45:00,2023-04-03T00:00:00,LONG,-4.1733,-2.7541,TIMEOUT,3135.0,14,19,0.3265,5.4866,-5.16,0.3265,-0.5069,0,1,0
