candidate,entry_ts,direction,entry_z,peak_disp_bps,resolution_min,entry_est_hour,rollover_zone
AUD_NZD_JPY,2022-10-03T20:00:00,LONG,-18.328,9.6,90,15,0
AUD_NZD_JPY,2022-10-04T02:25:00,LONG,-3.582,4.44,5,21,0
AUD_NZD_JPY,2022-10-04T20:00:00,LONG,-29.077,13.14,75,15,0
AUD_NZD_JPY,2022-10-04T23:55:00,LONG,-25.813,61.78,5,18,1
AUD_NZD_JPY,2022-10-05T17:00:00,LONG,-5.837,3.23,210,12,0
AUD_NZD_JPY,2022-10-05T18:20:00,LONG,-3.191,3.24,130,13,0
AUD_NZD_JPY,2022-10-05T19:00:00,LONG,-3.025,3.18,90,14,0
AUD_NZD_JPY,2022-10-05T20:00:00,LONG,-22.936,26.65,30,15,0
AUD_NZD_JPY,2022-10-06T17:35:00,LONG,-3.534,1.26,145,12,0
AUD_NZD_JPY,2022-10-06T20:30:00,LONG,-11.93,7.4,40,15,0
AUD_NZD_JPY,2022-10-07T11:25:00,LONG,-21.582,18.89,15,6,0
AUD_NZD_JPY,2022-10-09T20:30:00,LONG,-4.767,13.53,35,15,0
AUD_NZD_JPY,2022-10-10T17:05:00,LONG,-3.067,1.02,80,12,0
AUD_NZD_JPY,2022-10-10T19:55:00,LONG,-46.414,19.47,65,14,0
AUD_NZD_JPY,2022-10-10T20:15:00,LONG,-4.409,6.56,45,15,0
AUD_NZD_JPY,2022-10-10T20:50:00,LONG,-3.224,5.64,10,15,0
AUD_NZD_JPY,2022-10-11T18:45:00,LONG,-3.421,1.35,55,13,0
AUD_NZD_JPY,2022-10-11T19:50:00,LONG,-3.114,27.46,70,14,0
AUD_NZD_JPY,2022-10-11T20:20:00,LONG,-3.177,9.82,40,15,0
AUD_NZD_JPY,2022-10-11T20:35:00,LONG,-3.369,10.3,25,15,0
AUD_NZD_JPY,2022-10-12T16:55:00,LONG,-118.014,41.84,245,11,0
AUD_NZD_JPY,2022-10-12T20:00:00,LONG,-6.874,21.52,60,15,0
AUD_NZD_JPY,2022-10-12T20:20:00,LONG,-6.413,23.75,40,15,0
AUD_NZD_JPY,2022-10-13T11:25:00,LONG,-4.94,18.36,5,6,0
AUD_NZD_JPY,2022-10-13T19:55:00,LONG,-19.947,28.93,20,14,0
AUD_NZD_JPY,2022-10-13T20:25:00,LONG,-3.461,19.82,50,15,0
AUD_NZD_JPY,2022-10-14T19:50:00,LONG,-3.542,21.84,2955,14,0
AUD_NZD_JPY,2022-10-16T20:15:00,LONG,-10.083,19.3,50,15,0
AUD_NZD_JPY,2022-10-16T20:40:00,LONG,-4.252,13.83,25,15,0
AUD_NZD_JPY,2022-10-17T17:50:00,LONG,-3.002,1.21,155,12,0
AUD_NZD_JPY,2022-10-17T19:45:00,LONG,-3.209,1.51,40,14,0
AUD_NZD_JPY,2022-10-17T19:55:00,LONG,-83.392,52.77,30,14,0
AUD_NZD_JPY,2022-10-18T16:55:00,LONG,-3.656,1.08,60,11,0
AUD_NZD_JPY,2022-10-18T17:20:00,LONG,-3.157,0.98,35,12,0
AUD_NZD_JPY,2022-10-18T18:15:00,LONG,-3.373,1.15,145,13,0
AUD_NZD_JPY,2022-10-18T18:50:00,LONG,-3.405,1.26,110,13,0
AUD_NZD_JPY,2022-10-18T19:55:00,LONG,-16.842,12.18,45,14,0
AUD_NZD_JPY,2022-10-19T14:45:00,SHORT,3.095,0.99,10,9,0
AUD_NZD_JPY,2022-10-19T17:00:00,LONG,-8.466,3.4,250,12,0
AUD_NZD_JPY,2022-10-19T18:25:00,LONG,-3.223,3.52,165,13,0
AUD_NZD_JPY,2022-10-19T19:55:00,LONG,-6.993,13.23,75,14,0
AUD_NZD_JPY,2022-10-20T19:55:00,LONG,-7.28,3.36,75,14,0
AUD_NZD_JPY,2022-10-20T20:20:00,LONG,-3.035,6.27,50,15,0
AUD_NZD_JPY,2022-10-20T20:50:00,LONG,-5.494,5.24,20,15,0
AUD_NZD_JPY,2022-10-21T14:10:00,SHORT,3.289,1.51,20,9,0
AUD_NZD_JPY,2022-10-21T14:25:00,LONG,-5.177,2.41,5,9,0
AUD_NZD_JPY,2022-10-21T14:55:00,LONG,-3.747,1.81,15,9,0
AUD_NZD_JPY,2022-10-21T15:30:00,LONG,-7.347,3.75,5,10,0
AUD_NZD_JPY,2022-10-21T15:45:00,LONG,-4.942,2.84,20,10,0
AUD_NZD_JPY,2022-10-21T19:50:00,LONG,-4.486,18.8,2955,14,0
AUD_NZD_JPY,2022-10-23T20:50:00,LONG,-7.453,17.91,15,15,0
AUD_NZD_JPY,2022-10-24T19:55:00,LONG,-79.075,36.39,55,14,0
AUD_NZD_JPY,2022-10-25T18:35:00,LONG,-3.058,1.4,135,13,0
AUD_NZD_JPY,2022-10-25T19:55:00,LONG,-90.409,44.88,55,14,0
AUD_NZD_JPY,2022-10-25T20:15:00,LONG,-5.177,19.18,35,15,0
AUD_NZD_JPY,2022-10-26T16:55:00,LONG,-3.078,3.02,245,11,0
AUD_NZD_JPY,2022-10-26T18:15:00,LONG,-3.156,2.19,165,13,0
AUD_NZD_JPY,2022-10-26T19:55:00,LONG,-8.423,55.07,65,14,0
AUD_NZD_JPY,2022-10-27T20:00:00,LONG,-4.74,7.48,60,15,0
AUD_NZD_JPY,2022-10-28T19:50:00,LONG,-3.967,27.82,2945,14,0
AUD_NZD_JPY,2022-10-30T20:35:00,LONG,-5.123,20.65,20,15,0
AUD_NZD_JPY,2022-10-31T17:00:00,LONG,-5.829,2.22,250,12,0
AUD_NZD_JPY,2022-10-31T18:10:00,LONG,-4.021,2.29,180,13,0
AUD_NZD_JPY,2022-10-31T18:25:00,LONG,-3.257,1.99,165,13,0
AUD_NZD_JPY,2022-10-31T20:00:00,SHORT,5.356,4.19,70,15,0
AUD_NZD_JPY,2022-10-31T20:10:00,LONG,-5.964,21.58,60,15,0
AUD_NZD_JPY,2022-11-01T02:25:00,LONG,-3.536,9.85,5,21,0
AUD_NZD_JPY,2022-11-01T17:00:00,LONG,-3.36,2.73,190,12,0
AUD_NZD_JPY,2022-11-01T17:25:00,LONG,-3.049,2.65,165,12,0
AUD_NZD_JPY,2022-11-01T19:15:00,LONG,-3.154,2.85,55,14,0
AUD_NZD_JPY,2022-11-01T19:55:00,LONG,-3.538,6.28,15,14,0
AUD_NZD_JPY,2022-11-01T20:20:00,LONG,-4.29,4.98,55,15,0
AUD_NZD_JPY,2022-11-01T20:30:00,LONG,-7.645,25.53,45,15,0
AUD_NZD_JPY,2022-11-02T16:55:00,LONG,-121.614,46.86,5,11,0
AUD_NZD_JPY,2022-11-03T19:50:00,LONG,-3.079,15.95,70,14,0
AUD_NZD_JPY,2022-11-04T11:25:00,LONG,-40.927,80.51,5,6,0
AUD_NZD_JPY,2022-11-06T19:00:00,LONG,-7.086,40.57,100,14,0
AUD_NZD_JPY,2022-11-06T19:30:00,LONG,-7.14,50.61,70,14,0
AUD_NZD_JPY,2022-11-06T19:55:00,LONG,-3.076,26.84,45,14,0
AUD_NZD_JPY,2022-11-06T20:10:00,LONG,-5.068,46.26,30,15,0
AUD_NZD_JPY,2022-11-07T15:55:00,LONG,-3.109,1.0,80,10,0
AUD_NZD_JPY,2022-11-07T16:10:00,LONG,-4.074,1.49,65,11,0
AUD_NZD_JPY,2022-11-07T16:25:00,LONG,-3.599,1.32,50,11,0
AUD_NZD_JPY,2022-11-07T16:35:00,LONG,-3.255,1.95,40,11,0
AUD_NZD_JPY,2022-11-07T19:55:00,LONG,-7.503,4.16,10,14,0
AUD_NZD_JPY,2022-11-07T20:10:00,LONG,-5.89,3.97,55,15,0
AUD_NZD_JPY,2022-11-07T20:25:00,LONG,-8.235,6.03,40,15,0
AUD_NZD_JPY,2022-11-08T16:00:00,LONG,-8.905,3.67,305,11,0
AUD_NZD_JPY,2022-11-08T17:45:00,LONG,-3.262,3.53,200,12,0
AUD_NZD_JPY,2022-11-08T18:00:00,LONG,-3.042,3.6,185,13,0
AUD_NZD_JPY,2022-11-08T19:55:00,LONG,-18.987,29.84,70,14,0
AUD_NZD_JPY,2022-11-08T20:10:00,LONG,-3.151,9.4,55,15,0
AUD_NZD_JPY,2022-11-08T20:25:00,LONG,-3.239,10.05,40,15,0
AUD_NZD_JPY,2022-11-09T15:55:00,LONG,-4.908,1.75,10,10,0
AUD_NZD_JPY,2022-11-09T19:55:00,LONG,-49.708,18.18,30,14,0
AUD_NZD_JPY,2022-11-09T20:15:00,LONG,-4.706,7.09,10,15,0
AUD_NZD_JPY,2022-11-10T11:25:00,LONG,-8.107,13.52,10,6,0
AUD_NZD_JPY,2022-11-10T19:55:00,LONG,-5.058,5.6,10,14,0
AUD_NZD_JPY,2022-11-10T20:10:00,LONG,-8.006,9.96,25,15,0
AUD_NZD_JPY,2022-11-10T20:55:00,LONG,-32.338,53.75,10,15,0
AUD_NZD_JPY,2022-11-13T19:00:00,LONG,-155.084,59.96,80,14,0
AUD_NZD_JPY,2022-11-13T19:45:00,LONG,-3.502,28.28,35,14,0
AUD_NZD_JPY,2022-11-14T15:00:00,SHORT,3.198,1.16,10,10,0
AUD_NZD_JPY,2022-11-14T15:55:00,LONG,-4.286,1.28,270,10,0
AUD_NZD_JPY,2022-11-14T16:05:00,LONG,-3.507,1.13,260,11,0
AUD_NZD_JPY,2022-11-14T19:45:00,LONG,-3.305,1.6,40,14,0
AUD_NZD_JPY,2022-11-14T20:00:00,LONG,-6.099,3.87,25,15,0
AUD_NZD_JPY,2022-11-15T15:55:00,LONG,-3.498,1.06,40,10,0
AUD_NZD_JPY,2022-11-15T16:10:00,LONG,-3.467,0.96,25,11,0
AUD_NZD_JPY,2022-11-15T16:20:00,LONG,-4.645,1.34,15,11,0
AUD_NZD_JPY,2022-11-15T17:40:00,LONG,-3.226,1.27,15,12,0
AUD_NZD_JPY,2022-11-15T18:10:00,LONG,-3.366,1.42,115,13,0
AUD_NZD_JPY,2022-11-15T18:30:00,LONG,-3.141,1.26,95,13,0
AUD_NZD_JPY,2022-11-15T19:15:00,LONG,-3.317,1.51,50,14,0
AUD_NZD_JPY,2022-11-15T19:55:00,LONG,-71.56,34.93,10,14,0
AUD_NZD_JPY,2022-11-15T20:35:00,LONG,-4.717,11.98,15,15,0
AUD_NZD_JPY,2022-11-16T15:55:00,LONG,-3.865,2.7,240,10,0
AUD_NZD_JPY,2022-11-16T17:30:00,LONG,-3.211,2.45,145,12,0
AUD_NZD_JPY,2022-11-16T17:45:00,LONG,-3.488,2.81,130,12,0
AUD_NZD_JPY,2022-11-16T20:05:00,LONG,-4.244,4.8,10,15,0
AUD_NZD_JPY,2022-11-16T20:45:00,LONG,-3.799,4.55,5,15,0
AUD_NZD_JPY,2022-11-17T15:55:00,LONG,-13.983,4.75,145,10,0
AUD_NZD_JPY,2022-11-17T19:55:00,LONG,-3.435,23.28,20,14,0
AUD_NZD_JPY,2022-11-17T20:50:00,LONG,-3.768,6.9,25,15,0
AUD_NZD_JPY,2022-11-20T19:00:00,LONG,-54.91,30.29,55,14,0
AUD_NZD_JPY,2022-11-21T14:55:00,LONG,-4.645,1.6,30,9,0
AUD_NZD_JPY,2022-11-21T18:55:00,LONG,-3.522,7.1,40,13,0
AUD_NZD_JPY,2022-11-21T19:30:00,LONG,-4.291,3.84,5,14,0
AUD_NZD_JPY,2022-11-21T19:40:00,LONG,-3.841,3.61,20,14,0
AUD_NZD_JPY,2022-11-22T13:45:00,SHORT,3.05,0.81,10,8,0
AUD_NZD_JPY,2022-11-22T14:55:00,LONG,-14.865,3.81,5,9,0
AUD_NZD_JPY,2022-11-22T18:55:00,LONG,-74.508,32.23,30,13,0
AUD_NZD_JPY,2022-11-22T19:20:00,LONG,-3.066,9.57,5,14,0
AUD_NZD_JPY,2022-11-22T21:55:00,LONG,-4.303,13.9,5,16,1
AUD_NZD_JPY,2022-11-23T15:00:00,LONG,-6.291,35.03,120,10,0
AUD_NZD_JPY,2022-11-23T18:55:00,LONG,-3.271,8.82,5,13,0
AUD_NZD_JPY,2022-11-24T15:00:00,LONG,-4.39,1.45,70,10,0
AUD_NZD_JPY,2022-11-24T15:35:00,LONG,-4.033,1.47,35,10,0
AUD_NZD_JPY,2022-11-24T16:45:00,LONG,-3.028,1.29,60,11,0
AUD_NZD_JPY,2022-11-24T18:55:00,LONG,-10.321,10.36,65,13,0
AUD_NZD_JPY,2022-11-25T15:05:00,SHORT,3.569,1.2,130,10,0
AUD_NZD_JPY,2022-11-25T15:30:00,LONG,-3.614,1.56,105,10,0
AUD_NZD_JPY,2022-11-25T15:50:00,SHORT,4.191,1.59,85,10,0
AUD_NZD_JPY,2022-11-25T16:05:00,SHORT,7.402,4.53,70,11,0
AUD_NZD_JPY,2022-11-25T16:25:00,LONG,-5.955,15.38,50,11,0
AUD_NZD_JPY,2022-11-25T17:25:00,LONG,-3.546,9.12,3040,12,0
AUD_NZD_JPY,2022-11-25T18:05:00,LONG,-3.034,8.8,3000,13,0
AUD_NZD_JPY,2022-11-25T18:25:00,LONG,-3.555,10.75,2980,13,0
AUD_NZD_JPY,2022-11-25T18:35:00,LONG,-3.277,11.43,2970,13,0
AUD_NZD_JPY,2022-11-27T19:10:00,LONG,-4.089,14.82,55,14,0
AUD_NZD_JPY,2022-11-27T19:35:00,LONG,-3.078,12.5,30,14,0
AUD_NZD_JPY,2022-11-28T15:20:00,LONG,-4.259,1.41,55,10,0
AUD_NZD_JPY,2022-11-28T15:30:00,LONG,-3.249,1.26,45,10,0
AUD_NZD_JPY,2022-11-28T16:00:00,LONG,-3.391,1.3,15,11,0
AUD_NZD_JPY,2022-11-28T18:55:00,LONG,-9.306,13.41,30,13,0
AUD_NZD_JPY,2022-11-29T15:00:00,LONG,-3.142,1.13,55,10,0
AUD_NZD_JPY,2022-11-29T15:30:00,LONG,-3.008,1.12,25,10,0
AUD_NZD_JPY,2022-11-29T15:40:00,LONG,-3.281,1.27,15,10,0
AUD_NZD_JPY,2022-11-29T18:55:00,LONG,-57.171,29.72,50,13,0
AUD_NZD_JPY,2022-11-30T14:55:00,LONG,-3.023,3.38,305,9,0
AUD_NZD_JPY,2022-11-30T16:25:00,LONG,-3.143,2.46,215,11,0
AUD_NZD_JPY,2022-11-30T18:55:00,LONG,-19.969,22.61,65,13,0
AUD_NZD_JPY,2022-12-01T18:55:00,LONG,-84.994,43.51,30,13,0
AUD_NZD_JPY,2022-12-02T18:50:00,LONG,-3.132,16.85,2905,13,0
AUD_NZD_JPY,2022-12-04T19:30:00,LONG,-3.235,6.24,35,14,0
AUD_NZD_JPY,2022-12-04T19:40:00,LONG,-4.289,8.54,25,14,0
AUD_NZD_JPY,2022-12-05T15:00:00,LONG,-3.08,1.02,60,10,0
AUD_NZD_JPY,2022-12-05T17:20:00,LONG,-3.059,1.2,55,12,0
AUD_NZD_JPY,2022-12-05T18:55:00,LONG,-45.533,21.6,20,13,0
AUD_NZD_JPY,2022-12-05T19:25:00,LONG,-4.673,10.03,20,14,0
AUD_NZD_JPY,2022-12-05T19:35:00,LONG,-4.176,9.47,10,14,0
AUD_NZD_JPY,2022-12-06T17:35:00,LONG,-3.049,1.94,100,12,0
AUD_NZD_JPY,2022-12-06T18:55:00,LONG,-44.081,24.48,20,13,0
AUD_NZD_JPY,2022-12-07T12:55:00,SHORT,3.984,1.4,35,7,0
AUD_NZD_JPY,2022-12-07T15:00:00,LONG,-9.163,3.45,285,10,0
AUD_NZD_JPY,2022-12-07T17:25:00,LONG,-3.02,3.28,140,12,0
AUD_NZD_JPY,2022-12-07T18:55:00,LONG,-4.692,19.83,50,13,0
AUD_NZD_JPY,2022-12-08T15:00:00,LONG,-3.999,1.41,275,10,0
AUD_NZD_JPY,2022-12-08T15:30:00,LONG,-3.616,1.37,245,10,0
AUD_NZD_JPY,2022-12-08T15:40:00,LONG,-3.425,1.35,235,10,0
AUD_NZD_JPY,2022-12-08T16:15:00,LONG,-3.099,1.39,200,11,0
AUD_NZD_JPY,2022-12-08T17:20:00,LONG,-3.059,1.66,135,12,0
AUD_NZD_JPY,2022-12-08T18:55:00,LONG,-29.374,21.62,40,13,0
AUD_NZD_JPY,2022-12-11T19:00:00,LONG,-41.172,20.97,60,14,0
AUD_NZD_JPY,2022-12-12T14:55:00,LONG,-4.371,1.08,305,9,0
AUD_NZD_JPY,2022-12-12T15:05:00,LONG,-3.566,1.26,295,10,0
AUD_NZD_JPY,2022-12-12T15:35:00,LONG,-3.455,1.05,265,10,0
AUD_NZD_JPY,2022-12-12T16:00:00,LONG,-3.237,1.13,240,11,0
AUD_NZD_JPY,2022-12-12T17:05:00,LONG,-3.208,1.27,175,12,0
AUD_NZD_JPY,2022-12-12T17:30:00,LONG,-3.469,1.45,150,12,0
AUD_NZD_JPY,2022-12-12T18:55:00,LONG,-5.225,7.52,65,13,0
AUD_NZD_JPY,2022-12-12T19:40:00,LONG,-3.75,4.68,20,14,0
AUD_NZD_JPY,2022-12-13T10:25:00,LONG,-25.565,33.45,5,5,0
AUD_NZD_JPY,2022-12-13T19:10:00,LONG,-4.875,12.02,55,14,0
AUD_NZD_JPY,2022-12-13T19:35:00,LONG,-3.07,8.33,30,14,0
AUD_NZD_JPY,2022-12-14T15:00:00,LONG,-9.108,22.29,285,10,0
AUD_NZD_JPY,2022-12-14T19:50:00,LONG,-3.367,7.47,5,14,0
AUD_NZD_JPY,2022-12-15T12:55:00,SHORT,4.033,1.26,5,7,0
AUD_NZD_JPY,2022-12-15T14:55:00,LONG,-8.214,2.51,90,9,0
AUD_NZD_JPY,2022-12-15T15:35:00,LONG,-3.357,1.24,50,10,0
AUD_NZD_JPY,2022-12-15T18:55:00,LONG,-24.323,12.44,65,13,0
AUD_NZD_JPY,2022-12-15T19:15:00,LONG,-4.647,5.87,45,14,0
AUD_NZD_JPY,2022-12-16T18:50:00,LONG,-3.575,8.36,2955,13,0
AUD_NZD_JPY,2022-12-18T19:25:00,LONG,-5.41,9.04,40,14,0
AUD_NZD_JPY,2022-12-19T13:05:00,SHORT,4.258,1.32,30,8,0
AUD_NZD_JPY,2022-12-19T15:00:00,LONG,-3.96,1.25,210,10,0
AUD_NZD_JPY,2022-12-19T17:25:00,LONG,-3.076,1.3,65,12,0
AUD_NZD_JPY,2022-12-19T18:55:00,LONG,-24.925,17.61,35,13,0
AUD_NZD_JPY,2022-12-20T15:20:00,LONG,-3.549,1.46,40,10,0
AUD_NZD_JPY,2022-12-20T19:05:00,LONG,-37.877,20.8,25,14,0
AUD_NZD_JPY,2022-12-21T13:30:00,SHORT,3.112,1.0,25,8,0
AUD_NZD_JPY,2022-12-21T13:50:00,SHORT,3.292,1.1,5,8,0
AUD_NZD_JPY,2022-12-21T15:00:00,LONG,-12.405,5.03,300,10,0
AUD_NZD_JPY,2022-12-21T18:55:00,LONG,-6.955,14.15,65,13,0
AUD_NZD_JPY,2022-12-21T19:05:00,LONG,-3.266,9.06,55,14,0
AUD_NZD_JPY,2022-12-22T18:55:00,LONG,-79.492,43.97,70,13,0
AUD_NZD_JPY,2022-12-25T19:00:00,LONG,-58.245,60.16,215,14,0
AUD_NZD_JPY,2022-12-25T21:05:00,LONG,-3.925,55.83,90,16,1
AUD_NZD_JPY,2022-12-26T19:35:00,LONG,-3.059,59.55,785,14,0
AUD_NZD_JPY,2022-12-27T14:55:00,LONG,-3.671,1.32,285,9,0
AUD_NZD_JPY,2022-12-27T15:15:00,LONG,-3.616,1.37,265,10,0
AUD_NZD_JPY,2022-12-27T15:40:00,LONG,-3.689,1.51,240,10,0
AUD_NZD_JPY,2022-12-27T19:00:00,LONG,-7.638,61.97,40,14,0
AUD_NZD_JPY,2022-12-27T19:25:00,LONG,-4.849,26.01,15,14,0
AUD_NZD_JPY,2022-12-27T19:45:00,LONG,-6.708,38.6,20,14,0
AUD_NZD_JPY,2022-12-28T15:00:00,LONG,-16.361,6.7,275,10,0
AUD_NZD_JPY,2022-12-28T16:55:00,LONG,-3.141,6.03,160,11,0
AUD_NZD_JPY,2022-12-28T19:00:00,LONG,-7.21,18.37,35,14,0
AUD_NZD_JPY,2022-12-29T14:55:00,LONG,-5.683,2.55,205,9,0
AUD_NZD_JPY,2022-12-29T18:50:00,LONG,-3.24,13.42,40,13,0
AUD_NZD_JPY,2022-12-29T19:25:00,LONG,-3.57,4.93,5,14,0
AUD_NZD_JPY,2022-12-29T19:35:00,LONG,-3.693,5.98,25,14,0
AUD_NZD_JPY,2022-12-30T18:30:00,LONG,-4.559,56.7,3445,13,0
AUD_NZD_JPY,2023-01-01T22:00:00,LONG,-4.253,54.76,355,17,1
AUD_NZD_JPY,2023-01-01T22:30:00,LONG,-3.255,50.77,325,17,1
AUD_NZD_JPY,2023-01-01T23:55:00,LONG,-3.063,49.41,240,18,1
AUD_NZD_JPY,2023-01-03T14:55:00,LONG,-14.257,4.75,320,9,0
AUD_NZD_JPY,2023-01-03T18:55:00,LONG,-53.544,34.89,80,13,0
AUD_NZD_JPY,2023-01-04T15:00:00,LONG,-9.828,58.91,300,10,0
AUD_NZD_JPY,2023-01-04T19:00:00,LONG,-3.704,16.43,60,14,0
AUD_NZD_JPY,2023-01-05T14:55:00,LONG,-4.338,1.35,75,9,0
AUD_NZD_JPY,2023-01-05T15:05:00,LONG,-3.652,1.19,65,10,0
AUD_NZD_JPY,2023-01-05T15:20:00,LONG,-4.145,1.44,50,10,0
AUD_NZD_JPY,2023-01-05T15:55:00,LONG,-3.52,1.38,15,10,0
AUD_NZD_JPY,2023-01-05T17:25:00,LONG,-3.612,1.55,155,12,0
AUD_NZD_JPY,2023-01-05T17:40:00,LONG,-3.514,1.57,140,12,0
AUD_NZD_JPY,2023-01-05T18:55:00,LONG,-78.811,41.27,65,13,0
AUD_NZD_JPY,2023-01-05T19:45:00,LONG,-3.069,10.93,15,14,0
AUD_NZD_JPY,2023-01-08T19:00:00,LONG,-38.558,17.68,60,14,0
AUD_NZD_JPY,2023-01-09T13:40:00,SHORT,3.015,1.0,5,8,0
AUD_NZD_JPY,2023-01-09T15:00:00,LONG,-3.893,1.25,230,10,0
AUD_NZD_JPY,2023-01-09T15:25:00,LONG,-3.006,1.05,205,10,0
AUD_NZD_JPY,2023-01-09T15:35:00,LONG,-3.7,1.32,195,10,0
AUD_NZD_JPY,2023-01-09T15:55:00,LONG,-3.035,1.15,175,10,0
AUD_NZD_JPY,2023-01-09T18:00:00,LONG,-3.148,1.53,50,13,0
AUD_NZD_JPY,2023-01-09T19:00:00,LONG,-40.588,21.37,60,14,0
AUD_NZD_JPY,2023-01-10T15:05:00,LONG,-3.411,1.18,135,10,0
AUD_NZD_JPY,2023-01-10T15:15:00,LONG,-4.03,1.44,125,10,0
AUD_NZD_JPY,2023-01-10T15:40:00,LONG,-3.33,1.32,100,10,0
AUD_NZD_JPY,2023-01-10T18:45:00,LONG,-3.282,36.01,75,13,0
AUD_NZD_JPY,2023-01-10T19:55:00,LONG,-3.153,13.22,5,14,0
AUD_NZD_JPY,2023-01-11T15:00:00,LONG,-13.697,4.56,300,10,0
AUD_NZD_JPY,2023-01-11T18:55:00,LONG,-3.359,7.45,65,13,0
AUD_NZD_JPY,2023-01-12T10:25:00,LONG,-11.098,16.49,5,5,0
AUD_NZD_JPY,2023-01-12T18:55:00,LONG,-8.161,60.14,35,13,0
AUD_NZD_JPY,2023-01-13T18:45:00,LONG,-4.175,34.97,2955,13,0
AUD_NZD_JPY,2023-01-16T14:55:00,LONG,-3.549,1.87,175,9,0
AUD_NZD_JPY,2023-01-16T15:25:00,LONG,-3.447,1.69,145,10,0
AUD_NZD_JPY,2023-01-16T15:55:00,LONG,-3.397,1.62,115,10,0
AUD_NZD_JPY,2023-01-16T17:05:00,LONG,-3.361,1.93,45,12,0
AUD_NZD_JPY,2023-01-16T18:55:00,LONG,-15.682,11.19,70,13,0
AUD_NZD_JPY,2023-01-16T19:30:00,LONG,-3.425,5.02,35,14,0
AUD_NZD_JPY,2023-01-17T15:00:00,LONG,-3.896,1.21,120,10,0
AUD_NZD_JPY,2023-01-17T15:20:00,LONG,-3.451,1.25,100,10,0
AUD_NZD_JPY,2023-01-17T15:40:00,LONG,-3.042,1.13,80,10,0
AUD_NZD_JPY,2023-01-17T18:55:00,LONG,-25.277,13.88,70,13,0
AUD_NZD_JPY,2023-01-17T19:15:00,LONG,-4.557,6.72,50,14,0
AUD_NZD_JPY,2023-01-18T14:55:00,LONG,-16.758,5.85,305,9,0
AUD_NZD_JPY,2023-01-18T16:15:00,LONG,-3.042,3.2,225,11,0
