sector,episode_start,episode_end,leader_symbol,leader_rank,n_peers,n_days,same_day_corr,delay1_corr,delay3_corr,delay7_corr,delay14_corr
sharing-economy,2025-01-09 23:59:59,2025-01-15 23:59:59,THETA,53,21,7,0.0353,0.1847,,,
sharing-economy,2025-02-10 23:59:59,2025-02-14 23:59:59,THETA,63,15,5,0.9302,,,,
sharing-economy,2025-03-03 23:59:59,2025-03-07 23:59:59,THETA,66,15,5,0.9194,,,,
sharing-economy,2025-06-02 23:59:59,2025-06-08 23:59:59,THETA,86,21,7,0.8095,0.6806,,,
sharing-economy,2025-07-05 23:59:59,2025-07-17 23:59:59,THETA,85,39,13,0.385,-0.5768,0.5166,-0.4751,
sharing-economy,2025-08-28 23:59:59,2025-09-02 23:59:59,THETA,92,18,6,0.9028,-0.5231,,,
sharing-economy,2025-10-16 23:59:59,2025-10-22 23:59:59,THETA,103,11,7,0.735,0.0652,,,
sharing-economy,2025-11-20 23:59:59,2025-11-25 23:59:59,THETA,121,6,6,-0.4122,0.5454,,,
sharing-economy,2025-12-08 23:59:59,2025-12-14 23:59:59,THETA,120,7,7,0.7041,0.0387,,,
sharing-economy,2026-01-07 23:59:59,2026-01-11 23:59:59,THETA,133,6,5,0.2372,,,,
sharing-economy,2026-01-17 23:59:59,2026-01-21 23:59:59,THETA,129,5,5,0.9876,,,,
sharing-economy,2026-02-03 23:59:59,2026-02-13 23:59:59,THETA,134,11,11,0.465,0.6682,-0.2752,,
sharing-economy,2026-05-11 23:59:59,2026-05-16 23:59:59,THETA,134,6,6,0.8669,0.1385,,,
sharing-economy,2026-07-11 23:59:59,2026-07-17 23:59:59,THETA,141,7,7,0.8505,-0.6466,,,
sharing-economy,2026-07-30 23:59:59,2026-08-05 23:59:59,THETA,153,7,7,0.3696,-0.4954,,,
sharing-economy,2026-08-17 23:59:59,2026-08-23 23:59:59,THETA,143,7,7,0.3062,-0.3721,,,
sidechain,2021-10-18 23:59:59,2021-10-23 23:59:59,ZEN,102,12,6,0.0838,-0.4501,,,
sidechain,2021-11-09 23:59:59,2021-11-14 23:59:59,ZEN,100,12,6,0.5156,-0.2418,,,
sidechain,2022-03-08 23:59:59,2022-03-14 23:59:59,ZEN,122,14,7,-0.159,-0.5204,,,
sidechain,2022-03-31 23:59:59,2022-04-05 23:59:59,ZEN,126,12,6,0.336,0.0963,,,
sidechain,2022-05-27 23:59:59,2022-06-11 23:59:59,ZEN,128,32,16,-0.3791,0.1266,0.1897,-0.0351,
sidechain,2022-09-25 23:59:59,2022-10-01 23:59:59,ZEN,140,14,7,-0.1002,-0.0045,,,
sidechain,2022-11-10 23:59:59,2022-11-16 23:59:59,ZEN,153,14,7,0.0845,0.0667,,,
sidechain,2022-11-24 23:59:59,2022-11-30 23:59:59,ZEN,154,14,7,-0.8445,0.6206,,,
sidechain,2022-12-25 23:59:59,2023-01-02 23:59:59,ZEN,155,18,9,0.304,0.761,-0.4373,,
sidechain,2023-03-14 23:59:59,2023-03-19 23:59:59,ZEN,184,12,6,0.6339,-0.9491,,,
sidechain,2023-03-31 23:59:59,2023-04-04 23:59:59,ZEN,181,10,5,-0.0511,,,,
sidechain,2023-06-20 23:59:59,2023-06-28 23:59:59,CTSI,183,16,8,0.2964,-0.2858,,,
sidechain,2023-07-05 23:59:59,2023-07-14 23:59:59,ZEN,183,20,10,0.4127,-0.3177,-0.4576,,
sidechain,2023-08-24 23:59:59,2023-08-30 23:59:59,ZEN,183,14,7,-0.5612,-0.3194,,,
sidechain,2024-02-29 23:59:59,2024-03-04 23:59:59,CTSI,228,10,5,0.4655,,,,
sidechain,2024-06-20 23:59:59,2024-06-29 23:59:59,CTSI,290,20,10,0.8974,0.0631,0.169,,
sidechain,2024-07-07 23:59:59,2024-07-11 23:59:59,ZEN,279,10,5,-0.4525,,,,
sidechain,2024-08-02 23:59:59,2024-08-07 23:59:59,ZEN,263,12,6,0.6777,,,,
sidechain,2024-09-23 23:59:59,2024-09-30 23:59:59,ZEN,348,16,8,0.7462,-0.2008,0.7571,,
sidechain,2024-11-25 23:59:59,2024-12-01 23:59:59,ZEN,303,14,7,-0.2321,-0.2062,,,
sidechain,2024-12-15 23:59:59,2024-12-27 23:59:59,ZEN,310,26,13,0.2867,0.3758,-0.2322,0.8952,
sidechain,2025-02-03 23:59:59,2025-02-09 23:59:59,ZEN,241,14,7,0.6467,0.7469,,,
sidechain,2025-04-07 23:59:59,2025-04-13 23:59:59,ZEN,257,13,7,-0.3443,0.7547,,,
sidechain,2025-10-09 23:59:59,2025-10-17 23:59:59,ZEN,291,8,8,-0.1278,-0.439,0.0831,,
skyvision-capital-portfolio,2022-04-30 23:59:59,2022-05-06 23:59:59,WILD,410,14,7,0.1893,-0.3962,,,
skyvision-capital-portfolio,2023-01-15 23:59:59,2023-01-23 23:59:59,LOKA,447,9,9,-0.4503,-0.1869,0.549,,
skyvision-capital-portfolio,2023-01-29 23:59:59,2023-02-05 23:59:59,LOKA,414,16,8,-0.0149,0.4915,0.0366,,
skyvision-capital-portfolio,2023-03-17 23:59:59,2023-03-22 23:59:59,WILD,295,18,6,-0.7241,0.532,,,
skyvision-capital-portfolio,2023-05-21 23:59:59,2023-06-06 23:59:59,WILD,291,15,15,-0.064,-0.0068,0.1466,0.0479,
skyvision-capital-portfolio,2023-12-03 23:59:59,2023-12-09 23:59:59,WILD,266,12,6,0.2086,,,,
skyvision-capital-portfolio,2024-03-03 23:59:59,2024-03-11 23:59:59,MANTA,117,27,9,0.2823,0.4973,-0.2831,,
skyvision-capital-portfolio,2024-03-24 23:59:59,2024-03-30 23:59:59,MANTA,121,21,7,-0.193,0.4872,,,
skyvision-capital-portfolio,2024-04-23 23:59:59,2024-05-02 23:59:59,MANTA,142,30,10,0.0866,-0.5443,0.4738,,
skyvision-capital-portfolio,2024-05-30 23:59:59,2024-06-03 23:59:59,MANTA,132,14,5,0.7363,,,,
skyvision-capital-portfolio,2024-07-18 23:59:59,2024-07-24 23:59:59,MANTA,151,14,7,0.0426,-0.4563,,,
skyvision-capital-portfolio,2024-09-23 23:59:59,2024-09-29 23:59:59,MANTA,163,13,7,0.6359,0.0115,,,
skyvision-capital-portfolio,2024-11-25 23:59:59,2024-11-30 23:59:59,MANTA,171,12,6,-0.134,-0.0229,,,
skyvision-capital-portfolio,2025-02-03 23:59:59,2025-02-09 23:59:59,MANTA,278,13,7,0.2597,0.5709,,,
skyvision-capital-portfolio,2025-07-09 23:59:59,2025-07-17 23:59:59,MANTA,379,9,9,0.1249,-0.0197,-0.7865,,
skyvision-capital-portfolio,2025-07-25 23:59:59,2025-08-01 23:59:59,WILD,308,8,8,0.225,0.2971,-0.2328,,
skyvision-capital-portfolio,2025-09-03 23:59:59,2025-09-09 23:59:59,WILD,327,7,7,-0.3242,0.5296,,,
smart-contracts,2020-10-18 23:59:59,2020-10-25 23:59:59,ETH,2,363,8,0.8129,0.4067,-0.3634,,
smart-contracts,2021-02-11 23:59:59,2021-02-17 23:59:59,ETH,2,269,7,0.1312,0.1136,,,
smart-contracts,2021-06-28 23:59:59,2021-07-03 23:59:59,ETH,2,282,6,0.4532,0.4279,,,
smart-contracts,2021-08-10 23:59:59,2021-08-19 23:59:59,ETH,2,462,10,-0.071,0.4998,0.1548,,
smart-contracts,2022-03-28 23:59:59,2022-04-03 23:59:59,ETH,2,352,7,-0.2547,-0.2398,,,
smart-contracts,2022-05-30 23:59:59,2022-06-10 23:59:59,ETH,2,613,12,0.5656,0.2131,0.4036,0.0529,
smart-contracts,2022-08-03 23:59:59,2022-08-11 23:59:59,ETH,2,457,9,0.14,-0.2542,-0.4304,,
smart-contracts,2022-11-27 23:59:59,2022-12-04 23:59:59,ETH,2,424,8,0.0373,0.0726,0.2951,,
smart-contracts,2022-12-28 23:59:59,2023-01-03 23:59:59,ETH,2,378,7,-0.0769,0.0326,,,
smart-contracts,2023-03-14 23:59:59,2023-03-22 23:59:59,ETH,2,480,9,0.0974,0.1128,0.0077,,
smart-contracts,2023-04-11 23:59:59,2023-04-16 23:59:59,ETH,2,319,6,0.3591,0.815,,,
smart-contracts,2023-08-25 23:59:59,2023-08-29 23:59:59,ETH,2,275,5,0.1427,,,,
smart-contracts,2023-09-08 23:59:59,2023-09-18 23:59:59,ETH,2,473,9,0.9969,,,,
smart-contracts,2023-12-22 23:59:59,2024-01-01 23:59:59,ETH,2,539,10,-0.34,-0.0338,0.295,,
smart-contracts,2024-06-20 23:59:59,2024-07-04 23:59:59,ETH,2,900,15,0.3766,0.0078,0.3333,-0.5162,
smart-contracts,2024-07-13 23:59:59,2024-07-19 23:59:59,ETH,2,416,7,-0.6583,-0.1869,,,
smart-contracts,2024-07-30 23:59:59,2024-08-07 23:59:59,ETH,2,466,8,-0.27,-0.5832,,,
smart-contracts,2024-09-23 23:59:59,2024-09-30 23:59:59,ETH,2,455,8,0.1156,-0.0544,0.0446,,
smart-contracts,2024-11-22 23:59:59,2024-12-04 23:59:59,ETH,2,747,13,-0.3172,-0.2071,0.4924,-0.3979,
smart-contracts,2025-02-03 23:59:59,2025-02-16 23:59:59,ETH,2,770,14,0.3625,-0.4881,0.2195,0.3839,
smart-contracts,2025-03-01 23:59:59,2025-03-05 23:59:59,ETH,2,283,5,0.6471,,,,
smart-contracts,2025-07-07 23:59:59,2025-07-11 23:59:59,ETH,2,276,5,0.9159,,,,
smart-contracts,2025-10-17 23:59:59,2025-10-25 23:59:59,ETH,2,418,9,0.7407,0.0766,-0.7627,,
smart-contracts,2026-01-16 23:59:59,2026-01-20 23:59:59,ETH,2,228,5,0.1231,,,,
smart-contracts,2026-04-04 23:59:59,2026-04-09 23:59:59,ETH,2,258,6,0.5052,-0.6215,,,
smart-contracts,2026-05-08 23:59:59,2026-05-12 23:59:59,ETH,2,223,5,0.4139,,,,
smart-contracts,2026-06-15 23:59:59,2026-06-19 23:59:59,ETH,2,195,5,0.2266,,,,
smart-contracts,2026-07-04 23:59:59,2026-07-09 23:59:59,ETH,2,229,6,0.1676,-0.7963,,,
smart-contracts,2026-07-19 23:59:59,2026-07-24 23:59:59,ETH,2,227,6,-0.7336,0.5534,,,
smart-contracts,2026-07-31 23:59:59,2026-08-07 23:59:59,ETH,2,334,8,-0.5553,0.5671,-0.7789,,
smart-contracts,2026-08-18 23:59:59,2026-08-23 23:59:59,ETH,2,244,6,-0.1848,-0.2683,,,
social-money,2021-08-24 23:59:59,2021-08-30 23:59:59,RLY,305,7,7,0.5439,-0.5993,,,
social-money,2021-10-07 23:59:59,2021-10-14 23:59:59,RLY,306,8,8,-0.2955,-0.4352,-0.1321,,
social-money,2021-10-22 23:59:59,2021-10-28 23:59:59,RLY,215,7,7,-0.1549,0.3011,,,
social-money,2021-12-03 23:59:59,2021-12-09 23:59:59,RLY,218,7,7,0.6296,-0.1697,,,
social-money,2026-02-15 23:59:59,2026-02-20 23:59:59,MY,288,6,6,-0.214,-0.5225,,,
social-money,2026-03-07 23:59:59,2026-03-11 23:59:59,MY,315,5,5,0.3625,,,,
social-token,2024-04-20 23:59:59,2024-04-26 23:59:59,ACE,379,7,7,0.546,0.3795,,,
social-token,2024-05-20 23:59:59,2024-06-03 23:59:59,TOKEN,408,15,15,0.1165,-0.2956,0.2212,0.4663,
social-token,2024-06-14 23:59:59,2024-06-26 23:59:59,ACE,345,13,13,0.8486,-0.028,0.2576,-0.7779,
social-token,2024-07-11 23:59:59,2024-07-17 23:59:59,ACE,351,7,7,0.6165,-0.4009,,,
social-token,2024-10-30 23:59:59,2024-11-05 23:59:59,UXLINK,402,7,7,-0.2174,0.6025,,,
social-token,2024-12-20 23:59:59,2024-12-27 23:59:59,UXLINK,309,6,6,,,,,
social-token,2025-04-03 23:59:59,2025-04-09 23:59:59,KAITO,159,7,7,0.3899,-0.5909,,,
social-token,2025-08-28 23:59:59,2025-09-03 23:59:59,KAITO,172,7,7,0.4273,0.2225,,,
software,2024-12-27 23:59:59,2025-01-02 23:59:59,EGLD,104,7,7,-0.7101,0.693,,,
solana-ecosystem,2021-07-29 23:59:59,2021-08-04 23:59:59,USDT,3,126,7,0.5121,-0.5376,,,
solana-ecosystem,2021-08-15 23:59:59,2021-08-23 23:59:59,USDT,5,171,9,0.504,0.2745,0.1643,,
solana-ecosystem,2021-08-29 23:59:59,2021-09-13 23:59:59,USDT,5,392,16,-0.3094,0.2619,-0.3758,0.2138,
solana-ecosystem,2021-10-22 23:59:59,2021-10-26 23:59:59,USDT,5,140,5,0.5833,,,,
solana-ecosystem,2021-12-20 23:59:59,2021-12-27 23:59:59,USDT,4,221,8,-0.0977,-0.2974,-0.3723,,
solana-ecosystem,2023-01-03 23:59:59,2023-01-17 23:59:59,USDT,3,287,15,-0.2283,-0.0574,0.5479,0.5457,
solana-ecosystem,2023-01-24 23:59:59,2023-01-28 23:59:59,USDT,3,95,5,-0.8672,,,,
solana-ecosystem,2023-02-03 23:59:59,2023-02-07 23:59:59,USDT,3,100,5,-0.9903,,,,
solana-ecosystem,2023-04-15 23:59:59,2023-04-19 23:59:59,USDT,3,91,5,-0.7832,,,,
solana-ecosystem,2023-06-20 23:59:59,2023-06-25 23:59:59,USDT,3,84,5,,,,,
solana-ecosystem,2023-07-13 23:59:59,2023-07-17 23:59:59,USDT,3,80,5,-0.0102,,,,
solana-ecosystem,2023-08-06 23:59:59,2023-08-13 23:59:59,USDT,3,115,7,0.1149,,,,
solana-ecosystem,2024-02-11 23:59:59,2024-02-16 23:59:59,USDT,3,195,6,0.0209,-0.183,,,
solana-ecosystem,2024-02-27 23:59:59,2024-03-03 23:59:59,USDT,3,204,6,0.51,0.0373,,,
solana-ecosystem,2024-04-19 23:59:59,2024-04-24 23:59:59,USDT,3,221,6,-0.7053,0.0564,,,
solana-ecosystem,2024-05-02 23:59:59,2024-05-06 23:59:59,USDT,3,183,5,0.9997,,,,
solana-ecosystem,2024-06-24 23:59:59,2024-07-03 23:59:59,USDT,3,440,10,-0.3864,0.4322,0.608,,
solana-ecosystem,2024-07-14 23:59:59,2024-07-27 23:59:59,USDT,3,615,14,-0.8622,-0.1771,0.3982,0.1334,
solana-ecosystem,2024-08-09 23:59:59,2024-08-13 23:59:59,USDT,3,228,5,-0.9382,,,,
solana-ecosystem,2024-09-23 23:59:59,2024-09-30 23:59:59,USDT,3,384,8,-0.7937,0.2645,-0.4406,,
solana-ecosystem,2024-10-25 23:59:59,2024-10-31 23:59:59,USDT,3,352,7,-0.669,0.3542,,,
solana-ecosystem,2025-01-18 23:59:59,2025-01-22 23:59:59,ETH,2,610,5,0.2634,,,,
solana-ecosystem,2025-02-03 23:59:59,2025-02-09 23:59:59,ETH,2,837,7,0.2065,-0.68,,,
solana-ecosystem,2025-02-11 23:59:59,2025-02-16 23:59:59,ETH,2,721,6,0.6091,-0.7444,,,
solana-ecosystem,2025-02-27 23:59:59,2025-03-05 23:59:59,ETH,2,862,7,0.1622,-0.247,,,
solana-ecosystem,2025-04-21 23:59:59,2025-04-29 23:59:59,SOL,6,955,9,0.1102,0.3034,0.1476,,
solana-ecosystem,2025-07-08 23:59:59,2025-07-16 23:59:59,SOL,6,1021,9,0.3411,0.4369,-0.2803,,
solana-ecosystem,2026-01-05 23:59:59,2026-01-09 23:59:59,SOL,6,551,5,0.6693,,,,
solana-ecosystem,2026-02-14 23:59:59,2026-02-19 23:59:59,SOL,7,667,6,0.8607,-0.2898,,,
solana-ecosystem,2026-03-13 23:59:59,2026-03-20 23:59:59,SOL,7,907,8,0.8154,0.0364,-0.8207,,
solana-ecosystem,2026-06-12 23:59:59,2026-06-19 23:59:59,XRP,6,1238,8,-0.3868,-0.0687,0.9434,,
solana-ecosystem,2026-06-21 23:59:59,2026-07-11 23:59:59,XRP,6,3302,21,-0.0138,-0.1721,0.0651,-0.026,0.136
solana-ecosystem,2026-07-21 23:59:59,2026-07-27 23:59:59,XRP,6,1115,7,-0.3552,-0.0852,,,
solana-ecosystem,2026-07-30 23:59:59,2026-08-08 23:59:59,XRP,6,1211,10,0.5567,-0.0124,-0.8152,,
solana-ecosystem,2026-08-13 23:59:59,2026-08-23 23:59:59,XRP,6,1341,11,-0.023,0.422,0.567,,
soneium-ecosystem,2025-11-27 23:59:59,2025-12-03 23:59:59,SUPER,191,7,7,0.7024,-0.7632,,,
soneium-ecosystem,2026-07-19 23:59:59,2026-07-25 23:59:59,ETH,2,14,7,0.175,0.3885,,,
soneium-ecosystem,2026-07-30 23:59:59,2026-08-04 23:59:59,ETH,2,12,6,-0.43,0.2833,,,
soneium-ecosystem,2026-08-19 23:59:59,2026-08-23 23:59:59,ETH,2,10,5,-0.2533,,,,
sonic-ecosystem,2025-09-19 23:59:59,2025-09-28 23:59:59,USDC,7,30,10,0.9906,-0.3204,0.0758,,
sonic-ecosystem,2025-10-21 23:59:59,2025-10-26 23:59:59,USDC,7,24,6,0.6067,-0.3937,,,
sonic-ecosystem,2025-12-16 23:59:59,2025-12-21 23:59:59,USDC,6,24,6,0.9608,-0.4063,,,
sonic-ecosystem,2026-01-18 23:59:59,2026-01-22 23:59:59,USDC,7,22,5,0.8876,,,,
sonic-ecosystem,2026-06-02 23:59:59,2026-06-08 23:59:59,USDC,5,35,7,0.5844,0.3724,,,
sonic-ecosystem,2026-08-16 23:59:59,2026-08-20 23:59:59,USDC,5,30,5,0.989,,,,
sora-ecosystem,2025-03-20 23:59:59,2025-03-24 23:59:59,ETH,2,30,5,0.8888,,,,
sora-ecosystem,2025-05-08 23:59:59,2025-05-14 23:59:59,ETH,2,35,7,0.948,0.0973,,,
sora-ecosystem,2025-12-02 23:59:59,2025-12-06 23:59:59,ETH,2,20,5,0.4684,,,,
sora-ecosystem,2026-02-13 23:59:59,2026-02-19 23:59:59,ETH,2,28,7,0.2343,0.1298,,,
sora-ecosystem,2026-02-21 23:59:59,2026-02-25 23:59:59,ETH,2,20,5,-0.1301,,,,
sora-ecosystem,2026-03-19 23:59:59,2026-03-23 23:59:59,ETH,2,20,5,0.696,,,,
sora-ecosystem,2026-04-15 23:59:59,2026-04-23 23:59:59,ETH,2,36,9,0.0148,0.3348,0.0095,,
sora-ecosystem,2026-05-11 23:59:59,2026-05-16 23:59:59,ETH,2,24,6,-0.6268,0.7232,,,
sora-ecosystem,2026-06-13 23:59:59,2026-06-26 23:59:59,ETH,2,56,14,0.5254,-0.0053,0.0244,-0.7077,
sora-ecosystem,2026-07-06 23:59:59,2026-07-12 23:59:59,ETH,2,28,7,0.0086,0.332,,,
sora-ecosystem,2026-07-14 23:59:59,2026-07-18 23:59:59,ETH,2,20,5,0.305,,,,
sora-ecosystem,2026-07-20 23:59:59,2026-08-02 23:59:59,ETH,2,56,14,0.5967,-0.3056,-0.3576,-0.159,
sora-ecosystem,2026-08-18 23:59:59,2026-08-23 23:59:59,ETH,2,24,6,-0.1601,-0.7249,,,
spartan-group,2022-05-30 23:59:59,2022-06-05 23:59:59,DOT,11,133,7,0.0727,-0.2298,,,
spartan-group,2022-07-03 23:59:59,2022-07-09 23:59:59,DOT,12,131,7,0.654,-0.803,,,
spartan-group,2022-07-17 23:59:59,2022-07-21 23:59:59,DOT,12,91,5,0.7799,,,,
spartan-group,2022-07-27 23:59:59,2022-08-05 23:59:59,DOT,11,180,10,0.2711,0.2602,-0.0942,,
spartan-group,2022-09-25 23:59:59,2022-10-01 23:59:59,DOT,11,130,7,0.0588,-0.3964,,,
spartan-group,2022-10-26 23:59:59,2022-11-01 23:59:59,DOT,12,134,7,0.5765,-0.2241,,,
spartan-group,2022-11-28 23:59:59,2022-12-02 23:59:59,DOT,11,90,5,-0.2864,,,,
spartan-group,2023-01-04 23:59:59,2023-01-17 23:59:59,DOT,13,236,14,0.1327,0.6932,-0.4323,0.482,
spartan-group,2023-01-23 23:59:59,2023-01-29 23:59:59,DOT,12,119,7,0.9589,-0.5261,,,
spartan-group,2023-04-08 23:59:59,2023-04-18 23:59:59,DOT,11,198,11,-0.1288,0.4472,0.3981,,
spartan-group,2023-04-28 23:59:59,2023-05-03 23:59:59,DOT,11,108,6,0.8635,-0.256,,,
spartan-group,2023-06-20 23:59:59,2023-06-29 23:59:59,DOT,13,155,9,0.8463,-0.1515,,,
spartan-group,2024-06-20 23:59:59,2024-06-26 23:59:59,DOT,15,120,7,0.4898,-0.1973,,,
spartan-group,2024-07-11 23:59:59,2024-07-20 23:59:59,DOT,14,167,10,0.4745,-0.3061,-0.102,,
spartan-group,2024-09-20 23:59:59,2024-09-30 23:59:59,DOT,16,185,11,0.9088,-0.1162,0.1994,,
spartan-group,2024-11-25 23:59:59,2024-11-29 23:59:59,DOT,15,86,5,-0.2584,,,,
spartan-group,2025-02-03 23:59:59,2025-02-09 23:59:59,DOT,21,102,7,0.8253,0.4738,,,
spartan-group,2025-02-11 23:59:59,2025-02-15 23:59:59,DOT,22,79,5,0.9668,,,,
spartan-group,2025-07-09 23:59:59,2025-07-13 23:59:59,DOT,23,74,5,0.9092,,,,
spartan-group,2025-11-28 23:59:59,2025-12-03 23:59:59,DOT,30,50,6,0.8844,-0.3124,,,
spartan-group,2026-02-23 23:59:59,2026-03-01 23:59:59,DOT,34,63,7,-0.4084,0.5472,,,
spartan-group,2026-03-19 23:59:59,2026-03-25 23:59:59,DOT,33,73,7,0.2333,-0.7704,,,
spartan-group,2026-04-01 23:59:59,2026-04-08 23:59:59,DOT,37,80,8,0.5016,-0.6422,0.3747,,
spartan-group,2026-05-18 23:59:59,2026-05-23 23:59:59,DOT,36,48,6,0.7828,-0.6595,,,
spartan-group,2026-06-13 23:59:59,2026-06-22 23:59:59,DOT,42,80,10,0.7101,0.251,0.5999,,
spartan-group,2026-06-30 23:59:59,2026-07-08 23:59:59,DOT,43,72,9,0.61,-0.7534,0.3285,,
spartan-group,2026-07-10 23:59:59,2026-07-23 23:59:59,DOT,44,112,14,0.0283,-0.0989,0.1623,-0.2115,
spartan-group,2026-08-19 23:59:59,2026-08-23 23:59:59,SKY,45,49,5,0.7329,,,,
sports,2021-04-16 23:59:59,2021-04-24 23:59:59,CHZ,37,9,9,0.0563,-0.0612,-0.1357,,
sports,2021-07-12 23:59:59,2021-07-20 23:59:59,CHZ,58,18,9,0.1443,-0.0591,-0.1753,,
sports,2022-08-20 23:59:59,2022-08-25 23:59:59,CHZ,47,6,6,0.6217,-0.5748,,,
sports,2022-10-25 23:59:59,2022-10-31 23:59:59,CHZ,44,14,7,0.7225,-0.3068,,,
sports,2022-11-02 23:59:59,2022-11-08 23:59:59,CHZ,36,17,7,0.0821,-0.2108,,,
sports,2022-11-17 23:59:59,2022-11-21 23:59:59,CHZ,32,23,5,0.8999,,,,
sports,2023-04-21 23:59:59,2023-04-25 23:59:59,CHZ,58,20,5,0.1154,,,,
sports,2023-05-03 23:59:59,2023-05-07 23:59:59,CHZ,54,18,5,0.1868,,,,
sports,2023-07-03 23:59:59,2023-07-07 23:59:59,FGC,202,5,5,0.7541,,,,
sports,2023-08-23 23:59:59,2023-09-06 23:59:59,CHZ,74,15,14,0.7619,-0.1044,0.52,0.5781,
sports,2023-09-24 23:59:59,2023-10-01 23:59:59,CHZ,73,7,7,-0.5746,,,,
sports,2023-10-03 23:59:59,2023-10-08 23:59:59,CHZ,71,6,6,0.0134,0.4843,,,
sports,2024-01-22 23:59:59,2024-01-26 23:59:59,CHZ,75,5,5,,,,,
sports,2025-09-08 23:59:59,2025-09-13 23:59:59,CHZ,137,6,6,0.4414,0.8531,,,
sports,2025-09-25 23:59:59,2025-09-29 23:59:59,CHZ,136,5,5,0.8191,,,,
sports,2025-10-16 23:59:59,2025-10-21 23:59:59,CHZ,140,6,6,0.3217,-0.3909,,,
sports,2025-11-02 23:59:59,2025-11-10 23:59:59,CHZ,140,5,5,,,,,
sports,2025-12-01 23:59:59,2025-12-07 23:59:59,CHZ,135,6,6,,,,,
sports,2025-12-15 23:59:59,2025-12-22 23:59:59,CHZ,126,8,8,-0.7388,-0.031,0.4747,,
stablecoin,2020-09-03 23:59:59,2020-09-14 23:59:59,USDT,3,147,12,0.9996,-0.522,-0.0545,-0.5141,
stablecoin,2020-09-16 23:59:59,2020-09-27 23:59:59,USDT,3,147,12,0.9997,-0.1831,-0.3774,0.2432,
stablecoin,2021-02-25 23:59:59,2021-03-01 23:59:59,USDT,4,79,5,1.0,,,,
stablecoin,2021-04-18 23:59:59,2021-04-26 23:59:59,USDT,5,147,9,1.0,0.1541,0.2498,,
stablecoin,2021-05-15 23:59:59,2021-05-25 23:59:59,USDT,6,217,11,0.9999,-0.509,-0.4403,,
stablecoin,2021-06-09 23:59:59,2021-06-13 23:59:59,USDT,3,109,5,1.0,,,,
stablecoin,2021-06-20 23:59:59,2021-06-27 23:59:59,USDT,3,178,8,0.9999,-0.0917,-0.0364,,
stablecoin,2021-07-10 23:59:59,2021-07-22 23:59:59,USDT,3,288,13,1.0,-0.0771,0.2749,0.5924,
stablecoin,2021-09-07 23:59:59,2021-09-13 23:59:59,USDT,5,141,7,0.9996,-0.3381,,,
stablecoin,2021-09-19 23:59:59,2021-09-30 23:59:59,USDT,5,233,11,0.9999,0.1166,-0.015,,
stablecoin,2021-11-30 23:59:59,2021-12-11 23:59:59,USDT,4,232,12,0.9997,0.1318,-0.4096,-0.2653,
stablecoin,2022-02-16 23:59:59,2022-02-27 23:59:59,USDT,3,259,12,0.9986,0.0908,0.5266,0.1746,
stablecoin,2022-04-29 23:59:59,2022-05-03 23:59:59,USDT,3,109,5,0.9993,,,,
stablecoin,2022-05-08 23:59:59,2022-05-17 23:59:59,USDT,3,238,10,0.9994,-0.1586,0.063,,
stablecoin,2022-06-11 23:59:59,2022-06-19 23:59:59,USDT,3,241,9,0.9998,-0.3781,-0.0051,,
stablecoin,2022-08-17 23:59:59,2022-08-24 23:59:59,USDT,3,215,8,0.9999,0.0098,0.635,,
stablecoin,2022-09-16 23:59:59,2022-09-24 23:59:59,USDT,3,260,9,1.0,-0.404,0.4549,,
stablecoin,2022-10-10 23:59:59,2022-10-14 23:59:59,USDT,3,144,5,0.9999,,,,
stablecoin,2022-11-08 23:59:59,2022-11-15 23:59:59,USDT,3,232,8,0.9999,-0.1736,0.047,,
stablecoin,2022-12-16 23:59:59,2022-12-22 23:59:59,USDT,3,203,7,1.0,-0.5603,,,
stablecoin,2023-02-27 23:59:59,2023-03-12 23:59:59,USDT,3,328,14,0.995,0.2634,-0.6202,0.0705,
stablecoin,2023-03-24 23:59:59,2023-03-28 23:59:59,USDT,3,119,5,1.0,,,,
stablecoin,2023-04-19 23:59:59,2023-04-27 23:59:59,USDT,3,212,9,0.9999,0.0997,0.1606,,
stablecoin,2023-05-06 23:59:59,2023-05-14 23:59:59,USDT,3,193,8,0.9994,-0.3769,,,
stablecoin,2023-06-08 23:59:59,2023-06-16 23:59:59,USDT,3,179,8,0.9994,-0.0666,,,
stablecoin,2023-08-16 23:59:59,2023-08-22 23:59:59,USDT,3,172,7,0.9997,0.223,,,
stablecoin,2024-03-18 23:59:59,2024-03-22 23:59:59,USDT,3,83,5,1.0,,,,
stablecoin,2024-04-02 23:59:59,2024-04-07 23:59:59,USDT,3,96,6,1.0,-0.1345,,,
stablecoin,2024-04-12 23:59:59,2024-04-19 23:59:59,USDT,3,134,8,0.9999,-0.1938,-0.2429,,
stablecoin,2024-04-27 23:59:59,2024-05-02 23:59:59,USDT,3,104,6,0.9998,-0.0653,,,
stablecoin,2024-06-06 23:59:59,2024-06-26 23:59:59,USDT,3,420,21,0.9999,-0.3463,0.2033,0.2052,-0.598
stablecoin,2024-07-02 23:59:59,2024-07-10 23:59:59,USDT,3,189,9,1.0,-0.0541,0.4824,,
stablecoin,2024-07-24 23:59:59,2024-07-28 23:59:59,USDT,3,106,5,1.0,,,,
stablecoin,2024-07-30 23:59:59,2024-08-07 23:59:59,USDT,3,172,8,1.0,-0.2333,,,
