episode_id,variant,boundary,direction,known_pos,state_A_at_h,state_B_at_h,abs_disp_A_at_h,abs_disp_B_at_h,mean_abs_disp_A_win,mean_abs_disp_B_win,persist_dur,stage
RK-A-d+1-b1-e1217-k1217,RKEY_A,1.0,1,1217,0.0,2.0,0.639689119876534,2.0653931499781413,0.3974088866577133,1.653442787509879,0.0,development
RK-A-d+1-b1-e1338-k1338,RKEY_A,1.0,1,1338,0.0,2.0,0.24305874975115002,2.4613584203121937,0.8486508303850026,1.8557663396783521,0.0,development
RK-A-d+1-b1-e1358-k1358,RKEY_A,1.0,1,1358,3.0,2.0,3.809005384897602,2.4926908569243724,3.142047110154659,1.8257325821814085,0.0,development
RK-A-d+1-b1-e1546-k1546,RKEY_A,1.0,1,1546,2.0,0.0,2.1239707505834042,0.7632590025072526,0.7936336243835583,1.1872467291678668,3.0,development
RK-A-d+1-b1-e1653-k1653,RKEY_A,1.0,1,1653,1.0,0.0,1.2579479339727855,0.5335919110435214,0.494437596415801,1.29710224860062,0.0,development
RK-A-d+1-b1-e1670-k1670,RKEY_A,1.0,1,1670,3.0,5.0,3.7596951109262027,5.659477301319485,6.1411378588166565,6.141137858816713,0.0,development
RK-A-d+1-b1-e1722-k1722,RKEY_A,1.0,1,1722,1.0,0.0,1.126523366528286,0.01775131390379408,1.1563113401384832,0.43783884755500385,0.0,development
RK-A-d+1-b1-e1744-k1744,RKEY_A,1.0,1,1744,2.0,0.0,2.796271280351272,0.7969562165976175,3.3199791477584526,1.7104509587837995,0.0,development
RK-A-d+1-b1-e1822-k1822,RKEY_A,1.0,1,1822,1.0,0.0,1.4890828924697284,0.3982111945904403,0.928713665947123,0.3391370120182306,0.0,development
RK-A-d+1-b1-e1842-k1842,RKEY_A,1.0,1,1842,1.0,0.0,1.3295097696705593,0.04032054853814237,1.4505565338131594,0.30649457903985117,0.0,development
RK-A-d+1-b1-e1937-k1937,RKEY_A,1.0,1,1937,5.0,7.0,5.056053913238676,7.434672813176809,4.471875560452922,6.850494460391129,19.0,development
RK-A-d+1-b1-e2055-k2055,RKEY_A,1.0,1,2055,1.0,2.0,1.2216369799962716,2.945186655690436,0.6016125992921738,2.2733049593900456,1.0,development
RK-A-d+1-b1-e2058-k2058,RKEY_A,1.0,1,2058,0.0,0.0,0.4765054943911978,0.6511342260249224,0.6180139598097684,0.5988023277566782,0.0,development
RK-A-d+1-b1-e2075-k2075,RKEY_A,1.0,1,2075,5.0,2.0,5.116977874233812,2.2597138921351374,3.1202610660916097,3.234508579827145,3.0,development
RK-A-d+1-b1-e2319-k2319,RKEY_A,1.0,1,2319,5.0,10.0,5.77224625119353,10.05309728115464,4.382356730724808,8.663207760685909,362.0,development
RK-A-d+1-b1-e2322-k2322,RKEY_A,1.0,1,2322,0.0,2.0,0.76069137959328,2.0016330148607673,0.8828013244906949,2.1237429597581476,16.0,development
RK-A-d+1-b1-e2396-k2396,RKEY_A,1.0,1,2396,0.0,1.0,0.2194408637828134,1.3540198515519684,0.6093500065625713,1.9714871572588677,0.0,development
RK-A-d+1-b1-e2404-k2404,RKEY_A,1.0,1,2404,0.0,0.0,0.35662103584440075,0.6577941094503756,0.3807907914197665,0.6856206370720049,1.0,development
RK-A-d+1-b1-e2411-k2411,RKEY_A,1.0,1,2411,0.0,1.0,0.2007973220068458,1.8082342508980398,0.9730952631629634,0.9021094427210153,0.0,development
RK-A-d+1-b1-e2428-k2428,RKEY_A,1.0,1,2428,2.0,0.0,2.0215337428278404,0.8583744705459062,0.7269667067654902,0.9063851419171041,1.0,development
RK-A-d+1-b1-e2512-k2512,RKEY_A,1.0,1,2512,1.0,3.0,1.197465697603399,3.185487174111757,0.9419435241822655,2.769244895715417,1.0,development
RK-A-d+1-b1-e2562-k2562,RKEY_A,1.0,1,2562,1.0,1.0,1.3524456618717842,1.5069955001733972,1.9154963708739132,0.9439447911710707,0.0,development
RK-A-d+1-b1-e2796-k2796,RKEY_A,1.0,1,2796,1.0,0.0,1.983058948079019,0.7679059693763436,2.383777987589884,1.5684140824185782,0.0,development
RK-A-d+1-b1-e2848-k2848,RKEY_A,1.0,1,2848,0.0,1.0,0.07323167517780159,1.9275069872230024,0.2177362604674815,1.9666123127669524,3.0,development
RK-A-d+1-b1-e2920-k2920,RKEY_A,1.0,1,2920,0.0,1.0,0.1021369971924218,1.1013416080436804,0.4123200827722277,1.0483022740576653,1.0,development
RK-A-d+1-b1-e2975-k2975,RKEY_A,1.0,1,2975,1.0,0.0,1.7210264886613762,0.6782265969487818,1.0972333528454263,0.5063915780422672,0.0,development
RK-A-d+1-b1-e2992-k2992,RKEY_A,1.0,1,2992,3.0,2.0,3.6286802296795604,2.5926666151608364,3.644957159098474,2.60894354457991,0.0,development
RK-A-d+1-b1-e3036-k3036,RKEY_A,1.0,1,3036,1.0,0.0,1.864448265578865,0.06741411802815177,0.9620721627418948,0.8574333574848171,0.0,development
RK-A-d+1-b1-e3050-k3050,RKEY_A,1.0,1,3050,11.0,13.0,11.723702807584768,13.377519633332351,5.195828147452688,6.849644973200093,47.0,development
RK-A-d+1-b1-e3053-k3053,RKEY_A,1.0,1,3053,9.0,11.0,9.522957022337016,11.81835806265715,7.944048569270027,10.239449609590025,29.0,development
RK-A-d+1-b1-e3055-k3055,RKEY_A,1.0,1,3055,0.0,4.0,0.20433652647613446,4.297649569275724,0.3865967574354337,4.355678396457672,4.0,development
RK-A-d+1-b1-e3484-k3484,RKEY_A,1.0,1,3484,10.0,9.0,10.712803190813927,9.304351497551597,6.864459538813375,5.5342748867920655,0.0,development
RK-A-d+1-b1-e3636-k3636,RKEY_A,1.0,1,3636,8.0,5.0,8.182874626484193,5.655428634242554,4.1720510742730195,1.7714621647202191,0.0,development
RK-A-d+1-b1-e3679-k3679,RKEY_A,1.0,1,3679,9.0,8.0,9.488812297967327,8.429988544278679,4.951314586538956,4.117158789479198,0.0,development
RK-A-d+1-b1-e3813-k3813,RKEY_A,1.0,1,3813,1.0,0.0,1.0811142967299938,0.8154244160341559,0.7262619037475425,1.2035309272361288,1.0,development
RK-A-d+1-b1-e3971-k3971,RKEY_A,1.0,1,3971,2.0,0.0,2.1243495596874027,0.3126861813025595,1.2305633649829038,1.4478106320966557,1.0,development
RK-A-d+1-b1-e4013-k4013,RKEY_A,1.0,1,4013,5.0,2.0,5.190575544949135,2.6746880211260513,1.892214844926264,3.018192396487042,1.0,development
RK-A-d+1-b1-e4237-k4237,RKEY_A,1.0,1,4237,1.0,1.0,1.0381646032409455,1.7070046126621266,0.8402930887781302,2.250708935026037,1.0,development
RK-A-d+1-b1-e4261-k4261,RKEY_A,1.0,1,4261,1.0,2.0,1.4854220372087705,2.705608862688749,1.1170105355847018,2.3371973610646,45.0,development
RK-A-d+1-b1-e4359-k4359,RKEY_A,1.0,1,4359,0.0,1.0,0.09504909413590051,1.2121804342615285,0.5780963798407742,1.505110141787126,2.0,development
RK-A-d+1-b1-e4564-k4564,RKEY_A,1.0,1,4564,2.0,3.0,2.612613199878849,3.839755947327581,1.5554347680292782,2.373529932994852,1.0,development
RK-A-d+1-b1-e4734-k4734,RKEY_A,1.0,1,4734,1.0,3.0,1.4506824559540543,3.0875977229934546,0.7293189308102271,2.193397893420054,3.0,development
RK-A-d+1-b1-e4809-k4809,RKEY_A,1.0,1,4809,4.0,3.0,4.315259884537966,3.104025940239277,3.37790113309171,2.974156484991985,0.0,development
RK-A-d+1-b1-e4960-k4960,RKEY_A,1.0,1,4960,0.0,2.0,0.09699297583086414,2.092552403877603,0.33943151584805964,2.3349909438947205,18.0,development
RK-A-d+1-b1-e5052-k5052,RKEY_A,1.0,1,5052,0.0,1.0,0.14099769698417514,1.9427622196183645,0.25853757011088435,1.7588590726794877,0.0,development
RK-A-d+1-b1-e5093-k5093,RKEY_A,1.0,1,5093,7.0,5.0,7.560589984069774,5.318542137571164,1.9936369536791518,3.470548293756489,4.0,development
RK-A-d+1-b1-e5095-k5095,RKEY_A,1.0,1,5095,3.0,2.0,3.780547190678326,2.4849157737457506,3.6158341749869236,3.0850022650534084,1.0,development
RK-A-d+1-b1-e5119-k5119,RKEY_A,1.0,1,5119,11.0,10.0,11.23544011954754,10.223365447153967,4.972997543505321,4.003868970167143,0.0,development
RK-A-d+1-b1-e5243-k5243,RKEY_A,1.0,1,5243,2.0,1.0,2.3457307731101142,1.9487170693994678,2.3100808310567014,1.9843670114528476,0.0,development
RK-A-d+1-b1-e5387-k5387,RKEY_A,1.0,1,5387,2.0,0.0,2.3063208904612242,0.08048623242536655,1.5281579679578705,1.9038387002386845,2.0,development
RK-A-d+1-b1-e5412-k5412,RKEY_A,1.0,1,5412,0.0,3.0,0.23880241581659345,3.166283524740071,0.3515439969861887,3.0998987357417516,1.0,development
RK-A-d+1-b1-e5435-k5435,RKEY_A,1.0,1,5435,2.0,6.0,2.2188903713677335,6.224315498571235,1.6881494811202131,4.332951728932958,0.0,development
RK-A-d+1-b1-e5624-k5624,RKEY_A,1.0,1,5624,1.0,1.0,1.5926492864192805,1.4074347655454273,2.092910235124928,1.1487600685847557,0.0,development
RK-A-d+1-b1-e5650-k5650,RKEY_A,1.0,1,5650,5.0,3.0,5.382781135386699,3.760387734951805,3.364728550462092,1.7423351500271533,0.0,development
RK-A-d+1-b1-e5723-k5723,RKEY_A,1.0,1,5723,4.0,1.0,4.426271262373706,1.1936469057091983,3.412221339588742,0.9272502567828892,0.0,development
RK-A-d+1-b1-e6106-k6106,RKEY_A,1.0,1,6106,2.0,1.0,2.680612847090291,1.2919110567743919,1.6892067687545225,1.128873842165071,0.0,development
RK-A-d+1-b1-e6108-k6108,RKEY_A,1.0,1,6108,1.0,0.0,1.6107917939421128,0.023352201079508597,2.9151528683142254,1.3277132754517593,0.0,development
RK-A-d+1-b1-e6221-k6221,RKEY_A,1.0,1,6221,2.0,0.0,2.367435066457366,0.8187780064508955,1.6980681912247837,0.6656982461914676,0.0,development
RK-A-d+1-b1-e6275-k6275,RKEY_A,1.0,1,6275,1.0,3.0,1.0007425644017445,3.683867674126148,3.1457572478638762,5.828882357588174,1914.0,development
RK-A-d+1-b1-e6314-k6314,RKEY_A,1.0,1,6314,1.0,2.0,1.492783553562501,2.726431253894837,1.1520315468864255,2.0285951558991653,1.0,development
RK-A-d+1-b1-e6329-k6329,RKEY_A,1.0,1,6329,2.0,1.0,2.981505328742701,1.5205094454850137,2.1141783028505343,1.6271796750980831,2.0,development
RK-A-d+1-b1-e6408-k6408,RKEY_A,1.0,1,6408,0.0,1.0,0.06203044750089577,1.3339069136893325,0.8737645984744463,0.6256473955072358,0.0,development
RK-A-d+1-b1-e6415-k6415,RKEY_A,1.0,1,6415,9.0,11.0,9.45850804302902,11.797004928620725,6.5257698217567,8.823786882469799,0.0,development
RK-A-d+1-b1-e6418-k6418,RKEY_A,1.0,1,6418,1.0,3.0,1.9033383072267767,3.7765180823764712,6.737979538758456,8.611159313908066,193.0,development
RK-A-d+1-b1-e6445-k6445,RKEY_A,1.0,1,6445,0.0,1.0,0.7693442270734748,1.5216896933380621,0.7276154415765497,1.5634184788351924,0.0,development
RK-A-d+1-b1-e6827-k6827,RKEY_A,1.0,1,6827,2.0,0.0,2.9246440077496203,0.8711964107846846,2.0429214958755186,0.7742558675156376,0.0,development
RK-A-d+1-b1-e6972-k6972,RKEY_A,1.0,1,6972,6.0,9.0,6.226180995544246,9.271406090119449,3.2792220669623275,5.859259190808719,0.0,development
RK-A-d+1-b1-e6975-k6975,RKEY_A,1.0,1,6975,3.0,5.0,3.363062067820588,5.214516416634818,2.7703276050631804,4.621781953877552,43.0,development
RK-A-d+1-b1-e6977-k6977,RKEY_A,1.0,1,6977,0.0,1.0,0.8708898542589917,1.7789063307870825,0.6276321699441759,2.0221640151019993,0.0,development
RK-A-d+1-b1-e6991-k6991,RKEY_A,1.0,1,6991,1.0,3.0,1.9800683943806856,3.6001180353955013,0.9962070246783942,2.519585576371647,3.0,development
RK-A-d+1-b1-e7058-k7058,RKEY_A,1.0,1,7058,0.0,0.0,0.7175973056227772,0.7934214155183708,0.6858942411579855,1.844419288541988,4.0,development
RK-A-d+1-b1-e7060-k7060,RKEY_A,1.0,1,7060,1.0,0.0,1.0001246584781163,0.5202438075343868,1.5904969277084733,0.6037096795793078,0.0,development
RK-A-d+1-b1-e7069-k7069,RKEY_A,1.0,1,7069,3.0,6.0,3.2664781081219747,6.319236689836476,2.164025610553472,5.216784192268123,216.0,development
RK-A-d+1-b1-e7093-k7093,RKEY_A,1.0,1,7093,3.0,4.0,3.038924407817555,4.697017374903891,1.525676029643968,2.807759160633521,0.0,development
RK-A-d+1-b1-e7118-k7118,RKEY_A,1.0,1,7118,0.0,2.0,0.8167663073550628,2.674553792574572,1.4647656715634827,3.322553156783046,15.0,development
RK-A-d+1-b1-e7120-k7120,RKEY_A,1.0,1,7120,0.0,1.0,0.014431276428779383,1.2415740003511333,0.582120448462002,1.034571903279126,1.0,development
RK-A-d+1-b1-e7168-k7168,RKEY_A,1.0,1,7168,0.0,0.0,0.2193810204808751,0.9605302265774144,0.15882403123885344,1.0279418007729546,0.0,development
RK-A-d+1-b1-e7500-k7500,RKEY_A,1.0,1,7500,3.0,4.0,3.4960233749517458,4.688778733163378,2.3673444204852783,3.560099778696957,310.0,development
RK-A-d+1-b1-e7502-k7502,RKEY_A,1.0,1,7502,1.0,3.0,1.7230656008275544,3.1730220058590675,1.1512548768212103,2.6012112818526347,307.0,development
RK-A-d+1-b1-e7507-k7507,RKEY_A,1.0,1,7507,1.0,0.0,1.2411612087627586,0.015141644790049126,0.5297084600111476,0.7013583188916109,0.0,development
RK-A-d+1-b1-e7534-k7534,RKEY_A,1.0,1,7534,3.0,4.0,3.0188190330514524,4.748487512235874,2.1009452188098763,3.0781661002229193,0.0,development
RK-A-d+1-b1-e7537-k7537,RKEY_A,1.0,1,7537,1.0,3.0,1.5622575845345987,3.1259917633250507,1.0465583689477445,2.6102925477383434,30.0,development
RK-A-d+1-b1-e7539-k7539,RKEY_A,1.0,1,7539,0.0,1.0,0.15498520450764858,1.3643482357051455,0.3564267897796581,1.4159516749785988,0.0,development
RK-A-d+1-b1-e7563-k7563,RKEY_A,1.0,1,7563,3.0,2.0,3.4918832373283206,2.043512981536497,2.729594355697752,1.5197773488162551,0.0,development
RK-A-d+1-b1-e7697-k7697,RKEY_A,1.0,1,7697,1.0,2.0,1.135218893637022,2.607278727142663,0.8047911253305763,2.2448619589657786,2.0,development
RK-A-d+1-b1-e8220-k8220,RKEY_A,1.0,1,8220,0.0,2.0,0.5480776478522315,2.2994421412583,0.9162769324103048,2.667641425816511,12.0,development
RK-A-d+1-b1-e8222-k8222,RKEY_A,1.0,1,8222,0.0,0.0,0.9408884237595763,0.1420609131599932,0.7219383479786331,0.4202079586123895,0.0,development
RK-A-d+1-b1-e8307-k8307,RKEY_A,1.0,1,8307,2.0,4.0,2.4602514796700823,4.256247128695607,1.7013838919714255,2.2943556946439263,1.0,development
RK-A-d+1-b1-e8314-k8314,RKEY_A,1.0,1,8314,0.0,0.0,0.6778887170273469,0.8797323188349033,0.49068628923303637,1.3421881935223585,0.0,development
RK-A-d+1-b1-e8335-k8335,RKEY_A,1.0,1,8335,1.0,0.0,1.71122999641672,0.22091050323244996,3.313592210974923,1.455088545736432,0.0,development
RK-A-d+1-b1-e8791-k8791,RKEY_A,1.0,1,8791,0.0,3.0,0.8742251011148303,3.0136676652658334,0.5944816175435707,3.4361135355054273,0.0,development
RK-A-d+1-b1-e8935-k8935,RKEY_A,1.0,1,8935,2.0,5.0,2.08344652354055,5.190046651352567,0.663598152154544,3.7701982799666545,25.0,development
RK-A-d+1-b1-e8941-k8941,RKEY_A,1.0,1,8941,2.0,0.0,2.0901854903083263,0.7645801219246684,0.677818336585767,0.9026470724394412,0.0,development
RK-A-d+1-b1-e8959-k8959,RKEY_A,1.0,1,8959,6.0,3.0,6.072421469384495,3.9909179722013874,5.408978362314684,3.3274748651314856,0.0,development
RK-A-d+1-b1-e9274-k9274,RKEY_A,1.0,1,9274,0.0,2.0,0.22016975235820752,2.3429972358737206,0.9043968150907916,1.2918205858773517,0.0,development
RK-A-d+1-b1-e9293-k9293,RKEY_A,1.0,1,9293,2.0,0.0,2.222974515273969,0.2301349328715107,1.4711709083965445,0.6836123708736125,0.0,development
RK-A-d+1-b1-e9317-k9317,RKEY_A,1.0,1,9317,8.0,6.0,8.08208264655096,6.702970624707222,7.197258639849937,6.277850625287386,1.0,development
RK-B-d+1-b1-e110-k111,RKEY_B,1.0,1,111,7.0,10.0,7.7380095375511075,10.092318468479807,6.123355308446844,8.477664239375533,623.0,development
RK-B-d+1-b1-e113-k114,RKEY_B,1.0,1,114,1.0,1.0,1.7256223997257047,1.6161824999268075,1.5013605392050147,1.8404443604474794,0.0,development
RK-B-d+1-b1-e135-k138,RKEY_B,1.0,1,138,1.0,3.0,1.3646776929362308,3.4485251382615894,1.0132097145638619,3.0740719184647882,0.0,development
RK-B-d+1-b1-e145-k149,RKEY_B,1.0,1,149,2.0,0.0,2.393397810420709,0.9876980589926405,1.0842905805862753,1.0145294077003444,0.0,development
RK-B-d+1-b1-e182-k183,RKEY_B,1.0,1,183,7.0,9.0,7.290144874898564,9.310829080481067,5.937352494092999,7.958036699675489,212.0,development
RK-B-d+1-b1-e200-k204,RKEY_B,1.0,1,204,2.0,3.0,2.4719095633599704,3.9324125715367475,1.5346857232558788,2.9415796492970476,0.0,development
RK-B-d+1-b1-e208-k211,RKEY_B,1.0,1,211,2.0,4.0,2.7090737297552887,4.1519227467000785,2.495409369478599,3.938258386423572,93.0,development
RK-B-d+1-b1-e216-k220,RKEY_B,1.0,1,220,1.0,0.0,1.8571694682749758,0.782195946733664,1.5966298143073148,1.596629814307349,3.0,development
RK-B-d+1-b1-e428-k429,RKEY_B,1.0,1,429,1.0,0.0,1.3076932928861458,0.323481857567308,1.315314124396921,0.42122109844306926,0.0,development
RK-B-d+1-b1-e440-k442,RKEY_B,1.0,1,442,8.0,6.0,8.454553989208742,6.7263620957702095,2.675935170570027,3.2519991350495387,4.0,development
RK-B-d+1-b1-e590-k592,RKEY_B,1.0,1,592,0.0,1.0,0.3482506488856819,1.448701602103238,1.019255801731629,2.622740742050062,4.0,development
RK-B-d+1-b1-e680-k682,RKEY_B,1.0,1,682,5.0,7.0,5.439551654932501,7.12716460338737,3.326154343621999,5.013767292076877,9.0,development
RK-B-d+1-b1-e686-k687,RKEY_B,1.0,1,687,6.0,4.0,6.02848374233143,4.729720520182577,3.6844830832350097,2.8186409351357926,1.0,development
RK-B-d+1-b1-e872-k874,RKEY_B,1.0,1,874,12.0,11.0,12.637520662981078,11.482770442364782,6.570680543755728,5.415930323139588,0.0,development
RK-B-d+1-b1-e985-k988,RKEY_B,1.0,1,988,2.0,1.0,2.7071636599781623,1.027281999008003,2.063342522737092,1.5033819690803736,2.0,development
RK-B-d+1-b1-e1000-k1002,RKEY_B,1.0,1,1002,2.0,4.0,2.69847920198978,4.021789338219229,2.396136955509666,3.7194470917391125,45.0,development
RK-B-d+1-b1-e1022-k1023,RKEY_B,1.0,1,1023,0.0,2.0,0.16680917295633024,2.6250022096234624,0.574215294895256,3.011223401953881,4.0,development
RK-B-d+1-b1-e1215-k1217,RKEY_B,1.0,1,1217,0.0,2.0,0.639689119876534,2.0653931499781413,0.3974088866577133,1.653442787509879,0.0,development
RK-B-d+1-b1-e1336-k1338,RKEY_B,1.0,1,1338,0.0,2.0,0.24305874975115002,2.4613584203121937,0.8486508303850026,1.8557663396783521,0.0,development
RK-B-d+1-b1-e1355-k1358,RKEY_B,1.0,1,1358,3.0,2.0,3.809005384897602,2.4926908569243724,3.142047110154659,1.8257325821814085,0.0,development
RK-B-d+1-b1-e1386-k1387,RKEY_B,1.0,1,1387,11.0,9.0,11.720646273198623,9.439128330445557,8.844055220376482,6.8551704746831446,0.0,development
RK-B-d+1-b1-e1542-k1546,RKEY_B,1.0,1,1546,2.0,0.0,2.1239707505834042,0.7632590025072526,0.7936336243835583,1.1872467291678668,3.0,development
RK-B-d+1-b1-e1649-k1653,RKEY_B,1.0,1,1653,1.0,0.0,1.2579479339727855,0.5335919110435214,0.494437596415801,1.29710224860062,0.0,development
RK-B-d+1-b1-e1666-k1670,RKEY_B,1.0,1,1670,3.0,5.0,3.7596951109262027,5.659477301319485,6.1411378588166565,6.141137858816713,0.0,development
RK-B-d+1-b1-e1718-k1722,RKEY_B,1.0,1,1722,1.0,0.0,1.126523366528286,0.01775131390379408,1.1563113401384832,0.43783884755500385,0.0,development
RK-B-d+1-b1-e1742-k1744,RKEY_B,1.0,1,1744,2.0,0.0,2.796271280351272,0.7969562165976175,3.3199791477584526,1.7104509587837995,0.0,development
RK-B-d+1-b1-e1819-k1822,RKEY_B,1.0,1,1822,1.0,0.0,1.4890828924697284,0.3982111945904403,0.928713665947123,0.3391370120182306,0.0,development
RK-B-d+1-b1-e1837-k1838,RKEY_B,1.0,1,1838,0.0,0.0,0.9779083769164967,0.531523730057733,1.6826708110156696,1.8598453877016263,0.0,development
RK-B-d+1-b1-e1933-k1937,RKEY_B,1.0,1,1937,5.0,7.0,5.056053913238676,7.434672813176809,4.471875560452922,6.850494460391129,19.0,development
RK-B-d+1-b1-e2053-k2055,RKEY_B,1.0,1,2055,1.0,2.0,1.2216369799962716,2.945186655690436,0.6016125992921738,2.2733049593900456,1.0,development
RK-B-d+1-b1-e2073-k2075,RKEY_B,1.0,1,2075,5.0,2.0,5.116977874233812,2.2597138921351374,3.1202610660916097,3.234508579827145,3.0,development
RK-B-d+1-b1-e2150-k2151,RKEY_B,1.0,1,2151,1.0,4.0,1.7454656982005619,4.766789555314242,1.37140854460541,4.392732401719118,37.0,development
RK-B-d+1-b1-e2247-k2248,RKEY_B,1.0,1,2248,8.0,6.0,8.119379269812853,6.787122934287702,4.252336847392781,2.9511799817684667,0.0,development
RK-B-d+1-b1-e2314-k2315,RKEY_B,1.0,1,2315,20.0,21.0,20.26583465575131,21.836861951377067,9.107746507841993,10.678773803467948,1535.0,development
RK-B-d+1-b1-e2319-k2320,RKEY_B,1.0,1,2320,0.0,5.0,0.8292349136626568,5.110085943623632,0.6763239011298658,4.287312661238025,0.0,development
RK-B-d+1-b1-e2394-k2396,RKEY_B,1.0,1,2396,0.0,1.0,0.2194408637828134,1.3540198515519684,0.6093500065625713,1.9714871572588677,0.0,development
RK-B-d+1-b1-e2402-k2404,RKEY_B,1.0,1,2404,0.0,0.0,0.35662103584440075,0.6577941094503756,0.3807907914197665,0.6856206370720049,1.0,development
RK-B-d+1-b1-e2409-k2411,RKEY_B,1.0,1,2411,0.0,1.0,0.2007973220068458,1.8082342508980398,0.9730952631629634,0.9021094427210153,0.0,development
RK-B-d+1-b1-e2424-k2428,RKEY_B,1.0,1,2428,2.0,0.0,2.0215337428278404,0.8583744705459062,0.7269667067654902,0.9063851419171041,1.0,development
RK-B-d+1-b1-e2510-k2512,RKEY_B,1.0,1,2512,1.0,3.0,1.197465697603399,3.185487174111757,0.9419435241822655,2.769244895715417,1.0,development
RK-B-d+1-b1-e2558-k2559,RKEY_B,1.0,1,2559,2.0,4.0,2.529440287498278,4.317524411403421,2.0333147496972006,3.821398873602291,26.0,development
RK-B-d+1-b1-e2793-k2796,RKEY_B,1.0,1,2796,1.0,0.0,1.983058948079019,0.7679059693763436,2.383777987589884,1.5684140824185782,0.0,development
RK-B-d+1-b1-e2828-k2829,RKEY_B,1.0,1,2829,0.0,4.0,0.38660082376224536,4.029072126458889,0.3490035327142911,3.502189012963978,0.0,development
RK-B-d+1-b1-e2844-k2848,RKEY_B,1.0,1,2848,0.0,1.0,0.07323167517780159,1.9275069872230024,0.2177362604674815,1.9666123127669524,3.0,development
RK-B-d+1-b1-e2917-k2920,RKEY_B,1.0,1,2920,0.0,1.0,0.1021369971924218,1.1013416080436804,0.4123200827722277,1.0483022740576653,1.0,development
RK-B-d+1-b1-e2971-k2975,RKEY_B,1.0,1,2975,1.0,0.0,1.7210264886613762,0.6782265969487818,1.0972333528454263,0.5063915780422672,0.0,development
RK-B-d+1-b1-e2987-k2988,RKEY_B,1.0,1,2988,2.0,0.0,2.1680655825797386,0.6687388249310645,1.5827888987797643,2.058500013688523,1.0,development
RK-B-d+1-b1-e3032-k3036,RKEY_B,1.0,1,3036,1.0,0.0,1.864448265578865,0.06741411802815177,0.9620721627418948,0.8574333574848171,0.0,development
RK-B-d+1-b1-e3046-k3050,RKEY_B,1.0,1,3050,11.0,13.0,11.723702807584768,13.377519633332351,5.195828147452688,6.849644973200093,47.0,development
RK-B-d+1-b1-e3053-k3055,RKEY_B,1.0,1,3055,0.0,4.0,0.20433652647613446,4.297649569275724,0.3865967574354337,4.355678396457672,4.0,development
