historical_date,cmc_id,rank,rank_band,ret_1d,sigma_t0,fwd1_cum,fwd2_cum,fwd3_cum,fwd5_cum,fwd7_cum,fwd10_cum,fwd14_cum,fwd21_cum,fwd30_cum,rank_vel_1d,rank_vel_3d,rank_vel_7d,rank_vel_14d,rank_vel_30d,volume_24h_usd,vol_prev7_med,listing_age_days,log10_mcap,mcap_q_within_date,momentum_state,top500_breadth_30d,top500_dispersion_30d,mkt_vol_30d,btc_ret_1d,eth_ret_1d,z1,sign,ns,cls,family,fwd7_sigma,reversal,subperiod,event_id,price_outcome,pre_rank_state,fwd_rank_vel_7d,rank_outcome,price_recovered,price_new_low,rank_recovered,rank_decayed,cross_state,response_class,resp3,rank_depth_rel,vol_med,cell,age_in_cell,BTC_UP,RISK_ON,field_imp_max14
2024-06-03 23:59:59,258,723,501-750,-0.098576054,0.032846782,-0.044923708,-0.044895902,-0.07901467,-0.088057205,-0.09204835,-0.13461338,-0.3666479,-0.3836345,-0.40162322,-33.0,-38.0,-44.0,-81.0,-96.0,5.895175e+06,686569.25,3706,7.5919104,3.0,SHORT_COLD_MEDIUM_COLD,0.442,0.2854898141993506,0.04044785,0.015544687,-0.0038368502,3.0010872,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-1.0591908,0,2024,LF2EV_258_20240603,CONTINUED_DECLINE,RANK_DETERIORATING,-21.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,0.018175245548703645,0.04044784998097771,HIGH_BREADTH_LOW_DISP,2.0,1.0,1.0,0.274
2025-03-19 23:59:59,268,960,751-1000,-0.15347335,0.060281873,-0.04447763,-0.07260572,-0.08101908,-0.08083744,-0.097236946,-0.107181296,-0.11828346,-0.2824415,-0.42572218,-67.0,-11.0,-27.0,13.0,143.0,169143.67,181830.9,3988,7.086395,2.0,SHORT_HOT_MEDIUM_COLD,0.098,0.2111264292493519,0.06199884,0.049997564,0.06478805,2.5459287,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.60967106,0,2025-2026,LF2EV_268_20250319,CONTINUED_DECLINE,RANK_DETERIORATING,-41.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.08887209376534444,0.06199884187108534,LOW_BREADTH_LOW_DISP,10.0,0.0,0.0,0.12
2022-03-05 23:59:59,372,712,501-750,-0.20397769,0.05428274,-0.0132541135,0.017392792,0.023609554,0.058261406,-0.007846972,-0.04816497,0.10560524,0.13057052,0.101348154,-69.0,-57.0,-67.0,-73.0,-45.0,67554.52,33211.96,2818,7.383176,3.0,SHORT_COLD_MEDIUM_COLD,0.246,0.5445169675521239,0.05512739,0.0067193815,0.018216394,3.7576897,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.054637562,0,2022,LF2EV_372_20220305,PARTIAL_REBOUND,RANK_DETERIORATING,4.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,WEAK_RESPONSE,WEAK_DELAYED,-0.0467796612895261,0.055127387968254477,LOW_BREADTH_HIGH_DISP,3.0,1.0,1.0,0.208
2022-06-26 23:59:59,372,785,751-1000,-0.14293619,0.06261787,0.042392943,0.045489557,0.0421967,0.22935742,0.19169027,0.24507265,0.22421846,0.29988503,0.32321683,-33.0,-47.0,-78.0,-10.0,-64.0,16574.51,11379.09,2931,6.9321895,3.0,SHORT_COLD_MEDIUM_COLD,0.186,0.19804215752232032,0.06261011,-0.022092639,-0.035076115,2.282674,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,1.1570517,1,2022,LF2EV_372_20220626,LATE_RECOVERY,RANK_DETERIORATING,57.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.027978917583149854,0.06261011191991825,LOW_BREADTH_LOW_DISP,14.0,0.0,0.0,0.12
2021-03-04 23:59:59,406,1264,1001-1500,-0.21146037,0.07500741,0.0077136448,-0.38401222,-0.40964317,-0.08824233,-0.6738916,-0.4206143,9.62704,9.582769,11.415574,-80.0,-1.0,-5.0,-30.0,-116.0,94.04,274.58,2445,6.241674,1.0,SHORT_COLD_MEDIUM_COLD,0.73,1.2818729437146237,0.099589914,-0.03912042,-0.021536803,2.8191931,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-3.3957593,0,2020-2021,LF2EV_406_20210304,PARTIAL_REBOUND,RANK_DETERIORATING,-362.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,WEAK_RESPONSE,WEAK_DELAYED,-0.26182989807763,0.0995899166604948,HIGH_BREADTH_HIGH_DISP,17.0,1.0,1.0,0.020000000000000018
2021-03-06 23:59:59,406,1429,1001-1500,-0.39172587,0.079640575,-0.025630932,0.5803264,0.2957699,-0.28987935,0.67571,-0.20947312,10.019105,10.013996,11.635102,-158.0,-245.0,-167.0,-198.0,-259.0,,201.8,2447,6.0291104,1.0,SHORT_COLD_MEDIUM_COLD,0.726,1.0979366131836366,0.09769466,-0.00030499994,0.079220325,4.918672,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,3.2068374,1,2020-2021,LF2EV_406_20210306,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,-246.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,RESPONDS,RESPONDS,-0.11960733793345146,0.0976946590165549,HIGH_BREADTH_HIGH_DISP,19.0,1.0,1.0,0.040000000000000036
2021-07-03 23:59:59,506,1573,1501-2000,-0.3894043,0.18277979,0.017565632,-0.023737298,-0.012487913,-0.052493818,-0.031985816,0.041167386,-0.060487207,0.05151486,0.21414463,-180.0,-190.0,-188.0,-12.0,-81.0,0.01,,2527,6.029806,1.0,SHORT_COLD_MEDIUM_COLD,0.086,0.2352778890773732,0.0782423,0.022760088,0.035382554,2.130456,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.06614245,0,2020-2021,LF2EV_506_20210703,FULL_REVERSAL,RANK_DETERIORATING,1.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,NO_RESPONSE,NO_RESPONSE,-0.034394431267898484,0.07824229903727364,LOW_BREADTH_LOW_DISP,34.0,0.0,0.0,0.124
2022-09-07 23:59:59,624,996,751-1000,-0.0067850323,0.0023833597,0.00058467046,0.00025031337,0.009236586,0.0084273545,0.00023552614,-0.0015388229,-0.019619705,-0.034627397,-0.012939392,-13.0,-1.0,-6.0,11.0,30.0,1.6569784e+06,1.5730654e+06,2906,6.6104336,2.0,SHORT_COLD_MEDIUM_COLD,0.1,0.30418354774786704,0.042154204,0.02402931,0.043641984,2.8468351,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.037350852,1,2022,LF2EV_624_20220907,LATE_RECOVERY,RANK_DETERIORATING,-7.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.0073231299486991586,0.04215420591435445,LOW_BREADTH_LOW_DISP,13.0,0.0,0.0,0.062
2021-05-29 23:59:59,707,828,751-1000,-0.29104677,0.09918945,0.10556218,-0.025709366,0.11470847,0.031718183,0.04803088,0.033170175,0.08834783,0.030005643,-0.14313164,-86.0,-70.0,-38.0,-92.0,-80.0,29535.09,37258.68,2401,7.071982,3.0,SHORT_COLD_MEDIUM_COLD,0.072,0.32078462767027605,0.12476508,-0.030297223,-0.058015518,2.934251,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.18302315,1,2020-2021,LF2EV_707_20210529,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,-128.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,RESPONDS,RESPONDS,-0.09690717380145286,0.12476508026875398,LOW_BREADTH_HIGH_DISP,18.0,0.0,0.0,0.03
2021-07-25 23:59:59,760,1391,1001-1500,-0.18492915,0.087264515,0.47360802,0.39574328,0.23715545,0.4141321,0.46725023,0.5547758,0.60820305,0.613316,0.49791685,-81.0,-79.0,-73.0,-99.0,-102.0,390230.8,189766.4,2415,6.2502704,1.0,SHORT_COLD_MEDIUM_COLD,0.61,0.7676423969449535,0.055716135,0.030844726,0.000984362,2.1191792,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,2.0237777,1,2020-2021,LF2EV_760_20210725,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,62.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.027361294636070732,0.055716134065337514,HIGH_BREADTH_HIGH_DISP,5.0,1.0,1.0,0.496
2020-07-14 23:59:59,895,927,751-1000,-0.10689449,0.039133538,0.07107739,0.13230954,0.11795887,0.104013026,0.11987777,0.13100095,0.31774247,0.2895369,0.16427721,-3.0,-41.0,-43.0,-51.0,-82.0,5954.114,12374.021,1911,6.3993115,3.0,SHORT_COLD_MEDIUM_COLD,0.54,0.5272634815070575,0.0434242,-4.3320575e-05,0.0025329622,2.7315316,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,1.1578187,1,2020-2021,LF2EV_895_20200714,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,-6.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,RESPONDS,RESPONDS,-0.08641451649295784,0.04342420009701307,HIGH_BREADTH_HIGH_DISP,14.0,0.0,1.0,0.14399999999999996
2020-10-20 23:59:59,1008,703,501-750,-0.15842153,0.0632605,-0.094768085,-0.0059060585,-0.17066705,-0.39077777,-0.3644987,-0.9990654,-1.1843855,-1.5432994,-0.9810138,-51.0,0.0,-50.0,-158.0,205.0,2984.833,1175.0162,1916,6.665275,3.0,SHORT_COLD_MEDIUM_COLD,0.212,0.2966206210214056,0.053517338,0.014843931,-0.028422432,2.5042725,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-2.1777816,0,2020-2021,LF2EV_1008_20201020,CONTINUED_DECLINE,RANK_DETERIORATING,-118.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.08648292944125274,0.05351733744194595,LOW_BREADTH_LOW_DISP,2.0,1.0,1.0,0.28
2020-12-24 23:59:59,1107,688,501-750,-0.49621695,0.1933682,0.09497848,0.04860394,0.09083239,0.1611813,0.38363406,0.9401011,0.47704366,1.0081892,0.98732644,-180.0,-174.0,-12.0,-99.0,-81.0,9827.34,6.0934896,1879,6.7880154,3.0,SHORT_COLD_MEDIUM_COLD,0.342,1.2930272662365037,0.06513113,0.02128125,0.047784638,2.5661767,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.74986506,1,2020-2021,LF2EV_1107_20201224,LATE_RECOVERY,RANK_DETERIORATING,59.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.0042308126132424295,0.06513112863479986,HIGH_BREADTH_HIGH_DISP,6.0,1.0,1.0,0.316
2020-07-25 23:59:59,1156,756,751-1000,-0.6345075,0.20356905,-0.052500732,0.77447873,0.43837163,0.8832193,1.915596,1.892662,2.6511166,2.7442472,3.1375804,-7.0,7.0,-42.0,785.0,-53.0,120514.18,133089.9,1647,4.7037535,0.0,SHORT_COLD_MEDIUM_COLD,0.658,0.6135923432543491,0.046305604,0.014702987,0.08896841,3.1169152,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,3.5566669,1,2020-2021,LF2EV_1156_20200725,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,-17.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,RESPONDS,RESPONDS,-0.05654673235104535,0.04630560449290041,HIGH_BREADTH_HIGH_DISP,25.0,1.0,1.0,0.09999999999999998
2021-04-01 23:59:59,1172,887,751-1000,-0.40391752,0.15566999,0.7849711,0.8373594,0.84023243,0.31598195,1.1689632,0.8335207,0.9659972,0.4795869,0.83740133,-161.0,-205.0,-233.0,-233.0,-318.0,34792.08,10777.48,1871,7.185958,2.0,SHORT_COLD_MEDIUM_COLD,0.744,1.8035739992081248,0.07553204,0.003003713,0.030711006,2.594704,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,2.8382256,1,2020-2021,LF2EV_1172_20210401,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,151.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,0.28499209691476857,0.07553204045620802,HIGH_BREADTH_HIGH_DISP,45.0,1.0,1.0,0.04600000000000004
2025-03-02 23:59:59,1298,1816,1501-2000,-0.13433188,0.06678485,0.056707583,0.10560277,0.23236838,0.16501638,0.111078575,0.2625288,0.23453943,0.19806777,0.51043916,-80.0,-65.0,-74.0,-100.0,24.0,1451.85,837.87,3160,6.200049,0.0,SHORT_COLD_MEDIUM_COLD,0.082,0.25816370242313214,0.05895473,0.09550454,0.13671625,2.0114124,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.6286419,1,2025-2026,LF2EV_1298_20250302,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,115.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.022013790213055884,0.05895473119767556,LOW_BREADTH_LOW_DISP,10.0,0.0,0.0,0.08399999999999999
2026-06-13 23:59:59,1320,753,751-1000,-0.1863246,0.07369045,0.25044924,0.24516307,0.23278886,0.16669166,0.0425327,0.13217793,0.08355959,0.07968222,0.30089065,-83.0,-70.0,-100.0,-122.0,-191.0,564120.6,1.9712096e+06,3612,7.3772616,3.0,SHORT_COLD_MEDIUM_COLD,0.142,0.629585662590465,0.036418457,0.01381937,0.009060481,2.5284767,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.21815377,1,2025-2026,LF2EV_1320_20260613,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,-3.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,RESPONDS,RESPONDS,-0.08762046369203597,0.03641845736187851,LOW_BREADTH_HIGH_DISP,19.0,0.0,0.0,0.062
2022-03-20 23:59:59,1473,1980,1501-2000,-0.37938222,0.1742996,0.40362233,0.5819169,0.20464334,0.36021185,0.4486657,0.8701214,0.9207801,0.8676199,1.2857943,-162.0,-89.0,-5.0,-18.0,-23.0,31.06,36.15,1930,5.6708336,0.0,SHORT_COLD_MEDIUM_COLD,0.324,0.2565945619418082,0.049114153,-0.022346893,-0.029121019,2.1766098,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.9729208,1,2022,LF2EV_1473_20220320,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,6.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.0396561791527722,0.04911415309327841,HIGH_BREADTH_LOW_DISP,2.0,1.0,1.0,0.5519999999999999
2021-01-06 23:59:59,1500,943,751-1000,-0.19370274,0.073345944,-0.11338674,0.028738834,-0.10095676,-0.19187619,-0.09277171,-0.07869829,-0.11530394,-0.16047068,-0.15018375,-83.0,-3.0,-32.0,-79.0,-95.0,24615.43,34666.94,1459,6.509698,2.0,SHORT_HOT_MEDIUM_COLD,0.584,2.375645621211483,0.06448588,0.08331076,0.09736867,2.6409469,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.47806883,0,2020-2021,LF2EV_1500_20210106,CONTINUED_DECLINE,RANK_DETERIORATING,-151.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.18370072083602706,0.06448588077792233,HIGH_BREADTH_HIGH_DISP,7.0,1.0,1.0,0.28
2020-10-23 23:59:59,1587,669,501-750,-0.36324263,0.12514964,0.3114153,0.51596016,0.32113937,0.6126427,0.59428674,0.62003994,0.66083133,0.65320027,0.63189656,-109.0,-71.0,-103.0,-18.0,126.0,1758.3889,1054.5425,1307,6.725477,3.0,SHORT_COLD_MEDIUM_COLD,0.502,0.3675580973689592,0.04776333,-0.0026494337,-0.009682365,2.9024665,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,1.7948058,1,2020-2021,LF2EV_1587_20201023,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,RESPONDS,RESPONDS,-0.10602582806367411,0.04776333004166411,HIGH_BREADTH_HIGH_DISP,1.0,1.0,1.0,0.28
2021-03-07 23:59:59,1587,845,751-1000,-0.137477,0.044810295,0.187622,0.19575459,0.46165758,0.7498601,0.9435171,1.1468152,1.1374079,1.1188949,1.1678672,-40.0,-61.0,-87.0,-43.0,-220.0,1997.59,13121.13,1442,6.970217,3.0,SHORT_COLD_MEDIUM_COLD,0.694,1.0248066468620476,0.09612131,0.046906553,0.041343182,3.067978,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,7.9583488,1,2020-2021,LF2EV_1587_20210307,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,170.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.032321029316269456,0.09612130747537084,HIGH_BREADTH_HIGH_DISP,20.0,1.0,1.0,0.040000000000000036
2021-06-30 23:59:59,1587,834,751-1000,-0.1538231,0.065333374,-0.10390164,-0.11047158,0.008004786,-0.089951985,-0.10732279,-0.007937578,-0.1281957,-0.11608705,-0.08541059,-58.0,-73.0,-58.0,-89.0,-117.0,51.18,1596.8,1557,6.98673,3.0,SHORT_COLD_MEDIUM_COLD,0.114,0.22425655493678487,0.08109536,-0.023055248,0.0526569,2.3544335,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.62088025,0,2020-2021,LF2EV_1587_20210630,CONTINUED_DECLINE,RANK_DETERIORATING,-44.0,RANK_CONTINUED_DETERIORATION,0,0,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.07637967604866708,0.08109535730451334,LOW_BREADTH_LOW_DISP,31.0,0.0,0.0,0.124
