event_id,exit_date,first_destination,days_to_destination,motif,state_tp1,state_tp3,state_tp5,state_tp7,state_tp14,state_tp30,top500_breadth_30d_tp1,top500_breadth_30d_tp3,top500_breadth_30d_tp5,top500_breadth_30d_tp7,top500_breadth_30d_tp14,top500_breadth_30d_tp30,vol_med_tp1,vol_med_tp3,vol_med_tp5,vol_med_tp7,vol_med_tp14,vol_med_tp30,top3_share_chg7_tp1,top3_share_chg7_tp3,top3_share_chg7_tp5,top3_share_chg7_tp7,top3_share_chg7_tp14,top3_share_chg7_tp30,btc_return_7d_tp1,btc_return_7d_tp3,btc_return_7d_tp5,btc_return_7d_tp7,btc_return_7d_tp14,btc_return_7d_tp30,med_ret30_51_200_tp1,med_ret30_51_200_tp3,med_ret30_51_200_tp5,med_ret30_51_200_tp7,med_ret30_51_200_tp14,med_ret30_51_200_tp30
EXIT_010,2021-10-28,BTC_CONCENTRATION,1,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BROAD_RISK_EXPANSION,ETH_BROADENING,0.782,0.654,0.674,0.69,0.68,0.47,0.05254,0.04999,0.05119,0.05157,0.05217,0.06084,0.00156,-0.00315,0.00302,-0.00846,0.00308,-0.00096,0.0253,0.00637,0.04742,0.01369,0.05692,-0.08178,0.24422,0.12168,0.13919,0.13501,0.16306,0.00979
EXIT_011,2021-11-04,MIXED_NO_CLEAR_ROUTE,2,STABLE_NO_ROUTE,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BROAD_RISK_EXPANSION,STABLECOIN_PARKING,STABLECOIN_PARKING,0.664,0.648,0.69,0.68,0.396,0.226,0.05139,0.05095,0.05018,0.05217,0.05669,0.0652,-0.01129,-0.00262,0.00015,0.00308,-0.00699,0.00073,-0.01771,0.03275,0.05924,0.05692,-0.12329,-0.10242,0.12467,0.14486,0.19054,0.16306,-0.00472,-0.19631
EXIT_012,2022-03-06,MIXED_NO_CLEAR_ROUTE,8,BREADTH_FADE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,STABLECOIN_PARKING,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,0.102,0.118,0.076,0.118,0.324,0.812,0.05262,0.05339,0.05291,0.05105,0.04911,0.04266,-0.00613,-0.00508,-0.0034,-0.00154,0.0029,-0.00658,-0.1188,-0.04419,-0.00875,-0.01484,0.08978,-0.04023,-0.22847,-0.2169,-0.26922,-0.20424,-0.05021,0.31388
EXIT_013,2022-03-21,BROAD_RISK_EXPANSION,9,SUCCESS,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,0.528,0.684,0.756,0.756,0.806,0.532,0.04852,0.04686,0.04634,0.04721,0.04356,0.04962,-0.00305,-0.00654,-0.00296,0.00436,-0.00822,-0.00162,0.07677,0.07349,0.05476,0.14728,-0.01072,0.00504,0.0366,0.15119,0.21799,0.19776,0.27767,0.00352
EXIT_014,2022-03-23,BROAD_RISK_EXPANSION,7,SUCCESS,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,SMALL_CAP_ROTATION,0.684,0.756,0.756,0.74,0.806,0.324,0.04686,0.04634,0.04721,0.04343,0.04771,0.04936,-0.00654,-0.00296,0.00436,-0.00252,0.00363,-0.00238,0.07349,0.05476,0.14728,0.09721,-0.08193,-0.02005,0.15119,0.21799,0.19776,0.19643,0.18621,-0.06509
EXIT_015,2022-03-26,BROAD_RISK_EXPANSION,4,SUCCESS,BTC_CONCENTRATION,MID_CAP_ROTATION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,0.758,0.82,0.68,0.758,0.772,0.204,0.04694,0.04658,0.04379,0.04571,0.0477,0.04815,-0.00125,3e-05,-0.00369,-0.00701,0.00605,0.00028,0.1351,0.12056,0.03589,0.03074,-0.0673,-0.00901,0.20928,0.28354,0.13211,0.25519,0.15238,-0.11403
EXIT_016,2022-03-29,BROAD_RISK_EXPANSION,1,SUCCESS,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,0.74,0.746,0.826,0.812,0.73,0.098,0.04343,0.04563,0.04332,0.04266,0.05159,0.04759,-0.00252,-0.00897,-0.00975,-0.00658,0.00504,0.00425,0.09721,0.04358,-0.00784,-0.04023,-0.11917,-0.01859,0.19643,0.21288,0.3684,0.31388,0.09376,-0.22537
EXIT_017,2022-06-11,CAPITAL_EXIT,2,UNCLASSIFIED,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,CAPITAL_EXIT,CAPITAL_EXIT,CAPITAL_EXIT,CAPITAL_EXIT,0.174,0.076,0.072,0.072,0.196,0.174,0.05839,0.06121,0.06331,0.06085,0.06298,0.05848,0.00255,-0.02018,-0.02891,-0.04374,-0.00663,0.0032,-0.10513,-0.28723,-0.32314,-0.32944,0.13065,-0.01289,-0.17365,-0.33091,-0.35846,-0.32403,-0.12051,-0.1237
EXIT_018,2022-10-09,MIXED_NO_CLEAR_ROUTE,1,BREADTH_DIVERSITY_NO_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,0.122,0.124,0.166,0.232,0.276,0.182,0.03454,0.03436,0.03128,0.03086,0.02442,0.04319,-0.00018,0.00063,0.00641,0.00734,0.00696,-0.00509,-0.02457,-0.04976,-0.01848,-0.00917,0.01551,-0.0949,-0.14203,-0.1638,-0.1327,-0.08825,-0.07295,-0.13677
EXIT_019,2022-10-22,BTC_CONCENTRATION,1,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,0.276,0.374,0.356,0.47,0.578,0.136,0.02442,0.02532,0.02599,0.0268,0.03159,0.06765,0.00696,0.00701,0.00622,0.00293,-0.0086,-0.00095,0.01551,0.03938,0.06466,0.08383,0.0223,-0.05,-0.07295,-0.03103,-0.02473,-0.00288,0.04441,-0.24378
EXIT_020,2022-10-29,MIXED_NO_CLEAR_ROUTE,15,BREADTH_DIVERSITY_NO_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,ETH_BROADENING,NARROW_LEADERSHIP,CAPITAL_EXIT,0.458,0.52,0.366,0.578,0.142,0.1,0.02665,0.02696,0.02796,0.03159,0.0655,0.06875,0.00075,-0.00595,-0.0091,-0.0086,0.00157,-0.00463,0.05461,0.01938,-0.00374,0.0223,-0.21066,0.02724,0.00023,0.01237,-0.02185,0.04441,-0.20358,-0.26458
EXIT_021,2022-12-16,BTC_CONCENTRATION,4,MID_SNAPBACK,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,0.298,0.184,0.368,0.23,0.116,0.862,0.03653,0.03699,0.03667,0.03473,0.0323,0.02938,0.01489,0.013,0.00835,0.00383,0.0045,0.00933,-0.01948,-0.04456,-0.05602,0.00898,-0.01157,0.22173,-0.05887,-0.12932,-0.02488,-0.10282,-0.18872,0.22831
EXIT_022,2022-12-19,BTC_CONCENTRATION,1,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,0.334,0.29,0.232,0.246,0.134,0.838,0.0369,0.03609,0.034,0.03391,0.03262,0.03103,0.00804,0.0089,0.00607,0.00269,0.00048,0.01579,-0.04921,-0.03078,0.00314,0.02921,-0.01367,0.15355,-0.04065,-0.05429,-0.09746,-0.11044,-0.15882,0.21673
EXIT_023,2022-12-30,MIXED_NO_CLEAR_ROUTE,1,BREADTH_DIVERSITY_NO_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,LARGE_ALT_ROTATION,0.126,0.134,0.166,0.196,0.564,0.904,0.03251,0.03262,0.03254,0.03229,0.03478,0.03625,0.00293,0.00048,-0.00378,-0.00469,0.00337,-0.00458,-0.01782,-0.01367,0.01877,0.02104,0.17447,0.0464,-0.17686,-0.15882,-0.15765,-0.1136,0.028,0.54495
EXIT_024,2023-01-07,BTC_CONCENTRATION,2,EARLY_SNAPBACK,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,0.208,0.294,0.382,0.786,0.862,0.868,0.0331,0.03331,0.03424,0.03559,0.03312,0.04234,-0.00753,-0.00572,0.00077,0.00593,0.01004,-0.00903,0.02803,0.04595,0.12074,0.23717,0.08587,-0.0035,-0.10148,-0.04919,-0.01802,0.11283,0.27235,0.50097
EXIT_025,2023-01-15,LARGE_ALT_ROTATION,7,SUCCESS,ETH_BROADENING,BTC_CONCENTRATION,BTC_CONCENTRATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,MID_CAP_ROTATION,0.852,0.838,0.866,0.87,0.904,0.736,0.02955,0.03103,0.03278,0.03355,0.03625,0.04856,0.01393,0.01579,0.01095,0.00796,-0.00458,0.00513,0.23104,0.15355,0.13898,0.0881,0.0464,-0.04485,0.23521,0.21673,0.2976,0.32547,0.54495,0.14161
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,1,SUCCESS,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,0.882,0.876,0.886,0.904,0.89,0.756,0.03421,0.03567,0.0356,0.03625,0.04203,0.05024,0.00263,-0.00066,-0.00718,-0.00458,-0.00854,0.00235,0.08336,0.11741,0.01774,0.0464,-0.03444,0.09971,0.35906,0.37323,0.49684,0.54495,0.49003,0.21346
EXIT_027,2023-04-18,BTC_CONCENTRATION,7,MID_SNAPBACK,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,0.426,0.332,0.366,0.368,0.26,0.08,0.03688,0.03727,0.03598,0.03564,0.03267,0.03073,-0.00165,-0.00147,0.00257,0.00409,0.00526,-0.00269,-0.0358,-0.10526,-0.08985,-0.06875,0.01317,0.00318,-0.00791,-0.02142,-0.02113,-0.01947,-0.06726,-0.17153
EXIT_028,2023-04-21,BTC_CONCENTRATION,4,MID_SNAPBACK,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,0.288,0.366,0.514,0.326,0.22,0.106,0.03684,0.03576,0.03426,0.0335,0.03193,0.02888,-0.00095,0.00327,0.00607,0.00537,0.00265,-0.00203,-0.08249,-0.0652,-0.01388,0.07564,0.00662,-0.01256,-0.03258,-0.01589,0.00712,-0.04286,-0.0986,-0.15122
EXIT_029,2023-05-01,BTC_CONCENTRATION,1,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,0.26,0.234,0.192,0.15,0.066,0.134,0.03267,0.03191,0.03254,0.03439,0.03464,0.03147,0.00526,-0.00198,0.00193,0.00776,-0.00235,-0.00215,0.01317,-0.02124,-0.01176,-0.01414,-0.02249,0.01985,-0.06726,-0.08677,-0.13186,-0.18534,-0.2516,-0.12493
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,1,BREADTH_FADE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,0.134,0.086,0.076,0.066,0.128,0.1,0.03453,0.03511,0.03459,0.03464,0.02903,0.03857,0.00491,0.00357,0.00158,-0.00235,0.00091,0.02433,-0.03563,-0.06402,-0.05357,-0.02249,0.00699,-0.0452,-0.18044,-0.22321,-0.24713,-0.2516,-0.12752,-0.20461
EXIT_031,2023-06-30,BTC_CONCENTRATION,6,MID_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,0.268,0.252,0.0,0.376,0.82,0.372,0.04451,0.045,0.04497,0.04276,0.03612,0.03034,-0.00856,-0.01074,-0.01017,-0.00593,-0.01034,0.00284,,0.02925,0.01422,-0.00443,-0.00027,0.01534,-0.07143,-0.07263,,-0.02037,0.22315,-0.04469
EXIT_032,2023-07-05,BTC_CONCENTRATION,1,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,LARGE_ALT_ROTATION,MIXED_NO_CLEAR_ROUTE,0.214,0.36,0.762,0.0,0.72,0.376,0.044,0.04313,0.03391,0.03369,0.03592,0.02916,-0.00949,0.00384,0.00478,0.00183,-0.01615,0.00238,-0.01761,-0.00973,-0.02381,-0.00402,-0.01572,-0.00797,-0.09146,-0.04024,0.1228,,0.11081,-0.02246
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,3,SUCCESS,BTC_CONCENTRATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,0.824,0.788,0.73,0.72,0.384,0.24,0.03629,0.03556,0.03551,0.03592,0.03348,0.02486,-0.01243,-0.01647,-0.01295,-0.01615,-0.00058,0.00072,0.05238,0.00011,-0.00883,-0.01572,-0.01951,,0.20974,0.20793,0.14745,0.11081,-0.01282,-0.05698
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,5,BREADTH_FADE,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,0.768,0.736,0.646,0.458,0.328,0.108,0.03572,0.036,0.03533,0.03392,0.03046,0.03134,-0.01477,-0.01384,-0.00347,0.00155,0.00302,0.00234,0.00258,-0.02496,-0.0535,-0.00544,0.00182,-0.09395,0.15105,0.13504,0.07993,0.0113,-0.04627,-0.1905
EXIT_035,2023-09-28,BTC_CONCENTRATION,3,EARLY_SNAPBACK,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,0.446,0.722,0.592,0.446,0.0,0.826,0.02852,0.02696,0.02818,0.02822,0.02789,0.03201,-0.00045,0.00154,0.00087,0.00071,0.00164,-0.00231,0.0125,0.06577,0.04626,0.01459,-0.0388,0.0428,-0.01454,0.09336,0.02584,-0.00767,,0.14926
EXIT_036,2023-10-13,BTC_CONCENTRATION,4,MID_SNAPBACK,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,LARGE_ALT_ROTATION,0.408,0.0,0.34,0.564,0.782,0.876,0.02698,0.02717,0.02765,0.02867,0.03158,0.03984,-0.0005,0.00234,0.00283,0.00289,0.00711,-0.00197,-0.03958,0.03393,0.07336,0.11379,0.13942,0.06241,-0.01213,,-0.05362,0.01795,0.11225,0.39687
EXIT_037,2023-10-16,BTC_CONCENTRATION,1,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,0.378,0.41,0.586,0.772,0.734,0.872,0.02771,0.02852,0.02931,0.03163,0.03228,0.04022,0.00165,0.00435,0.00235,0.0098,-0.00546,-0.00741,,0.105,0.10435,,0.0226,-0.01487,-0.02708,-0.02811,0.0175,0.11658,0.08456,0.38951
EXIT_038,2023-10-25,BTC_CONCENTRATION,1,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,BROAD_RISK_EXPANSION,0.798,0.782,0.826,0.838,0.882,0.768,0.0314,0.03158,0.03201,0.03211,0.03305,0.04677,0.00725,0.00711,-0.00231,-0.00578,-0.0135,0.00413,0.18931,0.13942,0.0428,0.02708,0.00615,-0.00594,0.11789,0.11225,0.14926,0.16764,0.3548,0.17924
EXIT_039,2023-11-08,BROAD_RISK_EXPANSION,12,SUCCESS,BTC_CONCENTRATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,0.878,0.878,0.876,0.868,0.818,0.716,0.03452,0.03694,0.03984,0.04004,0.04563,0.0478,-0.00447,-0.01283,-0.00197,-0.00285,0.00275,-0.0143,0.05023,0.05721,0.06241,,0.0331,,0.35034,0.44039,0.39687,0.39183,0.24033,0.15523
EXIT_040,2023-11-11,BROAD_RISK_EXPANSION,10,SUCCESS,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,0.878,0.876,0.868,0.866,0.768,0.598,0.03694,0.03984,0.04004,0.04042,0.04677,0.04728,-0.01283,-0.00197,-0.00285,-0.00068,0.00413,-0.01605,0.05721,0.06241,,0.00896,-0.00594,-0.05065,0.44039,0.39687,0.39183,0.38419,0.17924,0.0765
EXIT_041,2023-11-22,BROAD_RISK_EXPANSION,1,SUCCESS,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,LARGE_ALT_ROTATION,0.804,0.796,0.766,0.752,0.764,0.726,0.04548,0.0461,0.04661,0.04622,0.04809,0.04182,0.00634,0.00063,0.00016,-0.00255,0.00129,-0.01976,0.0307,0.00248,0.05633,,0.14159,0.02322,0.19765,0.23466,0.15767,0.16517,0.21688,0.23265
EXIT_042,2023-12-09,BROAD_RISK_EXPANSION,16,SUCCESS,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,LARGE_ALT_ROTATION,NARROW_LEADERSHIP,0.0,0.716,0.598,0.668,0.726,0.396,0.04746,0.0478,0.04728,0.04729,0.04166,0.05244,-0.00505,-0.0143,-0.01605,-0.01121,-0.01298,0.00128,0.09508,,-0.05065,-0.05516,0.03992,-0.02607,,0.15523,0.0765,0.16522,0.23178,-0.01467
EXIT_043,2023-12-14,BROAD_RISK_EXPANSION,12,SUCCESS,BTC_CONCENTRATION,MID_CAP_ROTATION,BTC_CONCENTRATION,MID_CAP_ROTATION,BROAD_RISK_EXPANSION,ETH_BROADENING,0.598,0.668,0.624,0.8,0.746,0.394,0.04728,0.04729,0.04739,0.04304,0.04374,0.0514,-0.01605,-0.01121,0.00014,-0.00624,-0.01336,-0.006,-0.05065,-0.05516,0.01979,0.01964,-0.04315,-0.11013,0.0765,0.16522,0.1004,0.29997,0.23163,-0.0208
EXIT_044,2023-12-17,BROAD_RISK_EXPANSION,9,SUCCESS,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,NARROW_LEADERSHIP,0.664,0.676,0.77,0.726,0.716,0.238,0.04773,0.04752,0.04232,0.04166,0.04505,0.0504,-0.00382,-0.00322,-0.00843,-0.01298,-0.00332,-0.03278,,0.01775,0.04932,0.03992,0.01271,,0.15564,0.14676,0.25035,0.23178,0.20339,-0.07906
EXIT_045,2023-12-21,BROAD_RISK_EXPANSION,5,SUCCESS,MID_CAP_ROTATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,NARROW_LEADERSHIP,MIXED_NO_CLEAR_ROUTE,0.77,0.726,0.736,0.746,0.33,0.178,0.04232,0.04166,0.04188,0.04374,0.05079,0.04842,-0.00843,-0.01298,-0.02191,-0.01336,0.02402,0.00139,0.04932,0.03992,0.00591,-0.04315,0.0397,-0.03219,0.25035,0.23178,0.2465,0.23163,-0.06459,-0.1843
