family,delay_h,hold_h,split,n,mean_net_bps,mean_gross_bps,win_prob,mean_cost_bps
JPY_LIQUIDATION_CHF_STRENGTH,4,24,RELATIONSHIP_CONFIRMED_OOS,460,0.939223954471293,2.328265050361704,0.5130434782608696,1.3890410958904107
JPY_LIQUIDATION_CHF_STRENGTH,4,36,inner_sel,784,-1.4737056938198678,-0.2901440499842515,0.4834183673469387,1.1835616438356162
JPY_LIQUIDATION_CHF_STRENGTH,4,36,inner_val,260,18.58670286846944,19.770264512305054,0.6115384615384616,1.1835616438356165
JPY_LIQUIDATION_CHF_STRENGTH,4,36,RELATIONSHIP_CONFIRMED_OOS,460,0.7643056303565472,1.9478672741921632,0.5,1.1835616438356165
JPY_LIQUIDATION_CHF_STRENGTH,4,48,inner_sel,784,-1.4172008296940817,-0.4391186379132591,0.4821428571428571,0.978082191780822
JPY_LIQUIDATION_CHF_STRENGTH,4,48,inner_val,260,19.93572711875721,20.913809310538035,0.5884615384615385,0.978082191780822
JPY_LIQUIDATION_CHF_STRENGTH,4,48,RELATIONSHIP_CONFIRMED_OOS,460,0.5268896041669112,1.504971795947733,0.4630434782608695,0.978082191780822
JPY_LIQUIDATION_CHF_STRENGTH,4,60,inner_sel,860,-1.4365263537352675,-0.6639236140092407,0.4627906976744186,0.7726027397260277
JPY_LIQUIDATION_CHF_STRENGTH,4,60,inner_val,280,15.8893071630312,16.66190990275723,0.5857142857142857,0.7726027397260276
JPY_LIQUIDATION_CHF_STRENGTH,4,60,RELATIONSHIP_CONFIRMED_OOS,492,2.7812359604692207,3.5538387001952483,0.491869918699187,0.7726027397260277
JPY_LIQUIDATION_CHF_STRENGTH,4,72,inner_sel,860,-2.102713611539051,-1.5355903238678186,0.4697674418604651,0.5671232876712328
JPY_LIQUIDATION_CHF_STRENGTH,4,72,inner_val,280,20.84379455118825,21.41091783885948,0.5607142857142857,0.5671232876712329
JPY_LIQUIDATION_CHF_STRENGTH,4,72,RELATIONSHIP_CONFIRMED_OOS,492,2.326062779745841,2.893186067417075,0.5020325203252033,0.5671232876712329
