event_id,triangle_id,direction,entry_z,entry_z_threshold,entry_timestamp,exit_timestamp,exit_reason,holding_minutes,gross_pnl_bps,cost_bps,net_pnl_bps,max_adverse_z
AUD_GBP_NZD_20220929_1125_2.5,AUD_GBP_NZD,LONG,-2.9214,2.5,2022-09-29T11:25:00,2022-09-29T13:30:00,E1_OVERSHOOT,125.0,-409.00,162.00,-571.00,-0.5778
AUD_GBP_NZD_20220930_1125_2.5,AUD_GBP_NZD,LONG,-4.1746,2.5,2022-09-30T11:25:00,2022-09-30T13:25:00,E1_OVERSHOOT,120.0,-51.00,162.00,-213.00,-2.5833
AUD_GBP_NZD_20221007_1125_2.5,AUD_GBP_NZD,SHORT,47.2514,2.5,2022-10-07T11:25:00,2022-10-07T15:40:00,E1_OVERSHOOT,255.0,857.00,162.00,695.00,0.1577
AUD_GBP_NZD_20221013_1125_2.5,AUD_GBP_NZD,LONG,-13.0782,2.5,2022-10-13T11:25:00,2022-10-13T13:50:00,E1_OVERSHOOT,145.0,59.00,162.00,-103.00,-0.8671
AUD_GBP_NZD_20221014_1125_2.5,AUD_GBP_NZD,SHORT,3.8901,2.5,2022-10-14T11:25:00,2022-10-14T12:55:00,Z6_STOP,90.0,274.00,162.00,112.00,2.0167
AUD_GBP_NZD_20221017_1410_2.5,AUD_GBP_NZD,SHORT,3.2568,2.5,2022-10-17T14:10:00,2022-10-17T16:15:00,E1_OVERSHOOT,125.0,94.00,162.00,-68.00,2.4980
AUD_GBP_NZD_20221021_1350_2.5,AUD_GBP_NZD,SHORT,2.5516,2.5,2022-10-21T13:50:00,2022-10-21T15:50:00,E1_OVERSHOOT,120.0,150.00,162.00,-12.00,4.5652
AUD_GBP_NZD_20221026_1455_2.5,AUD_GBP_NZD,SHORT,2.6316,2.5,2022-10-26T14:55:00,2022-10-26T17:00:00,HARD_SESSION_EXIT,125.0,,162.00,-162.00,1.8412
AUD_GBP_NZD_20221028_1125_2.5,AUD_GBP_NZD,LONG,-2.7119,2.5,2022-10-28T11:25:00,2022-10-28T13:40:00,E1_OVERSHOOT,135.0,108.00,162.00,-54.00,-2.4464
AUD_GBP_NZD_20221102_1110_2.5,AUD_GBP_NZD,SHORT,2.7686,2.5,2022-11-02T11:10:00,2022-11-02T13:15:00,E1_OVERSHOOT,125.0,108.00,162.00,-54.00,1.2264
AUD_GBP_NZD_20221103_1410_2.5,AUD_GBP_NZD,SHORT,3.2770,2.5,2022-11-03T14:10:00,2022-11-03T16:15:00,E1_OVERSHOOT,125.0,-41.00,162.00,-203.00,1.8743
AUD_GBP_NZD_20221110_1125_2.5,AUD_GBP_NZD,LONG,-10.9721,2.5,2022-11-10T11:25:00,2022-11-10T14:20:00,E1_OVERSHOOT,175.0,-81.00,162.00,-243.00,-1.4671
AUD_GBP_NZD_20221122_1235_2.5,AUD_GBP_NZD,SHORT,2.7073,2.5,2022-11-22T12:35:00,2022-11-22T14:35:00,E1_OVERSHOOT,120.0,155.00,162.00,-7.00,0.9000
AUD_GBP_NZD_20221123_1155_2.5,AUD_GBP_NZD,SHORT,6.1143,2.5,2022-11-23T11:55:00,2022-11-23T14:00:00,E1_OVERSHOOT,125.0,338.00,162.00,176.00,1.2118
AUD_GBP_NZD_20221124_1355_2.5,AUD_GBP_NZD,SHORT,2.7168,2.5,2022-11-24T13:55:00,2022-11-24T14:55:00,Z6_STOP,60.0,-70.00,162.00,-232.00,6.0298
AUD_GBP_NZD_20221129_1345_2.5,AUD_GBP_NZD,SHORT,3.8998,2.5,2022-11-29T13:45:00,2022-11-29T15:45:00,E1_OVERSHOOT,120.0,-88.00,162.00,-250.00,3.7077
AUD_GBP_NZD_20221130_1440_2.5,AUD_GBP_NZD,SHORT,2.7462,2.5,2022-11-30T14:40:00,2022-11-30T17:00:00,HARD_SESSION_EXIT,140.0,83.00,162.00,-79.00,3.3123
AUD_GBP_NZD_20221201_1330_2.5,AUD_GBP_NZD,SHORT,2.6334,2.5,2022-12-01T13:30:00,2022-12-01T15:30:00,E1_OVERSHOOT,120.0,-33.00,162.00,-195.00,1.6267
AUD_GBP_NZD_20221202_1025_2.5,AUD_GBP_NZD,SHORT,17.1891,2.5,2022-12-02T10:25:00,2022-12-02T12:30:00,E1_OVERSHOOT,125.0,321.00,162.00,159.00,5.1675
AUD_GBP_NZD_20221207_1210_2.5,AUD_GBP_NZD,SHORT,5.7855,2.5,2022-12-07T12:10:00,2022-12-07T14:20:00,E1_OVERSHOOT,130.0,151.00,162.00,-11.00,2.8430
AUD_GBP_NZD_20221209_1025_2.5,AUD_GBP_NZD,SHORT,6.0844,2.5,2022-12-09T10:25:00,2022-12-09T12:25:00,E1_OVERSHOOT,120.0,157.00,162.00,-5.00,1.2135
AUD_GBP_NZD_20221212_1330_2.5,AUD_GBP_NZD,LONG,-2.5530,2.5,2022-12-12T13:30:00,2022-12-12T15:30:00,E1_OVERSHOOT,120.0,5.00,162.00,-157.00,-2.2082
AUD_GBP_NZD_20221213_1025_2.5,AUD_GBP_NZD,LONG,-4.6574,2.5,2022-12-13T10:25:00,2022-12-13T12:35:00,E1_OVERSHOOT,130.0,-12.00,162.00,-174.00,-1.3189
AUD_GBP_NZD_20221215_0855_2.5,AUD_GBP_NZD,SHORT,8.2598,2.5,2022-12-15T08:55:00,2022-12-15T11:05:00,E1_OVERSHOOT,130.0,98.00,162.00,-64.00,0.2601
AUD_GBP_NZD_20221219_1305_2.5,AUD_GBP_NZD,SHORT,2.8134,2.5,2022-12-19T13:05:00,2022-12-19T15:05:00,E1_OVERSHOOT,120.0,-205.00,162.00,-367.00,1.5680
AUD_GBP_NZD_20221221_1350_2.5,AUD_GBP_NZD,SHORT,2.5232,2.5,2022-12-21T13:50:00,2022-12-21T17:00:00,HARD_SESSION_EXIT,190.0,-56.00,162.00,-218.00,3.0379
AUD_GBP_NZD_20221222_1025_2.5,AUD_GBP_NZD,SHORT,4.0083,2.5,2022-12-22T10:25:00,2022-12-22T13:25:00,E1_OVERSHOOT,180.0,-94.00,162.00,-256.00,1.1052
AUD_GBP_NZD_20230104_1435_2.5,AUD_GBP_NZD,SHORT,2.5038,2.5,2023-01-04T14:35:00,2023-01-04T15:55:00,Z6_STOP,80.0,-724.00,162.00,-886.00,84.3134
AUD_GBP_NZD_20230106_1025_2.5,AUD_GBP_NZD,SHORT,12.6141,2.5,2023-01-06T10:25:00,2023-01-06T12:35:00,E1_OVERSHOOT,130.0,439.00,162.00,277.00,0.5353
AUD_GBP_NZD_20230112_1025_2.5,AUD_GBP_NZD,SHORT,32.2708,2.5,2023-01-12T10:25:00,2023-01-12T14:00:00,E1_OVERSHOOT,215.0,906.00,162.00,744.00,0.2449
AUD_GBP_NZD_20230124_1500_2.5,AUD_GBP_NZD,SHORT,3.2695,2.5,2023-01-24T15:00:00,2023-01-24T17:00:00,HARD_SESSION_EXIT,120.0,34.00,162.00,-128.00,4.4629
AUD_GBP_NZD_20230127_1155_2.5,AUD_GBP_NZD,SHORT,5.2518,2.5,2023-01-27T11:55:00,2023-01-27T13:55:00,E1_OVERSHOOT,120.0,32.00,162.00,-130.00,1.3537
AUD_GBP_NZD_20230130_1345_2.5,AUD_GBP_NZD,SHORT,2.7791,2.5,2023-01-30T13:45:00,2023-01-30T15:55:00,E1_OVERSHOOT,130.0,5.00,162.00,-157.00,2.2613
AUD_GBP_NZD_20230131_1435_2.5,AUD_GBP_NZD,LONG,-2.8171,2.5,2023-01-31T14:35:00,2023-01-31T16:40:00,E1_OVERSHOOT,125.0,95.00,162.00,-67.00,-1.3259
AUD_GBP_NZD_20230201_1155_2.5,AUD_GBP_NZD,SHORT,7.4670,2.5,2023-02-01T11:55:00,2023-02-01T14:15:00,E1_OVERSHOOT,140.0,111.00,162.00,-51.00,0.9020
AUD_GBP_NZD_20230202_0855_2.5,AUD_GBP_NZD,SHORT,10.7568,2.5,2023-02-02T08:55:00,2023-02-02T10:55:00,E1_OVERSHOOT,120.0,126.00,162.00,-36.00,1.8096
AUD_GBP_NZD_20230203_1025_2.5,AUD_GBP_NZD,SHORT,9.0456,2.5,2023-02-03T10:25:00,2023-02-03T12:30:00,E1_OVERSHOOT,125.0,504.00,162.00,342.00,1.1408
AUD_GBP_NZD_20230208_1500_2.5,AUD_GBP_NZD,SHORT,3.4626,2.5,2023-02-08T15:00:00,2023-02-08T17:00:00,HARD_SESSION_EXIT,120.0,-55.00,162.00,-217.00,3.5902
AUD_GBP_NZD_20230210_1155_2.5,AUD_GBP_NZD,SHORT,4.0180,2.5,2023-02-10T11:55:00,2023-02-10T13:55:00,E1_OVERSHOOT,120.0,108.00,162.00,-54.00,0.8163
AUD_GBP_NZD_20230213_1410_2.5,AUD_GBP_NZD,LONG,-2.6204,2.5,2023-02-13T14:10:00,2023-02-13T16:10:00,E1_OVERSHOOT,120.0,4.00,162.00,-158.00,-0.8147
AUD_GBP_NZD_20230214_1025_2.5,AUD_GBP_NZD,SHORT,3.8883,2.5,2023-02-14T10:25:00,2023-02-14T12:30:00,E1_OVERSHOOT,125.0,75.00,162.00,-87.00,1.0304
AUD_GBP_NZD_20230220_1355_2.5,AUD_GBP_NZD,LONG,-2.8752,2.5,2023-02-20T13:55:00,2023-02-20T15:55:00,E1_OVERSHOOT,120.0,39.00,162.00,-123.00,-1.2380
AUD_GBP_NZD_20230221_1140_2.5,AUD_GBP_NZD,LONG,-9.1291,2.5,2023-02-21T11:40:00,2023-02-21T13:55:00,E1_OVERSHOOT,135.0,-88.00,162.00,-250.00,-0.6209
AUD_GBP_NZD_20230224_1155_2.5,AUD_GBP_NZD,LONG,-4.6365,2.5,2023-02-24T11:55:00,2023-02-24T14:35:00,E1_OVERSHOOT,160.0,9.00,162.00,-153.00,-1.7199
AUD_GBP_NZD_20230302_1405_2.5,AUD_GBP_NZD,SHORT,3.0747,2.5,2023-03-02T14:05:00,2023-03-02T16:05:00,E1_OVERSHOOT,120.0,,162.00,-162.00,2.8694
AUD_GBP_NZD_20230303_1155_2.5,AUD_GBP_NZD,LONG,-3.6280,2.5,2023-03-03T11:55:00,2023-03-03T14:55:00,E1_OVERSHOOT,180.0,8.00,162.00,-154.00,-1.7781
AUD_GBP_NZD_20230308_1010_2.5,AUD_GBP_NZD,SHORT,4.4404,2.5,2023-03-08T10:10:00,2023-03-08T12:50:00,E1_OVERSHOOT,160.0,106.00,162.00,-56.00,1.9367
AUD_GBP_NZD_20230310_1025_2.5,AUD_GBP_NZD,SHORT,18.5508,2.5,2023-03-10T10:25:00,2023-03-10T12:35:00,E1_OVERSHOOT,130.0,179.00,162.00,17.00,0.7454
AUD_GBP_NZD_20230315_1125_2.5,AUD_GBP_NZD,LONG,-4.9072,2.5,2023-03-15T11:25:00,2023-03-15T13:30:00,E1_OVERSHOOT,125.0,124.00,162.00,-38.00,-1.4006
AUD_GBP_NZD_20230327_1350_2.5,AUD_GBP_NZD,SHORT,3.0085,2.5,2023-03-27T13:50:00,2023-03-27T16:00:00,E1_OVERSHOOT,130.0,11.00,162.00,-151.00,2.2088
AUD_GBP_NZD_20230331_1255_2.5,AUD_GBP_NZD,SHORT,8.3166,2.5,2023-03-31T12:55:00,2023-03-31T14:55:00,E1_OVERSHOOT,120.0,-37.00,162.00,-199.00,2.0192
AUD_GBP_NZD_20230405_1110_2.5,AUD_GBP_NZD,SHORT,2.6605,2.5,2023-04-05T11:10:00,2023-04-05T12:55:00,Z6_STOP,105.0,-135.00,162.00,-297.00,11.1110
AUD_GBP_NZD_20230407_1125_2.5,AUD_GBP_NZD,SHORT,28.1349,2.5,2023-04-07T11:25:00,2023-04-07T13:25:00,E1_OVERSHOOT,120.0,359.00,162.00,197.00,0.3235
AUD_GBP_NZD_20230407_1415_2.5,AUD_GBP_NZD,SHORT,4.8009,2.5,2023-04-07T14:15:00,2023-04-07T14:25:00,Z6_STOP,10.0,-159.00,162.00,-321.00,9.2491
AUD_GBP_NZD_20230407_1445_2.5,AUD_GBP_NZD,SHORT,3.2248,2.5,2023-04-07T14:45:00,2023-04-07T17:00:00,HARD_SESSION_EXIT,135.0,-168.00,162.00,-330.00,3.7284
AUD_GBP_NZD_20230412_1125_2.5,AUD_GBP_NZD,SHORT,2.7424,2.5,2023-04-12T11:25:00,2023-04-12T13:25:00,E1_OVERSHOOT,120.0,139.00,162.00,-23.00,0.6464
AUD_GBP_NZD_20230414_1125_2.5,AUD_GBP_NZD,SHORT,4.8220,2.5,2023-04-14T11:25:00,2023-04-14T13:30:00,E1_OVERSHOOT,125.0,299.00,162.00,137.00,1.3080
AUD_GBP_NZD_20230419_1335_2.5,AUD_GBP_NZD,SHORT,3.2621,2.5,2023-04-19T13:35:00,2023-04-19T15:35:00,E1_OVERSHOOT,120.0,38.00,162.00,-124.00,1.4569
AUD_GBP_NZD_20230425_1255_2.5,AUD_GBP_NZD,SHORT,3.1643,2.5,2023-04-25T12:55:00,2023-04-25T14:55:00,E1_OVERSHOOT,120.0,36.00,162.00,-126.00,1.3723
AUD_GBP_NZD_20230427_1435_2.5,AUD_GBP_NZD,SHORT,2.8496,2.5,2023-04-27T14:35:00,2023-04-27T16:40:00,E1_OVERSHOOT,125.0,2.00,162.00,-160.00,2.2544
AUD_GBP_NZD_20230428_1255_2.5,AUD_GBP_NZD,SHORT,3.3045,2.5,2023-04-28T12:55:00,2023-04-28T14:55:00,E1_OVERSHOOT,120.0,37.00,162.00,-125.00,1.8654
AUD_GBP_NZD_20230503_1255_2.5,AUD_GBP_NZD,LONG,-9.4142,2.5,2023-05-03T12:55:00,2023-05-03T14:55:00,E1_OVERSHOOT,120.0,29.00,162.00,-133.00,-0.5836
AUD_GBP_NZD_20230505_1125_2.5,AUD_GBP_NZD,LONG,-4.8874,2.5,2023-05-05T11:25:00,2023-05-05T13:25:00,E1_OVERSHOOT,120.0,-284.00,162.00,-446.00,-1.4748
AUD_GBP_NZD_20230510_1405_2.5,AUD_GBP_NZD,SHORT,3.0483,2.5,2023-05-10T14:05:00,2023-05-10T16:05:00,E1_OVERSHOOT,120.0,3.00,162.00,-159.00,1.4798
AUD_GBP_NZD_20230511_0955_2.5,AUD_GBP_NZD,SHORT,3.9850,2.5,2023-05-11T09:55:00,2023-05-11T12:10:00,E1_OVERSHOOT,135.0,-37.00,162.00,-199.00,4.8111
AUD_GBP_NZD_20230526_1255_2.5,AUD_GBP_NZD,SHORT,5.9836,2.5,2023-05-26T12:55:00,2023-05-26T15:00:00,E1_OVERSHOOT,125.0,153.00,162.00,-9.00,0.8095
AUD_GBP_NZD_20230601_1110_2.5,AUD_GBP_NZD,SHORT,3.2465,2.5,2023-06-01T11:10:00,2023-06-01T13:30:00,E1_OVERSHOOT,140.0,28.00,162.00,-134.00,0.4523
AUD_GBP_NZD_20230602_1125_2.5,AUD_GBP_NZD,SHORT,5.3545,2.5,2023-06-02T11:25:00,2023-06-02T13:25:00,E1_OVERSHOOT,120.0,389.00,162.00,227.00,0.3427
AUD_GBP_NZD_20230605_1255_2.5,AUD_GBP_NZD,LONG,-2.5484,2.5,2023-06-05T12:55:00,2023-06-05T16:10:00,E1_OVERSHOOT,195.0,161.00,162.00,-1.00,-0.5317
AUD_GBP_NZD_20230613_1125_2.5,AUD_GBP_NZD,LONG,-2.9034,2.5,2023-06-13T11:25:00,2023-06-13T13:30:00,E1_OVERSHOOT,125.0,-30.00,162.00,-192.00,-0.4942
AUD_GBP_NZD_20230615_1125_2.5,AUD_GBP_NZD,LONG,-3.4328,2.5,2023-06-15T11:25:00,2023-06-15T13:40:00,E1_OVERSHOOT,135.0,149.00,162.00,-13.00,-0.3501
AUD_GBP_NZD_20230616_1255_2.5,AUD_GBP_NZD,SHORT,13.4258,2.5,2023-06-16T12:55:00,2023-06-16T15:25:00,E1_OVERSHOOT,150.0,175.00,162.00,13.00,0.6714
AUD_GBP_NZD_20230619_1410_2.5,AUD_GBP_NZD,LONG,-2.7026,2.5,2023-06-19T14:10:00,2023-06-19T16:15:00,E1_OVERSHOOT,125.0,26.00,162.00,-136.00,-2.0868
AUD_GBP_NZD_20230621_1325_2.5,AUD_GBP_NZD,SHORT,2.7126,2.5,2023-06-21T13:25:00,2023-06-21T15:25:00,E1_OVERSHOOT,120.0,62.00,162.00,-100.00,2.0901
AUD_GBP_NZD_20230628_1455_2.5,AUD_GBP_NZD,SHORT,2.5100,2.5,2023-06-28T14:55:00,2023-06-28T17:00:00,HARD_SESSION_EXIT,125.0,-62.00,162.00,-224.00,1.4535
AUD_GBP_NZD_20230630_1255_2.5,AUD_GBP_NZD,LONG,-7.5716,2.5,2023-06-30T12:55:00,2023-06-30T15:20:00,E1_OVERSHOOT,145.0,126.00,162.00,-36.00,-2.4447
AUD_GBP_NZD_20230703_1255_2.5,AUD_GBP_NZD,LONG,-6.8757,2.5,2023-07-03T12:55:00,2023-07-03T15:10:00,E1_OVERSHOOT,135.0,39.00,162.00,-123.00,-1.5953
AUD_GBP_NZD_20230706_1110_2.5,AUD_GBP_NZD,SHORT,4.9802,2.5,2023-07-06T11:10:00,2023-07-06T11:25:00,Z6_STOP,15.0,191.00,162.00,29.00,-0.0142
AUD_GBP_NZD_20230707_1125_2.5,AUD_GBP_NZD,LONG,-4.0693,2.5,2023-07-07T11:25:00,2023-07-07T13:30:00,E1_OVERSHOOT,125.0,-94.00,162.00,-256.00,-0.7555
AUD_GBP_NZD_20230712_1125_2.5,AUD_GBP_NZD,SHORT,31.9697,2.5,2023-07-12T11:25:00,2023-07-12T17:00:00,HARD_SESSION_EXIT,335.0,303.00,162.00,141.00,0.4179
AUD_GBP_NZD_20230714_1255_2.5,AUD_GBP_NZD,SHORT,4.6886,2.5,2023-07-14T12:55:00,2023-07-14T14:55:00,E1_OVERSHOOT,120.0,-41.00,162.00,-203.00,1.7935
AUD_GBP_NZD_20230718_1125_2.5,AUD_GBP_NZD,LONG,-3.6092,2.5,2023-07-18T11:25:00,2023-07-18T13:25:00,E1_OVERSHOOT,120.0,-25.00,162.00,-187.00,-0.8660
AUD_GBP_NZD_20230727_1445_2.5,AUD_GBP_NZD,SHORT,2.8323,2.5,2023-07-27T14:45:00,2023-07-27T17:00:00,HARD_SESSION_EXIT,135.0,-39.00,162.00,-201.00,2.9466
AUD_GBP_NZD_20230731_1410_2.5,AUD_GBP_NZD,SHORT,2.5448,2.5,2023-07-31T14:10:00,2023-07-31T16:25:00,E1_OVERSHOOT,135.0,-83.00,162.00,-245.00,1.3656
AUD_GBP_NZD_20230802_1110_2.5,AUD_GBP_NZD,LONG,-2.6231,2.5,2023-08-02T11:10:00,2023-08-02T13:10:00,E1_OVERSHOOT,120.0,4.00,162.00,-158.00,-0.0524
AUD_GBP_NZD_20230803_0955_2.5,AUD_GBP_NZD,SHORT,2.6305,2.5,2023-08-03T09:55:00,2023-08-03T12:55:00,E1_OVERSHOOT,180.0,239.00,162.00,77.00,0.4842
AUD_GBP_NZD_20230807_1450_2.5,AUD_GBP_NZD,LONG,-2.6960,2.5,2023-08-07T14:50:00,2023-08-07T16:50:00,E1_OVERSHOOT,120.0,40.00,162.00,-122.00,-1.9645
AUD_GBP_NZD_20230809_1435_2.5,AUD_GBP_NZD,SHORT,2.7421,2.5,2023-08-09T14:35:00,2023-08-09T16:35:00,E1_OVERSHOOT,120.0,-13.00,162.00,-175.00,1.6538
AUD_GBP_NZD_20230810_1125_2.5,AUD_GBP_NZD,SHORT,28.1600,2.5,2023-08-10T11:25:00,2023-08-10T13:25:00,E1_OVERSHOOT,120.0,683.00,162.00,521.00,0.2123
AUD_GBP_NZD_20230811_1350_2.5,AUD_GBP_NZD,SHORT,2.5012,2.5,2023-08-11T13:50:00,2023-08-11T15:55:00,E1_OVERSHOOT,125.0,126.00,162.00,-36.00,1.1172
AUD_GBP_NZD_20230823_1240_2.5,AUD_GBP_NZD,LONG,-5.5836,2.5,2023-08-23T12:40:00,2023-08-23T14:40:00,E1_OVERSHOOT,120.0,-56.00,162.00,-218.00,-0.5129
AUD_GBP_NZD_20230825_1255_2.5,AUD_GBP_NZD,SHORT,10.6344,2.5,2023-08-25T12:55:00,2023-08-25T15:00:00,E1_OVERSHOOT,125.0,174.00,162.00,12.00,1.1710
AUD_GBP_NZD_20230830_1500_2.5,AUD_GBP_NZD,LONG,-29.5614,2.5,2023-08-30T15:00:00,2023-08-30T15:05:00,Z6_STOP,5.0,35.00,162.00,-127.00,-10.8923
AUD_GBP_NZD_20230901_1255_2.5,AUD_GBP_NZD,SHORT,15.9168,2.5,2023-09-01T12:55:00,2023-09-01T14:55:00,E1_OVERSHOOT,120.0,248.00,162.00,86.00,0.7431
AUD_GBP_NZD_20230906_1255_2.5,AUD_GBP_NZD,SHORT,7.7891,2.5,2023-09-06T12:55:00,2023-09-06T14:55:00,E1_OVERSHOOT,120.0,173.00,162.00,11.00,0.8697
AUD_GBP_NZD_20230907_1340_2.5,AUD_GBP_NZD,SHORT,2.5148,2.5,2023-09-07T13:40:00,2023-09-07T16:25:00,E1_OVERSHOOT,165.0,40.00,162.00,-122.00,2.3151
AUD_GBP_NZD_20230912_1500_2.5,AUD_GBP_NZD,LONG,-35.4340,2.5,2023-09-12T15:00:00,2023-09-12T15:05:00,Z6_STOP,5.0,-24.00,162.00,-186.00,-14.5409
AUD_GBP_NZD_20230913_1125_2.5,AUD_GBP_NZD,SHORT,6.9306,2.5,2023-09-13T11:25:00,2023-09-13T13:30:00,E1_OVERSHOOT,125.0,171.00,162.00,9.00,0.7852
AUD_GBP_NZD_20230921_0955_2.5,AUD_GBP_NZD,SHORT,5.1706,2.5,2023-09-21T09:55:00,2023-09-21T12:15:00,E1_OVERSHOOT,140.0,77.00,162.00,-85.00,0.8963
AUD_GBP_NZD_20230922_1240_2.5,AUD_GBP_NZD,SHORT,5.3941,2.5,2023-09-22T12:40:00,2023-09-22T14:40:00,E1_OVERSHOOT,120.0,119.00,162.00,-43.00,0.4471
AUD_GBP_NZD_20230928_1125_2.5,AUD_GBP_NZD,SHORT,6.5636,2.5,2023-09-28T11:25:00,2023-09-28T13:40:00,E1_OVERSHOOT,135.0,218.00,162.00,56.00,0.4686
AUD_GBP_NZD_20230929_1255_2.5,AUD_GBP_NZD,SHORT,7.1200,2.5,2023-09-29T12:55:00,2023-09-29T15:15:00,E1_OVERSHOOT,140.0,-2.00,162.00,-164.00,0.7361
AUD_GBP_NZD_20231002_1255_2.5,AUD_GBP_NZD,SHORT,3.0896,2.5,2023-10-02T12:55:00,2023-10-02T15:00:00,E1_OVERSHOOT,125.0,59.00,162.00,-103.00,0.9378
AUD_GBP_NZD_20231003_1255_2.5,AUD_GBP_NZD,LONG,-3.7607,2.5,2023-10-03T12:55:00,2023-10-03T15:10:00,E1_OVERSHOOT,135.0,44.00,162.00,-118.00,-2.3353
AUD_GBP_NZD_20231004_1455_2.5,AUD_GBP_NZD,SHORT,3.5729,2.5,2023-10-04T14:55:00,2023-10-04T17:00:00,Z6_STOP,125.0,-18.00,162.00,-180.00,6.0570
AUD_GBP_NZD_20231005_1125_2.5,AUD_GBP_NZD,SHORT,2.8117,2.5,2023-10-05T11:25:00,2023-10-05T13:45:00,E1_OVERSHOOT,140.0,65.00,162.00,-97.00,1.2116
AUD_GBP_NZD_20231006_1125_2.5,AUD_GBP_NZD,SHORT,15.1131,2.5,2023-10-06T11:25:00,2023-10-06T14:05:00,E1_OVERSHOOT,160.0,174.00,162.00,12.00,0.6818
AUD_GBP_NZD_20231012_1125_2.5,AUD_GBP_NZD,SHORT,10.4784,2.5,2023-10-12T11:25:00,2023-10-12T13:30:00,E1_OVERSHOOT,125.0,95.00,162.00,-67.00,0.8887
AUD_GBP_NZD_20231013_1255_2.5,AUD_GBP_NZD,SHORT,9.5745,2.5,2023-10-13T12:55:00,2023-10-13T15:50:00,E1_OVERSHOOT,175.0,7.00,162.00,-155.00,1.3229
AUD_GBP_NZD_20231019_1125_2.5,AUD_GBP_NZD,LONG,-13.5953,2.5,2023-10-19T11:25:00,2023-10-19T13:30:00,E1_OVERSHOOT,125.0,185.00,162.00,23.00,-0.8616
AUD_GBP_NZD_20231027_1255_2.5,AUD_GBP_NZD,SHORT,4.8626,2.5,2023-10-27T12:55:00,2023-10-27T14:55:00,E1_OVERSHOOT,120.0,130.00,162.00,-32.00,0.4791
AUD_GBP_NZD_20231031_1255_2.5,AUD_GBP_NZD,LONG,-2.6128,2.5,2023-10-31T12:55:00,2023-10-31T15:10:00,E1_OVERSHOOT,135.0,-10.00,162.00,-172.00,-1.4068
AUD_GBP_NZD_20231103_1125_2.5,AUD_GBP_NZD,LONG,-3.6228,2.5,2023-11-03T11:25:00,2023-11-03T13:35:00,E1_OVERSHOOT,130.0,46.00,162.00,-116.00,-0.5787
AUD_GBP_NZD_20231106_1450_2.5,AUD_GBP_NZD,SHORT,2.7817,2.5,2023-11-06T14:50:00,2023-11-06T16:55:00,E1_OVERSHOOT,125.0,44.00,162.00,-118.00,3.0004
AUD_GBP_NZD_20231116_1025_2.5,AUD_GBP_NZD,LONG,-4.0536,2.5,2023-11-16T10:25:00,2023-11-16T12:25:00,E1_OVERSHOOT,120.0,176.00,162.00,14.00,-0.2387
AUD_GBP_NZD_20231117_1445_2.5,AUD_GBP_NZD,SHORT,4.2311,2.5,2023-11-17T14:45:00,2023-11-17T17:00:00,HARD_SESSION_EXIT,135.0,26.00,162.00,-136.00,2.0463
