tier,checkpoint,directional_balance_bucket,failure_type,failure_count,median_distance_before_failure_AU,median_time_before_failure_min,median_max_adverse_AU,p_next_loop_flips,p_next_loop_continues,next_loop_median_size_AU,p_next_loop_completes_1_AU,median_time_to_next_completion_min,median_loops_before_terminal
1,04:00,DOWN_HEAVY,OPPOSITE_LOOP_FORMATION,1,0.650875796178405,10.0,1.3727562246668517,0.0,1.0,1.3372539085119621,1.0,10.0,28.0
1,04:00,DOWN_HEAVY,ORIGIN_BREACH,176,0.284018529241481,5.0,0.08283873769544291,0.48863636363636365,0.5113636363636364,0.3786913723217995,0.20454545454545456,20.0,28.0
1,04:00,DOWN_HEAVY,RETRACE_INVALIDATION,8,0.28401852924148097,5.0,0.6035393746381144,0.625,0.375,1.147908222350931,0.75,15.0,29.0
1,04:00,DOWN_LEAN,OPPOSITE_LOOP_FORMATION,1,0.5325347423278097,10.0,1.3490880138968377,1.0,0.0,0.3195208453966333,0.0,,24.0
1,04:00,DOWN_LEAN,ORIGIN_BREACH,107,0.2958526346263566,5.0,0.10650694846545684,0.4953271028037383,0.5046728971962617,0.36685726693692394,0.19626168224299065,25.0,27.0
1,04:00,DOWN_LEAN,RETRACE_INVALIDATION,7,0.14200926462060912,5.0,0.650875796178405,0.5714285714285714,0.4285714285714286,0.7810509554141385,0.42857142857142855,20.0,34.0
1,04:00,UP_HEAVY,ORIGIN_BREACH,152,0.27218442385634267,5.0,0.10650694846558822,0.4276315789473684,0.5723684210526316,0.38460842501436865,0.1513157894736842,15.0,27.0
1,04:00,UP_HEAVY,RETRACE_INVALIDATION,8,0.34318905616664724,5.0,0.5680370584828306,0.625,0.375,0.7455486392587234,0.375,15.0,30.5
1,04:00,UP_LEAN,ORIGIN_BREACH,79,0.3076867400117577,5.0,0.1065069484657196,0.5569620253164557,0.44303797468354433,0.4851983207875191,0.3037974683544304,20.0,28.0
1,04:00,UP_LEAN,RETRACE_INVALIDATION,2,0.5147835842499708,10.0,0.6745440069485502,0.5,0.5,0.7100463231037025,0.5,20.0,35.0
1,05:00,BALANCED,ORIGIN_BREACH,97,0.3550231615517856,5.0,0.14200926462060912,0.5670103092783505,0.4329896907216495,0.39052547770693785,0.20618556701030927,17.5,23.0
1,05:00,BALANCED,RETRACE_INVALIDATION,6,0.08283873769544291,5.0,0.6035393746379829,0.3333333333333333,0.6666666666666667,0.8402214823393046,0.3333333333333333,20.0,21.5
1,05:00,DOWN_HEAVY,OPPOSITE_LOOP_FORMATION,5,0.2011797915460381,5.0,1.2307469600465053,0.6,0.4,1.0532353792704812,0.6,10.0,31.0
1,05:00,DOWN_HEAVY,ORIGIN_BREACH,226,0.36094021424435474,5.0,0.1183410538505952,0.5663716814159292,0.4336283185840708,0.4496960046323668,0.24778761061946902,15.0,24.0
1,05:00,DOWN_HEAVY,RETRACE_INVALIDATION,26,0.2011797915460381,5.0,0.6153734800231212,0.5,0.5,0.5325347423278097,0.23076923076923078,15.0,26.5
1,05:00,DOWN_LEAN,OPPOSITE_LOOP_FORMATION,5,0.34318905616691,5.0,1.183410538505952,0.4,0.6,0.4733642154023808,0.2,10.0,23.0
1,05:00,DOWN_LEAN,ORIGIN_BREACH,131,0.3786913723220623,5.0,0.16567747539088581,0.46564885496183206,0.5343511450381679,0.4496960046323668,0.183206106870229,15.0,24.0
1,05:00,DOWN_LEAN,RETRACE_INVALIDATION,16,0.2248480023161834,5.0,0.6153734800231212,0.5,0.5,0.6745440069485502,0.375,12.5,25.0
1,05:00,UP_HEAVY,OPPOSITE_LOOP_FORMATION,1,0.05917052692542898,5.0,1.3727562246668517,0.0,1.0,0.36685726693692394,0.0,,26.0
1,05:00,UP_HEAVY,ORIGIN_BREACH,226,0.36685726693692394,5.0,0.13017515923573353,0.5176991150442478,0.4823008849557522,0.4851983207875191,0.252212389380531,15.0,22.0
1,05:00,UP_HEAVY,RETRACE_INVALIDATION,7,0.1183410538505952,5.0,0.7455486392587234,0.5714285714285714,0.4285714285714286,0.5207006369426714,0.14285714285714285,30.0,25.0
1,05:00,UP_LEAN,OPPOSITE_LOOP_FORMATION,2,0.4792812680950813,20.0,2.24848002316144,1.0,0.0,0.4378618992472285,0.0,,20.0
1,05:00,UP_LEAN,ORIGIN_BREACH,87,0.3550231615517856,5.0,0.13017515923573353,0.5517241379310345,0.4482758620689655,0.5088665315577958,0.28735632183908044,20.0,24.0
1,05:00,UP_LEAN,RETRACE_INVALIDATION,8,0.38460842501436865,5.0,0.6212905327156903,0.5,0.5,0.5266176896352406,0.25,15.0,25.0
1,06:00,BALANCED,OPPOSITE_LOOP_FORMATION,3,0.21301389693117645,5.0,1.218912854661104,0.6666666666666666,0.33333333333333337,1.3135856977416855,1.0,10.0,21.0
1,06:00,BALANCED,ORIGIN_BREACH,92,0.4496960046323668,5.0,0.15384337000587883,0.4782608695652174,0.5217391304347826,0.692295165025995,0.33695652173913043,15.0,20.0
1,06:00,BALANCED,RETRACE_INVALIDATION,9,0.17751158077602416,5.0,0.5798711638678375,0.4444444444444444,0.5555555555555556,0.6272075854081283,0.3333333333333333,15.0,20.0
1,06:00,DOWN_HEAVY,OPPOSITE_LOOP_FORMATION,3,0.3786913723220623,10.0,2.5916690793282187,0.6666666666666666,0.33333333333333337,0.3786913723220623,0.3333333333333333,15.0,20.0
1,06:00,DOWN_HEAVY,ORIGIN_BREACH,233,0.4023595830920762,5.0,0.16567747539088581,0.5450643776824035,0.45493562231759654,0.5207006369426714,0.24892703862660945,15.0,20.0
1,06:00,DOWN_HEAVY,RETRACE_INVALIDATION,23,0.2366821077011904,5.0,0.6390416907932666,0.5652173913043478,0.4347826086956522,0.5207006369426714,0.2608695652173913,12.5,22.0
1,06:00,DOWN_LEAN,OPPOSITE_LOOP_FORMATION,5,0.1775115807757614,5.0,1.1715764331210763,0.8,0.19999999999999996,0.9230602200347476,0.4,17.5,21.0
1,06:00,DOWN_LEAN,ORIGIN_BREACH,160,0.4023595830920762,5.0,0.1183410538505952,0.5,0.5,0.4733642154023808,0.25625,15.0,19.0
1,06:00,DOWN_LEAN,RETRACE_INVALIDATION,10,0.21301389693117645,5.0,0.7218804284888409,0.6,0.4,0.9999819050376213,0.5,15.0,21.0
1,06:00,UP_HEAVY,OPPOSITE_LOOP_FORMATION,2,0.24851621308632874,5.0,1.0414012738852114,0.5,0.5,0.86388969310945,0.5,10.0,25.5
1,06:00,UP_HEAVY,ORIGIN_BREACH,216,0.4201107411696523,5.0,0.1183410538505952,0.5138888888888888,0.48611111111111116,0.5798711638681003,0.2916666666666667,20.0,19.0
1,06:00,UP_HEAVY,RETRACE_INVALIDATION,16,0.34318905616677864,7.5,0.6567928488708428,0.4375,0.5625,0.4023595830920762,0.25,15.0,22.0
1,06:00,UP_LEAN,OPPOSITE_LOOP_FORMATION,2,0.4082766357846454,7.5,2.3313187608570143,1.0,0.0,0.9348943254200173,0.5,30.0,17.0
1,06:00,UP_LEAN,ORIGIN_BREACH,115,0.3786913723217995,5.0,0.1183410538505952,0.5391304347826087,0.4608695652173913,0.508866531557533,0.2608695652173913,20.0,21.0
1,06:00,UP_LEAN,RETRACE_INVALIDATION,7,0.09467284308058126,5.0,0.6153734800232527,0.7142857142857143,0.2857142857142857,1.0295671685002044,0.5714285714285714,20.0,22.0
1,07:00,BALANCED,ORIGIN_BREACH,97,0.3195208453966333,5.0,0.1183410538505952,0.5567010309278351,0.44329896907216493,0.4260277938623529,0.1958762886597938,30.0,15.0
1,07:00,BALANCED,RETRACE_INVALIDATION,2,0.6982122177185641,15.0,0.7692168500288687,0.0,1.0,0.7100463231035712,0.0,,17.5
1,07:00,DOWN_HEAVY,OPPOSITE_LOOP_FORMATION,1,0.01183410538487558,5.0,1.3372539085119621,1.0,0.0,0.43786189924722846,0.0,,16.0
1,07:00,DOWN_HEAVY,ORIGIN_BREACH,229,0.39052547770693785,5.0,0.14200926462060912,0.5545851528384279,0.4454148471615721,0.508866531557533,0.2794759825327511,20.0,16.0
1,07:00,DOWN_HEAVY,RETRACE_INVALIDATION,9,0.2011797915460381,5.0,0.5443688477126853,0.5555555555555556,0.4444444444444444,0.5798711638678375,0.4444444444444444,20.0,18.0
1,07:00,DOWN_LEAN,OPPOSITE_LOOP_FORMATION,2,0.49703242617265747,7.5,1.2366640127388118,0.0,1.0,1.0414012738852114,0.5,10.0,17.0
1,07:00,DOWN_LEAN,ORIGIN_BREACH,154,0.39644253039950705,5.0,0.1183410538505952,0.512987012987013,0.487012987012987,0.44969600463223547,0.18831168831168832,20.0,16.0
1,07:00,DOWN_LEAN,RETRACE_INVALIDATION,7,0.5325347423278097,10.0,0.6627099015632805,0.14285714285714285,0.8571428571428572,0.6863781123332945,0.14285714285714285,15.0,17.0
1,07:00,UP_HEAVY,OPPOSITE_LOOP_FORMATION,1,0.08283873769544291,5.0,1.076903590040495,1.0,0.0,0.5207006369426714,0.0,,16.0
1,07:00,UP_HEAVY,ORIGIN_BREACH,212,0.36685726693692394,5.0,0.1183410538505952,0.4858490566037736,0.5141509433962264,0.43786189924735985,0.25,20.0,16.0
1,07:00,UP_HEAVY,RETRACE_INVALIDATION,14,0.2011797915460381,5.0,0.6212905327158218,0.5714285714285714,0.4285714285714286,0.7159633757961403,0.35714285714285715,10.0,18.5
1,07:00,UP_LEAN,ORIGIN_BREACH,107,0.34318905616664724,5.0,0.13017515923547077,0.514018691588785,0.485981308411215,0.4851983207875191,0.27102803738317754,20.0,16.0
1,07:00,UP_LEAN,RETRACE_INVALIDATION,7,0.30768674001149493,5.0,0.6627099015632805,0.7142857142857143,0.2857142857142857,0.5443688477126853,0.2857142857142857,17.5,21.0
1,08:00,BALANCED,ORIGIN_BREACH,96,0.33135495078177163,5.0,0.1183410538505952,0.5416666666666666,0.45833333333333337,0.36094021424435474,0.15625,25.0,12.0
1,08:00,BALANCED,RETRACE_INVALIDATION,2,0.4792812680948185,7.5,0.5857882165605381,1.0,0.0,1.3135856977418168,1.0,17.5,14.5
1,08:00,DOWN_HEAVY,ORIGIN_BREACH,232,0.39052547770706925,5.0,0.13017515923573353,0.5301724137931034,0.4698275862068966,0.4496960046323668,0.22413793103448276,20.0,13.0
1,08:00,DOWN_HEAVY,RETRACE_INVALIDATION,13,0.3313549507815089,5.0,0.6272075854083909,0.38461538461538464,0.6153846153846154,0.9348943254198859,0.46153846153846156,10.0,15.0
1,08:00,DOWN_LEAN,OPPOSITE_LOOP_FORMATION,1,0.1065069484657196,5.0,1.017733063115066,0.0,1.0,0.2366821077011904,0.0,,18.0
1,08:00,DOWN_LEAN,ORIGIN_BREACH,144,0.3254378980890711,5.0,0.10650694846558822,0.5347222222222222,0.4652777777777778,0.36685726693679255,0.1875,20.0,13.0
1,08:00,DOWN_LEAN,RETRACE_INVALIDATION,5,0.4260277938620901,5.0,0.5562029530978236,0.4,0.6,1.0650694846556195,0.6,25.0,14.0
1,08:00,UP_HEAVY,ORIGIN_BREACH,234,0.36685726693692394,5.0,0.09467284308058126,0.5683760683760684,0.43162393162393164,0.4615301100172424,0.2094017094017094,20.0,12.0
1,08:00,UP_HEAVY,RETRACE_INVALIDATION,6,0.36094021424435474,7.5,0.5739541111753999,0.6666666666666666,0.33333333333333337,0.5621200057903928,0.16666666666666666,10.0,12.5
1,08:00,UP_LEAN,OPPOSITE_LOOP_FORMATION,1,0.9112261146496092,160.0,2.911189924724852,0.0,1.0,2.544332657787928,1.0,10.0,3.0
1,08:00,UP_LEAN,ORIGIN_BREACH,107,0.30768674001149493,5.0,0.1183410538505952,0.5233644859813084,0.47663551401869164,0.3786913723217995,0.1588785046728972,20.0,13.0
1,08:00,UP_LEAN,RETRACE_INVALIDATION,4,0.18934568616089975,5.0,0.5443688477126853,0.75,0.25,0.408276635784514,0.25,10.0,16.5
1,09:00,BALANCED,ORIGIN_BREACH,86,0.3254378980892024,5.0,0.09467284308044988,0.4418604651162791,0.5581395348837209,0.37277431962949314,0.16279069767441862,20.0,8.0
1,09:00,BALANCED,RETRACE_INVALIDATION,2,0.7988021134915833,25.0,0.6745440069485502,0.0,1.0,0.6982122177185642,0.5,15.0,8.5
1,09:00,DOWN_HEAVY,OPPOSITE_LOOP_FORMATION,1,0.4851983207875191,15.0,1.0295671685002044,1.0,0.0,0.13017515923573353,0.0,,8.0
1,09:00,DOWN_HEAVY,ORIGIN_BREACH,219,0.34318905616691,5.0,0.1183410538505952,0.4794520547945205,0.5205479452054795,0.4260277938620901,0.1917808219178082,20.0,9.0
1,09:00,DOWN_HEAVY,RETRACE_INVALIDATION,13,0.24851621308632874,5.0,0.5680370584826993,0.5384615384615384,0.46153846153846156,0.4023595830920762,0.15384615384615385,20.0,8.0
1,09:00,DOWN_LEAN,OPPOSITE_LOOP_FORMATION,1,0.04733642154002786,5.0,1.0650694846556195,0.0,1.0,0.3550231615517856,0.0,,13.0
1,09:00,DOWN_LEAN,ORIGIN_BREACH,137,0.3550231615517856,5.0,0.15384337000574747,0.4744525547445255,0.5255474452554745,0.41419368847695176,0.19708029197080293,20.0,10.0
1,09:00,DOWN_LEAN,RETRACE_INVALIDATION,10,0.2603503184713357,5.0,0.6153734800232527,0.5,0.5,0.3195208453966333,0.2,12.5,11.0
1,09:00,UP_HEAVY,ORIGIN_BREACH,185,0.34318905616691,5.0,0.10650694846545684,0.5351351351351351,0.4648648648648649,0.5562029530978236,0.2918918918918919,15.0,9.0
1,09:00,UP_HEAVY,RETRACE_INVALIDATION,10,0.35502316155191693,5.0,0.5562029530978236,0.8,0.19999999999999996,1.1715764331210763,0.6,15.0,11.0
1,09:00,UP_LEAN,ORIGIN_BREACH,126,0.34318905616677864,5.0,0.1183410538505952,0.5158730158730159,0.4841269841269841,0.36685726693679255,0.16666666666666666,20.0,10.0
1,09:00,UP_LEAN,RETRACE_INVALIDATION,6,0.2070968442384759,5.0,0.7159633757962717,0.16666666666666666,0.8333333333333334,0.5917052692531073,0.16666666666666666,20.0,11.0
1,10:00,BALANCED,ORIGIN_BREACH,95,0.34318905616691,5.0,0.15384337000574747,0.6105263157894737,0.3894736842105263,0.4851983207875191,0.2736842105263158,15.0,6.0
1,10:00,BALANCED,RETRACE_INVALIDATION,4,0.13609221192817134,5.0,0.7159633757961403,0.0,1.0,0.21893094962361426,0.0,,5.0
1,10:00,DOWN_HEAVY,OPPOSITE_LOOP_FORMATION,6,0.21301389693104505,5.0,1.2603322235088257,0.5,0.5,1.1834105385060834,0.5,10.0,6.5
1,10:00,DOWN_HEAVY,ORIGIN_BREACH,226,0.4023595830920762,5.0,0.13017515923560213,0.504424778761062,0.49557522123893805,0.46744716270994296,0.24778761061946902,15.0,6.0
1,10:00,DOWN_HEAVY,RETRACE_INVALIDATION,17,0.41419368847695176,5.0,0.6863781123335572,0.6470588235294118,0.3529411764705882,0.6982122177184328,0.4117647058823529,15.0,7.0
1,10:00,DOWN_LEAN,OPPOSITE_LOOP_FORMATION,1,0.0,5.0,1.136074116965924,1.0,0.0,1.076903590040495,1.0,10.0,6.0
1,10:00,DOWN_LEAN,ORIGIN_BREACH,120,0.3786913723220623,5.0,0.16567747539088581,0.55,0.44999999999999996,0.579871163867969,0.3333333333333333,15.0,6.0
1,10:00,DOWN_LEAN,RETRACE_INVALIDATION,17,0.508866531557533,5.0,0.650875796178405,0.4117647058823529,0.5882352941176471,0.9112261146496092,0.47058823529411764,10.0,7.0
1,10:00,UP_HEAVY,OPPOSITE_LOOP_FORMATION,6,0.5384517950202475,5.0,1.2129958019687979,0.3333333333333333,0.6666666666666667,1.4200926462072738,0.6666666666666666,10.0,7.5
1,10:00,UP_HEAVY,ORIGIN_BREACH,201,0.3550231615517856,5.0,0.13017515923573353,0.43781094527363185,0.5621890547263682,0.46153011001750516,0.24875621890547264,15.0,6.0
1,10:00,UP_HEAVY,RETRACE_INVALIDATION,16,0.33727200347420944,5.0,0.6272075854082596,0.5,0.5,0.7100463231038339,0.3125,10.0,5.5
1,10:00,UP_LEAN,ORIGIN_BREACH,96,0.3786913723220623,5.0,0.15384337000574747,0.5,0.5,0.5029494788650952,0.2708333333333333,17.5,6.0
1,10:00,UP_LEAN,RETRACE_INVALIDATION,7,0.46153011001750516,5.0,0.5325347423278097,0.2857142857142857,0.7142857142857143,1.0532353792702183,0.5714285714285714,12.5,6.0
1,11:00,BALANCED,OPPOSITE_LOOP_FORMATION,3,0.4260277938623529,5.0,1.2662492762016575,0.6666666666666666,0.33333333333333337,0.284018529241481,0.3333333333333333,10.0,3.0
1,11:00,BALANCED,ORIGIN_BREACH,51,0.36685726693692394,5.0,0.11834105385085796,0.5,0.5,0.7751339027214379,0.34782608695652173,15.0,2.0
1,11:00,BALANCED,RETRACE_INVALIDATION,12,0.3846084250145001,5.0,0.6153734800232527,0.09090909090909091,0.9090909090909091,0.6982122177186956,0.36363636363636365,10.0,3.0
1,11:00,DOWN_HEAVY,OPPOSITE_LOOP_FORMATION,18,0.49111537348008827,5.0,1.2662492762015263,0.4444444444444444,0.5555555555555556,1.0591524319630503,0.5,10.0,2.5
1,11:00,DOWN_HEAVY,ORIGIN_BREACH,169,0.4260277938620901,5.0,0.15384337000574747,0.47096774193548385,0.5290322580645161,0.5325347423278097,0.27741935483870966,10.0,2.0
1,11:00,DOWN_HEAVY,RETRACE_INVALIDATION,24,0.2899355819340502,5.0,0.6804610596408567,0.3181818181818182,0.6818181818181819,0.5680370584828307,0.22727272727272727,10.0,2.0
1,11:00,DOWN_LEAN,OPPOSITE_LOOP_FORMATION,5,0.5325347423275469,5.0,1.4082585408222668,0.6,0.4,0.7810509554138757,0.4,10.0,2.0
1,11:00,DOWN_LEAN,ORIGIN_BREACH,90,0.4260277938620901,5.0,0.10650694846558822,0.5641025641025641,0.4358974358974359,0.5502859004052545,0.3333333333333333,10.0,2.0
1,11:00,DOWN_LEAN,RETRACE_INVALIDATION,17,0.3550231615517856,5.0,0.6035393746381142,0.5294117647058824,0.47058823529411764,0.7100463231038339,0.29411764705882354,10.0,2.0
1,11:00,UP_HEAVY,OPPOSITE_LOOP_FORMATION,8,0.5029494788650952,5.0,2.9881116097278566,0.375,0.625,1.5206825419801613,0.75,10.0,3.0
1,11:00,UP_HEAVY,ORIGIN_BREACH,158,0.4023595830920762,5.0,0.14792631731330969,0.5328467153284672,0.46715328467153283,0.6390416907932666,0.29927007299270075,10.0,2.0
1,11:00,UP_HEAVY,RETRACE_INVALIDATION,26,0.4023595830919448,5.0,0.591705269252976,0.25,0.75,1.0532353792703497,0.5416666666666666,10.0,2.0
1,11:00,UP_LEAN,OPPOSITE_LOOP_FORMATION,8,0.27218442385634267,5.0,1.2603322235089571,0.42857142857142855,0.5714285714285714,0.9112261146496092,0.42857142857142855,10.0,2.0
1,11:00,UP_LEAN,ORIGIN_BREACH,65,0.4496960046323668,5.0,0.1183410538505952,0.43103448275862066,0.5689655172413793,0.4970324261726574,0.20689655172413793,10.0,2.0
1,11:00,UP_LEAN,RETRACE_INVALIDATION,16,0.21893094962361426,5.0,0.5443688477128168,0.5833333333333334,0.41666666666666663,0.7692168500290001,0.4166666666666667,10.0,3.0
2,03:00,BALANCED,ORIGIN_BREACH,29,0.13748623564571597,10.0,0.05977662419379533,0.41379310344827586,0.5862068965517242,0.19128519742022468,0.10344827586206896,55.0,20.0
2,03:00,BALANCED,RETRACE_INVALIDATION,1,0.29888312096910935,5.0,0.926537675003894,0.0,1.0,1.10586754758528,1.0,20.0,25.0
2,03:00,DOWN_HEAVY,ORIGIN_BREACH,107,0.13150857322642936,5.0,0.047821299354956624,0.4953271028037383,0.5046728971962617,0.15541922290397403,0.102803738317757,85.0,23.0
2,03:00,DOWN_LEAN,ORIGIN_BREACH,57,0.13748623564571597,10.0,0.04184363693567,0.5263157894736842,0.4736842105263158,0.1733522101619666,0.08771929824561403,115.0,22.0
2,03:00,UP_HEAVY,ORIGIN_BREACH,81,0.14346389806513532,5.0,0.05379896177437597,0.4691358024691358,0.5308641975308642,0.17932987258138597,0.1111111111111111,70.0,21.0
2,03:00,UP_HEAVY,RETRACE_INVALIDATION,1,0.2809501337108513,5.0,0.5439672801635773,1.0,0.0,0.023910649677544676,0.0,,25.0
2,03:00,UP_LEAN,ORIGIN_BREACH,22,0.23611766556547165,12.5,0.062765455403505,0.6363636363636364,0.36363636363636365,0.15541922290390767,0.045454545454545456,140.0,23.0
2,03:00,UP_LEAN,RETRACE_INVALIDATION,1,0.023910649677544676,5.0,0.5081013056473266,1.0,0.0,1.0580462482303232,1.0,10.0,21.0
2,04:00,BALANCED,ORIGIN_BREACH,18,0.3227937706465213,10.0,0.068743117822858,0.3333333333333333,0.6666666666666667,0.39153688846931295,0.05555555555555555,25.0,21.5
2,04:00,BALANCED,RETRACE_INVALIDATION,1,0.8548057259713926,60.0,0.6754758533898739,1.0,0.0,0.7830737769387586,0.0,,17.0
2,04:00,DOWN_HEAVY,ORIGIN_BREACH,69,0.25106182161402,5.0,0.06575428661321468,0.6231884057971014,0.37681159420289856,0.3407267579046466,0.057971014492753624,37.5,20.0
2,04:00,DOWN_HEAVY,RETRACE_INVALIDATION,1,0.6216768916154979,90.0,0.818939751455142,0.0,1.0,0.5021236432279073,0.0,,15.0
2,04:00,DOWN_LEAN,ORIGIN_BREACH,44,0.20921818467828363,5.0,0.07770961145192065,0.4772727272727273,0.5227272727272727,0.257039484033373,0.11363636363636363,65.0,19.5
2,04:00,UP_HEAVY,ORIGIN_BREACH,63,0.22117350951705597,5.0,0.07770961145192065,0.5238095238095238,0.47619047619047616,0.27497247129143193,0.14285714285714285,15.0,22.0
2,04:00,UP_HEAVY,RETRACE_INVALIDATION,1,0.04782129935508935,5.0,0.651565203712462,1.0,0.0,1.177599496617914,1.0,30.0,28.0
2,04:00,UP_LEAN,ORIGIN_BREACH,22,0.14346389806513532,5.0,0.12254207959730033,0.6363636363636364,0.36363636363636365,0.179329872581386,0.09090909090909091,37.5,19.0
2,05:00,BALANCED,OPPOSITE_LOOP_FORMATION,1,0.9504483246814386,20.0,1.0042472864558145,1.0,0.0,0.12553091080701,0.0,,13.0
2,05:00,BALANCED,ORIGIN_BREACH,22,0.3437155891142899,15.0,0.10162026112953168,0.45454545454545453,0.5454545454545454,0.2958942897593333,0.13636363636363635,20.0,15.0
2,05:00,DOWN_HEAVY,ORIGIN_BREACH,89,0.28692779613027064,5.0,0.08368727387134,0.5168539325842697,0.4831460674157303,0.31681610822710193,0.1348314606741573,57.5,18.0
2,05:00,DOWN_HEAVY,RETRACE_INVALIDATION,1,0.08368727387134,5.0,0.5200566304860326,1.0,0.0,0.029888312096831297,0.0,,19.0
2,05:00,DOWN_LEAN,ORIGIN_BREACH,32,0.257039484033373,5.0,0.08966493629069298,0.4375,0.5625,0.28692779613027064,0.3125,35.0,17.0
2,05:00,DOWN_LEAN,RETRACE_INVALIDATION,2,0.3795815636306733,7.5,0.8308950762938478,1.0,0.0,0.367626238791901,0.0,,18.0
2,05:00,UP_HEAVY,ORIGIN_BREACH,75,0.27497247129143193,5.0,0.05977662419379533,0.4533333333333333,0.5466666666666666,0.38257039484031663,0.21333333333333335,25.0,17.0
2,05:00,UP_HEAVY,RETRACE_INVALIDATION,2,0.2958942897593333,5.0,0.7800849457291152,0.5,0.5,0.5977662419380196,0.0,,18.5
2,05:00,UP_LEAN,ORIGIN_BREACH,25,0.2271511719363426,5.0,0.0956425987101787,0.56,0.43999999999999995,0.2809501337108513,0.24,30.0,19.0
2,05:00,UP_LEAN,RETRACE_INVALIDATION,1,0.1972628598395113,10.0,0.7890514393581779,0.0,1.0,0.1315085732262966,0.0,,8.0
2,06:00,BALANCED,ORIGIN_BREACH,35,0.18530753500080532,5.0,0.07770961145192065,0.5428571428571428,0.4571428571428572,0.22715117193647533,0.14285714285714285,25.0,12.0
2,06:00,DOWN_HEAVY,ORIGIN_BREACH,70,0.3257826018561646,5.0,0.08069844266163033,0.4857142857142857,0.5142857142857142,0.358659745162772,0.17142857142857143,45.0,15.5
2,06:00,DOWN_LEAN,OPPOSITE_LOOP_FORMATION,1,0.4543023438728179,20.0,1.0580462482303232,0.0,1.0,1.333018719521755,1.0,10.0,16.0
2,06:00,DOWN_LEAN,ORIGIN_BREACH,43,0.20324052225893066,5.0,0.13150857322642936,0.5116279069767442,0.4883720930232558,0.3227937706465213,0.16279069767441862,30.0,15.0
2,06:00,DOWN_LEAN,RETRACE_INVALIDATION,1,0.059776624193928055,5.0,0.5798332546798279,0.0,1.0,0.011955324838705973,0.0,,18.0
2,06:00,UP_HEAVY,ORIGIN_BREACH,64,0.3078496145980393,5.0,0.08966493629075935,0.59375,0.40625,0.37061507000161065,0.171875,35.0,14.5
2,06:00,UP_HEAVY,RETRACE_INVALIDATION,2,0.4214252005663433,10.0,0.588799748308957,0.5,0.5,0.8488280635519733,0.5,15.0,21.0
2,06:00,UP_LEAN,ORIGIN_BREACH,20,0.32279377064658765,5.0,0.08368727387134,0.45,0.55,0.478212993550429,0.15,125.0,14.5
2,06:00,UP_LEAN,RETRACE_INVALIDATION,1,0.11357558596830403,5.0,0.8846940380682239,0.0,1.0,1.333018719521755,1.0,25.0,16.0
