participation,sign,rank_band,horizon,n,p_1s,p_50giveback,p_full_reversal,p_new_extreme
BAND_BROAD,UP,751-1000,10D,5816,0.20615543328748281,0.3031292984869326,0.5723865199449794,0.14924346629986246
BAND_BROAD,UP,751-1000,14D,5816,0.2169876203576341,0.31825997248968363,0.5553645116918845,0.17589408528198075
BAND_BROAD,UP,751-1000,21D,5816,0.22386519944979366,0.3512723521320495,0.5445323246217332,0.21475240715268226
BAND_BROAD,UP,751-1000,30D,5816,0.23229023383768913,0.36846629986244844,0.5290577716643742,0.24638927097661623
ISOLATED,DOWN,1001-1500,1D,24,0.16666666666666666,0.2916666666666667,0.4583333333333333,0.041666666666666664
ISOLATED,DOWN,1001-1500,2D,24,0.20833333333333334,0.3333333333333333,0.5416666666666666,0.041666666666666664
ISOLATED,DOWN,1001-1500,3D,24,0.20833333333333334,0.5,0.5833333333333334,0.0
ISOLATED,DOWN,1001-1500,5D,24,0.16666666666666666,0.5,0.625,0.0
ISOLATED,DOWN,1001-1500,7D,24,0.16666666666666666,0.5,0.625,0.041666666666666664
ISOLATED,DOWN,1001-1500,10D,24,0.08333333333333333,0.4166666666666667,0.6666666666666666,0.041666666666666664
ISOLATED,DOWN,1001-1500,14D,24,0.041666666666666664,0.5416666666666666,0.625,0.041666666666666664
ISOLATED,DOWN,1001-1500,21D,24,0.041666666666666664,0.5833333333333334,0.7083333333333334,0.08333333333333333
ISOLATED,DOWN,1001-1500,30D,24,0.08333333333333333,0.5833333333333334,0.6666666666666666,0.125
ISOLATED,DOWN,1501-2000,1D,5,0.0,0.8,0.8,0.0
ISOLATED,DOWN,1501-2000,2D,5,0.0,0.8,1.0,0.0
ISOLATED,DOWN,1501-2000,3D,5,0.0,0.8,1.0,0.0
ISOLATED,DOWN,1501-2000,5D,5,0.0,0.6,0.8,0.0
ISOLATED,DOWN,1501-2000,7D,5,0.0,0.6,1.0,0.0
ISOLATED,DOWN,1501-2000,10D,5,0.0,0.8,0.8,0.0
ISOLATED,DOWN,1501-2000,14D,5,0.0,0.8,0.8,0.0
ISOLATED,DOWN,1501-2000,21D,5,0.0,0.8,0.8,0.0
ISOLATED,DOWN,1501-2000,30D,5,0.0,0.6,0.8,0.0
ISOLATED,DOWN,501-750,1D,168,0.17857142857142858,0.22023809523809523,0.5714285714285714,0.017857142857142856
ISOLATED,DOWN,501-750,2D,168,0.17857142857142858,0.2619047619047619,0.5476190476190477,0.047619047619047616
ISOLATED,DOWN,501-750,3D,168,0.20238095238095238,0.2976190476190476,0.5476190476190477,0.09523809523809523
ISOLATED,DOWN,501-750,5D,168,0.20833333333333334,0.32142857142857145,0.5297619047619048,0.125
ISOLATED,DOWN,501-750,7D,168,0.20238095238095238,0.2976190476190476,0.5238095238095238,0.14285714285714285
ISOLATED,DOWN,501-750,10D,168,0.21428571428571427,0.3392857142857143,0.5297619047619048,0.18452380952380953
ISOLATED,DOWN,501-750,14D,168,0.25595238095238093,0.3333333333333333,0.5,0.22023809523809523
ISOLATED,DOWN,501-750,21D,168,0.23214285714285715,0.3392857142857143,0.5,0.23214285714285715
ISOLATED,DOWN,501-750,30D,168,0.23809523809523808,0.36904761904761907,0.47619047619047616,0.26785714285714285
ISOLATED,DOWN,751-1000,1D,110,0.17272727272727273,0.2818181818181818,0.5363636363636364,0.03636363636363636
ISOLATED,DOWN,751-1000,2D,110,0.17272727272727273,0.34545454545454546,0.5363636363636364,0.06363636363636363
ISOLATED,DOWN,751-1000,3D,110,0.24545454545454545,0.39090909090909093,0.5818181818181818,0.11818181818181818
ISOLATED,DOWN,751-1000,5D,110,0.22727272727272727,0.36363636363636365,0.5636363636363636,0.15454545454545454
ISOLATED,DOWN,751-1000,7D,110,0.22727272727272727,0.41818181818181815,0.5818181818181818,0.15454545454545454
ISOLATED,DOWN,751-1000,10D,110,0.20909090909090908,0.42727272727272725,0.5909090909090909,0.18181818181818182
ISOLATED,DOWN,751-1000,14D,110,0.2,0.42727272727272725,0.5454545454545454,0.21818181818181817
ISOLATED,DOWN,751-1000,21D,110,0.2,0.5,0.5545454545454546,0.2545454545454545
ISOLATED,DOWN,751-1000,30D,110,0.21818181818181817,0.5272727272727272,0.5909090909090909,0.2727272727272727
ISOLATED,UP,1001-1500,1D,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
ISOLATED,UP,1001-1500,2D,3,0.6666666666666666,0.0,0.0,0.3333333333333333
ISOLATED,UP,1001-1500,3D,3,1.0,0.0,0.0,0.3333333333333333
ISOLATED,UP,1001-1500,5D,3,0.6666666666666666,0.0,0.0,0.3333333333333333
ISOLATED,UP,1001-1500,7D,3,0.3333333333333333,0.0,0.0,0.3333333333333333
ISOLATED,UP,1001-1500,10D,3,1.0,0.0,0.0,0.6666666666666666
ISOLATED,UP,1001-1500,14D,3,0.6666666666666666,0.0,0.0,0.6666666666666666
ISOLATED,UP,1001-1500,21D,3,0.3333333333333333,0.0,0.0,0.3333333333333333
ISOLATED,UP,1001-1500,30D,3,0.3333333333333333,0.0,0.0,0.3333333333333333
ISOLATED,UP,1501-2000,1D,3,0.0,0.3333333333333333,0.6666666666666666,0.0
ISOLATED,UP,1501-2000,2D,3,0.0,0.0,0.6666666666666666,0.0
ISOLATED,UP,1501-2000,3D,3,0.0,0.0,0.3333333333333333,0.0
ISOLATED,UP,1501-2000,5D,3,0.0,0.0,0.3333333333333333,0.0
ISOLATED,UP,1501-2000,7D,3,0.0,0.0,0.6666666666666666,0.0
ISOLATED,UP,1501-2000,10D,3,0.0,0.0,0.3333333333333333,0.0
ISOLATED,UP,1501-2000,14D,3,0.0,0.0,0.3333333333333333,0.0
ISOLATED,UP,1501-2000,21D,3,0.0,0.0,0.3333333333333333,0.0
ISOLATED,UP,1501-2000,30D,3,0.3333333333333333,0.0,0.0,0.3333333333333333
ISOLATED,UP,501-750,1D,55,0.10909090909090909,0.23636363636363636,0.7818181818181819,0.0
ISOLATED,UP,501-750,2D,55,0.07272727272727272,0.3090909090909091,0.7454545454545455,0.0
ISOLATED,UP,501-750,3D,55,0.09090909090909091,0.4,0.7272727272727273,0.01818181818181818
ISOLATED,UP,501-750,5D,55,0.05454545454545454,0.4,0.7636363636363637,0.0
ISOLATED,UP,501-750,7D,55,0.09090909090909091,0.38181818181818183,0.7636363636363637,0.05454545454545454
ISOLATED,UP,501-750,10D,55,0.12727272727272726,0.38181818181818183,0.7272727272727273,0.10909090909090909
ISOLATED,UP,501-750,14D,55,0.10909090909090909,0.4,0.7090909090909091,0.12727272727272726
ISOLATED,UP,501-750,21D,55,0.07272727272727272,0.4727272727272727,0.6909090909090909,0.09090909090909091
ISOLATED,UP,501-750,30D,55,0.05454545454545454,0.4727272727272727,0.7272727272727273,0.09090909090909091
ISOLATED,UP,751-1000,1D,38,0.21052631578947367,0.15789473684210525,0.6578947368421053,0.0
ISOLATED,UP,751-1000,2D,38,0.21052631578947367,0.2894736842105263,0.6052631578947368,0.07894736842105263
ISOLATED,UP,751-1000,3D,38,0.15789473684210525,0.2631578947368421,0.6052631578947368,0.07894736842105263
ISOLATED,UP,751-1000,5D,38,0.2894736842105263,0.23684210526315788,0.5526315789473685,0.13157894736842105
ISOLATED,UP,751-1000,7D,38,0.2631578947368421,0.3157894736842105,0.5526315789473685,0.13157894736842105
ISOLATED,UP,751-1000,10D,38,0.15789473684210525,0.23684210526315788,0.5526315789473685,0.10526315789473684
ISOLATED,UP,751-1000,14D,38,0.21052631578947367,0.23684210526315788,0.47368421052631576,0.15789473684210525
ISOLATED,UP,751-1000,21D,38,0.23684210526315788,0.2631578947368421,0.5263157894736842,0.21052631578947367
ISOLATED,UP,751-1000,30D,38,0.23684210526315788,0.39473684210526316,0.5526315789473685,0.2631578947368421
LOCAL_CLUSTER,DOWN,1001-1500,1D,810,0.21481481481481482,0.25679012345679014,0.554320987654321,0.030864197530864196
LOCAL_CLUSTER,DOWN,1001-1500,2D,810,0.19876543209876543,0.30617283950617286,0.5839506172839506,0.06419753086419754
LOCAL_CLUSTER,DOWN,1001-1500,3D,810,0.18641975308641975,0.3506172839506173,0.5839506172839506,0.08148148148148149
LOCAL_CLUSTER,DOWN,1001-1500,5D,810,0.18395061728395062,0.3790123456790123,0.582716049382716,0.1037037037037037
LOCAL_CLUSTER,DOWN,1001-1500,7D,810,0.18518518518518517,0.4111111111111111,0.6074074074074074,0.12469135802469136
LOCAL_CLUSTER,DOWN,1001-1500,10D,810,0.1814814814814815,0.4160493827160494,0.6012345679012345,0.1469135802469136
LOCAL_CLUSTER,DOWN,1001-1500,14D,810,0.20246913580246914,0.44814814814814813,0.5790123456790124,0.17901234567901234
LOCAL_CLUSTER,DOWN,1001-1500,21D,810,0.18395061728395062,0.4654320987654321,0.5962962962962963,0.20246913580246914
LOCAL_CLUSTER,DOWN,1001-1500,30D,810,0.18765432098765433,0.4876543209876543,0.6037037037037037,0.21851851851851853
LOCAL_CLUSTER,DOWN,1501-2000,1D,528,0.17234848484848486,0.3087121212121212,0.5946969696969697,0.022727272727272728
LOCAL_CLUSTER,DOWN,1501-2000,2D,528,0.18181818181818182,0.36363636363636365,0.625,0.03598484848484849
LOCAL_CLUSTER,DOWN,1501-2000,3D,528,0.17234848484848486,0.3996212121212121,0.6325757575757576,0.058712121212121215
LOCAL_CLUSTER,DOWN,1501-2000,5D,528,0.1553030303030303,0.4715909090909091,0.6553030303030303,0.08333333333333333
LOCAL_CLUSTER,DOWN,1501-2000,7D,528,0.1553030303030303,0.4753787878787879,0.6553030303030303,0.10227272727272728
LOCAL_CLUSTER,DOWN,1501-2000,10D,528,0.15151515151515152,0.5246212121212122,0.6685606060606061,0.11363636363636363
LOCAL_CLUSTER,DOWN,1501-2000,14D,528,0.1553030303030303,0.5473484848484849,0.678030303030303,0.14583333333333334
LOCAL_CLUSTER,DOWN,1501-2000,21D,528,0.14204545454545456,0.5606060606060606,0.678030303030303,0.1534090909090909
LOCAL_CLUSTER,DOWN,1501-2000,30D,528,0.1590909090909091,0.6022727272727273,0.6837121212121212,0.19886363636363635
LOCAL_CLUSTER,DOWN,501-750,1D,788,0.2182741116751269,0.1967005076142132,0.5126903553299492,0.02918781725888325
LOCAL_CLUSTER,DOWN,501-750,2D,788,0.22461928934010153,0.2398477157360406,0.48984771573604063,0.06725888324873096
LOCAL_CLUSTER,DOWN,501-750,3D,788,0.22715736040609136,0.24619289340101522,0.4682741116751269,0.09517766497461928
LOCAL_CLUSTER,DOWN,501-750,5D,788,0.24873096446700507,0.27411167512690354,0.4619289340101523,0.11928934010152284
LOCAL_CLUSTER,DOWN,501-750,7D,788,0.22715736040609136,0.29949238578680204,0.4784263959390863,0.1484771573604061
LOCAL_CLUSTER,DOWN,501-750,10D,788,0.233502538071066,0.3020304568527919,0.46446700507614214,0.17639593908629442
LOCAL_CLUSTER,DOWN,501-750,14D,788,0.22842639593908629,0.32614213197969544,0.48096446700507617,0.20304568527918782
LOCAL_CLUSTER,DOWN,501-750,21D,788,0.23857868020304568,0.3286802030456853,0.4746192893401015,0.25253807106598986
LOCAL_CLUSTER,DOWN,501-750,30D,788,0.25888324873096447,0.37182741116751267,0.4885786802030457,0.29949238578680204
LOCAL_CLUSTER,DOWN,751-1000,1D,1035,0.22608695652173913,0.20579710144927535,0.5111111111111111,0.04057971014492753
LOCAL_CLUSTER,DOWN,751-1000,2D,1035,0.21256038647342995,0.2492753623188406,0.5246376811594203,0.07246376811594203
LOCAL_CLUSTER,DOWN,751-1000,3D,1035,0.2135265700483092,0.28599033816425123,0.523671497584541,0.08405797101449275
LOCAL_CLUSTER,DOWN,751-1000,5D,1035,0.221256038647343,0.33043478260869563,0.5314009661835749,0.13043478260869565
LOCAL_CLUSTER,DOWN,751-1000,7D,1035,0.22608695652173913,0.32753623188405795,0.5111111111111111,0.15169082125603864
LOCAL_CLUSTER,DOWN,751-1000,10D,1035,0.221256038647343,0.34299516908212563,0.5033816425120773,0.19227053140096617
LOCAL_CLUSTER,DOWN,751-1000,14D,1035,0.22801932367149758,0.36038647342995167,0.5342995169082125,0.21545893719806763
LOCAL_CLUSTER,DOWN,751-1000,21D,1035,0.23381642512077294,0.39710144927536234,0.548792270531401,0.24734299516908212
LOCAL_CLUSTER,DOWN,751-1000,30D,1035,0.21835748792270532,0.42028985507246375,0.5420289855072464,0.2570048309178744
LOCAL_CLUSTER,UP,1001-1500,1D,273,0.15018315018315018,0.20512820512820512,0.6959706959706959,0.029304029304029304
LOCAL_CLUSTER,UP,1001-1500,2D,273,0.15384615384615385,0.2600732600732601,0.6776556776556777,0.040293040293040296
LOCAL_CLUSTER,UP,1001-1500,3D,273,0.1575091575091575,0.3076923076923077,0.6959706959706959,0.05860805860805861
LOCAL_CLUSTER,UP,1001-1500,5D,273,0.1575091575091575,0.326007326007326,0.6556776556776557,0.06593406593406594
LOCAL_CLUSTER,UP,1001-1500,7D,273,0.15018315018315018,0.326007326007326,0.6703296703296703,0.07692307692307693
LOCAL_CLUSTER,UP,1001-1500,10D,273,0.15018315018315018,0.3772893772893773,0.6593406593406593,0.09523809523809523
LOCAL_CLUSTER,UP,1001-1500,14D,273,0.16117216117216118,0.37362637362637363,0.63003663003663,0.11355311355311355
LOCAL_CLUSTER,UP,1001-1500,21D,273,0.20512820512820512,0.3443223443223443,0.6117216117216118,0.17582417582417584
LOCAL_CLUSTER,UP,1001-1500,30D,273,0.1794871794871795,0.36996336996337,0.5934065934065934,0.19413919413919414
LOCAL_CLUSTER,UP,1501-2000,1D,328,0.1402439024390244,0.20121951219512196,0.6371951219512195,0.036585365853658534
LOCAL_CLUSTER,UP,1501-2000,2D,328,0.18292682926829268,0.2652439024390244,0.6463414634146342,0.07621951219512195
LOCAL_CLUSTER,UP,1501-2000,3D,328,0.17682926829268292,0.2865853658536585,0.6432926829268293,0.08841463414634146
LOCAL_CLUSTER,UP,1501-2000,5D,328,0.20121951219512196,0.2804878048780488,0.5945121951219512,0.11585365853658537
LOCAL_CLUSTER,UP,1501-2000,7D,328,0.21036585365853658,0.3231707317073171,0.5609756097560976,0.125
LOCAL_CLUSTER,UP,1501-2000,10D,328,0.1951219512195122,0.32621951219512196,0.5426829268292683,0.13109756097560976
LOCAL_CLUSTER,UP,1501-2000,14D,328,0.2225609756097561,0.29878048780487804,0.5030487804878049,0.17682926829268292
LOCAL_CLUSTER,UP,1501-2000,21D,328,0.20121951219512196,0.3201219512195122,0.4969512195121951,0.21036585365853658
LOCAL_CLUSTER,UP,1501-2000,30D,328,0.2347560975609756,0.3231707317073171,0.5121951219512195,0.25
LOCAL_CLUSTER,UP,501-750,1D,1474,0.15739484396200815,0.15264586160108548,0.6831750339213026,0.027815468113975575
LOCAL_CLUSTER,UP,501-750,2D,1474,0.13432835820895522,0.23812754409769335,0.6913161465400272,0.03867028493894165
LOCAL_CLUSTER,UP,501-750,3D,1474,0.13772048846675713,0.26322930800542743,0.6865671641791045,0.048846675712347354
LOCAL_CLUSTER,UP,501-750,5D,1474,0.1417910447761194,0.310719131614654,0.6648575305291723,0.06241519674355495
LOCAL_CLUSTER,UP,501-750,7D,1474,0.13704206241519673,0.33717774762550884,0.664179104477612,0.07462686567164178
LOCAL_CLUSTER,UP,501-750,10D,1474,0.1390773405698779,0.37381275440976935,0.6560379918588873,0.09430122116689281
LOCAL_CLUSTER,UP,501-750,14D,1474,0.13568521031207598,0.40027137042062416,0.6709633649932157,0.11058344640434192
LOCAL_CLUSTER,UP,501-750,21D,1474,0.14586160108548168,0.4084124830393487,0.6316146540027137,0.1350067842605156
LOCAL_CLUSTER,UP,501-750,30D,1474,0.1417910447761194,0.4443690637720488,0.6343283582089553,0.15807327001356852
LOCAL_CLUSTER,UP,751-1000,1D,1313,0.16984006092916984,0.17212490479817213,0.6603198781416603,0.03274942878903275
LOCAL_CLUSTER,UP,751-1000,2D,1313,0.16984006092916984,0.26428027418126426,0.6664127951256664,0.05178979436405179
LOCAL_CLUSTER,UP,751-1000,3D,1313,0.16374714394516374,0.3015993907083016,0.6587966488956588,0.06930693069306931
LOCAL_CLUSTER,UP,751-1000,5D,1313,0.16146230007616147,0.3335872048743336,0.6488956587966489,0.07996953541507996
LOCAL_CLUSTER,UP,751-1000,7D,1313,0.17212490479817213,0.3457730388423458,0.623000761614623,0.1012947448591013
LOCAL_CLUSTER,UP,751-1000,10D,1313,0.16603198781416603,0.3541507996953541,0.623000761614623,0.10967250571210967
LOCAL_CLUSTER,UP,751-1000,14D,1313,0.1766945925361767,0.376999238385377,0.6237623762376238,0.14394516374714394
LOCAL_CLUSTER,UP,751-1000,21D,1313,0.1706016755521706,0.39756283320639757,0.6169078446306169,0.16450875856816452
LOCAL_CLUSTER,UP,751-1000,30D,1313,0.1843107387661843,0.4242193450114242,0.5963442498095963,0.18964204112718963
MULTI_BAND,DOWN,1001-1500,1D,3216,0.21952736318407962,0.1927860696517413,0.5646766169154229,0.04757462686567164
MULTI_BAND,DOWN,1001-1500,2D,3216,0.17941542288557213,0.22823383084577115,0.5951492537313433,0.05037313432835821
MULTI_BAND,DOWN,1001-1500,3D,3216,0.19465174129353233,0.2593283582089552,0.5783582089552238,0.08053482587064677
MULTI_BAND,DOWN,1001-1500,5D,3216,0.19931592039800994,0.25466417910447764,0.5693407960199005,0.11256218905472637
MULTI_BAND,DOWN,1001-1500,7D,3216,0.18190298507462688,0.2764303482587065,0.5432213930348259,0.11536069651741293
MULTI_BAND,DOWN,1001-1500,10D,3216,0.1675995024875622,0.3255597014925373,0.5783582089552238,0.13401741293532338
MULTI_BAND,DOWN,1001-1500,14D,3216,0.17568407960199006,0.3345771144278607,0.5652985074626866,0.1675995024875622
MULTI_BAND,DOWN,1001-1500,21D,3216,0.16946517412935325,0.33955223880597013,0.5335820895522388,0.19713930348258707
MULTI_BAND,DOWN,1001-1500,30D,3216,0.18003731343283583,0.33550995024875624,0.48383084577114427,0.25155472636815923
MULTI_BAND,DOWN,1501-2000,1D,3733,0.20707206000535763,0.17519421376908653,0.5387088132869006,0.0350924189659791
MULTI_BAND,DOWN,1501-2000,2D,3733,0.17921242968122153,0.21644789713367266,0.5767479239217788,0.04420037503348513
MULTI_BAND,DOWN,1501-2000,3D,3733,0.1979641039378516,0.25448700776855077,0.5555853201178677,0.07232788641843022
MULTI_BAND,DOWN,1501-2000,5D,3733,0.1960889365121886,0.2643986070184838,0.5483525314760247,0.10768818644521833
MULTI_BAND,DOWN,1501-2000,7D,3733,0.18992767211358158,0.29681221537637287,0.5397803375301367,0.12081435842485937
MULTI_BAND,DOWN,1501-2000,10D,3733,0.1690329493704795,0.35145995178140904,0.5622823466380927,0.1291186713099384
MULTI_BAND,DOWN,1501-2000,14D,3733,0.18055183498526653,0.38039110634878115,0.5660326814894187,0.1671577819448165
MULTI_BAND,DOWN,1501-2000,21D,3733,0.17974819180283955,0.3868202518081972,0.5569247254219126,0.1974283418162336
MULTI_BAND,DOWN,1501-2000,30D,3733,0.20251808197160462,0.4015537101526922,0.5290650950977765,0.24216447897133672
MULTI_BAND,DOWN,501-750,1D,1490,0.23557046979865773,0.21610738255033557,0.5791946308724832,0.06644295302013423
MULTI_BAND,DOWN,501-750,2D,1490,0.1738255033557047,0.23355704697986576,0.6355704697986577,0.052348993288590606
MULTI_BAND,DOWN,501-750,3D,1490,0.20738255033557046,0.2395973154362416,0.5979865771812081,0.09194630872483221
MULTI_BAND,DOWN,501-750,5D,1490,0.19463087248322147,0.2436241610738255,0.5771812080536913,0.10604026845637583
MULTI_BAND,DOWN,501-750,7D,1490,0.1651006711409396,0.2771812080536913,0.5697986577181208,0.09865771812080537
