date,direction,session_pnl_pips,n_lots,tier,exit_reason,year
2024-08-30,1,-33.1499999999999,6,T1,opposite_p90_exit,2024
2024-09-02,1,1.900000000001235,2,T1,opposite_p90_exit,2024
2024-09-03,-1,-12.039999999999939,2,T1,stopped_out,2024
2024-09-03,-1,-30.215000000000323,4,T1,hard_exit_12pm,2024
2024-09-04,1,29.58000000000005,2,T2,hard_exit_12pm,2024
2024-09-05,1,7.775000000000865,2,T1,tp2,2024
2024-09-05,1,3.6000000000011596,4,T1,opposite_p90_exit,2024
2024-09-05,1,11.375000000002025,6,T1,tp2,2024
2024-09-06,1,6.725000000000648,2,T1,tp2,2024
2024-09-06,1,-34.399999999999096,4,T1,hard_exit_12pm,2024
2024-09-09,-1,11.300000000000644,2,T1,tp2,2024
2024-09-09,-1,22.599999999999067,4,T1,tp2,2024
2024-09-11,-1,8.945000000000093,2,T3,hard_exit_12pm,2024
2024-09-12,1,7.175000000001376,2,T1,tp2,2024
2024-09-17,-1,6.950000000001012,2,T1,tp2,2024
2024-09-17,1,13.900000000002024,4,T1,tp2,2024
2024-09-20,1,-1.9749999999986159,2,T1,opposite_p90_exit,2024
2024-09-23,-1,24.433999999999735,2,T1,kill_switch_132,2024
2024-09-23,-1,35.58399999999939,4,T1,tp2,2024
2024-09-23,-1,46.73399999999905,6,T1,tp2,2024
2024-09-23,-1,33.54400000000045,8,T1,stopped_out,2024
2024-09-23,-1,22.194000000001477,10,T1,hard_exit_12pm,2024
2024-09-24,1,9.575000000001555,2,T1,tp2,2024
2024-09-24,1,19.15000000000311,4,T1,tp2,2024
2024-09-26,-1,-17.100000000003334,2,T1,stopped_out,2024
2024-09-26,1,-5.875000000002071,4,T1,tp2,2024
2024-09-26,1,5.349999999999191,6,T1,tp2,2024
2024-09-27,-1,10.47500000000079,2,T1,tp2,2024
2024-09-27,-1,20.95000000000158,4,T1,tp2,2024
2024-09-27,-1,7.069999999999801,6,T1,opposite_p90_exit,2024
2024-09-27,1,17.54500000000059,8,T1,tp2,2024
2024-10-01,-1,-11.170000000002787,4,T1,tp2,2024
2024-10-01,-1,-0.020000000000905516,6,T1,tp2,2024
2024-10-01,-1,11.130000000000976,8,T1,tp2,2024
2024-10-02,1,1.900000000001235,2,T1,opposite_p90_exit,2024
2024-10-03,-1,6.3499999999993015,2,T1,hard_exit_12pm,2024
2024-10-04,-1,9.725000000000318,2,T1,tp2,2024
2024-10-04,-1,19.450000000000635,4,T1,tp2,2024
2024-10-08,1,-14.570000000000526,2,T2,stopped_out,2024
2024-10-09,-1,-11.809999999998876,2,T1,stopped_out,2024
2024-10-10,-1,5.224999999999703,2,T1,tp2,2024
2024-10-10,-1,-3.500000000000945,4,T1,hard_exit_12pm,2024
2024-10-15,-1,-12.26999999999656,2,T1,stopped_out,2024
2024-10-15,1,-28.679999999998927,4,T1,stopped_out,2024
2024-10-16,-1,-1.8499999999989072,2,T1,hard_exit_12pm,2024
2024-10-17,-1,3.7250000000009784,2,T1,opposite_p90_exit,2024
2024-10-18,1,2.4399999999989994,2,T2,hard_exit_12pm,2024
2024-10-22,1,-16.410000000002366,2,T1,stopped_out,2024
2024-10-23,-1,8.900000000000464,2,T1,tp2,2024
2024-10-23,-1,17.799999999998708,4,T1,tp2,2024
2024-10-23,-1,13.099999999996673,6,T1,hard_exit_12pm,2024
2024-10-24,-1,-14.299999999998313,2,T1,opposite_p90_exit,2024
2024-10-25,1,5.599999999998829,2,T1,tp2,2024
2024-10-28,1,13.624999999999222,2,T1,tp2,2024
2024-10-29,-1,8.899999999998244,2,T1,tp2,2024
2024-10-30,1,10.399999999999189,2,T1,tp2,2024
2024-10-30,1,8.40000000000152,4,T1,opposite_p90_exit,2024
2024-10-30,1,0.5000000000029452,6,T1,stopped_out,2024
2024-10-31,1,-21.400000000000418,2,T1,hard_exit_12pm,2024
2024-11-01,-1,-18.249999999999766,2,T1,stopped_out,2024
2024-11-01,1,-51.68000000000083,4,T1,stopped_out,2024
2024-11-04,1,-6.499999999998284,2,T3,hard_exit_12pm,2024
2024-11-08,-1,6.179999999999964,2,T2,opposite_p90_exit,2024
2024-11-08,-1,-9.30999999999593,4,T2,stopped_out,2024
2024-11-08,-1,7.030000000003092,6,T2,tp2,2024
2024-11-08,-1,23.370000000002115,8,T2,tp2,2024
2024-11-08,-1,37.05000000000236,10,T2,hard_exit_12pm,2024
2024-11-13,-1,-3.715000000000966,3,T1,tp2,2024
2024-11-13,-1,-15.985000000004188,5,T1,stopped_out,2024
2024-11-13,1,-2.060000000005221,7,T1,tp2,2024
2024-11-13,1,-48.68500000000547,9,T1,hard_exit_12pm,2024
2024-11-19,-1,17.64999999999889,3,T1,tp2,2024
2024-11-19,-1,17.099999999997397,5,T1,opposite_p90_exit,2024
2024-11-19,-1,29.749999999998003,7,T1,tp2,2024
2024-11-19,-1,28.799999999996114,9,T1,opposite_p90_exit,2024
2024-11-19,-1,41.44999999999672,11,T1,tp2,2024
2024-11-19,-1,54.099999999995106,13,T1,tp2,2024
2024-11-21,-1,9.574999999999335,2,T1,tp2,2024
2024-11-21,-1,5.699999999999374,4,T1,opposite_p90_exit,2024
2024-11-21,-1,15.274999999998709,6,T1,tp2,2024
2024-11-21,-1,24.849999999998044,8,T1,tp2,2024
2024-11-21,-1,17.27499999999827,10,T1,opposite_p90_exit,2024
2024-11-21,-1,26.849999999999824,12,T1,tp2,2024
2024-11-22,1,11.524999999998787,2,T1,tp2,2024
2024-11-22,1,-0.9749999999988361,4,T1,stopped_out,2024
2024-11-22,-1,10.550000000002171,6,T1,tp2,2024
2024-11-22,-1,22.07500000000096,8,T1,tp2,2024
2024-11-22,-1,-24.124999999999833,10,T1,stopped_out,2024
2024-11-22,-1,-12.600000000001046,12,T1,tp2,2024
2024-11-22,-1,-1.0750000000022588,14,T1,tp2,2024
2024-11-22,-1,10.449999999996528,16,T1,tp2,2024
2024-11-22,-1,-4.19000000000268,18,T1,opposite_p90_exit,2024
2024-11-22,-1,-6.615000000004244,20,T1,opposite_p90_exit,2024
2024-11-22,-1,6.959999999993485,23,T1,tp2,2024
2024-11-22,-1,-10.140000000003187,25,T1,stopped_out,2024
2024-11-28,-1,-15.490000000002556,2,T2,stopped_out,2024
2024-11-28,-1,-11.190000000001142,4,T2,opposite_p90_exit,2024
2024-11-28,-1,-32.250000000002885,6,T2,opposite_p90_exit,2024
2024-11-28,-1,-20.050000000003006,8,T2,tp2,2024
2024-11-28,-1,-43.590000000003954,11,T2,hard_exit_12pm,2024
2024-12-05,1,7.559999999998514,3,T2,tp2,2024
2024-12-05,1,-5.630000000004518,5,T2,stopped_out,2024
2024-12-05,1,6.749999999993875,7,T2,tp2,2024
2024-12-05,1,19.12999999999227,9,T2,tp2,2024
2024-12-05,1,31.50999999999066,11,T2,tp2,2024
2024-12-06,1,-18.019999999998703,2,T2,stopped_out,2024
2024-12-06,1,-5.579999999998584,4,T2,tp2,2024
2024-12-06,1,6.860000000001534,6,T2,tp2,2024
2024-12-06,1,-10.469999999996201,8,T2,stopped_out,2024
2024-12-10,-1,4.149999999999267,3,T1,tp2,2024
2024-12-10,-1,16.200000000000383,5,T1,tp2,2024
2024-12-10,-1,28.24999999999928,7,T1,tp2,2024
2024-12-11,-1,13.175000000000715,2,T1,tp2,2024
2024-12-11,-1,-0.9349999999999064,4,T1,stopped_out,2024
2024-12-11,-1,-10.814999999999905,6,T1,opposite_p90_exit,2024
2024-12-11,-1,2.36000000000303,8,T1,tp2,2024
2024-12-12,1,-3.500000000000835,2,T1,opposite_p90_exit,2024
2024-12-12,1,-31.960000000001152,5,T1,opposite_p90_exit,2024
2024-12-12,-1,-18.86000000000204,7,T1,tp2,2024
2024-12-12,-1,-5.7600000000029254,9,T1,tp2,2024
2024-12-20,-1,8.299999999998754,2,T1,tp2,2024
2024-12-20,1,16.599999999997507,4,T1,tp2,2024
2024-12-20,1,24.89999999999848,6,T1,tp2,2024
2024-12-20,1,13.089999999999606,8,T1,stopped_out,2024
2024-12-20,1,23.389999999996974,11,T1,tp2,2024
2024-12-20,1,18.189999999996104,13,T1,opposite_p90_exit,2024
2024-12-30,-1,-17.375000000001805,2,T1,opposite_p90_exit,2024
2024-12-30,1,-7.80000000000247,4,T1,tp2,2024
2024-12-30,-1,28.424000000002117,6,T1,kill_switch_132,2024
2024-12-31,1,-42.955000000001355,3,T1,hard_exit_12pm,2024
2025-01-03,1,13.250000000000096,2,T1,tp2,2025
2025-01-03,1,5.0799999999969785,6,T1,tp2,2025
2025-01-08,-1,13.025000000001953,2,T1,tp2,2025
2025-01-08,-1,8.010000000003572,5,T1,tp2,2025
2025-01-08,-1,7.445000000004423,7,T1,opposite_p90_exit,2025
2025-01-08,-1,20.470000000004156,9,T1,tp2,2025
2025-01-08,-1,33.49500000000611,11,T1,tp2,2025
2025-01-08,-1,46.52000000000584,13,T1,tp2,2025
2025-01-09,-1,-11.579999999997813,2,T1,stopped_out,2025
2025-01-09,-1,0.020000000000354845,4,T1,tp2,2025
2025-01-10,-1,-10.100000000001884,2,T1,stopped_out,2025
2025-01-10,-1,3.6749999999983203,4,T1,tp2,2025
2025-01-15,1,23.80599999999722,2,T1,kill_switch_132,2025
2025-01-15,1,34.655999999997135,4,T1,tp2,2025
2025-01-16,-1,13.399999999998858,2,T1,tp2,2025
2025-01-16,-1,29.99999999999975,5,T1,tp2,2025
2025-01-17,-1,12.320000000001109,2,T2,tp2,2025
2025-01-20,1,17.27000000000023,2,T3,tp2,2025
2025-01-20,1,-8.929999999998326,4,T3,stopped_out,2025
2025-01-20,1,8.340000000001904,6,T3,tp2,2025
2025-01-23,-1,-8.419999999999149,3,T1,hard_exit_12pm,2025
2025-01-29,-1,13.925000000001187,2,T1,tp2,2025
2025-01-30,-1,13.400000000002134,3,T1,tp2,2025
2025-01-30,-1,8.900000000001409,5,T1,opposite_p90_exit,2025
2025-02-05,1,11.67499999999977,2,T1,tp2,2025
2025-02-05,1,7.87499999999919,4,T1,stopped_out,2025
2025-02-05,1,7.600000000000609,6,T1,opposite_p90_exit,2025
2025-02-05,1,19.27500000000038,8,T1,tp2,2025
2025-02-05,1,30.95000000000015,10,T1,tp2,2025
2025-02-05,1,42.624999999999915,12,T1,tp2,2025
2025-02-07,-1,0.34999999999996234,2,T1,opposite_p90_exit,2025
2025-02-12,1,9.27499999999737,2,T1,tp2,2025
2025-02-12,-1,18.54999999999474,4,T1,tp2,2025
2025-02-12,-1,27.82499999999433,6,T1,tp2,2025
2025-02-19,-1,11.300000000000644,2,T1,tp2,2025
2025-02-25,1,12.724999999999987,2,T1,tp2,2025
2025-02-25,1,-6.444999999999588,4,T1,stopped_out,2025
2025-02-26,-1,-6.6600000000006645,2,T3,hard_exit_12pm,2025
2025-02-27,-1,13.939999999998843,2,T3,tp2,2025
2025-02-28,1,-12.039999999999939,2,T2,stopped_out,2025
2025-02-28,1,-0.6199999999980648,4,T2,hard_exit_12pm,2025
2025-03-12,-1,-58.599999999998815,3,T2,opposite_p90_exit,2025
2025-03-12,-1,-45.79999999999944,5,T2,tp2,2025
2025-03-12,-1,-61.06000000000094,7,T2,stopped_out,2025
2025-03-13,-1,21.250000000005766,4,T1,tp2,2025
2025-03-13,-1,31.800000000005937,6,T1,tp2,2025
2025-03-13,-1,42.35000000000833,8,T1,tp2,2025
2025-03-13,-1,52.90000000001072,10,T1,tp2,2025
2025-03-13,-1,36.95000000000826,12,T1,stopped_out,2025
2025-03-13,-1,47.50000000000843,14,T1,tp2,2025
2025-03-17,-1,-12.039999999999939,2,T1,stopped_out,2025
2025-03-17,1,1.5850000000015037,4,T1,tp2,2025
2025-03-18,1,2.6999999999998145,2,T1,opposite_p90_exit,2025
2025-03-18,1,14.000000000000458,4,T1,tp2,2025
2025-03-19,-1,12.350000000000861,2,T1,tp2,2025
2025-03-19,-1,39.296000000001776,4,T1,kill_switch_132,2025
2025-03-19,-1,21.96600000000404,6,T1,stopped_out,2025
2025-03-19,-1,20.45600000000603,8,T1,opposite_p90_exit,2025
2025-03-19,-1,32.80600000000689,10,T1,tp2,2025
2025-03-19,-1,37.55600000000681,12,T1,hard_exit_12pm,2025
2025-03-20,-1,3.4250000000012335,2,T1,opposite_p90_exit,2025
2025-03-20,-1,15.100000000001003,4,T1,tp2,2025
2025-03-20,-1,26.775000000000773,6,T1,tp2,2025
2025-03-20,-1,38.45000000000276,8,T1,tp2,2025
2025-03-20,-1,50.125000000004746,10,T1,tp2,2025
2025-03-20,-1,61.800000000004516,12,T1,tp2,2025
2025-03-20,-1,45.850000000002055,14,T1,stopped_out,2025
2025-03-20,-1,45.37500000000216,16,T1,opposite_p90_exit,2025
2025-03-25,-1,10.099999999999444,2,T1,tp2,2025
2025-03-25,-1,-2.6300000000014627,4,T1,stopped_out,2025
2025-03-25,1,7.469999999997981,6,T1,tp2,2025
2025-03-28,-1,-1.6600000000012152,2,T1,opposite_p90_exit,2025
2025-04-01,-1,11.000000000000899,2,T1,tp2,2025
2025-04-01,-1,11.300000000000534,4,T1,opposite_p90_exit,2025
2025-04-01,-1,22.299999999999212,6,T1,tp2,2025
2025-04-01,-1,9.339999999999463,8,T1,stopped_out,2025
2025-04-01,-1,-3.5600000000007803,10,T1,stopped_out,2025
2025-04-01,-1,7.4400000000001185,12,T1,tp2,2025
2025-04-01,-1,-1.2599999999992555,14,T1,hard_exit_12pm,2025
2025-04-02,-1,-13.880000000001779,2,T2,stopped_out,2025
2025-04-02,-1,-32.36000000000483,4,T2,stopped_out,2025
2025-04-02,1,-20.760000000004442,6,T2,tp2,2025
2025-05-13,1,-15.489999999995895,2,T3,stopped_out,2025
2025-05-13,1,-34.429999999996625,4,T3,stopped_out,2025
2025-05-14,1,13.024999999999732,2,T1,tp2,2025
2025-05-14,1,-11.79500000000133,4,T1,opposite_p90_exit,2025
2025-05-14,1,1.2299999999984017,6,T1,tp2,2025
2025-05-14,1,14.254999999998134,8,T1,tp2,2025
2025-05-14,1,16.529999999998495,10,T1,opposite_p90_exit,2025
2025-05-14,1,11.104999999999482,12,T1,opposite_p90_exit,2025
2025-05-14,1,10.080000000000428,14,T1,opposite_p90_exit,2025
2025-05-14,1,-6.544999999998684,16,T1,hard_exit_12pm,2025
2025-05-16,1,1.9999999999996696,2,T2,stopped_out,2025
2025-05-16,1,-14.179999999997193,4,T2,stopped_out,2025
2025-05-30,-1,18.890000000000185,2,T3,tp2,2025
2025-05-30,-1,7.1499999999999915,4,T3,opposite_p90_exit,2025
2025-05-30,-1,-13.169999999998236,6,T3,stopped_out,2025
2025-05-30,-1,-32.569999999996654,8,T3,stopped_out,2025
2025-05-30,-1,-13.679999999996468,10,T3,tp2,2025
2025-06-05,-1,-15.030000000000431,2,T2,stopped_out,2025
2025-06-05,1,-44.55000000000342,4,T2,stopped_out,2025
2025-06-06,-1,-5.0200000000013,3,T2,opposite_p90_exit,2025
2025-06-06,-1,-10.02000000000086,5,T2,stopped_out,2025
2025-06-06,-1,-6.300000000001745,8,T2,tp2,2025
2025-06-06,-1,7.219999999996123,10,T2,tp2,2025
2025-06-06,-1,20.73999999999399,12,T2,tp2,2025
2025-06-06,-1,14.939999999993631,14,T2,stopped_out,2025
2025-06-06,-1,28.4599999999915,16,T2,tp2,2025
2025-06-09,1,14.4349999999992,2,T3,tp2,2025
2025-06-09,1,-1.055000000003357,4,T3,stopped_out,2025
2025-06-17,1,-17.78999999999764,2,T2,stopped_out,2025
2025-06-25,-1,-4.00000000000189,2,T3,stopped_out,2025
2025-06-30,1,15.139999999997823,2,T2,tp2,2025
2025-07-03,-1,-19.299999999999983,2,T2,stopped_out,2025
2025-07-03,-1,-29.120000000002698,4,T2,opposite_p90_exit,2025
2025-07-04,1,-14.799999999999368,2,T2,stopped_out,2025
2025-07-09,-1,-2.68000000000168,2,T2,hard_exit_12pm,2025
2025-07-15,1,11.540000000000884,2,T2,tp2,2025
2025-07-15,1,-42.81999999999475,4,T2,stopped_out,2025
2025-07-16,1,-12.039999999999939,2,T2,stopped_out,2025
2025-07-22,1,9.049999999999226,2,T1,tp2,2025
2025-07-24,-1,-14.110000000000621,2,T1,stopped_out,2025
2025-07-24,-1,-26.609999999998244,4,T1,stopped_out,2025
2025-07-24,-1,-13.959999999999859,6,T1,tp2,2025
2025-08-05,-1,14.164999999999207,2,T3,tp2,2025
2025-08-05,-1,12.664999999998152,4,T3,stopped_out,2025
2025-08-05,-1,26.82999999999736,6,T3,tp2,2025
2025-08-05,-1,11.10999999999818,8,T3,stopped_out,2025
2025-08-05,-1,25.274999999997387,10,T3,tp2,2025
2025-08-05,-1,24.369999999999564,12,T3,opposite_p90_exit,2025
2025-08-05,-1,8.420000000003764,14,T3,stopped_out,2025
2025-08-08,-1,13.640000000001319,2,T2,tp2,2025
2025-08-12,1,11.719999999999398,2,T2,tp2,2025
2025-08-12,1,-12.509999999999131,4,T2,stopped_out,2025
2025-08-14,-1,-17.315000000001245,3,T1,opposite_p90_exit,2025
2025-08-14,-1,-34.645000000001204,5,T1,stopped_out,2025
2025-08-14,-1,-21.170000000000744,7,T1,tp2,2025
2025-08-14,-1,-7.695000000002505,9,T1,tp2,2025
2025-08-14,-1,5.779999999997955,11,T1,tp2,2025
2025-08-18,-1,11.659999999999894,2,T2,tp2,2025
2025-08-18,-1,23.319999999999787,4,T2,tp2,2025
2025-08-20,1,15.260000000001273,2,T2,tp2,2025
2025-08-21,-1,9.425000000000573,2,T1,tp2,2025
2025-08-21,-1,-2.3849999999983034,4,T1,stopped_out,2025
2025-08-25,-1,-18.249999999999766,2,T3,stopped_out,2025
2025-08-29,1,-21.47000000000132,2,T2,stopped_out,2025
2025-09-04,-1,15.65000000000133,3,T1,tp2,2025
2025-09-04,-1,21.700000000000887,5,T1,hard_exit_12pm,2025
2025-09-05,1,-10.430000000001382,2,T3,stopped_out,2025
2025-09-08,1,-14.570000000000526,2,T1,stopped_out,2025
2025-09-08,1,-3.9450000000009737,4,T1,tp2,2025
2025-09-08,1,-25.645000000003357,6,T1,stopped_out,2025
