date,direction,entry_price,exit_price,pnl_pips,exit_reason,signal_type,tier
2024-01-24,1,1.09066,1.09124,5.300000000000249,tp2_ar50,cascade_2,T2
2024-01-26,-1,1.08339,1.0831475,1.9250000000014538,tp1_ar25,signal1,T1
2024-01-26,-1,1.08339,1.082905,4.350000000000687,tp2_ar50,signal2,T1
2024-01-26,-1,1.08153,1.0824995999999998,-10.195999999996818,kill_switch_132,cascade_2,T1
2024-01-26,-1,1.08206,1.0824995999999998,-4.895999999997624,kill_switch_132,cascade_3,T1
2024-01-31,1,1.0829,1.083415,4.650000000000432,tp1_ar25,signal1,T2
2024-01-31,1,1.0829,1.08393,9.800000000000864,tp2_ar50,signal2,T2
2024-01-31,1,1.08325,1.08393,6.300000000000139,tp2_ar50,cascade_2,T2
2024-01-31,1,1.08247,1.08393,14.100000000000168,tp2_ar50,cascade_3,T2
2024-02-02,1,1.08834,1.0886075000000002,2.175000000000871,tp1_ar25,signal1,T1
2024-02-02,1,1.08834,1.088875,4.849999999999522,tp2_ar50,signal2,T1
2024-02-02,1,1.08857,1.0896624,10.423999999998824,kill_switch_132,cascade_2,T1
2024-02-08,-1,1.07524,1.0749224000000002,2.6759999999980693,kill_switch_132,signal1,T1
2024-02-08,-1,1.07524,1.0749224000000002,2.6759999999980693,kill_switch_132,signal2,T1
2024-02-09,-1,1.07687,1.07667,1.4999999999997797,tp1_ar25,signal1,T1
2024-02-09,-1,1.07687,1.07647,3.4999999999995595,tp2_ar50,signal2,T1
2024-02-12,1,1.07977,1.079274,-5.459999999998299,sl_80pct_body,signal1,T3
2024-02-12,1,1.07977,1.079274,-5.459999999998299,sl_80pct_body,signal2,T3
2024-02-12,1,1.07983,1.0790404,-8.39600000000057,sl_80pct_body,cascade_2,T3
2024-02-14,-1,1.07075,1.0700725000000002,6.274999999998865,tp1_ar25,signal1,T2
2024-02-14,-1,1.07075,1.07214,-14.400000000000023,hard_exit_12pm,signal2,T2
2024-02-14,-1,1.07028,1.07214,-19.10000000000195,hard_exit_12pm,cascade_2,T2
2024-02-14,-1,1.07038,1.07214,-18.099999999999838,hard_exit_12pm,cascade_3,T2
2024-02-16,1,1.07674,1.07634,-4.4999999999995595,sl_80pct_body,signal1,T1
2024-02-16,1,1.07674,1.07634,-4.4999999999995595,sl_80pct_body,signal2,T1
2024-02-21,-1,1.07934,1.0797640000000002,-4.74000000000202,sl_80pct_body,signal1,T2
2024-02-21,-1,1.07934,1.0797640000000002,-4.74000000000202,sl_80pct_body,signal2,T2
2024-02-22,1,1.08778,1.0868292,-10.008000000000294,kill_switch_132,signal1,T2
2024-02-22,1,1.08778,1.0868292,-10.008000000000294,kill_switch_132,signal2,T2
2024-02-22,1,1.08659,1.0868292,1.8919999999999497,kill_switch_132,cascade_2,T2
2024-02-22,1,1.0859,1.0849256000000005,-10.243999999995978,sl_80pct_body,cascade_3,T2
2024-02-23,1,1.0831,1.08262,-5.3000000000003595,sl_80pct_body,signal1,T1
2024-02-23,1,1.0831,1.08262,-5.3000000000003595,sl_80pct_body,signal2,T1
2024-02-27,1,1.08584,1.0854479999999997,-4.4200000000017,sl_80pct_body,signal1,T1
2024-02-27,1,1.08584,1.0854479999999997,-4.4200000000017,sl_80pct_body,signal2,T1
2024-02-28,-1,1.08006,1.0804148000000002,-4.048000000002105,kill_switch_132,signal1,T1
