rank_band,sign,condition,value,n,p_rev_7d,gb_med_7d,gb_p75_7d,fwd_med_sig_7d
751-1000,UP,vol_reg,VOL_HIGH,19960,0.5599699398797595,0.15673280376147547,0.9222962902279171,-0.22746348292988308
751-1000,UP,breadth_reg,BRD_LOW,19501,0.602379365160761,0.25215955234163695,0.9544427129336736,-0.46085114641701064
751-1000,UP,breadth_reg,BRD_HIGH,24070,0.5206896551724138,0.05072655141551367,0.7869107847370858,-0.07240365497508933
751-1000,UP,eth_dir,ETH_STRONG,29141,0.5535156652139597,0.13783715272699584,0.8665547136329017,-0.23220508649804425
751-1000,UP,eth_dir,ETH_WEAK,13599,0.5673946613721598,0.16390793694140127,0.8721604190939087,-0.3021420997131906
751-1000,UP,eth_dir,NA,831,0.5222623345367028,0.03372708868867561,0.5943935915327452,-0.06063913930932467
751-1000,UP,shmc,NON_SHMC,34336,0.5463944547996272,0.10772002140012946,0.8268898600021043,-0.20412306370457373
751-1000,UP,shmc,SHMC,9235,0.5976177585273417,0.2645630884779187,0.986834685008966,-0.40312427244077265
751-1000,UP,age,MATURE,13529,0.5646389237933328,0.15027449383156619,0.8078001400920034,-0.28181049285712545
751-1000,UP,age,MID,13929,0.5412448847727762,0.09496556175241837,0.7999999999999972,-0.1777115059384362
751-1000,UP,age,YOUNG,16113,0.5648854961832062,0.18037401756886748,0.9742972244334541,-0.2882569156749038
751-1000,UP,volq,Q2,8320,0.5336538461538461,0.0807022302183219,0.7713185884606555,-0.11416446968002467
751-1000,UP,volq,Q1,5147,0.4960170973382553,0.0,0.6342218070009579,0.017636398766081994
751-1000,UP,volq,Q3,11626,0.5550490280405986,0.15402504685086263,0.920302613061633,-0.2644756063044489
751-1000,UP,volq,nan,1048,0.49904580152671757,0.0,0.5795481225902284,0.0
751-1000,UP,volq,Q4,17430,0.591566265060241,0.2462899197724399,0.948348652437322,-0.5295548655465894
751-1000,UP,stale,False,43571,0.5572513828004866,0.14259964673801012,0.8627537899520311,-0.2527342885392768
751-1000,UP,zero_v,False,42523,0.5586858876372787,0.1499518848669814,0.8696957599307125,-0.2639046294818753
751-1000,UP,zero_v,True,1048,0.49904580152671757,0.0,0.5795481225902284,0.0
1001-1500,UP,btc_dir,BTC_UP,58860,0.5510363574583758,0.128635979601537,0.846081846075338,-0.18546011387524275
1001-1500,UP,btc_dir,BTC_DOWN,31792,0.5552969300452945,0.13386260093047953,0.8477568078079515,-0.21855758500721137
1001-1500,UP,btc_dir,NA,1840,0.5228260869565218,0.038923408804026526,0.603416135351402,-0.07797705744622348
1001-1500,UP,vol_reg,VOL_LOW,49827,0.5574086338732013,0.14115968652349326,0.8222124648626239,-0.2666702865041468
1001-1500,UP,vol_reg,VOL_HIGH,42665,0.5455525606469003,0.11428998173119123,0.8658045089230532,-0.13492516579605815
1001-1500,UP,breadth_reg,BRD_HIGH,51208,0.516462271520075,0.038141060542527395,0.781425456367614,-0.05094736649021207
1001-1500,UP,breadth_reg,BRD_LOW,41284,0.595945160352679,0.2363058225325853,0.9052321811212962,-0.3859722271576339
1001-1500,UP,eth_dir,ETH_STRONG,60371,0.5504795348760166,0.12718080000226573,0.8441244223763449,-0.18548678873876134
1001-1500,UP,eth_dir,ETH_WEAK,30281,0.5566196624946336,0.13702422921139046,0.8505415897164464,-0.22175637900949446
1001-1500,UP,eth_dir,NA,1840,0.5228260869565218,0.038923408804026526,0.603416135351402,-0.07797705744622348
1001-1500,UP,shmc,NON_SHMC,71737,0.5435270501972482,0.10631650321963099,0.8123422580994035,-0.16297413106325043
1001-1500,UP,shmc,SHMC,20755,0.5810166225006023,0.2117174452646168,0.93948393594952,-0.3021476081977803
1001-1500,UP,age,MATURE,30912,0.557421066252588,0.13264504626845458,0.787743560338067,-0.20997825508030998
1001-1500,UP,age,MID,32399,0.5341214235007253,0.0776896463949565,0.7721952394807142,-0.12303057301971963
1001-1500,UP,age,YOUNG,29181,0.5659161783352181,0.19008243791431095,0.9988823291980788,-0.2767166029798431
1001-1500,UP,volq,Q2,23533,0.5456592869587388,0.11547122340770952,0.8367783406586381,-0.17878466864497233
1001-1500,UP,volq,Q1,20771,0.5038274517355928,0.004744140372068337,0.643576207478615,-0.006294134150594679
1001-1500,UP,volq,Q3,25916,0.5671785769408859,0.18555180932089466,0.9250626913915909,-0.3149403835779574
1001-1500,UP,volq,nan,4366,0.4651855245075584,0.0,0.5613884563951426,0.08345375391269201
1001-1500,UP,volq,Q4,17906,0.6151010834357199,0.3122861962075159,1.0115955147202975,-0.6427578998331986
1001-1500,UP,stale,False,92492,0.551939627211002,0.12821717520290757,0.8406480441844968,-0.19502554037892658
1001-1500,UP,zero_v,False,88126,0.5562376597144997,0.14287770485879825,0.8537152761357073,-0.22126400748770392
1001-1500,UP,zero_v,True,4366,0.4651855245075584,0.0,0.5613884563951426,0.08345375391269201
1501-2000,UP,btc_dir,BTC_DOWN,32366,0.5232033615522462,0.06088982557861547,0.782433188113537,-0.08596533000492976
1501-2000,UP,btc_dir,BTC_UP,56028,0.5185086028414364,0.0472953907476729,0.783009240994651,-0.060814574557168766
1501-2000,UP,btc_dir,NA,1770,0.4966101694915254,0.0,0.588374371464487,0.011956416411224994
1501-2000,UP,vol_reg,VOL_HIGH,41383,0.5063673489113887,0.020391973967777057,0.7907339120135519,-0.016048069065665083
1501-2000,UP,vol_reg,VOL_LOW,48781,0.531128923146307,0.07611861194948019,0.7713680700486092,-0.12985012892683767
1501-2000,UP,breadth_reg,BRD_HIGH,49421,0.487363671313814,0.0,0.7246743470842946,0.028941341498233294
1501-2000,UP,breadth_reg,BRD_LOW,40743,0.5590653609208944,0.14746372584467946,0.8352237435043759,-0.21699635518497357
1501-2000,UP,eth_dir,ETH_STRONG,57284,0.5176838209622233,0.04379976691687034,0.7787419878606231,-0.0579460118347325
1501-2000,UP,eth_dir,ETH_WEAK,31110,0.5249116039858567,0.06615689453700925,0.7896686837595601,-0.09634781377806126
1501-2000,UP,eth_dir,NA,1770,0.4966101694915254,0.0,0.588374371464487,0.011956416411224994
1501-2000,UP,shmc,NON_SHMC,67424,0.5159438775510204,0.039030845223778296,0.7651127118252528,-0.05673168804435279
1501-2000,UP,shmc,SHMC,22740,0.5310905892700089,0.08951806043538248,0.8197445167396548,-0.10231088243973173
1501-2000,UP,age,MATURE,34131,0.5244499135683104,0.056636718895761044,0.7393580680952878,-0.07159035121798821
1501-2000,UP,age,MID,32034,0.501030155459824,0.00463640930794218,0.7070715026487531,-0.009124433962027854
1501-2000,UP,age,YOUNG,23999,0.5381057544064336,0.12504081224516536,0.9244178498757792,-0.18613101931372428
1501-2000,UP,volq,Q1,34687,0.4755672153832848,0.0,0.6163201905791624,0.05516004861381622
1501-2000,UP,volq,Q2,25879,0.5389698210904594,0.11167621459930997,0.8439616236969659,-0.16360646294078995
1501-2000,UP,volq,nan,6622,0.4639081848384174,0.0,0.5919971321434351,0.07981098067507605
1501-2000,UP,volq,Q3,16861,0.5760037957416523,0.23132490389715613,0.964686664309599,-0.4015947449378503
1501-2000,UP,volq,Q4,6115,0.5946034341782502,0.2976428183673423,1.0233817924363275,-0.598652169572106
1501-2000,UP,stale,False,90164,0.5197639856261923,0.050418027962569056,0.7794755034467425,-0.06756099241541436
1501-2000,UP,zero_v,False,83542,0.5241914246726198,0.06526201508910301,0.7924618341815215,-0.08782530465766612
1501-2000,UP,zero_v,True,6622,0.4639081848384174,0.0,0.5919971321434351,0.07981098067507605
501-750,DOWN,btc_dir,BTC_UP,8035,0.4967019290603609,0.0,1.0638647071766436,0.044823410839694794
501-750,DOWN,btc_dir,BTC_DOWN,22829,0.4989268036269657,0.0,0.8221701834964898,0.014216303205950742
501-750,DOWN,btc_dir,NA,1007,0.49950347567030784,0.0,0.5627863531358572,-0.0463224452732989
501-750,DOWN,vol_reg,VOL_HIGH,16374,0.49596921949432027,0.0,0.8743103189452825,0.03654820486835318
501-750,DOWN,vol_reg,VOL_LOW,15497,0.500935664967413,0.0,0.8588711532264602,0.0
501-750,DOWN,breadth_reg,BRD_LOW,19038,0.475522638932661,0.0,0.7162413748974612,-0.05971017677678735
501-750,DOWN,breadth_reg,BRD_HIGH,12833,0.5322995402477987,0.09907840513222711,1.127402107123221,0.15683436976933568
501-750,DOWN,eth_dir,ETH_STRONG,7914,0.49178670710133937,0.0,1.040092527857872,0.00758702768519359
501-750,DOWN,eth_dir,ETH_WEAK,22950,0.5006100217864924,0.0,0.8259425157976472,0.02406568391245811
501-750,DOWN,eth_dir,NA,1007,0.49950347567030784,0.0,0.5627863531358572,-0.0463224452732989
501-750,DOWN,shmc,NON_SHMC,30218,0.5008273214640281,0.0,0.8667839712460316,0.02954723526680962
501-750,DOWN,shmc,SHMC,1653,0.4537205081669691,0.0,0.8594970158234594,-0.13928001778158258
501-750,DOWN,age,MATURE,9025,0.5151246537396121,0.03663629652187324,0.8483270717600171,0.062219668770859604
501-750,DOWN,age,MID,9676,0.5271806531624639,0.06716389764510516,0.9365019834272831,0.09714437978865662
501-750,DOWN,age,YOUNG,13170,0.46575550493545936,0.0,0.822177643987694,-0.07988933636389986
501-750,DOWN,volq,Q1,1219,0.6259228876127974,0.5040624498845054,1.7353813639964875,0.46391546007864376
501-750,DOWN,volq,Q2,3675,0.5912925170068027,0.2731038123105253,1.295218943685546,0.31362070599047004
501-750,DOWN,volq,Q3,7546,0.5287569573283859,0.08194577205818412,0.9708301873797743,0.1221706362083775
501-750,DOWN,volq,Q4,19029,0.4586683483104735,0.0,0.686096981914418,-0.1315447823327573
501-750,DOWN,volq,nan,402,0.572139303482587,0.2675482178817064,1.0730069377278373,0.3876256462898008
501-750,DOWN,stale,False,31871,0.49838411094725615,0.0,0.8656242619714638,0.01720553541173992
501-750,DOWN,zero_v,False,31469,0.4974419269757539,0.0,0.8597654696508903,0.012391647136448115
501-750,DOWN,zero_v,True,402,0.572139303482587,0.2675482178817064,1.0730069377278373,0.3876256462898008
751-1000,DOWN,btc_dir,BTC_DOWN,25722,0.5222377731125107,0.05717450745412392,1.01195829536643,0.07899711871797531
751-1000,DOWN,btc_dir,NA,1092,0.5137362637362637,0.009813861601960407,0.7116090467916798,0.05774805060931304
751-1000,DOWN,btc_dir,BTC_UP,11008,0.559593023255814,0.19950370763576067,1.4000000000000006,0.2509284976883485
751-1000,DOWN,vol_reg,VOL_LOW,18701,0.5362280091973691,0.09246857998958427,1.1143752995195182,0.10932645158162341
751-1000,DOWN,vol_reg,VOL_HIGH,19121,0.5295748130327912,0.09113801892747639,1.1032479643605415,0.1421121533369718
751-1000,DOWN,breadth_reg,BRD_LOW,21401,0.5138544927807112,0.02994191179916645,0.9499342012256424,0.03987021927037093
751-1000,DOWN,breadth_reg,BRD_HIGH,16421,0.5576396078192558,0.1892997319603303,1.3421844630608797,0.23701851567301985
751-1000,DOWN,eth_dir,ETH_WEAK,25808,0.5222024178549287,0.0568267766180425,1.0183605256380517,0.08286873041945425
751-1000,DOWN,eth_dir,NA,1092,0.5137362637362637,0.009813861601960407,0.7116090467916798,0.05774805060931304
751-1000,DOWN,eth_dir,ETH_STRONG,10922,0.5599707013367515,0.20143508879607505,1.382095644844347,0.2388827161132851
751-1000,DOWN,shmc,NON_SHMC,35361,0.5347699442889059,0.09644920007879235,1.1066934885730075,0.13757357459897063
751-1000,DOWN,shmc,SHMC,2461,0.5054855749695246,0.016320323519608132,1.1307607507831918,0.012272395406047947
751-1000,DOWN,age,MATURE,11042,0.5563303749320775,0.1579659459859308,1.080201555226413,0.20861661083002123
751-1000,DOWN,age,MID,11399,0.5670672866040881,0.1904761904761898,1.213579590620419,0.22577020400228393
751-1000,DOWN,age,YOUNG,15381,0.49067030752226776,0.0,1.0518016867363729,-0.015900630468438336
751-1000,DOWN,volq,Q1,4127,0.7157741700993457,0.806428087164259,2.0593974097760475,0.7357905186797413
751-1000,DOWN,volq,Q2,6980,0.5968481375358167,0.29372080594091654,1.3016793724653222,0.3790842050445912
751-1000,DOWN,volq,Q3,10666,0.5073129570598163,0.01362541354982533,0.9583171801250258,0.03497309219367083
751-1000,DOWN,volq,Q4,15353,0.4678564449944636,0.0,0.8215500079636104,-0.13138160860346207
751-1000,DOWN,volq,nan,696,0.632183908045977,0.3277178425571212,1.352209070028899,0.42245496295235263
751-1000,DOWN,stale,False,37822,0.5328644704140447,0.09180172890604388,1.1091417416108889,0.1265761526600761
751-1000,DOWN,zero_v,False,37126,0.5310025319183321,0.08641720793115014,1.1022255319860057,0.12068424073755994
751-1000,DOWN,zero_v,True,696,0.632183908045977,0.3277178425571212,1.352209070028899,0.42245496295235263
1001-1500,DOWN,btc_dir,BTC_DOWN,55867,0.5486065118943204,0.14370997270250974,1.151461206429657,0.18580313739351415
1001-1500,DOWN,btc_dir,BTC_UP,28919,0.5886441439883814,0.3306167081032152,1.5832104079494043,0.3764612136720407
1001-1500,DOWN,btc_dir,NA,2600,0.5338461538461539,0.04943349211779756,0.805860741882785,0.1173225986410684
1001-1500,DOWN,vol_reg,VOL_LOW,43978,0.5537996270862704,0.15556417741775425,1.2074752647683162,0.20494488530865568
1001-1500,DOWN,vol_reg,VOL_HIGH,43408,0.5691347217102838,0.23011833379530197,1.357449012837372,0.2763979979187992
1001-1500,DOWN,breadth_reg,BRD_HIGH,39290,0.5886230593026215,0.30686918558718124,1.5450348951283406,0.3615229547929968
1001-1500,DOWN,breadth_reg,BRD_LOW,48096,0.5391924484364604,0.11074226807636563,1.0919732608010884,0.15255547312567047
1001-1500,DOWN,eth_dir,ETH_STRONG,28795,0.5927765237020316,0.3422113869429922,1.5994730957311118,0.3910372296834515
1001-1500,DOWN,eth_dir,ETH_WEAK,55991,0.5465699844617885,0.1377730668671856,1.149208335014003,0.17897661763427355
1001-1500,DOWN,eth_dir,NA,2600,0.5338461538461539,0.04943349211779756,0.805860741882785,0.1173225986410684
1001-1500,DOWN,shmc,NON_SHMC,81071,0.5624082594269221,0.19514649184397626,1.274902446525229,0.25324765808214056
1001-1500,DOWN,shmc,SHMC,6315,0.5486935866983373,0.16725892744607906,1.3724293696366399,0.16810635271828744
1001-1500,DOWN,age,MATURE,27565,0.6008706693270451,0.29764847316034154,1.3224919615331103,0.38511886001180573
1001-1500,DOWN,age,MID,28636,0.5978139404944824,0.3069046943106276,1.4379112457046974,0.34192856044156184
1001-1500,DOWN,age,YOUNG,31185,0.4931216931216931,0.0,1.0691474151571294,0.0
1001-1500,DOWN,volq,Q2,23025,0.588186753528773,0.2649372409539189,1.2923146671569694,0.3401301004936867
1001-1500,DOWN,volq,Q1,18246,0.7162117724432753,0.7822049538232172,2.073194818272774,0.7565071614058102
1001-1500,DOWN,volq,Q3,25379,0.49801016588518066,0.0,0.9614790575351742,0.0028645315918548915
1001-1500,DOWN,volq,nan,3022,0.6598279285241562,0.489057310736429,1.763248242103787,0.4925528579664403
1001-1500,DOWN,volq,Q4,17714,0.44123292311166307,0.0,0.7603100530729262,-0.22633167580741181
1001-1500,DOWN,stale,False,87386,0.5614171606435814,0.19291264652301549,1.2824221020663686,0.24489813166879817
1001-1500,DOWN,zero_v,False,84364,0.5578919918448627,0.18222560507358715,1.264585787994609,0.2334226104619177
1001-1500,DOWN,zero_v,True,3022,0.6598279285241562,0.489057310736429,1.763248242103787,0.4925528579664403
1501-2000,DOWN,btc_dir,BTC_UP,40232,0.6565420560747663,0.6321268974307437,2.1469177671927975,0.6945218218192645
1501-2000,DOWN,btc_dir,NA,3019,0.5902616760516728,0.16449323701301294,1.2128314823674562,0.2989625204183569
1501-2000,DOWN,btc_dir,BTC_DOWN,62923,0.6097452441873401,0.36540647633979895,1.5747500976257385,0.42229966649052963
1501-2000,DOWN,vol_reg,VOL_HIGH,51317,0.6433540542120545,0.5450719784446543,1.9596698084833535,0.5782300039548515
1501-2000,DOWN,vol_reg,VOL_LOW,54857,0.611553675921031,0.35710388257514025,1.60043482625452,0.4473754551232914
1501-2000,DOWN,breadth_reg,BRD_HIGH,48465,0.6589291241101826,0.6166467248254686,2.1212811120212334,0.6571440063337598
1501-2000,DOWN,breadth_reg,BRD_LOW,57709,0.6000450536311493,0.32081698869930375,1.4985169000657483,0.39549127581015575
1501-2000,DOWN,eth_dir,ETH_STRONG,40818,0.6627958253711598,0.6465230609099124,2.1675810429045126,0.7002434512052611
1501-2000,DOWN,eth_dir,NA,3019,0.5902616760516728,0.16449323701301294,1.2128314823674562,0.2989625204183569
1501-2000,DOWN,eth_dir,ETH_WEAK,62337,0.6052103886937132,0.35118021639463665,1.5537718348570797,0.4143892317986589
1501-2000,DOWN,shmc,NON_SHMC,97306,0.627299447105009,0.4450981394379678,1.757060062463033,0.5214449079654383
1501-2000,DOWN,shmc,SHMC,8868,0.6228010825439784,0.44438209171066334,1.9359027409898832,0.4243465433859038
1501-2000,DOWN,age,MATURE,38846,0.6610204396849096,0.5280127023843157,1.7774211300706075,0.6301446814805397
1501-2000,DOWN,age,MID,35887,0.6621339203611336,0.583813182128418,2.000055695810185,0.6332501666497478
1501-2000,DOWN,age,YOUNG,31441,0.5446073598167998,0.16200825265701108,1.48314546807358,0.18192456731325568
1501-2000,DOWN,volq,Q1,41184,0.7355769230769231,0.9331440304736899,2.4397965443488214,0.907364203729669
1501-2000,DOWN,volq,Q2,31007,0.5823846228271036,0.2598266131863668,1.3705595871388805,0.32662134573719137
1501-2000,DOWN,volq,nan,6586,0.6790160947464319,0.5379570780452118,1.8903258499069557,0.5850276516325783
1501-2000,DOWN,volq,Q3,19583,0.5128938364908339,0.04631674994402332,1.1284469950375153,0.0683775604049991
1501-2000,DOWN,volq,Q4,7814,0.47286920911185054,0.0,1.1260843175225368,-0.09840018587497938
1501-2000,DOWN,stale,False,106174,0.6269237289731949,0.4450489109867676,1.7706525450254031,0.5122238920659918
1501-2000,DOWN,zero_v,False,99588,0.6234787323773948,0.4385791615599141,1.762528846256545,0.506487459653133
1501-2000,DOWN,zero_v,True,6586,0.6790160947464319,0.5379570780452118,1.8903258499069557,0.5850276516325783
