window,win_start,win_end,rank_band,state,n,p_abs_gt1s,p_abs_gt2s,p_abs_gt3s,p_up_gt2s,p_dn_gt2s,med_fwd7_sig
365D,2020-11-23,2021-11-23,501-750,SHMC,11934,0.1665828724652254,0.04189710072063013,0.017429193899782137,0.029746941511647394,0.012150159208982738,-0.001982479847438585
365D,2021-02-21,2022-02-21,501-750,nonSHMC,61072,0.19979696096410793,0.05442756091171077,0.021613832853025938,0.0319295258056065,0.02249803510610427,-0.034676387119378316
365D,2021-02-21,2022-02-21,501-750,SHMC,12880,0.16102484472049688,0.039596273291925464,0.015683229813664597,0.02003105590062112,0.01956521739130435,-0.04280267335048357
365D,2021-05-22,2022-05-22,501-750,nonSHMC,61243,0.20939535946965368,0.06136211485394249,0.025717224825694364,0.025978479173129992,0.0353836356808125,-0.0711019803690623
365D,2021-05-22,2022-05-22,501-750,SHMC,15166,0.1711723592245813,0.049650534089410524,0.023737307134379534,0.01622049320849268,0.03343004088091784,-0.08684391980907474
365D,2021-08-20,2022-08-20,501-750,nonSHMC,62993,0.21045195497912467,0.06121315066753449,0.02455828425380598,0.021907196037654977,0.039305954629879514,-0.08267783049270545
365D,2021-08-20,2022-08-20,501-750,SHMC,14568,0.17977759472817134,0.05347336628226249,0.024505766062602966,0.015993959362987368,0.03747940691927512,-0.10193881816670311
365D,2021-11-18,2022-11-18,501-750,nonSHMC,62952,0.22021540221120853,0.06981509721692718,0.029721057313508704,0.018379082475536917,0.051436014741390264,-0.12794762265646725
365D,2021-11-18,2022-11-18,501-750,SHMC,16226,0.17293233082706766,0.05343276223345248,0.024959940835695797,0.014421299149513128,0.03901146308393936,-0.11592795413221807
365D,2022-02-16,2023-02-16,501-750,nonSHMC,70555,0.21349301963007583,0.0680603784281766,0.029877400609453618,0.028006519736375877,0.040053858691800726,-0.05217737335548798
365D,2022-02-16,2023-02-16,501-750,SHMC,16315,0.1708856880171621,0.05111860251302482,0.024394728777198896,0.019797732148329757,0.031320870364695066,-0.07124036422018432
365D,2022-05-17,2023-05-17,501-750,nonSHMC,70551,0.2016413658204703,0.05645561366954402,0.023897605987158226,0.027823843744241756,0.028631769925302263,-0.05252273298103695
365D,2022-05-17,2023-05-17,501-750,SHMC,16398,0.15337236248322966,0.03726064154165142,0.014818880351262349,0.019575557994877424,0.017685083546774,-0.08279379194541422
365D,2022-08-15,2023-08-15,501-750,nonSHMC,69055,0.21285931503873723,0.06273260444573166,0.027268119614799798,0.029643038157990007,0.03308956628774166,-0.09107697695556614
365D,2022-08-15,2023-08-15,501-750,SHMC,16185,0.17170219338894038,0.046030274945937595,0.017485325919060858,0.023725671918443002,0.022304603027494593,-0.09340974711174739
365D,2022-11-13,2023-11-13,501-750,nonSHMC,67897,0.22040738176944488,0.06546681002106132,0.029647848947670738,0.04221099606757294,0.023255813953488372,-0.03761342511258531
365D,2022-11-13,2023-11-13,501-750,SHMC,15614,0.18797233252209555,0.05194056615857564,0.02164723965671833,0.032919175099269886,0.01902139105930575,-0.06357445930547145
365D,2023-02-11,2024-02-11,501-750,nonSHMC,65135,0.22728179933983267,0.0683810547324787,0.03131956705304368,0.04406233207952714,0.024318722652951562,-0.04513096029327965
365D,2023-02-11,2024-02-11,501-750,SHMC,14758,0.18945656593034285,0.05292044992546416,0.021750914758097303,0.03340561051633013,0.019514839409134028,-0.09022966029133367
365D,2023-05-12,2024-05-11,501-750,nonSHMC,64451,0.23631906409520412,0.07774898760298521,0.03467750694325922,0.052799801399512805,0.024949186203472404,-0.006490828567042983
365D,2023-05-12,2024-05-11,501-750,SHMC,14123,0.19811654747574878,0.05622034978404022,0.022304043050343413,0.03476598456418608,0.021454365219854138,-0.10880157911895004
365D,2023-08-10,2024-08-09,501-750,nonSHMC,64933,0.24625383087182173,0.07626322517056042,0.03246423236258913,0.05022099702770548,0.026042228142854944,-0.027582279176001652
365D,2023-08-10,2024-08-09,501-750,SHMC,13892,0.21667146559170747,0.05614742297725309,0.021739130434782608,0.032176792398502733,0.02397063057875036,-0.1135277417588597
365D,2023-11-08,2024-11-07,501-750,nonSHMC,64619,0.23850570265711324,0.06925207756232687,0.027050867391943546,0.0444606075612436,0.024791470001083272,-0.0332100008619713
365D,2023-11-08,2024-11-07,501-750,SHMC,13753,0.1996655275212681,0.04835308659928743,0.017450738020795463,0.027412200974332872,0.020940885624954556,-0.07001842382146399
365D,2024-02-06,2025-02-05,501-750,nonSHMC,65617,0.2552996936769435,0.07117058079461115,0.026227959217885607,0.042519469040035354,0.028651111754575798,-0.06997214067283478
365D,2024-02-06,2025-02-05,501-750,SHMC,13964,0.2167716986536809,0.05249212260097393,0.018046405041535377,0.026496705814952736,0.025995416786021196,-0.11346228809935673
365D,2024-05-06,2025-05-06,501-750,nonSHMC,63930,0.2478022837478492,0.06416392929766933,0.023072110120444234,0.035789144376661974,0.02837478492100735,-0.10644454804385858
365D,2024-05-06,2025-05-06,501-750,SHMC,15181,0.20604703247480402,0.05019432184968052,0.017390158751070417,0.025887622686252554,0.02430669916342797,-0.06563352174587511
365D,2024-08-04,2025-08-04,501-750,nonSHMC,65353,0.2361483022967576,0.05881902896577051,0.022523832111762277,0.03875874099123223,0.020060287974538276,-0.06322463755531699
365D,2024-08-04,2025-08-04,501-750,SHMC,14936,0.18103910016068558,0.04224692019282271,0.016001606855918588,0.026111408677021962,0.01613551151580075,-0.06086936330314359
365D,2024-11-02,2025-11-02,501-750,nonSHMC,65057,0.23311864979940666,0.06003965753108812,0.02288762162411424,0.035676406843229785,0.02436325068785834,-0.10179016177928078
365D,2024-11-02,2025-11-02,501-750,SHMC,15213,0.18326431341615723,0.04561887859067902,0.016499046867810424,0.022546506277525802,0.023072372313153223,-0.12360614463615029
365D,2025-01-31,2026-01-31,501-750,nonSHMC,64620,0.20953265242958835,0.05064995357474466,0.019622407923243577,0.023599504797276384,0.027050448777468275,-0.12871930481276467
365D,2025-01-31,2026-01-31,501-750,SHMC,16325,0.1807044410413476,0.04520673813169985,0.015191424196018377,0.017396630934150076,0.02781010719754977,-0.1293022708017777
365D,2025-05-01,2026-05-01,501-750,nonSHMC,66176,0.19529738878143132,0.04876390232108317,0.020052587040618956,0.023150386847195357,0.025613515473887814,-0.10110449211257222
365D,2025-05-01,2026-05-01,501-750,SHMC,15620,0.16363636363636364,0.03982074263764405,0.014468629961587707,0.014916773367477593,0.024903969270166453,-0.13355833237483666
365D,2025-07-30,2026-07-30,501-750,nonSHMC,64684,0.2019664832106858,0.05695380619627729,0.02495207470162637,0.02088615422670212,0.03606765196957516,-0.1288319845351129
365D,2025-07-30,2026-07-30,501-750,SHMC,16059,0.1773460364904415,0.047450028021670095,0.017996139236565165,0.014259916557693505,0.03319011146397659,-0.14365993442417724
365D,2019-08-31,2020-08-30,751-1000,nonSHMC,11432,0.19742827151854445,0.06516794961511546,0.03175297410776767,0.05283414975507348,0.012333799860041987,0.0761606670619359
365D,2019-08-31,2020-08-30,751-1000,SHMC,1948,0.2068788501026694,0.06519507186858316,0.029260780287474333,0.05082135523613963,0.014373716632443531,0.05817233867288716
365D,2019-11-29,2020-11-28,751-1000,nonSHMC,24161,0.1918794751872853,0.06895409958197095,0.03683622366623898,0.04929431728819171,0.01965978229377923,0.03636401565649258
365D,2019-11-29,2020-11-28,751-1000,SHMC,5047,0.1763423816128393,0.055676639587873986,0.027541113532791758,0.03923122647117099,0.016445413116702993,-0.017467614512949856
365D,2020-02-27,2021-02-26,751-1000,nonSHMC,41373,0.21917675778889614,0.08290430957387668,0.04353080511444662,0.0637855606313296,0.019118748942547073,0.06613672274029248
365D,2020-02-27,2021-02-26,751-1000,SHMC,7911,0.1882189356592087,0.06724813550752118,0.03299203640500569,0.051068132979395775,0.016180002528125396,0.013181988326273967
365D,2020-05-27,2021-05-27,751-1000,nonSHMC,58347,0.22304488662656177,0.08032975131540611,0.04058477728075137,0.06125422043978268,0.019075530875623425,0.05131441948079643
365D,2020-05-27,2021-05-27,751-1000,SHMC,11599,0.18630916458315372,0.06233295973790844,0.030778515389257695,0.04767652383826192,0.014656435899646521,0.024580193822415764
365D,2020-08-25,2021-08-25,751-1000,nonSHMC,65393,0.2150688911657211,0.07288241860749621,0.03619653479730246,0.05512822473353417,0.017754193873962047,0.032402559064448826
365D,2020-08-25,2021-08-25,751-1000,SHMC,14030,0.1776193870277976,0.053955808980755526,0.02622950819672131,0.04019957234497505,0.01375623663578047,0.006986055718476904
365D,2020-11-23,2021-11-23,751-1000,nonSHMC,69914,0.21992733930257172,0.07137340160768944,0.03339817490059216,0.056240524072431845,0.015132877535257602,0.035740185561916625
365D,2020-11-23,2021-11-23,751-1000,SHMC,14502,0.1870776444628327,0.055233760860570955,0.02496207419666253,0.044131843883602265,0.011101916976968693,0.02181873087245026
365D,2021-02-21,2022-02-21,751-1000,nonSHMC,64325,0.2179246016323358,0.06451612903225806,0.02792071511853867,0.0430625728721337,0.021453556160124367,-0.02820200198059674
365D,2021-02-21,2022-02-21,751-1000,SHMC,15023,0.1869799640551155,0.05012314451174865,0.021899753710976504,0.0314850562470878,0.018638088264660853,-0.025535710795649213
365D,2021-05-22,2022-05-22,751-1000,nonSHMC,64037,0.22775895185595826,0.06930368380779861,0.030216905851304713,0.03563564814091853,0.033668035666880085,-0.07700042414523585
365D,2021-05-22,2022-05-22,751-1000,SHMC,16534,0.19898391193903472,0.05842506350550381,0.026248941574936496,0.027458570218942786,0.030966493286561026,-0.08850801154029539
365D,2021-08-20,2022-08-20,751-1000,nonSHMC,65191,0.23555398751361384,0.0731389302204292,0.03034161157214953,0.03541899955515332,0.03771993066527588,-0.08285282397858519
365D,2021-08-20,2022-08-20,751-1000,SHMC,15874,0.20763512662214942,0.06475998488093739,0.028159254126244173,0.02904119944563437,0.03571878543530301,-0.10891959590656727
365D,2021-11-18,2022-11-18,751-1000,nonSHMC,65056,0.24189928676832267,0.0787321692080669,0.03350959173635022,0.03074274471224791,0.047989424495818986,-0.11837777792823354
365D,2021-11-18,2022-11-18,751-1000,SHMC,16914,0.2027314650585314,0.06438453352252572,0.030152536360411493,0.024772377911789052,0.039612155610736666,-0.13093791697009574
365D,2022-02-16,2023-02-16,751-1000,nonSHMC,71938,0.229086157524535,0.07677444466068004,0.034654841669215154,0.03825516416914565,0.03851928049153438,-0.041471925784034275
365D,2022-02-16,2023-02-16,751-1000,SHMC,16899,0.19368009941416653,0.06100952719095804,0.029765074856500384,0.02887744836972602,0.03213207882123203,-0.0910848350229213
365D,2022-05-17,2023-05-17,751-1000,nonSHMC,71424,0.21009744623655913,0.06559419802867383,0.02836581541218638,0.037270385304659495,0.02832381272401434,-0.03433189454088928
365D,2022-05-17,2023-05-17,751-1000,SHMC,16936,0.17436230514879547,0.048181388757675955,0.022319319792158714,0.027102031176192726,0.02107935758148323,-0.08925829177414815
365D,2022-08-15,2023-08-15,751-1000,nonSHMC,69931,0.2150405399608185,0.0671948063090761,0.030615892808625644,0.03669331197895068,0.03050149433012541,-0.06531036796269192
365D,2022-08-15,2023-08-15,751-1000,SHMC,16549,0.17976917034261888,0.05075835397909239,0.0238685116925494,0.027312828569702095,0.023445525409390294,-0.09676011896704152
365D,2022-11-13,2023-11-13,751-1000,nonSHMC,68559,0.2165725871147479,0.06874370979740078,0.03207456351463703,0.04509984101285024,0.023643868784550534,-0.02533238193954572
365D,2022-11-13,2023-11-13,751-1000,SHMC,15951,0.1884521346624036,0.05535703090715316,0.024888721710237604,0.0346686728104821,0.020688358096671054,-0.06870194751927798
365D,2023-02-11,2024-02-11,751-1000,nonSHMC,66211,0.22820981407923155,0.0728126746311036,0.03380103004032563,0.04902508646599508,0.023787588165108516,-0.03932460900801288
365D,2023-02-11,2024-02-11,751-1000,SHMC,15438,0.1945200155460552,0.05700220235781837,0.02312475709288768,0.03549682601373235,0.021505376344086023,-0.0800160590293891
365D,2023-05-12,2024-05-11,751-1000,nonSHMC,66162,0.24172485716876757,0.08202593633807927,0.038889392702759894,0.058855536410628455,0.0231703999274508,-0.004004555764685582
365D,2023-05-12,2024-05-11,751-1000,SHMC,14992,0.20624332977588047,0.06016542155816435,0.025747065101387405,0.03962113127001067,0.02054429028815368,-0.10023789088483176
365D,2023-08-10,2024-08-09,751-1000,nonSHMC,67168,0.2547492853739876,0.08136314911862792,0.03649059075750357,0.05599392567889471,0.025369223439733208,-0.025619980386731588
365D,2023-08-10,2024-08-09,751-1000,SHMC,14989,0.23850823937554205,0.06398025218493562,0.024951631196210553,0.03789445593435186,0.02608579625058376,-0.12400012054775594
365D,2023-11-08,2024-11-07,751-1000,nonSHMC,67246,0.25558397525503374,0.07899354608452547,0.03392023317372037,0.05554233709068197,0.0234512089938435,-0.0314781727486267
365D,2023-11-08,2024-11-07,751-1000,SHMC,15164,0.2285676602479557,0.05757056185702981,0.020706937483513585,0.03462147190714851,0.022949089949881298,-0.10648730309409363
365D,2024-02-06,2025-02-05,751-1000,nonSHMC,68994,0.26044293706699134,0.07576021103284343,0.03119111806823782,0.05046815665130301,0.025292054381540422,-0.06906240140565358
365D,2024-02-06,2025-02-05,751-1000,SHMC,15550,0.24688102893890676,0.060514469453376206,0.0222508038585209,0.034212218649517685,0.02630225080385852,-0.16972000034500012
365D,2024-05-06,2025-05-06,751-1000,nonSHMC,67794,0.25298698999911495,0.06977018615216686,0.027082042658642357,0.04425170369059209,0.02551848246157477,-0.096623526836699
365D,2024-05-06,2025-05-06,751-1000,SHMC,16382,0.24502502746917348,0.06488829202783543,0.02276889268709559,0.035893053351239164,0.028995238676596265,-0.1368187683023453
365D,2024-08-04,2025-08-04,751-1000,nonSHMC,68484,0.2434437240815373,0.06855615910285615,0.02813795923135331,0.049486011331113834,0.019070147771742305,-0.05260408642454495
365D,2024-08-04,2025-08-04,751-1000,SHMC,16128,0.22160218253968253,0.05859375,0.02269345238095238,0.038070436507936505,0.020523313492063492,-0.12309032274063553
365D,2024-11-02,2025-11-02,751-1000,nonSHMC,68432,0.24415478138882393,0.06983574935702595,0.02836392331073182,0.047083235913023144,0.022752513444002805,-0.08179337953676366
365D,2024-11-02,2025-11-02,751-1000,SHMC,16717,0.2317401447628163,0.06610037686187713,0.02655978943590357,0.03852365855117545,0.02757671831070168,-0.15796531025251956
365D,2025-01-31,2026-01-31,751-1000,nonSHMC,68213,0.22884200958761527,0.06202629997214607,0.024291557327782095,0.03549176843123745,0.026534531540908624,-0.113545215943755
365D,2025-01-31,2026-01-31,751-1000,SHMC,17748,0.22492675231011944,0.060626549470362855,0.02377732702276313,0.030482307865675004,0.03014424160468785,-0.16726568058478897
365D,2025-05-01,2026-05-01,751-1000,nonSHMC,69227,0.2206220116428561,0.06072775073309547,0.024065754691088737,0.03566527510942263,0.025062475623672843,-0.08788577635754706
365D,2025-05-01,2026-05-01,751-1000,SHMC,17291,0.20160777282979583,0.05309120351628015,0.02174541669076398,0.02781793996876988,0.025273263547510267,-0.14110998158301483
365D,2025-07-30,2026-07-30,751-1000,nonSHMC,69046,0.227428091417316,0.06578223213509835,0.026547519045274165,0.03148625553978507,0.03429597659531327,-0.11492966456575571
365D,2025-07-30,2026-07-30,751-1000,SHMC,18240,0.21359649122807017,0.05767543859649123,0.024396929824561403,0.026480263157894736,0.03119517543859649,-0.1517034289502293
365D,2019-08-31,2020-08-30,1001-1500,nonSHMC,24407,0.21190642028926127,0.08370549432539845,0.050641209489081004,0.07473265866349818,0.008972835661900274,0.09386032340529843
365D,2019-08-31,2020-08-30,1001-1500,SHMC,4230,0.18274231678486996,0.06193853427895981,0.026477541371158392,0.0524822695035461,0.009456264775413711,0.05947083924719723
365D,2019-11-29,2020-11-28,1001-1500,nonSHMC,50589,0.20577595920061673,0.08181620510387634,0.047045800470458005,0.06720828638636858,0.014607918717507759,0.061425850799730536
365D,2019-11-29,2020-11-28,1001-1500,SHMC,10677,0.17083450407417813,0.05628921981830102,0.028285098810527303,0.045986700384002994,0.010302519434298024,0.007437082244536101
365D,2020-02-27,2021-02-26,1001-1500,nonSHMC,85551,0.2191675141143879,0.08459281598111068,0.04695444822386646,0.07050765040735936,0.01408516557375133,0.09254780588394383
365D,2020-02-27,2021-02-26,1001-1500,SHMC,16928,0.18714555765595464,0.06645793950850662,0.03343572778827977,0.05600189035916824,0.010456049149338374,0.04798060541094357
365D,2020-05-27,2021-05-27,1001-1500,nonSHMC,120116,0.21606613606846714,0.08121316061140897,0.04386592960138533,0.06636917646275267,0.014843984148656298,0.07607349909865127
365D,2020-05-27,2021-05-27,1001-1500,SHMC,24362,0.1829488547738281,0.06473195960922748,0.033412691897216976,0.05430588621623841,0.010426073392989081,0.0534920597014506
365D,2020-08-25,2021-08-25,1001-1500,nonSHMC,131992,0.20417904115400934,0.07147402872901389,0.03644917873810534,0.05756409479362386,0.013909933935390023,0.05287228764563082
365D,2020-08-25,2021-08-25,1001-1500,SHMC,29368,0.1752928357395805,0.05788613456823754,0.02897711795151185,0.048385998365567964,0.009500136202669573,0.03142098317256997
365D,2020-11-23,2021-11-23,1001-1500,nonSHMC,140126,0.2041305682029031,0.06835276822288512,0.03364115153504703,0.056099510440603455,0.012253257782281661,0.049199662992258905
365D,2020-11-23,2021-11-23,1001-1500,SHMC,30609,0.1807638276323957,0.05838152177464145,0.028651703747263876,0.04933189584762652,0.00904962592701493,0.03406390429324995
365D,2021-02-21,2022-02-21,1001-1500,nonSHMC,127870,0.20094627355908345,0.06371314616407289,0.03030421521858137,0.04486587940877454,0.01884726675529835,-0.00491881515952732
365D,2021-02-21,2022-02-21,1001-1500,SHMC,31252,0.17723665685396134,0.051708690643798794,0.024126455906821963,0.03734161013695123,0.014367080506847561,-0.009689073565859192
365D,2021-05-22,2022-05-22,1001-1500,nonSHMC,126754,0.20846679394733106,0.06399009104249176,0.028993167868469633,0.035572841882701926,0.02841724915978983,-0.050907674843643905
365D,2021-05-22,2022-05-22,1001-1500,SHMC,34392,0.18379274249825542,0.05446033961386369,0.02500581530588509,0.028756687601767854,0.025703652012095835,-0.06904933088093987
365D,2021-08-20,2022-08-20,1001-1500,nonSHMC,129328,0.21782599282444637,0.06792032661140665,0.030457441543981195,0.03404521835951998,0.03387510825188668,-0.062126622081715266
365D,2021-08-20,2022-08-20,1001-1500,SHMC,33300,0.19513513513513514,0.05927927927927928,0.02738738738738739,0.027417417417417416,0.031861861861861865,-0.0968745138844252
365D,2021-11-18,2022-11-18,1001-1500,nonSHMC,128874,0.2261899219392585,0.07196176109998914,0.03235718608873784,0.028601579837670903,0.043360181262318234,-0.10085855014608627
365D,2021-11-18,2022-11-18,1001-1500,SHMC,34991,0.19124917836014976,0.05804349689920265,0.02663542053670944,0.02380612157411906,0.03423737532508359,-0.11304773063819801
365D,2022-02-16,2023-02-16,1001-1500,nonSHMC,143027,0.2199444860061387,0.0711194389870444,0.03270011955784572,0.0372377243457529,0.033881714641291506,-0.03496202770654103
365D,2022-02-16,2023-02-16,1001-1500,SHMC,34907,0.1852923482396081,0.05749563124874667,0.027100581545248803,0.0282751310625376,0.02922050018620907,-0.07679093916013195
365D,2022-05-17,2023-05-17,1001-1500,nonSHMC,141999,0.20950851766561737,0.06526102296495045,0.029901619025486097,0.038894640103099315,0.02636638286185114,-0.028133450855645715
365D,2022-05-17,2023-05-17,1001-1500,SHMC,34860,0.17461273666092944,0.04991394148020654,0.022776821572002295,0.0300057372346529,0.019908204245553642,-0.06776156678308459
365D,2022-08-15,2023-08-15,1001-1500,nonSHMC,138980,0.21687293135702979,0.07005324507123327,0.034105626708878976,0.03999136566412433,0.030061879407108937,-0.053244436307252264
365D,2022-08-15,2023-08-15,1001-1500,SHMC,33898,0.18561567054103487,0.05460499144492301,0.0247802230220072,0.03268629417664759,0.021918697268275413,-0.07057048527983684
365D,2022-11-13,2023-11-13,1001-1500,nonSHMC,136570,0.21912572307241707,0.07264406531449073,0.036164604232261845,0.04851724390422494,0.024126821410265797,-0.016620360812795398
365D,2022-11-13,2023-11-13,1001-1500,SHMC,32779,0.19213520851764848,0.058848653101070805,0.02641935385460203,0.038469751975350075,0.020378901125720737,-0.05313354907781544
365D,2023-02-11,2024-02-11,1001-1500,nonSHMC,132120,0.22577202543142597,0.07749016046018771,0.03960793218286406,0.05212685437481078,0.02536330608537693,-0.028392644816317765
365D,2023-02-11,2024-02-11,1001-1500,SHMC,31503,0.19874297685934672,0.062184553852014095,0.02793384757007269,0.04085325207123131,0.021331301780782783,-0.06355264094268165
365D,2023-05-12,2024-05-11,1001-1500,nonSHMC,131158,0.23581481876820323,0.08613275591271596,0.044305341649003495,0.061376355235669956,0.024756400677046004,-0.007277356153775503
365D,2023-05-12,2024-05-11,1001-1500,SHMC,31042,0.20291862637716643,0.06281811738934347,0.028735261903227886,0.04261967656723149,0.020198440822111977,-0.07588813900231894
365D,2023-08-10,2024-08-09,1001-1500,nonSHMC,133047,0.24355303013220891,0.08333145429810518,0.03979044999135644,0.05846806015919186,0.024863394138913315,-0.028878096617276337
365D,2023-08-10,2024-08-09,1001-1500,SHMC,31021,0.21985106863092743,0.06340865865059153,0.027690919054833823,0.04113342574385094,0.022275232906740595,-0.09723560009156633
365D,2023-11-08,2024-11-07,1001-1500,nonSHMC,133210,0.24231664289467758,0.08037684858494107,0.03842053899857368,0.056925155769086404,0.023451692815854665,-0.0380574194138446
365D,2023-11-08,2024-11-07,1001-1500,SHMC,31326,0.21809359637361936,0.061546319351337545,0.02758092319479027,0.03987103364617251,0.02167528570516504,-0.09168248664652827
365D,2024-02-06,2025-02-05,1001-1500,nonSHMC,136310,0.2491746753723131,0.07746313549996332,0.03530922162717336,0.051617636270266304,0.025845499229697016,-0.0759491725790229
365D,2024-02-06,2025-02-05,1001-1500,SHMC,32400,0.23641975308641974,0.06462962962962963,0.027407407407407408,0.03935185185185185,0.025277777777777777,-0.1438309778214265
365D,2024-05-06,2025-05-06,1001-1500,nonSHMC,135611,0.24587975901659895,0.07187470042990612,0.03167884611130366,0.044605526100390085,0.027269174329516043,-0.09942604435125349
365D,2024-05-06,2025-05-06,1001-1500,SHMC,33294,0.23505736769387878,0.06400552652129513,0.026521295128251337,0.03727398330029435,0.02673154322100078,-0.137912817931324
365D,2024-08-04,2025-08-04,1001-1500,nonSHMC,137330,0.23862229665768586,0.06951139590766767,0.03133328478846574,0.04787737566445788,0.021634020243209786,-0.06426827423009948
365D,2024-08-04,2025-08-04,1001-1500,SHMC,32430,0.21816219549799568,0.05877274128893,0.025501079247610237,0.03715695343817453,0.021615787850755474,-0.12163646686278373
365D,2024-11-02,2025-11-02,1001-1500,nonSHMC,137347,0.24264818306916058,0.07078421807538571,0.03057948116813618,0.0461313315907883,0.024652886484597406,-0.09413542382941639
365D,2024-11-02,2025-11-02,1001-1500,SHMC,32879,0.22567596338088142,0.06070744244046352,0.025213662216004136,0.03461175826515405,0.02609568417530947,-0.15462015984157096
365D,2025-01-31,2026-01-31,1001-1500,nonSHMC,137166,0.23402300861729583,0.06618987212574545,0.02696003382762492,0.03631366373591123,0.029876208389834215,-0.1190875761985597
365D,2025-01-31,2026-01-31,1001-1500,SHMC,34077,0.22111688235466737,0.059482935704434074,0.023593626199489393,0.027701969070047246,0.03178096663438683,-0.15856052661769168
365D,2025-05-01,2026-05-01,1001-1500,nonSHMC,138844,0.2296102100198784,0.06723372994151709,0.028593241335599665,0.03700556019705569,0.03022816974446141,-0.09487067768423826
365D,2025-05-01,2026-05-01,1001-1500,SHMC,33150,0.2117345399698341,0.05858220211161388,0.02464555052790347,0.028717948717948718,0.02986425339366516,-0.13402791419447313
365D,2025-07-30,2026-07-30,1001-1500,nonSHMC,137939,0.23226208686448357,0.07054567598721175,0.03137618802514155,0.03444276093055626,0.03610291505665548,-0.11651934004659263
365D,2025-07-30,2026-07-30,1001-1500,SHMC,35033,0.2143693089372877,0.062398310164701855,0.0261753204121828,0.028173436474181485,0.034224873690520366,-0.14256578903814074
365D,2019-08-31,2020-08-30,1501-2000,nonSHMC,23377,0.22047311459982033,0.10463275869444326,0.06664670402532404,0.0868802669290328,0.017752491765410446,0.06065488220355093
365D,2019-08-31,2020-08-30,1501-2000,SHMC,3760,0.20611702127659576,0.08244680851063829,0.0425531914893617,0.06914893617021277,0.013297872340425532,0.1116725616106818
365D,2019-11-29,2020-11-28,1501-2000,nonSHMC,50105,0.2354655224029538,0.11501846123141403,0.07580081828160862,0.09318431294282008,0.021834148288593952,0.08986987483715596
365D,2019-11-29,2020-11-28,1501-2000,SHMC,9551,0.20259658674484346,0.08836771018741493,0.05098942519107947,0.07465186891424981,0.013715841273165113,0.08547153164370964
365D,2020-02-27,2021-02-26,1501-2000,nonSHMC,85161,0.24717887295827903,0.11310341588285718,0.06917485703549747,0.0932938786533742,0.01980953722948298,0.14539442028271196
365D,2020-02-27,2021-02-26,1501-2000,SHMC,16158,0.22137640797128358,0.09518504765441267,0.05625696249535834,0.08002227998514667,0.015162767669265999,0.14030083038754823
365D,2020-05-27,2021-05-27,1501-2000,nonSHMC,120442,0.2425399777486259,0.11142292555752976,0.0693362780425433,0.08670563424718952,0.024717291310340245,0.13062362793149362
365D,2020-05-27,2021-05-27,1501-2000,SHMC,24077,0.20932840470158243,0.08908917223906633,0.05415957137517133,0.07293267433650372,0.01615649790256261,0.13408128492991025
365D,2020-08-25,2021-08-25,1501-2000,nonSHMC,133725,0.22982239670966537,0.10079641054402692,0.06227706113292204,0.07643297812675266,0.024363432417274258,0.12427366907535115
365D,2020-08-25,2021-08-25,1501-2000,SHMC,29447,0.1971338336672666,0.08102692973817367,0.05025978877304989,0.06428498658606989,0.01674194315210378,0.10309112861425511
365D,2020-11-23,2021-11-23,1501-2000,nonSHMC,141382,0.22388281393671047,0.09336407746389215,0.0559264970081057,0.0676818831251503,0.02568219433874185,0.11390183886740743
