rank_band,sector,n_assets,n_obs,n_events_ge3s,p_ge3s,baseline_band_ge3s,lift_ge3s,med_z,p95_z,up_med_z,dn_med_z,up_pge2s,dn_pge2s,rev7_p,fwd7_med_sig,momenta_mode
1501-2000,polygon,36,5802,101,0.018093873163740594,0.02247902167737205,-0.004385148513631455,0.4176720122449184,2.102554860791334,0.39960564082088423,0.42879872612719266,0.06227400562474889,0.05184219106618846,0.5046535677352637,-0.16329336082184231,SHORT_COLD_MEDIUM_COLD
1501-2000,pos,45,10138,266,0.026615969581749048,0.02247902167737205,0.004136947904376999,0.3582439678342066,2.2685351915765968,0.4027267683562493,0.40380038700389376,0.08678990081154193,0.057341798074953924,0.4934898402051687,0.10568732628718029,SHORT_COLD_MEDIUM_COLD
1501-2000,pow,37,4067,113,0.02875318066157761,0.02247902167737205,0.006274158984205559,0.21893447578610514,2.2584971749706777,0.26120067237606104,0.30543993916318535,0.0931899641577061,0.052347544522396115,0.4838947627243669,0.14690270203281014,SHORT_COLD_MEDIUM_COLD
1501-2000,prediction-markets,5,1294,26,0.02106969205834684,0.02247902167737205,-0.0014093296190252104,0.4025764097112795,2.065023256657661,0.38114513936914807,0.42215837632610653,0.06422018348623854,0.048104956268221574,0.49690880989180836,-0.23116195737590223,SHORT_COLD_MEDIUM_COLD
1501-2000,privacy,21,3368,74,0.02234974327997584,0.02247902167737205,-0.00012927839739620972,0.41235055461422077,2.1022446953721046,0.4007049692742267,0.4370915573366048,0.07524613220815753,0.040584415584415584,0.5121733966745843,-0.09029230052581147,SHORT_COLD_MEDIUM_COLD
1501-2000,real-estate,19,4081,88,0.022272842318400404,0.02247902167737205,-0.00020617935897164485,0.3688963495555407,2.1570826417270936,0.3595878174728775,0.3968071209877547,0.07851934941110487,0.0392156862745098,0.5128644939965694,0.012622441795966364,SHORT_COLD_MEDIUM_COLD
1501-2000,real-world-assets,7,705,12,0.018072289156626505,0.02247902167737205,-0.004406732520745544,0.5298567261214212,2.1623688111806896,0.542126954907542,0.5204546527420125,0.08852459016393442,0.033426183844011144,0.47092198581560285,-0.13413857480504468,SHORT_COLD_MEDIUM_COLD
1501-2000,rebase,9,1905,44,0.023454157782515993,0.02247902167737205,0.0009751361051439436,0.3387229916368161,2.0869882073703465,0.3209793766632615,0.35573970480458383,0.06622516556291391,0.046875,0.5191601049868766,0.10203654729284686,SHORT_COLD_MEDIUM_COLD
1501-2000,rehypothecated-crypto,30,908,28,0.04597701149425287,0.02247902167737205,0.023497989816880824,0.4918318263178058,2.9179779213904298,0.504794008221997,0.4988663924671476,0.11326860841423948,0.06506849315068493,0.4900881057268722,0.26961085457238815,SHORT_COLD_MEDIUM_COLD
1501-2000,retail,4,887,17,0.0199764982373678,0.02247902167737205,-0.002502523440004248,0.4522715697832893,2.272052974842636,0.45485326470694176,0.4514200849655026,0.08994708994708994,0.057203389830508475,0.5084554678692221,-0.05519845638332405,SHORT_COLD_MEDIUM_COLD
1501-2000,scrypt,31,609,13,0.023508137432188065,0.02247902167737205,0.0010291157548160158,0.17170493032903517,1.8526051976175413,0.26384904387170915,0.2992915074953294,0.05652173913043478,0.05982905982905983,0.4614121510673235,0.0,SHORT_COLD_MEDIUM_COLD
1501-2000,services,38,7508,181,0.02463255307566685,0.02247902167737205,0.0021535313982948,0.3344409699675832,2.1845704635591123,0.3592793521388772,0.38578965365148576,0.07151979565772669,0.05386849749141801,0.4857485348961108,0.0,SHORT_COLD_MEDIUM_COLD
1501-2000,smart-contracts,7,896,23,0.025842696629213482,0.02247902167737205,0.0033636749518414326,0.3782654836199373,2.085003961279752,0.3602239746815522,0.42313507907338127,0.07614213197969544,0.048625792811839326,0.49107142857142855,-0.2761603424323058,SHORT_COLD_MEDIUM_COLD
1501-2000,social-money,5,896,24,0.026815642458100558,0.02247902167737205,0.004336620780728509,0.3190828134380494,2.1948466823929014,0.2927276302006106,0.34376698423637664,0.07334963325183375,0.0507399577167019,0.5167410714285714,0.17958234130314932,SHORT_COLD_MEDIUM_COLD
1501-2000,solana,127,10813,227,0.024293664383561644,0.02247902167737205,0.0018146427061895946,0.4221531926526454,2.125059096834265,0.3965600389827182,0.4486948591934181,0.07072449482503697,0.047391553602140264,0.4950522519189864,-0.14995415150718056,SHORT_COLD_MEDIUM_COLD
1501-2000,sports,57,23212,488,0.02196516181302606,0.02247902167737205,-0.0005138598643459891,0.46942685871119755,2.1212328570883034,0.47194410144935317,0.4787667976975802,0.06073459944085607,0.053756977243452124,0.4957780458383595,-0.10241731003770749,SHORT_COLD_MEDIUM_COLD
1501-2000,stablecoin,30,4007,118,0.032126327252926766,0.02247902167737205,0.009647305575554717,0.3717879359513659,2.3283133620987533,0.4134764893077113,0.42510658983880717,0.07048192771084337,0.07311456534254462,0.49163963064636884,0.0,SHORT_COLD_MEDIUM_COLD
1501-2000,staking,10,2020,53,0.027561102444097763,0.02247902167737205,0.005082080766725713,0.38761435555988855,2.259651020046284,0.3604501871846703,0.4074503974075832,0.08045977011494253,0.04693486590038314,0.5282178217821782,0.050424778847579996,SHORT_COLD_MEDIUM_COLD
1501-2000,stellar,3,315,7,0.022222222222222223,0.02247902167737205,-0.0002567994551498261,0.5150312445999843,2.094599788911168,0.5307278292188728,0.479944172290213,0.06666666666666667,0.05,0.5047619047619047,-0.15426348748198088,SHORT_COLD_MEDIUM_COLD
1501-2000,store-of-value,9,1075,39,0.037900874635568516,0.02247902167737205,0.015421852958196466,0.19896579210840856,2.6369617451846405,0.18785354353483175,0.21938903052234648,0.06779661016949153,0.07434944237918216,0.5609302325581396,0.01962223445680997,SHORT_COLD_MEDIUM_COLD
1501-2000,substrate,4,938,29,0.03091684434968017,0.02247902167737205,0.00843782267230812,0.4727818028314781,2.3572217957044597,0.5312553568984024,0.44928894214530646,0.09254498714652956,0.06088560885608856,0.4680170575692964,-0.4568821820634448,SHORT_COLD_MEDIUM_COLD
1501-2000,sui,6,636,16,0.029411764705882353,0.02247902167737205,0.006932743028510303,0.44024762257307537,2.060913910874373,0.420686170517879,0.445379705901012,0.08294930875576037,0.039755351681957186,0.4716981132075472,-0.4381552339632588,SHORT_COLD_MEDIUM_COLD
1501-2000,telegram-bot,8,678,14,0.02329450915141431,0.02247902167737205,0.0008154874740422605,0.41985332944809955,2.067820673809986,0.41746012705724567,0.41985332944809955,0.06569343065693431,0.05504587155963303,0.4896755162241888,-0.15042676509146113,SHORT_COLD_MEDIUM_COLD
1501-2000,toncoin,7,1084,20,0.01966568338249754,0.02247902167737205,-0.002813338294874509,0.4547847428686196,1.970577646061943,0.39114985276849124,0.4980976977755971,0.05161290322580645,0.043478260869565216,0.49538745387453875,-0.26896382051680917,SHORT_COLD_MEDIUM_COLD
1501-2000,tourism,9,365,6,0.016574585635359115,0.02247902167737205,-0.005904436042012934,0.34776010576264477,1.903961432110903,0.33447356504175724,0.3578003863633802,0.06944444444444445,0.03211009174311927,0.5013698630136987,-0.4788779733907742,SHORT_COLD_MEDIUM_COLD
1501-2000,transport,3,608,16,0.026359143327841845,0.02247902167737205,0.0038801216504697963,0.4000792866050114,2.081904584290399,0.39829206372666537,0.4142775582803896,0.08710801393728224,0.025078369905956112,0.5740131578947368,0.34626269229714357,SHORT_COLD_MEDIUM_COLD
1501-2000,tron,4,774,13,0.017857142857142856,0.02247902167737205,-0.004621878820229193,0.3945671476329237,2.0691290281388706,0.36566967025328445,0.42587117972483296,0.06395348837209303,0.05483028720626632,0.4909560723514212,-0.22579132539118751,SHORT_COLD_MEDIUM_COLD
1501-2000,trustswap-launchpad,5,1234,31,0.025326797385620915,0.02247902167737205,0.002847775708248866,0.35633013219091225,2.242812269625846,0.33495435976258375,0.3691197380161694,0.08641975308641975,0.05343511450381679,0.5486223662884927,0.047001624179959775,SHORT_COLD_MEDIUM_COLD
1501-2000,vbc-ventures-portfolio,5,1509,26,0.01740294511378849,0.02247902167737205,-0.005076076563583561,0.3605478203025393,1.9714143137039015,0.3339399570199979,0.3865493174110653,0.06041335453100159,0.04195804195804196,0.512259774685222,-0.10639186201146807,SHORT_COLD_MEDIUM_COLD
1501-2000,vr-ar,15,4353,105,0.024452724732184444,0.02247902167737205,0.0019737030548123945,0.4399129417655562,2.2236187118914543,0.4195416437404972,0.47292595505288076,0.08432432432432432,0.044981257809246146,0.500114863312658,-0.2251901480022598,SHORT_COLD_MEDIUM_COLD
1501-2000,wrapped-tokens,3,539,18,0.036885245901639344,0.02247902167737205,0.014406224224267294,0.37663563697431107,2.377266369664651,0.3978477546331495,0.36607739755596647,0.10330578512396695,0.04878048780487805,0.5269016697588126,-0.01745844491689283,SHORT_COLD_MEDIUM_COLD
1501-2000,xrp,4,419,3,0.007317073170731708,0.02247902167737205,-0.015161948506640342,0.5601907426363918,2.006233153718401,0.5569985340484384,0.5664796980148133,0.06918238993710692,0.0398406374501992,0.48448687350835323,-0.6450139934337745,SHORT_COLD_MEDIUM_COLD
1501-2000,yield-farming,23,4240,90,0.021686746987951807,0.02247902167737205,-0.0007922746894202422,0.3940653903050092,2.083338890108447,0.39528230029259087,0.4006531289575711,0.06855918585966791,0.04438526409232135,0.5176886792452831,-0.009651688663982083,SHORT_COLD_MEDIUM_COLD
1501-2000,zero-knowledge-proofs,5,537,15,0.03067484662576687,0.02247902167737205,0.008195824948394822,0.31359212077706144,2.512697056056603,0.28473033891897037,0.3489083914142606,0.06666666666666667,0.07119741100323625,0.43947858472998136,-0.5641235417033318,SHORT_COLD_MEDIUM_COLD
1501-2000,nan,1958,270752,6079,0.025144043645327938,0.02247902167737205,0.002665021967955889,0.30610194236389304,2.1416614085908536,0.3135633983280913,0.33728362086959746,0.07296722473687081,0.04683231219386023,0.4909105011227987,0.06541586666593752,SHORT_COLD_MEDIUM_COLD
