event_id,price_recovery_day,pre_rank_state,rank_outcome,fwd_rank_vel_14d,price_recovered,rank_recovered
LF2EV_2630_20230530,30.0,RANK_DETERIORATING,RANK_RECOVERY,-27.0,1,1
LF2EV_2642_20210729,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-212.0,1,0
LF2EV_2643_20221009,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-39.0,0,0
LF2EV_2643_20240523,1.0,RANK_DETERIORATING,RANK_RECOVERY,-41.0,0,1
LF2EV_2658_20211004,14.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,100.0,1,0
LF2EV_2696_20220203,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,73.0,0,0
LF2EV_2698_20210304,1.0,RANK_DETERIORATING,RANK_RECOVERY,65.0,1,1
LF2EV_2703_20210310,3.0,RANK_DETERIORATING,RANK_RECOVERY,152.0,0,1
LF2EV_2726_20210122,1.0,RANK_DETERIORATING,RANK_RECOVERY,-12.0,1,1
LF2EV_2748_20220702,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-25.0,0,0
LF2EV_2748_20230318,1.0,RANK_DETERIORATING,RANK_RECOVERY,-124.0,1,1
LF2EV_2757_20221207,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-54.0,0,0
LF2EV_2835_20201018,1.0,RANK_DETERIORATING,RANK_RECOVERY,-26.0,1,1
LF2EV_2835_20201212,1.0,RANK_DETERIORATING,RANK_RECOVERY,-134.0,1,1
LF2EV_2842_20210315,5.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,285.0,1,0
LF2EV_2859_20210130,1.0,RANK_IMPROVING,RANK_RECOVERY,48.0,1,1
LF2EV_2861_20240428,7.0,RANK_DETERIORATING,RANK_RECOVERY,-39.0,0,1
LF2EV_2866_20210511,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-20.0,1,0
LF2EV_2868_20260422,2.0,RANK_DETERIORATING,RANK_RECOVERY,-86.0,1,1
LF2EV_2873_20210626,1.0,RANK_STABLE,RANK_RECOVERY,16.0,1,1
LF2EV_2882_20221017,3.0,RANK_IMPROVING,RANK_RECOVERY,108.0,1,1
LF2EV_2900_20211019,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,-67.0,1,0
LF2EV_2909_20201129,1.0,RANK_DETERIORATING,RANK_RECOVERY,200.0,1,1
LF2EV_2927_20240511,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,10.0,1,0
LF2EV_2927_20240516,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,-6.0,1,0
LF2EV_2927_20250330,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,43.0,0,0
LF2EV_2927_20250414,10.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,86.0,1,0
LF2EV_2927_20251124,5.0,RANK_DETERIORATING,RANK_RECOVERY,54.0,1,1
LF2EV_2927_20251125,1.0,RANK_DETERIORATING,RANK_RECOVERY,29.0,1,1
LF2EV_2933_20230427,21.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-57.0,1,0
LF2EV_2933_20240203,2.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,17.0,1,0
LF2EV_2933_20250125,2.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,-25.0,0,0
LF2EV_2937_20210218,21.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-104.0,1,0
LF2EV_2941_20201228,5.0,RANK_DETERIORATING,RANK_RECOVERY,-42.0,1,1
LF2EV_2941_20210131,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-87.0,1,0
LF2EV_2949_20211028,1.0,RANK_IMPROVING,RANK_RECOVERY,400.0,1,1
LF2EV_2949_20230622,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-9.0,1,0
LF2EV_2991_20210429,1.0,RANK_DETERIORATING,RANK_RECOVERY,-287.0,1,1
LF2EV_2992_20210731,10.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,18.0,1,0
LF2EV_2992_20230218,2.0,RANK_DETERIORATING,RANK_RECOVERY,-98.0,1,1
LF2EV_3029_20210616,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,86.0,0,0
LF2EV_3052_20210506,1.0,RANK_IMPROVING,RANK_RECOVERY,51.0,1,1
LF2EV_3052_20210919,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,88.0,0,0
LF2EV_3063_20210624,5.0,RANK_DETERIORATING,RANK_STABLE,-338.0,1,0
LF2EV_3071_20210327,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-126.0,1,0
LF2EV_3096_20220704,1.0,RANK_DETERIORATING,RANK_RECOVERY,-68.0,1,1
LF2EV_3126_20210724,7.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-75.0,1,0
LF2EV_3139_20230406,1.0,RANK_DETERIORATING,RANK_RECOVERY,-57.0,0,1
LF2EV_3154_20210506,,RANK_DETERIORATING,RANK_RECOVERY,-161.0,0,1
LF2EV_3260_20211107,10.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-37.0,1,0
LF2EV_3260_20211125,5.0,RANK_DETERIORATING,RANK_STABLE,40.0,0,0
LF2EV_3260_20221130,2.0,RANK_DETERIORATING,RANK_RECOVERY,-24.0,1,1
LF2EV_3264_20210526,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-129.0,1,0
LF2EV_3279_20201014,2.0,RANK_DETERIORATING,RANK_RECOVERY,-39.0,1,1
LF2EV_3301_20210304,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,93.0,1,0
LF2EV_3301_20211123,1.0,RANK_STABLE,RANK_RECOVERY,-37.0,1,1
LF2EV_3301_20211227,7.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-36.0,0,0
LF2EV_3301_20220407,14.0,RANK_STABLE,RANK_RECOVERY,5.0,1,1
LF2EV_3301_20220419,1.0,RANK_DETERIORATING,RANK_RECOVERY,-71.0,1,1
LF2EV_3301_20220515,1.0,RANK_DETERIORATING,RANK_RECOVERY,-18.0,1,1
LF2EV_3301_20221224,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-40.0,1,0
LF2EV_3306_20250222,1.0,RANK_DETERIORATING,RANK_RECOVERY,-34.0,1,1
LF2EV_3306_20250809,1.0,RANK_DETERIORATING,RANK_RECOVERY,-39.0,1,1
LF2EV_3306_20260502,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-22.0,1,0
LF2EV_3306_20260505,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-29.0,1,0
LF2EV_3316_20201209,1.0,RANK_DETERIORATING,RANK_RECOVERY,-106.0,1,1
LF2EV_3316_20201211,1.0,RANK_DETERIORATING,RANK_RECOVERY,-74.0,1,1
LF2EV_3316_20210301,10.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-78.0,1,0
LF2EV_3316_20210410,1.0,RANK_DETERIORATING,RANK_RECOVERY,-176.0,1,1
LF2EV_3330_20260520,1.0,RANK_IMPROVING,RANK_RECOVERY,1.0,1,1
LF2EV_3330_20260619,1.0,RANK_DETERIORATING,RANK_RECOVERY,-29.0,0,1
LF2EV_3330_20260703,1.0,RANK_STABLE,RANK_RECOVERY,14.0,1,1
LF2EV_3336_20220325,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-77.0,0,0
LF2EV_3364_20210215,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-177.0,1,0
LF2EV_3364_20210615,2.0,RANK_IMPROVING,RANK_RECOVERY,98.0,1,1
LF2EV_3388_20211102,21.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,2.0,0,0
LF2EV_3418_20250724,30.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,1.0,1,0
LF2EV_3466_20210721,10.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,183.0,1,0
LF2EV_3481_20220521,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,-23.0,0,0
LF2EV_3481_20220602,3.0,RANK_DETERIORATING,RANK_RECOVERY,-114.0,0,1
LF2EV_3515_20200816,1.0,RANK_DETERIORATING,RANK_RECOVERY,-59.0,1,1
LF2EV_3589_20200717,1.0,RANK_DETERIORATING,RANK_RECOVERY,-54.0,1,1
LF2EV_3600_20200801,1.0,RANK_DETERIORATING,RANK_RECOVERY,-441.0,1,1
LF2EV_3608_20210810,3.0,RANK_DETERIORATING,RANK_RECOVERY,-121.0,1,1
LF2EV_3608_20211023,14.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-139.0,1,0
LF2EV_3616_20220910,,RANK_DETERIORATING,RANK_RECOVERY,-45.0,0,1
LF2EV_3631_20220821,1.0,RANK_DETERIORATING,RANK_RECOVERY,-56.0,1,1
LF2EV_3632_20210905,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-32.0,0,0
LF2EV_3637_20250101,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-2.0,0,0
LF2EV_3663_20220209,1.0,RANK_DETERIORATING,RANK_RECOVERY,12.0,1,1
LF2EV_3666_20220517,2.0,RANK_IMPROVING,RANK_RECOVERY,102.0,1,1
LF2EV_3666_20230120,1.0,RANK_DETERIORATING,RANK_RECOVERY,-137.0,1,1
LF2EV_3666_20230401,5.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-63.0,1,0
LF2EV_3667_20210211,1.0,RANK_DETERIORATING,RANK_RECOVERY,-173.0,1,1
LF2EV_3673_20240217,2.0,RANK_DETERIORATING,RANK_RECOVERY,-34.0,1,1
LF2EV_3673_20240715,2.0,RANK_DETERIORATING,RANK_RECOVERY,-57.0,1,1
LF2EV_3683_20200924,1.0,RANK_IMPROVING,RANK_RECOVERY,272.0,1,1
LF2EV_3683_20200926,5.0,RANK_IMPROVING,RANK_RECOVERY,249.0,1,1
LF2EV_3702_20230125,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-167.0,0,0
LF2EV_3702_20230127,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-258.0,0,0
LF2EV_3704_20211015,1.0,RANK_DETERIORATING,RANK_RECOVERY,-37.0,1,1
LF2EV_3721_20220730,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,38.0,0,0
LF2EV_3722_20211120,1.0,RANK_IMPROVING,RANK_RECOVERY,-31.0,1,1
LF2EV_3724_20221104,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,6.0,0,0
LF2EV_3734_20210714,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-47.0,0,0
LF2EV_3737_20220218,7.0,RANK_IMPROVING,RANK_RECOVERY,11.0,1,1
LF2EV_3752_20210420,14.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,202.0,1,0
LF2EV_3753_20210209,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-97.0,1,0
LF2EV_3753_20210502,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-16.0,0,0
LF2EV_3753_20210503,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-110.0,0,0
LF2EV_3753_20210530,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,89.0,1,0
LF2EV_3753_20211104,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-92.0,0,0
LF2EV_3756_20201202,3.0,RANK_DETERIORATING,RANK_RECOVERY,-173.0,1,1
LF2EV_3756_20210903,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-53.0,0,0
