date,bias_state,bias_direction,bias_confidence,markov_p_target25_from_ar,markov_p_target25_from_p90,regime_ratio,asian_range_pips,actual_mfe,target_hit,direction_correct
2022-11-24,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.028,56.4,14.1,True,0
2022-11-25,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.386,33.2,49.5,True,1
2022-11-29,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.706,60.3,13.8,False,0
2022-12-01,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.401,50.6,124.0,True,1
2022-12-02,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.936,34.3,33.6,True,0
2022-12-07,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.005,21.2,17.7,True,0
2022-12-08,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.953,21.3,35.2,True,1
2022-12-13,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.291,25.4,144.4,True,1
2022-12-14,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.784,19.0,40.3,True,1
2022-12-19,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.693,32.2,70.9,True,1
2022-12-21,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.523,21.4,21.5,True,0
2022-12-23,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.339,25.7,39.6,True,1
2022-12-27,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.01,30.7,33.9,True,0
2022-12-28,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.207,22.2,35.3,True,1
2022-12-30,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.229,27.1,22.5,True,0
2023-01-03,9/9_LOCK,SHORT,0.97,0.0594,0.0594,4.483,33.1,141.6,True,1
2023-01-09,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.843,47.1,98.7,True,1
2023-01-13,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.541,36.4,61.1,True,1
2023-01-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.073,27.5,47.9,True,1
2023-01-18,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.782,33.1,99.4,True,1
2023-01-23,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.114,43.0,58.7,True,0
2023-01-24,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.974,15.5,26.0,True,0
2023-01-25,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.237,24.1,25.4,True,1
2023-01-26,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.079,17.8,13.0,True,0
2023-01-27,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.862,34.7,47.3,True,1
2023-01-31,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.756,27.1,46.8,True,1
2023-02-02,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.864,47.7,83.2,True,1
2023-02-07,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.142,21.9,17.4,True,0
2023-02-09,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.801,30.2,81.3,True,1
2023-02-10,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.488,24.6,20.0,True,0
2023-02-14,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.651,23.2,86.3,True,1
2023-02-15,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.075,30.6,71.0,True,1
2023-02-20,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.322,20.2,22.3,True,1
2023-02-24,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.199,24.1,56.3,True,1
2023-02-27,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.725,21.1,11.6,True,0
2023-02-28,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.341,32.8,33.5,True,1
2023-03-01,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.805,30.2,116.3,True,1
2023-03-02,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.893,35.5,83.4,True,1
2023-03-03,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.264,22.7,37.5,True,1
2023-03-07,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.759,22.8,23.8,True,0
2023-03-10,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.371,24.0,96.4,True,1
2023-03-13,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.053,73.0,35.7,True,0
2023-03-14,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.26,33.4,48.6,True,1
2023-03-15,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.65,34.6,210.3,True,1
2023-03-16,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.388,30.9,61.2,True,1
2023-03-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.991,45.3,61.4,True,1
2023-03-20,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.702,25.2,56.1,True,0
2023-03-21,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.787,16.0,13.1,True,0
2023-03-22,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.14,11.4,7.4,True,0
2023-03-23,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.255,50.1,74.1,True,1
2023-03-24,9/9_LOCK,SHORT,0.97,0.0594,0.0594,5.361,21.6,110.4,True,1
2023-03-27,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.676,22.2,24.8,True,0
2023-03-30,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.765,22.1,83.4,True,1
2023-03-31,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.775,24.4,41.4,True,1
2023-04-05,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.123,23.5,12.5,True,1
2023-04-06,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.062,25.9,17.9,True,0
2023-04-11,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.279,35.9,71.7,True,1
2023-04-13,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.594,21.2,15.0,True,0
2023-04-20,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.952,14.6,31.2,True,1
2023-04-21,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.327,14.7,25.9,True,1
2023-04-25,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.375,26.9,50.9,True,1
2023-04-26,9/9_LOCK,LONG,0.97,0.0594,0.0594,4.876,17.0,123.9,True,1
2023-04-28,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.92,31.1,59.6,True,1
2023-05-02,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.151,27.2,38.3,True,0
2023-05-03,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.0,32.5,49.5,True,1
2023-05-04,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.635,33.7,36.2,True,0
2023-05-05,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.72,36.8,37.3,True,0
2023-05-08,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.02,30.1,30.6,True,1
2023-05-09,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.373,20.4,61.3,True,1
2023-05-10,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.021,33.8,46.3,True,1
2023-05-11,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.264,28.4,79.6,True,1
2023-05-16,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.533,16.5,10.7,True,0
2023-05-17,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.361,13.3,46.8,True,1
2023-05-18,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.974,15.3,64.0,True,1
2023-05-19,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.108,20.3,54.9,True,1
2023-05-25,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.253,23.7,42.1,True,1
2023-05-29,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.239,25.5,29.5,True,0
2023-05-30,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.544,25.0,35.0,True,0
2023-06-01,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.106,17.0,26.6,True,0
2023-06-02,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.41,13.4,17.1,True,0
2023-06-06,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.942,17.1,21.3,True,0
2023-06-07,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.08,16.3,21.0,True,0
2023-06-08,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.61,20.5,70.5,True,1
2023-06-09,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.619,10.5,23.0,True,1
2023-06-12,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.72,18.2,43.1,True,1
2023-06-14,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.167,11.4,19.4,True,0
2023-06-16,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.858,15.5,27.1,True,1
2023-06-19,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.916,17.8,32.7,True,1
2023-06-20,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.219,15.5,24.7,True,0
2023-06-23,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.944,30.4,111.2,True,1
2023-06-26,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.053,22.5,22.3,True,1
2023-06-29,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.153,37.9,29.2,True,0
2023-06-30,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.656,15.1,26.7,True,0
2023-07-03,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.722,17.6,37.9,True,0
2023-07-04,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.434,15.9,20.7,True,1
2023-07-05,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.597,15.9,14.0,True,0
2023-07-10,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.661,17.1,15.6,True,0
2023-07-14,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.197,34.0,4.8,False,0
2023-07-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.408,19.1,19.0,True,0
2023-07-19,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.679,16.5,13.7,True,0
2023-07-20,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.728,34.6,25.0,True,1
2023-07-21,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.528,16.3,16.0,True,0
2023-07-24,9/9_LOCK,LONG,0.97,0.0594,0.0594,5.069,16.0,25.6,True,0
2023-07-25,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.101,21.8,23.1,True,0
2023-07-31,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.547,22.5,17.8,True,1
2023-08-03,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.157,26.7,25.3,True,1
2023-08-04,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.079,21.5,5.5,True,0
2023-08-07,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.368,23.4,45.7,True,1
2023-08-08,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.052,28.8,8.8,True,0
2023-08-09,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.028,21.1,38.9,True,1
2023-08-10,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.37,20.8,91.7,True,1
2023-08-15,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.251,17.1,49.4,True,1
2023-08-16,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.667,14.4,31.4,True,1
2023-08-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.082,23.1,44.1,True,1
2023-08-18,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.734,34.2,14.6,True,0
2023-08-22,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.662,26.9,39.5,True,0
2023-08-28,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.281,17.8,27.6,True,1
2023-08-31,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.897,21.3,79.3,True,1
2023-09-01,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.737,17.9,9.1,True,0
2023-09-05,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.136,17.6,73.6,True,1
2023-09-07,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.561,13.9,38.1,True,1
2023-09-11,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.626,30.5,26.7,True,1
2023-09-12,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.915,31.6,37.3,True,1
2023-09-18,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.244,17.2,20.0,True,1
2023-09-22,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.351,22.5,13.2,True,1
2023-09-26,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.809,18.3,23.1,True,1
2023-09-28,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.624,19.4,9.7,True,0
2023-09-29,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.673,25.7,59.9,True,1
2023-10-02,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.511,23.1,42.6,True,0
2023-10-03,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.432,22.9,16.1,True,1
2023-10-10,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.036,27.9,55.4,True,1
2023-10-11,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.844,19.2,39.4,True,1
2023-10-20,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.667,18.3,12.9,True,0
2023-10-23,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.851,23.5,20.4,True,0
2023-10-24,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.788,26.0,33.2,True,0
2023-10-25,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.704,24.0,18.5,True,1
2023-10-26,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.708,27.7,44.0,True,1
2023-10-30,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.119,19.4,4.5,False,0
2023-11-01,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.126,15.1,50.8,True,1
2023-11-06,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.774,31.9,32.9,True,1
2023-11-09,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.2,13.5,28.5,True,0
2023-11-14,9/9_LOCK,LONG,0.97,0.0594,0.0594,3.393,10.7,137.4,True,1
2023-11-15,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.989,17.9,47.1,True,1
2023-11-16,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.059,25.6,34.5,True,1
2023-11-20,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.708,38.4,38.6,True,1
2023-11-22,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.096,17.8,39.4,True,1
2023-11-24,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.135,17.0,36.5,True,1
2023-11-27,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.84,23.8,17.8,True,0
2023-11-28,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.513,15.4,19.1,True,0
2023-12-01,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.927,31.6,43.8,True,1
2023-12-04,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.095,28.5,57.3,True,1
2023-12-05,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.067,21.0,33.9,True,1
2023-12-06,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.878,13.9,18.0,True,0
2023-12-12,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.459,15.7,63.4,True,1
2023-12-14,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.097,47.4,118.9,True,1
2023-12-15,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.911,27.1,87.8,True,1
2023-12-18,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.962,23.7,33.9,True,1
2023-12-19,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.503,17.5,60.7,True,1
2023-12-22,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.134,32.1,29.2,True,1
2023-12-28,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.437,24.5,34.4,True,0
2023-12-29,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.234,26.9,16.6,True,0
2024-01-02,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.542,28.4,99.1,True,1
2024-01-05,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.606,21.6,67.7,True,0
2024-01-08,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.339,22.4,12.6,True,0
2024-01-10,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.218,14.7,24.3,True,1
2024-01-12,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.631,22.2,36.3,True,0
2024-01-15,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.238,26.9,13.7,True,1
2024-01-16,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.372,38.4,82.4,True,1
2024-01-22,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.094,25.5,9.9,True,1
2024-01-26,9/9_LOCK,SHORT,0.97,0.0594,0.0594,5.172,12.2,28.4,True,0
2024-01-29,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.102,11.8,33.9,True,1
2024-01-31,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.072,32.1,39.6,True,0
2024-02-01,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.683,19.9,37.9,True,0
2024-02-02,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.303,18.5,26.0,True,0
2024-02-05,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.074,18.9,49.7,True,1
2024-02-06,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.303,16.5,19.8,True,0
2024-02-12,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.174,36.2,30.5,True,0
2024-02-16,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.119,19.3,8.0,True,0
2024-02-22,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.257,24.5,70.1,True,0
2024-02-29,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.051,13.8,16.3,True,1
2024-03-01,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.0,24.0,19.8,True,0
2024-03-11,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.718,20.6,22.1,True,0
2024-03-25,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.826,20.1,30.8,True,1
2024-03-28,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.559,20.2,52.8,True,1
2024-03-29,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.015,20.3,20.6,True,0
2024-04-01,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.845,14.8,13.6,True,1
2024-04-12,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.774,18.6,95.2,True,1
2024-04-15,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.521,29.0,39.0,True,1
2024-04-19,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.017,34.6,32.2,True,1
2024-04-22,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.774,28.3,26.1,True,1
2024-04-24,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.694,14.7,23.2,True,1
2024-04-26,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.371,13.2,23.3,True,0
2024-04-30,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.146,21.2,30.7,True,1
2024-05-02,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.051,15.8,18.9,True,0
2024-05-03,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.347,17.3,87.9,True,1
2024-05-16,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.022,18.5,29.5,True,1
2024-05-23,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.813,12.8,10.2,True,0
2024-06-03,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.873,16.5,15.8,True,0
2024-06-04,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.701,17.7,45.1,True,1
2024-06-10,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.885,40.0,10.2,True,1
2024-06-12,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.775,8.9,96.6,True,1
2024-06-14,9/9_LOCK,SHORT,0.97,0.0594,0.0594,5.857,11.2,69.7,True,1
2024-06-17,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.752,16.1,11.9,True,0
2024-06-19,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.806,7.2,14.8,True,0
2024-06-28,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.949,25.5,16.0,True,0
2024-07-01,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.762,38.6,43.2,True,1
2024-07-18,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.34,9.4,32.0,True,1
2024-07-23,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.088,11.3,44.9,True,1
2024-07-24,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.256,12.5,28.1,True,0
2024-07-25,9/9_LOCK,LONG,0.97,0.0594,0.0594,3.352,9.1,19.3,True,0
2024-07-29,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.896,19.2,41.7,True,1
2024-07-31,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.317,21.8,8.6,True,0
2024-08-01,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.818,13.7,47.9,True,1
2024-08-06,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.637,19.3,48.2,True,1
2024-08-08,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.291,18.9,23.3,True,0
2024-08-21,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.162,16.0,19.7,True,1
2024-08-22,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.136,17.6,37.0,True,1
2024-08-30,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.636,13.2,17.7,True,0
2024-09-03,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.825,18.9,38.2,True,1
2024-09-04,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.699,22.9,19.6,True,1
2024-09-09,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.378,16.4,42.7,True,1
2024-09-16,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.96,35.1,63.4,True,1
2024-09-17,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.877,10.6,20.7,True,1
2024-09-18,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.312,18.9,26.5,True,1
2024-09-19,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.061,55.5,60.4,True,1
2024-09-20,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.438,12.1,20.6,True,0
2024-09-24,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.957,14.1,36.8,True,1
2024-09-27,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.373,15.3,52.0,True,0
2024-09-30,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.917,27.6,62.8,True,1
2024-10-01,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.722,16.2,76.2,True,1
2024-10-04,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.091,14.3,71.4,True,1
2024-10-08,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.865,21.5,31.1,True,1
2024-10-15,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.634,19.1,23.7,True,0
2024-10-16,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.601,13.8,12.8,True,0
2024-10-22,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.833,8.4,22.8,True,0
2024-10-24,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.554,14.8,11.1,True,0
2024-10-28,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.01,19.5,33.1,True,1
2024-10-31,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.806,16.0,32.2,True,1
2024-11-04,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.769,35.1,36.3,True,1
2024-11-07,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.872,35.1,90.2,True,1
2024-11-08,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.263,28.9,59.7,True,1
2024-11-11,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.887,23.1,76.3,True,1
2024-11-12,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.147,25.2,44.0,True,1
2024-11-13,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.261,19.9,44.1,True,1
2024-11-15,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.076,22.4,62.8,True,1
2024-11-18,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.372,28.2,45.7,True,1
2024-11-19,9/9_LOCK,SHORT,0.97,0.0594,0.0594,4.0,18.2,74.7,True,1
2024-11-20,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.316,23.1,71.4,True,1
2024-11-26,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.676,75.6,51.6,True,1
2024-11-27,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.932,22.2,97.4,True,1
2024-11-28,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.318,22.0,38.3,True,1
2024-11-29,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.523,29.8,49.5,True,1
2024-12-02,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.743,55.3,80.5,True,1
2024-12-04,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.449,32.1,22.4,True,0
