band,atom,streak_len,date,subperiod,tail_after,revert
1501-2000,RANK_DETERIORATION,3,2024-07-30,2024,True,False
1501-2000,RANK_DETERIORATION,3,2024-08-05,2024,True,True
1501-2000,RANK_DETERIORATION,3,2024-08-18,2024,False,True
1501-2000,RANK_DETERIORATION,6,2024-08-29,2024,False,False
1501-2000,RANK_DETERIORATION,2,2024-09-07,2024,False,False
1501-2000,RANK_DETERIORATION,6,2024-09-10,2024,False,False
1501-2000,RANK_DETERIORATION,3,2024-10-01,2024,False,True
1501-2000,RANK_DETERIORATION,3,2024-10-07,2024,False,False
1501-2000,RANK_DETERIORATION,5,2024-10-11,2024,False,False
1501-2000,RANK_DETERIORATION,4,2024-10-17,2024,False,True
1501-2000,RANK_DETERIORATION,7,2024-10-23,2024,False,True
1501-2000,RANK_DETERIORATION,4,2024-11-06,2024,True,False
1501-2000,RANK_DETERIORATION,3,2024-11-11,2024,False,False
1501-2000,RANK_DETERIORATION,5,2024-11-23,2024,False,True
1501-2000,RANK_DETERIORATION,14,2024-11-29,2024,False,False
1501-2000,RANK_DETERIORATION,11,2024-12-19,2024,False,False
1501-2000,RANK_DETERIORATION,2,2024-12-31,2024,False,
1501-2000,RANK_DETERIORATION,2,2025-01-03,2025-2026,False,True
1501-2000,RANK_DETERIORATION,4,2025-01-06,2025-2026,False,True
1501-2000,RANK_DETERIORATION,7,2025-01-11,2025-2026,False,True
1501-2000,RANK_DETERIORATION,3,2025-01-25,2025-2026,True,False
1501-2000,RANK_DETERIORATION,3,2025-01-29,2025-2026,True,False
1501-2000,RANK_DETERIORATION,8,2025-02-10,2025-2026,False,False
1501-2000,RANK_DETERIORATION,8,2025-02-19,2025-2026,True,False
1501-2000,RANK_DETERIORATION,2,2025-03-17,2025-2026,False,True
1501-2000,RANK_DETERIORATION,4,2025-03-23,2025-2026,False,False
1501-2000,RANK_DETERIORATION,6,2025-04-01,2025-2026,True,False
1501-2000,RANK_DETERIORATION,4,2025-04-25,2025-2026,False,False
1501-2000,RANK_DETERIORATION,4,2025-04-30,2025-2026,True,False
1501-2000,RANK_DETERIORATION,2,2025-05-09,2025-2026,False,True
1501-2000,RANK_DETERIORATION,7,2025-05-27,2025-2026,False,
1501-2000,RANK_DETERIORATION,2,2025-06-09,2025-2026,False,True
1501-2000,RANK_DETERIORATION,2,2025-06-12,2025-2026,False,False
1501-2000,RANK_DETERIORATION,2,2025-06-22,2025-2026,False,False
1501-2000,RANK_DETERIORATION,13,2025-07-12,2025-2026,False,False
1501-2000,RANK_DETERIORATION,12,2025-07-31,2025-2026,False,True
1501-2000,RANK_DETERIORATION,4,2025-08-13,2025-2026,False,True
1501-2000,RANK_DETERIORATION,2,2025-08-18,2025-2026,False,True
1501-2000,RANK_DETERIORATION,19,2025-09-04,2025-2026,False,False
1501-2000,RANK_DETERIORATION,13,2025-09-30,2025-2026,False,False
1501-2000,RANK_DETERIORATION,4,2025-10-27,2025-2026,True,False
1501-2000,RANK_DETERIORATION,3,2025-11-01,2025-2026,True,False
1501-2000,RANK_DETERIORATION,3,2025-11-06,2025-2026,False,True
1501-2000,RANK_DETERIORATION,3,2025-11-10,2025-2026,False,False
1501-2000,RANK_DETERIORATION,4,2025-11-28,2025-2026,False,True
1501-2000,RANK_DETERIORATION,2,2026-01-04,2025-2026,False,True
1501-2000,RANK_DETERIORATION,4,2026-01-07,2025-2026,False,False
1501-2000,RANK_DETERIORATION,2,2026-02-05,2025-2026,False,True
1501-2000,RANK_DETERIORATION,2,2026-03-20,2025-2026,False,False
1501-2000,RANK_DETERIORATION,2,2026-03-24,2025-2026,False,True
1501-2000,RANK_DETERIORATION,15,2026-05-01,2025-2026,False,False
1501-2000,RANK_DETERIORATION,7,2026-05-29,2025-2026,True,False
1501-2000,RANK_DETERIORATION,5,2026-06-13,2025-2026,False,False
1501-2000,RANK_DETERIORATION,6,2026-07-02,2025-2026,False,False
1501-2000,RANK_DETERIORATION,2,2026-07-23,2025-2026,False,False
1501-2000,RANK_DETERIORATION,4,2026-07-26,2025-2026,False,True
1501-2000,RANK_DETERIORATION,11,2026-08-06,2025-2026,,False
1501-2000,RANK_DETERIORATION,2,2026-08-22,2025-2026,,
