event_index,peer_med_t0,z1,rank_band,sigma_t0,ret_1d,timing
59270,0.005897102,2.3031476,26-100,0.0009685863,-0.0022307972,ASSET_LEADS
59271,0.0023766714,4.321588,26-100,0.0010494123,-0.0045351274,ASSET_LEADS
59272,0.00038600166,4.216175,26-100,0.0011701912,-0.004933731,ASSET_LEADS
59275,-0.0022465847,2.2292666,26-100,0.0016354407,-0.0036458333,PEER_LEADS
59278,0.0018158043,3.0700295,26-100,0.0017426778,-0.005350072,ASSET_LEADS
59287,-0.00013799743,2.2310867,26-100,0.002354421,-0.0052529173,SIMULTANEOUS
59290,-0.001591609,2.0184257,26-100,0.0024560497,-0.0049573537,SIMULTANEOUS
59308,4.386718e-06,2.1897566,26-100,0.0032724258,-0.007165816,ASSET_LEADS
59312,-0.0037777927,2.7906778,26-100,0.0032738002,-0.009136122,SIMULTANEOUS
59319,0.0005660348,2.9603567,26-100,0.003940751,-0.011666028,ASSET_LEADS
59323,0.002511057,2.0976818,101-250,0.0032311822,-0.006777992,ASSET_LEADS
59348,-0.0021600176,3.6855683,251-500,0.000389466,-0.0014354036,PEER_LEADS
59373,0.00034667982,2.5485823,501-750,0.00027844103,-0.0007096299,ASSET_LEADS
73200,-0.007911842,2.0561225,26-100,0.010738739,-0.022080163,SIMULTANEOUS
74285,-0.003562091,2.151741,26-100,0.015059502,-0.032404147,SIMULTANEOUS
75927,5.9855316e-05,2.09724,501-750,0.0006002797,-0.0012589307,ASSET_LEADS
75933,4.3987562e-05,3.664387,501-750,0.00049143936,-0.001800824,ASSET_LEADS
75935,-8.65216e-06,2.2806587,501-750,0.0004666449,-0.0010642578,SIMULTANEOUS
77422,0.0015140438,2.149752,101-250,0.0058934297,-0.012669412,ASSET_LEADS
78493,-0.05958245,2.0630987,26-100,0.050047383,-0.103252694,PEER_LEADS
79242,-0.03455712,2.1663952,101-250,0.016483061,-0.035708822,PEER_LEADS
79767,-6.2255196e-05,2.3984032,751-1000,0.013895892,-0.033327952,SIMULTANEOUS
79953,0.0017794755,2.1977324,251-500,0.0026855303,-0.005902077,ASSET_LEADS
79955,0.052775815,2.0226433,251-500,0.0028554315,-0.0057755196,ASSET_LEADS
79968,0.0004908212,2.3602731,501-750,0.0016673113,-0.00393531,ASSET_LEADS
79971,0.0010638942,2.2329433,751-1000,0.0011377684,-0.0025405723,ASSET_LEADS
79987,-0.0002055403,2.393488,501-750,0.0055934684,-0.0133879,SIMULTANEOUS
80002,0.014795463,2.1607845,251-500,0.005843573,-0.012626702,ASSET_LEADS
80031,0.00016128362,2.2447379,501-750,0.0071024634,-0.015943168,ASSET_LEADS
80563,0.018795853,2.0690403,251-500,0.049401868,-0.102214456,ASSET_LEADS
81085,0.1308865,2.5946934,251-500,0.10281552,-0.26677474,ASSET_LEADS
81121,0.0036274337,3.0471752,251-500,0.00056522974,-0.001722354,ASSET_LEADS
81124,0.0023570354,2.2164588,251-500,0.00065258564,-0.0014464292,ASSET_LEADS
81569,-0.0054731793,3.805113,101-250,0.0029528774,-0.0112360325,SIMULTANEOUS
83790,0.00502978,2.0182364,101-250,0.061657317,-0.12443904,ASSET_LEADS
84781,-0.011772316,2.1498137,26-100,0.026117716,-0.05614822,SIMULTANEOUS
87425,0.0012864604,2.7730181,751-1000,0.008688459,-0.024093255,ASSET_LEADS
87441,-0.004444311,2.1398413,26-100,0.03730702,-0.0798311,SIMULTANEOUS
88175,-0.028012235,2.045953,26-100,0.00019548836,-0.00039996,PEER_LEADS
88178,0.02481685,4.888176,26-100,0.00027228295,-0.001330967,ASSET_LEADS
88186,0.03689429,2.4520507,26-100,0.0008463958,-0.0020754053,ASSET_LEADS
88188,-0.016570533,2.6262302,26-100,0.0009537871,-0.0025048645,PEER_LEADS
88236,0.0011644354,4.370069,26-100,0.00032651858,-0.0014269088,ASSET_LEADS
88504,9.142717e-05,2.0968833,501-750,0.0031545525,-0.006614729,ASSET_LEADS
88829,0.0010450197,2.2968023,101-250,0.005428492,-0.012468173,ASSET_LEADS
88832,8.958346e-05,2.9326732,101-250,0.006540613,-0.01918148,ASSET_LEADS
88837,-0.0010799142,2.035208,26-100,0.008927053,-0.018168408,SIMULTANEOUS
88841,-0.0010362811,2.9356368,26-100,0.007914643,-0.023234516,SIMULTANEOUS
88858,-0.0034203825,2.1634994,26-100,0.0061970954,-0.013407412,SIMULTANEOUS
88865,-0.0070836646,2.1874309,26-100,0.0045902594,-0.0100408755,PEER_LEADS
88888,0.0,2.2785058,101-250,0.00940956,-0.021439737,ASSET_LEADS
90079,0.0,2.6565647,26-100,0.0035393434,-0.009402495,ASSET_LEADS
90086,0.006982916,3.5643811,26-100,0.0008202137,-0.0029235543,ASSET_LEADS
90091,0.01796297,2.12977,26-100,0.0011663667,-0.002484093,ASSET_LEADS
90092,0.007484168,2.5930998,26-100,0.0012413196,-0.0032188655,ASSET_LEADS
90101,-4.1829484e-05,2.6914973,101-250,0.00052174344,-0.0014042711,SIMULTANEOUS
90104,0.0008495039,2.724745,101-250,0.0005440021,-0.001482267,ASSET_LEADS
90114,-0.0027432288,3.6068232,101-250,0.00078840455,-0.0028436359,PEER_LEADS
90127,2.2403165e-05,2.0870082,101-250,0.0021712757,-0.00453147,ASSET_LEADS
91879,-0.0018465392,2.593847,751-1000,0.008014067,-0.020787263,SIMULTANEOUS
91881,-0.01641916,3.9984467,751-1000,0.009850496,-0.039386686,SIMULTANEOUS
92189,-0.0076951375,3.377619,26-100,0.0008506776,-0.002873265,PEER_LEADS
92192,-0.021862974,2.1377323,26-100,0.0012193172,-0.0026065737,PEER_LEADS
92197,0.000854268,2.3139179,26-100,0.0016840405,-0.0038967314,ASSET_LEADS
92202,-0.0004865143,2.327774,26-100,0.0006526155,-0.0015191414,SIMULTANEOUS
92204,-0.0017978433,2.445516,26-100,0.00067850435,-0.0016592933,PEER_LEADS
92205,0.00010979551,2.9882514,26-100,0.0006671672,-0.0019936634,ASSET_LEADS
92206,-0.024855807,16.4598,26-100,0.0007134681,-0.011743543,PEER_LEADS
92210,0.00070462225,3.2857432,26-100,0.003162872,-0.010392386,ASSET_LEADS
92213,-0.0012748967,2.9528534,26-100,0.004216064,-0.012449418,SIMULTANEOUS
92271,0.000827002,3.3991199,26-100,0.00012289584,-0.0004177377,ASSET_LEADS
92273,-0.036101073,3.0195742,26-100,0.00015009697,-0.00045322892,PEER_LEADS
92274,-0.0010720087,2.8459725,26-100,0.00016784003,-0.0004776681,PEER_LEADS
92281,-2.8740296e-05,4.1361356,26-100,0.0001358113,-0.0005617339,SIMULTANEOUS
95110,-0.002140177,3.5512733,101-250,0.0017429694,-0.0061897608,SIMULTANEOUS
95113,0.000811893,2.1247106,101-250,0.0018658935,-0.0039644837,ASSET_LEADS
95114,-0.0009393225,4.2855706,101-250,0.0019258821,-0.008253504,SIMULTANEOUS
95118,0.0015859199,2.7471025,101-250,0.0031175842,-0.008564323,ASSET_LEADS
95123,-0.0019518369,2.651405,101-250,0.0032652493,-0.008657498,SIMULTANEOUS
95128,-0.0007609797,4.308685,26-100,0.0039615384,-0.017069021,SIMULTANEOUS
95149,-0.010725851,2.1699474,26-100,0.012524777,-0.027178107,SIMULTANEOUS
95162,-0.03285029,2.1349971,101-250,0.11702206,-0.24984175,SIMULTANEOUS
95588,-0.008922659,2.4262102,26-100,0.057993554,-0.14070454,SIMULTANEOUS
96088,-0.0027923926,2.0589342,101-250,0.0041794856,-0.008605286,SIMULTANEOUS
96091,0.0009105256,2.1418931,101-250,0.0049708285,-0.010646984,ASSET_LEADS
96098,0.0006966938,2.3919506,251-500,0.009351984,-0.022369483,ASSET_LEADS
96099,0.00507368,2.255485,251-500,0.010420434,-0.023503134,ASSET_LEADS
96840,-0.0033903196,2.5099869,101-250,0.0058223726,-0.014614078,SIMULTANEOUS
96848,-0.0052257124,2.5193045,26-100,0.0045696544,-0.011512351,SIMULTANEOUS
96852,0.0049335323,2.5133374,26-100,0.0040694643,-0.010227936,ASSET_LEADS
97091,6.391112e-05,2.8809912,251-500,0.00035089854,-0.0010109356,ASSET_LEADS
97366,0.010226449,2.4329746,1501-2000,0.008753441,-0.0212969,ASSET_LEADS
97371,-0.002029624,2.109905,1001-1500,0.010874082,-0.02294328,SIMULTANEOUS
99075,0.030011684,4.604927,251-500,0.03571874,-0.16448219,ASSET_LEADS
99137,-0.00918052,2.0078716,751-1000,0.0849787,-0.17062633,SIMULTANEOUS
99857,-0.00369133,2.0078397,26-100,0.015514451,-0.031150531,SIMULTANEOUS
99860,0.001250376,2.198136,26-100,0.017008148,-0.037386224,ASSET_LEADS
99863,6.68969e-06,2.0142834,26-100,0.018476713,-0.037217338,ASSET_LEADS
101672,-0.00030720938,2.7636478,751-1000,0.0011783324,-0.0032564956,SIMULTANEOUS
101728,-0.00059728674,3.8894553,251-500,0.0026345027,-0.010246781,SIMULTANEOUS
101731,-0.0002383369,2.0780132,251-500,0.0033657895,-0.006994155,SIMULTANEOUS
101739,-0.00011260006,4.758338,251-500,0.004318932,-0.020550938,SIMULTANEOUS
102092,-0.00010202579,2.1636667,751-1000,0.0011800844,-0.0025533093,SIMULTANEOUS
102097,0.00017034524,2.9937103,751-1000,0.0037355036,-0.011183016,ASSET_LEADS
102522,-0.00013064683,2.2358952,101-250,0.005523251,-0.01234941,SIMULTANEOUS
102524,0.00015139897,3.1516967,101-250,0.0058108633,-0.018314078,ASSET_LEADS
102526,1.6642443e-05,2.6027753,101-250,0.006051872,-0.015751664,ASSET_LEADS
102528,0.01626183,2.4907742,101-250,0.0064502186,-0.016066037,ASSET_LEADS
102532,-0.004295633,20.017807,101-250,0.006639883,-0.1329159,SIMULTANEOUS
104013,0.00044789593,2.0244691,251-500,0.0120782815,-0.024452107,ASSET_LEADS
104442,1.7851552,4.027013,251-500,0.12973426,-0.52244157,ASSET_LEADS
104531,0.0055288416,2.1790814,101-250,0.048492342,-0.10566877,ASSET_LEADS
105281,-0.012769951,2.196984,26-100,0.04446407,-0.09768686,SIMULTANEOUS
106702,-0.0025628088,2.6323178,251-500,0.0046861484,-0.012335432,SIMULTANEOUS
106715,0.0022826372,2.042899,501-750,0.012286512,-0.0251001,ASSET_LEADS
107056,-0.096414186,2.1457884,251-500,0.07488711,-0.1606919,PEER_LEADS
107747,-0.02849931,2.7462852,251-500,0.021790076,-0.059841763,SIMULTANEOUS
108610,-0.009866002,4.6303883,101-250,0.06810614,-0.31535786,SIMULTANEOUS
109963,-0.011860859,2.0973532,251-500,0.031143822,-0.0653196,SIMULTANEOUS
112849,-0.0006763418,2.364652,501-750,0.038315285,-0.09060231,SIMULTANEOUS
114563,-0.011844028,4.772985,501-750,0.018246263,-0.087089136,SIMULTANEOUS
115156,0.0022057754,2.2729757,501-750,0.042740062,-0.09714712,ASSET_LEADS
115223,-0.0015970105,2.1739757,251-500,0.01095602,-0.023818122,SIMULTANEOUS
115233,0.00020025985,2.396097,251-500,0.010212121,-0.02446923,ASSET_LEADS
116156,-0.03594973,2.2275882,501-750,0.059988815,-0.13363038,SIMULTANEOUS
116221,-0.0008529208,6.2210836,251-500,0.010579266,-0.065814495,SIMULTANEOUS
117717,0.0,2.0732348,101-250,0.07838126,-0.16250277,ASSET_LEADS
117882,-0.0020989943,2.14183,751-1000,0.005770313,-0.01235903,SIMULTANEOUS
118167,-1.14620825e-05,4.032975,1001-1500,0.009374331,-0.037806444,SIMULTANEOUS
118464,-0.09941368,2.2647798,26-100,0.07981702,-0.18076797,PEER_LEADS
119272,0.005853114,2.5418668,101-250,0.025963383,-0.06599546,ASSET_LEADS
119921,-0.002257341,2.9774308,251-500,0.009160146,-0.027273702,SIMULTANEOUS
119926,-0.0028316556,3.3500278,101-250,0.00546579,-0.018310549,SIMULTANEOUS
119940,0.002782587,2.005239,101-250,0.00269532,-0.0054047606,ASSET_LEADS
119967,-0.00017537425,2.0655475,101-250,0.0017645563,-0.003644775,SIMULTANEOUS
119989,0.00017424393,2.0333116,101-250,0.000348232,-0.0007080641,ASSET_LEADS
120005,-0.0008141105,2.0126615,101-250,0.0006215582,-0.0012509862,PEER_LEADS
120009,-0.00039978343,2.8952072,101-250,0.0002262133,-0.0006549344,PEER_LEADS
122506,0.0015346135,2.6327384,26-100,0.0030610128,-0.008058846,ASSET_LEADS
122509,8.643742e-05,2.2153502,26-100,0.0011821482,-0.0026188723,ASSET_LEADS
122511,0.00036854687,2.0655537,26-100,0.0012588305,-0.002600182,ASSET_LEADS
122512,0.0022227212,2.3606696,26-100,0.0012948469,-0.0030567057,ASSET_LEADS
122520,0.0017944453,3.8037732,26-100,0.0015876575,-0.006039089,ASSET_LEADS
122902,0.016907293,2.138968,101-250,0.032346528,-0.069188185,ASSET_LEADS
122906,-0.0131943,2.5303597,101-250,0.043196216,-0.10930196,SIMULTANEOUS
123343,9.027273e-05,2.0410366,251-500,0.0020351,-0.0041537136,ASSET_LEADS
123349,9.6265285e-05,2.1709402,251-500,0.001907118,-0.004140239,ASSET_LEADS
123353,-4.2707135e-05,2.3350399,251-500,0.0024593677,-0.0057427217,SIMULTANEOUS
123355,3.1684427e-05,6.3447423,251-500,0.0027916403,-0.01771224,ASSET_LEADS
123367,-0.01397881,3.48784,501-750,0.0009838248,-0.0034314236,PEER_LEADS
123388,0.00025365164,3.6817386,1001-1500,0.0004389803,-0.0016162107,ASSET_LEADS
124727,-0.0018324549,2.1387005,251-500,0.0024571074,-0.005255017,SIMULTANEOUS
124729,-0.00027121053,3.096923,251-500,0.0023925498,-0.007409543,SIMULTANEOUS
124731,-5.8847145e-06,2.7837837,251-500,0.003122993,-0.008693737,SIMULTANEOUS
124733,0.00058231235,2.0471408,501-750,0.0034527436,-0.0070682527,ASSET_LEADS
124739,0.00019539059,2.0541863,251-500,0.002180686,-0.0044795354,ASSET_LEADS
124760,0.0002147911,2.0012825,251-500,0.0031929407,-0.0063899765,ASSET_LEADS
124778,0.006082228,2.2351117,501-750,0.002771128,-0.006193781,ASSET_LEADS
124779,2.0194297e-05,2.0730186,501-750,0.0006921373,-0.0014348135,ASSET_LEADS
124811,0.00036586134,2.3583202,501-750,0.00052383076,-0.0012353606,ASSET_LEADS
129512,-0.01583922,2.026422,101-250,0.016646601,-0.03373304,SIMULTANEOUS
132485,-0.064785555,3.0492225,251-500,0.07383987,-0.2251542,SIMULTANEOUS
133288,0.00028174507,3.208871,251-500,0.005891975,-0.018906588,ASSET_LEADS
133290,-0.00040782557,2.020123,251-500,0.0072401217,-0.014625937,SIMULTANEOUS
133335,0.00047185327,2.1193466,251-500,0.0073793344,-0.015639367,ASSET_LEADS
134658,0.02433257,2.4279315,501-750,0.0006073929,-0.0014747084,ASSET_LEADS
134752,-0.0020719673,2.5200043,251-500,0.00088539725,-0.0022312049,PEER_LEADS
134761,-0.0020560746,3.777351,251-500,0.00030303255,-0.0011446603,PEER_LEADS
134773,-0.00058939855,2.1205552,251-500,0.00041412425,-0.00087817333,PEER_LEADS
134797,0.010677098,61.174812,101-250,0.00028238478,-0.017274836,ASSET_LEADS
134896,0.0033766534,2.8181992,251-500,0.0003969034,-0.0011185529,ASSET_LEADS
135883,-0.0112955365,4.185303,751-1000,0.021211121,-0.08877497,SIMULTANEOUS
135908,0.00096231914,2.2369435,751-1000,0.011629069,-0.026013572,ASSET_LEADS
135936,0.01149522,2.5112376,501-750,0.023420963,-0.058815606,ASSET_LEADS
136101,6.518768e-05,2.1394634,501-750,0.010475733,-0.02241245,ASSET_LEADS
136104,-0.00086837955,2.4324274,501-750,0.012275169,-0.029858457,SIMULTANEOUS
136139,-0.0020320711,2.357636,751-1000,0.009270162,-0.02185567,SIMULTANEOUS
136168,-0.0038683848,2.5021083,751-1000,0.0015409975,-0.0038557427,PEER_LEADS
136179,0.00042961477,2.7994237,751-1000,0.0019429191,-0.0054390538,ASSET_LEADS
139187,0.009022274,2.8840487,751-1000,0.00064169196,-0.0018506709,ASSET_LEADS
141149,0.027416574,2.2165213,251-500,0.05005327,-0.11094414,ASSET_LEADS
143544,0.0009459951,2.4145546,251-500,0.008998871,-0.021728264,ASSET_LEADS
144178,-0.0007750883,2.4082196,251-500,0.0052242284,-0.0125810895,SIMULTANEOUS
144182,0.0005627674,2.275871,251-500,0.0060233367,-0.013708337,ASSET_LEADS
144198,0.0003032801,3.6987903,501-750,0.009021174,-0.033367433,ASSET_LEADS
146081,0.0003360813,2.046408,101-250,0.004299613,-0.008798762,ASSET_LEADS
146086,-4.3042768e-05,2.3820505,101-250,0.0043540304,-0.01037152,SIMULTANEOUS
146090,-0.00020207168,2.5908077,101-250,0.0024595358,-0.0063721845,SIMULTANEOUS
146092,-0.00034560595,2.5749404,101-250,0.0027621826,-0.0071124556,SIMULTANEOUS
146095,-0.0009227213,2.536112,101-250,0.003608499,-0.009151557,SIMULTANEOUS
146101,-0.0008688747,2.2630486,26-100,0.004653874,-0.010531943,SIMULTANEOUS
146103,5.7383764e-05,2.0927966,26-100,0.004309336,-0.009018564,ASSET_LEADS
146110,0.0028259174,2.1912074,26-100,0.00627554,-0.0137510095,ASSET_LEADS
146118,0.00015673232,2.0214322,26-100,0.007868051,-0.01590473,ASSET_LEADS
146120,-0.0017751625,2.382416,26-100,0.007870907,-0.018751774,SIMULTANEOUS
146122,-8.716607e-05,2.040309,501-750,0.008297795,-0.016930066,SIMULTANEOUS
146894,-0.014892247,2.8212943,101-250,0.018835383,-0.053140156,SIMULTANEOUS
148568,-0.00040782557,2.1741142,751-1000,0.026522124,-0.057662126,SIMULTANEOUS
148574,0.0004586553,3.5869162,501-750,0.0028807789,-0.010333112,ASSET_LEADS
148641,-0.0038944678,2.7917151,751-1000,0.0151164485,-0.04220082,SIMULTANEOUS
148793,-3.75558e-05,2.373182,751-1000,0.0033802814,-0.008022023,SIMULTANEOUS
150456,-0.011114163,2.4359295,251-500,0.022364778,-0.054479025,SIMULTANEOUS
156170,-0.006542726,2.2968462,101-250,0.00031023766,-0.0007125682,PEER_LEADS
156201,-0.0035940001,2.3884954,501-750,0.0053384583,-0.012750884,SIMULTANEOUS
157719,-5.679274e-05,2.3531063,101-250,0.0052248086,-0.01229453,SIMULTANEOUS
157724,-0.0015281965,2.532769,101-250,0.002190849,-0.0055489144,SIMULTANEOUS
157728,0.003043044,4.2129874,101-250,0.0037104904,-0.01563225,ASSET_LEADS
157732,-0.00044584036,2.852997,101-250,0.005743279,-0.016385559,SIMULTANEOUS
157738,0.0032680326,2.2550495,101-250,0.008519444,-0.019211767,ASSET_LEADS
157743,0.0012971316,2.5624273,101-250,0.0047920374,-0.012279247,ASSET_LEADS
157770,-6.518413e-05,3.4170442,251-500,0.0010132436,-0.003462298,SIMULTANEOUS
157780,-0.00012000549,2.2544248,251-500,0.0015772185,-0.0035557207,SIMULTANEOUS
157793,-0.00051217346,3.5580733,501-750,0.0037760448,-0.013435444,SIMULTANEOUS
157798,0.0060521555,2.192139,501-750,0.0068683466,-0.01505637,ASSET_LEADS
157810,-0.00050070585,2.2091596,501-750,0.0035829837,-0.007915383,SIMULTANEOUS
157822,0.0005062244,6.305168,501-750,0.0017125371,-0.010797835,ASSET_LEADS
157830,3.807552e-05,2.395924,501-750,0.002173712,-0.005208049,ASSET_LEADS
159337,0.016218778,2.034315,751-1000,0.06666406,-0.1356157,ASSET_LEADS
159897,-0.024390243,2.7856696,101-250,0.009702166,-0.027027028,PEER_LEADS
159903,2.2470918e-05,6.335497,101-250,0.016188802,-0.102564104,ASSET_LEADS
164650,-0.028194994,2.2281678,26-100,0.01576831,-0.035134442,PEER_LEADS
165258,-0.00021379128,2.7299976,751-1000,0.010311098,-0.028149273,SIMULTANEOUS
165289,-0.0016468427,2.2238429,751-1000,0.009740314,-0.02166093,SIMULTANEOUS
165304,0.016211431,2.4425008,1001-1500,0.030721666,-0.075037695,ASSET_LEADS
172561,0.006094894,2.047819,101-250,0.038104102,-0.0780303,ASSET_LEADS
172692,-0.017211063,2.0492477,1001-1500,0.2114626,-0.43333927,SIMULTANEOUS
174184,0.01502457,2.1086943,751-1000,0.09809888,-0.20686056,ASSET_LEADS
175425,-0.0023014026,2.2709029,101-250,0.04181837,-0.09496546,SIMULTANEOUS
176052,0.002262532,2.871468,751-1000,0.008444375,-0.024247754,ASSET_LEADS
178191,-0.038916998,2.318206,501-750,0.024665516,-0.05717975,PEER_LEADS
181498,0.045360804,2.3615453,501-750,0.06093346,-0.14389713,ASSET_LEADS
188374,0.006715321,2.233439,501-750,0.03198143,-0.071428575,ASSET_LEADS
188925,-0.0022212896,2.7087216,251-500,0.025368912,-0.06871732,SIMULTANEOUS
190838,0.4584612,2.3917582,101-250,0.100036435,-0.23926295,ASSET_LEADS
192997,-0.018287288,2.8825963,26-100,0.057440963,-0.16557911,SIMULTANEOUS
193418,-1.9917348e-05,2.6091769,101-250,0.00029805014,-0.0007776655,SIMULTANEOUS
