event_id,family,direction,decision,split,pos,admitted_f_pct,one_R_budget_account_ccy,target_notional_account_ccy,one_R_price_move_bps,translation_status,translation_id
EUR_ORIGIN_202309141100,B,SHORT,ACCEPT_FULL,inner_sel,1.538928,0.3,0.003,1.884793612397,15.916862091786,ECONOMIC_TARGET,TR-15e8bf2e5c0055fcbce912ee2ecdfbe2
EUR_ORIGIN_202309141500,B,SHORT,ACCEPT_FULL,inner_sel,2.22264,0.3,0.003,2.722166578441,11.020633431323,ECONOMIC_TARGET,TR-bb5ccc723fadd98b9be367838dca711c
EUR_ORIGIN_202309200500,A,LONG,ACCEPT_FULL,inner_sel,1.264485,0.7,0.007,3.613566896054,19.371441573817,ECONOMIC_TARGET,TR-da1240af1d9513ad3f91d6ab7c127c1b
EUR_ORIGIN_202309201800,B,SHORT,ACCEPT_FULL,inner_sel,0.822158,0.3,0.003,1.006933495133,29.793427416006,ECONOMIC_TARGET,TR-5184a9c8579fba22f8ec68794c338685
EUR_ORIGIN_202309202100,B,SHORT,ACCEPT_FULL,inner_sel,1.524901,0.3,0.003,1.867614468589,16.063272428309,ECONOMIC_TARGET,TR-18a632f52f8e08a47492fcdcd4b0e2e3
EUR_ORIGIN_202309210600,A,LONG,ACCEPT_FULL,inner_sel,0.732909,0.7,0.007,2.094463303101,33.421449731944,ECONOMIC_TARGET,TR-63d748c48df2b303ecb4c20df97dfbbd
EUR_ORIGIN_202309210900,B,SHORT,ACCEPT_FULL,inner_sel,0.731263,0.3,0.003,0.895610498111,33.496704274113,ECONOMIC_TARGET,TR-92a12e06cade32a5b4b1377ecad62f7d
EUR_ORIGIN_202309211300,B,SHORT,ACCEPT_FULL,inner_sel,0.754114,0.3,0.003,0.923596739483,32.48170843133,ECONOMIC_TARGET,TR-1e4f386339bddaa12e0a6bfd62bde501
EUR_ORIGIN_202309220500,A,LONG,ACCEPT_FULL,inner_sel,1.329857,0.7,0.007,3.800381735663,18.419202298313,ECONOMIC_TARGET,TR-1d4ee17e266bd9b52683a186c9624f69
EUR_ORIGIN_202309221100,A,LONG,ACCEPT_FULL,inner_sel,1.566924,0.7,0.007,4.477858065085,15.632474049549,ECONOMIC_TARGET,TR-945489d85cae28d7fef7b47c31219684
EUR_ORIGIN_202309221400,A,LONG,REJECT_HEAT_CAP,inner_sel,2.848115,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-9600c31276d9339ddc0efc2954cceae7
EUR_ORIGIN_202309271000,B,SHORT,ACCEPT_FULL,inner_sel,1.851696,0.3,0.003,2.267855564764,13.228355661673,ECONOMIC_TARGET,TR-a0dae4b94480749578433b3eced8ea15
EUR_ORIGIN_202309271200,B,SHORT,ACCEPT_FULL,inner_sel,1.956255,0.3,0.003,2.395913853576,12.521318308347,ECONOMIC_TARGET,TR-715c61d08d3e74c3d13733958f9d402d
EUR_ORIGIN_202309281200,A,LONG,ACCEPT_FULL,inner_sel,1.125504,0.7,0.007,3.216394647028,21.763498476371,ECONOMIC_TARGET,TR-b8fe0974c4f4da053c1dcd12adc9655e
EUR_ORIGIN_202309281500,B,SHORT,ACCEPT_FULL,inner_sel,1.208211,0.3,0.003,1.479750544352,20.273687422857,ECONOMIC_TARGET,TR-a638b11d81b8faf0d91f08010188f336
EUR_ORIGIN_202309290700,A,LONG,ACCEPT_FULL,inner_sel,1.169719,0.7,0.007,3.342749475749,20.940845405211,ECONOMIC_TARGET,TR-2472d5c99860c3f2f1f7ba764c03926b
EUR_ORIGIN_202310020600,B,SHORT,ACCEPT_FULL,inner_sel,2.659987,0.3,0.003,3.257805988633,9.208651498793,ECONOMIC_TARGET,TR-d952dc4a411e1f658283737b49d0f554
EUR_ORIGIN_202310030600,A,LONG,ACCEPT_FULL,inner_sel,5.937276,0.7,0.007,16.967179077239,4.125612141025,ECONOMIC_TARGET,TR-34cd330f0ef462d2d08c07d350e4356a
EUR_ORIGIN_202310031300,B,SHORT,ACCEPT_FULL,inner_sel,0.441101,0.3,0.003,0.540236033993,55.531282832563,ECONOMIC_TARGET,TR-eb0fbc1b59048e32d3eeeace1af84bc1
EUR_ORIGIN_202310050600,A,LONG,ACCEPT_FULL,inner_sel,1.25851,0.7,0.007,3.596492533954,19.463407566993,ECONOMIC_TARGET,TR-6a285cba1568fecea6ee80b4485d32c9
EUR_ORIGIN_202310061100,B,SHORT,ACCEPT_FULL,inner_sel,0.713618,0.3,0.003,0.873999938078,34.324945223635,ECONOMIC_TARGET,TR-b74c1bc2f190955c9b5127b63f68473c
EUR_ORIGIN_202310061400,A,LONG,ACCEPT_FULL,inner_sel,0.620407,0.7,0.007,1.772960086872,39.481994275187,ECONOMIC_TARGET,TR-a63f11bb0e689fd3473cfbc14a19365a
EUR_ORIGIN_202310090000,B,SHORT,ACCEPT_FULL,inner_sel,4.382216,0.3,0.003,5.367097125117,5.589613770842,ECONOMIC_TARGET,TR-120bbaed7b8988d44442d5f168ee9bb1
EUR_ORIGIN_202310091300,B,SHORT,ACCEPT_FULL,inner_sel,0.845476,0.3,0.003,1.035492388492,28.971724305651,ECONOMIC_TARGET,TR-3c24b947d32e5d89c1e67a247c32e80d
EUR_ORIGIN_202310101100,A,LONG,ACCEPT_FULL,inner_sel,1.991087,0.7,0.007,5.690004165228,12.302275704431,ECONOMIC_TARGET,TR-9bfae30998964b1a68329785a503a6ba
EUR_ORIGIN_202310121300,A,LONG,ACCEPT_FULL,inner_sel,2.662536,0.7,0.007,7.608830488366,9.199836966671,ECONOMIC_TARGET,TR-42a86a23f07b82dd2d1f22c8512737b6
EUR_ORIGIN_202310130800,B,SHORT,ACCEPT_FULL,inner_sel,3.450597,0.3,0.003,4.226100709688,7.098742330307,ECONOMIC_TARGET,TR-69a19d66f945f381879c680bb771ae28
EUR_ORIGIN_202310131300,B,SHORT,ACCEPT_FULL,inner_sel,2.546793,0.3,0.003,3.119171589645,9.61793833324,ECONOMIC_TARGET,TR-68943a30041296d8c001207fc3f62759
EUR_ORIGIN_202310171400,A,LONG,ACCEPT_FULL,inner_sel,4.039119,0.7,0.007,11.542743575109,6.064416102161,ECONOMIC_TARGET,TR-82d64b0ee3f768e6ed8597e1fce813af
EUR_ORIGIN_202310180800,B,SHORT,ACCEPT_FULL,inner_sel,3.969563,0.3,0.003,4.861701442891,6.170679206118,ECONOMIC_TARGET,TR-9d3621c1280b991fbc7d924f9c819752
EUR_ORIGIN_202310181200,B,SHORT,ACCEPT_FULL,inner_sel,2.91063,0.3,0.003,3.56477934306,8.415668155844,ECONOMIC_TARGET,TR-056c86a41961e388e609575132d6b5e6
EUR_ORIGIN_202310200700,A,LONG,ACCEPT_FULL,inner_sel,11.465802,0.7,0.007,32.766258738096,2.136343992139,ECONOMIC_TARGET,TR-a8d5465cf06405299d4f6f5c29c637bd
EUR_ORIGIN_202310231100,A,LONG,ACCEPT_FULL,inner_sel,2.945145,0.7,0.007,8.416454251161,8.317041584388,ECONOMIC_TARGET,TR-85869bf3ca5033564274bf3ff9c9e607
EUR_ORIGIN_202310231300,A,LONG,REJECT_HEAT_CAP,inner_sel,2.554504,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-373047b62dbbb36e101b533a86a8dbb7
EUR_ORIGIN_202310231500,A,LONG,REJECT_HEAT_CAP,inner_sel,1.589003,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-addbfd7d2d01998045d33a2e9e84e946
EUR_ORIGIN_202310241100,B,SHORT,ACCEPT_FULL,inner_sel,4.164781,0.3,0.003,5.100794167776,5.881437088664,ECONOMIC_TARGET,TR-11eca024de2c9f0e4230e28e9dc8ed13
EUR_ORIGIN_202310241300,B,SHORT,ACCEPT_FULL,inner_sel,3.345642,0.3,0.003,4.097557505804,7.321434771204,ECONOMIC_TARGET,TR-52aa0172f4a647f59dda5d39a025274a
EUR_ORIGIN_202310271000,B,SHORT,ACCEPT_FULL,inner_sel,1.426669,0.3,0.003,1.747305345037,17.169294471172,ECONOMIC_TARGET,TR-d56f44c3d41436274100e192a1fc151b
EUR_ORIGIN_202310271200,A,LONG,ACCEPT_FULL,inner_sel,1.888855,0.7,0.007,5.397852450882,12.968120310247,ECONOMIC_TARGET,TR-545de023839141d465ca394b0ea4435f
EUR_ORIGIN_202310300800,A,LONG,ACCEPT_FULL,inner_sel,5.482258,0.7,0.007,15.66685691933,4.468030847568,ECONOMIC_TARGET,TR-2850f54adfdaff47f54cdc7932408f7b
EUR_ORIGIN_202310301200,A,LONG,REJECT_HEAT_CAP,inner_sel,0.557372,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-a6a40d177f70825f4a703a4aa429fd5b
EUR_ORIGIN_202310310700,A,LONG,ACCEPT_FULL,inner_sel,1.488507,0.7,0.007,4.25376215931,16.456021135735,ECONOMIC_TARGET,TR-b35c5184273ff7e33ab86cbcad021779
EUR_ORIGIN_202310311400,B,SHORT,ACCEPT_FULL,inner_sel,0.89511,0.3,0.003,1.096281411009,27.365236424446,ECONOMIC_TARGET,TR-b9ae2128ca995f59a1948a893f8897a0
EUR_ORIGIN_202311020900,A,LONG,ACCEPT_FULL,inner_sel,0.734201,0.7,0.007,2.098153818929,33.36266357999,ECONOMIC_TARGET,TR-9f46c9f638a51208ae6c98f24ce8d4fd
EUR_ORIGIN_202311031500,A,LONG,ACCEPT_FULL,inner_sel,1.0,0.7,0.007,2.857738033247,24.494897427832,ECONOMIC_TARGET,TR-e5e1822be0b168e3d350f686e6874923
EUR_ORIGIN_202311072000,A,LONG,ACCEPT_FULL,inner_sel,2.010286,0.7,0.007,5.744869940181,12.184784116766,ECONOMIC_TARGET,TR-6fa9abd663f51a594ec3bec403a32702
EUR_ORIGIN_202311081200,A,LONG,ACCEPT_FULL,inner_sel,1.932076,0.7,0.007,5.521366947714,12.678019893059,ECONOMIC_TARGET,TR-c1f8dbb756f3aeac4b4fd2a8f076ee36
EUR_ORIGIN_202311091200,B,SHORT,ACCEPT_FULL,inner_sel,1.461701,0.3,0.003,1.790210483105,16.757806013941,ECONOMIC_TARGET,TR-da00563162d80b219c56062db26b3bbd
EUR_ORIGIN_202311091800,B,SHORT,ACCEPT_FULL,inner_sel,1.852694,0.3,0.003,2.26907721498,13.221233637158,ECONOMIC_TARGET,TR-753a2fa9d17434ec4e71a04bf9d39a52
EUR_ORIGIN_202311092100,B,SHORT,ACCEPT_FULL,inner_sel,2.932371,0.3,0.003,3.591405785485,8.353274954685,ECONOMIC_TARGET,TR-9be400f96e58fe27d5294a967ae88247
EUR_ORIGIN_202311130000,A,LONG,ACCEPT_FULL,inner_sel,2.654413,0.7,0.007,7.585616519084,9.227990872449,ECONOMIC_TARGET,TR-a512ceff3575de3e984c016fd3197222
EUR_ORIGIN_202311140600,A,LONG,ACCEPT_FULL,inner_sel,3.599587,0.7,0.007,10.286678051167,6.804917938698,ECONOMIC_TARGET,TR-fc296125c11a13e7f306f463c5bcfca8
EUR_ORIGIN_202311141100,A,LONG,REJECT_HEAT_CAP,inner_sel,0.590889,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-def7a078228ff9531bc5fac9a9a073ac
EUR_ORIGIN_202311141500,A,LONG,ACCEPT_FULL,inner_sel,1.318844,0.7,0.007,3.768910859575,18.573004936472,ECONOMIC_TARGET,TR-0a126a019368939b32af11b7c49566e4
EUR_ORIGIN_202311150600,B,SHORT,ACCEPT_FULL,inner_sel,1.363226,0.3,0.003,1.669603486927,17.968338132315,ECONOMIC_TARGET,TR-5efaa3bfba06478f78b997ba25a0a1c3
EUR_ORIGIN_202311151700,A,LONG,ACCEPT_FULL,inner_sel,3.412491,0.7,0.007,9.75200621931,7.178010188446,ECONOMIC_TARGET,TR-98d41509c7e541bc4ccb9f75b19818c5
EUR_ORIGIN_202311160700,B,SHORT,ACCEPT_FULL,inner_sel,3.455572,0.3,0.003,4.232194615836,7.08852090302,ECONOMIC_TARGET,TR-c058538a02d9b035615c3770ec5e7cac
EUR_ORIGIN_202311161300,B,SHORT,ACCEPT_FULL,inner_sel,1.176607,0.3,0.003,1.441043556651,20.81824651416,ECONOMIC_TARGET,TR-5b72f506485709c3f9aba4fa7df2b080
EUR_ORIGIN_202311161500,A,LONG,ACCEPT_FULL,inner_sel,2.01156,0.7,0.007,5.748512579861,12.177063027615,ECONOMIC_TARGET,TR-e7d74d4b5a205ec468fe88153ce2475c
EUR_ORIGIN_202311171000,A,LONG,ACCEPT_FULL,inner_sel,0.883656,0.7,0.007,2.525258158555,27.719938162696,ECONOMIC_TARGET,TR-f3cc9b3fa57a6e1da824aba1e5c7d227
EUR_ORIGIN_202311221600,B,SHORT,ACCEPT_FULL,inner_sel,2.535229,0.3,0.003,3.105008776758,9.661808438212,ECONOMIC_TARGET,TR-2637531a9d5e5149cd542e5b2601da29
EUR_ORIGIN_202311231800,B,SHORT,ACCEPT_FULL,inner_sel,1.676082,0.3,0.003,2.052773113027,14.614376917557,ECONOMIC_TARGET,TR-da9ab45d569cbc21be606a1a126590b9
EUR_ORIGIN_202311270600,A,LONG,ACCEPT_FULL,inner_sel,0.815607,0.7,0.007,2.330790064971,30.03273484473,ECONOMIC_TARGET,TR-feaae322f73e19b8dc775cd76732e817
EUR_ORIGIN_202311280500,A,LONG,ACCEPT_FULL,inner_sel,1.23347,0.7,0.007,3.524935294373,19.858520555467,ECONOMIC_TARGET,TR-0ec05c2bfe584b55dbb0a12d078cb872
EUR_ORIGIN_202311281200,B,SHORT,ACCEPT_FULL,inner_sel,0.686433,0.3,0.003,0.840705505232,35.68431491564,ECONOMIC_TARGET,TR-3b6b23159ec044b9bf5747d3357861ec
EUR_ORIGIN_202311291100,B,SHORT,ACCEPT_FULL,inner_sel,1.001386,0.3,0.003,1.226442141289,24.460999006821,ECONOMIC_TARGET,TR-a90c96ebea65a0f19a3b26a2c0810c3a
EUR_ORIGIN_202311300400,B,SHORT,ACCEPT_FULL,inner_sel,1.338618,0.3,0.003,1.639465533962,18.29864634452,ECONOMIC_TARGET,TR-17d928537694acedb1589da4e5037282
EUR_ORIGIN_202311301200,B,SHORT,ACCEPT_FULL,inner_sel,0.406843,0.3,0.003,0.498279054773,60.207226678754,ECONOMIC_TARGET,TR-d9fbe689c79a4e7e4eafea0f004ed01b
EUR_ORIGIN_202312010500,B,SHORT,ACCEPT_FULL,inner_sel,0.681327,0.3,0.003,0.834451763084,35.951748593746,ECONOMIC_TARGET,TR-9e1b6d7f83da120c18b812c5e88296ca
EUR_ORIGIN_202312011100,B,SHORT,ACCEPT_FULL,inner_sel,0.54079,0.3,0.003,0.66232930734,45.294689012773,ECONOMIC_TARGET,TR-8ae96a2b38976cfbfc979edb8ebeb590
EUR_ORIGIN_202312050500,A,LONG,ACCEPT_FULL,inner_sel,1.640034,0.7,0.007,4.686788356197,14.935600816589,ECONOMIC_TARGET,TR-f67db9b1b3042d740d4bd1cd6a7a8e87
EUR_ORIGIN_202312070600,B,SHORT,ACCEPT_FULL,inner_sel,0.492817,0.3,0.003,0.603574951012,49.70385194037,ECONOMIC_TARGET,TR-cbe542c14c6be3d72eefda2de28e54a0
EUR_ORIGIN_202312070900,A,LONG,ACCEPT_FULL,inner_sel,0.56348,0.7,0.007,1.610277407639,43.470770730522,ECONOMIC_TARGET,TR-149b9fa4823715ceafb09e6aeb44ea06
