age_h,family,pnl_bucket,N,exploratory,current_median_R,final_expectancy_R,remaining_expectancy_R,p_finish_positive,p_finish_negative,future_mfe_R,future_mae_R
2,B,-0.50 to -0.25R,41,False,-0.4006226627394538,-0.188611936425798,0.19292826449281936,0.4146341463414634,0.5853658536585366,0.2565906795185084,-0.688785596279772
2,B,-0.25 to 0R,57,False,-0.09105208133023757,0.1455586721469072,0.25096465866456086,0.5789473684210527,0.42105263157894735,0.48851575867095,-0.4364657641607928
2,B,0 to +0.25R,62,False,0.0938197017826454,0.04952638419897926,-0.057428138444730666,0.46774193548387094,0.532258064516129,0.5796507959543141,-0.42861314303139814
2,B,+0.25 to +0.50R,57,False,0.35201697203283355,0.6845082995902406,0.31802916004017595,0.8245614035087719,0.17543859649122806,0.9904017158089087,0.1070130728095656
2,B,+0.50 to +0.75R,55,False,0.5922017337280852,0.45498629912254795,-0.15067348567459485,0.6909090909090909,0.3090909090909091,0.9356074730313456,0.15774005328689916
2,B,+0.75 to +1.0R,56,False,0.8634450837856165,0.9322635350656004,0.05961999959769161,0.9285714285714286,0.07142857142857142,1.2832216013954663,0.551345313492719
2,B,> +1.0R,54,False,1.1992587887181343,1.7657840671831164,0.46455313366657375,1.0,0.0,1.930686010140594,1.104048551371746
3,A+B,< -0.75R,111,False,-1.0978077192421607,-1.4102451598073658,-0.12121834698315612,0.018018018018018018,0.9819819819819819,-1.0940359041262713,-1.6344244888565072
3,A+B,-0.75 to -0.50R,50,False,-0.6331221484215388,-0.5734970922086196,0.05590233748146321,0.2,0.8,-0.27542852523364586,-0.9116891922571334
3,A+B,-0.50 to -0.25R,58,False,-0.33518700451958683,-0.34175780967832725,0.014993886473189775,0.2413793103448276,0.7586206896551724,-0.052301857154529924,-0.6851592945497395
3,A+B,-0.25 to 0R,76,False,-0.11454719581702785,-0.22046569191073764,-0.10758804961863973,0.35526315789473684,0.6447368421052632,0.16294095304629885,-0.5180719499840475
3,A+B,0 to +0.25R,103,False,0.11559730982440117,0.10473876003153472,-0.013664967456933621,0.5631067961165048,0.4368932038834951,0.4406280104867588,-0.20745355891515085
3,A+B,+0.25 to +0.50R,87,False,0.3678053103427717,0.49393749934792286,0.12244236638586964,0.7471264367816092,0.25287356321839083,0.7270161145560077,0.13458071911929526
3,A+B,+0.50 to +0.75R,107,False,0.6093188986709528,0.6005012918283188,-0.011713793701500901,0.8691588785046729,0.1308411214953271,0.8658383440774171,0.3334051832396947
3,A+B,+0.75 to +1.0R,85,False,0.8719730560419168,0.8013078529970596,-0.07207850150374215,0.9882352941176471,0.011764705882352941,1.0578028647767268,0.6091280586555928
3,A+B,> +1.0R,196,False,1.3381145079368773,1.7459547345957913,0.24668871824294777,1.0,0.0,1.898477697043364,1.342723972188358
3,A,< -0.75R,55,False,-1.089130490688677,-1.3768939890244432,-0.10069259033127735,0.03636363636363636,0.9636363636363636,-1.0357812717492008,-1.6233866183548387
3,A,-0.75 to -0.50R,20,True,-0.5781217375895938,-0.42243522131367817,0.17775984419550492,0.3,0.7,-0.187091204446682,-0.8048030499560216
3,A,-0.50 to -0.25R,38,False,-0.33010002712097686,-0.29814068059964244,0.06025102753383502,0.2894736842105263,0.7105263157894737,-0.03785478935774232,-0.6901137371447712
3,A,-0.25 to 0R,39,False,-0.11198429941998961,-0.2919161371289884,-0.1833197526908372,0.3333333333333333,0.6666666666666666,0.12220899531383687,-0.5461062343115274
3,A,0 to +0.25R,37,False,0.10610789362971994,0.20794462939036623,0.09086335601781825,0.7027027027027027,0.2972972972972973,0.44314593335111613,-0.10395511967639288
3,A,+0.25 to +0.50R,44,False,0.35584579219397716,0.46230702309500366,0.10191955235557434,0.75,0.25,0.7088127516648614,0.11632552910274446
3,A,+0.50 to +0.75R,55,False,0.5935329097316786,0.6185984550662299,0.0124149909535046,0.8727272727272727,0.12727272727272726,0.8767624433242512,0.3425232511964711
3,A,+0.75 to +1.0R,33,False,0.8780742795306371,0.8915040293184093,0.009528505320548067,0.9696969696969697,0.030303030303030304,1.1245195732054918,0.6890047790854836
3,A,> +1.0R,101,False,1.3794308102329456,1.800767159905412,0.2337463972175088,1.0,0.0,1.9451648708533493,1.4187220444025321
3,B,< -0.75R,56,False,-1.1360722770309954,-1.443000773969164,-0.1413775722662513,0.0,1.0,-1.1512502752108937,-1.6452652545277888
3,B,-0.75 to -0.50R,30,False,-0.6662324229741204,-0.6742050061385806,-0.025336000327897946,0.13333333333333333,0.8666666666666667,-0.33432007242495504,-0.9829466204578741
3,B,-0.50 to -0.25R,20,True,-0.34048594867950377,-0.42463035492782825,-0.07099468154203618,0.15,0.85,-0.07975128596842637,-0.6757458536191792
3,B,-0.25 to 0R,37,False,-0.118969084970511,-0.14515306046447315,-0.0277627409749722,0.3783783783783784,0.6216216216216216,0.20587463822375882,-0.48852229893616334
3,B,0 to +0.25R,66,False,0.12174692631296427,0.046880924178856524,-0.07226417910187027,0.48484848484848486,0.5151515151515151,0.4392164476688615,-0.26547541121566665
3,B,+0.25 to +0.50R,43,False,0.37364482710205477,0.5263035680718402,0.14344245516105553,0.7441860465116279,0.2558139534883721,0.7456428114678781,0.15326044843855655
3,B,+0.50 to +0.75R,52,False,0.6220251685806284,0.5813600614805281,-0.03723462362506446,0.8653846153846154,0.1346153846153846,0.8542840083355733,0.32376107290079664
3,B,+0.75 to +1.0R,52,False,0.865909270596263,0.7440679718700492,-0.12386756352684943,1.0,0.0,1.0154634151969337,0.5584370629981623
3,B,> +1.0R,95,False,1.2754662575235862,1.6876804718981941,0.2604484490173619,1.0,0.0,1.8488418596243268,1.2619260217290773
4,A+B,< -0.75R,132,False,-1.2422974050619189,-1.4688712719476014,-0.08786755448697194,0.0,1.0,-1.2348758313724542,-1.6149991580357763
4,A+B,-0.75 to -0.50R,44,False,-0.6297204758881279,-0.4944426723933853,0.13560651400351464,0.09090909090909091,0.9090909090909091,-0.3972903812008583,-0.7272014775894268
4,A+B,-0.50 to -0.25R,59,False,-0.38289936330595353,-0.3848500719760484,-0.006888889680273334,0.13559322033898305,0.864406779661017,-0.20236948395681514,-0.5604417703150083
4,A+B,-0.25 to 0R,74,False,-0.10837745960364331,-0.14233898275557932,-0.03163186692775802,0.36486486486486486,0.6351351351351351,0.027451079891863715,-0.28049717847526434
4,A+B,0 to +0.25R,84,False,0.11650755526232559,0.1085473661452914,-0.011764574657622876,0.6071428571428571,0.39285714285714285,0.3043223182164924,-0.07546301126828676
4,A+B,+0.25 to +0.50R,89,False,0.3872465352006863,0.4248631021013759,0.04596913389746559,0.8651685393258427,0.1348314606741573,0.5654628501022689,0.23829422020301738
4,A+B,+0.50 to +0.75R,91,False,0.6370599828175654,0.6522392825554688,0.017924736117613697,0.9560439560439561,0.04395604395604396,0.7871220927039004,0.4994317362894234
4,A+B,+0.75 to +1.0R,74,False,0.8300856370146859,0.8733096587728741,0.03211975083163467,1.0,0.0,0.990677017457721,0.7238225492563927
4,A+B,> +1.0R,213,False,1.4447363487039522,1.7553703370225446,0.11723843680724438,1.0,0.0,1.8628837086707246,1.5306185285671206
4,A,< -0.75R,62,False,-1.2186246492991337,-1.5036749185457663,-0.12193495801729277,0.0,1.0,-1.2359053531362751,-1.649509525937964
4,A,-0.75 to -0.50R,23,True,-0.6397654689530059,-0.38643524212375935,0.2524993099810428,0.13043478260869565,0.8695652173913043,-0.3335658944437,-0.6918038997848616
4,A,-0.50 to -0.25R,28,True,-0.3824835588721446,-0.4003128571194901,-0.02431306355029669,0.10714285714285714,0.8928571428571429,-0.2275131001220678,-0.5487995505666157
4,A,-0.25 to 0R,36,False,-0.11447106513636872,-0.09878132434092163,0.01353203045474495,0.4722222222222222,0.5277777777777778,0.030671028878337375,-0.2417657080149256
4,A,0 to +0.25R,41,False,0.13601517275877187,0.10157537714409677,-0.022653700271519465,0.6097560975609756,0.3902439024390244,0.30498885106216117,-0.07918439650244818
4,A,+0.25 to +0.50R,36,False,0.3792213361105098,0.4719980077613135,0.10289108296482848,0.8611111111111112,0.1388888888888889,0.6061410879574287,0.23496384460036998
4,A,+0.50 to +0.75R,42,False,0.6406178874855679,0.69616236698129,0.0640544220922888,0.9761904761904762,0.023809523809523808,0.8025825429256291,0.5256877689446624
4,A,+0.75 to +1.0R,33,False,0.8287732204806763,0.7927935867610799,-0.04138171936445428,1.0,0.0,0.9163792822068381,0.7105896106797759
4,A,> +1.0R,114,False,1.3962321570772236,1.709472727506929,0.08735799226299976,1.0,0.0,1.8226861777319767,1.5089012850188817
4,B,< -0.75R,70,False,-1.276515341230855,-1.4380451849606553,-0.05769356850297347,0.0,1.0,-1.233963969238784,-1.584432832179553
4,B,-0.75 to -0.50R,21,True,-0.5942197294354175,-0.6127365245934517,0.007581070790031399,0.047619047619047616,0.9523809523809523,-0.4670838666967936,-0.7659702532801413
4,B,-0.50 to -0.25R,31,False,-0.3889629510306732,-0.37088368539487526,0.00884907381523163,0.16129032258064516,0.8387096774193549,-0.17965912096884498,-0.5709573236361372
4,B,-0.25 to 0R,38,False,-0.10574593184441956,-0.18360413283262342,-0.07441871707960293,0.2631578947368421,0.7368421052631579,0.024400601904678146,-0.3171901504903221
4,B,0 to +0.25R,43,False,0.10691248266225062,0.11519507658829091,-0.001381920002512146,0.6046511627906976,0.3953488372093023,0.3036867868985292,-0.0719147137194352
4,B,+0.25 to +0.50R,53,False,0.3962057793906105,0.39284693976632407,0.0073051684932190905,0.8679245283018868,0.1320754716981132,0.5378323489176322,0.24055636212179674
4,B,+0.50 to +0.75R,49,False,0.6370599828175654,0.6145909244761935,-0.021614994717822085,0.9387755102040817,0.061224489795918366,0.773870278228133,0.47692656544207584
4,B,+0.75 to +1.0R,41,False,0.8393838198162171,0.9381152777091962,0.0912794707455599,1.0,0.0,1.0504776336352604,0.7344734510375722
4,B,> +1.0R,99,False,1.5072851592568086,1.8082221297981018,0.15164622143395023,1.0,0.0,1.909171774600192,1.5556262635620624
5,A+B,< -0.75R,138,False,-1.3850776223708858,-1.524504457622388,0.0,0.0,1.0,-1.524504457622388,-1.524504457622388
5,A+B,-0.75 to -0.50R,46,False,-0.6429269024392807,-0.6307205654985687,0.0,0.0,1.0,-0.6307205654985687,-0.6307205654985687
5,A+B,-0.50 to -0.25R,59,False,-0.3590294554083657,-0.37747226608145973,0.0,0.0,1.0,-0.37747226608145973,-0.37747226608145973
5,A+B,-0.25 to 0R,73,False,-0.10872256340526414,-0.11927882144889251,0.0,0.0,1.0,-0.11927882144889251,-0.11927882144889251
5,A+B,0 to +0.25R,68,False,0.1117609342619242,0.12049207752602606,0.0,1.0,0.0,0.12049207752602606,0.12049207752602606
5,A+B,+0.25 to +0.50R,87,False,0.3954783087343847,0.3839878017771005,0.0,1.0,0.0,0.3839878017771005,0.3839878017771005
5,A+B,+0.50 to +0.75R,78,False,0.6130846562910215,0.624123210686525,0.0,1.0,0.0,0.624123210686525,0.624123210686525
5,A+B,+0.75 to +1.0R,72,False,0.8831032338510826,0.8764017020508096,0.0,1.0,0.0,0.8764017020508096,0.8764017020508096
5,A+B,> +1.0R,221,False,1.5881005436857425,1.8181186832266059,0.0,1.0,0.0,1.8181186832266059,1.8181186832266059
5,A,< -0.75R,60,False,-1.5600187509392844,-1.620550571148538,0.0,0.0,1.0,-1.620550571148538,-1.620550571148538
5,A,-0.75 to -0.50R,21,True,-0.6192632589513718,-0.618019466751028,0.0,0.0,1.0,-0.618019466751028,-0.618019466751028
5,A,-0.50 to -0.25R,33,False,-0.35298901848954056,-0.3720965124640261,0.0,0.0,1.0,-0.3720965124640261,-0.3720965124640261
5,A,-0.25 to 0R,33,False,-0.10872256340526414,-0.1229650384530421,0.0,0.0,1.0,-0.1229650384530421,-0.1229650384530421
5,A,0 to +0.25R,38,False,0.08930783744355567,0.11255661164484267,0.0,1.0,0.0,0.11255661164484267,0.11255661164484267
5,A,+0.25 to +0.50R,33,False,0.40159035489888045,0.3902902083061237,0.0,1.0,0.0,0.3902902083061237,0.3902902083061237
5,A,+0.50 to +0.75R,45,False,0.6424479450695393,0.6352226803373432,0.0,1.0,0.0,0.6352226803373432,0.6352226803373432
5,A,+0.75 to +1.0R,36,False,0.862326972930685,0.8721616074187233,0.0,1.0,0.0,0.8721616074187233,0.8721616074187233
5,A,> +1.0R,107,False,1.6238041751611927,1.8462524415634949,0.0,1.0,0.0,1.8462524415634949,1.8462524415634949
5,B,< -0.75R,78,False,-1.2873461264671682,-1.4506228318330423,0.0,0.0,1.0,-1.4506228318330423,-1.4506228318330423
5,B,-0.75 to -0.50R,25,True,-0.6779538995831556,-0.6413894884465027,0.0,0.0,1.0,-0.6413894884465027,-0.6413894884465027
5,B,-0.50 to -0.25R,26,True,-0.39154757264362805,-0.3842953379805101,0.0,0.0,1.0,-0.3842953379805101,-0.3842953379805101
5,B,-0.25 to 0R,40,False,-0.10604560242422101,-0.11623769242046911,0.0,0.0,1.0,-0.11623769242046911,-0.11623769242046911
5,B,0 to +0.25R,30,False,0.13797944270870116,0.1305436676421917,0.0,1.0,0.0,0.1305436676421917,0.1305436676421917
5,B,+0.25 to +0.50R,54,False,0.3882135008544354,0.38013633112047523,0.0,1.0,0.0,0.38013633112047523,0.38013633112047523
5,B,+0.50 to +0.75R,33,False,0.6038442263127247,0.608987570253591,0.0,1.0,0.0,0.608987570253591,0.608987570253591
5,B,+0.75 to +1.0R,36,False,0.8903471276264254,0.8806417966828959,0.0,1.0,0.0,0.8806417966828959,0.8806417966828959
5,B,> +1.0R,114,False,1.5742067875660761,1.7917124363665435,0.0,1.0,0.0,1.7917124363665435,1.7917124363665435
