variant,f_pct,terminal_equity,max_dd
insert_worst_2_consec,0.3,2.4717392147664006,0.03364015609304369
insert_worst_2_consec,0.4,3.331977044694585,0.044678372064215
insert_worst_2_consec,0.5,4.484905619063303,0.055629600729548326
insert_worst_2_consec,0.6,6.0277905458456,0.06649420102626277
insert_worst_2_consec,0.75,9.366054650589424,0.08262945924785874
insert_worst_2_consec,1.0,19.379539834451467,0.10909350838994725
insert_worst_2_consec,1.25,39.731621876294,0.13502737696334444
insert_worst_2_consec,1.5,80.71545226714596,0.16043670469182927
insert_worst_2_consec,2.0,324.16079033579206,0.2097043460459186
insert_worst_2_consec,2.5,1255.754238968539,0.2569417367134951
insert_worst_2_consec,3.0,4693.773699711943,0.30219430228218047
insert_worst_2_consec,4.0,58969.68881148059,0.3871583541232407
insert_worst_2_consec,5.0,643919.0301259903,0.4740689879876373
insert_p99_loss_cluster,0.05,1.15937392967094,0.009511780107570525
insert_p99_loss_cluster,0.1,1.3436356911481768,0.01894767732634655
insert_p99_loss_cluster,0.15,1.556589914364577,0.028308178467051626
insert_p99_loss_cluster,0.2,1.802610011895847,0.037593768011588986
insert_p99_loss_cluster,0.25,2.086721236973431,0.04680492811991679
insert_p99_loss_cluster,0.3,2.4146955729301283,0.05594213863694295
insert_p99_loss_cluster,0.4,3.229720671482752,0.07399661874274105
insert_p99_loss_cluster,0.5,4.313314132882713,0.0917610010486497
insert_p99_loss_cluster,0.6,5.751780534315124,0.1092390416737327
insert_p99_loss_cluster,0.75,8.832110319427606,0.13492733899369225
insert_p99_loss_cluster,1.0,17.9162825022122,0.176361641035207
insert_p99_loss_cluster,1.25,36.006706709097195,0.21612020656871178
insert_p99_loss_cluster,1.5,71.69549530814201,0.254257956699133
insert_p99_loss_cluster,2.0,276.50664202231735,0.3258839316954051
insert_p99_loss_cluster,2.5,1028.0961715508483,0.391652178413857
insert_p99_loss_cluster,3.0,3686.4144559451447,0.4519546156079658
insert_p99_loss_cluster,4.0,42550.24815340598,0.5577971558547373
insert_p99_loss_cluster,5.0,425898.52630463376,0.6521406691301801
