historical_date,cmc_id,rank,rank_band,ret_1d,sigma_t0,fwd1_cum,fwd2_cum,fwd3_cum,fwd5_cum,fwd7_cum,fwd10_cum,fwd14_cum,fwd21_cum,fwd30_cum,rank_vel_1d,rank_vel_3d,rank_vel_7d,rank_vel_14d,rank_vel_30d,volume_24h_usd,vol_prev7_med,listing_age_days,log10_mcap,mcap_q_within_date,momentum_state,top500_breadth_30d,top500_dispersion_30d,mkt_vol_30d,btc_ret_1d,eth_ret_1d,z1,sign,ns,cls,family,fwd7_sigma,reversal,subperiod,event_id,price_outcome,pre_rank_state,fwd_rank_vel_7d,rank_outcome,price_recovered,price_new_low,rank_recovered,rank_decayed,cross_state,response_class,resp3,rank_depth_rel,vol_med,cell,age_in_cell,top3_share,fwd_rank_vel_30d,price_flat,price_declining,price_relapse_30d,later_price_breakdown
2021-06-27 23:59:59,1974,698,501-750,-0.27316383,0.12412933,-0.08838479,-0.092238694,-0.12171186,-0.03128893,-0.059247576,-0.06893354,-0.05090688,-0.14628384,0.024092633,-101.0,-79.0,-139.0,-141.0,-170.0,331969.5,183552.19,1377,7.1678934,3.0,SHORT_COLD_MEDIUM_COLD,0.13,0.23908691431719706,0.081838205,0.076534696,0.08181294,2.2006388,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.18040441,0,2020-2021,LF2EV_1974_20210627,CONTINUED_DECLINE,RANK_DETERIORATING,-45.0,RANK_CONTINUED_DETERIORATION,0,0,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.03638359191833096,0.08183820733211015,LOW_BREADTH_LOW_DISP,28.0,0.6597982027737264,-23.0,1,0,0,0
2025-03-26 23:59:59,1993,871,751-1000,-0.1777151,0.06072681,-0.3927959,-0.5283891,-0.64603615,-0.40165323,-0.5790977,-0.6604283,-0.664717,-0.65311676,-0.6636205,-60.0,-47.0,-31.0,-30.0,90.0,336583.1,220869.23,2737,7.206439,3.0,SHORT_COLD_MEDIUM_COLD,0.238,0.2146488274919074,0.056772307,-0.006525739,-0.028327644,2.9264684,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-3.604312,0,2025-2026,LF2EV_1993_20250326,CONTINUED_DECLINE,RANK_DETERIORATING,-315.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.0804955415393569,0.05677230620314018,LOW_BREADTH_LOW_DISP,17.0,0.7400784728278665,-293.0,0,1,0,1
2022-07-22 23:59:59,2021,846,751-1000,-0.27492633,0.06507318,-0.2592751,-0.56803596,-0.5174778,-0.5053492,-0.37434745,-0.6279176,-0.14564593,-0.0843732,0.08181855,-76.0,-104.0,-203.0,-170.0,-246.0,315188.44,218005.53,1750,6.8522325,3.0,SHORT_COLD_MEDIUM_COLD,0.72,0.3074909752378171,0.045413744,-0.019411042,-0.024952877,4.2248797,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-2.1743221,0,2022,LF2EV_2021_20220722,FULL_REVERSAL,RANK_DETERIORATING,-158.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.03960189281986082,0.045413743091498024,HIGH_BREADTH_HIGH_DISP,1.0,0.6367413422306184,-81.0,0,1,0,0
2021-09-14 23:59:59,2095,1298,1001-1500,-0.36085013,0.11522356,0.02001046,0.011942342,0.00140575,0.0024455797,-0.11776751,-0.07041033,-0.09636844,0.14729431,-16.131014,-155.0,-160.0,-172.0,-199.0,-346.0,,,1419,6.5862546,1.0,SHORT_COLD_MEDIUM_COLD,0.464,0.5498355263180481,0.07019987,0.047359336,0.043724656,3.1317391,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.38630936,0,2020-2021,LF2EV_2095_20210914,CONTINUED_DECLINE,RANK_DETERIORATING,-4.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.0032995809655462782,0.07019986888546187,HIGH_BREADTH_HIGH_DISP,56.0,0.6069250872702493,,0,1,0,1
2021-07-09 23:59:59,2096,740,501-750,-0.28173637,0.084863566,0.05471039,0.056280907,0.0055301785,-0.030232964,-0.11074465,-0.21829061,-0.6245322,-0.14142452,-0.113301955,-98.0,-111.0,-113.0,-133.0,-173.0,3.6062148e+06,418244.9,1352,7.128209,3.0,SHORT_COLD_MEDIUM_COLD,0.14,0.410119169781835,0.07553854,0.028002163,0.012578136,3.3198743,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.49323338,0,2020-2021,LF2EV_2096_20210709,CONTINUED_DECLINE,RANK_DETERIORATING,-7.0,RANK_CONTINUED_DETERIORATION,0,0,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.0385803582705434,0.07553853662863279,LOW_BREADTH_HIGH_DISP,2.0,0.6496409243788684,-158.0,0,1,0,1
2021-12-27 23:59:59,2161,985,751-1000,-0.22202319,0.08393995,-0.04218539,-0.10434092,-0.10434514,-0.22920711,-0.22322585,-0.24752586,-0.11206028,-0.2454478,-0.14988057,-101.0,-102.0,-192.0,-285.0,-289.0,1.29016e+06,5.1506095e+06,1510,7.154025,2.0,SHORT_COLD_MEDIUM_COLD,0.164,0.23488140615380476,0.061196037,-0.003328042,-0.0073218592,2.645024,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-1.0051405,0,2020-2021,LF2EV_2161_20211227,CONTINUED_DECLINE,RANK_DETERIORATING,,RANK_CONTINUED_DETERIORATION,0,0,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.1554687500313921,0.06119603516155825,LOW_BREADTH_LOW_DISP,11.0,0.6102977520173258,,0,1,0,1
2021-04-14 23:59:59,2213,599,501-750,-0.14535284,0.05029424,0.036176685,0.012860119,0.0006280995,-0.1877203,-0.25827882,-0.33504778,-0.23105316,-0.06841259,-0.19388421,-25.0,-22.0,-57.0,29.0,27.0,2.3170952e+06,1.0639248e+06,1240,7.6708856,3.0,SHORT_COLD_MEDIUM_HOT,0.728,0.8194500942198627,0.07778259,-0.0062006386,0.059115324,2.8900495,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-1.9409822,0,2020-2021,LF2EV_2213_20210414,CONTINUED_DECLINE,RANK_DETERIORATING,-50.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.2396511890256363,0.07778259691668471,HIGH_BREADTH_HIGH_DISP,58.0,0.6795954964469071,-66.0,0,1,0,1
2023-06-23 23:59:59,2222,700,501-750,-0.12714773,0.058283295,-0.0022148143,-0.019986114,-0.06970428,-0.08669795,0.041117847,-0.04518911,-0.083644286,-0.07110952,-0.22285815,-51.0,-40.0,-142.0,-143.0,-143.0,230017.0,81417.73,2037,7.1427827,3.0,SHORT_COLD_MEDIUM_COLD,0.274,0.21189356594863074,0.042441987,0.026182814,0.010635166,2.1815467,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.26664734,1,2023,LF2EV_2222_20230623,LATE_RECOVERY,RANK_DETERIORATING,-39.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.01635549444845158,0.042441985983434995,LOW_BREADTH_LOW_DISP,51.0,0.7354639435683388,-89.0,0,0,1,1
2021-12-02 23:59:59,2243,723,501-750,-0.21737649,0.059124004,-0.07000244,-0.13466454,-0.10257308,-0.08931809,-0.30335635,-0.1677897,-0.2544409,-0.21712331,-0.13591059,-62.0,-69.0,-71.0,-94.0,-141.0,800559.7,300401.94,1460,7.5658464,3.0,SHORT_COLD_MEDIUM_COLD,0.382,0.543938221459182,0.060396854,-0.013140217,-0.016500503,3.6766198,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-1.9392787,0,2020-2021,LF2EV_2243_20211202,CONTINUED_DECLINE,RANK_DETERIORATING,-30.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,0.09697697002632294,0.0603968528467988,HIGH_BREADTH_HIGH_DISP,35.0,0.6284817273734215,,0,1,0,1
2024-09-28 23:59:59,2273,633,501-750,-0.25513485,0.039407894,0.0045490614,-0.084465235,-0.14524487,-0.20304243,-0.2473047,-0.337014,-0.40335312,0.5426426,0.66377133,-79.0,-80.0,-33.0,-31.0,-117.0,731240.1,559035.9,2481,7.5808625,3.0,SHORT_COLD_MEDIUM_COLD,0.822,0.2645255572119928,0.039857853,0.0014741778,-0.0068108942,6.4742064,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-2.3719206,0,2024,LF2EV_2273_20240928,FULL_REVERSAL,RANK_DETERIORATING,-53.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.04380525588328299,0.03985785493781666,HIGH_BREADTH_LOW_DISP,5.0,0.7472601139640191,106.0,0,1,0,0
2025-12-28 23:59:59,2273,699,501-750,-0.088337846,0.041242503,-0.0024481954,-0.005861806,-0.007294033,-0.0032280502,0.0033907348,0.036234148,-0.00023296855,0.09489647,0.09001471,-31.0,-3.0,-9.0,30.0,15.0,35812.23,10574.17,2937,7.436656,3.0,SHORT_COLD_MEDIUM_HOT,0.134,0.27602826427094057,0.037987858,0.0003835703,0.00019326963,2.141913,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.031074189,1,2025-2026,LF2EV_2273_20251228,LATE_RECOVERY,RANK_DETERIORATING,-37.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.033757985091219245,0.03798785961155365,LOW_BREADTH_LOW_DISP,1.0,0.7247020072260588,6.0,1,0,0,0
2021-10-13 23:59:59,2316,837,751-1000,-0.15143439,0.0655267,0.03980584,0.054971747,-0.047133975,-0.11478329,-0.30374733,-0.030460823,-0.0978633,0.3432514,0.58325386,-45.0,-18.0,-32.0,-18.0,-53.0,835222.2,414897.56,1385,7.2232037,3.0,SHORT_COLD_MEDIUM_HOT,0.45,0.3860420207339269,0.06669316,0.024268648,0.032534268,2.3110332,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-1.7520446,0,2020-2021,LF2EV_2316_20211013,FULL_REVERSAL,RANK_DETERIORATING,-158.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,0.004992916082074916,0.0666931560568566,HIGH_BREADTH_HIGH_DISP,1.0,0.6389231270275811,18.0,0,1,0,0
2021-01-01 23:59:59,2381,712,501-750,-0.34927022,0.11641801,-0.020242976,0.0030529802,-0.023170885,0.12506768,0.09075234,-0.048000656,-0.4008254,-0.2714565,-1.8312675,-131.0,-117.0,-102.0,-69.0,-40.0,39.52363,,1085,6.783449,3.0,SHORT_COLD_MEDIUM_COLD,0.418,1.7376630578212044,0.059880067,0.012841724,-0.010078333,3.000139,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.29463792,1,2020-2021,LF2EV_2381_20210101,LATE_RECOVERY,RANK_DETERIORATING,,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.0555069936529301,0.05988006760770608,HIGH_BREADTH_HIGH_DISP,2.0,0.8161753936772889,,0,0,1,1
2021-11-12 23:59:59,2410,1321,1001-1500,-0.223033,0.06184221,-0.03593914,-0.10506998,-0.08726686,-0.13377044,-0.1972324,-0.18804488,-0.06302441,-0.045820136,-0.14967123,-78.0,-71.0,-87.0,-246.0,-309.0,192133.97,42103.38,1396,6.7717466,1.0,SHORT_COLD_MEDIUM_COLD,0.604,0.8421492863482332,0.051479913,-0.0122251045,-0.01337494,3.606485,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-1.2054362,0,2020-2021,LF2EV_2410_20211112,CONTINUED_DECLINE,RANK_DETERIORATING,-78.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.0057289067394089566,0.051479913345065416,HIGH_BREADTH_HIGH_DISP,15.0,0.8414507219361251,-5.0,0,1,0,1
2023-03-23 23:59:59,2585,662,501-750,-0.24344644,0.058676593,0.0013481247,0.016752126,0.03746507,-0.02375514,-0.0010836715,-0.008901464,-0.027021227,-0.071504615,-0.13428585,-77.0,-2.0,-6.0,-26.0,-22.0,61864.62,88023.5,1836,7.2889028,3.0,SHORT_COLD_MEDIUM_HOT,0.174,0.19874440514504868,0.046446048,0.037591808,0.045282517,4.1489534,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.0069804555,0,2023,LF2EV_2585_20230323,CONTINUED_DECLINE,RANK_DETERIORATING,3.0,RANK_RECOVERY,0,1,1,0,PRICE_DECAY_RANK_RECOVERY,NO_RESPONSE,NO_RESPONSE,-0.02591020944468192,0.04644604662295588,LOW_BREADTH_LOW_DISP,6.0,0.685115091212306,-25.0,1,0,0,1
2023-05-30 23:59:59,2630,725,501-750,-0.06606393,0.027543813,-0.00065072265,0.009316295,0.00988142,-0.012759232,-0.05772708,-0.18251109,-0.18281007,-0.055602673,0.33325633,-12.0,-3.0,-10.0,-27.0,-16.0,283288.25,111982.36,1876,7.129525,3.0,SHORT_HOT_MEDIUM_COLD,0.13,0.15502772266571258,0.029871568,-0.0015690856,0.004198708,2.3985035,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.79214835,0,2023,LF2EV_2630_20230530,FULL_REVERSAL,RANK_DETERIORATING,8.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,NO_RESPONSE,NO_RESPONSE,-0.0771652258205981,0.029871567189508876,LOW_BREADTH_LOW_DISP,30.0,0.7059727647622676,136.0,0,1,0,0
2022-10-09 23:59:59,2643,869,751-1000,-0.06418274,0.030464752,-0.0050971285,-0.034584235,-0.06803683,-0.07988312,-0.095891096,-0.13029468,-0.19586997,-0.13492416,-0.14706379,-17.0,-5.0,-11.0,-39.0,-91.0,53582.24,89564.98,1636,6.809266,3.0,SHORT_COLD_MEDIUM_COLD,0.154,0.20295252625515678,0.034079526,0.0015377767,0.005400081,2.106787,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-1.189684,0,2022,LF2EV_2643_20221009,CONTINUED_DECLINE,RANK_DETERIORATING,-10.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.0025881469734502782,0.0340795255003384,LOW_BREADTH_LOW_DISP,3.0,0.6130668322823668,-7.0,0,1,0,1
2022-07-02 23:59:59,2748,630,501-750,-0.11905477,0.051943164,-0.13305415,-0.111956775,-0.1638318,0.009580417,-0.09506199,-0.18687364,-0.14464787,-0.13133846,-0.11493,-33.0,-37.0,-32.0,-25.0,-39.0,494871.1,387750.25,1503,7.1943407,3.0,SHORT_COLD_MEDIUM_COLD,0.09,0.20018429480984662,0.058964565,-0.0014069537,0.006364968,2.29202,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.6917187,0,2022,LF2EV_2748_20220702,CONTINUED_DECLINE,RANK_DETERIORATING,-53.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.006006069933228497,0.05896456641021151,LOW_BREADTH_LOW_DISP,20.0,0.6167623482122477,-69.0,0,1,0,1
2022-12-07 23:59:59,2757,676,501-750,-0.13957827,0.03760094,0.006474593,-0.00075470604,-0.00037674114,-0.030932551,-0.04714749,-0.12523578,-0.14016938,-0.18134478,-0.18889956,-29.0,-41.0,-44.0,-54.0,-135.0,59565.3,78717.07,1660,7.057941,3.0,SHORT_COLD_MEDIUM_COLD,0.08,0.19045808918347365,0.06613455,-0.01412423,-0.030838897,3.7120953,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.47392637,0,2022,LF2EV_2757_20221207,CONTINUED_DECLINE,RANK_DETERIORATING,-16.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.004382059568341923,0.06613454935098029,LOW_BREADTH_LOW_DISP,27.0,0.6230014670086925,-37.0,0,1,0,1
2023-04-27 23:59:59,2933,738,501-750,-0.073579624,0.027281445,-0.008672654,-0.007321303,-0.010548569,-0.032098606,-0.026572792,-0.02711339,-0.0760894,0.74679077,0.76541334,-21.0,-60.0,-57.0,-57.0,-67.0,2.0860289e+06,2.2174708e+06,1749,7.108056,3.0,SHORT_COLD_MEDIUM_COLD,0.488,0.2137514291196034,0.034070514,0.036980487,0.022620259,2.6970575,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.36814663,0,2023,LF2EV_2933_20230427,FULL_REVERSAL,RANK_DETERIORATING,-3.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.0012907538567067944,0.0340705155486225,HIGH_BREADTH_LOW_DISP,5.0,0.7032249296463351,141.0,0,1,0,0
2021-02-18 23:59:59,2937,647,501-750,-0.2559024,0.11945709,0.0061302898,-0.054617245,0.022159293,-0.2708105,-0.22745451,-0.27542463,-0.13856639,1.2374898,1.0397537,-87.0,-108.0,-107.0,-104.0,34.0,3.1255762e+06,4.7866605e+06,947,7.269268,3.0,SHORT_COLD_MEDIUM_HOT,0.764,69.13993406283352,0.09115335,-0.008997503,0.048143357,2.142212,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.71967036,0,2020-2021,LF2EV_2937_20210218,FULL_REVERSAL,RANK_DETERIORATING,-44.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.1481887631278359,0.0911533566499384,HIGH_BREADTH_HIGH_DISP,3.0,0.7539211624632789,22.0,0,1,0,0
