alloc_id,heat_id,f_pct,max_dd_p95,median_cagr,edge,scheme
A1_70_30,H1-1.00-REJ,3.0,0.2279063665432252,1.3293037548845121,0.75,block
A2_100_0_A,H0,3.0,0.44770344132358497,1.5116657464202614,0.75,block
A2_100_0_A,H1-1.00-REJ,0.25,0.027868456337282604,0.08314235872846465,0.75,block
A2_100_0_A,H1-1.00-REJ,0.5,0.05525870481762522,0.17207370352875828,0.75,block
A2_100_0_A,H1-1.00-REJ,1.0,0.10863107785288482,0.36846131927194414,0.75,block
A2_100_0_A,H1-1.00-REJ,2.0,0.2099198229021717,0.8446243100290516,0.75,block
A2_100_0_A,H1-1.00-REJ,3.0,0.3039624983101196,1.4496294465123278,0.75,block
A2_100_0_A,H1-1.50-REJ,0.25,0.027868456337282604,0.08314235872846465,0.75,block
A2_100_0_A,H1-1.50-REJ,0.5,0.05525870481762522,0.17207370352875828,0.75,block
A2_100_0_A,H1-1.50-REJ,1.0,0.10863107785288482,0.36846131927194414,0.75,block
A2_100_0_A,H1-1.50-REJ,2.0,0.2099198229021717,0.8446243100290516,0.75,block
A2_100_0_A,H1-1.50-REJ,3.0,0.3039624983101196,1.4496294465123278,0.75,block
A2_100_0_A,H1-2.00-REJ,3.0,0.44076396223791264,1.506446170233889,0.75,block
A2_100_0_A,H1-3.00-REJ,3.0,0.44770344132358497,1.5116657464202614,0.75,block
A1_70_30,H1-1.00-REJ,0.25,0.0234014098105691,0.07601526758290167,0.75,episode
A1_70_30,H1-1.00-REJ,0.5,0.0464279701202575,0.15713218585086175,0.75,episode
A1_70_30,H1-1.00-REJ,0.75,0.06910365414760097,0.24366109376312017,0.75,episode
A1_70_30,H1-1.00-REJ,1.0,0.09136487756800878,0.33582165322332724,0.75,episode
A1_70_30,H1-1.00-REJ,1.5,0.13481739155176137,0.5386512863412891,0.75,episode
A1_70_30,H1-1.00-REJ,2.0,0.1768764264391555,0.7684931632399394,0.75,episode
A1_70_30,H1-1.00-REJ,3.0,0.2562623259065873,1.320030633288762,0.75,episode
A1_70_30,H1-1.50-REJ,0.25,0.028785398187409317,0.07869780381295566,0.75,episode
A1_70_30,H1-1.50-REJ,0.5,0.056926568520350294,0.16282919395672646,0.75,episode
A1_70_30,H1-1.50-REJ,0.75,0.0845652621955766,0.2527441026873365,0.75,episode
A1_70_30,H1-1.50-REJ,1.0,0.11163093774201578,0.34873713566872033,0.75,episode
A1_70_30,H1-1.50-REJ,1.5,0.16386057769039813,0.5602876801792475,0.75,episode
A1_70_30,H1-1.50-REJ,2.0,0.2139073842908328,0.8004393759694364,0.75,episode
A1_70_30,H1-1.50-REJ,3.0,0.30683095129753596,1.378286650694877,0.75,episode
A2_100_0_A,H0,0.25,0.043621378592497866,0.08546713379790893,0.75,episode
A2_100_0_A,H0,3.0,0.435195264320965,1.4860596554351375,0.75,episode
A2_100_0_A,H1-1.00-REJ,0.25,0.03248288486711679,0.08262848752640128,0.75,episode
A2_100_0_A,H1-1.00-REJ,0.5,0.06415938475176167,0.17101334822476066,0.75,episode
A2_100_0_A,H1-1.00-REJ,1.0,0.12551799867407798,0.36612381807328787,0.75,episode
A2_100_0_A,H1-1.00-REJ,2.0,0.23986314428786834,0.8386912231099096,0.75,episode
A2_100_0_A,H1-1.00-REJ,3.0,0.34402532106059164,1.4387486340051505,0.75,episode
A2_100_0_A,H1-1.50-REJ,0.25,0.03248288486711679,0.08262848752640128,0.75,episode
A2_100_0_A,H1-1.50-REJ,0.5,0.06415938475176167,0.17101334822476066,0.75,episode
A2_100_0_A,H1-1.50-REJ,1.0,0.12551799867407798,0.36612381807328787,0.75,episode
A2_100_0_A,H1-1.50-REJ,2.0,0.23986314428786834,0.8386912231099096,0.75,episode
A2_100_0_A,H1-1.50-REJ,3.0,0.34402532106059164,1.4387486340051505,0.75,episode
A2_100_0_A,H1-2.00-REJ,0.25,0.042795710663345865,0.08510648304261603,0.75,episode
A2_100_0_A,H1-2.00-REJ,3.0,0.42945891119637436,1.4779580982015423,0.75,episode
A2_100_0_A,H1-3.00-REJ,0.25,0.043621378592497866,0.08546713379790893,0.75,episode
A2_100_0_A,H1-3.00-REJ,3.0,0.435195264320965,1.4860596554351375,0.75,episode
A1_70_30,H1-1.00-REJ,0.25,0.04131663850453869,0.014867385710735204,0.5,block
A1_70_30,H1-1.00-REJ,0.5,0.08141284018622562,0.029566943449720773,0.5,block
A2_100_0_A,H1-1.00-REJ,0.25,0.04719547426003639,0.023212392248995295,0.5,block
A2_100_0_A,H1-1.00-REJ,0.5,0.0930305053266951,0.04631040827330479,0.5,block
A2_100_0_A,H1-1.00-REJ,0.75,0.13732837472807158,0.06922893919428919,0.5,block
A2_100_0_A,H1-1.00-REJ,1.0,0.1799366821964629,0.09197675322436161,0.5,block
A2_100_0_A,H1-1.00-REJ,1.5,0.2612389432423763,0.13692745303974563,0.5,block
A2_100_0_A,H1-1.00-REJ,2.0,0.33700636660791117,0.1807407038126554,0.5,block
A2_100_0_A,H1-1.00-REJ,3.0,0.47108359468464295,0.26375289481843045,0.5,block
A2_100_0_A,H1-1.50-REJ,0.25,0.04719547426003639,0.023212392248995295,0.5,block
A2_100_0_A,H1-1.50-REJ,0.5,0.0930305053266951,0.04631040827330479,0.5,block
A2_100_0_A,H1-1.50-REJ,0.75,0.13732837472807158,0.06922893919428919,0.5,block
A2_100_0_A,H1-1.50-REJ,1.0,0.1799366821964629,0.09197675322436161,0.5,block
A2_100_0_A,H1-1.50-REJ,1.5,0.2612389432423763,0.13692745303974563,0.5,block
A2_100_0_A,H1-1.50-REJ,2.0,0.33700636660791117,0.1807407038126554,0.5,block
A2_100_0_A,H1-1.50-REJ,3.0,0.47108359468464295,0.26375289481843045,0.5,block
A1_70_30,H1-1.00-REJ,0.25,0.04448945648585986,0.014683001974721388,0.5,episode
A1_70_30,H1-1.00-REJ,0.5,0.08757444368081692,0.029211042219628558,0.5,episode
A2_100_0_A,H1-1.00-REJ,0.25,0.05158151640748314,0.023058201233223774,0.5,episode
A2_100_0_A,H1-1.00-REJ,0.5,0.10121931913401683,0.04602306582070437,0.5,episode
A2_100_0_A,H1-1.00-REJ,0.75,0.1492425745839185,0.06884706111638872,0.5,episode
A2_100_0_A,H1-1.00-REJ,1.0,0.19517290267517756,0.09150019756094252,0.5,episode
A2_100_0_A,H1-1.00-REJ,1.5,0.28150070154849094,0.1361995762855246,0.5,episode
A2_100_0_A,H1-1.00-REJ,2.0,0.3606239485315052,0.17981784239814147,0.5,episode
A2_100_0_A,H1-1.00-REJ,3.0,0.49912123853193857,0.2620231264525973,0.5,episode
A2_100_0_A,H1-1.50-REJ,0.25,0.05158151640748314,0.023058201233223774,0.5,episode
A2_100_0_A,H1-1.50-REJ,0.5,0.10121931913401683,0.04602306582070437,0.5,episode
A2_100_0_A,H1-1.50-REJ,0.75,0.1492425745839185,0.06884706111638872,0.5,episode
A2_100_0_A,H1-1.50-REJ,1.0,0.19517290267517756,0.09150019756094252,0.5,episode
A2_100_0_A,H1-1.50-REJ,1.5,0.28150070154849094,0.1361995762855246,0.5,episode
A2_100_0_A,H1-1.50-REJ,2.0,0.3606239485315052,0.17981784239814147,0.5,episode
A2_100_0_A,H1-1.50-REJ,3.0,0.49912123853193857,0.2620231264525973,0.5,episode
A2_100_0_A,H1-1.00-REJ,0.25,0.1448290984322193,-0.033478348579005224,0.25,block
A2_100_0_A,H1-1.50-REJ,0.25,0.1448290984322193,-0.033478348579005224,0.25,block
A2_100_0_A,H1-1.00-REJ,0.25,0.14543496351183774,-0.033305522214017724,0.25,episode
A2_100_0_A,H1-1.50-REJ,0.25,0.14543496351183774,-0.033305522214017724,0.25,episode
