regime,policy_id,f_pct,return,risk,status
historical_70,H1-1.00-SCA,0.5,0.3112136414917388,0.02938793102669708,NON_DOMINATED
historical_70,H1-1.50-SCA,0.5,0.3230515647686727,0.03529560192190922,DOMINATED
historical_70,H1-2.00-SCA,0.5,0.32294058689060035,0.035295601921907234,DOMINATED
historical_70,H2-1.00-REJ,0.5,0.302964087799124,0.025049362151327297,NON_DOMINATED
historical_70,H2-1.50-REJ,0.5,0.32190998008252647,0.03529560192190782,DOMINATED
historical_70,H2-2.00-REJ,0.5,0.32190998008252647,0.03529560192190782,DOMINATED
historical_70,H2-1.00-SCA,0.5,0.31109773108266014,0.029387931026698573,DOMINATED
historical_70,H2-1.50-SCA,0.5,0.3220828590836837,0.035295601921908976,DOMINATED
historical_70,H3-0.50-REJ,0.5,0.3031561172722528,0.034539241677286565,DOMINATED
historical_70,H3-0.75-REJ,0.5,0.3219608075319085,0.035295601921907685,DOMINATED
historical_70,H3-1.00-REJ,0.5,0.32311079832471723,0.03529560192190999,DOMINATED
historical_70,H3-0.50-SCA,0.5,0.31567229288014387,0.03500913379705804,NON_DOMINATED
historical_70,H3-0.75-SCA,0.5,0.32253601697443557,0.03529560192190788,DOMINATED
historical_70,H4-1.00-REJ,0.5,0.2219147786127984,0.02229963025913284,NON_DOMINATED
historical_70,H4-1.50-REJ,0.5,0.2502563039142027,0.03267371960922518,DOMINATED
historical_70,H4-2.00-REJ,0.5,0.28062708251674584,0.032673719609224966,DOMINATED
historical_70,H4-3.00-REJ,0.5,0.32329987149035055,0.03529560192190999,NON_DOMINATED
historical_70,H4-1.00-SCA,0.5,0.23284359644984765,0.02646041602753495,DOMINATED
historical_70,H4-1.50-SCA,0.5,0.2682790587253876,0.03267371960922463,DOMINATED
historical_70,H5-1.50-REJ,0.5,0.302964087799124,0.025049362151327297,NON_DOMINATED
historical_70,H5-1.50-SCA,0.5,0.31109773108266014,0.029387931026698573,DOMINATED
historical_70,H5-2.00-REJ,0.5,0.32190998008252647,0.03529560192190782,DOMINATED
historical_70,H5-2.00-SCA,0.5,0.3220828590836837,0.035295601921908976,DOMINATED
historical_70,H0,0.75,0.5203217498676771,0.05260253038945445,DOMINATED
historical_70,H1-1.00-REJ,0.75,0.4837523889957964,0.037452698357714295,DOMINATED
historical_70,H1-1.50-REJ,0.75,0.5202603715417122,0.05260253038945485,DOMINATED
historical_70,H1-2.00-REJ,0.75,0.5182777205176816,0.052602530389455344,DOMINATED
historical_70,H1-3.00-REJ,0.75,0.5203217498676771,0.05260253038945445,DOMINATED
historical_70,H1-1.00-SCA,0.75,0.5000735816002086,0.04387647518463466,NON_DOMINATED
historical_70,H1-1.50-SCA,0.75,0.5202432277623881,0.05260253038945485,DOMINATED
historical_70,H1-2.00-SCA,0.75,0.5200331986322111,0.05260253038945352,DOMINATED
