policy_id,kind,cap_mult,treatment,w_A_pct,w_B_pct,f_pct,variant,max_dd,terminal_equity,max_dd_ratio_vs_historical
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,1.0,mixed_AB_cluster,0.051885791127356105,4.039681367762888,1.0000000000000069
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,2.0,historical,0.10140689412024083,15.94769798879505,1.0
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,2.0,worst5_x1_50,0.10885566898293676,12.728908477974397,1.0734543240606869
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,2.0,worst5_x2_00,0.12778764971689646,10.150198641003712,1.260147555306992
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,2.0,insert_worst_1,0.10140689412024108,15.367772569437712,1.0000000000000024
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,2.0,insert_p99_loss_cluster,0.1014068941202407,18.91996391305027,0.9999999999999988
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,2.0,worstA_cluster,0.10140689412024088,15.926600491705141,1.0000000000000004
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,2.0,worstB_cluster,0.10140689412024088,15.926600491705141,1.0000000000000004
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,2.0,mixed_AB_cluster,0.10140689412024088,15.926600491705141,1.0000000000000004
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,0.5,historical,0.027414306634077727,1.8497608025754853,1.0
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,0.5,worst5_x1_50,0.037321394988576645,1.7602632138313832,1.3613838747314433
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,0.5,worst5_x2_00,0.047137539466826375,1.675009406096826,1.7194503620321886
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,0.5,insert_worst_1,0.027414306634077727,1.8328786346786365,1.0
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,0.5,insert_p99_loss_cluster,0.027414306634077727,1.9308166946531433,1.0
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,0.5,worstA_cluster,0.027414306634077727,1.848566045537527,1.0
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,0.5,worstB_cluster,0.026747208485271196,1.8510295565943298,0.9756660579561299
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,0.5,mixed_AB_cluster,0.027414306634077727,1.8539695602091921,1.0
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,1.0,historical,0.05434822042976781,3.403092000531606,1.0
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,1.0,worst5_x1_50,0.07358038567416697,3.0808844517126244,1.353869272854153
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,1.0,worst5_x2_00,0.09245972871502657,2.788603876503854,1.701246664267671
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,1.0,insert_worst_1,0.05434822042976781,3.3410546706876785,1.0
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,1.0,insert_p99_loss_cluster,0.05434822042976781,3.7074703192390355,1.0
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,1.0,worstA_cluster,0.05434822042976781,3.398466771252281,1.0
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,1.0,worstB_cluster,0.053080478664283115,3.40765418922946,0.9766737207684114
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,1.0,mixed_AB_cluster,0.05434822042976781,3.4184515524268337,1.0
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,2.0,historical,0.10676964944088999,11.332704852190258,1.0
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,2.0,worst5_x1_50,0.14297501964566728,9.27774781248174,1.339097958964653
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,2.0,worst5_x2_00,0.1778540481535223,7.589002815816548,1.665773457952451
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,2.0,insert_worst_1,0.10676964944088999,10.92060000680899,1.0
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,2.0,insert_p99_loss_cluster,0.10676964944088999,13.444847462708257,1.0
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,2.0,worstA_cluster,0.10676964944088999,11.298852302367283,1.0
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,2.0,worstB_cluster,0.10448633866117485,11.361673960926975,0.9786146082555115
H4-1.00-REJ,H4,1.0,REJECT,50.0,50.0,2.0,mixed_AB_cluster,0.10676964944088999,11.433313405508654,1.0
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,0.5,historical,0.02624420189590247,1.9893096859426789,1.0
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,0.5,worst5_x1_50,0.03603173536690327,1.881854110820029,1.3729407931634963
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,0.5,worst5_x2_00,0.04795870584908384,1.7801004532934475,1.8274019548893838
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,0.5,insert_worst_1,0.030100441252476042,1.9711539005729433,1.1469368118668395
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,0.5,insert_p99_loss_cluster,0.026244201895901827,2.07648056284108,0.9999999999999756
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,0.5,worstA_cluster,0.028290249284485088,1.980828868175153,1.0779618826550055
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,0.5,worstB_cluster,0.027426893226526212,1.9694080480156346,1.045064861766987
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,0.5,mixed_AB_cluster,0.026244201895902153,1.996195698784508,0.999999999999988
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,1.0,historical,0.05188579112735628,3.932872245002123,1.0
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,1.0,worst5_x1_50,0.0711376667352969,3.518311959388446,1.3710433085752884
