week_start,bias,fib_level,target_price,hit_found,day_hit,hour_hit,asian_range
2022-01-28,BULLISH,neg168,2920.7168,False,,,222.76000000000022
2022-01-28,BULLISH,132_inv,2252.4368,False,,,222.76000000000022
2022-02-04,BULLISH,neg25,3058.32,True,0.0,0.0,335.0
2022-02-04,BULLISH,neg50,3142.07,True,0.0,0.0,335.0
2022-02-04,BULLISH,neg100,3309.57,False,,,335.0
2022-02-04,BULLISH,neg168,3537.37,False,,,335.0
2022-02-04,BULLISH,132_inv,2532.3700000000003,False,,,335.0
2022-02-11,BEARISH,neg25,2845.8875,True,6.0,0.0,230.17000000000007
2022-02-11,BEARISH,neg50,2788.345,False,,,230.17000000000007
2022-02-11,BEARISH,neg100,2673.2599999999998,False,,,230.17000000000007
2022-02-11,BEARISH,neg168,2516.7443999999996,False,,,230.17000000000007
2022-02-11,BEARISH,132_inv,3207.2544,False,,,230.17000000000007
2022-02-18,BULLISH,neg25,2986.9449999999997,False,,,190.8199999999997
2022-02-18,BULLISH,neg50,3034.6499999999996,False,,,190.8199999999997
2022-02-18,BULLISH,neg100,3130.0599999999995,False,,,190.8199999999997
2022-02-18,BULLISH,neg168,3259.8175999999994,False,,,190.8199999999997
2022-02-18,BULLISH,132_inv,2687.3576000000003,True,6.0,0.0,190.8199999999997
2022-02-25,BEARISH,neg25,2490.0525,False,,,201.8699999999999
2022-02-25,BEARISH,neg50,2439.585,False,,,201.8699999999999
2022-02-25,BEARISH,neg100,2338.65,False,,,201.8699999999999
2022-02-25,BEARISH,neg168,2201.3784,False,,,201.8699999999999
2022-02-25,BEARISH,132_inv,2806.9883999999997,True,5.0,0.0,201.8699999999999
2022-03-04,BEARISH,neg25,2532.1525,True,0.0,0.0,251.1500000000001
2022-03-04,BEARISH,neg50,2469.365,True,0.0,0.0,251.1500000000001
2022-03-04,BEARISH,neg100,2343.79,False,,,251.1500000000001
2022-03-04,BEARISH,neg168,2173.008,False,,,251.1500000000001
2022-03-04,BEARISH,132_inv,2926.458,False,,,251.1500000000001
2022-03-11,BEARISH,neg25,2479.0325000000003,False,,,155.54999999999973
2022-03-11,BEARISH,neg50,2440.1450000000004,False,,,155.54999999999973
2022-03-11,BEARISH,neg100,2362.3700000000003,False,,,155.54999999999973
2022-03-11,BEARISH,neg168,2256.5960000000005,False,,,155.54999999999973
2022-03-11,BEARISH,132_inv,2723.2459999999996,True,2.0,0.0,155.54999999999973
2022-03-18,BEARISH,neg25,2701.245,False,,,224.69999999999982
2022-03-18,BEARISH,neg50,2645.07,False,,,224.69999999999982
2022-03-18,BEARISH,neg100,2532.7200000000003,False,,,224.69999999999982
2022-03-18,BEARISH,neg168,2379.9240000000004,False,,,224.69999999999982
2022-03-18,BEARISH,132_inv,3054.024,True,3.0,0.0,224.69999999999982
2022-03-25,BULLISH,neg25,3220.64,True,6.0,0.0,118.15999999999985
2022-03-25,BULLISH,neg50,3250.18,True,6.0,0.0,118.15999999999985
2022-03-25,BULLISH,neg100,3309.2599999999998,True,0.0,0.0,118.15999999999985
2022-03-25,BULLISH,neg168,3389.6087999999995,True,0.0,0.0,118.15999999999985
2022-03-25,BULLISH,132_inv,3035.1288,False,,,118.15999999999985
2022-04-01,BEARISH,neg25,3139.4225,True,3.0,0.0,271.9899999999998
2022-04-01,BEARISH,neg50,3071.425,False,,,271.9899999999998
2022-04-01,BEARISH,neg100,2935.4300000000003,False,,,271.9899999999998
2022-04-01,BEARISH,neg168,2750.4768000000004,False,,,271.9899999999998
2022-04-01,BEARISH,132_inv,3566.4467999999997,True,0.0,0.0,271.9899999999998
2022-04-08,BULLISH,neg25,3338.12,False,,,115.96000000000004
2022-04-08,BULLISH,neg50,3367.11,False,,,115.96000000000004
2022-04-08,BULLISH,neg100,3425.09,False,,,115.96000000000004
2022-04-08,BULLISH,neg168,3503.9428000000003,False,,,115.96000000000004
2022-04-08,BULLISH,132_inv,3156.0628,True,0.0,0.0,115.96000000000004
2022-04-15,BULLISH,neg25,3077.1725,True,6.0,0.0,71.01000000000022
2022-04-15,BULLISH,neg50,3094.925,True,1.0,0.0,71.01000000000022
2022-04-15,BULLISH,neg100,3130.4300000000003,True,2.0,0.0,71.01000000000022
2022-04-15,BULLISH,neg168,3178.7168000000006,False,,,71.01000000000022
2022-04-15,BULLISH,132_inv,2965.6868,True,0.0,0.0,71.01000000000022
2022-04-22,BULLISH,neg25,3054.6124999999997,False,,,100.64999999999964
2022-04-22,BULLISH,neg50,3079.7749999999996,False,,,100.64999999999964
2022-04-22,BULLISH,neg100,3130.0999999999995,False,,,100.64999999999964
2022-04-22,BULLISH,neg168,3198.541999999999,False,,,100.64999999999964
2022-04-22,BULLISH,132_inv,2896.592,True,0.0,0.0,100.64999999999964
2022-04-29,BEARISH,neg25,2728.62,True,6.0,0.0,179.19999999999982
2022-04-29,BEARISH,neg50,2683.82,True,3.0,0.0,179.19999999999982
2022-04-29,BEARISH,neg100,2594.2200000000003,False,,,179.19999999999982
2022-04-29,BEARISH,neg168,2472.3640000000005,False,,,179.19999999999982
2022-04-29,BEARISH,132_inv,3009.964,False,,,179.19999999999982
2022-05-06,BEARISH,neg25,2595.6975,True,6.0,0.0,126.88999999999987
2022-05-06,BEARISH,neg50,2563.9750000000004,True,6.0,0.0,126.88999999999987
2022-05-06,BEARISH,neg100,2500.53,True,6.0,0.0,126.88999999999987
2022-05-06,BEARISH,neg168,2414.2448000000004,True,0.0,0.0,126.88999999999987
2022-05-06,BEARISH,132_inv,2794.9148,False,,,126.88999999999987
2022-05-13,BULLISH,neg25,2213.8175,False,,,279.59000000000015
2022-05-13,BULLISH,neg50,2283.715,False,,,279.59000000000015
2022-05-13,BULLISH,neg100,2423.51,False,,,279.59000000000015
2022-05-13,BULLISH,neg168,2613.6312000000003,False,,,279.59000000000015
2022-05-13,BULLISH,132_inv,1774.8611999999998,False,,,279.59000000000015
2022-05-20,BEARISH,neg25,1884.14,True,4.0,19.0,141.1199999999999
2022-05-20,BEARISH,neg50,1848.8600000000001,True,3.0,0.0,141.1199999999999
2022-05-20,BEARISH,neg100,1778.3000000000002,True,3.0,0.0,141.1199999999999
2022-05-20,BEARISH,neg168,1682.3384000000003,True,3.0,16.0,141.1199999999999
2022-05-20,BEARISH,132_inv,2105.6983999999998,False,,,141.1199999999999
2022-05-27,BEARISH,neg25,1631.4575,False,,,170.08999999999992
2022-05-27,BEARISH,neg50,1588.935,False,,,170.08999999999992
2022-05-27,BEARISH,neg100,1503.89,False,,,170.08999999999992
2022-05-27,BEARISH,neg168,1388.2288,False,,,170.08999999999992
2022-05-27,BEARISH,132_inv,1898.4987999999998,True,0.0,0.0,170.08999999999992
2022-06-03,BEARISH,neg25,1700.68,True,4.0,14.0,119.0
2022-06-03,BEARISH,neg50,1670.93,True,1.0,4.0,119.0
2022-06-03,BEARISH,neg100,1611.43,False,,,119.0
2022-06-03,BEARISH,neg168,1530.51,False,,,119.0
2022-06-03,BEARISH,132_inv,1887.51,True,0.0,0.0,119.0
2022-06-10,BEARISH,neg25,1613.4725,True,4.0,19.0,149.99
2022-06-10,BEARISH,neg50,1575.975,True,5.0,0.0,149.99
2022-06-10,BEARISH,neg100,1500.98,True,5.0,0.0,149.99
2022-06-10,BEARISH,neg168,1398.9868000000001,True,6.0,5.0,149.99
2022-06-10,BEARISH,132_inv,1848.9568,False,,,149.99
2022-06-17,BEARISH,neg25,967.3,True,5.0,0.0,119.28000000000009
2022-06-17,BEARISH,neg50,937.48,True,5.0,0.0,119.28000000000009
2022-06-17,BEARISH,neg100,877.8399999999999,True,5.0,0.0,119.28000000000009
2022-06-17,BEARISH,neg168,796.7295999999999,False,,,119.28000000000009
2022-06-17,BEARISH,132_inv,1154.5696,True,6.0,0.0,119.28000000000009
2022-06-24,BEARISH,neg25,1024.925,True,3.0,0.0,172.53999999999996
2022-06-24,BEARISH,neg50,981.79,True,3.0,12.0,172.53999999999996
2022-06-24,BEARISH,neg100,895.52,False,,,172.53999999999996
2022-06-24,BEARISH,neg168,778.1928,False,,,172.53999999999996
2022-06-24,BEARISH,132_inv,1295.8128,False,,,172.53999999999996
2022-07-01,BEARISH,neg25,922.6225000000001,False,,,152.3499999999999
2022-07-01,BEARISH,neg50,884.5350000000001,False,,,152.3499999999999
2022-07-01,BEARISH,neg100,808.3600000000001,False,,,152.3499999999999
2022-07-01,BEARISH,neg168,704.7620000000002,False,,,152.3499999999999
2022-07-01,BEARISH,132_inv,1161.812,True,1.0,0.0,152.3499999999999
2022-07-08,BEARISH,neg25,1146.3925000000002,True,4.0,16.0,101.94999999999982
2022-07-08,BEARISH,neg50,1120.9050000000002,True,6.0,13.0,101.94999999999982
2022-07-08,BEARISH,neg100,1069.9300000000003,True,1.0,0.0,101.94999999999982
2022-07-08,BEARISH,neg168,1000.6040000000004,True,1.0,12.0,101.94999999999982
2022-07-08,BEARISH,132_inv,1306.454,False,,,101.94999999999982
2022-07-15,BEARISH,neg25,1087.6074999999998,False,,,159.05000000000018
2022-07-15,BEARISH,neg50,1047.8449999999998,False,,,159.05000000000018
2022-07-15,BEARISH,neg100,968.3199999999997,False,,,159.05000000000018
2022-07-15,BEARISH,neg168,860.1659999999996,False,,,159.05000000000018
2022-07-15,BEARISH,132_inv,1337.316,True,5.0,0.0,159.05000000000018
2022-07-22,BEARISH,neg25,1464.2975,True,4.0,23.0,143.2900000000002
2022-07-22,BEARISH,neg50,1428.475,True,0.0,22.0,143.2900000000002
2022-07-22,BEARISH,neg100,1356.8299999999997,True,1.0,0.0,143.2900000000002
2022-07-22,BEARISH,neg168,1259.3927999999996,False,,,143.2900000000002
2022-07-22,BEARISH,132_inv,1689.2628000000002,True,3.0,0.0,143.2900000000002
2022-07-29,BEARISH,neg25,1611.315,True,4.0,15.0,124.86000000000013
2022-07-29,BEARISH,neg50,1580.1,True,0.0,20.0,124.86000000000013
2022-07-29,BEARISH,neg100,1517.6699999999998,True,1.0,6.0,124.86000000000013
2022-07-29,BEARISH,neg168,1432.7651999999998,False,,,124.86000000000013
2022-07-29,BEARISH,132_inv,1807.3452000000002,False,,,124.86000000000013
2022-08-05,BULLISH,neg25,1772.39,True,0.0,0.0,195.92000000000007
2022-08-05,BULLISH,neg50,1821.3700000000001,True,2.0,0.0,195.92000000000007
2022-08-05,BULLISH,neg100,1919.3300000000002,True,3.0,0.0,195.92000000000007
2022-08-05,BULLISH,neg168,2052.5556,False,,,195.92000000000007
2022-08-05,BULLISH,132_inv,1464.7956,False,,,195.92000000000007
2022-08-12,BEARISH,neg25,1770.915,True,2.0,16.0,130.26
2022-08-12,BEARISH,neg50,1738.35,False,,,130.26
2022-08-12,BEARISH,neg100,1673.22,False,,,130.26
2022-08-12,BEARISH,neg168,1584.6432,False,,,130.26
2022-08-12,BEARISH,132_inv,1975.4232,True,5.0,0.0,130.26
2022-08-19,BEARISH,neg25,1618.5900000000001,True,5.0,0.0,205.44000000000005
2022-08-19,BEARISH,neg50,1567.23,True,5.0,0.0,205.44000000000005
2022-08-19,BEARISH,neg100,1464.51,False,,,205.44000000000005
2022-08-19,BEARISH,neg168,1324.8108,False,,,205.44000000000005
2022-08-19,BEARISH,132_inv,1941.1308000000001,False,,,205.44000000000005
2022-09-02,BEARISH,neg25,1505.965,True,5.0,10.0,112.58000000000015
2022-09-02,BEARISH,neg50,1477.8199999999997,True,2.0,5.0,112.58000000000015
2022-09-02,BEARISH,neg100,1421.5299999999997,False,,,112.58000000000015
2022-09-02,BEARISH,neg168,1344.9755999999998,False,,,112.58000000000015
2022-09-02,BEARISH,132_inv,1682.7156,True,1.0,0.0,112.58000000000015
2022-09-09,BULLISH,neg25,1781.515,True,6.0,0.0,151.26
2022-09-09,BULLISH,neg50,1819.33,False,,,151.26
2022-09-09,BULLISH,neg100,1894.96,False,,,151.26
2022-09-09,BULLISH,neg168,1997.8168,False,,,151.26
2022-09-09,BULLISH,132_inv,1544.0368,True,1.0,17.0,151.26
2022-09-16,BEARISH,neg25,1376.615,True,4.0,20.0,98.74000000000001
2022-09-16,BEARISH,neg50,1351.9299999999998,True,6.0,19.0,98.74000000000001
2022-09-16,BEARISH,neg100,1302.56,True,0.0,0.0,98.74000000000001
2022-09-16,BEARISH,neg168,1235.4168,True,3.0,0.0,98.74000000000001
2022-09-16,BEARISH,132_inv,1531.6368,False,,,98.74000000000001
2022-09-23,BEARISH,neg25,1233.6025,True,4.0,17.0,98.26999999999998
2022-09-23,BEARISH,neg50,1209.035,False,,,98.26999999999998
2022-09-23,BEARISH,neg100,1159.9,False,,,98.26999999999998
2022-09-23,BEARISH,neg168,1093.0764000000001,False,,,98.26999999999998
2022-09-23,BEARISH,132_inv,1387.8864,False,,,98.26999999999998
2022-09-30,BEARISH,neg25,1278.1000000000001,True,4.0,15.0,33.3599999999999
2022-09-30,BEARISH,neg50,1269.7600000000002,True,5.0,23.0,33.3599999999999
2022-09-30,BEARISH,neg100,1253.0800000000002,True,6.0,13.0,33.3599999999999
2022-09-30,BEARISH,neg168,1230.3952000000002,True,0.0,3.0,33.3599999999999
2022-09-30,BEARISH,132_inv,1330.4751999999999,True,4.0,17.0,33.3599999999999
2022-10-07,BEARISH,neg25,1306.6325000000002,True,4.0,15.0,19.34999999999991
2022-10-07,BEARISH,neg50,1301.795,True,4.0,15.0,19.34999999999991
2022-10-07,BEARISH,neg100,1292.1200000000001,True,4.0,15.0,19.34999999999991
2022-10-07,BEARISH,neg168,1278.9620000000002,True,6.0,0.0,19.34999999999991
2022-10-07,BEARISH,132_inv,1337.012,False,,,19.34999999999991
2022-10-14,BULLISH,neg25,1324.8925,False,,,59.76999999999998
2022-10-14,BULLISH,neg50,1339.835,False,,,59.76999999999998
2022-10-14,BULLISH,neg100,1369.72,False,,,59.76999999999998
2022-10-14,BULLISH,neg168,1410.3636,False,,,59.76999999999998
2022-10-14,BULLISH,132_inv,1231.0536,True,6.0,2.0,59.76999999999998
2022-10-21,BULLISH,neg25,1263.0024999999998,True,4.0,18.0,14.529999999999973
2022-10-21,BULLISH,neg50,1266.6349999999998,True,4.0,19.0,14.529999999999973
2022-10-21,BULLISH,neg100,1273.8999999999999,True,4.0,23.0,14.529999999999973
2022-10-21,BULLISH,neg168,1283.7803999999999,True,5.0,16.0,14.529999999999973
2022-10-21,BULLISH,132_inv,1240.1904,True,4.0,12.0,14.529999999999973
2022-10-28,BEARISH,neg25,1455.27,True,4.0,10.0,32.679999999999836
2022-10-28,BEARISH,neg50,1447.1000000000001,True,4.0,15.0,32.679999999999836
2022-10-28,BEARISH,neg100,1430.7600000000002,False,,,32.679999999999836
2022-10-28,BEARISH,neg168,1408.5376000000003,False,,,32.679999999999836
2022-10-28,BEARISH,132_inv,1506.5775999999998,True,4.0,16.0,32.679999999999836
2022-11-04,BULLISH,neg25,1525.2250000000001,True,4.0,8.0,28.220000000000027
2022-11-04,BULLISH,neg50,1532.2800000000002,True,4.0,8.0,28.220000000000027
2022-11-04,BULLISH,neg100,1546.39,True,4.0,9.0,28.220000000000027
2022-11-04,BULLISH,neg168,1565.5796,True,4.0,13.0,28.220000000000027
2022-11-04,BULLISH,132_inv,1480.9196,True,1.0,6.0,28.220000000000027
2022-11-11,BEARISH,neg25,1156.605,True,0.0,4.0,123.86000000000013
2022-11-11,BEARISH,neg50,1125.6399999999999,False,,,123.86000000000013
2022-11-11,BEARISH,neg100,1063.7099999999998,False,,,123.86000000000013
2022-11-11,BEARISH,neg168,979.4851999999997,False,,,123.86000000000013
2022-11-11,BEARISH,132_inv,1351.0652,False,,,123.86000000000013
2022-11-18,BULLISH,neg25,1212.165,False,,,39.419999999999845
2022-11-18,BULLISH,neg50,1222.02,False,,,39.419999999999845
2022-11-18,BULLISH,neg100,1241.7299999999998,False,,,39.419999999999845
2022-11-18,BULLISH,neg168,1268.5355999999997,False,,,39.419999999999845
2022-11-18,BULLISH,132_inv,1150.2756000000002,True,6.0,13.0,39.419999999999845
2022-11-25,BEARISH,neg25,1129.7225,True,0.0,3.0,34.82999999999993
2022-11-25,BEARISH,neg50,1121.015,True,0.0,17.0,34.82999999999993
2022-11-25,BEARISH,neg100,1103.6000000000001,False,,,34.82999999999993
2022-11-25,BEARISH,neg168,1079.9156000000003,False,,,34.82999999999993
2022-11-25,BEARISH,132_inv,1184.4056,True,5.0,3.0,34.82999999999993
2022-12-02,BEARISH,neg25,1226.8799999999999,True,5.0,13.0,19.960000000000036
2022-12-02,BEARISH,neg50,1221.8899999999999,True,5.0,23.0,19.960000000000036
2022-12-02,BEARISH,neg100,1211.9099999999999,True,6.0,0.0,19.960000000000036
2022-12-02,BEARISH,neg168,1198.3372,True,2.0,9.0,19.960000000000036
2022-12-02,BEARISH,132_inv,1258.2172,True,4.0,13.0,19.960000000000036
2022-12-09,BULLISH,neg25,1261.1950000000002,True,4.0,14.0,16.980000000000018
2022-12-09,BULLISH,neg50,1265.44,True,1.0,14.0,16.980000000000018
2022-12-09,BULLISH,neg100,1273.93,True,1.0,15.0,16.980000000000018
2022-12-09,BULLISH,neg168,1285.4764,True,1.0,15.0,16.980000000000018
2022-12-09,BULLISH,132_inv,1234.5364,True,4.0,15.0,16.980000000000018
2022-12-16,BULLISH,neg25,1244.3325,True,4.0,9.0,14.490000000000009
2022-12-16,BULLISH,neg50,1247.955,False,,,14.490000000000009
2022-12-16,BULLISH,neg100,1255.2,False,,,14.490000000000009
2022-12-16,BULLISH,neg168,1265.0532,False,,,14.490000000000009
2022-12-16,BULLISH,132_inv,1221.5832,True,4.0,10.0,14.490000000000009
2022-12-23,BULLISH,neg25,1201.1925,True,5.0,12.0,17.00999999999999
2022-12-23,BULLISH,neg50,1205.4450000000002,True,5.0,12.0,17.00999999999999
2022-12-23,BULLISH,neg100,1213.95,True,5.0,12.0,17.00999999999999
2022-12-23,BULLISH,neg168,1225.5168,False,,,17.00999999999999
2022-12-23,BULLISH,132_inv,1174.4868000000001,True,6.0,16.0,17.00999999999999
2022-12-30,BEARISH,neg25,1155.26,True,4.0,9.0,13.200000000000045
2022-12-30,BEARISH,neg50,1151.96,True,4.0,9.0,13.200000000000045
2022-12-30,BEARISH,neg100,1145.36,False,,,13.200000000000045
2022-12-30,BEARISH,neg168,1136.3839999999998,False,,,13.200000000000045
2022-12-30,BEARISH,132_inv,1175.984,True,5.0,16.0,13.200000000000045
2023-01-06,BEARISH,neg25,1210.885,True,4.0,13.0,11.579999999999927
2023-01-06,BEARISH,neg50,1207.99,True,4.0,13.0,11.579999999999927
2023-01-06,BEARISH,neg100,1202.2,False,,,11.579999999999927
2023-01-06,BEARISH,neg168,1194.3256000000001,False,,,11.579999999999927
2023-01-06,BEARISH,132_inv,1229.0656,True,4.0,17.0,11.579999999999927
2023-01-13,BEARISH,neg25,1361.725,False,,,26.340000000000146
2023-01-13,BEARISH,neg50,1355.1399999999999,False,,,26.340000000000146
2023-01-13,BEARISH,neg100,1341.9699999999998,False,,,26.340000000000146
2023-01-13,BEARISH,neg168,1324.0587999999998,False,,,26.340000000000146
2023-01-13,BEARISH,132_inv,1403.0788000000002,True,4.0,23.0,26.340000000000146
2023-01-20,BULLISH,neg25,1536.7825,True,4.0,17.0,21.410000000000082
2023-01-20,BULLISH,neg50,1542.1350000000002,True,4.0,18.0,21.410000000000082
2023-01-20,BULLISH,neg100,1552.8400000000001,True,4.0,18.0,21.410000000000082
2023-01-20,BULLISH,neg168,1567.3988000000002,True,4.0,21.0,21.410000000000082
2023-01-20,BULLISH,132_inv,1503.1688,True,2.0,0.0,21.410000000000082
2023-01-27,BEARISH,neg25,1503.9099999999999,True,0.0,21.0,58.51999999999998
2023-01-27,BEARISH,neg50,1489.28,False,,,58.51999999999998
2023-01-27,BEARISH,neg100,1460.02,False,,,58.51999999999998
2023-01-27,BEARISH,neg168,1420.2264,False,,,58.51999999999998
2023-01-27,BEARISH,132_inv,1595.7864,True,6.0,20.0,58.51999999999998
2023-02-03,BULLISH,neg25,1639.1774999999998,True,4.0,17.0,37.38999999999987
2023-02-03,BULLISH,neg50,1648.5249999999999,True,5.0,15.0,37.38999999999987
2023-02-03,BULLISH,neg100,1667.2199999999998,False,,,37.38999999999987
2023-02-03,BULLISH,neg168,1692.6451999999997,False,,,37.38999999999987
2023-02-03,BULLISH,132_inv,1580.4752,True,6.0,20.0,37.38999999999987
2023-02-10,BULLISH,neg25,1528.1000000000001,True,1.0,16.0,26.680000000000064
2023-02-10,BULLISH,neg50,1534.77,True,1.0,17.0,26.680000000000064
2023-02-10,BULLISH,neg100,1548.1100000000001,True,2.0,14.0,26.680000000000064
2023-02-10,BULLISH,neg168,1566.2524,True,2.0,21.0,26.680000000000064
2023-02-10,BULLISH,132_inv,1486.2124,True,4.0,17.0,26.680000000000064
2023-02-17,BEARISH,neg25,1585.3500000000001,True,2.0,17.0,54.19999999999982
2023-02-17,BEARISH,neg50,1571.8000000000002,True,2.0,17.0,54.19999999999982
2023-02-17,BEARISH,neg100,1544.7000000000003,False,,,54.19999999999982
2023-02-17,BEARISH,neg168,1507.8440000000005,False,,,54.19999999999982
2023-02-17,BEARISH,132_inv,1670.444,True,4.0,19.0,54.19999999999982
2023-02-24,BULLISH,neg25,1638.1525,True,3.0,2.0,26.169999999999845
2023-02-24,BULLISH,neg50,1644.6949999999997,True,3.0,2.0,26.169999999999845
2023-02-24,BULLISH,neg100,1657.7799999999997,False,,,26.169999999999845
2023-02-24,BULLISH,neg168,1675.5755999999997,False,,,26.169999999999845
2023-02-24,BULLISH,132_inv,1597.0656000000001,True,4.0,16.0,26.169999999999845
2023-03-03,BEARISH,neg25,1471.8925,True,3.0,20.0,122.63000000000011
2023-03-03,BEARISH,neg50,1441.235,True,3.0,22.0,122.63000000000011
2023-03-03,BEARISH,neg100,1379.9199999999998,True,3.0,22.0,122.63000000000011
2023-03-03,BEARISH,neg168,1296.5315999999998,False,,,122.63000000000011
2023-03-03,BEARISH,132_inv,1664.4216000000001,False,,,122.63000000000011
2023-03-10,BEARISH,neg25,1366.49,True,4.0,9.0,38.83999999999992
2023-03-10,BEARISH,neg50,1356.7800000000002,True,4.0,9.0,38.83999999999992
2023-03-10,BEARISH,neg100,1337.3600000000001,True,4.0,12.0,38.83999999999992
2023-03-10,BEARISH,neg168,1310.9488000000001,False,,,38.83999999999992
2023-03-10,BEARISH,132_inv,1427.4687999999999,True,5.0,3.0,38.83999999999992
2023-03-17,BULLISH,neg25,1709.7549999999999,True,4.0,13.0,70.89999999999986
2023-03-17,BULLISH,neg50,1727.48,True,4.0,14.0,70.89999999999986
2023-03-17,BULLISH,neg100,1762.9299999999998,True,5.0,2.0,70.89999999999986
