week_start,asian_open,asian_close,asian_high,asian_low,asian_range,bias,fib_neg25,fib_neg50,fib_neg100,fib_neg168,fib_132_inv
2025-05-16,2534.31,2571.67,2587.19,2509.04,78.15000000000009,BULLISH,2606.7275,2626.2650000000003,2665.34,2718.482,2484.032
2025-05-23,2638.72,2695.29,2731.47,2625.68,105.78999999999996,BULLISH,2757.9174999999996,2784.365,2837.2599999999998,2909.1971999999996,2591.8271999999997
2025-05-30,2641.46,2632.59,2666.39,2554.76,111.62999999999965,BEARISH,2526.8525000000004,2498.9450000000006,2443.1300000000006,2367.2216000000008,2702.1115999999997
2025-06-06,2396.02,2456.2,2461.23,2380.7,80.5300000000002,BULLISH,2481.3625,2501.495,2541.76,2596.5204000000003,2354.9303999999997
2025-06-13,2636.25,2505.42,2657.29,2434.37,222.92000000000007,BEARISH,2378.64,2322.91,2211.45,2059.8644,2728.6244
2025-06-20,2504.69,2501.6,2530.12,2501.04,29.079999999999927,BEARISH,2493.77,2486.5,2471.96,2452.1856000000002,2539.4256
2025-06-27,2442.91,2447.06,2450.8,2376.09,74.71000000000004,BULLISH,2469.4775,2488.155,2525.51,2576.3128,2352.1828
2025-07-04,2596.3,2568.04,2601.17,2566.8,34.36999999999989,BEARISH,2558.2075000000004,2549.6150000000002,2532.4300000000003,2509.0584000000003,2612.1684
2025-07-11,2815.32,2967.79,3004.5,2814.2,190.30000000000018,BULLISH,3052.075,3099.65,3194.8,3324.204,2753.3039999999996
2025-07-18,3418.06,3617.76,3626.5,3414.45,212.05000000000018,BULLISH,3679.5125,3732.525,3838.55,3982.744,3346.5939999999996
2025-07-25,3732.28,3645.55,3739.96,3570.65,169.30999999999995,BEARISH,3528.3225,3485.995,3401.34,3286.2092000000002,3794.1392
2025-08-01,3731.01,3678.89,3755.24,3612.59,142.64999999999964,BEARISH,3576.9275000000002,3541.2650000000003,3469.9400000000005,3372.9380000000006,3800.8879999999995
2025-08-08,3871.33,3917.82,3966.92,3854.63,112.28999999999996,BULLISH,3994.9925000000003,4023.065,4079.21,4155.5672,3818.6972
2025-08-15,4530.53,4621.99,4646.48,4449.66,196.8199999999997,BULLISH,4695.6849999999995,4744.889999999999,4843.299999999999,4977.137599999999,4386.6776
2025-08-22,4239.11,4277.91,4311.93,4206.12,105.8100000000004,BULLISH,4338.382500000001,4364.835000000001,4417.740000000001,4489.690800000001,4172.2608
2025-08-29,4455.82,4473.84,4513.15,4431.09,82.05999999999949,BULLISH,4533.664999999999,4554.179999999999,4595.209999999999,4651.010799999999,4404.830800000001
2025-09-05,4301.57,4326.51,4348.58,4286.29,62.289999999999964,BULLISH,4364.1525,4379.725,4410.87,4453.2272,4266.3572
2025-09-12,4414.0,4517.75,4536.38,4412.02,124.35999999999967,BULLISH,4567.47,4598.5599999999995,4660.74,4745.3048,4372.224800000001
2025-09-19,4601.46,4553.99,4617.99,4528.5,89.48999999999978,BEARISH,4506.1275000000005,4483.755,4439.01,4378.156800000001,4646.6268
2025-09-26,3883.06,3942.79,3973.72,3846.57,127.14999999999964,BULLISH,4005.5074999999997,4037.2949999999996,4100.869999999999,4187.331999999999,3805.882
2025-10-03,4487.49,4493.38,4557.4,4453.5,103.89999999999964,BULLISH,4583.375,4609.349999999999,4661.299999999999,4731.951999999999,4420.252
2025-10-10,4333.55,4341.29,4390.49,4330.47,60.01999999999953,BULLISH,4405.495,4420.5,4450.509999999999,4491.323599999999,4311.2636
2025-10-17,3848.17,3909.47,3946.55,3836.52,110.0300000000002,BULLISH,3974.0575000000003,4001.5650000000005,4056.5800000000004,4131.4004,3801.3104
2025-10-24,3826.06,3971.98,3977.44,3818.21,159.23000000000002,BULLISH,4017.2475,4057.0550000000003,4136.67,4244.9464,3767.2564
2025-10-31,3753.5,3859.62,3870.49,3744.09,126.39999999999964,BULLISH,3902.0899999999997,3933.6899999999996,3996.8899999999994,4082.841999999999,3703.6420000000003
2025-11-07,3323.1,3363.84,3365.49,3272.09,93.39999999999964,BULLISH,3388.8399999999997,3412.1899999999996,3458.8899999999994,3522.401999999999,3242.202
2025-11-14,3176.25,3189.64,3269.07,3104.62,164.45000000000027,BULLISH,3310.1825000000003,3351.295,3433.5200000000004,3545.3460000000005,3051.9959999999996
2025-11-21,2876.12,2807.03,2902.79,2768.2,134.59000000000015,BEARISH,2734.5525,2700.9049999999997,2633.6099999999997,2542.0887999999995,2945.8588
2025-11-28,3029.31,3021.46,3031.49,2991.0,40.48999999999978,BEARISH,2980.8775,2970.755,2950.51,2922.9768000000004,3044.4467999999997
2025-12-05,3120.49,3153.3,3189.92,3120.42,69.5,BULLISH,3207.295,3224.67,3259.42,3306.6800000000003,3098.1800000000003
2025-12-12,3245.97,3244.8,3262.84,3181.83,81.01000000000022,BEARISH,3161.5775,3141.325,3100.8199999999997,3045.7331999999997,3288.7632000000003
