week_start,model,bias,asian_range,hit_neg25,hit_neg50,hit_neg100,hit_neg168,hit_132_inv
2023-03-31,7_day,BULLISH,36.05000000000018,True,True,True,True,True
2023-04-07,5_day,BULLISH,23.34999999999991,True,True,True,True,True
2023-04-07,7_day,BULLISH,23.34999999999991,True,True,True,True,True
2023-04-14,5_day,BULLISH,131.49000000000024,False,False,False,False,True
2023-04-14,7_day,BULLISH,131.49000000000024,False,False,False,False,True
2023-04-21,5_day,BULLISH,23.5,True,False,False,False,True
2023-04-21,7_day,BULLISH,23.5,True,False,False,False,True
2023-04-28,5_day,BEARISH,32.50999999999999,True,True,True,True,True
2023-04-28,7_day,BEARISH,32.50999999999999,True,True,True,True,True
2023-05-05,5_day,BULLISH,40.210000000000036,True,True,True,True,True
2023-05-05,7_day,BULLISH,40.210000000000036,True,True,True,True,True
2023-05-12,5_day,BEARISH,47.0,True,False,False,False,True
2023-05-12,7_day,BEARISH,47.0,True,False,False,False,True
2023-05-19,5_day,BULLISH,24.919999999999845,True,True,True,True,True
2023-05-19,7_day,BULLISH,24.919999999999845,True,True,True,True,True
2023-05-26,5_day,BEARISH,15.730000000000018,False,False,False,False,True
2023-05-26,7_day,BEARISH,15.730000000000018,False,False,False,False,True
2023-06-02,5_day,BULLISH,42.22000000000003,True,True,False,False,True
2023-06-02,7_day,BULLISH,42.22000000000003,True,True,False,False,True
2023-06-09,5_day,BEARISH,28.50999999999999,True,True,True,True,False
2023-06-09,7_day,BEARISH,28.50999999999999,True,True,True,True,False
2023-06-16,5_day,BEARISH,21.37000000000012,True,False,False,False,True
2023-06-16,7_day,BEARISH,21.37000000000012,True,False,False,False,True
2023-06-23,5_day,BEARISH,26.090000000000146,True,True,True,True,True
2023-06-23,7_day,BEARISH,26.090000000000146,True,True,True,True,True
2023-06-30,5_day,BULLISH,68.15999999999985,True,True,True,False,False
2023-06-30,7_day,BULLISH,68.15999999999985,True,True,True,False,False
2023-07-07,5_day,BEARISH,62.700000000000045,False,False,False,False,False
2023-07-07,7_day,BEARISH,62.700000000000045,False,False,False,False,True
2023-07-14,5_day,BULLISH,59.090000000000146,False,False,False,False,True
2023-07-14,7_day,BULLISH,59.090000000000146,False,False,False,False,True
2023-07-21,5_day,BULLISH,15.509999999999991,True,False,False,False,True
2023-07-21,7_day,BULLISH,15.509999999999991,True,False,False,False,True
2023-07-28,5_day,BULLISH,10.289999999999964,True,True,True,True,True
2023-07-28,7_day,BULLISH,10.289999999999964,True,True,True,True,True
2023-08-04,5_day,BEARISH,19.75,True,True,True,False,True
2023-08-04,7_day,BEARISH,19.75,True,True,True,False,True
2023-08-11,5_day,BEARISH,12.099999999999909,True,True,True,True,True
2023-08-11,7_day,BEARISH,12.099999999999909,True,True,True,True,True
2023-08-18,5_day,BEARISH,229.0,False,False,False,False,False
2023-08-18,7_day,BEARISH,229.0,False,False,False,False,False
2023-08-25,5_day,BEARISH,19.75999999999999,True,True,True,False,True
2023-08-25,7_day,BEARISH,19.75999999999999,True,True,True,False,True
2023-09-01,5_day,BULLISH,25.200000000000045,True,True,False,False,True
2023-09-01,7_day,BULLISH,25.200000000000045,True,True,False,False,True
2023-09-08,5_day,BULLISH,21.779999999999973,False,False,False,False,True
2023-09-08,7_day,BULLISH,21.779999999999973,False,False,False,False,True
2023-09-15,5_day,BULLISH,14.039999999999964,True,True,True,True,True
2023-09-15,7_day,BULLISH,14.039999999999964,True,True,True,True,True
2023-09-22,5_day,BULLISH,20.019999999999982,True,True,True,True,True
2023-09-22,7_day,BULLISH,20.019999999999982,True,True,True,True,True
2023-09-29,5_day,BEARISH,16.100000000000136,True,True,True,False,True
2023-09-29,7_day,BEARISH,16.100000000000136,True,True,True,True,True
2023-10-06,5_day,BULLISH,15.590000000000146,True,True,True,True,True
2023-10-06,7_day,BULLISH,15.590000000000146,True,True,True,True,True
2023-10-13,5_day,BULLISH,13.950000000000045,True,True,True,True,False
2023-10-13,7_day,BULLISH,13.950000000000045,True,True,True,True,False
2023-10-20,5_day,BULLISH,34.180000000000064,True,True,True,True,False
2023-10-20,7_day,BULLISH,34.180000000000064,True,True,True,True,False
2023-10-27,5_day,BEARISH,39.200000000000045,True,True,False,False,True
2023-10-27,7_day,BEARISH,39.200000000000045,True,True,False,False,True
2023-11-03,5_day,BEARISH,30.079999999999927,False,False,False,False,True
2023-11-03,7_day,BEARISH,30.079999999999927,False,False,False,False,True
2023-11-10,5_day,BULLISH,81.12999999999988,False,False,False,False,True
2023-11-10,7_day,BULLISH,81.12999999999988,False,False,False,False,True
2023-11-17,5_day,BULLISH,39.19999999999982,True,True,True,True,True
2023-11-17,7_day,BULLISH,39.19999999999982,True,True,True,True,True
2023-11-24,5_day,BULLISH,17.99000000000001,True,True,True,True,True
2023-11-24,7_day,BULLISH,17.99000000000001,True,True,True,True,True
2023-12-01,5_day,BULLISH,60.409999999999854,True,True,True,True,False
2023-12-01,7_day,BULLISH,60.409999999999854,True,True,True,True,False
2023-12-08,5_day,BULLISH,47.4399999999996,False,False,False,False,True
2023-12-08,7_day,BULLISH,47.4399999999996,False,False,False,False,True
2023-12-15,5_day,BEARISH,69.75,True,True,True,True,False
2023-12-15,7_day,BEARISH,69.75,True,True,True,True,False
2023-12-22,5_day,BULLISH,44.23999999999978,True,True,True,True,True
2023-12-22,7_day,BULLISH,44.23999999999978,True,True,True,True,True
2023-12-29,5_day,BULLISH,54.19999999999982,True,True,True,False,True
2023-12-29,7_day,BULLISH,54.19999999999982,True,True,True,False,True
2024-01-05,5_day,BEARISH,77.40000000000009,True,True,False,False,True
2024-01-05,7_day,BEARISH,77.40000000000009,True,True,False,False,True
2024-01-12,5_day,BULLISH,44.56999999999971,True,True,True,True,True
2024-01-12,7_day,BULLISH,44.56999999999971,True,True,True,True,True
2024-01-19,5_day,BULLISH,31.75,True,True,False,False,True
2024-01-19,7_day,BULLISH,31.75,True,True,False,False,True
2024-01-26,5_day,BULLISH,27.670000000000073,True,True,True,True,True
2024-01-26,7_day,BULLISH,27.670000000000073,True,True,True,True,True
2024-02-02,5_day,BULLISH,34.0,True,True,True,True,True
2024-02-02,7_day,BULLISH,34.0,True,True,True,True,True
2024-02-09,5_day,BULLISH,48.690000000000055,True,True,True,True,False
2024-02-09,7_day,BULLISH,48.690000000000055,True,True,True,True,False
2024-02-16,5_day,BULLISH,66.94000000000005,True,True,True,True,True
2024-02-16,7_day,BULLISH,66.94000000000005,True,True,True,True,True
2024-02-23,5_day,BEARISH,61.0300000000002,True,False,False,False,True
2024-02-23,7_day,BEARISH,61.0300000000002,True,False,False,False,True
2024-03-01,5_day,BULLISH,91.91999999999962,True,True,True,True,True
2024-03-01,7_day,BULLISH,91.91999999999962,True,True,True,True,True
2024-03-08,5_day,BULLISH,104.45000000000027,True,True,True,False,True
2024-03-08,7_day,BULLISH,104.45000000000027,True,True,True,False,True
2024-03-15,5_day,BEARISH,315.12999999999965,True,True,True,True,False
2024-03-15,7_day,BEARISH,315.12999999999965,True,True,True,True,False
2024-03-22,5_day,BULLISH,74.08000000000038,True,True,True,True,True
2024-03-22,7_day,BULLISH,74.08000000000038,True,True,True,True,True
2024-03-29,5_day,BULLISH,43.01000000000022,True,True,True,True,True
2024-03-29,7_day,BULLISH,43.01000000000022,True,True,True,True,True
2024-04-05,5_day,BEARISH,87.24000000000024,True,True,False,False,True
2024-04-05,7_day,BEARISH,87.24000000000024,True,True,False,False,True
2024-04-12,5_day,BULLISH,63.32999999999993,False,False,False,False,True
2024-04-12,7_day,BULLISH,63.32999999999993,False,False,False,False,True
2024-04-19,5_day,BEARISH,215.9000000000001,False,False,False,False,True
2024-04-19,7_day,BEARISH,215.9000000000001,False,False,False,False,True
2024-04-26,5_day,BEARISH,67.26000000000022,True,True,True,True,True
2024-04-26,7_day,BEARISH,67.26000000000022,True,True,True,True,True
2024-05-03,5_day,BULLISH,58.899999999999636,True,True,True,True,True
2024-05-03,7_day,BULLISH,58.899999999999636,True,True,True,True,True
2024-05-10,5_day,BULLISH,43.960000000000036,False,False,False,False,True
2024-05-10,7_day,BULLISH,43.960000000000036,False,False,False,False,True
2024-05-17,5_day,BULLISH,34.57999999999993,True,True,True,True,False
2024-05-17,7_day,BULLISH,34.57999999999993,True,True,True,True,False
2024-05-24,5_day,BULLISH,167.55999999999995,True,False,False,False,True
2024-05-24,7_day,BULLISH,167.55999999999995,True,False,False,False,True
2024-05-31,5_day,BULLISH,36.659999999999854,True,True,True,True,True
2024-05-31,7_day,BULLISH,36.659999999999854,True,True,True,True,True
2024-06-07,5_day,BULLISH,28.329999999999927,True,True,False,False,True
2024-06-07,7_day,BULLISH,28.329999999999927,True,True,False,False,True
2024-06-14,5_day,BULLISH,51.340000000000146,True,True,True,True,True
2024-06-14,7_day,BULLISH,51.340000000000146,True,True,True,True,True
2024-06-21,5_day,BEARISH,44.84999999999991,True,True,True,True,False
2024-06-21,7_day,BEARISH,44.84999999999991,True,True,True,True,False
2024-06-28,5_day,BULLISH,52.309999999999945,True,True,False,False,True
2024-06-28,7_day,BULLISH,52.309999999999945,True,True,False,False,True
2024-07-05,5_day,BEARISH,364.52,False,False,False,False,False
2024-07-05,7_day,BEARISH,364.52,False,False,False,False,False
2024-07-12,5_day,BEARISH,66.37000000000035,False,False,False,False,True
2024-07-12,7_day,BEARISH,66.37000000000035,False,False,False,False,True
2024-07-19,5_day,BULLISH,54.09999999999991,True,True,True,True,True
2024-07-19,7_day,BULLISH,54.09999999999991,True,True,True,True,True
2024-07-26,5_day,BULLISH,109.03999999999996,True,True,True,False,False
2024-07-26,7_day,BULLISH,109.03999999999996,True,True,True,False,True
2024-08-02,5_day,BEARISH,82.07999999999993,True,True,True,True,False
2024-08-02,7_day,BEARISH,82.07999999999993,True,True,True,True,False
2024-08-09,5_day,BULLISH,155.67000000000007,True,False,False,False,True
2024-08-09,7_day,BULLISH,155.67000000000007,True,False,False,False,True
2024-08-16,5_day,BULLISH,76.90999999999985,True,True,True,False,False
2024-08-16,7_day,BULLISH,76.90999999999985,True,True,True,False,False
2024-08-23,5_day,BULLISH,38.179999999999836,True,True,True,True,True
2024-08-23,7_day,BULLISH,38.179999999999836,True,True,True,True,True
2024-08-30,5_day,BEARISH,35.379999999999654,True,True,True,True,True
2024-08-30,7_day,BEARISH,35.379999999999654,True,True,True,True,True
2024-09-06,5_day,BULLISH,58.960000000000036,False,False,False,False,True
2024-09-06,7_day,BULLISH,58.960000000000036,False,False,False,False,True
2024-09-13,5_day,BEARISH,33.06999999999971,True,True,True,True,True
2024-09-13,7_day,BEARISH,33.06999999999971,True,True,True,True,True
2024-09-20,5_day,BULLISH,110.23000000000002,True,True,True,False,False
2024-09-20,7_day,BULLISH,110.23000000000002,True,True,True,False,False
2024-09-27,5_day,BULLISH,34.620000000000346,True,True,True,True,True
2024-09-27,7_day,BULLISH,34.620000000000346,True,True,True,True,True
2024-10-04,5_day,BULLISH,48.85999999999967,True,True,True,True,False
2024-10-04,7_day,BULLISH,48.85999999999967,True,True,True,True,False
2024-10-11,5_day,BULLISH,55.88000000000011,True,True,True,True,False
2024-10-11,7_day,BULLISH,55.88000000000011,True,True,True,True,False
2024-10-18,5_day,BULLISH,55.429999999999836,True,True,True,True,True
2024-10-18,7_day,BULLISH,55.429999999999836,True,True,True,True,True
2024-10-25,5_day,BEARISH,71.9699999999998,True,True,True,False,True
2024-10-25,7_day,BEARISH,71.9699999999998,True,True,True,False,True
2024-11-01,5_day,BEARISH,65.67999999999984,True,True,True,True,True
2024-11-01,7_day,BEARISH,65.67999999999984,True,True,True,True,True
2024-11-08,5_day,BULLISH,91.51999999999998,True,True,True,True,False
2024-11-08,7_day,BULLISH,91.51999999999998,True,True,True,True,False
2024-11-15,5_day,BEARISH,108.17000000000007,False,False,False,False,True
2024-11-15,7_day,BEARISH,108.17000000000007,False,False,False,False,True
2024-11-22,5_day,BULLISH,122.75,True,True,True,True,True
2024-11-22,7_day,BULLISH,122.75,True,True,True,True,True
2024-11-29,5_day,BULLISH,52.629999999999654,True,True,True,True,True
2024-11-29,7_day,BULLISH,52.629999999999654,True,True,True,True,True
2024-12-06,5_day,BULLISH,270.87999999999965,True,True,False,False,True
2024-12-06,7_day,BULLISH,270.87999999999965,True,True,False,False,True
2024-12-13,5_day,BULLISH,104.98999999999978,True,True,True,False,True
2024-12-13,7_day,BULLISH,104.98999999999978,True,True,True,False,True
2024-12-20,5_day,BEARISH,113.23999999999978,True,True,True,True,True
2024-12-20,7_day,BEARISH,113.23999999999978,True,True,True,True,True
2024-12-27,5_day,BULLISH,82.28999999999996,True,True,False,False,False
2024-12-27,7_day,BULLISH,82.28999999999996,True,True,True,False,False
2025-01-03,5_day,BULLISH,55.120000000000346,True,True,True,True,True
2025-01-03,7_day,BULLISH,55.120000000000346,True,True,True,True,True
2025-01-10,5_day,BULLISH,94.33999999999969,True,True,True,True,True
2025-01-10,7_day,BULLISH,94.33999999999969,True,True,True,True,True
2025-01-17,5_day,BULLISH,129.94000000000005,True,True,False,False,True
2025-01-17,7_day,BULLISH,129.94000000000005,True,True,False,False,True
2025-01-24,5_day,BULLISH,164.26999999999998,False,False,False,False,True
2025-01-24,7_day,BULLISH,164.26999999999998,False,False,False,False,True
2025-01-31,5_day,BULLISH,66.40999999999985,True,True,True,True,True
2025-01-31,7_day,BULLISH,66.40999999999985,True,True,True,True,True
2025-02-07,5_day,BULLISH,88.44000000000005,True,True,False,False,True
2025-02-07,7_day,BULLISH,88.44000000000005,True,True,False,False,True
2025-02-14,5_day,BULLISH,59.059999999999945,True,True,True,True,True
2025-02-14,7_day,BULLISH,59.059999999999945,True,True,True,True,True
2025-02-21,5_day,BULLISH,34.159999999999854,True,True,True,True,True
2025-02-21,7_day,BULLISH,34.159999999999854,True,True,True,True,True
2025-02-28,5_day,BEARISH,222.21000000000004,True,False,False,False,True
2025-02-28,7_day,BEARISH,222.21000000000004,True,False,False,False,True
2025-03-07,5_day,BEARISH,127.38999999999987,True,True,True,True,False
2025-03-07,7_day,BEARISH,127.38999999999987,True,True,True,True,False
2025-03-14,5_day,BULLISH,57.17000000000007,True,True,True,True,False
2025-03-14,7_day,BULLISH,57.17000000000007,True,True,True,True,False
2025-03-21,5_day,BULLISH,24.139999999999873,True,True,True,True,True
2025-03-21,7_day,BULLISH,24.139999999999873,True,True,True,True,True
2025-03-28,5_day,BEARISH,121.28999999999996,True,True,True,False,False
2025-03-28,7_day,BEARISH,121.28999999999996,True,True,True,False,False
2025-04-04,5_day,BEARISH,52.20999999999981,True,True,True,True,False
2025-04-04,7_day,BEARISH,52.20999999999981,True,True,True,True,False
2025-04-11,5_day,BULLISH,53.690000000000055,True,True,True,True,False
2025-04-11,7_day,BULLISH,53.690000000000055,True,True,True,True,False
2025-04-18,5_day,BEARISH,14.759999999999991,True,True,True,True,True
2025-04-18,7_day,BEARISH,14.759999999999991,True,True,True,True,True
2025-04-25,5_day,BULLISH,52.190000000000055,True,True,True,False,False
2025-04-25,7_day,BULLISH,52.190000000000055,True,True,True,False,False
2025-05-02,5_day,BULLISH,18.690000000000055,True,True,True,False,True
2025-05-02,7_day,BULLISH,18.690000000000055,True,True,True,True,True
2025-05-09,5_day,BULLISH,87.76999999999998,True,True,True,True,False
2025-05-09,7_day,BULLISH,87.76999999999998,True,True,True,True,False
2025-05-16,5_day,BULLISH,78.15000000000009,True,True,False,False,True
2025-05-16,7_day,BULLISH,78.15000000000009,True,True,True,False,True
2025-05-23,5_day,BULLISH,105.78999999999996,False,False,False,False,True
2025-05-23,7_day,BULLISH,105.78999999999996,True,True,False,False,True
2025-05-30,5_day,BEARISH,111.62999999999965,True,True,False,False,False
2025-05-30,7_day,BEARISH,111.62999999999965,True,True,True,False,False
2025-06-06,5_day,BULLISH,80.5300000000002,True,True,True,True,False
2025-06-06,7_day,BULLISH,80.5300000000002,True,True,True,True,False
2025-06-13,5_day,BEARISH,222.92000000000007,False,False,False,False,False
2025-06-13,7_day,BEARISH,222.92000000000007,False,False,False,False,False
2025-06-20,5_day,BEARISH,29.079999999999927,True,True,True,True,True
2025-06-20,7_day,BEARISH,29.079999999999927,True,True,True,True,True
2025-06-27,5_day,BULLISH,74.71000000000004,True,True,True,True,False
2025-06-27,7_day,BULLISH,74.71000000000004,True,True,True,True,False
2025-07-04,5_day,BEARISH,34.36999999999989,True,True,True,True,True
2025-07-04,7_day,BEARISH,34.36999999999989,True,True,True,True,True
2025-07-11,5_day,BULLISH,190.30000000000018,True,True,True,True,False
2025-07-11,7_day,BULLISH,190.30000000000018,True,True,True,True,False
2025-07-18,5_day,BULLISH,212.05000000000018,True,True,True,False,False
2025-07-18,7_day,BULLISH,212.05000000000018,True,True,True,False,False
2025-07-25,5_day,BEARISH,169.30999999999995,False,False,False,False,True
2025-07-25,7_day,BEARISH,169.30999999999995,False,False,False,False,True
2025-08-01,5_day,BEARISH,142.64999999999964,True,True,True,True,False
2025-08-01,7_day,BEARISH,142.64999999999964,True,True,True,True,True
2025-08-08,5_day,BULLISH,112.28999999999996,True,True,True,True,False
2025-08-08,7_day,BULLISH,112.28999999999996,True,True,True,True,False
2025-08-15,5_day,BULLISH,196.8199999999997,False,False,False,False,True
2025-08-15,7_day,BULLISH,196.8199999999997,False,False,False,False,True
2025-08-22,5_day,BULLISH,105.8100000000004,True,True,True,True,False
2025-08-22,7_day,BULLISH,105.8100000000004,True,True,True,True,False
2025-08-29,5_day,BULLISH,82.05999999999949,False,False,False,False,True
2025-08-29,7_day,BULLISH,82.05999999999949,False,False,False,False,True
2025-09-05,5_day,BULLISH,62.289999999999964,True,True,True,True,True
