week_start,bias,fib_level,target_price,hit_found,day_hit,hour_hit,asian_range,day_name,session
2023-03-31,BULLISH,132_inv,1737.0539999999999,True,0.0,4.0,36.05000000000018,Monday,Asian
2023-04-07,BULLISH,132_inv,1818.548,True,4.0,10.0,23.34999999999991,Friday,London
2023-04-14,BULLISH,132_inv,1928.7931999999998,True,2.0,11.0,131.49000000000024,Wednesday,London
2023-04-21,BULLISH,132_inv,1893.14,True,4.0,8.0,23.5,Friday,London
2023-04-28,BEARISH,132_inv,1902.3432,True,6.0,18.0,32.50999999999999,Sunday,NY
2023-05-05,BULLISH,132_inv,1823.2528,True,5.0,17.0,40.210000000000036,Saturday,NY
2023-05-12,BEARISH,132_inv,1782.51,True,5.0,1.0,47.0,Saturday,Asian
2023-05-19,BULLISH,132_inv,1755.1656,True,2.0,16.0,24.919999999999845,Wednesday,NY
2023-05-26,BEARISH,132_inv,1784.2036,True,4.0,11.0,15.730000000000018,Friday,London
2023-06-02,BULLISH,132_inv,1800.0795999999998,True,0.0,18.0,42.22000000000003,Monday,NY
2023-06-16,BEARISH,132_inv,1654.2684000000002,True,4.0,19.0,21.37000000000012,Friday,NY
2023-06-23,BEARISH,132_inv,1863.7588,True,4.0,18.0,26.090000000000146,Friday,NY
2023-07-07,BEARISH,132_inv,1873.9840000000002,True,3.0,18.0,62.700000000000045,Thursday,NY
2023-07-14,BULLISH,132_inv,1919.9311999999998,True,4.0,21.0,59.090000000000146,Friday,NY
2023-07-21,BULLISH,132_inv,1847.8868,True,6.0,2.0,15.509999999999991,Sunday,Asian
2023-07-28,BULLISH,132_inv,1818.1872,True,6.0,23.0,10.289999999999964,Sunday,NY
2023-08-04,BEARISH,132_inv,1820.25,True,1.0,19.0,19.75,Tuesday,NY
2023-08-11,BEARISH,132_inv,1825.372,True,6.0,22.0,12.099999999999909,Sunday,NY
2023-08-25,BEARISH,132_inv,1638.1732,True,4.0,17.0,19.75999999999999,Friday,NY
2023-09-01,BULLISH,132_inv,1588.0559999999998,True,4.0,20.0,25.200000000000045,Friday,NY
2023-09-08,BULLISH,132_inv,1598.3704,True,4.0,13.0,21.779999999999973,Friday,London
2023-09-15,BULLISH,132_inv,1584.0872,True,4.0,17.0,14.039999999999964,Friday,NY
2023-09-22,BULLISH,132_inv,1536.7736,True,0.0,2.0,20.019999999999982,Monday,Asian
2023-09-29,BEARISH,132_inv,1630.7920000000001,True,4.0,10.0,16.100000000000136,Friday,London
2023-10-06,BULLISH,132_inv,1571.6211999999998,True,0.0,12.0,15.590000000000146,Monday,London
2023-10-27,BEARISH,132_inv,1791.4740000000002,True,6.0,16.0,39.200000000000045,Sunday,NY
2023-11-03,BEARISH,132_inv,1783.1056,True,4.0,19.0,30.079999999999927,Friday,NY
2023-11-10,BULLISH,132_inv,1999.4884000000002,True,5.0,3.0,81.12999999999988,Saturday,Asian
2023-11-17,BULLISH,132_inv,1907.6060000000002,True,4.0,16.0,39.19999999999982,Friday,NY
2023-11-24,BULLISH,132_inv,2021.3131999999998,True,6.0,18.0,17.99000000000001,Sunday,NY
2023-12-08,BULLISH,132_inv,2300.8492,True,4.0,15.0,47.4399999999996,Friday,London
2023-12-22,BULLISH,132_inv,2185.6632000000004,True,1.0,18.0,44.23999999999978,Tuesday,NY
2023-12-29,BULLISH,132_inv,2262.496,True,4.0,18.0,54.19999999999982,Friday,NY
2024-01-05,BEARISH,132_inv,2279.828,True,0.0,20.0,77.40000000000009,Monday,NY
2024-01-12,BULLISH,132_inv,2534.2676,True,4.0,19.0,44.56999999999971,Friday,NY
2024-01-19,BULLISH,132_inv,2400.48,True,4.0,18.0,31.75,Friday,NY
2024-01-26,BULLISH,132_inv,2168.8855999999996,True,4.0,9.0,27.670000000000073,Friday,London
2024-02-02,BULLISH,132_inv,2242.5499999999997,True,6.0,21.0,34.0,Sunday,NY
2024-02-16,BULLISH,132_inv,2769.2492,True,4.0,17.0,66.94000000000005,Friday,NY
2024-02-23,BEARISH,132_inv,3013.1396,True,6.0,3.0,61.0300000000002,Sunday,Asian
2024-03-01,BULLISH,132_inv,3269.3856000000005,True,1.0,21.0,91.91999999999962,Tuesday,NY
2024-03-08,BULLISH,132_inv,3806.216,True,0.0,1.0,104.45000000000027,Monday,Asian
2024-03-22,BULLISH,132_inv,3430.0143999999996,True,4.0,13.0,74.08000000000038,Friday,London
2024-03-29,BULLISH,132_inv,3529.4368,True,4.0,10.0,43.01000000000022,Friday,London
2024-04-05,BEARISH,132_inv,3365.6968,True,6.0,0.0,87.24000000000024,Sunday,Asian
2024-04-12,BULLISH,132_inv,3469.1944,True,4.0,16.0,63.32999999999993,Friday,NY
2024-04-19,BEARISH,132_inv,3145.6980000000003,True,5.0,20.0,215.9000000000001,Saturday,NY
2024-04-26,BEARISH,132_inv,3209.2832000000003,True,5.0,20.0,67.26000000000022,Saturday,NY
2024-05-03,BULLISH,132_inv,2954.952,True,4.0,13.0,58.899999999999636,Friday,London
2024-05-10,BULLISH,132_inv,2997.9928,True,4.0,17.0,43.960000000000036,Friday,NY
2024-05-24,BULLISH,132_inv,3682.4308,True,4.0,9.0,167.55999999999995,Friday,London
2024-05-31,BULLISH,132_inv,3722.3188,True,1.0,3.0,36.659999999999854,Tuesday,Asian
2024-06-07,BULLISH,132_inv,3782.7444,True,4.0,15.0,28.329999999999927,Friday,London
2024-06-14,BULLISH,132_inv,3438.7812,True,4.0,19.0,51.340000000000146,Friday,NY
2024-06-28,BULLISH,132_inv,3416.7008,True,4.0,11.0,52.309999999999945,Friday,London
2024-07-12,BEARISH,132_inv,3139.2484000000004,True,4.0,19.0,66.37000000000035,Friday,NY
2024-07-19,BULLISH,132_inv,3362.2780000000002,True,2.0,22.0,54.09999999999991,Wednesday,NY
2024-07-26,BULLISH,132_inv,3112.1372,True,3.0,18.0,109.03999999999996,Thursday,NY
2024-08-09,BULLISH,132_inv,2515.8455999999996,True,0.0,3.0,155.67000000000007,Monday,Asian
2024-08-23,BULLISH,132_inv,2600.3024,True,1.0,17.0,38.179999999999836,Tuesday,NY
2024-08-30,BEARISH,132_inv,2548.5415999999996,True,4.0,15.0,35.379999999999654,Friday,London
2024-09-06,BULLISH,132_inv,2328.3228,True,4.0,10.0,58.960000000000036,Friday,London
2024-09-13,BEARISH,132_inv,2381.9523999999997,True,4.0,18.0,33.06999999999971,Friday,NY
2024-09-27,BULLISH,132_inv,2601.6415999999995,True,0.0,5.0,34.620000000000346,Monday,Asian
2024-10-18,BULLISH,132_inv,2576.3724,True,2.0,11.0,55.429999999999836,Wednesday,London
2024-10-25,BEARISH,132_inv,2581.5004,True,1.0,1.0,71.9699999999998,Tuesday,Asian
2024-11-01,BEARISH,132_inv,2552.5076,True,4.0,16.0,65.67999999999984,Friday,NY
2024-11-15,BEARISH,132_inv,3157.4244,True,5.0,5.0,108.17000000000007,Saturday,Asian
2024-11-22,BULLISH,132_inv,3266.45,True,4.0,15.0,122.75,Friday,London
2024-11-29,BULLISH,132_inv,3534.0184000000004,True,1.0,16.0,52.629999999999654,Tuesday,NY
2024-12-06,BULLISH,132_inv,3558.4084000000003,True,0.0,23.0,270.87999999999965,Monday,NY
2024-12-13,BULLISH,132_inv,3799.9032,True,2.0,21.0,104.98999999999978,Wednesday,NY
2024-12-20,BEARISH,132_inv,3499.4768,True,5.0,7.0,113.23999999999978,Saturday,Asian
2025-01-03,BULLISH,132_inv,3402.0615999999995,True,1.0,21.0,55.120000000000346,Tuesday,NY
2025-01-10,BULLISH,132_inv,3154.5912000000003,True,0.0,11.0,94.33999999999969,Monday,London
2025-01-17,BULLISH,132_inv,3223.6191999999996,True,6.0,10.0,129.94000000000005,Sunday,London
2025-01-24,BULLISH,132_inv,3191.1335999999997,True,0.0,3.0,164.26999999999998,Monday,Asian
2025-01-31,BULLISH,132_inv,3189.5588,True,5.0,21.0,66.40999999999985,Saturday,NY
2025-02-07,BULLISH,132_inv,2620.3492,True,4.0,22.0,88.44000000000005,Friday,NY
2025-02-14,BULLISH,132_inv,2641.0308,True,0.0,7.0,59.059999999999945,Monday,Asian
2025-02-21,BULLISH,132_inv,2711.3288000000002,True,4.0,17.0,34.159999999999854,Friday,NY
2025-02-28,BEARISH,132_inv,2382.8372,True,6.0,18.0,222.21000000000004,Sunday,NY
2025-03-21,BULLISH,132_inv,1962.4252000000001,True,4.0,11.0,24.139999999999873,Friday,London
2025-04-18,BEARISH,132_inv,1594.1932,True,4.0,15.0,14.759999999999991,Friday,London
2025-05-02,BULLISH,132_inv,1824.3192,True,4.0,10.0,18.690000000000055,Friday,London
2025-05-16,BULLISH,132_inv,2484.032,True,5.0,3.0,78.15000000000009,Saturday,Asian
2025-05-23,BULLISH,132_inv,2591.8271999999997,True,4.0,14.0,105.78999999999996,Friday,London
2025-06-20,BEARISH,132_inv,2539.4256,True,4.0,10.0,29.079999999999927,Friday,London
2025-07-04,BEARISH,132_inv,2612.1684,True,1.0,20.0,34.36999999999989,Tuesday,NY
2025-07-25,BEARISH,132_inv,3794.1392,True,6.0,8.0,169.30999999999995,Sunday,London
2025-08-01,BEARISH,132_inv,3800.8879999999995,True,3.0,13.0,142.64999999999964,Thursday,London
2025-08-15,BULLISH,132_inv,4386.6776,True,4.0,19.0,196.8199999999997,Friday,NY
2025-08-29,BULLISH,132_inv,4404.830800000001,True,4.0,10.0,82.05999999999949,Friday,London
2025-09-05,BULLISH,132_inv,4266.3572,True,4.0,17.0,62.289999999999964,Friday,NY
2025-10-03,BULLISH,132_inv,4420.252,True,2.0,7.0,103.89999999999964,Wednesday,Asian
2025-10-10,BULLISH,132_inv,4311.2636,True,4.0,10.0,60.01999999999953,Friday,London
2025-10-17,BULLISH,132_inv,3801.3104,True,4.0,10.0,110.0300000000002,Friday,London
2025-10-24,BULLISH,132_inv,3767.2564,True,3.0,16.0,159.23000000000002,Thursday,NY
2025-10-31,BULLISH,132_inv,3703.6420000000003,True,0.0,8.0,126.39999999999964,Monday,London
2025-11-07,BULLISH,132_inv,3242.202,True,4.0,13.0,93.39999999999964,Friday,London
2025-11-14,BULLISH,132_inv,3051.9959999999996,True,6.0,19.0,164.45000000000027,Sunday,NY
2025-11-21,BEARISH,132_inv,2945.8588,True,0.0,20.0,134.59000000000015,Monday,NY
2025-11-28,BEARISH,132_inv,3044.4467999999997,True,4.0,10.0,40.48999999999978,Friday,London
2025-12-05,BULLISH,132_inv,3098.1800000000003,True,4.0,15.0,69.5,Friday,London
