cycle_id,wall_clock_utc,canonical_bar_open_time,bar_close_time,three_leg_sync,signal_bar_age_sec,bar_gap_status,gbpaud_close,gbpnzd_close,audnzd_close,basis,z,primary_state,primary_decision,control_state,control_decision,bid_ga,ask_ga,bid_gn,ask_gn,bid_an,ask_an,spread_ga,spread_gn,spread_an,quote_age_ms_ga,quote_age_ms_gn,quote_age_ms_an,cross_leg_skew_ms,metadata_hash,ledger_seq,engine_health,reconciliation_state,order_send_guard,shadow_order_would_send,server_offset_s,clock_calibration,note
6,2026-08-16 21:52:00.465366+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90914,1.91201,2.29586,2.29988,1.20142,1.20404,287.0,402.0,262.0,0,0,1000,1,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.5,OK,NO_NEW_SIGNAL_BAR
7,2026-08-16 21:52:12.470918+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90929,1.91216,2.29566,2.29989,1.20118,1.20399,287.0,423.0,281.0,0,0,5000,5,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.5,OK,NO_NEW_SIGNAL_BAR
8,2026-08-16 21:52:24.475709+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90912,1.91199,2.29547,2.29988,1.20128,1.20399,287.0,441.0,271.0,0,9000,0,9,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.5,OK,NO_NEW_SIGNAL_BAR
9,2026-08-16 21:52:36.486254+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.9092,1.91207,2.29566,2.29988,1.20128,1.20399,287.0,422.0,271.0,0,0,8000,8,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10793.5,OK,NO_NEW_SIGNAL_BAR
10,2026-08-16 21:52:48.490231+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90915,1.91202,2.29556,2.29986,1.20128,1.20399,287.0,430.0,271.0,0,0,15000,15,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10788.5,OK,NO_NEW_SIGNAL_BAR
11,2026-08-16 21:53:00.496350+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90915,1.91202,2.29551,2.29991,1.20128,1.20399,287.0,440.0,271.0,0,0,35000,35,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.5,OK,NO_NEW_SIGNAL_BAR
12,2026-08-16 21:53:12.502977+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.9092,1.91207,2.29566,2.29991,1.20128,1.20401,287.0,425.0,273.0,0,0,5000,5,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.5,OK,NO_NEW_SIGNAL_BAR
13,2026-08-16 21:53:24.507265+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90907,1.91194,2.29527,2.29998,1.20128,1.20401,287.0,471.0,273.0,0,0,0,0,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.5,OK,NO_NEW_SIGNAL_BAR
14,2026-08-16 21:53:36.510320+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90919,1.91206,2.29544,2.3,1.20123,1.20401,287.0,456.0,278.0,0,0,7000,7,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.5,OK,NO_NEW_SIGNAL_BAR
15,2026-08-16 21:53:48.523761+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90933,1.9122,2.29559,2.3,1.20113,1.20401,287.0,441.0,288.0,0,0,0,0,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10793.5,OK,NO_NEW_SIGNAL_BAR
16,2026-08-16 21:54:00.540904+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90881,1.91168,2.29537,2.29935,1.20133,1.20401,287.0,398.0,268.0,0,0,4000,4,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10795.5,OK,NO_NEW_SIGNAL_BAR
17,2026-08-16 21:54:12.545992+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90886,1.91173,2.2953,2.29935,1.20123,1.20401,287.0,405.0,278.0,0,0,5000,5,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.5,OK,NO_NEW_SIGNAL_BAR
18,2026-08-16 21:54:24.548424+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90877,1.91164,2.29529,2.29915,1.20123,1.20401,287.0,386.0,278.0,0,0,11000,11,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10790.5,OK,NO_NEW_SIGNAL_BAR
19,2026-08-16 21:54:36.551653+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90876,1.91163,2.29529,2.29913,1.20123,1.20401,287.0,384.0,278.0,0,0,22000,22,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10789.4,OK,NO_NEW_SIGNAL_BAR
20,2026-08-16 21:54:48.563206+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90885,1.91172,2.29549,2.2994,1.20123,1.20413,287.0,391.0,290.0,0,0,3000,3,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.4,OK,NO_NEW_SIGNAL_BAR
21,2026-08-16 21:55:00.565656+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90877,1.91164,2.29531,2.29938,1.20123,1.20413,287.0,407.0,290.0,0,0,12000,12,29c8e8cea821de51,3,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10794.4,OK,NO_NEW_SIGNAL_BAR
22,2026-08-16 21:55:12.571099+00:00,2026-08-17 00:50:00+00:00,2026-08-17 00:55:00+00:00,True,305,OK,1.90876,2.29529,1.20123,-0.00105935,0.0,,no_action,,no_action,1.90873,1.9116,2.2953,2.29935,1.20124,1.20415,287.0,405.0,291.0,0,0,4000,4,29c8e8cea821de51,3,HEALTHY,FLAT_OK,ACTIVE,,10792.4,OK,
23,2026-08-16 21:55:24.690876+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90882,1.91169,2.2955,2.29936,1.20124,1.20415,287.0,386.0,291.0,0,0,16000,20,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10792.3,OK,NO_NEW_SIGNAL_BAR
24,2026-08-16 21:55:36.741320+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90874,1.91161,2.29547,2.29931,1.20132,1.20411,287.0,384.0,279.0,0,0,0,0,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.3,OK,NO_NEW_SIGNAL_BAR
25,2026-08-16 21:55:48.744792+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90881,1.91168,2.29565,2.29933,1.20132,1.20412,287.0,368.0,280.0,0,0,3000,9,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10790.3,OK,NO_NEW_SIGNAL_BAR
26,2026-08-16 21:56:00.748505+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90889,1.91176,2.29566,2.29934,1.20122,1.20412,287.0,368.0,290.0,0,0,0,3,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10791.3,OK,NO_NEW_SIGNAL_BAR
27,2026-08-16 21:56:12.752233+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90881,1.91168,2.29566,2.29942,1.20132,1.20416,287.0,376.0,284.0,0,0,0,1,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10789.2,OK,NO_NEW_SIGNAL_BAR
