entry_time,direction,raw_residual_pct,tb_b_residual_pct,tb_b_q0,tb_b_q1,tb_b_q2,raw_q0,raw_q1,raw_q2
2024-09-04 14:30:00,LONG,11.8228,0.0168,0.355981,0.322094,0.321926,0.314489,0.294358,0.391154
2024-09-06 11:50:00,SHORT,16.1919,0.0157,0.356631,0.321606,0.321763,0.307204,0.269371,0.423425
2024-09-11 09:55:00,SHORT,61.06,0.0214,0.356213,0.321787,0.322001,0.154514,0.153479,0.692007
2024-09-11 11:45:00,SHORT,24.0899,0.0243,0.356068,0.321845,0.322087,0.265937,0.275314,0.458749
2024-09-11 15:25:00,SHORT,36.5729,0.0326,0.355889,0.321892,0.322218,0.242058,0.207202,0.55074
2024-09-13 12:50:00,SHORT,35.5272,0.0242,0.355535,0.322112,0.322354,0.230282,0.238484,0.531234
2024-09-20 09:25:00,SHORT,49.8989,0.0158,0.354526,0.322658,0.322816,0.188974,0.184342,0.626684
2024-09-26 11:25:00,LONG,39.1889,0.0248,0.354653,0.322798,0.322549,0.227459,0.209614,0.562926
2024-10-02 08:00:00,SHORT,40.2699,0.0367,0.353766,0.322934,0.323301,0.209842,0.229834,0.560323
2024-10-04 15:40:00,LONG,61.3716,0.0098,0.35196,0.324069,0.323971,0.163069,0.122104,0.714827
2024-10-08 08:45:00,SHORT,48.4374,0.0122,0.353062,0.323408,0.32353,0.179654,0.211668,0.608678
2024-10-18 08:55:00,LONG,48.3594,0.0099,0.351634,0.324232,0.324134,0.17516,0.217762,0.607078
2024-10-23 08:10:00,LONG,32.0711,0.0136,0.351747,0.324194,0.324059,0.25317,0.218311,0.528519
2024-10-28 09:50:00,LONG,38.8828,0.0158,0.351906,0.324126,0.323968,0.221347,0.217152,0.561501
2024-10-29 08:20:00,SHORT,26.4157,0.0075,0.352995,0.323465,0.32354,0.250662,0.277384,0.471954
2024-10-30 10:40:00,SHORT,51.8274,0.0154,0.353221,0.323312,0.323467,0.17619,0.187591,0.636219
2024-10-31 13:20:00,SHORT,32.9519,0.0185,0.352824,0.323495,0.32368,0.24697,0.223908,0.529123
2024-11-05 09:30:00,SHORT,41.5845,0.0159,0.352068,0.323886,0.324045,0.212731,0.208483,0.578786
2024-11-07 09:40:00,SHORT,47.0047,0.0316,0.351449,0.324118,0.324434,0.192348,0.195666,0.611985
2024-11-08 13:40:00,LONG,34.9773,0.0317,0.351943,0.324187,0.32387,0.228969,0.238895,0.532137
2024-11-12 13:00:00,SHORT,30.448,0.0277,0.352494,0.323615,0.323892,0.25785,0.225076,0.517074
2024-11-13 13:55:00,SHORT,26.4196,0.0122,0.352591,0.323644,0.323765,0.267618,0.243891,0.488491
2024-11-21 09:35:00,LONG,45.0371,0.0035,0.35061,0.324713,0.324677,0.215675,0.1676,0.616725
2024-11-29 12:55:00,SHORT,18.9898,0.0079,0.352689,0.323616,0.323695,0.295839,0.258265,0.445896
2024-12-03 11:50:00,LONG,35.4957,0.0098,0.352586,0.323756,0.323658,0.232781,0.227841,0.539379
2024-12-06 11:00:00,LONG,21.7357,0.0242,0.353444,0.323399,0.323157,0.317931,0.232356,0.449713
2024-12-13 12:15:00,LONG,56.4444,0.0123,0.35192,0.324102,0.323978,0.161806,0.169823,0.668371
2024-12-18 08:00:00,SHORT,39.2023,0.0238,0.352643,0.32356,0.323797,0.226214,0.205768,0.568018
2024-12-23 11:55:00,LONG,47.9824,0.0221,0.351775,0.324223,0.324002,0.19856,0.176979,0.624461
2025-01-02 11:10:00,SHORT,43.6975,0.0237,0.35138,0.324192,0.324428,0.205019,0.20186,0.593121
2025-01-03 11:50:00,LONG,45.4453,0.0152,0.351109,0.324521,0.324369,0.198115,0.199256,0.602629
2025-01-07 09:40:00,SHORT,45.2835,0.006,0.35163,0.324155,0.324215,0.203755,0.19075,0.605495
2025-01-08 08:15:00,SHORT,22.2148,0.0207,0.35156,0.324117,0.324324,0.282193,0.252283,0.465523
2025-01-10 10:50:00,LONG,33.7773,0.0123,0.351223,0.32445,0.324327,0.239681,0.227257,0.533061
2025-01-15 09:45:00,SHORT,72.1823,0.0177,0.351769,0.324027,0.324204,0.115199,0.113013,0.771788
2025-01-24 12:20:00,LONG,51.128,0.0181,0.351568,0.324306,0.324126,0.185533,0.172349,0.642117
2025-01-30 10:25:00,LONG,39.5238,0.0184,0.352351,0.323916,0.323732,0.223458,0.20837,0.568172
2025-01-31 12:55:00,SHORT,31.37,0.0221,0.352389,0.323695,0.323916,0.24759,0.236174,0.516236
2025-02-07 11:40:00,SHORT,18.8987,0.0144,0.351292,0.324282,0.324426,0.28825,0.270843,0.440907
2025-02-13 12:15:00,SHORT,46.0033,0.0116,0.350296,0.324794,0.32491,0.207295,0.173547,0.619158
2025-02-14 13:55:00,LONG,32.3853,0.028,0.350747,0.324767,0.324487,0.240316,0.238139,0.521545
2025-02-20 11:40:00,LONG,38.5693,0.0217,0.350384,0.324916,0.3247,0.219993,0.219041,0.560966
2025-02-25 08:35:00,SHORT,15.8469,0.016,0.351188,0.324326,0.324486,0.301219,0.273866,0.424915
2025-02-25 12:15:00,LONG,34.9536,0.0168,0.351308,0.32443,0.324262,0.252428,0.199018,0.548554
2025-02-27 10:25:00,LONG,38.6621,0.0131,0.351248,0.324441,0.32431,0.222488,0.215311,0.562201
2025-02-28 12:15:00,LONG,30.6736,0.0139,0.350984,0.324578,0.324439,0.258379,0.219438,0.522184
2025-03-03 13:20:00,LONG,33.2292,0.0149,0.350845,0.324652,0.324503,0.240001,0.230881,0.529117
2025-03-04 10:05:00,SHORT,48.5654,0.0112,0.351621,0.324133,0.324245,0.184256,0.19781,0.617934
2025-03-05 14:55:00,SHORT,38.4765,0.0157,0.351559,0.324142,0.324299,0.216063,0.229469,0.554468
2025-03-06 12:05:00,SHORT,38.7877,0.0082,0.351925,0.323996,0.324079,0.225036,0.210427,0.564537
2025-03-07 11:50:00,SHORT,18.6177,0.0142,0.352215,0.323822,0.323963,0.278309,0.294304,0.427388
2025-03-11 13:50:00,LONG,17.1048,0.0172,0.35253,0.323821,0.323649,0.286905,0.29285,0.420246
2025-03-17 12:25:00,LONG,42.6072,0.024,0.353405,0.323418,0.323178,0.213839,0.201345,0.584816
2025-03-21 14:30:00,SHORT,32.4841,0.007,0.354363,0.322783,0.322853,0.239314,0.246603,0.514083
2025-03-28 13:10:00,LONG,45.6843,0.0124,0.352748,0.323688,0.323564,0.198369,0.20082,0.600811
2025-04-04 09:25:00,LONG,46.1097,0.0413,0.355032,0.322691,0.322277,0.191087,0.217523,0.59139
2025-04-11 11:30:00,SHORT,55.489,0.054,0.358417,0.320521,0.321062,0.161555,0.195803,0.642642
2025-04-16 08:15:00,SHORT,17.3636,0.0391,0.358152,0.320729,0.321119,0.286812,0.299945,0.413242
2025-04-22 09:00:00,LONG,49.2437,0.0334,0.359797,0.320269,0.319934,0.198011,0.188544,0.613445
2025-05-02 11:25:00,LONG,46.9995,0.0351,0.356536,0.321908,0.321556,0.218372,0.161348,0.62028
2025-05-13 14:30:00,SHORT,34.8381,0.0227,0.355209,0.322282,0.322509,0.242576,0.220559,0.536865
2025-05-14 10:30:00,LONG,48.5949,0.0308,0.355066,0.322621,0.322313,0.1948,0.187733,0.617467
2025-05-23 08:20:00,LONG,29.1039,0.0274,0.355741,0.322266,0.321992,0.270995,0.220646,0.508359
2025-06-04 10:40:00,SHORT,51.8238,0.0165,0.357615,0.32111,0.321275,0.191595,0.17044,0.637965
2025-06-05 14:25:00,SHORT,27.7158,0.0194,0.357636,0.321085,0.321279,0.276581,0.22573,0.497689
2025-06-06 12:30:00,SHORT,18.7912,0.0215,0.357541,0.321122,0.321337,0.302744,0.256044,0.441212
2025-06-20 09:45:00,SHORT,66.3844,0.0251,0.356723,0.321513,0.321764,0.142483,0.12975,0.727768
2025-06-23 15:45:00,LONG,55.5259,0.0321,0.356588,0.321866,0.321546,0.170324,0.175929,0.653747
2025-06-24 12:35:00,SHORT,54.2387,0.0093,0.357176,0.321366,0.321459,0.190035,0.150629,0.659336
2025-06-30 12:55:00,SHORT,38.4804,0.0206,0.357524,0.321135,0.321341,0.221706,0.232882,0.545412
2025-07-01 12:50:00,SHORT,42.1304,0.0147,0.357598,0.321128,0.321274,0.212634,0.217612,0.569754
2025-07-07 15:55:00,LONG,48.7787,0.0157,0.356307,0.321925,0.321768,0.203558,0.172362,0.624081
2025-07-10 13:35:00,SHORT,29.1276,0.019,0.354802,0.322504,0.322694,0.262087,0.234381,0.503533
2025-07-15 12:40:00,SHORT,28.3382,0.0112,0.353752,0.323068,0.32318,0.259174,0.245014,0.495812
2025-07-22 10:00:00,LONG,48.5743,0.0124,0.353867,0.323128,0.323005,0.20502,0.164664,0.630317
2025-07-28 13:25:00,LONG,46.9254,0.0151,0.354621,0.322765,0.322614,0.20154,0.188445,0.610015
2025-07-29 10:25:00,LONG,57.4601,0.0082,0.3543,0.322891,0.322809,0.168916,0.153795,0.677289
2025-08-01 11:25:00,LONG,41.9589,0.0186,0.353925,0.32313,0.322944,0.224988,0.187141,0.587871
2025-08-07 14:35:00,LONG,62.6454,0.026,0.353897,0.323181,0.322921,0.150887,0.140286,0.708826
2025-08-13 08:00:00,LONG,28.7066,0.0192,0.353802,0.323195,0.323003,0.255523,0.249369,0.495108
2025-08-25 09:20:00,SHORT,48.7749,0.0137,0.35141,0.324227,0.324363,0.195152,0.174282,0.630566
2025-08-25 13:05:00,LONG,34.5073,0.0099,0.351407,0.324346,0.324247,0.24513,0.210425,0.544446
2025-08-28 13:40:00,LONG,33.2689,0.0167,0.350607,0.32478,0.324614,0.248056,0.214489,0.537455
2025-09-02 11:55:00,LONG,67.6724,0.0139,0.350511,0.324814,0.324675,0.132675,0.117863,0.749462
2025-09-04 13:25:00,SHORT,22.8786,0.0182,0.350064,0.324877,0.325059,0.282772,0.244221,0.473007
2025-09-05 13:30:00,LONG,13.4993,0.0213,0.350166,0.325023,0.32481,0.308715,0.279939,0.411346
2025-09-10 12:45:00,SHORT,12.7368,0.019,0.35036,0.324725,0.324915,0.327781,0.272426,0.399793
2025-09-11 11:25:00,LONG,35.3034,0.0158,0.349953,0.325102,0.324945,0.254781,0.196093,0.549127
2025-09-11 13:25:00,SHORT,29.0576,0.0178,0.349816,0.325003,0.325181,0.255165,0.237287,0.507548
2025-09-12 12:55:00,LONG,37.8943,0.0165,0.349568,0.325298,0.325133,0.237109,0.191974,0.570917
2025-09-15 11:10:00,LONG,51.9245,0.0116,0.349285,0.325416,0.3253,0.186115,0.157164,0.656721
2025-09-22 13:10:00,LONG,29.4994,0.0184,0.347773,0.326205,0.326022,0.2731,0.215953,0.510947
2025-09-23 15:25:00,LONG,49.12,0.0053,0.34736,0.326346,0.326294,0.193147,0.164099,0.642754
2025-09-26 12:40:00,SHORT,32.7578,0.0129,0.345978,0.326947,0.327075,0.244057,0.215354,0.54059
2025-09-29 13:55:00,SHORT,19.7874,0.0197,0.345591,0.327108,0.327302,0.280678,0.265854,0.453468
2025-09-30 10:40:00,SHORT,67.6864,0.0431,0.344963,0.327306,0.327731,0.122885,0.116426,0.760689
2025-10-02 12:35:00,SHORT,43.6106,0.0088,0.345919,0.326997,0.327084,0.201591,0.195291,0.603118
2025-10-06 08:10:00,SHORT,21.5437,0.0186,0.346081,0.326867,0.327052,0.273589,0.264042,0.462369
2025-10-10 14:15:00,LONG,13.7541,0.0413,0.345247,0.327582,0.327171,0.311825,0.275317,0.412858
2025-10-10 14:30:00,LONG,6.8495,0.0634,0.345432,0.327599,0.326968,0.334062,0.298721,0.367217
2025-10-17 10:05:00,SHORT,40.5436,0.0248,0.346809,0.326475,0.326716,0.209549,0.210715,0.579735
2025-10-21 12:30:00,LONG,42.0583,0.0194,0.346032,0.327079,0.326889,0.208559,0.197411,0.59403
2025-10-23 11:55:00,LONG,47.5424,0.0052,0.346205,0.326923,0.326872,0.191591,0.178731,0.629678
2025-10-24 10:00:00,SHORT,53.6448,0.0132,0.346504,0.326683,0.326813,0.166908,0.16947,0.663622
2025-10-27 08:00:00,SHORT,10.1149,0.032,0.345455,0.327114,0.327431,0.347439,0.275706,0.376855
2025-10-28 08:00:00,SHORT,28.0922,0.0106,0.34562,0.327137,0.327242,0.254501,0.238399,0.5071
2025-10-30 11:40:00,SHORT,41.0661,0.0211,0.344689,0.32755,0.327761,0.199923,0.219141,0.580936
2025-11-07 09:20:00,LONG,33.6447,0.0296,0.34183,0.32923,0.32894,0.25849,0.202531,0.538979
2025-11-14 12:55:00,SHORT,24.4153,0.0308,0.342731,0.328482,0.328786,0.279015,0.238416,0.482569
2025-11-18 09:05:00,SHORT,36.6534,0.0202,0.343395,0.328203,0.328402,0.238737,0.197365,0.563899
2025-11-24 08:00:00,LONG,22.6337,0.0269,0.342462,0.328901,0.328637,0.269811,0.254421,0.475767
2025-11-25 13:05:00,LONG,17.8019,0.0219,0.342594,0.32881,0.328596,0.309109,0.256436,0.434455
2025-11-28 13:10:00,LONG,36.2406,0.0166,0.344214,0.327975,0.32781,0.232169,0.202713,0.565118
2025-12-02 12:00:00,LONG,41.9029,0.0085,0.343761,0.328162,0.328077,0.215261,0.182855,0.601884
2025-12-03 13:50:00,LONG,10.8385,0.0291,0.343874,0.328207,0.327918,0.313561,0.289027,0.397412
2025-12-05 08:25:00,SHORT,35.9832,0.0163,0.343121,0.328358,0.32852,0.27061,0.184779,0.544611
2025-12-12 12:50:00,LONG,30.1929,0.0108,0.343369,0.328369,0.328262,0.246006,0.230321,0.523673
2025-12-17 12:35:00,LONG,31.1011,0.0231,0.343826,0.328202,0.327973,0.240966,0.232842,0.526192
2025-12-19 14:40:00,LONG,40.6792,0.0151,0.342931,0.328609,0.32846,0.22826,0.182474,0.589266
2025-12-29 13:15:00,LONG,28.1691,0.0188,0.342069,0.329058,0.328873,0.285603,0.216353,0.498044
2026-01-02 08:50:00,LONG,29.0509,0.0335,0.340596,0.329866,0.329538,0.281373,0.214059,0.504568
2026-01-06 12:25:00,SHORT,36.9756,0.0284,0.34045,0.329636,0.329914,0.226981,0.201632,0.571388
2026-01-09 12:55:00,LONG,12.6539,0.0054,0.339681,0.330186,0.330133,0.340274,0.266594,0.393132
2026-01-14 08:05:00,LONG,21.5045,0.0169,0.339867,0.330149,0.329984,0.304895,0.24003,0.455075
2026-01-15 13:00:00,SHORT,20.6188,0.0205,0.33966,0.330069,0.330271,0.300653,0.246579,0.452767
2026-01-16 12:25:00,LONG,25.5265,0.0252,0.340262,0.329993,0.329745,0.304602,0.220067,0.475332
2026-01-20 11:30:00,SHORT,46.8845,0.0126,0.342092,0.328891,0.329016,0.185711,0.184532,0.629757
2026-01-21 12:50:00,SHORT,19.6913,0.0301,0.34156,0.32907,0.32937,0.277473,0.264682,0.457845
2026-01-29 08:00:00,LONG,43.9412,0.0247,0.340251,0.329998,0.329751,0.184692,0.21089,0.604419
2026-02-05 14:45:00,SHORT,52.5975,0.0195,0.340084,0.32986,0.330055,0.169491,0.155177,0.675333
2026-02-09 10:50:00,LONG,47.5513,0.0187,0.338929,0.330629,0.330442,0.209524,0.157482,0.632994
2026-02-09 13:50:00,SHORT,45.5241,0.0329,0.338839,0.330416,0.330745,0.192125,0.176317,0.631558
2026-02-17 12:40:00,SHORT,15.0234,0.0152,0.338896,0.330476,0.330628,0.302446,0.27366,0.423894
2026-02-24 08:00:00,LONG,29.0919,0.0199,0.336213,0.331993,0.331794,0.265168,0.221957,0.512876
2026-02-26 12:15:00,LONG,19.3656,0.0233,0.335585,0.332324,0.332091,0.280437,0.262953,0.45661
2026-03-03 08:35:00,LONG,21.4688,0.0193,0.334281,0.332956,0.332763,0.24739,0.292894,0.459716
2026-03-05 08:10:00,SHORT,21.1632,0.0137,0.335133,0.332365,0.332502,0.265303,0.261532,0.473165
2026-03-06 11:05:00,LONG,12.3657,0.0131,0.334825,0.332653,0.332522,0.300341,0.288001,0.411658
2026-03-13 08:35:00,LONG,13.4756,0.0255,0.331315,0.334469,0.334216,0.329828,0.267708,0.402464
2026-03-18 10:25:00,LONG,37.1692,0.014,0.330802,0.334668,0.33453,0.213374,0.207467,0.579159
2026-03-19 12:20:00,LONG,19.921,0.0429,0.331565,0.33443,0.334005,0.269273,0.265758,0.464969
2026-03-23 10:05:00,SHORT,13.4504,0.0238,0.333,0.333381,0.333619,0.289792,0.287852,0.422356
2026-03-23 10:15:00,SHORT,5.1474,0.0354,0.332893,0.333377,0.33373,0.317567,0.315479,0.366953
2026-03-23 14:05:00,LONG,36.6834,0.0338,0.333088,0.333625,0.333287,0.20741,0.218588,0.574002
2026-03-24 15:45:00,SHORT,28.1692,0.0326,0.333967,0.332854,0.333178,0.246255,0.236026,0.517718
2026-03-26 10:50:00,LONG,33.1979,0.0291,0.333513,0.333388,0.333099,0.243627,0.212197,0.544176
2026-03-27 11:35:00,SHORT,39.7714,0.022,0.333975,0.332903,0.333122,0.191355,0.220698,0.587948
2026-03-30 09:10:00,SHORT,25.144,0.0266,0.33362,0.333058,0.333322,0.244573,0.259465,0.495962
2026-04-02 08:05:00,LONG,23.3844,0.0193,0.332496,0.333848,0.333657,0.257894,0.254131,0.487975
2026-04-02 12:05:00,SHORT,33.3258,0.016,0.332516,0.333663,0.333821,0.221191,0.222776,0.556034
2026-04-03 10:30:00,LONG,31.7867,0.009,0.331421,0.334334,0.334245,0.250364,0.215885,0.533751
2026-04-10 15:30:00,SHORT,33.6225,0.0203,0.331377,0.334211,0.334412,0.263303,0.200236,0.536461
2026-04-14 10:05:00,SHORT,34.1329,0.0252,0.332041,0.333854,0.334105,0.24601,0.206331,0.54766
2026-04-15 13:55:00,SHORT,32.3712,0.0213,0.331245,0.334272,0.334483,0.221759,0.227265,0.550976
2026-04-16 13:55:00,LONG,15.664,0.0095,0.330201,0.334946,0.334853,0.339253,0.252053,0.408693
2026-04-17 13:30:00,LONG,3.6015,0.0133,0.329988,0.335072,0.334941,0.352828,0.325733,0.32144
2026-04-22 14:30:00,SHORT,22.038,0.0081,0.331142,0.334389,0.334469,0.296181,0.24172,0.462099
2026-04-24 10:30:00,LONG,31.8769,0.0173,0.330058,0.335057,0.334886,0.259875,0.210678,0.529447
2026-04-30 11:25:00,LONG,18.8281,0.0369,0.329802,0.335281,0.334918,0.29245,0.259635,0.447915
2026-05-01 13:35:00,LONG,19.7606,0.0087,0.329541,0.335272,0.335187,0.313796,0.244299,0.441905
2026-05-07 08:40:00,LONG,14.0927,0.0155,0.330445,0.334854,0.334701,0.292429,0.283322,0.424249
2026-05-12 13:15:00,SHORT,34.5835,0.0113,0.330536,0.334676,0.334788,0.235428,0.209369,0.555203
2026-05-14 08:10:00,LONG,24.2502,0.022,0.32921,0.335503,0.335287,0.281492,0.238003,0.480505
2026-05-29 12:00:00,SHORT,31.5074,0.0117,0.333253,0.333315,0.333432,0.260583,0.212171,0.527246
