plateau,chain,start,end,duration_d,release_trigger,release_z,fwd14_mkt_ret
P2_VELOCITY_NO_BREADTH,MARKET,150,152,3,chain_tvl_med_chg7,0.2504,-0.05174
P2_VELOCITY_NO_BREADTH,MARKET,166,170,5,chain_tvl_med_chg7,0.2346,0.034
P2_VELOCITY_NO_BREADTH,MARKET,196,198,3,btc_return_30d,0.516,-0.13367
P2_VELOCITY_NO_BREADTH,MARKET,347,350,4,btc_return_30d,0.1407,0.05717
P2_VELOCITY_NO_BREADTH,MARKET,436,438,3,btc_return_30d,0.2697,-0.02377
P2_VELOCITY_NO_BREADTH,MARKET,564,571,8,chain_tvl_med_chg7,1.0755,-0.03945
P2_VELOCITY_NO_BREADTH,MARKET,669,673,5,chain_tvl_med_chg7,0.4308,-0.00118
P2_VELOCITY_NO_BREADTH,MARKET,683,685,3,btc_return_30d,0.5238,0.00952
P2_VELOCITY_NO_BREADTH,MARKET,851,853,3,chain_tvl_med_chg7,0.3891,0.00491
P2_VELOCITY_NO_BREADTH,MARKET,1320,1322,3,btc_return_30d,1.3906,-0.05946
P2_VELOCITY_NO_BREADTH,MARKET,1416,1418,3,btc_return_30d,0.7233,-0.00052
P2_VELOCITY_NO_BREADTH,MARKET,1663,1665,3,chain_tvl_med_chg7,2.0834,0.00158
P2_VELOCITY_NO_BREADTH,MARKET,1925,1928,4,chain_tvl_med_chg7,0.8634,0.00389
P3_CONC_NO_ROUTE,MARKET,8,17,10,,0.0,-0.00749
P3_CONC_NO_ROUTE,MARKET,18,32,15,btc_dominance,0.8982,0.00598
P3_CONC_NO_ROUTE,MARKET,66,68,3,top3_share_chg7,1.427,0.01598
P3_CONC_NO_ROUTE,MARKET,123,126,4,eth_btc_relative_return_30d,0.7377,0.01353
P3_CONC_NO_ROUTE,MARKET,134,137,4,top3_share_chg7,0.7002,0.0
P3_CONC_NO_ROUTE,MARKET,371,374,4,stablecoin_change_30d,0.1633,0.00531
P3_CONC_NO_ROUTE,MARKET,379,384,6,btc_dominance,0.0441,0.04064
P3_CONC_NO_ROUTE,MARKET,407,410,4,top3_share_chg7,0.527,0.01121
P3_CONC_NO_ROUTE,MARKET,491,494,4,top3_share_chg7,0.3496,-0.02139
P3_CONC_NO_ROUTE,MARKET,563,571,9,btc_dominance,0.1816,-0.03945
P3_CONC_NO_ROUTE,MARKET,575,582,8,top3_share_chg7,0.2347,-0.04381
P3_CONC_NO_ROUTE,MARKET,584,586,3,btc_dominance,0.3525,0.03267
P3_CONC_NO_ROUTE,MARKET,589,593,5,stablecoin_change_30d,0.3058,0.00675
P3_CONC_NO_ROUTE,MARKET,600,604,5,top3_share_chg7,0.1559,0.02749
P3_CONC_NO_ROUTE,MARKET,605,609,5,top3_share_chg7,0.3415,-0.06055
P3_CONC_NO_ROUTE,MARKET,613,615,3,stablecoin_change_30d,0.1157,0.0207
P3_CONC_NO_ROUTE,MARKET,642,646,5,eth_btc_relative_return_30d,0.2766,0.0293
P3_CONC_NO_ROUTE,MARKET,651,653,3,eth_btc_relative_return_30d,0.383,-0.02772
P3_CONC_NO_ROUTE,MARKET,682,685,4,eth_btc_relative_return_30d,0.3345,0.00952
P3_CONC_NO_ROUTE,MARKET,686,691,6,stablecoin_change_30d,1.2377,-0.00734
P3_CONC_NO_ROUTE,MARKET,733,737,5,eth_btc_relative_return_30d,1.701,0.02163
P3_CONC_NO_ROUTE,MARKET,798,804,7,btc_dominance,0.3544,-0.01117
P3_CONC_NO_ROUTE,MARKET,805,814,10,top3_share_chg7,0.7706,0.02021
P3_CONC_NO_ROUTE,MARKET,828,832,5,top3_share_chg7,0.8847,0.01205
P3_CONC_NO_ROUTE,MARKET,837,839,3,eth_btc_relative_return_30d,0.5499,0.02368
P3_CONC_NO_ROUTE,MARKET,844,848,5,top3_share_chg7,0.5673,-0.01233
P3_CONC_NO_ROUTE,MARKET,851,855,5,top3_share_chg7,0.4196,0.02193
P3_CONC_NO_ROUTE,MARKET,860,862,3,top3_share_chg7,0.9702,-0.02276
P3_CONC_NO_ROUTE,MARKET,867,870,4,eth_btc_relative_return_30d,0.5179,-0.00092
P3_CONC_NO_ROUTE,MARKET,871,873,3,top3_share_chg7,0.527,0.00569
P3_CONC_NO_ROUTE,MARKET,887,900,14,top3_share_chg7,0.3602,0.00253
P3_CONC_NO_ROUTE,MARKET,903,906,4,top3_share_chg7,0.8109,-0.00594
P3_CONC_NO_ROUTE,MARKET,957,959,3,top3_share_chg7,0.5052,-0.02805
P3_CONC_NO_ROUTE,MARKET,960,962,3,top3_share_chg7,0.482,-0.00354
P3_CONC_NO_ROUTE,MARKET,977,992,16,eth_btc_relative_return_30d,0.6604,-0.00445
P3_CONC_NO_ROUTE,MARKET,997,1008,12,top3_share_chg7,0.5039,0.00211
P3_CONC_NO_ROUTE,MARKET,1015,1020,6,top3_share_chg7,0.7446,0.01301
P3_CONC_NO_ROUTE,MARKET,1021,1042,22,top3_share_chg7,0.7872,0.0078
P3_CONC_NO_ROUTE,MARKET,1057,1059,3,eth_btc_relative_return_30d,0.5787,-0.01344
P3_CONC_NO_ROUTE,MARKET,1088,1095,8,eth_btc_relative_return_30d,0.5956,-0.00448
P3_CONC_NO_ROUTE,MARKET,1097,1100,4,eth_btc_relative_return_30d,0.1766,-0.01226
P3_CONC_NO_ROUTE,MARKET,1103,1105,3,stablecoin_change_30d,0.1617,0.01806
P3_CONC_NO_ROUTE,MARKET,1106,1108,3,top3_share_chg7,0.5464,-0.0019
P3_CONC_NO_ROUTE,MARKET,1109,1125,17,top3_share_chg7,0.6866,0.0
P3_CONC_NO_ROUTE,MARKET,1134,1136,3,top3_share_chg7,3.8238,0.00431
P3_CONC_NO_ROUTE,MARKET,1141,1174,34,top3_share_chg7,0.7198,0.01029
P3_CONC_NO_ROUTE,MARKET,1225,1228,4,eth_btc_relative_return_30d,0.5263,-0.00951
P3_CONC_NO_ROUTE,MARKET,1256,1268,13,top3_share_chg7,3.9007,0.0157
P3_CONC_NO_ROUTE,MARKET,1273,1275,3,eth_btc_relative_return_30d,2.7244,0.01173
P3_CONC_NO_ROUTE,MARKET,1279,1292,14,btc_dominance,1.7891,0.02405
P3_CONC_NO_ROUTE,MARKET,1296,1299,4,top3_share_chg7,1.2223,0.09683
P3_CONC_NO_ROUTE,MARKET,1312,1316,5,top3_share_chg7,0.6013,0.01621
P3_CONC_NO_ROUTE,MARKET,1317,1319,3,eth_btc_relative_return_30d,1.0158,-0.03654
P3_CONC_NO_ROUTE,MARKET,1320,1322,3,eth_btc_relative_return_30d,1.5941,-0.05946
P3_CONC_NO_ROUTE,MARKET,1325,1327,3,top3_share_chg7,0.384,-0.0326
P3_CONC_NO_ROUTE,MARKET,1356,1359,4,top3_share_chg7,2.3153,0.09501
P3_CONC_NO_ROUTE,MARKET,1374,1380,7,top3_share_chg7,0.9645,-0.00914
P3_CONC_NO_ROUTE,MARKET,1384,1392,9,top3_share_chg7,0.7541,0.00036
P3_CONC_NO_ROUTE,MARKET,1399,1401,3,btc_dominance,0.2532,0.00105
P3_CONC_NO_ROUTE,MARKET,1420,1423,4,top3_share_chg7,7.1152,-0.01589
P3_CONC_NO_ROUTE,MARKET,1429,1431,3,top3_share_chg7,0.2734,-0.02061
P3_CONC_NO_ROUTE,MARKET,1432,1447,16,top3_share_chg7,0.6265,0.01655
P3_CONC_NO_ROUTE,MARKET,1449,1454,6,stablecoin_change_30d,0.3934,-0.02441
P3_CONC_NO_ROUTE,MARKET,1455,1460,6,top3_share_chg7,2.8584,-0.02941
P3_CONC_NO_ROUTE,MARKET,1487,1489,3,top3_share_chg7,19.3872,-0.03275
P3_CONC_NO_ROUTE,MARKET,1492,1496,5,top3_share_chg7,11.8744,-0.00873
P3_CONC_NO_ROUTE,MARKET,1514,1519,6,top3_share_chg7,1.4135,-0.00524
P3_CONC_NO_ROUTE,MARKET,1528,1531,4,top3_share_chg7,0.1102,0.08277
P3_CONC_NO_ROUTE,MARKET,1588,1592,5,top3_share_chg7,0.3162,0.00531
P3_CONC_NO_ROUTE,MARKET,1636,1638,3,top3_share_chg7,1.3647,-0.04306
P3_CONC_NO_ROUTE,MARKET,1641,1643,3,eth_btc_relative_return_30d,1.0469,-0.09977
P3_CONC_NO_ROUTE,MARKET,1648,1650,3,stablecoin_change_30d,0.6139,-0.03328
P3_CONC_NO_ROUTE,MARKET,1682,1685,4,eth_btc_relative_return_30d,0.6964,0.0077
P3_CONC_NO_ROUTE,MARKET,1703,1705,3,stablecoin_change_30d,0.1241,-0.01475
P3_CONC_NO_ROUTE,MARKET,1706,1709,4,top3_share_chg7,0.814,0.08061
P3_CONC_NO_ROUTE,MARKET,1710,1714,5,top3_share_chg7,0.784,0.02121
P3_CONC_NO_ROUTE,MARKET,1738,1741,4,top3_share_chg7,1.1033,0.04201
P3_CONC_NO_ROUTE,MARKET,1754,1757,4,top3_share_chg7,1.5548,0.00505
P3_CONC_NO_ROUTE,MARKET,1758,1761,4,top3_share_chg7,1.4137,0.01294
P3_CONC_NO_ROUTE,MARKET,1765,1768,4,btc_dominance,0.5925,0.01198
P3_CONC_NO_ROUTE,MARKET,1773,1775,3,top3_share_chg7,2.5754,0.01585
P3_CONC_NO_ROUTE,MARKET,1781,1785,5,top3_share_chg7,1.4246,-0.02369
P3_CONC_NO_ROUTE,MARKET,1789,1791,3,eth_btc_relative_return_30d,0.741,-0.0008
P3_CONC_NO_ROUTE,MARKET,1858,1862,5,top3_share_chg7,1.0792,0.01522
P3_CONC_NO_ROUTE,MARKET,1864,1870,7,top3_share_chg7,2.2407,-0.02188
P3_CONC_NO_ROUTE,MARKET,1871,1873,3,top3_share_chg7,2.3993,0.01439
P3_CONC_NO_ROUTE,MARKET,1885,1888,4,btc_dominance,1.2301,-0.05014
P3_CONC_NO_ROUTE,MARKET,1894,1896,3,top3_share_chg7,4.184,-0.0322
P3_CONC_NO_ROUTE,MARKET,1899,1901,3,stablecoin_change_30d,0.9114,-0.01445
P3_CONC_NO_ROUTE,MARKET,1934,1936,3,stablecoin_change_30d,0.3161,0.00277
P3_CONC_NO_ROUTE,MARKET,1942,1952,11,stablecoin_change_30d,0.1384,0.00273
P3_CONC_NO_ROUTE,MARKET,1953,1961,9,stablecoin_change_30d,0.1563,-0.01476
P3_CONC_NO_ROUTE,MARKET,1963,1965,3,top3_share_chg7,0.1288,-0.01388
P3_CONC_NO_ROUTE,MARKET,1971,1975,5,eth_btc_relative_return_30d,0.2752,-0.04621
P3_CONC_NO_ROUTE,MARKET,1979,1985,7,top3_share_chg7,0.0602,0.00757
P3_CONC_NO_ROUTE,MARKET,1986,1989,4,btc_dominance,0.1223,-0.00471
P3_CONC_NO_ROUTE,MARKET,1990,1995,6,btc_dominance,0.1616,-0.01626
P3_CONC_NO_ROUTE,MARKET,2026,2028,3,top3_share_chg7,0.2079,0.03667
P3_CONC_NO_ROUTE,MARKET,2031,2040,10,top3_share_chg7,1.2919,0.00565
P3_CONC_NO_ROUTE,MARKET,2041,2044,4,top3_share_chg7,0.8035,-0.01346
P3_CONC_NO_ROUTE,MARKET,2045,2047,3,top3_share_chg7,2.2127,0.00326
P3_CONC_NO_ROUTE,MARKET,2048,2051,4,top3_share_chg7,1.2639,0.0096
P3_CONC_NO_ROUTE,MARKET,2052,2055,4,top3_share_chg7,0.3454,-0.02304
P3_CONC_NO_ROUTE,MARKET,2064,2072,9,btc_dominance,0.5824,0.0073
P3_CONC_NO_ROUTE,MARKET,2077,2080,4,btc_dominance,0.451,0.01824
P3_CONC_NO_ROUTE,MARKET,2095,2102,8,top3_share_chg7,0.2523,-0.04854
P3_CONC_NO_ROUTE,MARKET,2146,2148,3,top3_share_chg7,2.0742,0.01482
P3_CONC_NO_ROUTE,MARKET,2153,2160,8,top3_share_chg7,0.6109,0.01228
P3_CONC_NO_ROUTE,MARKET,2162,2179,18,top3_share_chg7,0.8911,0.06877
P3_CONC_NO_ROUTE,MARKET,2180,2183,4,top3_share_chg7,0.7886,
P3_CONC_NO_ROUTE,MARKET,2184,2191,8,top3_share_chg7,1.651,
