event_id,exit_date,first_destination,outcome_family,subperiod,days_to_destination_d,axis,lattice,seq
EXIT_005,2020-12-18,BTC_CONCENTRATION,REENTRY,2020-2021,1,micro,0-1-3,CONCENTRATION_REBUILD->BREADTH_EXPANSION->RANK_RECRUITMENT
EXIT_005,2020-12-18,BTC_CONCENTRATION,REENTRY,2020-2021,1,micro,0-3-7,CONCENTRATION_REBUILD->RANK_RECRUITMENT->BREADTH_FADE
EXIT_005,2020-12-18,BTC_CONCENTRATION,REENTRY,2020-2021,1,micro,0-7-14,CONCENTRATION_REBUILD->BREADTH_FADE->BREADTH_FADE
EXIT_005,2020-12-18,BTC_CONCENTRATION,REENTRY,2020-2021,1,micro,0-14-30,CONCENTRATION_REBUILD->BREADTH_FADE->BREADTH_EXPANSION
EXIT_005,2020-12-18,BTC_CONCENTRATION,REENTRY,2020-2021,1,breadth,0-1-3,BREADTH_STABLE->BREADTH_EXPANDING->BREADTH_FADING
EXIT_005,2020-12-18,BTC_CONCENTRATION,REENTRY,2020-2021,1,breadth,0-3-7,BREADTH_STABLE->BREADTH_FADING->BREADTH_FADING
EXIT_005,2020-12-18,BTC_CONCENTRATION,REENTRY,2020-2021,1,breadth,0-7-14,BREADTH_STABLE->BREADTH_FADING->BREADTH_FADING
EXIT_005,2020-12-18,BTC_CONCENTRATION,REENTRY,2020-2021,1,breadth,0-14-30,BREADTH_STABLE->BREADTH_FADING->BREADTH_EXPANDING
EXIT_005,2020-12-18,BTC_CONCENTRATION,REENTRY,2020-2021,1,rank,0-1-3,RANK_STALL->RANK_STALL->RANK_RECRUITING
EXIT_005,2020-12-18,BTC_CONCENTRATION,REENTRY,2020-2021,1,rank,0-3-7,RANK_STALL->RANK_RECRUITING->RANK_STALL
EXIT_005,2020-12-18,BTC_CONCENTRATION,REENTRY,2020-2021,1,rank,0-7-14,RANK_STALL->RANK_STALL->RANK_DETERIORATING
EXIT_005,2020-12-18,BTC_CONCENTRATION,REENTRY,2020-2021,1,rank,0-14-30,RANK_STALL->RANK_DETERIORATING->RANK_STALL
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,canonical,0-1-3,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->ETH_BROADENING
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,canonical,0-3-7,MIXED_NO_CLEAR_ROUTE->ETH_BROADENING->ETH_BROADENING
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->ETH_BROADENING->BROAD_RISK_EXPANSION
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,canonical,0-14-30,MIXED_NO_CLEAR_ROUTE->BROAD_RISK_EXPANSION->BROAD_RISK_EXPANSION
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,micro,0-1-3,BREADTH_EXPANSION->RANK_RECRUITMENT->CONCENTRATION_RELEASE
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,micro,0-3-7,BREADTH_EXPANSION->CONCENTRATION_RELEASE->RANK_RECRUITMENT
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,micro,0-7-14,BREADTH_EXPANSION->RANK_RECRUITMENT->BREADTH_EXPANSION
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,micro,0-14-30,BREADTH_EXPANSION->BREADTH_EXPANSION->RANK_RECRUITMENT
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,breadth,0-1-3,BREADTH_EXPANDING->BREADTH_EXPANDING->BREADTH_STABLE
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,breadth,0-3-7,BREADTH_EXPANDING->BREADTH_STABLE->BREADTH_FADING
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,breadth,0-7-14,BREADTH_EXPANDING->BREADTH_FADING->BREADTH_EXPANDING
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,breadth,0-14-30,BREADTH_EXPANDING->BREADTH_EXPANDING->BREADTH_STABLE
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,rank,0-1-3,RANK_STALL->RANK_RECRUITING->RANK_STALL
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,rank,0-3-7,RANK_STALL->RANK_STALL->RANK_RECRUITING
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,rank,0-7-14,RANK_STALL->RANK_RECRUITING->RANK_DETERIORATING
EXIT_006,2021-01-20,ETH_BROADENING,SUCCESS,2020-2021,2,rank,0-14-30,RANK_STALL->RANK_DETERIORATING->RANK_RECRUITING
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,canonical,0-1-3,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->STABLECOIN_PARKING
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,canonical,0-3-7,MIXED_NO_CLEAR_ROUTE->STABLECOIN_PARKING->BTC_CONCENTRATION
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->STABLECOIN_PARKING
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,canonical,0-14-30,MIXED_NO_CLEAR_ROUTE->STABLECOIN_PARKING->BTC_CONCENTRATION
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,micro,0-1-3,BREADTH_EXPANSION->BREADTH_FADE->BREADTH_FADE
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,micro,0-3-7,BREADTH_EXPANSION->BREADTH_FADE->BREADTH_EXPANSION
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,micro,0-7-14,BREADTH_EXPANSION->BREADTH_EXPANSION->BTC_WEAKNESS
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,micro,0-14-30,BREADTH_EXPANSION->BTC_WEAKNESS->RANK_RECRUITMENT
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,breadth,0-1-3,BREADTH_EXPANDING->BREADTH_FADING->BREADTH_FADING
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,breadth,0-3-7,BREADTH_EXPANDING->BREADTH_FADING->BREADTH_EXPANDING
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,breadth,0-7-14,BREADTH_EXPANDING->BREADTH_EXPANDING->BREADTH_STABLE
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,breadth,0-14-30,BREADTH_EXPANDING->BREADTH_STABLE->BREADTH_FADING
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,rank,0-1-3,RANK_DETERIORATING->RANK_STALL->RANK_STALL
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,rank,0-3-7,RANK_DETERIORATING->RANK_STALL->RANK_STALL
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_STALL
EXIT_007,2021-06-30,MIXED_NO_CLEAR_ROUTE,MIXED,2020-2021,8,rank,0-14-30,RANK_DETERIORATING->RANK_STALL->RANK_RECRUITING
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,canonical,0-1-3,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,canonical,0-3-7,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->STABLECOIN_PARKING
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->STABLECOIN_PARKING->ETH_BROADENING
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,canonical,0-14-30,MIXED_NO_CLEAR_ROUTE->ETH_BROADENING->BTC_CONCENTRATION
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,micro,0-1-3,BREADTH_EXPANSION->BREADTH_EXPANSION->BREADTH_EXPANSION
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,micro,0-3-7,BREADTH_EXPANSION->BREADTH_EXPANSION->BREADTH_FADE
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,micro,0-7-14,BREADTH_EXPANSION->BREADTH_FADE->BREADTH_EXPANSION
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,micro,0-14-30,BREADTH_EXPANSION->BREADTH_EXPANSION->BREADTH_EXPANSION
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,breadth,0-1-3,BREADTH_EXPANDING->BREADTH_EXPANDING->BREADTH_EXPANDING
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,breadth,0-3-7,BREADTH_EXPANDING->BREADTH_EXPANDING->BREADTH_FADING
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,breadth,0-7-14,BREADTH_EXPANDING->BREADTH_FADING->BREADTH_EXPANDING
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,breadth,0-14-30,BREADTH_EXPANDING->BREADTH_EXPANDING->BREADTH_EXPANDING
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,rank,0-1-3,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,rank,0-3-7,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,rank,0-7-14,RANK_STALL->RANK_STALL->RANK_DETERIORATING
EXIT_008,2021-07-08,STABLECOIN_PARKING,OTHER,2020-2021,5,rank,0-14-30,RANK_STALL->RANK_DETERIORATING->RANK_STALL
EXIT_009,2021-08-11,BROAD_RISK_EXPANSION,SUCCESS,2020-2021,4,canonical,0-1-3,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->ETH_BROADENING
EXIT_009,2021-08-11,BROAD_RISK_EXPANSION,SUCCESS,2020-2021,4,canonical,0-3-7,MIXED_NO_CLEAR_ROUTE->ETH_BROADENING->BROAD_RISK_EXPANSION
EXIT_009,2021-08-11,BROAD_RISK_EXPANSION,SUCCESS,2020-2021,4,canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->BROAD_RISK_EXPANSION->BROAD_RISK_EXPANSION
EXIT_009,2021-08-11,BROAD_RISK_EXPANSION,SUCCESS,2020-2021,4,canonical,0-14-30,MIXED_NO_CLEAR_ROUTE->BROAD_RISK_EXPANSION->MIXED_NO_CLEAR_ROUTE
EXIT_009,2021-08-11,BROAD_RISK_EXPANSION,SUCCESS,2020-2021,4,micro,0-1-3,BREADTH_EXPANSION->BREADTH_EXPANSION->BREADTH_EXPANSION
EXIT_009,2021-08-11,BROAD_RISK_EXPANSION,SUCCESS,2020-2021,4,micro,0-3-7,BREADTH_EXPANSION->BREADTH_EXPANSION->CONCENTRATION_RELEASE
EXIT_009,2021-08-11,BROAD_RISK_EXPANSION,SUCCESS,2020-2021,4,micro,0-7-14,BREADTH_EXPANSION->CONCENTRATION_RELEASE->RANK_RECRUITMENT
EXIT_009,2021-08-11,BROAD_RISK_EXPANSION,SUCCESS,2020-2021,4,micro,0-14-30,BREADTH_EXPANSION->RANK_RECRUITMENT->RANK_RECRUITMENT
EXIT_009,2021-08-11,BROAD_RISK_EXPANSION,SUCCESS,2020-2021,4,breadth,0-1-3,BREADTH_EXPANDING->BREADTH_EXPANDING->BREADTH_EXPANDING
