event_id,is_success,first_destination,axis_tp0,breadth_tp0,vel_tp0,rank_axis_tp0,axis_tp1,breadth_tp1,vel_tp1,rank_axis_tp1,axis_tp2,breadth_tp2,vel_tp2,rank_axis_tp2,axis_tp3,breadth_tp3,vel_tp3,rank_axis_tp3,axis_tp5,breadth_tp5,vel_tp5,rank_axis_tp5,axis_tp7,breadth_tp7,vel_tp7,rank_axis_tp7,axis_tp10,breadth_tp10,vel_tp10,rank_axis_tp10,axis_tp14,breadth_tp14,vel_tp14,rank_axis_tp14,axis_tp21,breadth_tp21,vel_tp21,rank_axis_tp21,axis_tp30,breadth_tp30,vel_tp30,rank_axis_tp30
EXIT_081,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.106,-0.026,RANK_STALL,BREADTH_FADING,0.14,-0.03,RANK_STALL,BREADTH_FADING,0.082,-0.076,RANK_DETERIORATING,BREADTH_STABLE,0.152,-0.002,RANK_STALL,BREADTH_STABLE,0.092,-0.014,RANK_STALL,BREADTH_STABLE,0.086,0.004,RANK_STALL,BREADTH_EXPANDING,0.13,0.038,RANK_STALL,BREADTH_EXPANDING,0.184,0.086,RANK_DETERIORATING,BREADTH_FADING,0.168,-0.134,RANK_DETERIORATING,BREADTH_FADING,0.078,-0.128,RANK_STALL
EXIT_082,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.082,-0.076,RANK_DETERIORATING,BREADTH_STABLE,0.152,-0.002,RANK_STALL,BREADTH_FADING,0.11,-0.038,RANK_STALL,BREADTH_STABLE,0.092,-0.014,RANK_STALL,BREADTH_STABLE,0.086,0.004,RANK_STALL,BREADTH_STABLE,0.098,-0.012,RANK_STALL,BREADTH_EXPANDING,0.4,0.314,RANK_DETERIORATING,BREADTH_EXPANDING,0.302,0.138,RANK_DETERIORATING,BREADTH_EXPANDING,0.168,0.03,RANK_STALL,BREADTH_FADING,0.082,-0.03,RANK_STALL
EXIT_083,0,MIXED_NO_CLEAR_ROUTE,BREADTH_EXPANDING,0.286,0.156,RANK_DETERIORATING,BREADTH_EXPANDING,0.302,0.138,RANK_DETERIORATING,BREADTH_FADING,0.15,-0.25,RANK_DETERIORATING,BREADTH_FADING,0.138,-0.24,RANK_STALL,BREADTH_STABLE,0.282,-0.004,RANK_STALL,BREADTH_STABLE,0.152,0.002,RANK_STALL,BREADTH_FADING,0.206,-0.076,RANK_DETERIORATING,BREADTH_FADING,0.088,-0.072,RANK_DETERIORATING,BREADTH_EXPANDING,0.096,0.034,RANK_STALL,BREADTH_EXPANDING,0.128,0.046,RANK_STALL
EXIT_084,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.168,-0.134,RANK_DETERIORATING,BREADTH_STABLE,0.152,0.002,RANK_STALL,BREADTH_EXPANDING,0.168,0.03,RANK_STALL,BREADTH_STABLE,0.16,0.01,RANK_STALL,BREADTH_STABLE,0.156,-0.012,RANK_DETERIORATING,BREADTH_FADING,0.07,-0.098,RANK_STALL,BREADTH_FADING,0.062,-0.094,RANK_DETERIORATING,BREADTH_STABLE,0.094,0.016,RANK_STALL,BREADTH_FADING,0.066,-0.034,RANK_STALL,BREADTH_FADING,0.062,-0.03,RANK_STALL
EXIT_085,0,BTC_CONCENTRATION,BREADTH_STABLE,0.16,0.01,RANK_STALL,BREADTH_FADING,0.206,-0.076,RANK_DETERIORATING,BREADTH_STABLE,0.156,-0.012,RANK_DETERIORATING,BREADTH_FADING,0.112,-0.04,RANK_STALL,BREADTH_FADING,0.088,-0.072,RANK_DETERIORATING,BREADTH_FADING,0.062,-0.094,RANK_DETERIORATING,BREADTH_EXPANDING,0.116,0.028,RANK_STALL,BREADTH_EXPANDING,0.116,0.028,RANK_STALL,BREADTH_EXPANDING,0.128,0.046,RANK_STALL,BREADTH_FADING,0.074,-0.044,RANK_STALL
EXIT_086,0,BTC_CONCENTRATION,BREADTH_FADING,0.078,-0.128,RANK_STALL,BREADTH_FADING,0.062,-0.094,RANK_DETERIORATING,BREADTH_FADING,0.082,-0.03,RANK_STALL,BREADTH_STABLE,0.088,0.018,RANK_DETERIORATING,BREADTH_STABLE,0.094,0.016,RANK_STALL,BREADTH_STABLE,0.1,0.018,RANK_STALL,BREADTH_STABLE,0.082,-0.012,RANK_STALL,BREADTH_EXPANDING,0.132,0.026,RANK_STALL,BREADTH_FADING,0.062,-0.03,RANK_STALL,BREADTH_EXPANDING,0.122,0.074,RANK_STALL
EXIT_087,0,MIXED_NO_CLEAR_ROUTE,BREADTH_STABLE,0.082,-0.012,RANK_STALL,BREADTH_STABLE,0.1,0.004,RANK_STALL,BREADTH_FADING,0.066,-0.034,RANK_STALL,BREADTH_FADING,0.096,-0.02,RANK_STALL,BREADTH_EXPANDING,0.128,0.046,RANK_STALL,BREADTH_EXPANDING,0.106,0.04,RANK_STALL,BREADTH_FADING,0.054,-0.074,RANK_STALL,BREADTH_FADING,0.074,-0.044,RANK_STALL,BREADTH_EXPANDING,0.116,0.034,RANK_STALL,BREADTH_STABLE,0.082,-0.002,RANK_DETERIORATING
EXIT_088,0,MIXED_NO_CLEAR_ROUTE,BREADTH_EXPANDING,0.148,0.03,RANK_STALL,BREADTH_STABLE,0.146,0.002,RANK_STALL,BREADTH_FADING,0.136,-0.102,RANK_STALL,BREADTH_FADING,0.102,-0.118,RANK_STALL,BREADTH_STABLE,0.142,-0.006,RANK_STALL,BREADTH_STABLE,0.148,0.012,RANK_STALL,BREADTH_EXPANDING,0.164,0.022,RANK_STALL,BREADTH_EXPANDING,0.348,0.212,RANK_STALL,BREADTH_EXPANDING,0.254,0.056,RANK_STALL,BREADTH_EXPANDING,0.664,0.424,RANK_RECRUITING
EXIT_089,0,BTC_CONCENTRATION,BREADTH_EXPANDING,0.206,0.042,RANK_DETERIORATING,BREADTH_FADING,0.198,-0.114,RANK_DETERIORATING,BREADTH_STABLE,0.236,0.012,RANK_STALL,BREADTH_FADING,0.198,-0.046,RANK_STALL,BREADTH_STABLE,0.192,-0.014,RANK_STALL,BREADTH_STABLE,0.236,0.0,RANK_STALL,BREADTH_EXPANDING,0.24,0.048,RANK_DETERIORATING,BREADTH_EXPANDING,0.438,0.126,RANK_STALL,BREADTH_EXPANDING,0.65,0.028,RANK_DETERIORATING,BREADTH_STABLE,0.82,0.006,RANK_STALL
EXIT_090,0,BTC_CONCENTRATION,BREADTH_STABLE,0.236,0.012,RANK_STALL,BREADTH_FADING,0.198,-0.046,RANK_STALL,BREADTH_FADING,0.218,-0.13,RANK_STALL,BREADTH_STABLE,0.192,-0.014,RANK_STALL,BREADTH_STABLE,0.236,0.0,RANK_STALL,BREADTH_EXPANDING,0.312,0.094,RANK_STALL,BREADTH_EXPANDING,0.356,0.12,RANK_DETERIORATING,BREADTH_EXPANDING,0.622,0.346,RANK_RECRUITING,BREADTH_EXPANDING,0.824,0.166,RANK_STALL,BREADTH_FADING,0.7,-0.124,RANK_STALL
EXIT_091,0,BTC_CONCENTRATION,BREADTH_STABLE,0.192,-0.014,RANK_STALL,BREADTH_EXPANDING,0.254,0.056,RANK_STALL,BREADTH_STABLE,0.236,0.0,RANK_STALL,BREADTH_EXPANDING,0.24,0.042,RANK_STALL,BREADTH_EXPANDING,0.24,0.048,RANK_DETERIORATING,BREADTH_EXPANDING,0.356,0.12,RANK_DETERIORATING,BREADTH_EXPANDING,0.664,0.424,RANK_RECRUITING,BREADTH_EXPANDING,0.648,0.21,RANK_RECRUITING,BREADTH_EXPANDING,0.832,0.182,RANK_STALL,BREADTH_FADING,0.764,-0.056,RANK_DETERIORATING
EXIT_092,0,BTC_CONCENTRATION,BREADTH_STABLE,0.236,0.0,RANK_STALL,BREADTH_EXPANDING,0.24,0.042,RANK_STALL,BREADTH_EXPANDING,0.312,0.094,RANK_STALL,BREADTH_EXPANDING,0.24,0.048,RANK_DETERIORATING,BREADTH_EXPANDING,0.356,0.12,RANK_DETERIORATING,BREADTH_EXPANDING,0.438,0.126,RANK_STALL,BREADTH_EXPANDING,0.57,0.214,RANK_RECRUITING,BREADTH_EXPANDING,0.65,0.028,RANK_DETERIORATING,BREADTH_STABLE,0.822,-0.002,RANK_DETERIORATING,BREADTH_EXPANDING,0.786,0.086,RANK_RECRUITING
EXIT_093,0,BTC_CONCENTRATION,BREADTH_EXPANDING,0.438,0.126,RANK_STALL,BREADTH_EXPANDING,0.664,0.424,RANK_RECRUITING,BREADTH_EXPANDING,0.622,0.346,RANK_RECRUITING,BREADTH_EXPANDING,0.57,0.214,RANK_RECRUITING,BREADTH_EXPANDING,0.648,0.21,RANK_RECRUITING,BREADTH_EXPANDING,0.65,0.028,RANK_DETERIORATING,BREADTH_EXPANDING,0.75,0.102,RANK_DETERIORATING,BREADTH_STABLE,0.822,-0.002,RANK_DETERIORATING,BREADTH_FADING,0.764,-0.056,RANK_DETERIORATING,BREADTH_STABLE,0.674,0.002,RANK_RECRUITING
EXIT_094,1,BROAD_RISK_EXPANSION,BREADTH_EXPANDING,0.832,0.182,RANK_STALL,BREADTH_EXPANDING,0.824,0.26,RANK_DETERIORATING,BREADTH_STABLE,0.822,-0.002,RANK_DETERIORATING,BREADTH_FADING,0.712,-0.038,RANK_DETERIORATING,BREADTH_FADING,0.806,-0.026,RANK_STALL,BREADTH_FADING,0.788,-0.034,RANK_STALL,BREADTH_FADING,0.676,-0.13,RANK_DETERIORATING,BREADTH_FADING,0.614,-0.15,RANK_STALL,BREADTH_FADING,0.31,-0.224,RANK_DETERIORATING,BREADTH_FADING,0.164,-0.302,RANK_STALL
EXIT_095,0,MIXED_NO_CLEAR_ROUTE,BREADTH_STABLE,0.674,0.002,RANK_RECRUITING,BREADTH_FADING,0.482,-0.132,RANK_STALL,BREADTH_FADING,0.514,-0.08,RANK_STALL,BREADTH_FADING,0.31,-0.224,RANK_DETERIORATING,BREADTH_FADING,0.314,-0.36,RANK_DETERIORATING,BREADTH_FADING,0.466,-0.048,RANK_STALL,BREADTH_EXPANDING,0.378,0.064,RANK_STALL,BREADTH_FADING,0.216,-0.088,RANK_STALL,BREADTH_STABLE,0.126,0.006,RANK_STALL,BREADTH_STABLE,0.086,-0.018,RANK_STALL
EXIT_096,0,BTC_CONCENTRATION,BREADTH_EXPANDING,0.41,0.1,RANK_STALL,BREADTH_FADING,0.304,-0.088,RANK_DETERIORATING,BREADTH_EXPANDING,0.378,0.064,RANK_STALL,BREADTH_FADING,0.244,-0.224,RANK_STALL,BREADTH_FADING,0.18,-0.23,RANK_STALL,BREADTH_FADING,0.15,-0.228,RANK_DETERIORATING,BREADTH_FADING,0.156,-0.024,RANK_STALL,BREADTH_FADING,0.112,-0.028,RANK_STALL,BREADTH_STABLE,0.108,-0.004,RANK_STALL,BREADTH_FADING,0.176,-0.078,RANK_STALL
EXIT_097,0,BTC_CONCENTRATION,BREADTH_EXPANDING,0.378,0.064,RANK_STALL,BREADTH_FADING,0.244,-0.224,RANK_STALL,BREADTH_FADING,0.164,-0.302,RANK_STALL,BREADTH_FADING,0.18,-0.23,RANK_STALL,BREADTH_FADING,0.15,-0.228,RANK_DETERIORATING,BREADTH_FADING,0.14,-0.024,RANK_STALL,BREADTH_EXPANDING,0.196,0.046,RANK_STALL,BREADTH_FADING,0.112,-0.054,RANK_STALL,BREADTH_FADING,0.094,-0.026,RANK_DETERIORATING,BREADTH_EXPANDING,0.224,0.078,RANK_STALL
EXIT_098,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.166,-0.05,RANK_STALL,BREADTH_EXPANDING,0.196,0.046,RANK_STALL,BREADTH_STABLE,0.126,0.006,RANK_STALL,BREADTH_FADING,0.112,-0.028,RANK_STALL,BREADTH_FADING,0.112,-0.054,RANK_STALL,BREADTH_STABLE,0.12,-0.006,RANK_STALL,BREADTH_STABLE,0.108,-0.004,RANK_STALL,BREADTH_EXPANDING,0.254,0.128,RANK_STALL,BREADTH_EXPANDING,0.224,0.078,RANK_STALL,BREADTH_EXPANDING,0.624,0.43,RANK_DETERIORATING
EXIT_099,0,MIXED_NO_CLEAR_ROUTE,BREADTH_STABLE,0.126,0.006,RANK_STALL,BREADTH_FADING,0.112,-0.028,RANK_STALL,BREADTH_FADING,0.118,-0.038,RANK_DETERIORATING,BREADTH_FADING,0.112,-0.054,RANK_STALL,BREADTH_STABLE,0.12,-0.006,RANK_STALL,BREADTH_STABLE,0.126,0.008,RANK_STALL,BREADTH_FADING,0.094,-0.026,RANK_DETERIORATING,BREADTH_EXPANDING,0.146,0.06,RANK_DETERIORATING,BREADTH_EXPANDING,0.174,0.026,RANK_STALL,BREADTH_EXPANDING,0.688,0.144,RANK_DETERIORATING
EXIT_100,0,BTC_CONCENTRATION,BREADTH_EXPANDING,0.154,0.06,RANK_STALL,BREADTH_STABLE,0.148,0.004,RANK_STALL,BREADTH_FADING,0.176,-0.078,RANK_STALL,BREADTH_EXPANDING,0.218,0.056,RANK_STALL,BREADTH_STABLE,0.166,0.012,RANK_DETERIORATING,BREADTH_STABLE,0.17,-0.006,RANK_DETERIORATING,BREADTH_EXPANDING,0.544,0.378,RANK_STALL,BREADTH_EXPANDING,0.74,0.424,RANK_DETERIORATING,BREADTH_EXPANDING,0.836,0.13,RANK_RECRUITING,BREADTH_FADING,0.49,-0.314,RANK_RECRUITING
EXIT_101,1,BROAD_RISK_EXPANSION,BREADTH_EXPANDING,0.67,0.496,RANK_STALL,BREADTH_EXPANDING,0.67,0.5,RANK_STALL,BREADTH_EXPANDING,0.624,0.43,RANK_DETERIORATING,BREADTH_EXPANDING,0.74,0.424,RANK_DETERIORATING,BREADTH_EXPANDING,0.706,0.036,RANK_DETERIORATING,BREADTH_EXPANDING,0.82,0.196,RANK_DETERIORATING,BREADTH_EXPANDING,0.836,0.13,RANK_RECRUITING,BREADTH_EXPANDING,0.804,0.046,RANK_STALL,BREADTH_FADING,0.6,-0.112,RANK_STALL,BREADTH_FADING,0.542,-0.194,RANK_RECRUITING
EXIT_102,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.208,-0.082,RANK_STALL,BREADTH_FADING,0.148,-0.288,RANK_STALL,BREADTH_FADING,0.186,-0.488,RANK_STALL,BREADTH_FADING,0.272,-0.098,RANK_STALL,BREADTH_FADING,0.182,-0.026,RANK_STALL,BREADTH_EXPANDING,0.264,0.078,RANK_DETERIORATING,BREADTH_EXPANDING,0.426,0.244,RANK_STALL,BREADTH_EXPANDING,0.374,0.108,RANK_STALL,BREADTH_FADING,0.126,-0.152,RANK_STALL,BREADTH_STABLE,0.104,0.002,RANK_DETERIORATING
EXIT_103,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.176,-0.278,RANK_STALL,BREADTH_FADING,0.182,-0.026,RANK_STALL,BREADTH_EXPANDING,0.196,0.048,RANK_DETERIORATING,BREADTH_EXPANDING,0.264,0.078,RANK_DETERIORATING,BREADTH_EXPANDING,0.266,0.09,RANK_DETERIORATING,BREADTH_EXPANDING,0.388,0.192,RANK_STALL,BREADTH_EXPANDING,0.374,0.108,RANK_STALL,BREADTH_FADING,0.236,-0.216,RANK_DETERIORATING,BREADTH_STABLE,0.102,-0.004,RANK_STALL,BREADTH_EXPANDING,0.168,0.07,RANK_STALL
EXIT_104,0,MIXED_NO_CLEAR_ROUTE,BREADTH_EXPANDING,0.388,0.192,RANK_STALL,BREADTH_EXPANDING,0.418,0.154,RANK_STALL,BREADTH_EXPANDING,0.452,0.2,RANK_STALL,BREADTH_EXPANDING,0.374,0.108,RANK_STALL,BREADTH_FADING,0.278,-0.11,RANK_DETERIORATING,BREADTH_FADING,0.236,-0.216,RANK_DETERIORATING,BREADTH_FADING,0.126,-0.152,RANK_STALL,BREADTH_STABLE,0.102,-0.004,RANK_STALL,BREADTH_EXPANDING,0.134,0.024,RANK_DETERIORATING,BREADTH_FADING,0.07,-0.084,RANK_STALL
EXIT_105,0,MIXED_NO_CLEAR_ROUTE,BREADTH_STABLE,0.416,-0.01,RANK_STALL,BREADTH_FADING,0.278,-0.11,RANK_DETERIORATING,BREADTH_FADING,0.274,-0.144,RANK_DETERIORATING,BREADTH_FADING,0.236,-0.216,RANK_DETERIORATING,BREADTH_FADING,0.106,-0.31,RANK_STALL,BREADTH_FADING,0.136,-0.138,RANK_STALL,BREADTH_STABLE,0.102,-0.004,RANK_STALL,BREADTH_FADING,0.098,-0.028,RANK_STALL,BREADTH_EXPANDING,0.154,0.062,RANK_STALL,BREADTH_STABLE,0.09,0.008,RANK_STALL
EXIT_106,0,MIXED_NO_CLEAR_ROUTE,BREADTH_STABLE,0.124,-0.01,RANK_STALL,BREADTH_STABLE,0.118,0.0,RANK_STALL,BREADTH_FADING,0.098,-0.07,RANK_STALL,BREADTH_FADING,0.082,-0.08,RANK_STALL,BREADTH_FADING,0.078,-0.046,RANK_DETERIORATING,BREADTH_STABLE,0.09,-0.008,RANK_STALL,BREADTH_STABLE,0.096,0.018,RANK_STALL,BREADTH_EXPANDING,0.136,0.052,RANK_DETERIORATING,BREADTH_EXPANDING,0.16,0.032,RANK_DETERIORATING,BREADTH_EXPANDING,0.122,0.04,RANK_DETERIORATING
EXIT_107,0,MIXED_NO_CLEAR_ROUTE,BREADTH_STABLE,0.184,-0.012,RANK_STALL,BREADTH_FADING,0.19,-0.108,RANK_STALL,BREADTH_FADING,0.142,-0.178,RANK_STALL,BREADTH_FADING,0.14,-0.176,RANK_DETERIORATING,BREADTH_FADING,0.132,-0.052,RANK_DETERIORATING,BREADTH_EXPANDING,0.276,0.134,RANK_DETERIORATING,BREADTH_EXPANDING,0.24,0.108,RANK_STALL,BREADTH_EXPANDING,0.452,0.272,RANK_STALL,BREADTH_EXPANDING,0.74,0.446,RANK_STALL,BREADTH_FADING,0.554,-0.13,RANK_DETERIORATING
EXIT_108,0,MIXED_NO_CLEAR_ROUTE,BREADTH_EXPANDING,0.196,0.056,RANK_STALL,BREADTH_EXPANDING,0.18,0.046,RANK_STALL,BREADTH_EXPANDING,0.24,0.108,RANK_STALL,BREADTH_EXPANDING,0.474,0.336,RANK_STALL,BREADTH_EXPANDING,0.59,0.394,RANK_STALL,BREADTH_EXPANDING,0.276,0.036,RANK_STALL,BREADTH_FADING,0.47,-0.12,RANK_RECRUITING,BREADTH_EXPANDING,0.682,0.346,RANK_RECRUITING,BREADTH_FADING,0.53,-0.26,RANK_DETERIORATING,BREADTH_FADING,0.156,-0.236,RANK_DETERIORATING
EXIT_109,0,MIXED_NO_CLEAR_ROUTE,BREADTH_EXPANDING,0.766,0.296,RANK_RECRUITING,BREADTH_EXPANDING,0.79,0.414,RANK_STALL,BREADTH_EXPANDING,0.684,0.024,RANK_RECRUITING,BREADTH_FADING,0.59,-0.15,RANK_STALL,BREADTH_FADING,0.52,-0.246,RANK_DETERIORATING,BREADTH_FADING,0.554,-0.13,RANK_DETERIORATING,BREADTH_FADING,0.392,-0.128,RANK_STALL,BREADTH_FADING,0.272,-0.08,RANK_STALL,BREADTH_EXPANDING,0.132,0.02,RANK_STALL,BREADTH_FADING,0.12,-0.026,RANK_DETERIORATING
EXIT_110,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.554,-0.13,RANK_DETERIORATING,BREADTH_STABLE,0.582,-0.008,RANK_STALL,BREADTH_FADING,0.352,-0.08,RANK_DETERIORATING,BREADTH_FADING,0.392,-0.128,RANK_STALL,BREADTH_FADING,0.508,-0.046,RANK_STALL,BREADTH_FADING,0.272,-0.08,RANK_STALL,BREADTH_FADING,0.114,-0.394,RANK_STALL,BREADTH_EXPANDING,0.132,0.02,RANK_STALL,BREADTH_FADING,0.096,-0.048,RANK_STALL,BREADTH_EXPANDING,0.146,0.024,RANK_STALL
EXIT_111,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.486,-0.044,RANK_STALL,BREADTH_FADING,0.508,-0.046,RANK_STALL,BREADTH_FADING,0.266,-0.316,RANK_DETERIORATING,BREADTH_FADING,0.272,-0.08,RANK_STALL,BREADTH_FADING,0.112,-0.374,RANK_STALL,BREADTH_FADING,0.1,-0.166,RANK_STALL,BREADTH_EXPANDING,0.132,0.02,RANK_STALL,BREADTH_EXPANDING,0.146,0.062,RANK_STALL,BREADTH_STABLE,0.122,0.016,RANK_DETERIORATING,BREADTH_STABLE,0.154,0.0,RANK_STALL
EXIT_112,0,BTC_CONCENTRATION,BREADTH_FADING,0.22,-0.022,RANK_STALL,BREADTH_EXPANDING,0.264,0.042,RANK_STALL,BREADTH_EXPANDING,0.314,0.08,RANK_STALL,BREADTH_EXPANDING,0.404,0.162,RANK_STALL,BREADTH_EXPANDING,0.544,0.324,RANK_STALL,BREADTH_EXPANDING,0.464,0.15,RANK_RECRUITING,BREADTH_FADING,0.432,-0.112,RANK_RECRUITING,BREADTH_FADING,0.348,-0.178,RANK_STALL,BREADTH_FADING,0.31,-0.184,RANK_STALL,BREADTH_EXPANDING,0.576,0.286,RANK_STALL
EXIT_113,0,BTC_CONCENTRATION,BREADTH_STABLE,0.526,0.004,RANK_STALL,BREADTH_FADING,0.432,-0.112,RANK_RECRUITING,BREADTH_FADING,0.418,-0.104,RANK_STALL,BREADTH_EXPANDING,0.488,0.024,RANK_STALL,BREADTH_FADING,0.348,-0.178,RANK_STALL,BREADTH_EXPANDING,0.494,0.076,RANK_STALL,BREADTH_FADING,0.212,-0.136,RANK_STALL,BREADTH_FADING,0.378,-0.076,RANK_STALL,BREADTH_EXPANDING,0.576,0.286,RANK_STALL,BREADTH_STABLE,0.382,0.0,RANK_STALL
EXIT_114,0,BTC_CONCENTRATION,BREADTH_STABLE,0.456,-0.016,RANK_STALL,BREADTH_FADING,0.348,-0.178,RANK_STALL,BREADTH_EXPANDING,0.464,0.032,RANK_STALL,BREADTH_EXPANDING,0.494,0.076,RANK_STALL,BREADTH_STABLE,0.454,-0.002,RANK_STALL,BREADTH_FADING,0.232,-0.232,RANK_STALL,BREADTH_FADING,0.378,-0.076,RANK_STALL,BREADTH_FADING,0.258,-0.032,RANK_STALL,BREADTH_STABLE,0.382,-0.004,RANK_STALL,BREADTH_EXPANDING,0.528,0.234,RANK_DETERIORATING
EXIT_115,0,BTC_CONCENTRATION,BREADTH_EXPANDING,0.494,0.076,RANK_STALL,BREADTH_EXPANDING,0.546,0.058,RANK_STALL,BREADTH_STABLE,0.454,-0.002,RANK_STALL,BREADTH_FADING,0.212,-0.136,RANK_STALL,BREADTH_FADING,0.31,-0.184,RANK_STALL,BREADTH_FADING,0.378,-0.076,RANK_STALL,BREADTH_FADING,0.208,-0.102,RANK_DETERIORATING,BREADTH_EXPANDING,0.576,0.286,RANK_STALL,BREADTH_FADING,0.316,-0.078,RANK_STALL,BREADTH_EXPANDING,0.546,0.056,RANK_STALL
EXIT_116,0,BTC_CONCENTRATION,BREADTH_FADING,0.212,-0.136,RANK_STALL,BREADTH_FADING,0.232,-0.232,RANK_STALL,BREADTH_FADING,0.31,-0.184,RANK_STALL,BREADTH_FADING,0.29,-0.256,RANK_STALL,BREADTH_EXPANDING,0.322,0.11,RANK_DETERIORATING,BREADTH_FADING,0.208,-0.102,RANK_DETERIORATING,BREADTH_EXPANDING,0.386,0.064,RANK_STALL,BREADTH_EXPANDING,0.392,0.04,RANK_STALL,BREADTH_EXPANDING,0.564,0.294,RANK_STALL,BREADTH_EXPANDING,0.724,0.108,RANK_RECRUITING
EXIT_117,0,BTC_CONCENTRATION,BREADTH_EXPANDING,0.322,0.11,RANK_DETERIORATING,BREADTH_EXPANDING,0.29,0.058,RANK_STALL,BREADTH_FADING,0.208,-0.102,RANK_DETERIORATING,BREADTH_FADING,0.258,-0.032,RANK_STALL,BREADTH_EXPANDING,0.386,0.064,RANK_STALL,BREADTH_EXPANDING,0.39,0.182,RANK_STALL,BREADTH_STABLE,0.382,-0.004,RANK_STALL,BREADTH_FADING,0.294,-0.098,RANK_STALL,BREADTH_FADING,0.53,-0.034,RANK_STALL,BREADTH_FADING,0.632,-0.092,RANK_STALL
EXIT_118,0,BTC_CONCENTRATION,BREADTH_FADING,0.27,-0.306,RANK_STALL,BREADTH_STABLE,0.404,0.014,RANK_STALL,BREADTH_FADING,0.316,-0.078,RANK_STALL,BREADTH_FADING,0.294,-0.098,RANK_STALL,BREADTH_EXPANDING,0.564,0.294,RANK_STALL,BREADTH_EXPANDING,0.398,0.082,RANK_STALL,BREADTH_FADING,0.53,-0.034,RANK_STALL,BREADTH_EXPANDING,0.724,0.108,RANK_RECRUITING,BREADTH_FADING,0.69,-0.038,RANK_STALL,BREADTH_EXPANDING,0.78,0.088,RANK_STALL
EXIT_119,0,BTC_CONCENTRATION,BREADTH_FADING,0.294,-0.098,RANK_STALL,BREADTH_STABLE,0.382,0.0,RANK_STALL,BREADTH_EXPANDING,0.564,0.294,RANK_STALL,BREADTH_EXPANDING,0.49,0.086,RANK_STALL,BREADTH_EXPANDING,0.528,0.234,RANK_DETERIORATING,BREADTH_FADING,0.53,-0.034,RANK_STALL,BREADTH_EXPANDING,0.616,0.088,RANK_RECRUITING,BREADTH_EXPANDING,0.7,0.16,RANK_RECRUITING,BREADTH_EXPANDING,0.754,0.122,RANK_STALL,BREADTH_FADING,0.564,-0.182,RANK_DETERIORATING
EXIT_120,1,MID_CAP_ROTATION,BREADTH_EXPANDING,0.766,0.076,RANK_STALL,BREADTH_EXPANDING,0.738,0.076,RANK_STALL,BREADTH_EXPANDING,0.746,0.022,RANK_DETERIORATING,BREADTH_STABLE,0.744,-0.01,RANK_DETERIORATING,BREADTH_FADING,0.624,-0.142,RANK_DETERIORATING,BREADTH_FADING,0.564,-0.182,RANK_DETERIORATING,BREADTH_FADING,0.402,-0.222,RANK_STALL,BREADTH_EXPANDING,0.326,0.024,RANK_STALL,BREADTH_FADING,0.284,-0.022,RANK_STALL,BREADTH_FADING,0.146,-0.042,RANK_STALL
EXIT_121,1,LARGE_ALT_ROTATION,BREADTH_EXPANDING,0.326,0.024,RANK_STALL,BREADTH_FADING,0.37,-0.032,RANK_STALL,BREADTH_FADING,0.306,-0.164,RANK_STALL,BREADTH_FADING,0.368,-0.07,RANK_STALL,BREADTH_FADING,0.288,-0.038,RANK_STALL,BREADTH_FADING,0.284,-0.022,RANK_STALL,BREADTH_FADING,0.262,-0.026,RANK_STALL,BREADTH_FADING,0.134,-0.146,RANK_DETERIORATING,BREADTH_STABLE,0.15,0.004,RANK_DETERIORATING,BREADTH_STABLE,0.172,-0.016,RANK_STALL
EXIT_122,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.462,-0.128,RANK_STALL,BREADTH_FADING,0.416,-0.026,RANK_STALL,BREADTH_FADING,0.32,-0.042,RANK_DETERIORATING,BREADTH_FADING,0.36,-0.102,RANK_STALL,BREADTH_FADING,0.342,-0.12,RANK_STALL,BREADTH_EXPANDING,0.408,0.088,RANK_STALL,BREADTH_EXPANDING,0.43,0.088,RANK_STALL,BREADTH_EXPANDING,0.556,0.144,RANK_STALL,BREADTH_FADING,0.34,-0.148,RANK_STALL,BREADTH_STABLE,0.294,0.02,RANK_STALL
EXIT_123,0,MIXED_NO_CLEAR_ROUTE,BREADTH_STABLE,0.302,-0.002,RANK_STALL,BREADTH_EXPANDING,0.396,0.044,RANK_STALL,BREADTH_FADING,0.268,-0.072,RANK_STALL,BREADTH_FADING,0.256,-0.056,RANK_STALL,BREADTH_FADING,0.278,-0.024,RANK_STALL,BREADTH_EXPANDING,0.346,0.078,RANK_STALL,BREADTH_EXPANDING,0.694,0.416,RANK_DETERIORATING,,,,,,,,,,,,
