,event_id,origin,orig_date,gbp_bridge_candidate
66,EUR_ORIGIN_202309210900,EUR,2023-09-21,True
67,EUR_ORIGIN_202309211300,EUR,2023-09-21,True
68,EUR_ORIGIN_202309220500,EUR,2023-09-22,True
69,EUR_ORIGIN_202309221100,EUR,2023-09-22,True
70,EUR_ORIGIN_202309221400,EUR,2023-09-22,True
71,EUR_ORIGIN_202309271000,EUR,2023-09-27,True
72,EUR_ORIGIN_202309271200,EUR,2023-09-27,True
73,EUR_ORIGIN_202309281200,EUR,2023-09-28,True
74,EUR_ORIGIN_202309281500,EUR,2023-09-28,True
75,EUR_ORIGIN_202309290700,EUR,2023-09-29,True
76,EUR_ORIGIN_202310020600,EUR,2023-10-02,True
77,EUR_ORIGIN_202310030600,EUR,2023-10-03,True
78,EUR_ORIGIN_202310031300,EUR,2023-10-03,True
79,EUR_ORIGIN_202310050600,EUR,2023-10-05,True
80,EUR_ORIGIN_202310061100,EUR,2023-10-06,True
81,EUR_ORIGIN_202310061400,EUR,2023-10-06,True
82,EUR_ORIGIN_202310061600,EUR,2023-10-06,True
83,EUR_ORIGIN_202310090000,EUR,2023-10-09,True
84,EUR_ORIGIN_202310091300,EUR,2023-10-09,True
85,EUR_ORIGIN_202310101100,EUR,2023-10-10,True
86,EUR_ORIGIN_202310121300,EUR,2023-10-12,True
87,EUR_ORIGIN_202310130800,EUR,2023-10-13,True
88,EUR_ORIGIN_202310131300,EUR,2023-10-13,True
89,EUR_ORIGIN_202310171400,EUR,2023-10-17,True
90,EUR_ORIGIN_202310180800,EUR,2023-10-18,True
91,EUR_ORIGIN_202310181200,EUR,2023-10-18,True
92,EUR_ORIGIN_202310200700,EUR,2023-10-20,True
93,EUR_ORIGIN_202310231100,EUR,2023-10-23,True
94,EUR_ORIGIN_202310231300,EUR,2023-10-23,True
95,EUR_ORIGIN_202310231500,EUR,2023-10-23,True
96,EUR_ORIGIN_202310241100,EUR,2023-10-24,True
97,EUR_ORIGIN_202310241300,EUR,2023-10-24,True
98,EUR_ORIGIN_202310271000,EUR,2023-10-27,True
99,EUR_ORIGIN_202310271200,EUR,2023-10-27,True
100,EUR_ORIGIN_202310300800,EUR,2023-10-30,True
101,EUR_ORIGIN_202310301200,EUR,2023-10-30,True
102,EUR_ORIGIN_202310310700,EUR,2023-10-31,True
103,EUR_ORIGIN_202310311400,EUR,2023-10-31,True
104,EUR_ORIGIN_202311020900,EUR,2023-11-02,True
105,EUR_ORIGIN_202311031500,EUR,2023-11-03,True
106,EUR_ORIGIN_202311072000,EUR,2023-11-07,True
107,EUR_ORIGIN_202311081200,EUR,2023-11-08,True
108,EUR_ORIGIN_202311091200,EUR,2023-11-09,True
109,EUR_ORIGIN_202311091800,EUR,2023-11-09,True
110,EUR_ORIGIN_202311092100,EUR,2023-11-09,True
111,EUR_ORIGIN_202311130000,EUR,2023-11-13,True
112,EUR_ORIGIN_202311140600,EUR,2023-11-14,True
113,EUR_ORIGIN_202311141100,EUR,2023-11-14,True
114,EUR_ORIGIN_202311141500,EUR,2023-11-14,True
115,EUR_ORIGIN_202311150600,EUR,2023-11-15,True
116,EUR_ORIGIN_202311151700,EUR,2023-11-15,True
117,EUR_ORIGIN_202311160700,EUR,2023-11-16,True
118,EUR_ORIGIN_202311161300,EUR,2023-11-16,True
119,EUR_ORIGIN_202311161500,EUR,2023-11-16,True
120,EUR_ORIGIN_202311171000,EUR,2023-11-17,True
121,EUR_ORIGIN_202311171700,EUR,2023-11-17,True
122,EUR_ORIGIN_202311221600,EUR,2023-11-22,True
123,EUR_ORIGIN_202311231800,EUR,2023-11-23,True
124,EUR_ORIGIN_202311270600,EUR,2023-11-27,True
125,EUR_ORIGIN_202311280500,EUR,2023-11-28,True
126,EUR_ORIGIN_202311281200,EUR,2023-11-28,True
127,EUR_ORIGIN_202311291100,EUR,2023-11-29,True
128,EUR_ORIGIN_202311300400,EUR,2023-11-30,True
129,EUR_ORIGIN_202311301200,EUR,2023-11-30,True
130,EUR_ORIGIN_202312010500,EUR,2023-12-01,True
131,EUR_ORIGIN_202312011100,EUR,2023-12-01,True
132,EUR_ORIGIN_202312050500,EUR,2023-12-05,True
133,EUR_ORIGIN_202312070600,EUR,2023-12-07,True
134,EUR_ORIGIN_202312070900,EUR,2023-12-07,True
135,EUR_ORIGIN_202312071200,EUR,2023-12-07,True
136,EUR_ORIGIN_202312072100,EUR,2023-12-07,True
137,EUR_ORIGIN_202312081200,EUR,2023-12-08,True
138,EUR_ORIGIN_202312110000,EUR,2023-12-11,True
139,EUR_ORIGIN_202312120500,EUR,2023-12-12,True
140,EUR_ORIGIN_202312132100,EUR,2023-12-13,True
141,EUR_ORIGIN_202312140900,EUR,2023-12-14,True
142,EUR_ORIGIN_202312141100,EUR,2023-12-14,True
143,EUR_ORIGIN_202312141600,EUR,2023-12-14,True
144,EUR_ORIGIN_202312150500,EUR,2023-12-15,True
145,EUR_ORIGIN_202312182300,EUR,2023-12-18,True
146,EUR_ORIGIN_202312190500,EUR,2023-12-19,True
147,EUR_ORIGIN_202312252300,EUR,2023-12-25,True
148,EUR_ORIGIN_202312271100,EUR,2023-12-27,True
149,EUR_ORIGIN_202312271300,EUR,2023-12-27,True
150,EUR_ORIGIN_202312290900,EUR,2023-12-29,True
151,EUR_ORIGIN_202312291200,EUR,2023-12-29,True
152,EUR_ORIGIN_202312291400,EUR,2023-12-29,True
153,EUR_ORIGIN_202401021100,EUR,2024-01-02,True
154,EUR_ORIGIN_202401040500,EUR,2024-01-04,True
155,EUR_ORIGIN_202401041000,EUR,2024-01-04,True
156,EUR_ORIGIN_202401051200,EUR,2024-01-05,True
157,EUR_ORIGIN_202401082200,EUR,2024-01-08,True
158,EUR_ORIGIN_202401090300,EUR,2024-01-09,True
159,EUR_ORIGIN_202401100500,EUR,2024-01-10,True
160,EUR_ORIGIN_202401101200,EUR,2024-01-10,True
161,EUR_ORIGIN_202401111500,EUR,2024-01-11,True
162,EUR_ORIGIN_202401111700,EUR,2024-01-11,True
163,EUR_ORIGIN_202401150000,EUR,2024-01-15,True
164,EUR_ORIGIN_202401161000,EUR,2024-01-16,True
165,EUR_ORIGIN_202401161300,EUR,2024-01-16,True
166,EUR_ORIGIN_202401180400,EUR,2024-01-18,True
167,EUR_ORIGIN_202401182200,EUR,2024-01-18,True
168,EUR_ORIGIN_202401191300,EUR,2024-01-19,True
169,EUR_ORIGIN_202401230300,EUR,2024-01-23,True
170,EUR_ORIGIN_202401231200,EUR,2024-01-23,True
171,EUR_ORIGIN_202401240500,EUR,2024-01-24,True
172,EUR_ORIGIN_202401241100,EUR,2024-01-24,True
173,EUR_ORIGIN_202401241500,EUR,2024-01-24,True
174,EUR_ORIGIN_202401251000,EUR,2024-01-25,True
175,EUR_ORIGIN_202401290000,EUR,2024-01-29,True
176,EUR_ORIGIN_202401290400,EUR,2024-01-29,True
177,EUR_ORIGIN_202401291200,EUR,2024-01-29,True
178,EUR_ORIGIN_202401301200,EUR,2024-01-30,True
179,EUR_ORIGIN_202401310600,EUR,2024-01-31,True
180,EUR_ORIGIN_202401311100,EUR,2024-01-31,True
181,EUR_ORIGIN_202402011800,EUR,2024-02-01,True
182,EUR_ORIGIN_202402021500,EUR,2024-02-02,True
183,EUR_ORIGIN_202402071300,EUR,2024-02-07,True
184,EUR_ORIGIN_202402120500,EUR,2024-02-12,True
185,EUR_ORIGIN_202402130400,EUR,2024-02-13,True
186,EUR_ORIGIN_202402130600,EUR,2024-02-13,True
187,EUR_ORIGIN_202402131100,EUR,2024-02-13,True
188,EUR_ORIGIN_202402131500,EUR,2024-02-13,True
189,EUR_ORIGIN_202402141100,EUR,2024-02-14,True
190,EUR_ORIGIN_202402150500,EUR,2024-02-15,True
191,EUR_ORIGIN_202402160500,EUR,2024-02-16,True
192,EUR_ORIGIN_202402200600,EUR,2024-02-20,True
193,EUR_ORIGIN_202402201500,EUR,2024-02-20,True
194,EUR_ORIGIN_202402221100,EUR,2024-02-22,True
195,EUR_ORIGIN_202402221700,EUR,2024-02-22,True
196,EUR_ORIGIN_202402231100,EUR,2024-02-23,True
197,EUR_ORIGIN_202402271300,EUR,2024-02-27,True
198,EUR_ORIGIN_202402281200,EUR,2024-02-28,True
199,EUR_ORIGIN_202402282200,EUR,2024-02-28,True
200,EUR_ORIGIN_202402290600,EUR,2024-02-29,True
201,EUR_ORIGIN_202402291200,EUR,2024-02-29,True
202,EUR_ORIGIN_202402292200,EUR,2024-02-29,True
203,EUR_ORIGIN_202403010700,EUR,2024-03-01,True
204,EUR_ORIGIN_202403011000,EUR,2024-03-01,True
205,EUR_ORIGIN_202403011200,EUR,2024-03-01,True
206,EUR_ORIGIN_202403011700,EUR,2024-03-01,True
207,EUR_ORIGIN_202403040700,EUR,2024-03-04,True
208,EUR_ORIGIN_202403051000,EUR,2024-03-05,True
209,EUR_ORIGIN_202403060500,EUR,2024-03-06,True
210,EUR_ORIGIN_202403070300,EUR,2024-03-07,True
211,EUR_ORIGIN_202403070700,EUR,2024-03-07,True
212,EUR_ORIGIN_202403071000,EUR,2024-03-07,True
213,EUR_ORIGIN_202403080400,EUR,2024-03-08,True
214,EUR_ORIGIN_202403120100,EUR,2024-03-12,True
215,EUR_ORIGIN_202403141900,EUR,2024-03-14,True
216,EUR_ORIGIN_202403150600,EUR,2024-03-15,True
217,EUR_ORIGIN_202403180800,EUR,2024-03-18,True
218,EUR_ORIGIN_202403181500,EUR,2024-03-18,True
219,EUR_ORIGIN_202403190500,EUR,2024-03-19,True
220,EUR_ORIGIN_202403190700,EUR,2024-03-19,True
221,EUR_ORIGIN_202403191000,EUR,2024-03-19,True
222,EUR_ORIGIN_202403201800,EUR,2024-03-20,True
223,EUR_ORIGIN_202403202100,EUR,2024-03-20,True
224,EUR_ORIGIN_202403210800,EUR,2024-03-21,True
225,EUR_ORIGIN_202403220500,EUR,2024-03-22,True
226,EUR_ORIGIN_202403221100,EUR,2024-03-22,True
227,EUR_ORIGIN_202403270800,EUR,2024-03-27,True
228,EUR_ORIGIN_202403280600,EUR,2024-03-28,True
229,EUR_ORIGIN_202403280800,EUR,2024-03-28,True
230,EUR_ORIGIN_202403281200,EUR,2024-03-28,True
231,EUR_ORIGIN_202403290600,EUR,2024-03-29,True
232,EUR_ORIGIN_202404020600,EUR,2024-04-02,True
233,EUR_ORIGIN_202404031300,EUR,2024-04-03,True
234,EUR_ORIGIN_202404031700,EUR,2024-04-03,True
235,EUR_ORIGIN_202404040500,EUR,2024-04-04,True
236,EUR_ORIGIN_202404041700,EUR,2024-04-04,True
237,EUR_ORIGIN_202404050600,EUR,2024-04-05,True
238,EUR_ORIGIN_202404051400,EUR,2024-04-05,True
239,EUR_ORIGIN_202404080000,EUR,2024-04-08,True
240,EUR_ORIGIN_202404082000,EUR,2024-04-08,True
241,EUR_ORIGIN_202404101100,EUR,2024-04-10,True
242,EUR_ORIGIN_202404101500,EUR,2024-04-10,True
243,EUR_ORIGIN_202404111100,EUR,2024-04-11,True
244,EUR_ORIGIN_202404111300,EUR,2024-04-11,True
245,EUR_ORIGIN_202404120500,EUR,2024-04-12,True
246,EUR_ORIGIN_202404121100,EUR,2024-04-12,True
247,EUR_ORIGIN_202404121300,EUR,2024-04-12,True
248,EUR_ORIGIN_202404190000,EUR,2024-04-19,True
249,EUR_ORIGIN_202404221000,EUR,2024-04-22,True
250,EUR_ORIGIN_202404230600,EUR,2024-04-23,True
251,EUR_ORIGIN_202404231000,EUR,2024-04-23,True
252,EUR_ORIGIN_202404261000,EUR,2024-04-26,True
253,EUR_ORIGIN_202404261900,EUR,2024-04-26,True
254,EUR_ORIGIN_202404290300,EUR,2024-04-29,True
255,EUR_ORIGIN_202404290600,EUR,2024-04-29,True
256,EUR_ORIGIN_202404291500,EUR,2024-04-29,True
257,EUR_ORIGIN_202405011900,EUR,2024-05-01,True
258,EUR_ORIGIN_202405012100,EUR,2024-05-01,True
259,EUR_ORIGIN_202405020500,EUR,2024-05-02,True
260,EUR_ORIGIN_202405060000,EUR,2024-05-06,True
261,EUR_ORIGIN_202405091500,EUR,2024-05-09,True
262,EUR_ORIGIN_202405141100,EUR,2024-05-14,True
263,EUR_ORIGIN_202405141300,EUR,2024-05-14,True
264,EUR_ORIGIN_202405141600,EUR,2024-05-14,True
265,EUR_ORIGIN_202405150600,EUR,2024-05-15,True
266,EUR_ORIGIN_202405151500,EUR,2024-05-15,True
267,EUR_ORIGIN_202405151700,EUR,2024-05-15,True
268,EUR_ORIGIN_202405152300,EUR,2024-05-15,True
269,EUR_ORIGIN_202405160700,EUR,2024-05-16,True
270,EUR_ORIGIN_202405161100,EUR,2024-05-16,True
271,EUR_ORIGIN_202405201100,EUR,2024-05-20,True
272,EUR_ORIGIN_202405230700,EUR,2024-05-23,True
273,EUR_ORIGIN_202405231100,EUR,2024-05-23,True
274,EUR_ORIGIN_202405231300,EUR,2024-05-23,True
275,EUR_ORIGIN_202405231600,EUR,2024-05-23,True
276,EUR_ORIGIN_202405270800,EUR,2024-05-27,True
277,EUR_ORIGIN_202405271100,EUR,2024-05-27,True
278,EUR_ORIGIN_202405281100,EUR,2024-05-28,True
279,EUR_ORIGIN_202405281300,EUR,2024-05-28,True
280,EUR_ORIGIN_202405290700,EUR,2024-05-29,True
281,EUR_ORIGIN_202405291100,EUR,2024-05-29,True
282,EUR_ORIGIN_202405291300,EUR,2024-05-29,True
283,EUR_ORIGIN_202405310700,EUR,2024-05-31,True
284,EUR_ORIGIN_202405311200,EUR,2024-05-31,True
285,EUR_ORIGIN_202406030600,EUR,2024-06-03,True
286,EUR_ORIGIN_202406031300,EUR,2024-06-03,True
287,EUR_ORIGIN_202406031700,EUR,2024-06-03,True
288,EUR_ORIGIN_202406032300,EUR,2024-06-03,True
289,EUR_ORIGIN_202406040600,EUR,2024-06-04,True
290,EUR_ORIGIN_202406040800,EUR,2024-06-04,True
291,EUR_ORIGIN_202406041200,EUR,2024-06-04,True
292,EUR_ORIGIN_202406051300,EUR,2024-06-05,True
293,EUR_ORIGIN_202406061100,EUR,2024-06-06,True
294,EUR_ORIGIN_202406071500,EUR,2024-06-07,True
295,EUR_ORIGIN_202406100000,EUR,2024-06-10,True
296,EUR_ORIGIN_202406101000,EUR,2024-06-10,True
297,EUR_ORIGIN_202406101400,EUR,2024-06-10,True
298,EUR_ORIGIN_202406110700,EUR,2024-06-11,True
299,EUR_ORIGIN_202406121500,EUR,2024-06-12,True
300,EUR_ORIGIN_202406121700,EUR,2024-06-12,True
301,EUR_ORIGIN_202406131300,EUR,2024-06-13,True
302,EUR_ORIGIN_202406140600,EUR,2024-06-14,True
303,EUR_ORIGIN_202406141200,EUR,2024-06-14,True
304,EUR_ORIGIN_202406200600,EUR,2024-06-20,True
305,EUR_ORIGIN_202406210600,EUR,2024-06-21,True
306,EUR_ORIGIN_202406242300,EUR,2024-06-24,True
307,EUR_ORIGIN_202406251000,EUR,2024-06-25,True
308,EUR_ORIGIN_202406261100,EUR,2024-06-26,True
309,EUR_ORIGIN_202406271100,EUR,2024-06-27,True
310,EUR_ORIGIN_202406281300,EUR,2024-06-28,True
311,EUR_ORIGIN_202407010000,EUR,2024-07-01,True
312,EUR_ORIGIN_202407010700,EUR,2024-07-01,True
313,EUR_ORIGIN_202407011100,EUR,2024-07-01,True
314,EUR_ORIGIN_202407031700,EUR,2024-07-03,True
315,EUR_ORIGIN_202407040500,EUR,2024-07-04,True
316,EUR_ORIGIN_202407080000,EUR,2024-07-08,True
317,EUR_ORIGIN_202407080600,EUR,2024-07-08,True
318,EUR_ORIGIN_202407111100,EUR,2024-07-11,True
319,EUR_ORIGIN_202407111500,EUR,2024-07-11,True
320,EUR_ORIGIN_202407112100,EUR,2024-07-11,True
321,EUR_ORIGIN_202407112300,EUR,2024-07-11,True
322,EUR_ORIGIN_202407170500,EUR,2024-07-17,True
323,EUR_ORIGIN_202407171100,EUR,2024-07-17,True
324,EUR_ORIGIN_202407190500,EUR,2024-07-19,True
325,EUR_ORIGIN_202407191200,EUR,2024-07-19,True
326,EUR_ORIGIN_202407220400,EUR,2024-07-22,True
327,EUR_ORIGIN_202407230600,EUR,2024-07-23,True
328,EUR_ORIGIN_202407240600,EUR,2024-07-24,True
329,EUR_ORIGIN_202407241000,EUR,2024-07-24,True
330,EUR_ORIGIN_202407242300,EUR,2024-07-24,True
331,EUR_ORIGIN_202407250600,EUR,2024-07-25,True
332,EUR_ORIGIN_202407251100,EUR,2024-07-25,True
333,EUR_ORIGIN_202407301100,EUR,2024-07-30,True
334,EUR_ORIGIN_202407301400,EUR,2024-07-30,True
335,EUR_ORIGIN_202407310100,EUR,2024-07-31,True
336,EUR_ORIGIN_202407310600,EUR,2024-07-31,True
337,EUR_ORIGIN_202407311800,EUR,2024-07-31,True
338,EUR_ORIGIN_202408010700,EUR,2024-08-01,True
339,EUR_ORIGIN_202408020600,EUR,2024-08-02,True
340,EUR_ORIGIN_202408050000,EUR,2024-08-05,True
341,EUR_ORIGIN_202408050300,EUR,2024-08-05,True
342,EUR_ORIGIN_202408050600,EUR,2024-08-05,True
343,EUR_ORIGIN_202408051400,EUR,2024-08-05,True
344,EUR_ORIGIN_202408052100,EUR,2024-08-05,True
345,EUR_ORIGIN_202408070000,EUR,2024-08-07,True
346,EUR_ORIGIN_202408140500,EUR,2024-08-14,True
347,EUR_ORIGIN_202408141100,EUR,2024-08-14,True
348,EUR_ORIGIN_202408151100,EUR,2024-08-15,True
349,EUR_ORIGIN_202408151500,EUR,2024-08-15,True
350,EUR_ORIGIN_202408160700,EUR,2024-08-16,True
351,EUR_ORIGIN_202408190200,EUR,2024-08-19,True
352,EUR_ORIGIN_202408190400,EUR,2024-08-19,True
353,EUR_ORIGIN_202408200600,EUR,2024-08-20,True
354,EUR_ORIGIN_202408220600,EUR,2024-08-22,True
355,EUR_ORIGIN_202408260000,EUR,2024-08-26,True
356,EUR_ORIGIN_202408261200,EUR,2024-08-26,True
357,EUR_ORIGIN_202408270800,EUR,2024-08-27,True
358,EUR_ORIGIN_202408271000,EUR,2024-08-27,True
359,EUR_ORIGIN_202408280700,EUR,2024-08-28,True
360,EUR_ORIGIN_202408290700,EUR,2024-08-29,True
361,EUR_ORIGIN_202409030700,EUR,2024-09-03,True
362,EUR_ORIGIN_202409031200,EUR,2024-09-03,True
363,EUR_ORIGIN_202409040000,EUR,2024-09-04,True
364,EUR_ORIGIN_202409042200,EUR,2024-09-04,True
365,EUR_ORIGIN_202409050600,EUR,2024-09-05,True
366,EUR_ORIGIN_202409051300,EUR,2024-09-05,True
367,EUR_ORIGIN_202409060400,EUR,2024-09-06,True
368,EUR_ORIGIN_202409061300,EUR,2024-09-06,True
369,EUR_ORIGIN_202409090000,EUR,2024-09-09,True
370,EUR_ORIGIN_202409091100,EUR,2024-09-09,True
371,EUR_ORIGIN_202409101100,EUR,2024-09-10,True
372,EUR_ORIGIN_202409101400,EUR,2024-09-10,True
373,EUR_ORIGIN_202409111100,EUR,2024-09-11,True
374,EUR_ORIGIN_202409120500,EUR,2024-09-12,True
375,EUR_ORIGIN_202409121500,EUR,2024-09-12,True
376,EUR_ORIGIN_202409180600,EUR,2024-09-18,True
377,EUR_ORIGIN_202409181800,EUR,2024-09-18,True
378,EUR_ORIGIN_202409190400,EUR,2024-09-19,True
379,EUR_ORIGIN_202409190600,EUR,2024-09-19,True
380,EUR_ORIGIN_202409191100,EUR,2024-09-19,True
381,EUR_ORIGIN_202409191300,EUR,2024-09-19,True
382,EUR_ORIGIN_202409200500,EUR,2024-09-20,True
383,EUR_ORIGIN_202409200900,EUR,2024-09-20,True
384,EUR_ORIGIN_202409230600,EUR,2024-09-23,True
385,EUR_ORIGIN_202409231200,EUR,2024-09-23,True
386,EUR_ORIGIN_202409260600,EUR,2024-09-26,True
387,EUR_ORIGIN_202409261100,EUR,2024-09-26,True
388,EUR_ORIGIN_202409261300,EUR,2024-09-26,True
389,EUR_ORIGIN_202409270500,EUR,2024-09-27,True
390,EUR_ORIGIN_202409271400,EUR,2024-09-27,True
391,EUR_ORIGIN_202409300700,EUR,2024-09-30,True
392,EUR_ORIGIN_202409301100,EUR,2024-09-30,True
393,EUR_ORIGIN_202409301300,EUR,2024-09-30,True
394,EUR_ORIGIN_202410010700,EUR,2024-10-01,True
395,EUR_ORIGIN_202410011200,EUR,2024-10-01,True
396,EUR_ORIGIN_202410030500,EUR,2024-10-03,True
397,EUR_ORIGIN_202410041100,EUR,2024-10-04,True
398,EUR_ORIGIN_202410101900,EUR,2024-10-10,True
399,EUR_ORIGIN_202410150500,EUR,2024-10-15,True
400,EUR_ORIGIN_202410160500,EUR,2024-10-16,True
401,EUR_ORIGIN_202410171500,EUR,2024-10-17,True
402,EUR_ORIGIN_202410210000,EUR,2024-10-21,True
403,EUR_ORIGIN_202410210900,EUR,2024-10-21,True
404,EUR_ORIGIN_202410220600,EUR,2024-10-22,True
405,EUR_ORIGIN_202410220900,EUR,2024-10-22,True
406,EUR_ORIGIN_202410221200,EUR,2024-10-22,True
407,EUR_ORIGIN_202410221600,EUR,2024-10-22,True
408,EUR_ORIGIN_202410222300,EUR,2024-10-22,True
409,EUR_ORIGIN_202410230900,EUR,2024-10-23,True
410,EUR_ORIGIN_202410231100,EUR,2024-10-23,True
411,EUR_ORIGIN_202410240500,EUR,2024-10-24,True
412,EUR_ORIGIN_202410251100,EUR,2024-10-25,True
413,EUR_ORIGIN_202410251400,EUR,2024-10-25,True
414,EUR_ORIGIN_202410280000,EUR,2024-10-28,True
415,EUR_ORIGIN_202410290700,EUR,2024-10-29,True
416,EUR_ORIGIN_202410290900,EUR,2024-10-29,True
417,EUR_ORIGIN_202410300800,EUR,2024-10-30,True
418,EUR_ORIGIN_202410301300,EUR,2024-10-30,True
419,EUR_ORIGIN_202410301600,EUR,2024-10-30,True
420,EUR_ORIGIN_202410310500,EUR,2024-10-31,True
421,EUR_ORIGIN_202411010600,EUR,2024-11-01,True
422,EUR_ORIGIN_202411011100,EUR,2024-11-01,True
423,EUR_ORIGIN_202411052100,EUR,2024-11-05,True
424,EUR_ORIGIN_202411052300,EUR,2024-11-05,True
425,EUR_ORIGIN_202411060200,EUR,2024-11-06,True
426,EUR_ORIGIN_202411060800,EUR,2024-11-06,True
427,EUR_ORIGIN_202411061500,EUR,2024-11-06,True
428,EUR_ORIGIN_202411070500,EUR,2024-11-07,True
429,EUR_ORIGIN_202411110000,EUR,2024-11-11,True
430,EUR_ORIGIN_202411131100,EUR,2024-11-13,True
431,EUR_ORIGIN_202411141200,EUR,2024-11-14,True
432,EUR_ORIGIN_202411151100,EUR,2024-11-15,True
433,EUR_ORIGIN_202411151500,EUR,2024-11-15,True
434,EUR_ORIGIN_202411190500,EUR,2024-11-19,True
435,EUR_ORIGIN_202411191400,EUR,2024-11-19,True
436,EUR_ORIGIN_202411201100,EUR,2024-11-20,True
437,EUR_ORIGIN_202411210600,EUR,2024-11-21,True
438,EUR_ORIGIN_202411220500,EUR,2024-11-22,True
439,EUR_ORIGIN_202411221100,EUR,2024-11-22,True
440,EUR_ORIGIN_202411250000,EUR,2024-11-25,True
441,EUR_ORIGIN_202411251000,EUR,2024-11-25,True
442,EUR_ORIGIN_202411271000,EUR,2024-11-27,True
443,EUR_ORIGIN_202411282200,EUR,2024-11-28,True
444,EUR_ORIGIN_202412020400,EUR,2024-12-02,True
445,EUR_ORIGIN_202412040500,EUR,2024-12-04,True
446,EUR_ORIGIN_202412041000,EUR,2024-12-04,True
447,EUR_ORIGIN_202412051000,EUR,2024-12-05,True
448,EUR_ORIGIN_202412090000,EUR,2024-12-09,True
449,EUR_ORIGIN_202412101000,EUR,2024-12-10,True
