chain,driver,outcome,lead_days,corr,boot_ci_low,boot_ci_high,raw_p,n,fdr_q
PulseChain,chain_tvl_chg_7d,ret_breadth_1d,-3,,-0.0676,0.08,0.002,360.0,0.0023
PulseChain,chain_tvl_chg_7d,ret_breadth_1d,-1,,-0.09,0.0922,0.002,362.0,0.0023
PulseChain,chain_tvl_chg_7d,ret_breadth_1d,1,,-0.2211,-0.0781,0.002,362.0,0.0023
PulseChain,chain_tvl_chg_7d,ret_breadth_1d,3,,-0.1452,-0.0463,0.002,360.0,0.0023
PulseChain,chain_tvl_chg_7d,ret_breadth_1d,7,,-0.1084,0.0478,0.002,356.0,0.0023
PulseChain,chain_tvl_chg_7d,ret_breadth_1d,14,,-0.1329,0.0038,0.002,349.0,0.0023
PulseChain,chain_tvl_chg_7d,ret_breadth_1d,30,,-0.1469,0.1362,0.002,333.0,0.0023
PulseChain,chain_tvl_chg_30d,improving_share,-30,,-0.0558,0.2038,0.002,328.0,0.0023
PulseChain,chain_tvl_chg_30d,improving_share,-14,,-0.0761,0.1365,0.002,344.0,0.0023
PulseChain,chain_tvl_chg_30d,improving_share,-7,,-0.0399,0.1638,0.002,351.0,0.0023
PulseChain,chain_tvl_chg_30d,improving_share,-3,,-0.047,0.1313,0.002,355.0,0.0023
PulseChain,chain_tvl_chg_30d,improving_share,-1,,-0.0922,0.0844,0.002,357.0,0.0023
PulseChain,chain_tvl_chg_30d,improving_share,1,,-0.1423,0.092,0.002,357.0,0.0023
PulseChain,chain_tvl_chg_30d,improving_share,3,,-0.1097,0.0653,0.002,355.0,0.0023
PulseChain,chain_tvl_chg_30d,improving_share,7,,-0.1869,0.0915,0.002,351.0,0.0023
PulseChain,chain_tvl_chg_30d,improving_share,14,,-0.1145,0.0949,0.002,344.0,0.0023
PulseChain,chain_tvl_chg_30d,improving_share,30,,-0.3216,-0.0283,0.002,328.0,0.0023
PulseChain,chain_tvl_chg_30d,median_vel7,-30,,-0.074,0.124,0.002,232.0,0.0023
PulseChain,chain_tvl_chg_30d,median_vel7,-14,,-0.0807,0.1465,0.002,248.0,0.0023
PulseChain,chain_tvl_chg_30d,median_vel7,-7,,-0.0026,0.2757,0.002,254.0,0.0023
PulseChain,chain_tvl_chg_30d,median_vel7,-3,,-0.0141,0.1904,0.002,258.0,0.0023
PulseChain,chain_tvl_chg_30d,median_vel7,-1,,-0.1588,0.1155,0.002,261.0,0.0023
PulseChain,chain_tvl_chg_30d,median_vel7,1,,-0.187,0.1695,0.002,260.0,0.0023
PulseChain,chain_tvl_chg_30d,median_vel7,3,,-0.1867,0.1181,0.002,261.0,0.0023
PulseChain,chain_tvl_chg_30d,median_vel7,7,,-0.1238,0.1164,0.002,262.0,0.0023
PulseChain,chain_tvl_chg_30d,median_vel7,14,,-0.1309,0.2444,0.002,254.0,0.0023
PulseChain,chain_tvl_chg_30d,median_vel7,30,,-0.3021,-0.0445,0.002,238.0,0.0023
PulseChain,chain_tvl_chg_30d,ret_breadth_1d,-30,,-0.0569,0.1702,0.002,328.0,0.0023
PulseChain,chain_tvl_chg_30d,ret_breadth_1d,-14,,-0.0903,0.0664,0.002,344.0,0.0023
PulseChain,chain_tvl_chg_30d,ret_breadth_1d,-7,,-0.1334,0.0569,0.002,351.0,0.0023
PulseChain,chain_tvl_chg_30d,ret_breadth_1d,-3,,-0.1224,0.0441,0.002,355.0,0.0023
PulseChain,chain_tvl_chg_30d,ret_breadth_1d,-1,,-0.1999,0.0867,0.002,357.0,0.0023
PulseChain,chain_tvl_chg_30d,ret_breadth_1d,1,,-0.2057,0.0887,0.002,357.0,0.0023
PulseChain,chain_tvl_chg_30d,ret_breadth_1d,3,,-0.2031,-0.027,0.002,355.0,0.0023
PulseChain,chain_tvl_chg_30d,ret_breadth_1d,7,,-0.1202,0.0277,0.002,351.0,0.0023
PulseChain,chain_tvl_chg_30d,ret_breadth_1d,14,,-0.1139,0.0688,0.002,344.0,0.0023
PulseChain,chain_tvl_chg_30d,ret_breadth_1d,30,,-0.046,0.1898,0.002,328.0,0.0023
Cronos,chain_tvl_chg_7d,improving_share,-30,-0.0444,-0.0856,0.0268,0.3932,323.0,0.4238
Cronos,chain_tvl_chg_7d,improving_share,-14,-0.0194,-0.0713,0.0968,0.6906,339.0,0.7124
Cronos,chain_tvl_chg_7d,improving_share,-7,-0.0355,-0.077,0.0601,0.4431,346.0,0.474
Cronos,chain_tvl_chg_7d,improving_share,-3,-0.0574,-0.1339,-0.0183,0.2295,350.0,0.2527
Cronos,chain_tvl_chg_7d,improving_share,-1,-0.0469,-0.1063,0.004,0.3553,352.0,0.3858
Cronos,chain_tvl_chg_7d,improving_share,1,-0.0471,-0.0942,-0.009,0.3194,352.0,0.3484
Cronos,chain_tvl_chg_7d,improving_share,3,-0.0481,-0.1287,0.0305,0.2994,350.0,0.3281
Cronos,chain_tvl_chg_7d,improving_share,7,-0.028,-0.1809,0.1243,0.5689,346.0,0.598
Cronos,chain_tvl_chg_7d,improving_share,14,-0.0105,-0.0447,0.1222,0.8343,339.0,0.8437
Cronos,chain_tvl_chg_7d,improving_share,30,0.0792,-0.1191,0.1739,0.1557,323.0,0.1741
Cronos,chain_tvl_chg_7d,median_vel7,-30,-0.0765,-0.1854,-0.0134,0.2735,242.0,0.3002
Cronos,chain_tvl_chg_7d,median_vel7,-14,0.0355,-0.0975,0.2119,0.6727,258.0,0.6969
Cronos,chain_tvl_chg_7d,median_vel7,-7,-0.0062,-0.0955,0.1761,0.9361,259.0,0.9387
Cronos,chain_tvl_chg_7d,median_vel7,-3,-0.1045,-0.1625,0.0184,0.0739,260.0,0.0837
Cronos,chain_tvl_chg_7d,median_vel7,-1,0.0274,-0.0923,0.2237,0.7844,260.0,0.8
Cronos,chain_tvl_chg_7d,median_vel7,1,-0.0127,-0.0691,0.0927,0.8343,260.0,0.8437
Cronos,chain_tvl_chg_7d,median_vel7,3,-0.0518,-0.1491,0.0514,0.479,260.0,0.5087
Cronos,chain_tvl_chg_7d,median_vel7,7,-0.0126,-0.207,0.1179,0.8603,260.0,0.8687
Cronos,chain_tvl_chg_7d,median_vel7,14,0.0399,-0.0426,0.1817,0.6307,253.0,0.6562
Cronos,chain_tvl_chg_7d,median_vel7,30,0.0797,-0.1726,0.1925,0.1397,239.0,0.1569
Cronos,chain_tvl_chg_7d,ret_breadth_1d,-30,0.0909,-0.0312,0.1594,0.0699,323.0,0.0793
Cronos,chain_tvl_chg_7d,ret_breadth_1d,-14,0.0556,-0.0708,0.1488,0.3633,339.0,0.3939
Cronos,chain_tvl_chg_7d,ret_breadth_1d,-7,-0.017,-0.0745,0.1132,0.8723,346.0,0.8796
Cronos,chain_tvl_chg_7d,ret_breadth_1d,-3,-0.0256,-0.0667,0.1539,0.7485,350.0,0.7655
Cronos,chain_tvl_chg_7d,ret_breadth_1d,-1,0.083,-0.0286,0.1471,0.0898,352.0,0.1013
Cronos,chain_tvl_chg_7d,ret_breadth_1d,1,-0.0308,-0.1591,0.0832,0.7046,352.0,0.7258
Cronos,chain_tvl_chg_7d,ret_breadth_1d,3,-0.0479,-0.1359,0.0651,0.489,350.0,0.5185
Cronos,chain_tvl_chg_7d,ret_breadth_1d,7,-0.0006,-0.068,0.1536,0.994,346.0,0.994
Cronos,chain_tvl_chg_7d,ret_breadth_1d,14,-0.0639,-0.1116,-0.0069,0.2236,339.0,0.2465
Cronos,chain_tvl_chg_7d,ret_breadth_1d,30,0.0877,-0.0675,0.1391,0.0858,323.0,0.097
Cronos,chain_tvl_chg_30d,improving_share,-30,-0.0269,-0.0657,0.0397,0.4072,323.0,0.4382
Cronos,chain_tvl_chg_30d,improving_share,-14,-0.027,-0.104,0.0111,0.6228,339.0,0.6489
Cronos,chain_tvl_chg_30d,improving_share,-7,-0.0266,-0.071,-0.0048,0.6766,346.0,0.6999
Cronos,chain_tvl_chg_30d,improving_share,-3,-0.0263,-0.1049,-0.0231,0.1737,350.0,0.193
Cronos,chain_tvl_chg_30d,improving_share,-1,0.1091,-0.0784,0.2081,0.1517,352.0,0.1701
Cronos,chain_tvl_chg_30d,improving_share,1,-0.0261,-0.0532,0.0762,0.5649,352.0,0.5946
Cronos,chain_tvl_chg_30d,improving_share,3,0.109,-0.0741,0.1821,0.1816,350.0,0.2015
Cronos,chain_tvl_chg_30d,improving_share,7,-0.0266,-0.0568,0.0468,0.503,346.0,0.5326
Cronos,chain_tvl_chg_30d,improving_share,14,0.1096,0.0049,0.2091,0.0319,339.0,0.0363
Cronos,chain_tvl_chg_30d,improving_share,30,-0.0263,-0.0591,0.0904,0.5808,323.0,0.6078
Cronos,chain_tvl_chg_30d,median_vel7,-30,-0.0034,-0.0832,0.1342,0.9242,242.0,0.9294
Cronos,chain_tvl_chg_30d,median_vel7,-14,-0.0164,-0.0576,-0.0032,0.7186,258.0,0.7391
Cronos,chain_tvl_chg_30d,median_vel7,-7,0.0204,-0.1266,0.0555,0.6687,259.0,0.6938
Cronos,chain_tvl_chg_30d,median_vel7,-3,-0.0225,-0.2154,-0.0141,0.5709,260.0,0.5992
Cronos,chain_tvl_chg_30d,median_vel7,-1,0.0761,-0.1013,0.1756,0.1617,260.0,0.1802
Cronos,chain_tvl_chg_30d,median_vel7,1,0.0145,-0.1155,0.1,0.7605,260.0,0.7767
Cronos,chain_tvl_chg_30d,median_vel7,3,0.0576,-0.0738,0.139,0.2615,260.0,0.2875
Cronos,chain_tvl_chg_30d,median_vel7,7,-0.004,-0.0258,0.0573,0.9082,260.0,0.9146
Cronos,chain_tvl_chg_30d,median_vel7,14,0.0702,0.0144,0.1773,0.1617,253.0,0.1802
Cronos,chain_tvl_chg_30d,median_vel7,30,0.0181,-0.1285,0.0915,0.7265,239.0,0.7451
Cronos,chain_tvl_chg_30d,ret_breadth_1d,-30,0.0781,-0.0451,0.1519,0.1537,323.0,0.1721
Cronos,chain_tvl_chg_30d,ret_breadth_1d,-14,0.0754,-0.0647,0.1474,0.2076,339.0,0.2296
Cronos,chain_tvl_chg_30d,ret_breadth_1d,-7,-0.0392,-0.1039,-0.0338,0.4271,346.0,0.4583
Cronos,chain_tvl_chg_30d,ret_breadth_1d,-3,0.0736,-0.0422,0.1589,0.0459,350.0,0.0521
Cronos,chain_tvl_chg_30d,ret_breadth_1d,-1,-0.0386,-0.0747,0.1399,0.7964,352.0,0.8099
Cronos,chain_tvl_chg_30d,ret_breadth_1d,1,-0.0389,-0.083,0.0275,0.4192,352.0,0.4505
Cronos,chain_tvl_chg_30d,ret_breadth_1d,3,-0.0392,-0.1159,0.0985,0.8184,350.0,0.8299
Cronos,chain_tvl_chg_30d,ret_breadth_1d,7,-0.0395,-0.0854,0.0282,0.507,346.0,0.536
Cronos,chain_tvl_chg_30d,ret_breadth_1d,14,0.074,-0.1089,0.1344,0.1277,339.0,0.1439
Cronos,chain_tvl_chg_30d,ret_breadth_1d,30,0.0744,-0.0646,0.1364,0.1697,323.0,0.1888
