sector,active_days,median_sector_rank,median_sector_rank_velocity,median_ret_7d,median_share_chg_7d,median_share_chg_30d,median_breadth_1d,median_breadth_7d,median_top1_participation,median_top3_participation,median_top5_participation,median_top10_participation,full_sector_breadth_7d_median,median_leader_follow_gap_7d,median_dispersion_ret_7d,median_volume_share
polychain-capital-portfolio,1989,8.0,0.0,-0.010241551491621315,-1.4373808803858773e-05,-7.746212316654677e-05,0.45454545454545453,0.30434782608695654,0.7281900250005912,0.9778457276069247,0.9873753254773732,0.9960214521924017,0.30434782608695654,0.08769679532050126,0.08308521591655799,0.32773574537666816
three-arrows-capital-portfolio,1989,9.0,0.0,-0.007611747775399108,-1.1455973612283302e-05,-8.788741920030471e-05,0.46153846153846156,0.2857142857142857,0.7326819222870763,0.984394440817555,0.9941107962454266,0.9994319402127179,0.2857142857142857,0.08042163061135868,0.07277239544393675,0.32387128668596826
binance-labs-portfolio,1933,11.0,0.0,-0.008210460324145852,-7.051042222301282e-06,-6.826881950064076e-05,0.4444444444444444,0.3333333333333333,0.737470368188345,0.9902937237093726,0.9943978404464706,0.998005418400763,0.3333333333333333,0.09235408415836457,0.08722984092210226,0.3246738637517827
blockchain-capital-portfolio,1923,11.0,0.0,-0.010030705448368205,-6.987809059893699e-06,-7.160911909889073e-05,0.4444444444444444,0.29411764705882354,0.7372141467536844,0.9887390421155107,0.9943548857280157,0.9985191390317197,0.29411764705882354,0.07260885474135106,0.06532519266175182,0.32213360979984496
dragonfly-capital-portfolio,1923,15.0,0.0,-0.008858907461836263,-5.4265273632427e-06,-5.721431360012838e-05,0.4666666666666667,0.3076923076923077,0.7390366008865206,0.9925640675622948,0.9969316824440723,0.9994180910061485,0.3076923076923077,0.08000534746548427,0.07269445692577407,0.31808615023139125
dcg-portfolio,1923,15.0,0.0,-0.009571561056121669,-5.270445261983461e-06,-5.71832619579854e-05,0.4666666666666667,0.3157894736842105,0.7404356452841023,0.9886978366747942,0.992942354257586,0.9984412439907026,0.3157894736842105,0.08138403236554828,0.07157715411213714,0.3215931593903405
dot-ecosystem,55,18.0,0.0,0.1570027505667576,0.00011268887351495623,0.0008070351354055273,0.5833333333333334,0.4,0.5586999501682332,0.8548813723640974,0.9035003676971813,0.9566997277446969,0.4,0.33648164085332805,0.2605103444518271,0.027418786434053634
paradigm-portfolio,1697,19.0,0.0,-0.011416463042737024,8.831525558968684e-07,-7.232886324310198e-05,0.46153846153846156,0.3076923076923077,0.749330840089395,0.993201830490902,0.9974444236164511,0.9996643634814402,0.3076923076923077,0.08334658879445916,0.07425539124717502,0.3198924218508757
framework-ventures,226,19.0,0.0,0.02675803367146512,-6.460120970800884e-05,-0.00016045628808713727,0.5643939393939394,0.25,0.6947949674260201,0.9905142883149363,0.996465283362079,0.999876939129144,0.25,0.10734599501205282,0.08738604219157331,0.2923437629454637
huobi-capital,226,21.0,0.0,0.013224100614534384,-5.554974651137898e-05,-0.00012655931439228135,0.5,0.2727272727272727,0.6968605508891084,0.991544413907395,0.9975412423492427,0.9999299287751486,0.2727272727272727,0.14069933760477304,0.11702776505988677,0.28786171300123947
mineable,2196,24.0,0.0,-0.007498339158033079,-7.88260600823043e-06,-0.00010218812137562615,0.46153846153846156,0.3333333333333333,0.9420926759620036,0.9686801121308866,0.9788867046064857,0.9921172301396062,0.3333333333333333,0.10403007683708976,0.1041275448146265,0.26141094418431854
pow,2171,25.0,0.0,-0.00482545017076319,2.195343820163287e-06,-5.914567228371484e-05,0.47058823529411764,0.3,0.9515019931283768,0.9813128499790759,0.9904852396542265,0.9978242633209166,0.3,0.09030796897389617,0.0845148188007025,0.2559223127190964
btc-ecosystem,72,26.0,0.0,-0.0021240208139328975,5.474996339143584e-05,0.00017803034497574158,0.39285714285714285,0.35714285714285715,0.9785290164462761,0.9908611173206807,0.9958394811877247,0.9992628537755887,0.35714285714285715,0.036473028911407815,0.05213681193147268,0.23772064956728872
store-of-value,2171,28.0,0.0,-0.0003535194276775011,1.2834139112068849e-06,-5.03609255324243e-05,0.46153846153846156,0.3333333333333333,0.9823874692859303,0.9927241789121596,0.996368380133346,0.9997485474614943,0.3333333333333333,0.07556073672263636,0.07576968214870868,0.2239441948951019
2017-2018-alt-season,630,28.0,0.0,-0.015942082215517406,-9.986979253528983e-06,-0.0002057902017837173,0.4444444444444444,0.2631578947368421,0.8970462754585421,0.971037677107823,0.9844716519982334,0.9979817941417995,0.2631578947368421,0.06780806206647688,0.06266341423190469,0.23991597675534326
binance-smart-chain-ecosystem,1,29.0,,-0.03355518242949396,,,0.1590909090909091,0.30303030303030304,0.4703059245072974,0.6216208606406599,0.7213377185064714,0.8250303850088972,0.30303030303030304,0.22547810408029126,0.30093794406347535,0.665249254275074
bitcoin-ecosystem,1177,29.0,0.0,-0.006242133432860675,2.1734931234366345e-05,-4.000563558935466e-05,0.4117647058823529,0.3125,0.9775575337079132,0.9893578575929726,0.9951992349959844,0.9985444749490622,0.3125,0.07240273216935639,0.0812716083873614,0.2157840778900327
layer-1,1229,31.0,0.0,-0.013936081951304968,-3.806579196384552e-05,-0.00015362622970258033,0.43478260869565216,0.3146067415730337,0.7000373836352145,0.883253522426429,0.9341904508927418,0.9703512094034271,0.3146067415730337,0.09485529479364338,0.08958447773246137,0.17681428477478467
kinetic-capital-portfolio,17,31.0,0.0,-0.0684782330980151,0.0005985556889590632,,0.40476190476190477,0.30952380952380953,0.7390068072530982,0.8901628299049477,0.9333151572139454,0.9707788761731008,0.30952380952380953,0.17188683788140874,0.15128053085385787,0.14985986292459677
kinetic-capital,237,31.0,0.0,0.01381690266917679,0.00017108532154150053,0.0007789877373494836,0.5121951219512195,0.36585365853658536,0.7903048277345492,0.9039665594634291,0.9374415244622076,0.9715718525024544,0.36585365853658536,0.1708634044928634,0.13775862326662255,0.14750440378649932
smart-contracts,2171,32.0,0.0,-0.007992026062481394,-3.054408744303846e-05,-0.00015432153586631726,0.45454545454545453,0.3333333333333333,0.682232869768767,0.8854199927244373,0.9233854924562324,0.9643676480643544,0.3333333333333333,0.0994538329688703,0.09692632345393211,0.14265013076636743
injective-ecosystem,1625,32.0,0.0,-0.011785611394292572,-2.5235878297942565e-06,-1.0218100639089824e-05,0.4262295081967213,0.3488372093023256,0.6242456726661122,0.8558271555716404,0.8987271998334692,0.9583484417862194,0.3488372093023256,0.08798417446573026,0.07770455112041752,0.4761185192453069
kenetic-capital-portfolio,1669,35.0,0.0,-0.010548689285995505,-3.416172256283205e-05,-0.00012445534563320336,0.4722222222222222,0.325,0.7975302837195936,0.9550550442389327,0.9766789113694673,0.9903264394334251,0.325,0.07832424301549984,0.078071087351125,0.12759217227055433
hashkey-capital-portfolio,1923,36.0,0.0,-0.011001329466690302,-2.4726883475673783e-05,-9.789309003274509e-05,0.4666666666666667,0.3125,0.9113343713945978,0.9588520827764666,0.9780724003647929,0.9957868102099575,0.3125,0.09110405335224625,0.08668930059463871,0.11450271407084432
ethereum-ecosystem,1697,36.0,0.0,-0.009975799624480364,-3.184365352952448e-05,-0.00010084483332619028,0.4375,0.3584905660377358,0.8953499310645091,0.9350324424081524,0.9499962854554339,0.9711493973540634,0.3584905660377358,0.10267699565299482,0.10443494941371498,0.14496021568282377
payments,2171,39.0,0.0,-0.0069934640124582614,9.198480924554713e-07,-3.0491070642619036e-05,0.46,0.34285714285714286,0.49429833776489895,0.8105724598600041,0.896987502271497,0.9541071931926701,0.34285714285714286,0.1009351229304829,0.10029277592812012,0.39249028539107655
sec-security-token,502,42.0,0.0,-0.0001554480129051239,-6.6735605786828744e-06,-4.4338635244291734e-05,0.44,0.28,0.39862211608403375,0.7618186367719141,0.8502617739782548,0.95196242073692,0.28,0.07435269276541738,0.06566425343189992,0.04671936320973094
solana-ecosystem,1932,43.0,0.0,-0.009415502744143878,-4.913000186484561e-06,1.1714910968502472e-05,0.4439613526570048,0.35,0.5513950250657755,0.8846688039351491,0.9295294264186613,0.971807268697717,0.35,0.12105909505209664,0.11706123662836676,0.3853391917612641
optimism-ecosystem,1289,44.0,0.0,-0.0009394441324554748,-3.6405802568778106e-06,-2.153275734164729e-05,0.43478260869565216,0.2962962962962963,0.549378888462808,0.8015790362121107,0.8893900140869044,0.9739354221644292,0.2962962962962963,0.0733025127061611,0.07411200065698101,0.4427320610610508
made-in-america,581,45.0,0.0,-0.02480563996785723,-3.749440051675616e-05,-9.923429328955336e-05,0.4142857142857143,0.3246753246753247,0.2983646209496897,0.657604601449412,0.76111992320101,0.8616669076531366,0.3246753246753247,0.08702761077309983,0.08778610414163912,0.14171304724266137
usd-stablecoin,1563,46.0,0.0,-2.0032188680074725e-05,-4.673458712254122e-06,-4.036276413993617e-05,0.47368421052631576,0.3125,0.6353394941172215,0.9204236545840723,0.969869665446022,0.9942451802852537,0.3125,0.0016109991614446373,0.01066454153778566,0.4814264450854662
medium-of-exchange,2171,46.0,0.0,-0.004198464577070876,-1.8501540270414972e-05,-8.895528421989148e-05,0.4666666666666667,0.3076923076923077,0.3543714933378803,0.7211502302258704,0.8269669171121217,0.9506467450493532,0.3076923076923077,0.09160364417643159,0.08680858973878325,0.08790112709669996
tron20-ecosystem,594,47.0,0.0,-1.9112514205221753e-05,1.177155289880296e-05,4.7889306464970116e-05,0.458041958041958,0.35,0.5938457319358365,0.9309011689069226,0.9894625775743269,0.9978656667376149,0.35,0.027788996682832613,0.03742631656753347,0.490998440897943
centralized-exchange-cex-token,1,47.0,,-0.23446673736830814,,,0.7333333333333333,0.3333333333333333,0.8248899410586343,0.9242599834771406,0.9589202955545579,0.9951345381902273,0.3333333333333333,0.1134956465299866,0.20472941835376088,0.012225350761745933
alleged-sec-securities,1118,48.0,0.0,-0.01247503464141414,-9.157149634812008e-06,-4.8428930459450906e-05,0.42857142857142855,0.30434782608695654,0.40219144810781776,0.8243103385962012,0.9264982496006248,0.9692656467348357,0.30434782608695654,0.07321941182870467,0.066003064294971,0.04532625249398983
platform,2171,48.0,0.0,-0.00879570645620903,-1.0423866804207965e-05,-7.520427827130286e-05,0.45588235294117646,0.35135135135135137,0.3432397130096912,0.5646950787706905,0.6673028507163761,0.8025805189498234,0.35135135135135137,0.1018385720980747,0.10503355183886223,0.043549538788700416
marketplace,2171,51.0,0.0,-0.005638691566698217,-7.556653457009349e-06,-2.6951196547114406e-05,0.46153846153846156,0.3611111111111111,0.7206576655238859,0.853299621988204,0.9226949004081793,0.9668296132962036,0.3611111111111111,0.10095257086972777,0.0978448409804025,0.017507346837377057
defi,2171,52.0,0.0,-0.00426469628649484,-3.0277741728214e-06,-9.509233240589162e-06,0.45454545454545453,0.368,0.13509547648990886,0.33956133939728067,0.4695336652937351,0.6223507503506447,0.368,0.12132110561164396,0.11892128550975083,0.04263295055568014
enterprise-solutions,2171,52.0,0.0,-0.009526655628722569,-2.0984703425859378e-05,-7.819849335073724e-05,0.4523809523809524,0.3488372093023256,0.49497602453960693,0.7372819058318854,0.8229955994852031,0.9117672713638187,0.3488372093023256,0.09528895647977272,0.09203268050539634,0.03249574084875366
arrington-xrp-capital-portfolio,1697,57.0,0.0,-0.01600393128583044,-1.829690653613002e-05,-4.5630573257454806e-05,0.4230769230769231,0.3333333333333333,0.6139972407437425,0.8272173256652091,0.8997856552404345,0.9591654173671187,0.3333333333333333,0.0858408370657226,0.08062130532101144,0.02144180174476286
polygon-ecosystem,1868,61.0,0.0,-0.007894345502860889,-3.878982668030517e-06,-1.256990855554301e-05,0.44590643274853803,0.35294117647058826,0.253675060863221,0.5773891551662693,0.7309012837876974,0.8618112470807415,0.35294117647058826,0.10277131833262752,0.09094732942536565,0.021843243259595878
bnb-chain-ecosystem,595,62.0,0.0,-0.009731344616353249,-5.771636998959558e-07,-7.879085456836184e-06,0.4246575342465753,0.3816793893129771,0.5889978044341546,0.6949053103643097,0.7821792840721301,0.871216602151356,0.3816793893129771,0.12067476926159515,0.15016587015670346,0.04124281154068669
dwf-labs-portfolio,1070,68.0,0.0,-0.014797285037412622,-2.0002966611483864e-06,-6.616438569669871e-06,0.4230769230769231,0.34884559884559885,0.43011909103308194,0.6481117656697455,0.7142689073680069,0.816292271685753,0.34884559884559885,0.10252505463510503,0.08807117162487998,0.015638388298707496
made-in-china,316,70.0,0.0,-0.006848003049038376,-4.239896507969056e-06,-1.9275339954735824e-05,0.4472222222222222,0.35,0.6789805600676905,0.9221856404389451,0.950849286128548,0.9890603719470918,0.35,0.04933097631229729,0.05287608508159196,0.015487732136353374
arbitrum-ecosystem,595,83.0,0.0,-0.013007415416464635,-2.042467782592018e-06,5.241887784423246e-07,0.43243243243243246,0.36,0.16652097870266702,0.4316293238269969,0.6408498392100165,0.7986792860342936,0.36,0.08599063864094571,0.08278529685856059,0.019027789556019085
coinlist-launchpad,110,89.0,0.0,-0.022699107754190928,-1.1621697423933996e-06,2.996192895036217e-06,0.4117647058823529,0.3333333333333333,0.8540066998343385,0.9310336835815659,0.9635631916174774,0.9919895472555653,0.3333333333333333,0.09828325341301171,0.07291849424962278,0.02358922695086036
distributed-computing,2171,90.0,0.0,-0.010333848629396042,-2.357062802813058e-06,-8.84115376477109e-06,0.45,0.3684210526315789,0.2630555758763221,0.6031526272950313,0.7461032960407611,0.9138738333294497,0.3684210526315789,0.10167008620566176,0.09246248849724877,0.005287302829511059
decentralized-exchange-dex-token,1353,90.0,0.0,-0.009811856902657429,-3.1138173340755106e-06,-1.179152343351006e-05,0.43478260869565216,0.35714285714285715,0.3249672958315055,0.6656166462094012,0.7562092748297433,0.8826312555305202,0.35714285714285715,0.08831062595085044,0.08257348319768151,0.00878932569977364
lending-and-borowing,1,92.0,,-0.07213405499506337,,,0.07692307692307693,0.23076923076923078,0.33996042620942846,0.742944651398644,0.8772904613502223,0.9769596977955761,0.23076923076923078,0.06031380985932014,0.08215107343291381,0.0034471821911182103
privacy,2171,95.0,0.0,-0.009180739372867341,-1.5923401588313401e-06,-7.268902315804321e-06,0.4666666666666667,0.35714285714285715,0.4044623557287772,0.6553620291755357,0.7815372533782177,0.9257561195198342,0.35714285714285715,0.1130932986263546,0.10438514757232246,0.0044690647189597026
gnosis-chain-ecosystem,594,98.0,0.0,-0.015612722665711787,-1.596045547620664e-06,-5.263333544517398e-06,0.4409722222222222,0.34782608695652173,0.3140889121617955,0.7638184100665173,0.8978172957775661,0.979220979490691,0.34782608695652173,0.0642523916231274,0.05954373985510804,0.012850668418920122
ai-and-big-data,1,99.0,,-0.07798728755382889,,,0.0,0.1,0.6484109761725873,0.7994564437652425,0.9013075150170797,1.0,0.1,0.08006087514549487,0.06512099447792512,0.0024012732595002978
real-world-assets-protocols,402,101.0,0.0,-0.018516650676323354,-4.163561035912993e-06,-1.5996606633083746e-05,0.3783783783783784,0.3611111111111111,0.20689397242238142,0.5051298981337945,0.676247625652992,0.8584657645654876,0.3611111111111111,0.08953110308169004,0.08113341301867404,0.012659116697243157
depin,894,117.5,0.0,-0.021505861845662555,-2.8130508498480427e-06,-9.904724363463138e-06,0.41565040650406504,0.35714285714285715,0.18335634110643534,0.41480069160411237,0.5505679621930879,0.7314834456539641,0.35714285714285715,0.10005737085534808,0.09420877379919168,0.008662230270860941
perpetuals,95,120.0,0.0,-0.009956067390866075,1.4529952708914847e-06,-9.869816167973344e-06,0.5,0.46153846153846156,0.7926492697717739,0.909640494142657,0.9602013207374227,0.9923605096616044,0.46153846153846156,0.11581454430202663,0.11159269954345664,0.006048757301973018
cmc-crypto-yearbook-2024-2025,590,122.0,0.0,-0.02917483693379508,-4.770452932060994e-06,-1.28506342556697e-05,0.4090909090909091,0.34782608695652173,0.2521979790395158,0.5593898738838377,0.7225229296986215,0.8875894068012924,0.34782608695652173,0.09727644460778742,0.08178846573271299,0.013371530364262165
binance-liquidity-enhancement-program,137,143.0,0.0,-0.010260549700584709,-8.01363355211094e-07,3.6455809986836083e-06,0.45454545454545453,0.391304347826087,0.29759985496887026,0.5708466050595031,0.7244919105121974,0.9100619140188302,0.391304347826087,0.09761951516996475,0.07530611671243778,0.007317730820819791
amber-group-portfolio,108,226.0,0.0,-0.021416961382505928,-3.648850683352702e-07,-4.206796389393037e-06,0.4117647058823529,0.46862745098039216,0.533017593401873,0.7850088167674979,0.8560538593345898,0.94419883827164,0.46862745098039216,0.12514238586445547,0.13207196820358658,0.005337427908750051
