sector,episode_start,leader_symbol,leader_global_rank,leader_vel7_at_start,leader_fwd_ret7,follower_median_vel7_at_start,follower_confirm_rate_30d,median_time_to_confirm_days,n_followers_tracked,episode_duration_days
2017-2018-alt-season,2026-05-27,BSV,115,6.0,-0.02883616703950609,1.0,0.7,3.0,10,1
2017-2018-alt-season,2026-06-15,A,164,13.0,-0.1229216384335512,1.0,0.5,3.0,10,3
2017-2018-alt-season,2026-07-02,BSV,104,15.0,-0.048228605913407496,1.0,0.6,3.0,10,1
2017-2018-alt-season,2026-07-04,A,161,14.0,0.007157295046000822,2.5,0.7,3.0,10,4
2017-2018-alt-season,2026-07-12,THETA,145,6.0,-0.072296606755748,1.0,0.6,5.0,10,1
2017-2018-alt-season,2026-07-14,A,156,5.0,-0.09489349929354052,1.0,0.8,3.0,10,1
2017-2018-alt-season,2026-08-04,IOTA,137,5.0,0.016865620258175396,2.0,0.6,3.0,10,5
2017-2018-alt-season,2026-08-21,IOTA,124,13.0,,2.0,0.0,,10,3
a16z-portfolio,2021-05-25,OXT,143,122.0,,0.5,0.4,3.0,10,1
a16z-portfolio,2021-06-07,AR,104,9.0,-0.06960611273921624,0.5,0.6,8.5,10,1
a16z-portfolio,2021-06-09,KEEP,253,16.0,0.7307196083529599,0.5,0.6,16.5,10,1
a16z-portfolio,2021-06-28,CELO,74,27.0,-0.08723357219589767,0.5,0.7,3.0,10,4
a16z-portfolio,2021-07-03,RLY,274,25.0,-0.13358403924235573,0.5,0.6,3.0,10,3
a16z-portfolio,2021-07-07,FLOW,86,22.0,0.09279666043556856,1.0,0.8,5.0,10,4
a16z-portfolio,2021-08-02,FLOW,72,7.0,-0.00037046048935507336,0.5,0.7,7.0,10,3
a16z-portfolio,2021-08-07,COMP,44,4.0,-0.056739703868541436,0.5,0.5,3.0,10,1
a16z-portfolio,2021-08-09,AR,110,8.0,0.31295708009730383,1.0,0.4,8.5,10,1
a16z-portfolio,2021-08-11,RLY,309,7.0,-0.017534992002012362,0.5,0.4,7.0,10,1
a16z-portfolio,2021-08-24,HNS,341,46.0,0.04334839605803742,0.5,0.5,3.0,10,1
a16z-portfolio,2021-08-26,RLY,316,11.0,0.32486220247731357,0.5,0.6,10.5,10,1
a16z-portfolio,2021-08-31,AR,62,35.0,-0.2827428561079448,1.0,0.6,3.0,10,6
a16z-portfolio,2021-09-17,YGG,225,6.0,0.05237234184745887,0.5,0.7,3.0,10,1
a16z-portfolio,2021-09-20,CELO,60,12.0,0.05269972392137712,1.0,0.6,14.0,10,1
a16z-portfolio,2021-10-15,FLOW,36,50.0,-0.2172993223657279,1.5,0.7,3.0,10,6
a16z-portfolio,2021-11-03,HNS,354,22.0,-0.02911337184878182,1.0,0.5,3.0,10,3
a16z-portfolio,2021-12-02,HNS,342,29.0,-0.4367985943991962,1.0,0.5,14.0,10,1
a16z-portfolio,2021-12-16,HNS,381,37.0,-0.006206563066948112,1.5,0.6,5.0,10,1
a16z-portfolio,2021-12-18,HNS,382,29.0,-0.10347386531752745,2.0,0.6,3.0,10,1
a16z-portfolio,2021-12-21,HNS,388,21.0,-0.1923871956975457,1.0,0.7,3.0,10,8
a16z-portfolio,2022-02-03,YGG,172,16.0,0.03946587011790914,1.5,0.9,7.0,10,1
a16z-portfolio,2022-02-07,YGG,172,10.0,-0.20952322383621336,1.0,0.6,3.0,10,1
a16z-portfolio,2022-02-14,HNS,374,19.0,-0.14728849280118494,1.0,0.7,7.0,10,1
a16z-portfolio,2022-02-27,YGG,161,29.0,-0.16158230101394888,3.0,0.7,3.0,10,7
a16z-portfolio,2022-04-05,CELO,60,12.0,-0.24621653284936484,1.0,0.5,3.0,10,1
a16z-portfolio,2022-04-09,KEEP,148,8.0,-0.11182988963422591,1.0,0.4,5.0,10,1
a16z-portfolio,2022-05-11,HNS,458,14.0,0.060954214163172704,1.0,0.6,3.0,10,1
a16z-portfolio,2022-05-20,ROSE,108,18.0,-0.07928754609017263,1.0,0.5,7.0,10,2
a16z-portfolio,2022-05-30,OXT,286,9.0,-0.03522779185786318,1.0,0.7,14.0,10,2
a16z-portfolio,2022-06-21,UNI,20,4.0,0.0337969921636172,1.0,0.7,3.0,10,11
a16z-portfolio,2022-07-04,HNS,424,18.0,-0.036261887897896306,1.5,0.7,7.0,10,2
a16z-portfolio,2022-07-09,RLY,156,14.0,-0.1427280909460562,1.5,0.7,7.0,10,2
a16z-portfolio,2022-07-18,ROSE,108,7.0,-0.1620242336002815,1.0,0.6,3.0,10,2
a16z-portfolio,2022-07-21,YGG,257,29.0,-0.025315871681962143,1.0,0.6,7.0,10,1
a16z-portfolio,2022-07-30,ROSE,90,19.0,0.009690980836836616,1.0,0.5,3.0,10,4
a16z-portfolio,2022-08-07,ROSE,80,8.0,-0.12797248821536578,0.5,0.6,3.0,10,1
a16z-portfolio,2022-08-10,ROSE,82,12.0,-0.1776719674316638,0.5,0.5,3.0,10,1
a16z-portfolio,2022-09-20,COMP,83,7.0,0.12304543309436355,0.5,0.7,3.0,10,1
a16z-portfolio,2022-09-22,AR,98,6.0,-0.09834303446790726,1.0,0.6,3.0,10,3
a16z-portfolio,2022-09-26,COMP,77,9.0,-0.05132124549009509,1.0,0.6,3.0,10,4
a16z-portfolio,2022-11-09,OXT,295,10.0,0.022167817735747164,1.5,0.4,3.0,10,1
a16z-portfolio,2022-12-01,LOKA,453,35.0,0.09516917993494856,1.5,0.6,10.5,10,1
a16z-portfolio,2022-12-03,LOKA,468,24.0,0.101843184682338,1.0,0.5,30.0,10,1
a16z-portfolio,2022-12-31,KEEP,249,10.0,-0.007223127634094051,1.5,0.7,14.0,10,3
a16z-portfolio,2023-01-12,RLY,387,45.0,0.10900611473331323,1.5,0.7,3.0,10,6
a16z-portfolio,2023-01-22,RLY,394,18.0,0.2699657734181031,1.5,0.7,7.0,10,2
a16z-portfolio,2023-01-26,KEEP,138,117.0,-0.10823415088187394,1.0,0.7,3.0,10,1
a16z-portfolio,2023-01-29,KEEP,152,98.0,-0.06702260558443951,1.0,0.7,3.0,10,6
a16z-portfolio,2023-02-11,ROSE,97,23.0,0.09458832387504357,1.5,0.5,3.0,10,1
a16z-portfolio,2023-02-16,RLY,389,5.0,0.08625979639307202,1.0,0.6,3.0,10,2
a16z-portfolio,2023-02-19,YGG,341,28.0,-0.09104156282646636,2.5,0.6,3.0,10,3
a16z-portfolio,2023-03-07,RLY,284,72.0,-0.05624340032181274,1.5,0.6,10.5,10,1
a16z-portfolio,2023-04-06,KEEP,187,45.0,-0.01196875149297838,1.5,0.6,3.0,10,1
a16z-portfolio,2023-04-08,KEEP,178,54.0,0.0068612647370192015,1.0,0.5,3.0,10,4
a16z-portfolio,2023-04-13,OXT,313,57.0,-0.07880495253161912,5.0,0.7,3.0,10,2
a16z-portfolio,2023-04-16,OXT,312,56.0,-0.14019299188281198,1.5,0.5,3.0,10,1
a16z-portfolio,2023-04-18,OXT,317,50.0,-0.12060364907045606,2.5,0.5,14.0,10,1
a16z-portfolio,2023-06-02,RLY,366,57.0,-0.17359411850395812,1.0,0.5,14.0,10,1
a16z-portfolio,2023-06-14,MKR,58,7.0,0.19993926474929058,1.0,0.5,3.0,10,1
a16z-portfolio,2023-06-18,YGG,426,15.0,0.20160990645650356,1.0,0.5,3.0,10,1
a16z-portfolio,2023-06-20,YGG,415,18.0,0.05604370581741258,2.5,0.7,14.0,10,2
a16z-portfolio,2023-07-03,COMP,80,28.0,-0.0649150748760654,1.0,0.8,3.0,10,4
a16z-portfolio,2023-07-16,COMP,67,14.0,-0.09152168128674254,1.5,0.8,3.0,10,2
a16z-portfolio,2023-07-20,YGG,405,40.0,0.190634682095433,1.5,0.8,3.0,10,4
a16z-portfolio,2023-07-27,YGG,345,60.0,0.050302459224695895,2.0,0.7,3.0,10,1
a16z-portfolio,2023-08-01,AR,93,49.0,-0.05103296337108243,1.5,0.5,3.0,10,2
a16z-portfolio,2023-08-24,OXT,308,28.0,,2.5,0.2,3.0,10,1
a16z-portfolio,2023-09-03,FORT,387,78.0,-0.05813705190476659,1.0,0.7,3.0,10,1
a16z-portfolio,2023-09-14,OXT,293,21.0,-0.058246436900479814,2.0,0.8,3.0,10,5
a16z-portfolio,2023-09-21,WLD,130,31.0,0.17718806597279246,1.0,0.7,3.0,10,1
a16z-portfolio,2023-09-24,WLD,123,21.0,0.09549631590718599,1.5,0.7,7.0,10,1
a16z-portfolio,2023-09-29,COMP,81,13.0,-0.0994773561924166,2.5,0.6,30.0,10,3
a16z-portfolio,2023-10-07,KEEP,249,10.0,0.1277616406820008,1.0,0.5,14.0,10,1
a16z-portfolio,2023-10-29,FORT,426,28.0,-0.04971211576477985,3.5,0.6,5.0,10,1
a16z-portfolio,2023-11-02,FORT,423,32.0,0.01411823628162745,1.5,0.7,3.0,10,1
a16z-portfolio,2023-11-29,FORT,443,17.0,,1.0,0.6,3.0,10,1
a16z-portfolio,2023-12-01,ROSE,83,11.0,0.030613913786197156,1.5,0.7,7.0,10,1
a16z-portfolio,2023-12-17,WLD,119,48.0,-0.19899311667608555,4.0,0.7,3.0,10,1
a16z-portfolio,2023-12-21,FORT,425,48.0,,4.0,0.5,3.0,10,2
a16z-portfolio,2023-12-26,YGG,303,27.0,,5.5,0.6,3.0,10,6
a16z-portfolio,2024-01-12,KEEP,263,17.0,-0.1955979159241391,2.5,0.5,14.0,10,2
a16z-portfolio,2024-01-16,YGG,273,22.0,-0.23200710426905558,2.0,0.6,5.0,10,1
a16z-portfolio,2024-01-30,SUI,47,6.0,-0.0179720258914432,1.5,0.6,3.0,10,4
a16z-portfolio,2024-02-04,OXT,346,111.0,0.02010682916942219,9.5,0.6,3.0,10,1
a16z-portfolio,2024-02-07,OXT,345,22.0,0.018463843805701208,1.0,0.6,5.0,10,3
a16z-portfolio,2024-02-26,CELO,131,15.0,0.11613375561776995,2.5,0.8,5.0,10,1
a16z-portfolio,2024-02-28,AR,51,33.0,0.23813337350399189,2.5,0.6,3.0,10,2
a16z-portfolio,2024-03-10,YGG,237,46.0,-0.20114363165101112,1.0,0.6,22.0,10,1
a16z-portfolio,2024-03-12,YGG,251,60.0,-0.30495095364976155,5.5,0.7,3.0,10,1
a16z-portfolio,2024-03-26,KEEP,271,86.0,-0.23626562625397618,2.0,0.7,3.0,10,2
a16z-portfolio,2024-03-29,KEEP,309,39.0,-0.08293176962160431,2.0,0.6,3.0,10,3
a16z-portfolio,2024-04-20,WLD,84,11.0,-0.13500844645459598,4.0,0.8,3.0,10,3
a16z-portfolio,2024-05-18,FORT,422,40.0,0.10089053252707747,2.5,0.8,8.5,10,3
a16z-portfolio,2024-06-02,OXT,459,15.0,-0.13960693657714174,2.5,0.6,3.0,10,1
a16z-portfolio,2024-06-21,FORT,456,32.0,0.1478434321733897,2.0,0.7,3.0,10,3
a16z-portfolio,2024-06-26,FORT,438,45.0,-0.1050967549599724,1.5,0.7,3.0,10,2
a16z-portfolio,2024-07-08,PIRATE,455,17.0,0.32241934810306616,1.5,0.6,3.0,10,1
a16z-portfolio,2024-07-13,KEEP,357,20.0,0.12878114221093595,2.5,0.8,3.0,10,9
a16z-portfolio,2024-07-27,KEEP,338,23.0,-0.21463869585136675,1.5,0.7,3.0,10,1
a16z-portfolio,2024-07-29,FORT,456,28.0,-0.2717076001006623,3.5,0.5,7.0,10,3
a16z-portfolio,2024-08-11,KEEP,301,37.0,-0.09505157874241243,2.5,0.7,3.0,10,1
a16z-portfolio,2024-08-13,KEEP,316,28.0,-0.057952310898434445,2.0,0.6,8.5,10,1
a16z-portfolio,2024-08-26,OXT,418,53.0,-0.07263110937330108,2.0,0.7,3.0,10,2
a16z-portfolio,2024-09-03,OXT,398,17.0,-0.036556696504963404,2.0,0.9,3.0,10,2
a16z-portfolio,2024-09-14,KEEP,332,49.0,-0.05466758170390784,2.0,0.7,3.0,10,2
a16z-portfolio,2024-09-17,ZRO,119,13.0,0.06284971919116011,2.0,0.8,3.0,10,2
a16z-portfolio,2024-09-20,KEEP,361,30.0,0.09134864972783951,5.0,0.8,3.0,10,2
a16z-portfolio,2024-09-23,YGG,292,24.0,0.00880175892916979,3.5,0.7,3.0,10,8
a16z-portfolio,2024-10-31,KEEP,350,128.0,-0.018140870901270256,1.0,0.8,3.0,10,1
a16z-portfolio,2024-11-02,OXT,474,9.0,,1.0,0.7,3.0,10,1
a16z-portfolio,2024-11-11,ROSE,120,14.0,-0.01796172299716059,1.5,0.6,14.0,10,1
a16z-portfolio,2024-11-16,KEEP,391,50.0,0.06393602621155314,1.0,0.7,7.0,10,1
a16z-portfolio,2024-11-21,FLOW,73,9.0,0.24300450936567852,1.0,0.8,3.0,10,2
a16z-portfolio,2024-11-24,OXT,462,25.0,,3.0,1.0,3.0,10,7
a16z-portfolio,2024-12-02,ZRO,132,21.0,-0.06657722753668671,3.0,0.8,3.0,10,4
a16z-portfolio,2025-01-02,OXT,423,77.0,-0.07153926871886307,1.0,0.8,3.0,10,1
a16z-portfolio,2025-01-05,KEEP,413,72.0,0.009559239886053339,3.0,0.8,10.5,10,1
a16z-portfolio,2025-01-09,MYTH,329,26.0,0.08937905981275818,2.5,0.6,3.0,10,2
a16z-portfolio,2025-02-10,YGG,369,14.0,0.035095999380489795,2.5,0.8,3.0,10,6
a16z-portfolio,2025-02-19,MKR,74,11.0,0.3854360028034174,1.5,0.6,14.0,10,1
a16z-portfolio,2025-02-23,MKR,63,22.0,0.01854934135019848,1.0,0.7,14.0,10,1
a16z-portfolio,2025-02-27,MYTH,352,31.0,0.02757688373696765,3.5,0.7,3.0,10,2
a16z-portfolio,2025-03-03,YGG,347,100.0,-0.22625205164881879,4.5,0.7,14.0,10,1
a16z-portfolio,2025-03-05,MYTH,342,110.0,0.30682796272782586,3.5,0.6,3.0,10,1
a16z-portfolio,2025-03-18,ZRO,153,29.0,0.25411141997853814,2.0,0.6,14.0,10,2
a16z-portfolio,2025-03-22,ZRO,131,30.0,-0.23339952158499144,1.5,0.7,3.0,10,2
a16z-portfolio,2025-04-13,YGG,363,92.0,0.08782200389431982,1.0,0.8,5.0,10,2
a16z-portfolio,2025-04-16,OXT,417,81.0,0.15799725448897828,2.5,0.6,5.0,10,1
a16z-portfolio,2025-04-18,KEEP,328,77.0,0.021106730666969664,1.5,0.6,3.0,10,1
a16z-portfolio,2025-04-21,KEEP,324,87.0,-0.21576118128677513,2.0,0.6,3.0,10,2
a16z-portfolio,2025-04-24,KEEP,339,139.0,-0.197204175436273,4.5,0.5,3.0,10,1
a16z-portfolio,2025-04-29,KEEP,344,122.0,-0.22971246918614818,4.0,0.6,3.0,10,1
a16z-portfolio,2025-05-08,MYTH,310,65.0,-0.11731634496428689,2.5,0.7,3.0,10,1
a16z-portfolio,2025-05-11,YGG,342,66.0,-0.06590509586640736,1.5,0.6,5.0,10,1
a16z-portfolio,2025-05-13,YGG,334,82.0,-0.1503625771523618,1.5,0.7,3.0,10,1
a16z-portfolio,2025-06-03,YGG,357,64.0,0.05211609621814417,2.5,0.6,5.0,10,1
a16z-portfolio,2025-06-11,MYTH,307,74.0,-0.27224313088493723,4.5,0.8,3.0,10,1
a16z-portfolio,2025-06-14,COMP,113,18.0,-0.11179954997473651,2.0,0.7,7.0,10,1
a16z-portfolio,2025-06-16,KEEP,420,32.0,-0.008395469017695723,2.5,0.7,3.0,10,1
a16z-portfolio,2025-07-09,KEEP,307,170.0,-0.28562839527171635,1.5,0.6,3.0,10,5
a16z-portfolio,2025-07-20,MYTH,349,31.0,-0.171478141469817,2.0,0.7,3.0,10,4
a16z-portfolio,2025-07-25,YGG,386,63.0,-0.15690219473408706,3.0,0.6,10.5,10,1
a16z-portfolio,2025-08-07,YGG,378,39.0,-0.027301146632242368,1.5,0.4,3.0,10,1
a16z-portfolio,2025-08-09,YGG,379,32.0,-0.07002581971937238,3.0,0.7,3.0,10,2
a16z-portfolio,2025-08-12,YGG,383,77.0,-0.13716803628774143,3.0,0.7,3.0,10,2
a16z-portfolio,2025-08-28,YGG,381,90.0,-0.11042498081745111,2.5,0.9,14.0,10,1
a16z-portfolio,2025-09-12,YGG,332,59.0,-0.12881603432095978,4.0,0.3,3.0,10,2
a16z-portfolio,2025-10-04,CELO,250,29.0,-0.15991464225211516,1.0,0.6,3.0,10,2
a16z-portfolio,2025-10-07,CELO,196,90.0,-0.1985102630512081,1.0,0.5,30.0,10,2
a16z-portfolio,2025-11-06,ROSE,193,177.0,-0.11718338952004193,9.0,0.7,3.0,10,1
a16z-portfolio,2025-11-08,ROSE,194,85.0,-0.11153555514793323,2.5,0.5,3.0,10,2
a16z-portfolio,2025-11-19,ROSE,197,114.0,-0.22431969106753724,1.5,0.5,14.0,10,2
a16z-portfolio,2025-12-03,COMP,121,20.0,-0.12449150631260797,3.0,0.8,3.0,10,4
a16z-portfolio,2025-12-28,ROSE,361,26.0,0.11709972770198118,1.0,0.4,10.5,10,1
a16z-portfolio,2026-01-16,ROSE,340,41.0,0.1907469011872116,2.5,0.7,3.0,10,4
a16z-portfolio,2026-01-23,ROSE,199,141.0,0.1855958057629863,2.0,0.5,3.0,10,1
a16z-portfolio,2026-02-01,ZK,127,11.0,-0.28590572563162064,2.5,0.5,7.0,10,1
a16z-portfolio,2026-02-09,FLOW,321,14.0,-0.22971995641993948,1.0,0.6,3.0,10,2
a16z-portfolio,2026-02-13,COMP,133,17.0,-0.13069812494770172,1.0,0.7,14.0,10,2
a16z-portfolio,2026-02-25,AZTEC,351,91.0,-0.10074502339738156,1.5,0.6,3.0,10,3
a16z-portfolio,2026-03-01,CELO,466,19.0,-0.06393030159951885,1.5,0.6,3.0,10,1
a16z-portfolio,2026-03-11,FLOW,192,231.0,-0.4565719119886211,1.5,0.8,5.0,10,3
a16z-portfolio,2026-03-16,AZTEC,367,35.0,-0.21228322962599266,1.0,0.8,3.0,10,3
a16z-portfolio,2026-04-07,LIT,117,9.0,-0.05103290903863955,1.5,0.8,3.0,10,7
a16z-portfolio,2026-04-15,AZTEC,391,22.0,-0.022744057346637758,2.0,0.5,3.0,10,1
a16z-portfolio,2026-04-19,AR,162,13.0,-0.03373199619762879,1.0,0.6,3.0,10,1
a16z-portfolio,2026-04-21,FLOW,407,14.0,0.08563967952946916,1.0,0.7,7.0,10,1
a16z-portfolio,2026-05-06,AR,158,18.0,-0.13398101625212977,2.5,0.6,3.0,10,1
a16z-portfolio,2026-05-08,AZTEC,400,36.0,-0.16794509327221308,3.0,0.9,3.0,10,5
a16z-portfolio,2026-05-26,AZTEC,367,83.0,-0.19583896995928785,1.5,0.4,3.0,10,1
a16z-portfolio,2026-06-14,ZK,166,13.0,-0.022096426946298875,1.5,0.6,3.0,10,9
a16z-portfolio,2026-07-02,LIT,76,10.0,0.15814286684490164,1.0,0.7,3.0,10,8
a16z-portfolio,2026-07-14,AR,154,4.0,-0.03146723854624067,1.0,0.6,7.0,10,1
a16z-portfolio,2026-07-21,SKY,44,3.0,-0.09521201871231533,0.5,0.7,3.0,10,1
a16z-portfolio,2026-07-23,COMP,132,3.0,-0.05253237286452839,0.5,0.7,3.0,10,2
a16z-portfolio,2026-07-26,ZRO,99,5.0,-0.17311422000238852,1.0,0.4,3.0,10,2
a16z-portfolio,2026-08-05,ROSE,440,60.0,-0.04982293142617056,1.0,0.7,3.0,10,1
a16z-portfolio,2026-08-07,ROSE,433,31.0,-0.053784602268186044,1.0,0.7,14.0,10,2
a16z-portfolio,2026-08-10,FLOW,407,22.0,-0.09662050611036965,1.5,0.4,3.0,10,3
a16z-portfolio,2026-08-20,ZK,177,16.0,,1.0,0.8,3.0,10,4
ai-agents,2025-01-05,GRIFFAIN,223,132.0,-0.12344899840479129,20.0,0.556,14.0,9,1
ai-agents,2025-01-10,SWARMS,230,166.0,-0.45693179099519843,41.5,0.7,14.0,10,1
ai-agents,2025-01-18,TAI,270,77.0,-0.20096782218005305,33.0,0.2,5.0,10,3
ai-agents,2025-01-22,TAI,280,63.0,-0.07508427923879246,29.5,0.6,14.0,10,1
ai-agents,2025-01-24,ALI,416,46.0,-0.04404898967637505,30.0,0.6,14.0,10,1
ai-agents,2025-02-04,TAI,280,119.0,-0.13210982771703972,18.0,0.7,3.0,10,6
ai-agents,2025-02-28,COOKIE,403,48.0,-0.2324599486290525,17.5,0.9,3.0,10,1
ai-agents,2025-03-03,CGPT,355,89.0,-0.2598389242109247,39.0,0.5,14.0,10,3
ai-agents,2025-03-25,ANON,366,91.0,,12.0,0.8,5.0,10,1
ai-agents,2025-04-23,AIXBT,344,58.0,0.4708591225220018,7.0,1.0,3.0,9,8
ai-agents,2025-05-02,XMW,334,153.0,-0.11319694072538278,23.5,0.9,7.0,10,1
ai-agents,2025-05-08,HEART,336,105.0,-0.12238892572944293,42.0,0.9,3.0,10,1
ai-agents,2025-05-10,SIREN,387,76.0,0.26252996718441324,35.0,0.9,3.0,10,2
ai-agents,2025-05-13,HEART,362,84.0,-0.1539506938152687,56.5,1.0,3.0,10,1
ai-agents,2025-05-16,AITECH,339,117.0,-0.22784872578070814,61.5,0.8,7.0,10,1
ai-agents,2025-05-26,COOKIE,302,197.0,-0.06136931122879985,65.0,0.8,5.0,10,1
ai-agents,2025-06-03,SIREN,327,95.0,-0.04527647152106229,48.5,0.7,7.0,10,1
ai-agents,2025-06-07,AITECH,384,93.0,-0.027664771012942513,52.0,0.8,3.0,10,1
ai-agents,2025-06-11,AITECH,346,135.0,-0.33697785762821864,59.5,0.9,14.0,10,1
ai-agents,2025-06-24,CGPT,389,97.0,-0.0483294373008083,55.5,0.9,14.0,10,1
ai-agents,2025-06-29,TAI,382,118.0,-0.1140333709725041,66.0,0.7,7.0,10,2
ai-agents,2025-07-09,AIXBT,264,74.0,0.11201082063377221,57.0,0.778,7.0,9,3
ai-agents,2025-07-25,PAAL,293,154.0,-0.3194782575972368,44.0,0.6,14.0,10,1
ai-agents,2025-07-30,IQ,414,65.0,-0.06233328393598103,27.5,0.5,14.0,10,1
ai-agents,2025-08-10,CGPT,414,19.0,-0.08026559478391937,3.0,0.9,7.0,10,1
ai-agents,2025-09-08,AI16Z,301,58.0,-0.09891050967395221,7.5,0.8,3.0,10,7
ai-agents,2025-10-26,AIXBT,346,121.0,-0.2300063667166038,7.5,0.6,14.0,10,2
ai-agents,2025-10-31,CLANKER,319,71.0,-0.1648584664627094,22.5,0.3,7.0,10,2
ai-big-data,2020-08-26,FOAM,306,127.0,-0.3565681701355493,10.0,0.7,3.0,10,1
ai-big-data,2020-09-10,AGI,177,36.0,0.043761221028557395,9.0,0.9,3.0,10,7
ai-big-data,2020-09-19,ZCN,383,54.0,-0.24048932360732678,3.5,1.0,5.0,10,1
ai-big-data,2020-09-21,DX,99,19.0,-0.06726088908845973,2.5,0.7,3.0,10,1
ai-big-data,2020-10-01,DAC,363,33.0,-0.04792154972873908,5.5,0.9,7.0,10,2
ai-big-data,2020-10-07,DAC,368,31.0,0.03796547494924729,2.0,0.9,3.0,10,1
ai-big-data,2020-10-10,DAC,341,32.0,-0.22139667098591664,2.0,0.9,3.0,10,1
ai-big-data,2020-10-13,PHA,375,46.0,0.38003083192989195,5.5,0.8,3.0,10,7
ai-big-data,2020-10-23,SEELE,390,71.0,,3.0,0.4,3.0,10,1
ai-big-data,2020-10-25,SEELE,420,53.0,,2.5,0.6,30.0,10,1
ai-big-data,2020-10-27,DAC,367,14.0,,2.0,0.2,30.0,10,1
ai-big-data,2020-11-23,MDT,445,48.0,,5.0,0.8,7.0,10,2
ai-big-data,2020-12-08,CIX100,278,30.0,-0.12351712460511521,2.5,0.7,7.0,10,1
ai-big-data,2020-12-12,MDT,467,30.0,0.12214989123908127,3.0,0.7,3.0,10,3
ai-big-data,2020-12-26,CIX100,297,117.0,-0.14637970487352447,-1.0,0.7,7.0,10,1
ai-big-data,2020-12-28,DX,138,109.0,0.4397439963567462,2.5,0.8,10.5,10,1
ai-big-data,2021-01-05,DX,118,132.0,-0.24620191789677837,3.0,0.9,14.0,10,4
ai-big-data,2021-01-14,ZCN,364,25.0,-0.06530508451516215,0.5,0.9,7.0,10,1
