entry_time,exit_time,direction,entry,exit,pnl_pips,result,exit_reason
2023-08-17 05:05:00-04:00,2023-08-17 05:10:00-04:00,SHORT,1.08856,1.08734,12.2,WIN,TP
2023-08-18 05:50:00-04:00,2023-08-18 06:00:00-04:00,LONG,1.0868000000000002,1.0866940000000003,-1.1,LOSS,SL
2023-08-21 06:20:00-04:00,2023-08-21 07:20:00-04:00,SHORT,1.0893,1.08828,10.2,WIN,TP
2023-08-22 05:10:00-04:00,2023-08-22 06:25:00-04:00,SHORT,1.0924,1.092522,-1.2,LOSS,SL
2023-08-23 05:15:00-04:00,2023-08-23 05:40:00-04:00,LONG,1.0846399999999996,1.08564,10.0,WIN,TP
2023-08-24 11:05:00-04:00,2023-08-24 11:25:00-04:00,LONG,1.0829099999999998,1.08421,13.0,WIN,TP
2023-08-25 06:15:00-04:00,2023-08-25 06:20:00-04:00,SHORT,1.08021,1.07893,12.8,WIN,TP
2023-08-28 06:40:00-04:00,2023-08-28 06:45:00-04:00,SHORT,1.0829400000000002,1.08196,9.8,WIN,TP
2023-08-29 06:50:00-04:00,2023-08-29 06:55:00-04:00,SHORT,1.0839100000000002,1.08287,10.4,WIN,TP
2023-08-30 04:40:00-04:00,2023-08-30 04:45:00-04:00,SHORT,1.0891200000000003,1.08678,23.4,WIN,TP
2023-08-31 06:00:00-04:00,2023-08-31 06:10:00-04:00,LONG,1.08956,1.089426,-1.3,LOSS,SL
2023-09-01 05:30:00-04:00,2023-09-01 05:35:00-04:00,LONG,1.08164,1.08308,14.4,WIN,TP
2023-09-04 06:15:00-04:00,2023-09-04 06:25:00-04:00,SHORT,1.08033,1.080424,-0.9,LOSS,SL
2023-09-05 05:35:00-04:00,2023-09-05 05:45:00-04:00,LONG,1.0755799999999998,1.07676,11.8,WIN,TP
2023-09-06 02:10:00-04:00,2023-09-06 02:15:00-04:00,LONG,1.0720500000000004,1.07295,9.0,WIN,TP
2023-09-07 05:40:00-04:00,2023-09-07 05:45:00-04:00,LONG,1.0703500000000001,1.07163,12.8,WIN,TP
2023-09-11 05:50:00-04:00,2023-09-11 05:55:00-04:00,SHORT,1.0742399999999999,1.07324,10.0,WIN,TP
2023-09-12 06:20:00-04:00,2023-09-12 06:25:00-04:00,LONG,1.0712300000000001,1.07237,11.4,WIN,TP
2023-09-13 06:35:00-04:00,2023-09-13 06:40:00-04:00,SHORT,1.0757900000000005,1.07431,14.8,WIN,TP
2023-09-15 06:25:00-04:00,2023-09-15 06:30:00-04:00,LONG,1.0641099999999997,1.06523,11.2,WIN,TP
2023-09-18 05:10:00-04:00,2023-09-18 05:20:00-04:00,SHORT,1.0683400000000003,1.06736,9.8,WIN,TP
2023-09-19 06:45:00-04:00,2023-09-19 07:30:00-04:00,SHORT,1.06984,1.06864,12.0,WIN,TP
2023-09-20 06:00:00-04:00,2023-09-20 06:30:00-04:00,LONG,1.0674999999999997,1.06842,9.2,WIN,TP
2023-09-21 06:10:00-04:00,2023-09-21 06:15:00-04:00,LONG,1.06337,1.06447,11.0,WIN,TP
2023-09-22 05:45:00-04:00,2023-09-22 05:50:00-04:00,SHORT,1.0666500000000003,1.06573,9.2,WIN,TP
2023-09-25 05:55:00-04:00,2023-09-25 06:00:00-04:00,SHORT,1.0659799999999997,1.065,9.8,WIN,TP
2023-09-26 05:25:00-04:00,2023-09-26 05:30:00-04:00,LONG,1.0571499999999998,1.05825,11.0,WIN,TP
2023-09-27 05:15:00-04:00,2023-09-27 05:20:00-04:00,SHORT,1.05759,1.05651,10.8,WIN,TP
2023-09-28 05:20:00-04:00,2023-09-28 05:30:00-04:00,LONG,1.0492999999999997,1.05036,10.6,WIN,TP
2023-09-29 05:15:00-04:00,2023-09-29 05:25:00-04:00,SHORT,1.0597199999999998,1.05852,12.0,WIN,TP
2023-10-02 06:00:00-04:00,2023-10-02 06:20:00-04:00,SHORT,1.0592800000000002,1.0579,13.8,WIN,TP
2023-10-03 05:05:00-04:00,2023-10-03 05:10:00-04:00,SHORT,1.0475399999999997,1.04656,9.8,WIN,TP
2023-10-04 06:20:00-04:00,2023-10-04 06:55:00-04:00,SHORT,1.0483599999999997,1.0485459999999998,-1.9,LOSS,SL
2023-10-05 06:45:00-04:00,2023-10-05 06:50:00-04:00,SHORT,1.05209,1.05115,9.4,WIN,TP
2023-10-06 06:20:00-04:00,2023-10-06 06:50:00-04:00,SHORT,1.0554200000000005,1.05428,11.4,WIN,TP
2023-10-09 05:15:00-04:00,2023-10-09 05:20:00-04:00,SHORT,1.0567699999999995,1.05581,9.6,WIN,TP
2023-10-10 05:10:00-04:00,2023-10-10 05:15:00-04:00,SHORT,1.0581099999999997,1.05679,13.2,WIN,TP
2023-10-11 06:20:00-04:00,2023-10-11 06:25:00-04:00,SHORT,1.06225,1.06091,13.4,WIN,TP
2023-10-12 05:30:00-04:00,2023-10-12 05:35:00-04:00,LONG,1.0616499999999998,1.06283,11.8,WIN,TP
2023-10-13 05:10:00-04:00,2023-10-13 05:15:00-04:00,LONG,1.0530899999999999,1.05425,11.6,WIN,TP
2023-10-16 06:15:00-04:00,2023-10-16 06:20:00-04:00,LONG,1.05055,1.05251,19.6,WIN,TP
2023-10-17 06:15:00-04:00,2023-10-17 06:25:00-04:00,SHORT,1.0566799999999998,1.05474,19.4,WIN,TP
2023-10-18 06:05:00-04:00,2023-10-18 06:10:00-04:00,LONG,1.05689,1.05789,10.0,WIN,TP
2023-10-19 05:25:00-04:00,2023-10-19 05:30:00-04:00,SHORT,1.0550899999999996,1.05371,13.8,WIN,TP
2023-10-20 05:20:00-04:00,2023-10-20 05:40:00-04:00,LONG,1.0561199999999997,1.05704,9.2,WIN,TP
2023-10-23 05:25:00-04:00,2023-10-23 05:30:00-04:00,LONG,1.05594,1.05714,12.0,WIN,TP
2023-10-24 06:05:00-04:00,2023-10-24 06:10:00-04:00,SHORT,1.0699599999999996,1.06852,14.4,WIN,TP
2023-10-25 05:40:00-04:00,2023-10-25 05:45:00-04:00,LONG,1.0589599999999997,1.05988,9.2,WIN,TP
2023-10-26 05:45:00-04:00,2023-10-26 05:50:00-04:00,LONG,1.0524100000000003,1.05339,9.8,WIN,TP
2023-10-27 05:10:00-04:00,2023-10-27 06:00:00-04:00,LONG,1.0555,1.055406,-0.9,LOSS,SL
2023-10-30 05:40:00-04:00,2023-10-30 05:45:00-04:00,LONG,1.0542500000000001,1.05567,14.2,WIN,TP
2023-10-31 07:15:00-04:00,2023-10-31 07:35:00-04:00,SHORT,1.06344,1.063562,-1.2,LOSS,SL
2023-11-01 06:45:00-04:00,2023-11-01 06:55:00-04:00,LONG,1.0553599999999999,1.05646,11.0,WIN,TP
2023-11-02 02:25:00-04:00,2023-11-02 02:30:00-04:00,SHORT,1.0607900000000001,1.05997,8.2,WIN,TP
2023-11-03 07:15:00-04:00,2023-11-03 07:20:00-04:00,SHORT,1.06425,1.06297,12.8,WIN,TP
2023-11-06 04:25:00-05:00,2023-11-06 04:30:00-05:00,SHORT,1.0749900000000001,1.07403,9.6,WIN,TP
2023-11-07 06:10:00-05:00,2023-11-07 06:55:00-05:00,LONG,1.0685699999999998,1.0684519999999997,-1.2,LOSS,SL
2023-11-08 06:20:00-05:00,2023-11-08 06:25:00-05:00,LONG,1.06496,1.06626,13.0,WIN,TP
2023-11-09 05:20:00-05:00,2023-11-09 05:35:00-05:00,LONG,1.06926,1.07034,10.8,WIN,TP
2023-11-10 04:45:00-05:00,2023-11-10 04:55:00-05:00,SHORT,1.06772,1.06644,12.8,WIN,TP
2023-11-13 06:50:00-05:00,2023-11-13 07:10:00-05:00,LONG,1.06809,1.06931,12.2,WIN,TP
2023-11-14 05:40:00-05:00,2023-11-14 05:45:00-05:00,SHORT,1.0721399999999996,1.07076,13.8,WIN,TP
2023-11-15 03:00:00-05:00,2023-11-15 03:05:00-05:00,LONG,1.0865699999999996,1.08743,8.6,WIN,TP
2023-11-16 04:50:00-05:00,2023-11-16 04:55:00-05:00,SHORT,1.0851600000000001,1.08414,10.2,WIN,TP
2023-11-17 03:05:00-05:00,2023-11-17 03:20:00-05:00,SHORT,1.08625,1.08531,9.4,WIN,TP
2023-11-20 05:10:00-05:00,2023-11-20 05:15:00-05:00,SHORT,1.0935800000000002,1.09226,13.2,WIN,TP
2023-11-21 05:10:00-05:00,2023-11-21 05:15:00-05:00,SHORT,1.0972300000000001,1.09599,12.4,WIN,TP
2023-11-22 02:20:00-05:00,2023-11-22 03:25:00-05:00,LONG,1.0900899999999998,1.0899999999999999,-0.9,LOSS,SL
2023-11-23 03:40:00-05:00,2023-11-23 03:45:00-05:00,LONG,1.0898400000000001,1.09084,10.0,WIN,TP
2023-11-24 04:40:00-05:00,2023-11-24 04:45:00-05:00,SHORT,1.0920499999999997,1.09093,11.2,WIN,TP
2023-11-27 03:20:00-05:00,2023-11-27 03:25:00-05:00,SHORT,1.0964600000000002,1.09556,9.0,WIN,TP
2023-11-28 04:50:00-05:00,2023-11-28 04:55:00-05:00,LONG,1.0928100000000003,1.09393,11.2,WIN,TP
2023-11-29 03:30:00-05:00,2023-11-29 03:35:00-05:00,SHORT,1.1013600000000003,1.10044,9.2,WIN,TP
2023-11-30 03:05:00-05:00,2023-11-30 04:05:00-05:00,SHORT,1.0981800000000002,1.09722,9.6,WIN,TP
2023-12-01 05:00:00-05:00,2023-12-01 05:15:00-05:00,LONG,1.08792,1.09008,21.6,WIN,TP
2023-12-04 04:50:00-05:00,2023-12-04 05:00:00-05:00,LONG,1.0842899999999995,1.08543,11.4,WIN,TP
2023-12-05 04:10:00-05:00,2023-12-05 04:15:00-05:00,LONG,1.08199,1.081896,-0.9,LOSS,SL
2023-12-06 03:10:00-05:00,2023-12-06 04:00:00-05:00,LONG,1.07857,1.078468,-1.0,LOSS,SL
2023-12-07 05:15:00-05:00,2023-12-07 05:20:00-05:00,LONG,1.0763599999999998,1.0776,12.4,WIN,TP
2023-12-08 05:20:00-05:00,2023-12-08 05:25:00-05:00,SHORT,1.0795200000000003,1.0784,11.2,WIN,TP
2023-12-11 05:55:00-05:00,2023-12-11 06:00:00-05:00,SHORT,1.07797,1.07681,11.6,WIN,TP
2023-12-12 05:20:00-05:00,2023-12-12 06:00:00-05:00,SHORT,1.0795100000000004,1.07817,13.4,WIN,TP
2023-12-13 03:30:00-05:00,2023-12-13 03:40:00-05:00,LONG,1.0775,1.07832,8.2,WIN,TP
2023-12-14 03:10:00-05:00,2023-12-14 03:35:00-05:00,SHORT,1.09084,1.08988,9.6,WIN,TP
2023-12-15 03:05:00-05:00,2023-12-15 03:10:00-05:00,LONG,1.09734,1.09842,10.8,WIN,TP
2023-12-18 04:45:00-05:00,2023-12-18 04:50:00-05:00,SHORT,1.0938399999999997,1.09286,9.8,WIN,TP
2023-12-19 04:20:00-05:00,2023-12-19 04:40:00-05:00,SHORT,1.0948000000000004,1.09346,13.4,WIN,TP
2023-12-20 04:40:00-05:00,2023-12-20 04:45:00-05:00,SHORT,1.0977300000000003,1.09647,12.6,WIN,TP
2023-12-21 03:20:00-05:00,2023-12-21 03:25:00-05:00,LONG,1.0935899999999998,1.09449,9.0,WIN,TP
2023-12-22 04:10:00-05:00,2023-12-22 04:15:00-05:00,SHORT,1.1008799999999999,1.09988,10.0,WIN,TP
2023-12-25 03:20:00-05:00,2023-12-25 03:25:00-05:00,SHORT,1.1018899999999996,1.10079,11.0,WIN,TP
2023-12-26 03:05:00-05:00,2023-12-26 03:10:00-05:00,SHORT,1.10362,1.10266,9.6,WIN,TP
2023-12-27 03:05:00-05:00,2023-12-27 03:10:00-05:00,SHORT,1.1052000000000004,1.10434,8.6,WIN,TP
2023-12-28 03:10:00-05:00,2023-12-28 03:15:00-05:00,SHORT,1.1124999999999998,1.11144,10.6,WIN,TP
2023-12-29 05:40:00-05:00,2023-12-29 05:45:00-05:00,LONG,1.1059299999999999,1.1058199999999998,-1.1,LOSS,SL
2024-01-02 04:00:00-05:00,2024-01-02 04:05:00-05:00,LONG,1.10185,1.10287,10.2,WIN,TP
2024-01-03 05:30:00-05:00,2024-01-03 06:10:00-05:00,LONG,1.09471,1.094602,-1.1,LOSS,SL
2024-01-04 03:40:00-05:00,2024-01-04 03:45:00-05:00,LONG,1.09051,1.09227,17.6,WIN,TP
2024-01-05 04:50:00-05:00,2024-01-05 04:55:00-05:00,LONG,1.0914399999999997,1.09242,9.8,WIN,TP
2024-01-08 04:25:00-05:00,2024-01-08 04:30:00-05:00,LONG,1.0933100000000002,1.09451,12.0,WIN,TP
2024-01-09 04:15:00-05:00,2024-01-09 05:00:00-05:00,SHORT,1.0963700000000003,1.09539,9.8,WIN,TP
2024-01-10 03:30:00-05:00,2024-01-10 03:35:00-05:00,SHORT,1.0941099999999997,1.09327,8.4,WIN,TP
2024-01-11 05:10:00-05:00,2024-01-11 05:15:00-05:00,LONG,1.0963100000000003,1.09735,10.4,WIN,TP
2024-01-12 04:10:00-05:00,2024-01-12 04:15:00-05:00,LONG,1.09559,1.09687,12.8,WIN,TP
2024-01-15 04:25:00-05:00,2024-01-15 04:30:00-05:00,LONG,1.09477,1.09585,10.8,WIN,TP
2024-01-16 04:20:00-05:00,2024-01-16 04:25:00-05:00,LONG,1.0900999999999996,1.09116,10.6,WIN,TP
2024-01-17 05:10:00-05:00,2024-01-17 05:20:00-05:00,SHORT,1.0883800000000003,1.08746,9.2,WIN,TP
2024-01-18 03:15:00-05:00,2024-01-18 03:20:00-05:00,SHORT,1.0910800000000003,1.09024,8.4,WIN,TP
2024-01-19 05:25:00-05:00,2024-01-19 05:35:00-05:00,LONG,1.08611,1.08733,12.2,WIN,TP
2024-01-22 03:35:00-05:00,2024-01-22 03:40:00-05:00,SHORT,1.09166,1.09084,8.2,WIN,TP
2024-01-23 04:30:00-05:00,2024-01-23 04:35:00-05:00,LONG,1.0895800000000002,1.09078,12.0,WIN,TP
2024-01-24 05:00:00-05:00,2024-01-24 05:05:00-05:00,LONG,1.0862,1.08722,10.2,WIN,TP
2024-01-25 05:15:00-05:00,2024-01-25 05:20:00-05:00,SHORT,1.0899600000000005,1.08902,9.4,WIN,TP
2024-01-26 03:40:00-05:00,2024-01-26 04:10:00-05:00,LONG,1.0825500000000003,1.0824660000000004,-0.8,LOSS,SL
2024-01-29 05:00:00-05:00,2024-01-29 05:05:00-05:00,LONG,1.0823300000000002,1.08379,14.6,WIN,TP
2024-01-30 06:40:00-05:00,2024-01-30 06:45:00-05:00,SHORT,1.0838899999999998,1.08269,12.0,WIN,TP
2024-01-31 04:55:00-05:00,2024-01-31 05:00:00-05:00,LONG,1.0789099999999998,1.08083,19.2,WIN,TP
2024-02-01 04:05:00-05:00,2024-02-01 04:20:00-05:00,LONG,1.07857,1.078468,-1.0,LOSS,SL
2024-02-02 04:10:00-05:00,2024-02-02 04:25:00-05:00,SHORT,1.0890199999999997,1.08804,9.8,WIN,TP
2024-02-05 03:05:00-05:00,2024-02-05 03:10:00-05:00,SHORT,1.07907,1.07819,8.8,WIN,TP
2024-02-06 04:10:00-05:00,2024-02-06 04:30:00-05:00,SHORT,1.0767399999999996,1.07564,11.0,WIN,TP
2024-02-07 06:40:00-05:00,2024-02-07 06:45:00-05:00,SHORT,1.0779899999999996,1.07689,11.0,WIN,TP
2024-02-08 10:40:00-05:00,2024-02-08 11:15:00-05:00,LONG,1.0739,1.07524,13.4,WIN,TP
2024-02-09 05:50:00-05:00,2024-02-09 05:55:00-05:00,LONG,1.0763500000000001,1.07755,12.0,WIN,TP
2024-02-12 04:30:00-05:00,2024-02-12 04:35:00-05:00,SHORT,1.0810099999999996,1.07977,12.4,WIN,TP
2024-02-13 04:45:00-05:00,2024-02-13 04:50:00-05:00,LONG,1.07567,1.07683,11.6,WIN,TP
2024-02-14 04:10:00-05:00,2024-02-14 04:15:00-05:00,LONG,1.06958,1.07094,13.6,WIN,TP
2024-02-15 10:40:00-05:00,2024-02-15 11:30:00-05:00,SHORT,1.0775900000000003,1.0777960000000002,-2.1,LOSS,SL
2024-02-16 04:45:00-05:00,2024-02-16 04:50:00-05:00,SHORT,1.07774,1.07674,10.0,WIN,TP
2024-02-20 06:25:00-05:00,2024-02-20 07:35:00-05:00,SHORT,1.0802099999999997,1.0803619999999996,-1.5,LOSS,SL
2024-02-21 06:10:00-05:00,2024-02-21 06:15:00-05:00,LONG,1.0782799999999997,1.07934,10.6,WIN,TP
2024-02-22 05:25:00-05:00,2024-02-22 05:30:00-05:00,SHORT,1.0913599999999999,1.08778,35.8,WIN,TP
2024-02-23 08:30:00-05:00,2024-02-23 08:35:00-05:00,SHORT,1.0842999999999998,1.0831,12.0,WIN,TP
2024-02-26 04:50:00-05:00,2024-02-26 04:55:00-05:00,LONG,1.0818900000000002,1.08301,11.2,WIN,TP
2024-02-27 06:00:00-05:00,2024-02-27 06:05:00-05:00,LONG,1.0848599999999997,1.08584,9.8,WIN,TP
2024-02-28 06:25:00-05:00,2024-02-28 06:30:00-05:00,LONG,1.0787400000000003,1.08006,13.2,WIN,TP
2024-02-29 05:10:00-05:00,2024-02-29 05:55:00-05:00,SHORT,1.0857700000000003,1.08383,19.4,WIN,TP
2024-03-01 04:10:00-05:00,2024-03-01 04:25:00-05:00,SHORT,1.08242,1.08142,10.0,WIN,TP
2024-03-07 10:25:00-05:00,2024-03-07 10:50:00-05:00,LONG,1.08714,1.08699,-1.5,LOSS,SL
2024-03-08 06:55:00-05:00,2024-03-08 07:00:00-05:00,SHORT,1.09453,1.09345,10.8,WIN,TP
2024-03-11 06:35:00-04:00,2024-03-11 06:40:00-04:00,SHORT,1.0956,1.09466,9.4,WIN,TP
2024-03-13 06:30:00-04:00,2024-03-13 06:35:00-04:00,LONG,1.0913499999999996,1.09235,10.0,WIN,TP
2024-03-20 07:10:00-04:00,2024-03-20 07:25:00-04:00,LONG,1.0845499999999997,1.08587,13.2,WIN,TP
2024-03-21 07:20:00-04:00,2024-03-21 07:30:00-04:00,LONG,1.0907499999999999,1.09062,-1.3,LOSS,SL
2024-03-22 08:10:00-04:00,2024-03-22 08:30:00-04:00,SHORT,1.0832700000000004,1.08187,14.0,WIN,TP
2024-03-25 05:05:00-04:00,2024-03-25 05:10:00-04:00,SHORT,1.0833599999999999,1.08222,11.4,WIN,TP
2024-03-26 02:50:00-04:00,2024-03-26 02:55:00-04:00,LONG,1.0827399999999996,1.0836,8.6,WIN,TP
2024-03-27 06:35:00-04:00,2024-03-27 06:40:00-04:00,LONG,1.08179,1.08273,9.4,WIN,TP
2024-03-28 06:25:00-04:00,2024-03-28 07:05:00-04:00,LONG,1.0794300000000003,1.0793120000000003,-1.2,LOSS,SL
2024-03-29 06:55:00-04:00,2024-03-29 07:30:00-04:00,LONG,1.0759500000000004,1.07739,14.4,WIN,TP
2024-04-01 06:55:00-04:00,2024-04-01 07:00:00-04:00,LONG,1.07741,1.07835,9.4,WIN,TP
2024-04-02 07:00:00-04:00,2024-04-02 07:05:00-04:00,SHORT,1.0753899999999998,1.07425,11.4,WIN,TP
2024-04-03 10:20:00-04:00,2024-04-03 10:25:00-04:00,SHORT,1.0797399999999995,1.07838,13.6,WIN,TP
2024-04-05 05:20:00-04:00,2024-04-05 05:25:00-04:00,LONG,1.0813600000000003,1.08234,9.8,WIN,TP
2024-04-11 06:15:00-04:00,2024-04-11 06:35:00-04:00,SHORT,1.0751000000000002,1.07372,13.8,WIN,TP
2024-04-12 05:45:00-04:00,2024-04-12 08:20:00-04:00,LONG,1.0664100000000003,1.0661420000000004,-2.7,LOSS,SL
2024-04-15 07:00:00-04:00,2024-04-15 07:05:00-04:00,SHORT,1.0668500000000003,1.06593,9.2,WIN,TP
2024-04-16 05:15:00-04:00,2024-04-16 05:50:00-04:00,LONG,1.05993,1.06115,12.2,WIN,TP
2024-04-17 05:15:00-04:00,2024-04-17 05:35:00-04:00,SHORT,1.0624200000000001,1.0625300000000002,-1.1,LOSS,SL
2024-04-19 02:35:00-04:00,2024-04-19 02:40:00-04:00,SHORT,1.0655899999999998,1.06365,19.4,WIN,TP
2024-04-22 06:25:00-04:00,2024-04-22 06:45:00-04:00,LONG,1.0644500000000003,1.06577,13.2,WIN,TP
2024-04-23 06:25:00-04:00,2024-04-23 06:30:00-04:00,SHORT,1.067,1.067156,-1.6,LOSS,SL
2024-04-24 05:20:00-04:00,2024-04-24 05:25:00-04:00,LONG,1.0686400000000003,1.06962,9.8,WIN,TP
2024-04-26 05:50:00-04:00,2024-04-26 05:55:00-04:00,SHORT,1.0747600000000004,1.0737,10.6,WIN,TP
2024-04-29 03:20:00-04:00,2024-04-29 04:50:00-04:00,SHORT,1.0734399999999997,1.07246,9.8,WIN,TP
2024-04-30 05:15:00-04:00,2024-04-30 05:35:00-04:00,LONG,1.0682999999999996,1.0695,12.0,WIN,TP
2024-05-01 06:10:00-04:00,2024-05-01 06:15:00-04:00,SHORT,1.0672299999999997,1.06585,13.8,WIN,TP
2024-05-02 05:20:00-04:00,2024-05-02 05:25:00-04:00,SHORT,1.0733,1.07222,10.8,WIN,TP
2024-05-03 05:35:00-04:00,2024-05-03 05:40:00-04:00,SHORT,1.0744500000000001,1.07349,9.6,WIN,TP
2024-05-10 06:25:00-04:00,2024-05-10 06:30:00-04:00,LONG,1.07678,1.07778,10.0,WIN,TP
2024-05-16 06:40:00-04:00,2024-05-16 06:50:00-04:00,LONG,1.0867499999999997,1.08767,9.2,WIN,TP
2024-05-17 07:40:00-04:00,2024-05-17 07:45:00-04:00,LONG,1.0828400000000002,1.08424,14.0,WIN,TP
2024-05-23 06:25:00-04:00,2024-05-23 06:30:00-04:00,LONG,1.0799199999999998,1.08178,18.6,WIN,TP
2024-05-29 07:10:00-04:00,2024-05-29 07:15:00-04:00,LONG,1.0811800000000003,1.08386,26.8,WIN,TP
2024-05-30 06:55:00-04:00,2024-05-30 07:05:00-04:00,SHORT,1.08255,1.08073,18.2,WIN,TP
2024-05-31 08:10:00-04:00,2024-05-31 08:15:00-04:00,SHORT,1.0851399999999998,1.08394,12.0,WIN,TP
2024-06-03 06:55:00-04:00,2024-06-03 07:05:00-04:00,LONG,1.0836400000000002,1.0835460000000001,-0.9,LOSS,SL
2024-06-04 06:30:00-04:00,2024-06-04 06:35:00-04:00,LONG,1.0877899999999996,1.08879,10.0,WIN,TP
2024-06-10 03:10:00-04:00,2024-06-10 03:20:00-04:00,LONG,1.07411,1.07507,9.6,WIN,TP
2024-06-11 07:55:00-04:00,2024-06-11 08:05:00-04:00,LONG,1.0727,1.07486,21.6,WIN,TP
2024-06-12 06:35:00-04:00,2024-06-12 06:40:00-04:00,SHORT,1.0751300000000001,1.07417,9.6,WIN,TP
2024-06-14 05:45:00-04:00,2024-06-14 05:50:00-04:00,LONG,1.0705400000000003,1.0718,12.6,WIN,TP
2024-06-17 05:10:00-04:00,2024-06-17 05:15:00-04:00,LONG,1.0673,1.06908,17.8,WIN,TP
2024-06-19 05:40:00-04:00,2024-06-19 06:00:00-04:00,LONG,1.0720999999999998,1.07334,12.4,WIN,TP
2024-06-20 11:05:00-04:00,2024-06-20 11:10:00-04:00,LONG,1.0698,1.07148,16.8,WIN,TP
2024-06-21 05:45:00-04:00,2024-06-21 05:50:00-04:00,LONG,1.0702899999999997,1.07127,9.8,WIN,TP
2024-06-28 06:30:00-04:00,2024-06-28 06:45:00-04:00,SHORT,1.0707600000000002,1.0698,9.6,WIN,TP
2024-07-01 05:10:00-04:00,2024-07-01 05:40:00-04:00,SHORT,1.0788599999999997,1.07666,22.0,WIN,TP
2024-07-03 06:10:00-04:00,2024-07-03 06:15:00-04:00,SHORT,1.07632,1.07524,10.8,WIN,TP
