scenario_id,event_id,translation_id,family,pos_t,target_notional_multiple,max_notional_multiple,truth_class,primary_state,survives,known_time,split,dev_or_oos,year,quarter,session,severity,episode_cluster_id
NS-1f5f4e85b5dc1fa6607606111d697ad66d8e2387b3f1a2742804bb28c261b3b1,EUR_ORIGIN_202307111000,TR-eff94f13e3746d92ab5a8d009f9dbc8b,B,0.74633,0.914063433503,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-11T11:00:00+00:00,inner_sel,development,2023,2023Q3,London,MEDIUM,1
NS-30a77fcf2846f9ce3dcf82fa1ede6c0a882d313c717f613e21525af0c09e763c,EUR_ORIGIN_202307111000,TR-eff94f13e3746d92ab5a8d009f9dbc8b,B,0.74633,0.914063433503,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-11T11:00:00+00:00,inner_sel,development,2023,2023Q3,London,MEDIUM,1
NS-b25a5a277054b7ae5277c9162c6b573f177504a00bcb5c7764bc9191a34a5f7f,EUR_ORIGIN_202307111400,TR-fc9e9a1ad82ff47db99365e6bae61b45,B,1.131426,1.385707694242,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-11T15:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,1
NS-1a1ca93167b36e354b63f33890e262d451010806172d6d6407d735163fc6e2a4,EUR_ORIGIN_202307111400,TR-fc9e9a1ad82ff47db99365e6bae61b45,B,1.131426,1.385707694242,1.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-11T15:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,1
NS-9e1b5f2b82c5b063dc3883dbb6d951bd9f5bf430a6de1898cebba38a6e0d52bb,EUR_ORIGIN_202307111400,TR-fc9e9a1ad82ff47db99365e6bae61b45,B,1.131426,1.385707694242,2.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-11T15:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,1
NS-fcf1c6166faaaddb15caff5b37e9439389cbda7e9b285da988a039bc6a9db975,EUR_ORIGIN_202307111400,TR-fc9e9a1ad82ff47db99365e6bae61b45,B,1.131426,1.385707694242,4.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-11T15:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,1
NS-69e7629a5b51f0b7e085adfaf18139530613efd5ad6aa730165e1f56ae4d924b,EUR_ORIGIN_202307111400,TR-fc9e9a1ad82ff47db99365e6bae61b45,B,1.131426,1.385707694242,8.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-11T15:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,1
NS-0624f1148f64efc654c35e30971bb4069bf589b74705dea8dd56918107eee7ea,EUR_ORIGIN_202307111400,TR-fc9e9a1ad82ff47db99365e6bae61b45,B,1.131426,1.385707694242,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-11T15:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,1
NS-0b3bc82040aa41c22b81407821a70cee62e178be33e26c7cf7d1d8c922fa462e,EUR_ORIGIN_202307111400,TR-fc9e9a1ad82ff47db99365e6bae61b45,B,1.131426,1.385707694242,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-11T15:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,1
NS-b08cbc18b66204a63827b0e5f2612f9e870e58fc03a02e60ff1e9f67a3bf7a9b,EUR_ORIGIN_202307111400,TR-fc9e9a1ad82ff47db99365e6bae61b45,B,1.131426,1.385707694242,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-11T15:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,1
NS-5780dccccd027b111b7b4a89d3c704716d871d2b30c26d25830dae6a075d4bff,EUR_ORIGIN_202307121500,TR-3c389eef5d6771db57dd89ae766ceece,A,1.463726,4.182944828241,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-12T17:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,MEDIUM,2
NS-630539905f1b5a3c3883e275c81a16ba9ca250e3ebe70a88cd3fbc4b1e7dfc5e,EUR_ORIGIN_202307121500,TR-3c389eef5d6771db57dd89ae766ceece,A,1.463726,4.182944828241,1.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-12T17:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,MEDIUM,2
NS-bfa416466704b72ade3ad78725b1df73e76ce5343d7320b443ca1529fbadd110,EUR_ORIGIN_202307121500,TR-3c389eef5d6771db57dd89ae766ceece,A,1.463726,4.182944828241,2.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-12T17:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,MEDIUM,2
NS-9fc45a275849f00ea5343759a6ac27fb567f6ad31e39fce1247633433b28b9a5,EUR_ORIGIN_202307121500,TR-3c389eef5d6771db57dd89ae766ceece,A,1.463726,4.182944828241,4.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-12T17:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,MEDIUM,2
NS-e84c7e9e4802579f56b64ade0b08856e004fc4c82096076e24b89932e14b08e5,EUR_ORIGIN_202307121500,TR-3c389eef5d6771db57dd89ae766ceece,A,1.463726,4.182944828241,8.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-12T17:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,MEDIUM,2
NS-de7a49af3e96a7138cf7fbac42e1b8e40a068ba9e9b6f35280f1ac138b73524f,EUR_ORIGIN_202307121500,TR-3c389eef5d6771db57dd89ae766ceece,A,1.463726,4.182944828241,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-12T17:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,MEDIUM,2
NS-2e69dc1a44917486e526a1e5c98380e0c6125fe472e74bd1b2412a262fa820a9,EUR_ORIGIN_202307121500,TR-3c389eef5d6771db57dd89ae766ceece,A,1.463726,4.182944828241,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-12T17:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,MEDIUM,2
NS-543d41d7561ba88de4050fe150aac039b69602fc7759ae4f4b7d145a300870f1,EUR_ORIGIN_202307121500,TR-3c389eef5d6771db57dd89ae766ceece,A,1.463726,4.182944828241,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-12T17:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,MEDIUM,2
NS-107c8ad5d245c64a8fde05c493f989fd33b7b96a4e24417df29d577ed4fe4f04,EUR_ORIGIN_202307131600,TR-cf58f656bf89a5aafebcaf41fc63b2a9,A,4.246029,12.13403761396,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-13T18:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,3
NS-f1dc678e3135f6a8b5991fd4a1de77de99f9d1db54acac8b1eb9228179e520cc,EUR_ORIGIN_202307131600,TR-cf58f656bf89a5aafebcaf41fc63b2a9,A,4.246029,12.13403761396,1.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-13T18:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,3
NS-95d32ec1b8e2d19c705e24a6b450e0c995344c4a60bb623d9ef415d97a03c501,EUR_ORIGIN_202307131600,TR-cf58f656bf89a5aafebcaf41fc63b2a9,A,4.246029,12.13403761396,2.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-13T18:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,3
NS-38f3778c2b6197fef6a428acb628c30fdb3129943a6d37819585f2a805dfd2fe,EUR_ORIGIN_202307131600,TR-cf58f656bf89a5aafebcaf41fc63b2a9,A,4.246029,12.13403761396,4.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-13T18:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,3
NS-4e5d93d8da570c82e4e68d6916f08821d29b10b900db3102782e72ff19a0440a,EUR_ORIGIN_202307131600,TR-cf58f656bf89a5aafebcaf41fc63b2a9,A,4.246029,12.13403761396,8.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-13T18:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,3
NS-168bebb8a1eb1b036fdad0c724e7e32185fe9afcf86a501ce08fb453ff2ae2f1,EUR_ORIGIN_202307131600,TR-cf58f656bf89a5aafebcaf41fc63b2a9,A,4.246029,12.13403761396,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-13T18:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,3
NS-9582828b424b1a8a5d1bb964f042fbfffaf4d6bc8eb46981369178e7321a3cc0,EUR_ORIGIN_202307131600,TR-cf58f656bf89a5aafebcaf41fc63b2a9,A,4.246029,12.13403761396,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-13T18:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,3
NS-247b60b7b26c6cfbcb84f855a6b659d7f132e425eb5333c930aba4c079d5b94a,EUR_ORIGIN_202307131600,TR-cf58f656bf89a5aafebcaf41fc63b2a9,A,4.246029,12.13403761396,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-13T18:00:00+00:00,inner_sel,development,2023,2023Q3,NY_Overlap,LOW,3
NS-8f6794d79e1d3adc21a1ef2ca9d29437901bf7135e2302884783786a9d6fefe5,EUR_ORIGIN_202307140500,TR-950205979c7d487e02f5a12ff8d9bb41,A,0.68228,1.949778885385,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-14T07:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,4
NS-705f264fc8ac5fda4da48a24f72e7b5dac8ef31d60b383d42f28b445c1d688f9,EUR_ORIGIN_202307140500,TR-950205979c7d487e02f5a12ff8d9bb41,A,0.68228,1.949778885385,1.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-14T07:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,4
NS-eb350826baba168e02cb7e1a76715ea5a33941d0beca03d247bf8e07deecba68,EUR_ORIGIN_202307140500,TR-950205979c7d487e02f5a12ff8d9bb41,A,0.68228,1.949778885385,2.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-14T07:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,4
NS-122c6f7667546b24a922fd4b1d29b8be9d91899602bca84dd186ad3ee50e203a,EUR_ORIGIN_202307140500,TR-950205979c7d487e02f5a12ff8d9bb41,A,0.68228,1.949778885385,4.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-14T07:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,4
NS-ac4f16a652fe43d94865ffff020ec61e3197a0c1373719ac71ed6d82ac3754f3,EUR_ORIGIN_202307140500,TR-950205979c7d487e02f5a12ff8d9bb41,A,0.68228,1.949778885385,8.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-14T07:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,4
NS-e6936de3797967d9ef25a332d583f93fbc039673c23b9cbd81dc864cea3f14b7,EUR_ORIGIN_202307140500,TR-950205979c7d487e02f5a12ff8d9bb41,A,0.68228,1.949778885385,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-14T07:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,4
NS-8e60b5112dedc0428073547a10ea82d6f9ec74f84ba85f033bfd485d506142f7,EUR_ORIGIN_202307140500,TR-950205979c7d487e02f5a12ff8d9bb41,A,0.68228,1.949778885385,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-14T07:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,4
NS-b75f88323e40c95f313bae9acc064c7628b6addcd9acd98fec74fce20cd149b5,EUR_ORIGIN_202307140500,TR-950205979c7d487e02f5a12ff8d9bb41,A,0.68228,1.949778885385,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-14T07:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,4
NS-5755046a99449a251f058eb556cf1eee7ed6cb800133eddd657c4b9cbceb27c1,EUR_ORIGIN_202307141100,TR-d615ed6ed453a8d3b962c968f90b13eb,A,0.750399,2.144443628072,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-14T13:00:00+00:00,inner_sel,development,2023,2023Q3,London,LOW,4
NS-37f6a0f3567eae36533139f94167120db3043b7fb4f288ec62164feb700765c8,EUR_ORIGIN_202307141100,TR-d615ed6ed453a8d3b962c968f90b13eb,A,0.750399,2.144443628072,1.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-14T13:00:00+00:00,inner_sel,development,2023,2023Q3,London,LOW,4
NS-e889097c687a0fdd7b46a676f30ad0e7cd87b2f400e8a99508b158fc65d42f3a,EUR_ORIGIN_202307141100,TR-d615ed6ed453a8d3b962c968f90b13eb,A,0.750399,2.144443628072,2.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-14T13:00:00+00:00,inner_sel,development,2023,2023Q3,London,LOW,4
NS-5dcb983087c7bbbe4f77af0388f3df61fcd9145cbf2f102ebeb351bd30dc98a0,EUR_ORIGIN_202307141100,TR-d615ed6ed453a8d3b962c968f90b13eb,A,0.750399,2.144443628072,4.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-14T13:00:00+00:00,inner_sel,development,2023,2023Q3,London,LOW,4
NS-f7f00fd7b542ce8a4dde06a5597a35fd0a02040defa6ef09bbcdb1302522b597,EUR_ORIGIN_202307141100,TR-d615ed6ed453a8d3b962c968f90b13eb,A,0.750399,2.144443628072,8.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-14T13:00:00+00:00,inner_sel,development,2023,2023Q3,London,LOW,4
NS-5b91b11d4cb9c031b945e1ddc74076b6304a3756b3580ac482f91fc76c277bd5,EUR_ORIGIN_202307141100,TR-d615ed6ed453a8d3b962c968f90b13eb,A,0.750399,2.144443628072,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-14T13:00:00+00:00,inner_sel,development,2023,2023Q3,London,LOW,4
NS-268cf456ccf0f78fecb75140de46ed6f2ef85fcbcb0eacde6ee69443e0df80b3,EUR_ORIGIN_202307141100,TR-d615ed6ed453a8d3b962c968f90b13eb,A,0.750399,2.144443628072,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-14T13:00:00+00:00,inner_sel,development,2023,2023Q3,London,LOW,4
NS-88f00b6a976ae8a2a3ee63c3dea01f559c0752ce56039b12c6da9e0d158ba348,EUR_ORIGIN_202307141100,TR-d615ed6ed453a8d3b962c968f90b13eb,A,0.750399,2.144443628072,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-14T13:00:00+00:00,inner_sel,development,2023,2023Q3,London,LOW,4
NS-90ddd4050d6817c6e78c4db6ae1dc9a58af5ffc3f311bb76572e4c8c96d773bc,EUR_ORIGIN_202307170000,TR-308dec16631ff8373a7747fd7179cd1a,B,0.818351,1.00227113742,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-17T01:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,5
NS-efce97b6784f1fd668bae1762d4497b291097b67867888e913dbb23a346e168d,EUR_ORIGIN_202307170000,TR-308dec16631ff8373a7747fd7179cd1a,B,0.818351,1.00227113742,1.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-17T01:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,5
NS-554a037fb81f228cda1ded553fe47ae6bed2e2b19f2254336db605a09092c9fb,EUR_ORIGIN_202307170000,TR-308dec16631ff8373a7747fd7179cd1a,B,0.818351,1.00227113742,2.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-17T01:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,5
NS-bbad7f713b77868ce12e8fc84071fb01eae1ff0e0a8869c8f4c14f433adf189a,EUR_ORIGIN_202307170000,TR-308dec16631ff8373a7747fd7179cd1a,B,0.818351,1.00227113742,4.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-17T01:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,5
NS-16122290df59afd0d5979a4f0982735ad6036e46ae598a3df142aee77054b84e,EUR_ORIGIN_202307170000,TR-308dec16631ff8373a7747fd7179cd1a,B,0.818351,1.00227113742,8.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-17T01:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,5
NS-cf8f2563a8f3321362a48aa166e9abad27c2a81e515973d39726fca60913df01,EUR_ORIGIN_202307170000,TR-308dec16631ff8373a7747fd7179cd1a,B,0.818351,1.00227113742,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-17T01:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,5
NS-eaea4fe67228c6c69a03dcdd1a534962e3e835e44fc4344e9df2fb5d6a083f51,EUR_ORIGIN_202307170000,TR-308dec16631ff8373a7747fd7179cd1a,B,0.818351,1.00227113742,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-17T01:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,5
NS-7e9e4ced1f617d25e2caf3dfd5fb173be963f38f63741774e489f22cec6d4199,EUR_ORIGIN_202307170000,TR-308dec16631ff8373a7747fd7179cd1a,B,0.818351,1.00227113742,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-17T01:00:00+00:00,inner_sel,development,2023,2023Q3,Asia,LOW,5
NS-da4a3b11b58fbb12258929bf8eec90206749a138c5389b53f3eaeb2f893b6ac8,EUR_ORIGIN_202307171100,TR-da6a66f60b74a69a5c5da61c414bd25c,A,0.5083,1.452589466418,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-17T13:00:00+00:00,inner_sel,development,2023,2023Q3,London,LOW,5
NS-adb4d049b9fd03c7de2e8709013c8bb196404a064f97e7fd4617986c8e3dcb6c,EUR_ORIGIN_202307171100,TR-da6a66f60b74a69a5c5da61c414bd25c,A,0.5083,1.452589466418,1.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2023-07-17T13:00:00+00:00,inner_sel,development,2023,2023Q3,London,LOW,5
NS-c1a82c2e7204eee38ba2342f0b2cf258a4841bdb992bf8fb0c71040a38e706f7,EUR_ORIGIN_202307171100,TR-da6a66f60b74a69a5c5da61c414bd25c,A,0.5083,1.452589466418,2.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-17T13:00:00+00:00,inner_sel,development,2023,2023Q3,London,LOW,5
NS-8903eb35039190e6edd00d39177ca1fddba620cdc0dd2033bd98123f695f58cb,EUR_ORIGIN_202307171100,TR-da6a66f60b74a69a5c5da61c414bd25c,A,0.5083,1.452589466418,4.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2023-07-17T13:00:00+00:00,inner_sel,development,2023,2023Q3,London,LOW,5
