timestamp,est_hour,london,minutes_to_exit
2024-02-23 06:15:00,1,False,660
2024-02-28 22:25:00,17,False,-300
2024-03-05 14:35:00,9,True,180
2024-03-11 06:45:00,1,False,660
2024-03-14 17:50:00,12,False,0
2024-03-20 09:00:00,4,True,480
2024-03-26 00:10:00,19,False,-420
2024-03-29 11:15:00,6,True,360
2024-04-04 02:25:00,21,False,-540
2024-04-09 17:35:00,12,False,0
2024-04-15 08:45:00,3,True,540
2024-04-18 19:50:00,14,False,-120
2024-04-24 11:00:00,6,True,360
2024-04-30 02:10:00,21,False,-540
2024-05-03 13:15:00,8,True,240
2024-05-09 04:25:00,23,False,-660
2024-05-14 19:35:00,14,False,-120
2024-05-20 10:45:00,5,True,420
2024-05-23 21:50:00,16,False,-240
2024-05-29 13:00:00,8,True,240
2024-06-04 04:10:00,23,False,-660
2024-06-07 15:15:00,10,True,120
2024-06-13 06:25:00,1,False,660
2024-06-18 21:35:00,16,False,-240
2024-06-24 12:45:00,7,True,300
2024-06-27 23:50:00,18,False,-360
2024-07-03 15:00:00,10,True,120
2024-07-09 06:10:00,1,False,660
2024-07-12 17:15:00,12,False,0
2024-07-18 08:25:00,3,True,540
2024-07-23 23:35:00,18,False,-360
2024-07-29 14:45:00,9,True,180
2024-08-02 01:50:00,20,False,-480
2024-08-07 17:00:00,12,False,0
2024-08-13 08:10:00,3,True,540
2024-08-16 19:15:00,14,False,-120
2024-08-22 10:30:00,5,True,420
2024-08-28 01:40:00,20,False,-480
2024-09-02 16:50:00,11,True,60
2024-09-06 03:55:00,22,False,-600
2024-09-12 04:45:00,23,False,-660
2024-09-17 19:55:00,14,False,-120
2024-09-23 11:05:00,6,True,360
2024-09-26 22:10:00,17,False,-300
2024-10-02 13:20:00,8,True,240
2024-10-08 04:30:00,23,False,-660
2024-10-11 15:35:00,10,True,120
2024-10-17 06:45:00,1,False,660
2024-10-22 21:55:00,16,False,-240
2024-10-28 13:05:00,8,True,240
2024-11-01 00:10:00,19,False,-420
2024-11-06 15:20:00,10,True,120
2024-11-12 07:35:00,2,False,600
2024-11-15 18:40:00,13,False,-60
2024-11-21 10:55:00,5,True,420
2024-11-27 06:25:00,1,False,660
2024-12-02 22:35:00,17,False,-300
2024-12-06 09:40:00,4,True,480
2024-12-12 01:50:00,20,False,-480
2024-12-17 18:00:00,13,False,-60
2024-12-23 10:10:00,5,True,420
2024-12-30 09:00:00,4,True,480
2025-01-06 06:10:00,1,False,660
2025-01-09 17:15:00,12,False,0
2025-01-15 09:45:00,4,True,480
2025-01-21 01:55:00,20,False,-480
2025-01-24 13:00:00,8,True,240
2025-01-30 05:10:00,0,False,720
2025-02-04 21:25:00,16,False,-240
2025-02-10 13:40:00,8,True,240
2025-02-14 00:45:00,19,False,-420
2025-02-19 17:00:00,12,False,0
2025-02-25 09:15:00,4,True,480
2025-03-03 01:50:00,20,False,-480
2025-03-06 12:55:00,7,True,300
2025-03-12 05:05:00,0,False,720
2025-03-17 20:15:00,15,False,-180
2025-03-21 07:20:00,2,False,600
2025-03-26 22:30:00,17,False,-300
2025-04-01 13:40:00,8,True,240
2025-04-07 04:55:00,23,False,-660
2025-04-10 16:20:00,11,True,60
2025-04-16 07:30:00,2,False,600
2025-04-21 23:05:00,18,False,-360
2025-04-25 11:45:00,6,True,360
2025-05-01 07:25:00,2,False,600
2025-05-06 22:45:00,17,False,-300
2025-05-12 15:35:00,10,True,120
2025-05-16 03:50:00,22,False,-600
2025-05-21 19:00:00,14,False,-120
2025-05-27 10:10:00,5,True,420
2025-06-02 01:20:00,20,False,-480
2025-06-05 12:25:00,7,True,300
2025-06-11 03:35:00,22,False,-600
2025-06-16 18:45:00,13,False,-60
2025-06-20 05:50:00,0,False,720
2025-06-25 21:00:00,16,False,-240
2025-07-01 12:10:00,7,True,300
2025-07-07 03:20:00,22,False,-600
2025-07-10 14:25:00,9,True,180
2025-07-16 05:35:00,0,False,720
2025-07-21 20:45:00,15,False,-180
2025-07-25 07:50:00,2,False,600
2025-07-30 23:00:00,18,False,-360
2025-08-05 14:10:00,9,True,180
2025-08-11 05:20:00,0,False,720
2025-08-14 16:25:00,11,True,60
2025-08-20 07:35:00,2,False,600
2025-08-25 22:45:00,17,False,-300
2025-08-29 09:50:00,4,True,480
2025-09-04 01:00:00,20,False,-480
2025-09-09 16:10:00,11,True,60
2025-09-15 07:20:00,2,False,600
2025-09-18 18:25:00,13,False,-60
2025-09-24 09:35:00,4,True,480
2025-09-30 00:50:00,19,False,-420
2025-10-03 11:55:00,6,True,360
2025-10-09 03:05:00,22,False,-600
2025-10-14 18:15:00,13,False,-60
2025-10-20 09:25:00,4,True,480
2025-10-23 20:30:00,15,False,-180
2025-10-29 11:40:00,6,True,360
2025-11-04 02:50:00,21,False,-540
2025-11-07 13:55:00,8,True,240
2025-11-13 06:05:00,1,False,660
2025-11-18 22:15:00,17,False,-300
2025-11-24 14:25:00,9,True,180
2025-11-28 01:30:00,20,False,-480
2025-12-03 17:40:00,12,False,0
2025-12-09 09:50:00,4,True,480
2025-12-15 02:00:00,21,False,-540
2025-12-18 13:05:00,8,True,240
2025-12-24 05:30:00,0,False,720
2025-12-31 02:45:00,21,False,-540
2026-01-07 00:00:00,19,False,-420
2026-01-12 16:10:00,11,True,60
2026-01-16 03:15:00,22,False,-600
2026-01-21 19:25:00,14,False,-120
2026-01-27 11:35:00,6,True,360
2026-02-02 03:45:00,22,False,-600
2026-02-05 15:10:00,10,True,120
2026-02-11 07:20:00,2,False,600
2026-02-16 23:30:00,18,False,-360
2026-02-20 10:35:00,5,True,420
2026-02-26 02:45:00,21,False,-540
2026-03-03 18:55:00,13,False,-60
2026-03-09 11:05:00,6,True,360
2026-03-12 22:10:00,17,False,-300
2026-03-18 13:20:00,8,True,240
2026-03-24 04:30:00,23,False,-660
2026-03-27 15:35:00,10,True,120
2026-04-02 06:45:00,1,False,660
2026-04-07 21:55:00,16,False,-240
2026-04-13 13:05:00,8,True,240
2026-04-17 00:10:00,19,False,-420
2026-04-22 15:20:00,10,True,120
2026-04-28 06:30:00,1,False,660
2026-05-01 17:35:00,12,False,0
2026-05-07 08:45:00,3,True,540
2026-05-12 23:55:00,18,False,-360
2026-05-18 15:05:00,10,True,120
2026-05-22 02:10:00,21,False,-540
2026-05-27 17:20:00,12,False,0
