index,canonical,live,diff
201835,-1.20284567989005,-1.20284567989005,0.0
201836,-1.1682101980700532,-1.1682101980700532,0.0
201837,-1.1873548869017012,-1.1873548869017012,0.0
201838,-1.1288613709400175,-1.1288613709400175,0.0
201839,-1.0126304036606566,-1.0126304036606566,0.0
201840,-0.7758544831584956,-0.7758544831584956,0.0
201841,-0.5224739036870389,-0.5224739036870389,0.0
201842,-0.5479860387969374,-0.5479860387969374,0.0
201843,-1.102522110253295,-1.102522110253295,0.0
201844,-1.1827837611112757,-1.1827837611112757,0.0
201845,-1.1962983720837532,-1.1962983720837532,0.0
201846,-1.1683844762036666,-1.1683844762036666,0.0
201847,-1.4458335610699413,-1.4458335610699413,0.0
201848,-1.2765731188706886,-1.2765731188706886,0.0
201849,-1.3846833778010004,-1.3846833778010004,0.0
201850,-1.3122715770212632,-1.3122715770212632,0.0
201851,-1.4777035152338538,-1.4777035152338538,0.0
201852,-1.5535488993553002,-1.5535488993553002,0.0
201853,-1.4770189234985776,-1.4770189234985776,0.0
201854,-1.4859926698304728,-1.4859926698304728,0.0
201855,-1.2923626091323894,-1.2923626091323894,0.0
201856,-1.367716547678545,-1.367716547678545,0.0
201857,-1.393064533759148,-1.393064533759148,0.0
201858,-1.078166218932122,-1.078166218932122,0.0
201859,-1.2776845692157974,-1.2776845692157974,0.0
201860,-1.25128349058502,-1.25128349058502,0.0
201861,-1.1755087859150093,-1.1755087859150093,0.0
201862,-1.1246054748139207,-1.1246054748139207,0.0
201863,-1.191659200738948,-1.191659200738948,0.0
201864,-1.041748162061146,-1.041748162061146,0.0
201865,-1.0617688752354584,-1.0617688752354584,0.0
201866,-0.9700331837543901,-0.9700331837543901,0.0
201867,-0.8818747308813447,-0.8818747308813447,0.0
201868,-0.848259370906789,-0.848259370906789,0.0
201869,-1.0474334433873733,-1.0474334433873733,0.0
201870,-0.8263175859348005,-0.8263175859348005,0.0
201871,-0.6747368749860936,-0.6747368749860936,0.0
201872,-0.7996974860787004,-0.7996974860787004,0.0
201873,-0.862604130908752,-0.862604130908752,0.0
201874,-0.8926636779107083,-0.8926636779107083,0.0
201875,-0.79586284103298,-0.79586284103298,0.0
201876,-0.8754977887802511,-0.8754977887802511,0.0
201877,-0.8357166342963922,-0.8357166342963922,0.0
201878,-1.0147598978705978,-1.0147598978705978,0.0
201879,-0.9511013094750619,-0.9511013094750619,0.0
201880,-0.9391900960662285,-0.9391900960662285,0.0
201881,-0.7825055010711005,-0.7825055010711005,0.0
201882,-1.1973472820343283,-1.1973472820343283,0.0
201883,-0.9816291766812282,-0.9816291766812282,0.0
201884,-0.8702022118249387,-0.8702022118249387,0.0
201885,-1.0028219675621357,-1.0028219675621357,0.0
201886,-1.4645695361810454,-1.4645695361810454,0.0
201887,-1.7606744285814862,-1.7606744285814862,0.0
201888,-1.4554633296049893,-1.4554633296049893,0.0
