checkpoint,model,condition,n,median_prediction,mae_in_sample,iqr,mad
06AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|25,2,33.10000000000035,4.699999999998592,4.699999999998589,4.699999999998592
06AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|27,1,65.29999999999924,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|28,1,12.699999999998823,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|30,1,0.0,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|34,1,30.100000000001792,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|36,1,13.90000000000002,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|37,1,44.10000000000024,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|12,1,10.099999999999554,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|14,1,7.699999999999378,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|15,1,41.70000000000006,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|17,1,30.49999999999997,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|19,1,22.199999999998887,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|20,3,24.899999999998812,9.06666666666611,13.599999999999167,12.099999999999334
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|21,2,34.49999999999953,19.899999999999363,19.89999999999936,19.899999999999363
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|22,2,46.94999999999894,29.049999999999358,29.049999999999358,29.049999999999358
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|24,4,15.54999999999973,11.800000000000146,21.549999999999628,10.950000000000681
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|25,1,42.199999999998894,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|26,5,49.900000000000496,9.060000000000286,10.099999999999547,7.500000000000277
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|27,2,21.3999999999992,2.4999999999997264,2.499999999999723,2.4999999999997264
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|28,3,31.300000000000765,1.3000000000003762,1.9500000000005642,0.2999999999997556
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|29,1,75.29999999999815,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|30,2,45.30000000000034,5.700000000000703,5.700000000000706,5.700000000000703
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|31,4,33.450000000000415,7.050000000000109,9.600000000000158,4.699999999999701
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|32,2,67.69999999999942,29.099999999999678,29.099999999999675,29.099999999999678
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|33,1,53.10000000000147,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|34,1,31.400000000001427,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|35,1,15.899999999999807,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,MISSING|AR_NO_GO_STATE|0|BALANCED,1,0.0,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,MISSING|AR_NO_GO_STATE|0|DOWN_HEAVY,4,27.700000000000493,28.47500000000059,36.17500000000108,17.150000000001327
06AM,B5_TIER_STATE_LOOPS_BALANCE,MISSING|AR_NO_GO_STATE|0|UP_HEAVY,5,44.39999999999999,22.3399999999998,27.099999999999895,16.30000000000021
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|10|DOWN_HEAVY,1,35.099999999999014,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|12|UP_HEAVY,1,25.999999999999353,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|13|UP_HEAVY,1,105.29999999999927,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|14|UP_LEAN,1,19.49999999999896,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|15|BALANCED,1,15.099999999999003,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|15|UP_LEAN,1,48.09999999999759,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|16|UP_LEAN,1,42.200000000001125,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|17|UP_HEAVY,2,25.800000000000267,0.10000000000065334,0.10000000000065157,0.10000000000065334
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|17|UP_LEAN,1,19.49999999999896,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|18|DOWN_HEAVY,1,27.699999999999388,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|18|UP_LEAN,1,10.000000000001119,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|20|DOWN_HEAVY,2,49.400000000000546,19.200000000000326,19.200000000000323,19.200000000000326
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|20|DOWN_LEAN,1,18.400000000000638,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|20|UP_LEAN,1,39.1000000000008,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|21|DOWN_HEAVY,2,36.34999999999943,9.249999999999536,9.249999999999538,9.249999999999536
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|21|UP_HEAVY,2,48.65000000000008,13.750000000000153,13.75000000000015,13.750000000000153
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|22|BALANCED,1,36.599999999999966,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|23|DOWN_HEAVY,3,53.59999999999809,15.699999999999974,23.54999999999996,7.200000000000543
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|23|UP_HEAVY,1,39.29999999999988,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|23|UP_LEAN,1,19.900000000001583,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|24|DOWN_HEAVY,2,26.399999999999757,8.699999999999264,8.699999999999264,8.699999999999264
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|24|DOWN_LEAN,2,30.200000000000223,5.699999999999596,5.699999999999598,5.699999999999596
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|25|BALANCED,1,32.59999999999819,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|25|UP_HEAVY,1,98.99999999999798,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|26|BALANCED,1,22.400000000000198,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|26|DOWN_LEAN,1,20.400000000000418,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|26|UP_HEAVY,1,68.10000000000204,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|28|BALANCED,1,13.999999999998458,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|28|DOWN_HEAVY,1,27.29999999999899,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|29|DOWN_HEAVY,1,47.899999999998485,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|29|UP_HEAVY,2,114.9499999999992,57.94999999999884,57.94999999999882,57.94999999999884
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|29|UP_LEAN,1,77.59999999999988,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|30|BALANCED,1,10.499999999999954,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|30|DOWN_LEAN,1,12.49999999999973,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|30|UP_LEAN,1,36.49999999999931,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|31|DOWN_HEAVY,1,90.10000000000184,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|31|UP_HEAVY,1,50.700000000001296,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|31|UP_LEAN,1,61.19999999999903,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|32|DOWN_HEAVY,1,30.49999999999997,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|33|DOWN_LEAN,1,60.99999999999994,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|33|UP_HEAVY,1,87.00000000000152,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|33|UP_LEAN,1,14.400000000001079,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|37|BALANCED,1,34.30000000000266,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|38|UP_HEAVY,1,34.89999999999993,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|39|DOWN_HEAVY,1,55.19999999999969,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|42|UP_LEAN,1,28.599999999998623,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|15|DOWN_HEAVY,1,55.899999999999835,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|16|UP_HEAVY,1,39.799999999998725,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|17|UP_HEAVY,1,23.800000000002708,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|19|DOWN_LEAN,1,4.499999999998394,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|20|BALANCED,1,26.399999999999753,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|20|DOWN_HEAVY,1,22.400000000000198,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|20|UP_HEAVY,1,43.69999999999985,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|21|BALANCED,1,21.89999999999914,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|21|DOWN_HEAVY,1,125.39999999999995,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|21|DOWN_LEAN,1,44.39999999999999,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|22|DOWN_LEAN,1,19.199999999999214,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|22|UP_LEAN,1,9.399999999999405,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|DOWN_HEAVY,1,29.000000000001247,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|DOWN_LEAN,1,43.100000000000364,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|UP_HEAVY,1,32.59999999999819,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|24|UP_LEAN,1,26.500000000000412,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|25|DOWN_LEAN,1,23.500000000000743,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|25|UP_HEAVY,1,31.400000000001427,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|26|BALANCED,1,20.20000000000133,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|26|UP_HEAVY,1,22.400000000002418,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|27|BALANCED,1,15.499999999999403,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|27|UP_LEAN,1,40.10000000000069,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|29|UP_HEAVY,1,74.49999999999956,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|30|UP_HEAVY,1,62.80000000000062,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|30|UP_LEAN,1,18.09999999999867,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|33|UP_HEAVY,1,45.90000000000093,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|35|UP_LEAN,1,23.400000000000087,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|36|BALANCED,1,20.799999999998597,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|17|DOWN_HEAVY,1,22.699999999997722,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|17|UP_HEAVY,1,42.40000000000022,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|18|BALANCED,1,5.5000000000005045,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|19|UP_HEAVY,1,49.69999999999918,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|20|DOWN_HEAVY,1,39.199999999999235,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|20|UP_LEAN,1,50.99999999999882,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|21|BALANCED,1,28.09999999999979,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|21|DOWN_HEAVY,1,63.99999999999961,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|22|DOWN_HEAVY,1,35.49999999999942,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|22|DOWN_LEAN,1,26.800000000000153,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|24|BALANCED,1,24.900000000001036,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|24|UP_HEAVY,1,29.30000000000099,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|25|BALANCED,1,30.399999999999316,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|26|UP_LEAN,1,29.600000000000733,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|27|UP_HEAVY,1,117.89999999999965,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|BALANCED,1,20.699999999997942,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|DOWN_HEAVY,2,24.89999999999992,3.700000000000923,3.7000000000009265,3.700000000000923
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|UP_HEAVY,3,41.50000000000098,30.766666666666165,46.14999999999924,21.100000000000563
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|DOWN_HEAVY,1,35.199999999999676,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|DOWN_LEAN,1,5.5000000000005045,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|UP_HEAVY,1,65.8000000000003,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|30|DOWN_LEAN,1,49.29999999999879,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|31|DOWN_HEAVY,1,48.09999999999981,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|32|UP_HEAVY,1,35.70000000000073,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|34|BALANCED,1,15.699999999998493,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|36|DOWN_HEAVY,1,39.20000000000145,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|14|BALANCED,1,28.099999999997568,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|16|DOWN_LEAN,1,81.49999999999879,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|17|UP_HEAVY,1,18.900000000001693,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|17|UP_LEAN,1,39.799999999998725,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|18|BALANCED,1,12.899999999997913,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|18|DOWN_HEAVY,1,55.0000000000006,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|18|UP_HEAVY,4,43.400000000001214,8.20000000000043,10.40000000000041,7.700000000000484
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|19|BALANCED,1,13.099999999999223,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|19|DOWN_LEAN,1,53.7999999999994,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|19|UP_HEAVY,2,51.249999999999346,6.950000000000006,6.95000000000001,6.950000000000006
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|20|BALANCED,1,28.299999999998878,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|20|DOWN_HEAVY,1,20.10000000000067,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|20|UP_HEAVY,1,59.80000000000096,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|21|UP_HEAVY,1,27.500000000000302,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|22|DOWN_HEAVY,2,25.399999999999864,11.300000000000756,11.300000000000754,11.300000000000756
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|22|UP_HEAVY,2,20.700000000000166,12.79999999999948,12.799999999999482,12.79999999999948
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|23|BALANCED,1,18.599999999999724,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|23|DOWN_LEAN,2,29.749999999999503,17.14999999999911,17.149999999999114,17.14999999999911
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|23|UP_HEAVY,1,9.00000000000123,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|23|UP_LEAN,1,4.100000000000215,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|24|BALANCED,1,16.199999999999548,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|24|DOWN_LEAN,2,42.34999999999989,33.449999999999314,33.44999999999932,33.449999999999314
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|24|UP_HEAVY,3,34.69999999999862,17.86666666666677,26.800000000000157,19.69999999999805
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|24|UP_LEAN,1,39.599999999999625,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|25|DOWN_HEAVY,3,23.899999999998922,7.633333333333751,11.450000000000628,9.70000000000137
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|25|DOWN_LEAN,2,36.8500000000016,11.950000000000571,11.950000000000571,11.950000000000571
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|25|UP_HEAVY,4,41.79999999999961,12.500000000000846,16.700000000002824,9.850000000000135
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|26|DOWN_HEAVY,2,45.89999999999983,12.599999999999277,12.59999999999927,12.599999999999277
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|26|DOWN_LEAN,1,16.699999999998383,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|26|UP_HEAVY,1,30.699999999999065,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|27|BALANCED,2,66.79999999999907,30.69999999999795,30.699999999997956,30.69999999999795
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|27|DOWN_HEAVY,7,37.20000000000168,9.142857142857086,12.299999999999532,6.500000000002622
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|27|DOWN_LEAN,3,41.50000000000098,17.166666666665886,25.749999999998828,17.199999999997218
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|27|UP_LEAN,1,26.70000000000172,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|28|BALANCED,2,33.75000000000017,6.249999999999867,6.249999999999865,6.249999999999867
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|28|DOWN_HEAVY,4,55.800000000000296,21.87499999999953,39.97499999999931,21.849999999999923
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|28|UP_HEAVY,3,18.400000000000635,18.29999999999998,27.449999999999967,0.10000000000065512
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|29|DOWN_HEAVY,2,30.399999999999316,15.300000000000312,15.300000000000313,15.300000000000312
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|29|UP_HEAVY,3,62.59999999999931,10.366666666667228,15.550000000000843,0.10000000000066223
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|30|BALANCED,1,18.700000000000383,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|30|DOWN_HEAVY,4,30.599999999999515,9.275000000000812,9.675000000002324,0.9500000000006725
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|30|DOWN_LEAN,1,14.799999999999258,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|30|UP_HEAVY,1,43.30000000000167,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|30|UP_LEAN,1,33.30000000000055,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|31|DOWN_HEAVY,2,47.65000000000019,4.049999999998775,4.049999999998775,4.049999999998775
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|31|DOWN_LEAN,3,38.49999999999909,9.4333333333337,14.150000000000553,9.099999999999667
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|31|UP_HEAVY,2,53.1500000000007,25.35000000000065,25.350000000000655,25.35000000000065
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|32|DOWN_HEAVY,1,26.10000000000001,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|32|DOWN_LEAN,3,28.599999999998627,7.2666666666669,10.900000000000354,9.899999999998247
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|32|UP_HEAVY,2,47.0499999999996,2.0500000000001073,2.0500000000001037,2.0500000000001073
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|32|UP_LEAN,1,10.399999999999295,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|33|BALANCED,1,72.7000000000011,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|33|DOWN_HEAVY,1,39.69999999999807,0.0,0.0,0.0
