date,tier,G_UP_FULL,G_DOWN_FULL,E_AFT_UP_A0,E_AFT_DN_A0,E_AFT_UP_A1,E_AFT_DN_A1,R_LOCK_UP_A0,R_LOCK_DN_A0,R_LOCK_UP_A1,R_LOCK_DN_A1,VIOL_UP_H17,VIOL_DN_H17
2023-02-20,T2,16.00000000000046,18.499999999999073,18.399999999998418,19.099999999998563,25.300000000001432,19.000000000000128,0.869565217391404,0.9685863874345794,0.6324110671936582,0.9736842105262604,False,False
2023-02-21,T2,40.29999999999978,5.60000000000116,16.799999999999038,19.049999999999343,25.10000000000123,17.50000000000029,2.398809523809648,0.29396325459324685,1.6055776892429403,0.32000000000006096,True,True
2023-02-22,T2,14.300000000000423,25.299999999999212,18.399999999998418,19.000000000000128,25.300000000001432,16.00000000000046,0.7771739130435681,1.3315789473683706,0.5652173913043326,1.5812499999999055,False,True
2023-02-23,T2,20.700000000000163,21.099999999998342,16.799999999999038,19.049999999999343,25.10000000000123,17.50000000000029,1.2321428571429374,1.1076115485563816,0.8247011952190896,1.205714285714171,False,True
2023-02-24,T2,66.99999999999928,11.399999999999189,15.199999999999658,19.099999999998563,24.900000000001032,19.000000000000128,4.407894736842157,0.5968586387434579,2.6907630522086947,0.5999999999999532,False,False
2023-02-27,T2,4.300000000001525,56.79999999999907,14.699999999999713,19.049999999999343,22.350000000000982,17.50000000000029,0.29251700680283055,2.9816272965879804,0.19239373601795687,3.2457142857141785,True,False
2023-02-28,T3,6.999999999999229,52.200000000000024,15.199999999999658,19.000000000000128,13.900000000000023,25.899999999999814,0.4605263157894333,2.7473684210526144,0.503597122302102,2.015444015444031,True,False
2023-03-01,T3,25.100000000000122,100.99999999999997,14.699999999999713,19.049999999999343,13.600000000000279,27.500000000000302,1.7074829931973206,5.301837270341388,1.8455882352940889,3.6727272727272315,False,False
2023-03-02,T3,73.49999999999967,17.300000000000093,14.199999999999768,19.099999999998563,12.900000000000134,25.899999999999814,5.17605633802823,0.905759162303738,5.697674418604567,0.6679536679536764,False,True
2023-03-03,T2,15.799999999999148,21.700000000000053,14.699999999999713,20.949999999998468,24.900000000001032,16.00000000000046,1.0748299319727521,1.0357995226731094,0.6345381526103813,1.3562499999999644,True,True
2023-03-06,T3,4.900000000001015,49.699999999999186,15.199999999999658,22.799999999998377,13.600000000000279,24.299999999999322,0.3223684210527056,2.179824561403628,0.36029411764712604,2.0452674897119576,True,False
2023-03-07,T2,46.30000000000134,7.599999999998719,15.249999999999986,20.949999999998468,23.250000000000213,17.50000000000029,3.0360655737705824,0.36276849642001313,1.991397849462405,0.43428571428563384,False,True
2023-03-08,T3,5.800000000000249,31.70000000000117,15.199999999999658,22.799999999998377,13.900000000000023,23.54999999999996,0.38157894736844605,1.3903508771931328,0.41726618705037694,1.34607218683657,True,False
2023-03-09,T1,11.200000000000099,38.40000000000065,15.249999999999986,22.799999999999486,11.499999999999844,23.149999999999558,0.7344262295082039,1.684210526315856,0.9739130434782827,1.6587473002160427,True,False
2023-03-10,T2,7.900000000000684,92.4999999999998,15.300000000000313,22.799999999998377,21.599999999999397,19.000000000000128,0.5163398692810799,4.057017543859929,0.3657407407407826,4.868421052631536,True,False
2023-03-14,T3,13.300000000000534,56.59999999999998,15.54999999999973,22.799999999999486,14.199999999999768,24.299999999999322,0.8553054662379912,2.482456140350932,0.936619718309912,2.329218106995949,False,False
2023-03-15,T3,202.99999999999983,4.20000000000087,15.300000000000313,22.800000000000598,13.900000000000023,25.450000000000195,13.267973856208867,0.1842105263158228,14.604316546762552,0.1650294695481665,False,True
