checkpoint,model,condition,n,quantile,prediction
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|25|UP_HEAVY,4,0.75,30.50000000000108
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|25|UP_HEAVY,4,0.9,36.260000000000844
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|25|UP_LEAN,1,0.1,115.89999999999989
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|25|UP_LEAN,1,0.25,115.89999999999989
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|25|UP_LEAN,1,0.5,115.89999999999989
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|25|UP_LEAN,1,0.75,115.89999999999989
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|25|UP_LEAN,1,0.9,115.89999999999989
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|DOWN_HEAVY,2,0.1,18.759999999999216
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|DOWN_HEAVY,2,0.25,22.14999999999911
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|DOWN_HEAVY,2,0.5,27.79999999999893
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|DOWN_HEAVY,2,0.75,33.44999999999875
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|DOWN_HEAVY,2,0.9,36.839999999998646
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|DOWN_LEAN,2,0.1,13.969999999999146
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|DOWN_LEAN,2,0.25,16.324999999999253
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|DOWN_LEAN,2,0.5,20.24999999999943
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|DOWN_LEAN,2,0.75,24.174999999999613
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|DOWN_LEAN,2,0.9,26.52999999999972
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_HEAVY,5,0.1,23.919999999999938
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_HEAVY,5,0.25,36.10000000000113
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_HEAVY,5,0.5,36.79999999999906
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_HEAVY,5,0.75,78.89999999999952
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_HEAVY,5,0.9,113.69999999999835
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_LEAN,1,0.1,21.30000000000187
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_LEAN,1,0.25,21.30000000000187
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_LEAN,1,0.5,21.30000000000187
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_LEAN,1,0.75,21.30000000000187
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_LEAN,1,0.9,21.30000000000187
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_HEAVY,4,0.1,13.170000000000126
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_HEAVY,4,0.25,21.674999999999887
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_HEAVY,4,0.5,43.39999999999899
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_HEAVY,4,0.75,76.27499999999898
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_HEAVY,4,0.9,104.85000000000034
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_LEAN,1,0.1,50.49999999999999
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_LEAN,1,0.25,50.49999999999999
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_LEAN,1,0.5,50.49999999999999
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_LEAN,1,0.75,50.49999999999999
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_LEAN,1,0.9,50.49999999999999
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|UP_LEAN,2,0.1,2.3300000000001644
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|UP_LEAN,2,0.25,3.7249999999999766
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|UP_LEAN,2,0.5,6.049999999999663
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|UP_LEAN,2,0.75,8.37499999999935
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|UP_LEAN,2,0.9,9.769999999999161
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_HEAVY,4,0.1,27.469999999999878
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_HEAVY,4,0.25,37.77500000000044
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_HEAVY,4,0.5,50.09999999999958
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_HEAVY,4,0.75,60.824999999998795
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_HEAVY,4,0.9,68.24999999999947
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_LEAN,1,0.1,1.8000000000006864
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_LEAN,1,0.25,1.8000000000006864
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_LEAN,1,0.5,1.8000000000006864
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_LEAN,1,0.75,1.8000000000006864
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_LEAN,1,0.9,1.8000000000006864
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|UP_LEAN,1,0.1,59.2999999999999
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|UP_LEAN,1,0.25,59.2999999999999
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|UP_LEAN,1,0.5,59.2999999999999
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|UP_LEAN,1,0.75,59.2999999999999
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|UP_LEAN,1,0.9,59.2999999999999
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|DOWN_HEAVY,1,0.1,26.500000000000412
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|DOWN_HEAVY,1,0.25,26.500000000000412
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|DOWN_HEAVY,1,0.5,26.500000000000412
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|DOWN_HEAVY,1,0.75,26.500000000000412
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|DOWN_HEAVY,1,0.9,26.500000000000412
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|UP_HEAVY,1,0.1,58.59999999999975
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|UP_HEAVY,1,0.25,58.59999999999975
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|UP_HEAVY,1,0.5,58.59999999999975
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|UP_HEAVY,1,0.75,58.59999999999975
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|UP_HEAVY,1,0.9,58.59999999999975
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|BALANCED,1,0.1,41.70000000000007
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|BALANCED,1,0.25,41.70000000000007
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|BALANCED,1,0.5,41.70000000000007
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|BALANCED,1,0.75,41.70000000000007
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|BALANCED,1,0.9,41.70000000000007
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_HEAVY,3,0.1,44.07999999999968
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_HEAVY,3,0.25,44.64999999999941
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_HEAVY,3,0.5,45.599999999998964
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_HEAVY,3,0.75,49.59999999999964
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_HEAVY,3,0.9,52.00000000000004
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_LEAN,1,0.1,36.99999999999814
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_LEAN,1,0.25,36.99999999999814
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_LEAN,1,0.5,36.99999999999814
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_LEAN,1,0.75,36.99999999999814
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_LEAN,1,0.9,36.99999999999814
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|UP_HEAVY,1,0.1,52.49999999999976
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|UP_HEAVY,1,0.25,52.49999999999976
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|UP_HEAVY,1,0.5,52.49999999999976
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|UP_HEAVY,1,0.75,52.49999999999976
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|UP_HEAVY,1,0.9,52.49999999999976
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_HEAVY,3,0.1,53.31999999999892
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_HEAVY,3,0.25,58.2999999999989
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_HEAVY,3,0.5,66.59999999999889
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_HEAVY,3,0.75,69.04999999999939
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_HEAVY,3,0.9,70.5199999999997
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_LEAN,1,0.1,56.79999999999906
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_LEAN,1,0.25,56.79999999999906
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_LEAN,1,0.5,56.79999999999906
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_LEAN,1,0.75,56.79999999999906
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_LEAN,1,0.9,56.79999999999906
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_HEAVY,3,0.1,25.52000000000065
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_HEAVY,3,0.25,39.800000000000935
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_HEAVY,3,0.5,63.60000000000142
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_HEAVY,3,0.75,78.60000000000089
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_HEAVY,3,0.9,87.60000000000056
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_LEAN,2,0.1,30.959999999999653
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_LEAN,2,0.25,31.19999999999956
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_LEAN,2,0.5,31.599999999999405
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_LEAN,2,0.75,31.99999999999925
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_LEAN,2,0.9,32.239999999999156
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|DOWN_LEAN,3,0.1,22.55999999999991
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|DOWN_LEAN,3,0.25,25.950000000000138
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|DOWN_LEAN,3,0.5,31.600000000000513
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|DOWN_LEAN,3,0.75,33.45000000000042
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|DOWN_LEAN,3,0.9,34.560000000000365
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|UP_HEAVY,1,0.1,43.09999999999814
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|UP_HEAVY,1,0.25,43.09999999999814
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|UP_HEAVY,1,0.5,43.09999999999814
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|UP_HEAVY,1,0.75,43.09999999999814
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|UP_HEAVY,1,0.9,43.09999999999814
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|33|DOWN_HEAVY,1,0.1,85.30000000000148
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|33|DOWN_HEAVY,1,0.25,85.30000000000148
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|33|DOWN_HEAVY,1,0.5,85.30000000000148
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|33|DOWN_HEAVY,1,0.75,85.30000000000148
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|33|DOWN_HEAVY,1,0.9,85.30000000000148
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|BALANCED,1,0.1,29.000000000001243
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|BALANCED,1,0.25,29.000000000001243
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|BALANCED,1,0.5,29.000000000001243
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|BALANCED,1,0.75,29.000000000001243
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|BALANCED,1,0.9,29.000000000001243
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_HEAVY,1,0.1,39.49999999999898
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_HEAVY,1,0.25,39.49999999999898
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_HEAVY,1,0.5,39.49999999999898
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_HEAVY,1,0.75,39.49999999999898
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_HEAVY,1,0.9,39.49999999999898
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_LEAN,3,0.1,28.539999999999566
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_LEAN,3,0.25,37.00000000000036
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_LEAN,3,0.5,51.10000000000169
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_LEAN,3,0.75,79.95000000000084
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_LEAN,3,0.9,97.26000000000033
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|UP_HEAVY,2,0.1,21.999999999999577
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|UP_HEAVY,2,0.25,22.599999999999845
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|UP_HEAVY,2,0.5,23.60000000000029
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|UP_HEAVY,2,0.75,24.600000000000733
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|UP_HEAVY,2,0.9,25.200000000001
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|BALANCED,1,0.1,15.100000000001216
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|BALANCED,1,0.25,15.100000000001216
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|BALANCED,1,0.5,15.100000000001216
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|BALANCED,1,0.75,15.100000000001216
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|BALANCED,1,0.9,15.100000000001216
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|DOWN_HEAVY,1,0.1,62.80000000000064
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|DOWN_HEAVY,1,0.25,62.80000000000064
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|DOWN_HEAVY,1,0.5,62.80000000000064
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|DOWN_HEAVY,1,0.75,62.80000000000064
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|DOWN_HEAVY,1,0.9,62.80000000000064
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|UP_LEAN,1,0.1,64.5999999999991
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|UP_LEAN,1,0.25,64.5999999999991
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|UP_LEAN,1,0.5,64.5999999999991
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|UP_LEAN,1,0.75,64.5999999999991
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|UP_LEAN,1,0.9,64.5999999999991
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|DOWN_HEAVY,1,0.1,43.10000000000035
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|DOWN_HEAVY,1,0.25,43.10000000000035
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|DOWN_HEAVY,1,0.5,43.10000000000035
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|DOWN_HEAVY,1,0.75,43.10000000000035
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|DOWN_HEAVY,1,0.9,43.10000000000035
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|UP_HEAVY,1,0.1,47.30000000000123
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|UP_HEAVY,1,0.25,47.30000000000123
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|UP_HEAVY,1,0.5,47.30000000000123
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|UP_HEAVY,1,0.75,47.30000000000123
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|UP_HEAVY,1,0.9,47.30000000000123
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|37|UP_LEAN,1,0.1,61.20000000000125
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|37|UP_LEAN,1,0.25,61.20000000000125
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|37|UP_LEAN,1,0.5,61.20000000000125
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|37|UP_LEAN,1,0.75,61.20000000000125
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|37|UP_LEAN,1,0.9,61.20000000000125
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|42|DOWN_HEAVY,1,0.1,104.00000000000188
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|42|DOWN_HEAVY,1,0.25,104.00000000000188
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|42|DOWN_HEAVY,1,0.5,104.00000000000188
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|42|DOWN_HEAVY,1,0.75,104.00000000000188
06AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|42|DOWN_HEAVY,1,0.9,104.00000000000188
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|19|UP_LEAN,1,0.1,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|19|UP_LEAN,1,0.25,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|19|UP_LEAN,1,0.5,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|19|UP_LEAN,1,0.75,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|19|UP_LEAN,1,0.9,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|21|UP_HEAVY,1,0.1,105.69999999999969
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|21|UP_HEAVY,1,0.25,105.69999999999969
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|21|UP_HEAVY,1,0.5,105.69999999999969
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|21|UP_HEAVY,1,0.75,105.69999999999969
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|21|UP_HEAVY,1,0.9,105.69999999999969
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_HEAVY,1,0.1,3.2999999999994145
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_HEAVY,1,0.25,3.2999999999994145
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_HEAVY,1,0.5,3.2999999999994145
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_HEAVY,1,0.75,3.2999999999994145
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_HEAVY,1,0.9,3.2999999999994145
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_LEAN,1,0.1,124.80000000000047
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_LEAN,1,0.25,124.80000000000047
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_LEAN,1,0.5,124.80000000000047
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_LEAN,1,0.75,124.80000000000047
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_LEAN,1,0.9,124.80000000000047
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|27|UP_LEAN,1,0.1,28.69999999999927
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|27|UP_LEAN,1,0.25,28.69999999999927
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|27|UP_LEAN,1,0.5,28.69999999999927
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|27|UP_LEAN,1,0.75,28.69999999999927
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|27|UP_LEAN,1,0.9,28.69999999999927
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|33|DOWN_HEAVY,1,0.1,209.20000000000047
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|33|DOWN_HEAVY,1,0.25,209.20000000000047
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|33|DOWN_HEAVY,1,0.5,209.20000000000047
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|33|DOWN_HEAVY,1,0.75,209.20000000000047
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|33|DOWN_HEAVY,1,0.9,209.20000000000047
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|15|BALANCED,1,0.1,13.000000000000789
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|15|BALANCED,1,0.25,13.000000000000789
