checkpoint,model,condition,n,quantile,prediction
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|26,2,0.1,27.630000000000265
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|26,2,0.25,30.375000000000263
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|26,2,0.5,34.95000000000026
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|26,2,0.75,39.525000000000254
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|26,2,0.9,42.27000000000025
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|27,2,0.1,19.809999999998993
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|27,2,0.25,23.87499999999931
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|27,2,0.5,30.649999999999842
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|27,2,0.75,37.42500000000037
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|27,2,0.9,41.490000000000684
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|29,1,0.1,79.10000000000305
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|29,1,0.25,79.10000000000305
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|29,1,0.5,79.10000000000305
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|29,1,0.75,79.10000000000305
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|29,1,0.9,79.10000000000305
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|30,2,0.1,28.909999999997545
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|30,2,0.25,36.27499999999783
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|30,2,0.5,48.54999999999831
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|30,2,0.75,60.824999999998795
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|30,2,0.9,68.18999999999907
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|33,1,0.1,59.100000000000804
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|33,1,0.25,59.100000000000804
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|33,1,0.5,59.100000000000804
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|33,1,0.75,59.100000000000804
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|33,1,0.9,59.100000000000804
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|35,1,0.1,24.199999999998667
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|35,1,0.25,24.199999999998667
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|35,1,0.5,24.199999999998667
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|35,1,0.75,24.199999999998667
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|35,1,0.9,24.199999999998667
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|36,1,0.1,31.89999999999804
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|36,1,0.25,31.89999999999804
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|36,1,0.5,31.89999999999804
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|36,1,0.75,31.89999999999804
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|36,1,0.9,31.89999999999804
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|17,2,0.1,26.08999999999795
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|17,2,0.25,31.174999999998285
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|17,2,0.5,39.649999999998855
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|17,2,0.75,48.12499999999942
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|17,2,0.9,53.20999999999975
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|18,1,0.1,7.7000000000015945
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|18,1,0.25,7.7000000000015945
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|18,1,0.5,7.7000000000015945
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|18,1,0.75,7.7000000000015945
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|18,1,0.9,7.7000000000015945
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|19,1,0.1,52.69999999999885
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|19,1,0.25,52.69999999999885
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|19,1,0.5,52.69999999999885
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|19,1,0.75,52.69999999999885
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|19,1,0.9,52.69999999999885
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|20,2,0.1,44.88000000000091
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|20,2,0.25,46.35000000000055
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|20,2,0.5,48.79999999999995
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|20,2,0.75,51.249999999999346
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|20,2,0.9,52.71999999999898
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|21,2,0.1,37.27000000000036
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|21,2,0.25,43.225000000000065
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|21,2,0.5,53.14999999999959
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|21,2,0.75,63.07499999999911
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|21,2,0.9,69.02999999999882
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|22,2,0.1,29.369999999999227
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|22,2,0.25,31.424999999999365
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|22,2,0.5,34.849999999999596
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|22,2,0.75,38.274999999999835
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|22,2,0.9,40.32999999999998
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|24,2,0.1,37.230000000001425
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|24,2,0.25,38.325000000001275
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|24,2,0.5,40.150000000001015
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|24,2,0.75,41.97500000000076
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|24,2,0.9,43.07000000000061
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|25,1,0.1,41.59999999999941
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|25,1,0.25,41.59999999999941
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|25,1,0.5,41.59999999999941
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|25,1,0.75,41.59999999999941
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|25,1,0.9,41.59999999999941
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|26,1,0.1,32.499999999999744
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|26,1,0.25,32.499999999999744
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|26,1,0.5,32.499999999999744
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|26,1,0.75,32.499999999999744
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|26,1,0.9,32.499999999999744
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|27,1,0.1,131.39999999999927
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|27,1,0.25,131.39999999999927
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|27,1,0.5,131.39999999999927
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|27,1,0.75,131.39999999999927
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|27,1,0.9,131.39999999999927
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|28,6,0.1,29.5499999999993
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|28,6,0.25,31.47500000000025
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|28,6,0.5,36.30000000000022
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|28,6,0.75,41.05000000000136
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|28,6,0.9,79.70000000000033
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|29,3,0.1,15.280000000000182
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|29,3,0.25,24.399999999999977
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|29,3,0.5,39.59999999999964
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|29,3,0.75,61.350000000000016
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|29,3,0.9,74.40000000000025
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|30,1,0.1,50.99999999999882
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|30,1,0.25,50.99999999999882
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|30,1,0.5,50.99999999999882
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|30,1,0.75,50.99999999999882
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|30,1,0.9,50.99999999999882
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|31,1,0.1,58.10000000000093
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|31,1,0.25,58.10000000000093
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|31,1,0.5,58.10000000000093
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|31,1,0.75,58.10000000000093
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|31,1,0.9,58.10000000000093
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|32,1,0.1,56.89999999999972
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|32,1,0.25,56.89999999999972
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|32,1,0.5,56.89999999999972
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|32,1,0.75,56.89999999999972
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|32,1,0.9,56.89999999999972
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|34,1,0.1,27.800000000002267
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|34,1,0.25,27.800000000002267
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|34,1,0.5,27.800000000002267
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|34,1,0.75,27.800000000002267
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|34,1,0.9,27.800000000002267
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|36,1,0.1,52.30000000000068
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|36,1,0.25,52.30000000000068
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|36,1,0.5,52.30000000000068
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|36,1,0.75,52.30000000000068
03AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|36,1,0.9,52.30000000000068
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|14,1,0.1,28.099999999997568
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|14,1,0.25,28.099999999997568
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|14,1,0.5,28.099999999997568
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|14,1,0.75,28.099999999997568
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|14,1,0.9,28.099999999997568
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|16,1,0.1,83.69999999999766
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|16,1,0.25,83.69999999999766
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|16,1,0.5,83.69999999999766
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|16,1,0.75,83.69999999999766
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|16,1,0.9,83.69999999999766
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|17,2,0.1,21.110000000001293
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|17,2,0.25,24.425000000000697
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|17,2,0.5,29.949999999999697
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|17,2,0.75,35.4749999999987
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|17,2,0.9,38.7899999999981
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|18,6,0.1,22.54999999999896
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|18,6,0.25,36.32500000000039
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|18,6,0.5,52.65000000000075
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|18,6,0.75,56.90000000000028
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|18,6,0.9,57.800000000001184
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|19,4,0.1,23.869999999999173
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|19,4,0.25,40.024999999999096
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|19,4,0.5,53.49999999999966
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|19,4,0.75,58.05000000000004
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|19,4,0.9,58.13999999999963
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|20,3,0.1,23.559999999999356
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|20,3,0.25,25.8999999999987
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|20,3,0.5,29.799999999997603
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|20,3,0.75,44.79999999999929
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|20,3,0.9,53.800000000000296
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|21,1,0.1,34.10000000000135
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|21,1,0.25,34.10000000000135
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|21,1,0.5,34.10000000000135
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|21,1,0.75,34.10000000000135
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|21,1,0.9,34.10000000000135
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|22,4,0.1,12.010000000000296
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|22,4,0.25,18.174999999999716
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|22,4,0.5,30.00000000000003
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|22,4,0.75,38.60000000000031
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|22,4,0.9,38.95999999999966
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|23,5,0.1,10.020000000000806
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|23,5,0.25,18.900000000001693
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|23,5,0.5,19.800000000000928
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|23,5,0.75,20.399999999998194
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|23,5,0.9,38.51999999999834
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|24,7,0.1,17.839999999999634
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|24,7,0.25,26.049999999999685
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|24,7,0.5,39.69999999999807
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|24,7,0.75,66.75000000000097
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|24,7,0.9,80.64000000000115
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|25,9,0.1,24.719999999997633
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|25,9,0.25,26.300000000001322
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|25,9,0.5,37.89999999999738
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|25,9,0.75,46.200000000000685
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|25,9,0.9,54.400000000001555
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|26,4,0.1,31.700000000000504
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|26,4,0.25,33.5000000000013
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|26,4,0.5,39.350000000000215
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|26,4,0.75,56.32499999999874
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|26,4,0.9,78.14999999999884
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|27,13,0.1,31.21999999999936
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|27,13,0.25,38.60000000000196
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|27,13,0.5,42.70000000000218
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|27,13,0.75,46.10000000000003
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|27,13,0.9,65.86000000000068
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|28,9,0.1,24.000000000000906
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|28,9,0.25,41.50000000000098
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|28,9,0.5,52.799999999999514
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|28,9,0.75,73.19999999999992
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|28,9,0.9,75.70000000000077
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|29,5,0.1,33.899999999998705
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|29,5,0.25,49.79999999999762
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|29,5,0.5,54.99999999999838
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|29,5,0.75,69.99999999999895
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|29,5,0.9,70.71999999999967
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|30,8,0.1,23.689999999999767
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|30,8,0.25,30.650000000000404
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|30,8,0.5,39.24999999999845
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|30,8,0.75,48.04999999999948
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|30,8,0.9,55.85000000000128
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|31,7,0.1,37.51999999999933
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|31,7,0.25,41.84999999999994
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|31,7,0.5,46.200000000000685
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|31,7,0.75,68.90000000000174
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|31,7,0.9,79.02000000000075
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|32,7,0.1,29.1599999999983
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|32,7,0.25,37.350000000000435
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|32,7,0.5,48.70000000000151
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|32,7,0.75,53.80000000000051
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|32,7,0.9,71.78000000000041
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|33,3,0.1,50.579999999999615
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|33,3,0.25,51.29999999999967
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|33,3,0.5,52.49999999999976
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|33,3,0.75,65.0000000000006
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|33,3,0.9,72.50000000000111
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|34,5,0.1,41.88000000000036
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|34,5,0.25,48.30000000000112
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|34,5,0.5,81.7000000000001
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|34,5,0.75,115.09999999999908
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|34,5,0.9,118.57999999999923
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|35,4,0.1,49.74000000000034
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|35,4,0.25,53.25000000000135
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|35,4,0.5,59.000000000001265
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|35,4,0.75,65.87500000000023
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|35,4,0.9,71.40999999999951
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|36,3,0.1,60.320000000002146
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|36,3,0.25,61.7000000000012
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|36,3,0.5,63.9999999999996
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|36,3,0.75,81.24999999999937
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|36,3,0.9,91.59999999999923
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|38,4,0.1,25.529999999999387
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|38,4,0.25,35.02499999999964
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|38,4,0.5,45.19999999999968
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|38,4,0.75,53.74999999999907
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|38,4,0.9,60.319999999998146
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|39,1,0.1,78.79999999999887
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|39,1,0.25,78.79999999999887
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|39,1,0.5,78.79999999999887
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|39,1,0.75,78.79999999999887
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|39,1,0.9,78.79999999999887
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|40,3,0.1,34.8799999999998
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|40,3,0.25,39.500000000000085
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|40,3,0.5,47.20000000000057
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|40,3,0.75,62.9500000000005
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|40,3,0.9,72.40000000000046
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|43,1,0.1,149.39999999999952
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|43,1,0.25,149.39999999999952
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|43,1,0.5,149.39999999999952
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|43,1,0.75,149.39999999999952
03AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|43,1,0.9,149.39999999999952
03AM,B4_TIER_STATE_LOOPS,T2|BALANCED_ASIA|32,1,0.1,32.700000000001054
03AM,B4_TIER_STATE_LOOPS,T2|BALANCED_ASIA|32,1,0.25,32.700000000001054
03AM,B4_TIER_STATE_LOOPS,T2|BALANCED_ASIA|32,1,0.5,32.700000000001054
03AM,B4_TIER_STATE_LOOPS,T2|BALANCED_ASIA|32,1,0.75,32.700000000001054
03AM,B4_TIER_STATE_LOOPS,T2|BALANCED_ASIA|32,1,0.9,32.700000000001054
03AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|20,1,0.1,42.99999999999971
03AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|20,1,0.25,42.99999999999971
03AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|20,1,0.5,42.99999999999971
03AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|20,1,0.75,42.99999999999971
03AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|20,1,0.9,42.99999999999971
03AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|21,1,0.1,13.400000000001189
03AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|21,1,0.25,13.400000000001189
03AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|21,1,0.5,13.400000000001189
03AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|21,1,0.75,13.400000000001189
03AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|21,1,0.9,13.400000000001189
03AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|29,1,0.1,37.50000000000142
03AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|29,1,0.25,37.50000000000142
03AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|29,1,0.5,37.50000000000142
