date,state,bias_direction,regime,regime_ratio,asian_range_pips,predicted_mfe,actual_mfe,deviation,pathway,target_hit,target_hit_time,required_loops,time_pressure_ratio,direction_correct
2025-12-23,EXHAUSTION,SHORT,FAILED,1.409,25.4,12.53,48.8,36.27,GEAR_SHIFT,True,00:20,0.0,60.0,1
2026-01-02,EXHAUSTION,LONG,FAILED,1.063,17.4,6.47,18.2,11.73,GEAR_SHIFT,True,08:05,0.0,60.0,0
2026-01-06,EXHAUSTION,LONG,FAILED,1.37,20.0,9.59,29.3,19.71,GEAR_SHIFT,True,00:05,0.0,60.0,1
2026-01-07,EXHAUSTION,LONG,FAILED,1.243,18.9,8.22,16.3,8.08,GEAR_SHIFT,True,01:00,0.0,60.0,0
2026-01-12,EXHAUSTION,SHORT,FAILED,0.621,45.1,9.8,39.4,29.6,GEAR_SHIFT,True,02:35,0.0,60.0,1
2026-01-14,EXHAUSTION,LONG,FAILED,1.222,18.5,7.91,20.2,12.29,GEAR_SHIFT,True,02:00,0.0,60.0,0
2026-01-21,EXHAUSTION,LONG,FAILED,0.739,36.4,9.41,38.3,28.89,GEAR_SHIFT,True,01:10,0.0,60.0,1
2026-01-27,EXHAUSTION,LONG,FAILED,0.667,62.5,14.59,21.3,6.71,GEAR_SHIFT,True,06:35,0.0,60.0,0
2026-01-28,EXHAUSTION,LONG,FAILED,0.97,67.5,22.92,85.9,62.98,GEAR_SHIFT,True,00:05,0.0,60.0,1
2026-02-02,EXHAUSTION,LONG,FAILED,1.196,33.1,13.86,81.0,67.14,GEAR_SHIFT,True,00:30,0.0,60.0,1
2026-02-03,EXHAUSTION,SHORT,FAILED,0.94,23.5,7.73,21.2,13.47,GEAR_SHIFT,True,00:00,0.0,60.0,1
2026-02-04,EXHAUSTION,LONG,FAILED,0.9,27.0,8.5,25.7,17.19,GEAR_SHIFT,True,00:00,0.0,60.0,1
2026-02-09,EXHAUSTION,SHORT,FAILED,1.112,32.2,12.53,68.0,55.47,GEAR_SHIFT,True,08:40,0.0,60.0,1
2026-02-10,EXHAUSTION,SHORT,FAILED,0.847,27.5,8.15,26.1,17.95,DELAYED_RESOLVER,True,16:00,0.0,60.0,1
2026-02-12,EXHAUSTION,LONG,FAILED,1.38,40.8,19.71,14.0,5.71,MIDPOINT_STALL,True,08:30,0.0,60.0,0
2026-02-13,EXHAUSTION,LONG,FAILED,0.671,39.5,9.28,35.6,26.32,GEAR_SHIFT,True,01:00,0.0,60.0,1
2026-02-16,EXHAUSTION,LONG,FAILED,1.066,21.1,7.87,33.3,25.43,GEAR_SHIFT,True,01:00,0.0,60.0,1
2026-02-17,EXHAUSTION,LONG,FAILED,0.967,21.2,7.18,29.7,22.52,GEAR_SHIFT,True,01:20,0.0,60.0,1
2026-02-20,EXHAUSTION,LONG,FAILED,0.851,22.1,6.58,26.2,19.62,GEAR_SHIFT,True,01:30,0.0,60.0,1
2026-02-26,EXHAUSTION,LONG,FAILED,0.736,50.8,13.09,36.7,23.61,GEAR_SHIFT,True,10:15,0.0,60.0,1
2026-03-02,9/9_LOCK,LONG,CONFIRMED,2.099,30.3,47.7,123.9,76.2,GEAR_SHIFT,True,01:00,0.0,60.0,1
2026-03-03,9/9_LOCK,LONG,CONFIRMED,1.55,44.7,51.96,88.8,36.84,GEAR_SHIFT,True,05:10,0.0,60.0,1
2026-03-04,EXHAUSTION,SHORT,FAILED,1.265,35.5,15.72,21.4,5.68,GEAR_SHIFT,True,08:35,0.0,60.0,1
2026-03-10,9/9_LOCK,SHORT,CONFIRMED,1.703,17.2,21.97,21.0,0.97,BASELINE,True,10:20,0.0,60.0,1
2026-03-12,EXHAUSTION,LONG,FAILED,0.355,72.6,9.02,33.3,24.28,GEAR_SHIFT,True,02:15,0.0,60.0,1
2026-03-16,EXHAUSTION,LONG,FAILED,0.85,53.2,15.83,35.2,19.37,GEAR_SHIFT,True,01:05,0.0,60.0,0
2026-03-25,EXHAUSTION,LONG,FAILED,0.963,27.0,9.1,35.9,26.8,GEAR_SHIFT,True,05:30,0.0,60.0,1
2026-03-26,EXHAUSTION,LONG,FAILED,0.78,20.9,5.71,25.3,19.59,GEAR_SHIFT,True,00:00,0.0,60.0,1
2026-03-30,EXHAUSTION,LONG,FAILED,0.472,52.8,8.72,53.7,44.98,GEAR_SHIFT,True,00:05,0.0,60.0,1
2026-04-01,EXHAUSTION,SHORT,FAILED,1.315,42.5,19.56,85.3,65.74,GEAR_SHIFT,True,00:55,0.0,60.0,1
2026-04-02,EXHAUSTION,LONG,FAILED,0.429,60.1,9.02,75.0,65.98,GEAR_SHIFT,True,00:05,0.0,60.0,1
2026-04-06,EXHAUSTION,SHORT,FAILED,1.109,35.9,13.93,24.0,10.07,GEAR_SHIFT,True,10:40,0.0,60.0,1
2026-04-09,EXHAUSTION,SHORT,FAILED,0.712,22.2,5.53,20.4,14.87,GEAR_SHIFT,True,00:10,0.0,60.0,1
2026-04-10,EXHAUSTION,SHORT,FAILED,0.674,27.9,6.58,32.4,25.82,GEAR_SHIFT,True,00:00,0.0,60.0,1
2026-04-13,EXHAUSTION,SHORT,FAILED,0.609,41.4,8.82,14.9,6.08,DELAYED_RESOLVER,True,16:45,0.0,60.0,1
2026-04-14,9/9_LOCK,SHORT,CONFIRMED,2.638,13.8,27.3,39.0,11.7,GEAR_SHIFT,True,00:00,0.0,60.0,1
2026-04-20,EXHAUSTION,SHORT,FAILED,0.687,36.4,8.75,18.7,9.95,GEAR_SHIFT,True,00:00,0.0,60.0,1
2026-04-28,EXHAUSTION,LONG,FAILED,0.939,35.8,11.77,62.5,50.73,GEAR_SHIFT,True,03:50,0.0,60.0,1
2026-05-04,EXHAUSTION,LONG,FAILED,0.874,48.6,14.87,59.3,44.43,GEAR_SHIFT,True,01:00,0.0,60.0,1
2026-05-06,EXHAUSTION,SHORT,FAILED,1.092,44.7,17.08,57.0,39.92,GEAR_SHIFT,True,00:00,0.0,60.0,1
2026-05-07,EXHAUSTION,SHORT,FAILED,1.038,20.8,7.56,17.8,10.24,GEAR_SHIFT,True,00:00,0.0,60.0,1
2026-05-08,EXHAUSTION,SHORT,FAILED,0.914,28.0,8.96,31.9,22.94,GEAR_SHIFT,True,00:00,0.0,60.0,1
2026-05-14,9/9_LOCK,LONG,CONFIRMED,2.012,8.6,12.98,12.8,0.18,BASELINE,True,05:15,0.0,60.0,1
2026-05-18,EXHAUSTION,SHORT,FAILED,1.024,25.2,9.03,7.9,1.13,BASELINE,True,11:30,0.0,60.0,1
2026-05-21,EXHAUSTION,LONG,FAILED,1.156,22.4,9.06,37.3,28.24,GEAR_SHIFT,True,02:40,0.0,60.0,1
