date,bias_state,bias_direction,bias_confidence,markov_p_target25_from_ar,markov_p_target25_from_p90,regime_ratio,asian_range_pips,actual_mfe,target_hit,direction_correct
2022-12-29,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.213,26.7,19.5,True,0
2022-12-30,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.57,25.1,20.6,True,0
2023-01-03,9/9_LOCK,LONG,0.97,0.0594,0.0594,3.997,39.1,162.9,True,1
2023-01-04,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.106,41.7,103.3,True,1
2023-01-05,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.649,28.8,32.3,True,0
2023-01-11,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.054,25.8,13.9,True,0
2023-01-12,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.635,16.7,56.4,True,1
2023-01-13,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.886,54.2,53.0,True,1
2023-01-16,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.886,55.1,42.3,True,1
2023-01-17,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.558,36.4,61.5,True,1
2023-01-18,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.078,36.0,126.5,True,1
2023-01-19,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.852,30.4,40.1,True,1
2023-01-23,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.946,29.7,16.2,True,0
2023-01-26,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.539,10.2,19.3,True,0
2023-01-27,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.507,53.8,35.8,True,1
2023-01-30,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.207,22.2,41.4,True,1
2023-01-31,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.252,33.3,62.0,True,1
2023-02-03,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.347,31.1,111.9,True,1
2023-02-06,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.674,27.0,43.7,True,0
2023-02-08,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.217,13.8,41.0,True,1
2023-02-09,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.028,28.7,46.3,True,1
2023-02-10,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.527,29.8,22.4,True,0
2023-02-13,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.049,34.4,20.6,True,1
2023-02-14,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.145,17.3,54.3,True,1
2023-02-15,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.829,39.2,57.0,True,1
2023-02-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.904,47.0,81.1,True,1
2023-02-20,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.262,21.0,24.7,True,1
2023-02-21,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.98,20.0,57.2,True,1
2023-03-02,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.605,55.2,55.8,True,1
2023-03-03,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.421,28.0,46.2,True,1
2023-03-06,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.68,19.7,43.9,True,1
2023-03-07,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.723,19.5,20.0,True,0
2023-03-13,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.531,51.6,83.2,True,1
2023-03-14,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.023,43.1,7.2,False,0
2023-03-15,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.701,31.4,128.8,True,1
2023-03-20,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.971,69.4,75.5,True,1
2023-03-21,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.615,42.3,41.1,True,0
2023-03-24,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.273,24.9,52.0,True,1
2023-03-28,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.142,21.1,57.9,True,1
2023-03-30,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.304,19.4,56.0,True,1
2023-04-06,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.204,31.9,9.4,True,0
2023-04-07,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.127,13.4,11.6,True,0
2023-04-11,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.146,37.6,42.9,True,1
2023-04-14,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.939,23.0,19.4,True,0
2023-04-17,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.186,24.7,13.1,True,0
2023-04-18,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.653,16.7,25.0,True,1
2023-04-19,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.734,23.7,42.9,True,1
2023-04-20,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.938,17.7,53.9,True,1
2023-04-21,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.179,19.5,36.7,True,1
2023-04-24,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.617,12.0,39.9,True,1
2023-04-25,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.052,15.5,27.4,True,1
2023-04-26,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.27,31.8,49.5,True,1
2023-04-27,9/9_LOCK,LONG,0.97,0.0594,0.0594,3.505,10.1,65.7,True,1
2023-05-02,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.444,18.7,53.1,True,1
2023-05-03,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.94,23.2,54.0,True,1
2023-05-04,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.953,29.8,50.4,True,1
2023-05-08,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.105,25.7,26.3,True,1
2023-05-09,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.258,31.0,51.2,True,1
2023-05-10,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.73,10.0,36.2,True,1
2023-05-11,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.075,45.4,79.0,True,1
2023-05-12,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.511,17.6,45.5,True,0
2023-05-17,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.929,17.0,56.0,True,1
2023-05-19,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.886,16.6,47.8,True,1
2023-05-25,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.819,28.2,24.8,True,1
2023-05-26,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.093,17.2,35.9,True,1
2023-05-29,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.06,20.1,16.7,True,1
2023-05-30,9/9_LOCK,LONG,0.97,0.0594,0.0594,4.274,16.4,52.9,True,1
2023-05-31,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.345,31.6,65.1,True,1
2023-06-01,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.576,13.9,23.0,True,1
2023-06-05,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.668,37.6,51.7,True,1
2023-06-06,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.825,18.3,28.6,True,0
2023-06-09,9/9_LOCK,LONG,0.97,0.0594,0.0594,3.134,12.7,39.6,True,1
2023-06-16,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.149,11.4,15.1,True,0
2023-06-21,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.761,15.9,24.7,True,1
2023-06-22,9/9_LOCK,LONG,0.97,0.0594,0.0594,4.615,10.4,36.4,True,1
2023-06-23,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.269,35.0,72.2,True,1
2023-06-28,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.131,20.6,50.4,True,1
2023-07-03,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.856,22.2,56.7,True,1
2023-07-06,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.0,16.7,23.4,True,1
2023-07-10,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.775,37.3,45.5,True,1
2023-07-11,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.265,16.6,42.4,True,1
2023-07-14,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.088,29.6,28.0,True,0
2023-07-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.683,49.6,10.8,False,0
2023-07-20,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.071,26.9,47.6,True,1
2023-07-21,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.241,18.7,6.1,True,0
2023-07-25,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.357,15.7,21.5,True,1
2023-07-31,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.502,55.6,66.3,True,1
2023-08-07,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.713,50.2,50.8,True,1
2023-08-08,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.073,23.4,3.8,False,0
2023-08-10,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.444,19.8,67.0,True,1
2023-08-11,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.185,18.9,27.7,True,1
2023-08-14,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.383,56.7,105.6,True,1
2023-08-16,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.027,18.6,36.8,True,1
2023-08-18,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.81,35.3,43.1,True,1
2023-08-21,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.516,22.5,21.0,True,1
2023-08-23,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.818,19.8,19.1,True,1
2023-08-31,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.707,15.0,58.7,True,1
2023-09-01,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.825,17.1,20.7,True,0
2023-09-04,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.909,17.6,16.0,True,0
2023-09-05,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.582,24.9,69.1,True,1
2023-09-06,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.268,19.0,2.9,False,0
2023-09-12,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.1,20.1,34.1,True,1
2023-09-20,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.026,11.4,20.5,True,1
2023-09-22,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.097,24.8,42.2,True,1
2023-09-25,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.502,63.2,76.4,True,1
2023-09-26,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.271,25.1,31.2,True,1
2023-09-28,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.631,29.3,30.1,True,1
2023-09-29,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.953,23.5,58.6,True,1
2023-10-03,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.03,40.6,61.6,True,1
2023-10-04,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.094,28.8,32.5,True,0
2023-10-05,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.155,38.7,24.2,True,0
2023-10-06,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.877,16.2,56.1,True,1
2023-10-09,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.067,31.2,38.8,True,0
2023-10-10,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.761,22.2,31.0,True,1
2023-10-11,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.575,12.7,11.5,True,0
2023-10-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.293,18.8,38.7,True,1
2023-10-18,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.313,20.8,29.5,True,1
2023-10-24,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.443,21.0,17.2,True,0
2023-10-30,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.389,57.8,71.9,True,1
2023-11-09,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.926,21.5,36.7,True,1
2023-11-15,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.099,23.3,35.9,True,1
2023-11-17,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.358,20.4,25.0,True,1
2023-11-21,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.847,22.2,27.0,True,1
2023-11-23,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.042,21.3,20.3,True,1
2023-11-27,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.764,14.4,21.0,True,1
2023-11-30,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.741,24.3,32.7,True,1
2023-12-04,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.171,45.5,71.5,True,1
2023-12-05,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.961,15.3,33.7,True,1
2023-12-06,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.024,21.2,11.8,True,0
2023-12-11,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.768,29.7,30.2,True,1
2023-12-13,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.882,19.5,17.7,True,1
2023-12-14,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.115,49.7,16.4,True,0
2023-12-20,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.276,29.0,42.5,True,1
2023-12-22,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.662,16.0,47.6,True,1
2023-12-25,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.201,32.3,52.6,True,1
2023-12-26,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.386,25.9,33.7,True,1
2023-12-28,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.859,38.3,86.2,True,1
2023-12-29,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.555,27.2,91.4,True,1
2024-01-02,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.994,71.3,114.7,True,1
2024-01-03,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.543,40.5,59.3,True,1
2024-01-04,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.332,26.2,13.4,True,0
2024-01-12,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.679,15.6,32.3,True,0
2024-01-15,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.693,36.8,46.5,True,1
2024-01-16,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.798,41.5,62.0,True,1
2024-01-18,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.508,17.7,47.0,True,1
2024-01-22,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.803,32.0,27.8,True,1
2024-01-25,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.017,23.4,40.9,True,1
2024-01-31,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.155,21.3,25.6,True,0
2024-02-01,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.779,33.1,36.4,True,1
2024-02-02,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.142,20.4,24.2,True,0
2024-02-05,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.428,80.9,58.0,True,1
2024-02-09,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.165,19.4,26.7,True,1
2024-02-13,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.428,25.7,112.2,True,1
2024-02-14,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.213,23.5,15.3,True,1
2024-02-22,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.018,22.3,53.8,True,0
2024-02-23,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.507,13.4,19.3,True,1
2024-02-27,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.399,16.8,14.6,True,1
2024-03-01,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.573,9.6,47.9,True,1
2024-03-07,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.972,14.3,35.4,True,1
2024-03-27,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.524,16.8,31.7,True,1
2024-04-04,9/9_LOCK,LONG,0.97,0.0594,0.0594,5.841,8.2,46.1,True,1
2024-04-05,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.955,30.8,57.3,True,1
2024-04-08,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.268,110.0,133.2,True,1
2024-04-10,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.837,16.6,88.4,True,1
2024-04-11,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.789,14.2,18.2,True,0
2024-04-12,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.433,20.8,37.5,True,1
2024-04-16,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.554,44.6,26.2,True,1
2024-04-18,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.556,13.5,25.4,True,0
2024-04-24,9/9_LOCK,LONG,0.97,0.0594,0.0594,3.523,8.8,33.5,True,1
2024-04-25,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.446,15.7,34.0,True,0
2024-05-01,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.365,53.7,30.6,True,1
2024-05-02,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.897,24.2,60.9,True,1
2024-05-03,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.659,17.0,99.7,True,1
2024-05-22,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.458,13.1,48.7,True,1
2024-05-30,9/9_LOCK,SHORT,0.97,0.0594,0.0594,4.469,16.0,84.9,True,1
2024-05-31,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.584,19.0,36.4,True,0
2024-06-04,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.303,14.2,43.8,True,1
2024-06-07,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.274,16.4,12.4,True,0
2024-06-10,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.489,42.5,11.1,True,0
2024-06-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.087,19.5,33.8,True,1
2024-06-18,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.561,17.1,4.6,True,0
2024-06-20,9/9_LOCK,LONG,0.97,0.0594,0.0594,6.411,12.4,89.4,True,1
2024-06-21,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.399,16.3,31.9,True,1
2024-06-28,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.725,23.3,20.3,True,1
2024-07-04,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.832,21.4,27.8,True,0
2024-07-23,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.62,15.0,26.7,True,1
2024-07-25,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.077,27.1,74.2,True,1
2024-07-26,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.358,14.8,28.2,True,1
2024-07-31,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.069,24.5,55.9,True,1
2024-08-01,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.872,24.2,33.7,True,1
2024-08-05,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.814,106.7,125.2,True,1
2024-08-06,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.427,91.6,99.0,True,1
2024-08-07,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.0,92.5,136.7,True,1
2024-08-08,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.603,57.4,56.9,True,0
2024-08-12,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.725,39.6,80.3,True,1
2024-08-14,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.63,21.1,31.6,True,1
2024-08-15,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.051,21.7,97.5,True,1
2024-08-19,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.889,46.0,41.1,True,1
2024-08-20,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.426,25.8,47.4,True,1
2024-08-28,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.91,27.7,36.0,True,1
2024-09-04,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.258,23.3,30.9,True,0
2024-09-09,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.733,47.2,64.5,True,1
2024-09-11,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.057,42.1,46.7,True,0
2024-09-12,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.22,25.0,27.4,True,1
2024-09-13,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.028,28.2,66.7,True,1
2024-09-16,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.868,34.2,24.3,True,1
2024-09-17,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.062,17.6,17.6,True,0
2024-09-18,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.511,22.3,46.7,True,1
2024-09-20,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.908,21.8,26.1,True,0
2024-09-25,9/9_LOCK,LONG,0.97,0.0594,0.0594,4.091,19.8,65.0,True,1
2024-09-26,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.084,29.7,12.5,True,0
2024-09-27,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.963,29.9,31.8,True,0
2024-09-30,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.146,36.2,61.2,True,1
2024-10-01,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.666,39.2,26.8,True,0
2024-10-03,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.009,21.7,41.6,True,1
2024-10-07,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.672,34.4,40.0,True,1
2024-10-14,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.077,26.0,79.3,True,1
2024-10-15,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.38,21.6,16.7,True,1
2024-10-16,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.921,16.4,19.4,True,1
2024-10-23,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.866,25.3,32.7,True,1
2024-11-01,9/9_LOCK,LONG,0.97,0.0594,0.0594,3.356,16.3,58.5,True,1
2024-11-05,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.617,17.5,20.5,True,1
2024-11-07,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.517,24.2,34.8,True,1
2024-11-08,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.632,22.8,16.5,True,0
2024-11-11,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.145,26.9,59.3,True,1
2024-11-15,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.773,35.2,33.4,True,1
2024-11-19,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.045,19.9,15.4,True,0
2024-11-21,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.36,16.4,17.0,True,1
2024-11-22,9/9_LOCK,LONG,0.97,0.0594,0.0594,3.728,15.8,92.6,True,1
2024-11-25,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.048,29.3,35.9,True,1
2024-11-27,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.197,13.2,46.5,True,1
2024-11-28,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.581,32.7,36.0,True,1
2024-11-29,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.914,26.6,31.5,True,1
2024-12-03,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.157,37.5,33.6,True,1
2024-12-11,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.793,27.5,38.2,True,1
2024-12-13,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.395,59.8,31.7,True,1
2024-12-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.342,22.5,37.5,True,1
2024-12-18,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.131,22.1,23.3,True,1
2024-12-19,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.749,27.5,58.4,True,1
2024-12-20,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.875,27.3,51.9,True,1
2024-12-24,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.893,26.2,24.4,True,1
2024-12-31,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.76,16.7,13.3,True,0
2025-01-03,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.437,21.3,42.2,True,1
2025-01-06,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.62,24.2,79.7,True,1
2025-01-07,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.647,26.9,22.6,True,0
