event_id,decision_id,family,direction,decision,split,pos,requested_f_pct,admitted_f_pct,model_heat_before,model_heat_after,one_R_budget_account_ccy,target_notional_account_ccy,one_R_price_move_bps,known_time,translation_status,translation_id,account_snapshot_id
EUR_ORIGIN_202307272300,DEC-EUR_ORIGIN_202307272300,A,LONG,ACCEPT_FULL,inner_sel,0.249238,0.7,0.7,0.0,0.7,0.007,0.71225598453,98.279272509236,2023-07-28T01:00:00+00:00,ECONOMIC_TARGET,TR-6d1bbf3a11433abffbc2eb7e848a2f59,SNP-e736b6d6ac92ef119104a68ce3c44189
EUR_ORIGIN_202307280300,DEC-EUR_ORIGIN_202307280300,B,SHORT,ACCEPT_FULL,inner_sel,0.253458,0.3,0.3,0.7,1.0,0.003,0.310420808673,96.643005757951,2023-07-28T04:00:00+00:00,ECONOMIC_TARGET,TR-9ee8bd8d21b221e7eb99918e6c0974f2,SNP-ab0daba63fc3210356d76656eba07f9e
EUR_ORIGIN_202307281200,DEC-EUR_ORIGIN_202307281200,A,LONG,ACCEPT_FULL,inner_sel,0.461583,0.7,0.7,0.0,0.7,0.007,1.319083727555,53.067139361751,2023-07-28T14:00:00+00:00,ECONOMIC_TARGET,TR-e647a7954272a55d32cae546f7075e35,SNP-9f1b4fca01e1eef2fcae061d57514b00
EUR_ORIGIN_202307311300,DEC-EUR_ORIGIN_202307311300,B,SHORT,ACCEPT_FULL,inner_sel,0.998266,0.3,0.3,0.0,0.3,0.003,1.222621417516,24.537440265806,2023-07-31T14:00:00+00:00,ECONOMIC_TARGET,TR-8d823f5054b44a7263a33f745ea483cf,SNP-2d714c47e233210818ffe78d9eeb90df
EUR_ORIGIN_202308021300,DEC-EUR_ORIGIN_202308021300,B,SHORT,ACCEPT_FULL,inner_sel,1.47992,0.3,0.3,0.0,0.3,0.003,1.812524149472,16.55150360824,2023-08-02T14:00:00+00:00,ECONOMIC_TARGET,TR-d36b70707a041740c1bb0a9c481bc1a0,SNP-6be2c5807277d44b2429d1e3257de84d
EUR_ORIGIN_202308030600,DEC-EUR_ORIGIN_202308030600,B,SHORT,ACCEPT_FULL,inner_sel,0.442718,0.3,0.3,0.0,0.3,0.003,0.542217073087,55.328394270598,2023-08-03T07:00:00+00:00,ECONOMIC_TARGET,TR-fb3e1f3ca08fb53efb72faf7041f63fd,SNP-de20f7af079ada5d037223143fde5483
EUR_ORIGIN_202308081200,DEC-EUR_ORIGIN_202308081200,B,SHORT,ACCEPT_FULL,inner_sel,2.370516,0.3,0.3,0.0,0.3,0.003,2.90327720607,10.333150392006,2023-08-08T13:00:00+00:00,ECONOMIC_TARGET,TR-6617b722ad064f3d41bdc47841624383,SNP-9f6132ee9612639ec854e32328c89223
EUR_ORIGIN_202308090600,DEC-EUR_ORIGIN_202308090600,A,LONG,ACCEPT_FULL,inner_sel,2.310505,0.7,0.7,0.0,0.7,0.007,6.602818219844,10.601533719288,2023-08-09T08:00:00+00:00,ECONOMIC_TARGET,TR-1350c91d0a5a2fd6b3837ad220f80f4f,SNP-2d74eb741f462383484cf582374b06e4
EUR_ORIGIN_202308101100,DEC-EUR_ORIGIN_202308101100,A,LONG,ACCEPT_FULL,inner_sel,1.167242,0.7,0.7,0.0,0.7,0.007,3.335673164774,20.985269402058,2023-08-10T13:00:00+00:00,ECONOMIC_TARGET,TR-9599447a7538927e8c100288b9904ed9,SNP-f19017ffea96ef5c50b639275dff40de
EUR_ORIGIN_202308102000,DEC-EUR_ORIGIN_202308102000,B,SHORT,ACCEPT_FULL,inner_sel,1.927943,0.3,0.3,0.0,0.3,0.003,2.361238496209,12.705196890599,2023-08-10T21:00:00+00:00,ECONOMIC_TARGET,TR-f0d288e1b9ea2806dd866a1e828aa50b,SNP-7e34b8518fb8c2bf232c5b862a0b60bf
EUR_ORIGIN_202308110800,DEC-EUR_ORIGIN_202308110800,B,SHORT,ACCEPT_FULL,inner_sel,1.001849,0.3,0.3,0.0,0.3,0.003,1.227009901648,24.44968044652,2023-08-11T09:00:00+00:00,ECONOMIC_TARGET,TR-2b650cad7c71b1c31b693e5ce6bfe62e,SNP-e23006f8654b42d134a82a315c213ef4
EUR_ORIGIN_202308111200,DEC-EUR_ORIGIN_202308111200,B,SHORT,ACCEPT_FULL,inner_sel,0.975263,0.3,0.3,0.3,0.6,0.003,1.19444795292,25.116205295215,2023-08-11T13:00:00+00:00,ECONOMIC_TARGET,TR-7548a6a550c81b77d095858c39eebf95,SNP-a33485a2f6b5834b3be761dfa8520f11
EUR_ORIGIN_202308111500,DEC-EUR_ORIGIN_202308111500,B,SHORT,ACCEPT_FULL,inner_sel,1.299012,0.3,0.3,0.3,0.6,0.003,1.590958158976,18.856561268282,2023-08-11T16:00:00+00:00,ECONOMIC_TARGET,TR-32360bf1ef4c4a22084b8730667ef5db,SNP-6a683b0d0df442d8790e4f4f58125935
EUR_ORIGIN_202308151300,DEC-EUR_ORIGIN_202308151300,B,SHORT,ACCEPT_FULL,inner_sel,0.719792,0.3,0.3,0.0,0.3,0.003,0.881562128532,34.030499982978,2023-08-15T14:00:00+00:00,ECONOMIC_TARGET,TR-f290bdc230b762768f075405ab5ba294,SNP-c5c677cedcccc444648c2e4fcbaef3d8
EUR_ORIGIN_202308161300,DEC-EUR_ORIGIN_202308161300,B,SHORT,ACCEPT_FULL,inner_sel,2.029418,0.3,0.3,0.0,0.3,0.003,2.485519333025,12.069912151312,2023-08-16T14:00:00+00:00,ECONOMIC_TARGET,TR-c7de32b207e867c4015ab7cb2950fc7d,SNP-de824e17c0e46a628df73335654a5cf7
EUR_ORIGIN_202308171800,DEC-EUR_ORIGIN_202308171800,B,SHORT,ACCEPT_FULL,inner_sel,0.825942,0.3,0.3,0.0,0.3,0.003,1.011568465614,29.656914998615,2023-08-17T19:00:00+00:00,ECONOMIC_TARGET,TR-28d9b03991f78654eafe09b4be5ab95d,SNP-8638b7a6d71bfa43e1bdfaaa1dc61b30
EUR_ORIGIN_202308220700,DEC-EUR_ORIGIN_202308220700,B,SHORT,ACCEPT_FULL,inner_sel,1.269192,0.3,0.3,0.0,0.3,0.003,1.554436209527,19.299601885324,2023-08-22T08:00:00+00:00,ECONOMIC_TARGET,TR-0c7338e81cc426acba1ed4b754c23f1d,SNP-8a57c231c69555c11a46eb10a43e5e34
EUR_ORIGIN_202308221200,DEC-EUR_ORIGIN_202308221200,B,SHORT,ACCEPT_FULL,inner_sel,1.10785,0.3,0.3,0.3,0.6,0.003,1.356833542474,22.11030245117,2023-08-22T13:00:00+00:00,ECONOMIC_TARGET,TR-655902bf7a7a665cce8867be80b54ae8,SNP-81eb5d94de372049915a97f7eed70048
EUR_ORIGIN_202308230600,DEC-EUR_ORIGIN_202308230600,B,SHORT,ACCEPT_FULL,inner_sel,1.154362,0.3,0.3,0.0,0.3,0.003,1.413799470365,21.219416634984,2023-08-23T07:00:00+00:00,ECONOMIC_TARGET,TR-6b7a392814ed4d79e84adc64bd655eac,SNP-93a41547db841c7472cf729d087f5c16
EUR_ORIGIN_202308231000,DEC-EUR_ORIGIN_202308231000,B,SHORT,ACCEPT_FULL,inner_sel,0.48967,0.3,0.3,0.3,0.6,0.003,0.599721364981,50.023230372879,2023-08-23T11:00:00+00:00,ECONOMIC_TARGET,TR-581ed646f2c0fe560726e9a9e35fbac5,SNP-78765d1f00eb6dee7e7ba6eeddb84df7
EUR_ORIGIN_202308231200,DEC-EUR_ORIGIN_202308231200,B,SHORT,ACCEPT_FULL,inner_sel,0.505436,0.3,0.3,0.3,0.6,0.003,0.619029970555,48.462920095943,2023-08-23T13:00:00+00:00,ECONOMIC_TARGET,TR-dde0493032cd7b4c4a49f8708b6942de,SNP-7a7a457ce87730d0d74141e9a44d7676
EUR_ORIGIN_202308231600,DEC-EUR_ORIGIN_202308231600,A,LONG,ACCEPT_FULL,inner_sel,2.071452,0.7,0.7,0.3,1.0,0.007,5.919665935116,11.82499160717,2023-08-23T18:00:00+00:00,ECONOMIC_TARGET,TR-1b82ecf13f1ecc6f7533fbd19209994e,SNP-27a9c4644c9ca8519e81b79df279ef8e
EUR_ORIGIN_202308240600,DEC-EUR_ORIGIN_202308240600,A,LONG,ACCEPT_FULL,inner_sel,1.267858,0.7,0.7,0.0,0.7,0.007,3.623204730994,19.319912949219,2023-08-24T08:00:00+00:00,ECONOMIC_TARGET,TR-d60fe0def12703f27d8a385400dbc3a8,SNP-43da3e8dcd47e9a876490b8faad42d4a
EUR_ORIGIN_202308281400,DEC-EUR_ORIGIN_202308281400,B,SHORT,ACCEPT_FULL,inner_sel,1.097577,0.3,0.3,0.0,0.3,0.003,1.344251926456,22.31724530914,2023-08-28T15:00:00+00:00,ECONOMIC_TARGET,TR-f50612819f5a2cae9b80c0cc80a80c56,SNP-d1d8457f550d25a2e6de15d5d22c6628
EUR_ORIGIN_202308291300,DEC-EUR_ORIGIN_202308291300,B,SHORT,ACCEPT_FULL,inner_sel,0.546407,0.3,0.3,0.0,0.3,0.003,0.669208985234,44.829045428169,2023-08-29T14:00:00+00:00,ECONOMIC_TARGET,TR-55fee6396386cf41d63dd3fb4374c9f4,SNP-c39b9055bd841643d842e4300da7678a
EUR_ORIGIN_202308300800,DEC-EUR_ORIGIN_202308300800,A,LONG,ACCEPT_FULL,inner_sel,0.820141,0.7,0.7,0.0,0.7,0.007,2.343749223962,29.866676555814,2023-08-30T10:00:00+00:00,ECONOMIC_TARGET,TR-b08e8a172d4baf9855b05287624bbfc6,SNP-e2eccf4a1e442a97bdca1ba6a9994aa2
EUR_ORIGIN_202308301500,DEC-EUR_ORIGIN_202308301500,A,LONG,ACCEPT_FULL,inner_sel,2.063729,0.7,0.7,0.0,0.7,0.007,5.897596877684,11.869241226858,2023-08-30T17:00:00+00:00,ECONOMIC_TARGET,TR-5e76794f93ba799bbd32fe49aa679835,SNP-77f6bd454152efc239d4bee9a8422e3a
EUR_ORIGIN_202308310600,DEC-EUR_ORIGIN_202308310600,B,SHORT,ACCEPT_FULL,inner_sel,1.675898,0.3,0.3,0.0,0.3,0.003,2.052547543975,14.615982995402,2023-08-31T07:00:00+00:00,ECONOMIC_TARGET,TR-1b56fd430aaafc3c61ac2df07d349c0a,SNP-c37d484e540b8f0ccc925ce014f2ef1b
EUR_ORIGIN_202308311000,DEC-EUR_ORIGIN_202308311000,B,SHORT,ACCEPT_FULL,inner_sel,0.522488,0.3,0.3,0.3,0.6,0.003,0.639914478131,46.881264645861,2023-08-31T11:00:00+00:00,ECONOMIC_TARGET,TR-cc2fe778827aab1ccd442e9993868d1d,SNP-40889bb4d537c7e85c6680146bc17492
EUR_ORIGIN_202309011200,DEC-EUR_ORIGIN_202309011200,A,LONG,ACCEPT_FULL,inner_sel,0.484019,0.7,0.7,0.0,0.7,0.007,1.383198930076,50.607326594845,2023-09-01T14:00:00+00:00,ECONOMIC_TARGET,TR-a29fa2bd3cd7ddac63d9420db6ee8342,SNP-2dba23bdd662b1b5ad9eff2ffb8d251d
EUR_ORIGIN_202309051300,DEC-EUR_ORIGIN_202309051300,B,SHORT,ACCEPT_FULL,inner_sel,1.037539,0.3,0.3,0.0,0.3,0.003,1.270720009135,23.608662635619,2023-09-05T14:00:00+00:00,ECONOMIC_TARGET,TR-fd709cc874812416aa411a2e6d99d686,SNP-6633dc88a508554458b56c2e6b1e15b2
EUR_ORIGIN_202309060400,DEC-EUR_ORIGIN_202309060400,B,SHORT,ACCEPT_FULL,inner_sel,0.693649,0.3,0.3,0.0,0.3,0.003,0.849542705333,35.31311588184,2023-09-06T05:00:00+00:00,ECONOMIC_TARGET,TR-30a9e1128c66ba32dd54d265658a2653,SNP-ec7f2ec7c768ec2b538719624309f578
EUR_ORIGIN_202309081200,DEC-EUR_ORIGIN_202309081200,A,LONG,ACCEPT_FULL,inner_sel,1.561272,0.7,0.7,0.0,0.7,0.007,4.461707133765,15.689062034185,2023-09-08T14:00:00+00:00,ECONOMIC_TARGET,TR-a87ca25f732122599791d9f41ceeb7b4,SNP-4a58ade18cb23aa9a6a7ffca1e1302d1
EUR_ORIGIN_202309110000,DEC-EUR_ORIGIN_202309110000,B,SHORT,ACCEPT_FULL,inner_sel,1.724168,0.3,0.3,0.0,0.3,0.003,2.111666357145,14.206789769841,2023-09-11T01:00:00+00:00,ECONOMIC_TARGET,TR-0e3e12b2f8e35a3180a8ce1c352aa003,SNP-c9201fc754ed6444f35b4363f552f395
EUR_ORIGIN_202309110700,DEC-EUR_ORIGIN_202309110700,A,LONG,ACCEPT_FULL,inner_sel,0.639252,0.7,0.7,0.0,0.7,0.007,1.826815105034,38.318054086106,2023-09-11T09:00:00+00:00,ECONOMIC_TARGET,TR-415bb761350880f4a458b3d3aea5f64a,SNP-77de9b4cb683787dbc18aff6c7c31896
EUR_ORIGIN_202309120600,DEC-EUR_ORIGIN_202309120600,B,SHORT,ACCEPT_FULL,inner_sel,2.188518,0.3,0.3,0.0,0.3,0.003,2.680375756651,11.192460581526,2023-09-12T07:00:00+00:00,ECONOMIC_TARGET,TR-c5d235b64e55e0d7178819a6c4e34146,SNP-3b640117a68023d268e122e92c206b1b
EUR_ORIGIN_202309121200,DEC-EUR_ORIGIN_202309121200,A,LONG,ACCEPT_FULL,inner_sel,2.536338,0.7,0.7,0.0,0.7,0.007,7.248188789147,9.657585092818,2023-09-12T14:00:00+00:00,ECONOMIC_TARGET,TR-27af86d99ab3d672b8dd414c17aa3081,SNP-632a8dda085d99cd1e7ce06ae556fdf1
EUR_ORIGIN_202309121900,DEC-EUR_ORIGIN_202309121900,A,LONG,ACCEPT_FULL,inner_sel,1.915242,0.7,0.7,0.0,0.7,0.007,5.473260587734,12.789451347679,2023-09-12T21:00:00+00:00,ECONOMIC_TARGET,TR-3775df573f4b8602445891ea2d61a6dd,SNP-eb9b239fc6176d5bf119fb421637ede5
EUR_ORIGIN_202309122300,DEC-EUR_ORIGIN_202309122300,A,LONG,REJECT_HEAT_CAP,inner_sel,2.762534,0.7,0.0,0.7,0.7,0.0,0.0,0.0,2023-09-13T01:00:00+00:00,NO_EXPOSURE,TR-95a95b2be4a0bf7913a8c89b891f8e8b,SNP-03f2906ee6cef1030cab5731ed9846f7
EUR_ORIGIN_202309141100,DEC-EUR_ORIGIN_202309141100,B,SHORT,ACCEPT_FULL,inner_sel,1.538928,0.3,0.3,0.0,0.3,0.003,1.884793612397,15.916862091786,2023-09-14T12:00:00+00:00,ECONOMIC_TARGET,TR-72c5f5c06a102eefcff9c98425c78361,SNP-4b34e72765f32c8328b588dadc9e2559
EUR_ORIGIN_202309141500,DEC-EUR_ORIGIN_202309141500,B,SHORT,ACCEPT_FULL,inner_sel,2.22264,0.3,0.3,0.3,0.6,0.003,2.722166578441,11.020633431323,2023-09-14T16:00:00+00:00,ECONOMIC_TARGET,TR-b32de8ef456a0712e2de3ead7068af8b,SNP-760d8d14fe756ea9c5752d337422a3ca
EUR_ORIGIN_202309200500,DEC-EUR_ORIGIN_202309200500,A,LONG,ACCEPT_FULL,inner_sel,1.264485,0.7,0.7,0.0,0.7,0.007,3.613566896054,19.371441573817,2023-09-20T07:00:00+00:00,ECONOMIC_TARGET,TR-1c0c8b409fc77d5f508a4538c7de46cd,SNP-cd909328ed05f27eb552fa8d05fc6f3e
EUR_ORIGIN_202309201800,DEC-EUR_ORIGIN_202309201800,B,SHORT,ACCEPT_FULL,inner_sel,0.822158,0.3,0.3,0.0,0.3,0.003,1.006933495133,29.793427416006,2023-09-20T19:00:00+00:00,ECONOMIC_TARGET,TR-f9c838582d95b03c431a58d22d0c7f54,SNP-297532728ba7123f07968a3a472c2ae3
EUR_ORIGIN_202309202100,DEC-EUR_ORIGIN_202309202100,B,SHORT,ACCEPT_FULL,inner_sel,1.524901,0.3,0.3,0.3,0.6,0.003,1.867614468589,16.063272428309,2023-09-20T22:00:00+00:00,ECONOMIC_TARGET,TR-b2fd74b958d0e6bb59aa5a9810a6e3de,SNP-135cf7c4e10c2d29efa8ab1e38365a09
EUR_ORIGIN_202309210600,DEC-EUR_ORIGIN_202309210600,A,LONG,ACCEPT_FULL,inner_sel,0.732909,0.7,0.7,0.0,0.7,0.007,2.094463303101,33.421449731944,2023-09-21T08:00:00+00:00,ECONOMIC_TARGET,TR-db2f14ad42f9d85df7fb42b8c6f49890,SNP-dc625818d8074eeee52a990c1f239ae9
EUR_ORIGIN_202309210900,DEC-EUR_ORIGIN_202309210900,B,SHORT,ACCEPT_FULL,inner_sel,0.731263,0.3,0.3,0.7,1.0,0.003,0.895610498111,33.496704274113,2023-09-21T10:00:00+00:00,ECONOMIC_TARGET,TR-deded7d2367bad0bd134f555e0da45d0,SNP-e47cdaae06d2f3331eff141ecfcf883c
EUR_ORIGIN_202309211300,DEC-EUR_ORIGIN_202309211300,B,SHORT,ACCEPT_FULL,inner_sel,0.754114,0.3,0.3,0.3,0.6,0.003,0.923596739483,32.48170843133,2023-09-21T14:00:00+00:00,ECONOMIC_TARGET,TR-84ccf969c89a0549b086d09209cc83a4,SNP-6c5028a574e4e5fb010f9742c7915aa6
EUR_ORIGIN_202309220500,DEC-EUR_ORIGIN_202309220500,A,LONG,ACCEPT_FULL,inner_sel,1.329857,0.7,0.7,0.0,0.7,0.007,3.800381735663,18.419202298313,2023-09-22T07:00:00+00:00,ECONOMIC_TARGET,TR-cfb4e6aa168c8493cddfd9dd1af86800,SNP-3e17f2ae364a896e3ea31b83a912e944
EUR_ORIGIN_202309221100,DEC-EUR_ORIGIN_202309221100,A,LONG,ACCEPT_FULL,inner_sel,1.566924,0.7,0.7,0.0,0.7,0.007,4.477858065085,15.632474049549,2023-09-22T13:00:00+00:00,ECONOMIC_TARGET,TR-909afbc3eddd79d4c8706bc22a84485d,SNP-850e23b9773678718c9bfd353fa1c94d
EUR_ORIGIN_202309221400,DEC-EUR_ORIGIN_202309221400,A,LONG,REJECT_HEAT_CAP,inner_sel,2.848115,0.7,0.0,0.7,0.7,0.0,0.0,0.0,2023-09-22T16:00:00+00:00,NO_EXPOSURE,TR-8fc00c127c5ae27db2bbe212ad745561,SNP-5bd4e019b85d4939cb5c0f9472108230
EUR_ORIGIN_202309271000,DEC-EUR_ORIGIN_202309271000,B,SHORT,ACCEPT_FULL,inner_sel,1.851696,0.3,0.3,0.0,0.3,0.003,2.267855564764,13.228355661673,2023-09-27T11:00:00+00:00,ECONOMIC_TARGET,TR-200dcefe6bcfc4cf9a13a94527d91b88,SNP-c30fa6b424b9228791694615bba0c45b
EUR_ORIGIN_202309271200,DEC-EUR_ORIGIN_202309271200,B,SHORT,ACCEPT_FULL,inner_sel,1.956255,0.3,0.3,0.3,0.6,0.003,2.395913853576,12.521318308347,2023-09-27T13:00:00+00:00,ECONOMIC_TARGET,TR-a84562d8e4a7187ec109f12464e4ea53,SNP-5256af79f1cf9534c3f9cf0aa27571a6
EUR_ORIGIN_202309281200,DEC-EUR_ORIGIN_202309281200,A,LONG,ACCEPT_FULL,inner_sel,1.125504,0.7,0.7,0.0,0.7,0.007,3.216394647028,21.763498476371,2023-09-28T14:00:00+00:00,ECONOMIC_TARGET,TR-be7085dc9ffa1c1dca699e5c5abd9af3,SNP-80520360274d7858a48ee931d9ccc798
EUR_ORIGIN_202309281500,DEC-EUR_ORIGIN_202309281500,B,SHORT,ACCEPT_FULL,inner_sel,1.208211,0.3,0.3,0.7,1.0,0.003,1.479750544352,20.273687422857,2023-09-28T16:00:00+00:00,ECONOMIC_TARGET,TR-9a1b8a68c180d8d38312eb42273fcb8f,SNP-2983b7b019e018b47af27d3ede16707b
EUR_ORIGIN_202309290700,DEC-EUR_ORIGIN_202309290700,A,LONG,ACCEPT_FULL,inner_sel,1.169719,0.7,0.7,0.0,0.7,0.007,3.342749475749,20.940845405211,2023-09-29T09:00:00+00:00,ECONOMIC_TARGET,TR-02b6b952f75b0ab5b9a829c6502d4484,SNP-490f458e85582d89ce826787fc102f85
EUR_ORIGIN_202310020600,DEC-EUR_ORIGIN_202310020600,B,SHORT,ACCEPT_FULL,inner_sel,2.659987,0.3,0.3,0.0,0.3,0.003,3.257805988633,9.208651498793,2023-10-02T07:00:00+00:00,ECONOMIC_TARGET,TR-f08ae26db8a367f71dc3c7b9a1ec6ad0,SNP-3711ca933828f36078fc16288810d0b2
