origin_currency,direction,horizon_h,currency,n,mean_mfe,median_mfe,mean_mae,median_mae
CHF,ACCUMULATION,8,JPY,465,0.0009268731892285047,0.0005334019967702963,-0.0008895594863857544,-0.0006046049053566142
CHF,ACCUMULATION,12,EUR,465,0.0007048708854836494,0.0005045945025953738,-0.0006603963643145947,-0.0005088999851344725
CHF,ACCUMULATION,12,GBP,465,0.0008060128054523393,0.000642252198385294,-0.0010570044921349498,-0.0006462136502065918
CHF,ACCUMULATION,12,USD,465,0.0012254424280499256,0.0009628421547326752,-0.0012464173609248882,-0.0008417470169361911
CHF,ACCUMULATION,12,CHF,465,0.0009557817564733408,0.0006758922809167466,-0.0007701612887302189,-0.0005778625395379728
CHF,ACCUMULATION,12,JPY,465,0.00116526092886433,0.0006632032627094512,-0.001160228313922156,-0.0008222418622673292
CHF,ACCUMULATION,24,EUR,465,0.0011576698832783082,0.0007844493181388453,-0.0010212664066198845,-0.0007253130565704556
CHF,ACCUMULATION,24,GBP,465,0.0012327708320210606,0.0009756916324570953,-0.001644446913190694,-0.0011185643224889273
CHF,ACCUMULATION,24,USD,465,0.0018313780782228297,0.0014818724375451793,-0.001851640731245009,-0.0011975321354428083
CHF,ACCUMULATION,24,CHF,465,0.001498161504354246,0.0011134785886260765,-0.0012016595049938975,-0.0008069715225392757
CHF,ACCUMULATION,24,JPY,465,0.0018601227358906519,0.0009689670856422884,-0.001956377201667758,-0.0012569472913884542
CHF,ACCUMULATION,48,EUR,465,0.0015954557730393727,0.0010861393379487676,-0.0013676708256830073,-0.0009284536437200212
CHF,ACCUMULATION,48,GBP,465,0.001686829824717845,0.0012368868143538582,-0.002208659298259425,-0.001431083111189712
CHF,ACCUMULATION,48,USD,465,0.0025818928643449625,0.0018888023299371939,-0.0027406921345579064,-0.0016645835311463594
CHF,ACCUMULATION,48,CHF,465,0.0021500664655746916,0.0013663458095969096,-0.0017099957022848862,-0.0010894906331744766
CHF,ACCUMULATION,48,JPY,465,0.0025810257096878578,0.0013056153485866385,-0.002724525498826761,-0.00199152081774777
CHF,LIQUIDATION,1,EUR,403,-2.5235533405393712e-05,-2.1775446457704672e-05,-2.5235533405393712e-05,-2.1775446457704672e-05
CHF,LIQUIDATION,1,GBP,403,-4.1249426176738984e-05,-2.4343398432312066e-05,-4.1249426176738984e-05,-2.4343398432312066e-05
CHF,LIQUIDATION,1,USD,403,3.669728352303345e-05,3.7225433006284064e-05,3.669728352303345e-05,3.7225433006284064e-05
CHF,LIQUIDATION,1,CHF,403,4.299661589016387e-05,5.6960283899538586e-05,4.299661589016387e-05,5.6960283899538586e-05
CHF,LIQUIDATION,1,JPY,403,-1.3208939831064641e-05,-4.7161654228143656e-05,-1.3208939831064641e-05,-4.7161654228143656e-05
CHF,LIQUIDATION,2,EUR,403,9.96535042144877e-05,7.952103951707086e-05,-0.00016877705614305684,-0.00013222200674948393
CHF,LIQUIDATION,2,GBP,403,0.00016674761968168552,0.0001428164149973062,-0.00024264874522157706,-0.00014192625497834812
CHF,LIQUIDATION,2,USD,403,0.00028212862794990234,0.0002248778712477837,-0.00024062318335761295,-0.0001504563347280606
CHF,LIQUIDATION,2,CHF,403,0.0002512558732021668,0.0002300137626905868,-0.00014132126852736928,-0.00010696878647113681
CHF,LIQUIDATION,2,JPY,403,0.0002275722620947034,0.000133317609092137,-0.00023398763389332976,-0.00020277790560427453
CHF,LIQUIDATION,4,EUR,403,0.0002938722038344962,0.000237477330126406,-0.0003291632694376362,-0.0002423457188544104
CHF,LIQUIDATION,4,GBP,403,0.0004653507477097692,0.0003960219398620108,-0.00042467440546184275,-0.000306582696199088
CHF,LIQUIDATION,4,USD,403,0.0005926385388865559,0.0004943406237627964,-0.0006550760375184982,-0.00037126555815281907
CHF,LIQUIDATION,4,CHF,403,0.00044163556265876475,0.0003454580872800331,-0.00040993855319597,-0.0002982240831821335
CHF,LIQUIDATION,4,JPY,403,0.0005258089249204138,0.0003476216673888197,-0.000502392458928754,-0.0004311917218016945
CHF,LIQUIDATION,6,EUR,403,0.0004267415707905629,0.0003167765972295004,-0.0004516519326615485,-0.0003544000301357608
CHF,LIQUIDATION,6,GBP,403,0.0006741467847593181,0.0005095629029893883,-0.0005338423642511174,-0.00034563733250103
CHF,LIQUIDATION,6,USD,403,0.0008446808708444375,0.0006449374578334796,-0.0009290478961476744,-0.0005736720414540682
CHF,LIQUIDATION,6,CHF,403,0.0005763799869050037,0.00042070385038601635,-0.000622376204453512,-0.0004418200801369878
CHF,LIQUIDATION,6,JPY,403,0.0007060580749952252,0.00042162407981103674,-0.0007021062074703403,-0.0005677417290365341
CHF,LIQUIDATION,8,EUR,403,0.0005217440488417476,0.000389467603302101,-0.0005407278672648398,-0.00039900726505050807
CHF,LIQUIDATION,8,GBP,403,0.0008090420926179299,0.0006221014438760431,-0.0006549064101062883,-0.00037985483478227434
CHF,LIQUIDATION,8,USD,403,0.0010133296102234986,0.0007656306835294258,-0.0011122267950750872,-0.0007862362550495078
CHF,LIQUIDATION,8,CHF,403,0.0006778267393807845,0.000501847951407785,-0.0007277747082903332,-0.000532950381983025
CHF,LIQUIDATION,8,JPY,403,0.0008518702733208856,0.0004902438039187795,-0.0008733906015802037,-0.0006141258264278418
CHF,LIQUIDATION,12,EUR,403,0.0006968267316874875,0.0004983322885499073,-0.00066340027469557,-0.0004809673040496497
CHF,LIQUIDATION,12,GBP,403,0.0010034927695328842,0.0007590718567895046,-0.0007987037448490088,-0.0005513027639365428
CHF,LIQUIDATION,12,USD,403,0.0012300599754778384,0.0009790671854064906,-0.0013868399451420176,-0.0009110272028009837
CHF,LIQUIDATION,12,CHF,403,0.0008508559866235862,0.0005738703095467628,-0.0008618635988195748,-0.0006375419441421874
CHF,LIQUIDATION,12,JPY,403,0.001081999648655202,0.000645915792199465,-0.0011597878399331554,-0.0008557066970530622
CHF,LIQUIDATION,24,EUR,403,0.0011234169440191017,0.0008150940536920627,-0.0010467971479803883,-0.0007519315631658301
CHF,LIQUIDATION,24,GBP,403,0.0014727977436596814,0.001129713245116855,-0.0012508624831600946,-0.0007852228591371118
CHF,LIQUIDATION,24,USD,403,0.0017630502713209873,0.0012461158440597304,-0.0020576739022225474,-0.0013164212120067521
CHF,LIQUIDATION,24,CHF,403,0.0014068953351510538,0.0009093899768616916,-0.0012461232157907956,-0.0009329052329142853
CHF,LIQUIDATION,24,JPY,403,0.0017925201704502133,0.0010110715195471203,-0.0019794497816009696,-0.001317036340049846
CHF,LIQUIDATION,48,EUR,404,0.0015005876106857939,0.0011464433599589388,-0.0014170329231710252,-0.0009179052405609069
CHF,LIQUIDATION,48,GBP,404,0.001939122420774423,0.0014205453718987705,-0.0018048290276962602,-0.0009492998162763633
CHF,LIQUIDATION,48,USD,404,0.002444453734634916,0.0018290226172454267,-0.0028607864949374935,-0.001942268083590098
CHF,LIQUIDATION,48,CHF,404,0.001958233351550526,0.0012623164313645657,-0.0016622494909683768,-0.001149966832165756
CHF,LIQUIDATION,48,JPY,404,0.0024630134944345406,0.0015408252230705408,-0.002704588220262082,-0.0020313152015763655
CHFJPY,,1,EUR,258,6.2899114313523735e-06,2.7394613790318522e-06,6.2899114313523735e-06,2.7394613790318522e-06
CHFJPY,,1,GBP,258,6.0549306777590716e-05,3.608582113061058e-05,6.0549306777590716e-05,3.608582113061058e-05
CHFJPY,,1,USD,258,2.9833844246808158e-05,3.97327496422057e-05,2.9833844246808158e-05,3.97327496422057e-05
CHFJPY,,1,CHF,258,-1.2376811218389622e-05,-1.1060104685242064e-05,-1.2376811218389622e-05,-1.1060104685242064e-05
CHFJPY,,1,JPY,258,-8.429625123736162e-05,-8.318508769424168e-05,-8.429625123736162e-05,-8.318508769424168e-05
CHFJPY,,2,EUR,258,0.0001233563844496116,9.753225967416568e-05,-8.56826826960392e-05,-5.4449197399410735e-05
CHFJPY,,2,GBP,258,0.00024210108362469651,0.00021084842983356785,-3.9029374051249076e-05,-2.2256316881670394e-05
CHFJPY,,2,USD,258,0.00026278319395901643,0.00015869666058730925,-0.00017670344661653318,-0.00010087321581182343
CHFJPY,,2,CHF,258,0.00010400488030551375,4.828352252219825e-05,-0.000156445578039811,-0.00014855140732320747
CHFJPY,,2,JPY,258,9.114894524515331e-05,2.3233664695770043e-05,-0.00036553340618035907,-0.0002984267723660167
CHFJPY,,4,EUR,258,0.0003072389715161072,0.00020217264873782304,-0.0002471937249930951,-0.000177188233607636
CHFJPY,,4,GBP,258,0.0004069831460993424,0.0003543025130512024,-0.00019641929720068648,-0.0001139527215908589
CHFJPY,,4,USD,258,0.0005417756634654677,0.00035807531819173085,-0.00041688253264067054,-0.00023426331790888283
CHFJPY,,4,CHF,258,0.000263878998079978,0.00017563536284640336,-0.0003071551784733673,-0.0002703704031182491
CHFJPY,,4,JPY,258,0.00037274407030999686,0.00021091849710627437,-0.0006973662064460354,-0.0005823277993687553
CHFJPY,,6,EUR,258,0.0004275473465623931,0.0003479203687355395,-0.00043241701299823963,-0.00032123984042802596
CHFJPY,,6,GBP,258,0.0005067987928537126,0.0004183260766296458,-0.00031322007345280505,-0.0001655776935132699
CHFJPY,,6,USD,258,0.0007515822868252367,0.0005322378001327544,-0.0005559161293032032,-0.00032825227683829633
CHFJPY,,6,CHF,258,0.00040142617618138315,0.00029186547634494557,-0.00040587849858338387,-0.00031915006771876303
CHFJPY,,6,JPY,258,0.0005181355918681246,0.0003177716399941255,-0.0008894775657741032,-0.000692948274712866
CHFJPY,,8,EUR,258,0.0005406160318919625,0.0004313858630163207,-0.0005719261822641637,-0.0003821568237492326
CHFJPY,,8,GBP,258,0.0006320489384654946,0.0005027287532401975,-0.00045617871366354293,-0.00021403700316998628
CHFJPY,,8,USD,258,0.0009013620211882573,0.0006226242944789677,-0.0006877827161361642,-0.0004725653879838037
CHFJPY,,8,CHF,258,0.0005379568638574656,0.00037107521038001257,-0.0004936338948465917,-0.0003805169553767595
CHFJPY,,8,JPY,258,0.0006714934923152111,0.0003602654622729395,-0.0010626866678182642,-0.000820110550413942
CHFJPY,,12,EUR,258,0.0007545864790433126,0.0005500471376127887,-0.0008324036087507118,-0.0005489083419246983
CHFJPY,,12,GBP,258,0.0009634733903078693,0.0008039254076730989,-0.0008169037446069291,-0.00046467794569158676
CHFJPY,,12,USD,258,0.0012622285756396586,0.00099966619518135,-0.0010282185218643061,-0.0006345524049535022
CHFJPY,,12,CHF,258,0.0009169692276199098,0.0006219301286398175,-0.0008023218194347646,-0.0005876799311651522
CHFJPY,,12,JPY,258,0.0010257446822610644,0.0005256241165436075,-0.0014334101184789,-0.0010441016079558735
CHFJPY,,24,EUR,258,0.0011584274697818897,0.0008548718784023404,-0.0012379135054090328,-0.0007306794942803973
CHFJPY,,24,GBP,258,0.0015459662484768359,0.0011016884092819367,-0.001397941242106901,-0.0007659445715581717
CHFJPY,,24,USD,258,0.0021533894190686994,0.0016410853559520565,-0.0018947574264252052,-0.0012221374377706165
CHFJPY,,24,CHF,258,0.0015576696475821448,0.0011041206262429458,-0.0013304512509173553,-0.0008148750234301573
CHFJPY,,24,JPY,258,0.0016934322631892407,0.0008348800267681717,-0.0021741693874867242,-0.001563332035200623
CHFJPY,,48,EUR,258,0.0015597534746605792,0.0011108506328905928,-0.001698838531275744,-0.0011313171744421076
CHFJPY,,48,GBP,258,0.0020740660805242056,0.0014482565497393532,-0.0019228367618170674,-0.001171840252803473
CHFJPY,,48,USD,258,0.0028450135958240337,0.0023542864809413164,-0.0028369716974448677,-0.0017251115810892879
CHFJPY,,48,CHF,258,0.0022136912453632955,0.0016432551795552783,-0.0017868125373928351,-0.0011479215835475324
CHFJPY,,48,JPY,258,0.002511866666321306,0.0012176013971859664,-0.0030677244731439303,-0.0023881138186189646
EUR,ACCUMULATION,1,EUR,439,-2.6284177218649723e-05,-8.772952253538409e-06,-2.6284177218649723e-05,-8.772952253538409e-06
EUR,ACCUMULATION,1,GBP,439,7.427989983516613e-05,5.226287478548283e-05,7.427989983516613e-05,5.226287478548283e-05
EUR,ACCUMULATION,1,USD,439,2.0395951419963514e-05,5.051728286284562e-05,2.0395951419963514e-05,5.051728286284562e-05
EUR,ACCUMULATION,1,CHF,439,6.498285030689566e-06,-1.0355922051281225e-05,6.498285030689566e-06,-1.0355922051281225e-05
EUR,ACCUMULATION,1,JPY,439,-7.488995906716952e-05,-7.84030945958143e-05,-7.488995906716952e-05,-7.84030945958143e-05
EUR,ACCUMULATION,2,EUR,439,0.00013214145013643958,9.104637554594492e-05,-0.00015759984515978162,-0.00010714420512797086
EUR,ACCUMULATION,2,GBP,439,0.00024030469403174865,0.000173226475001227,-0.0001278554336101922,-8.088198763503266e-05
EUR,ACCUMULATION,2,USD,439,0.00023157687975991695,0.0002071684060276639,-0.0002266840997651223,-0.00013057216976902208
EUR,ACCUMULATION,2,CHF,439,0.00020485474147244242,0.0001296147123396782,-0.00014224959786179121,-9.78506134461362e-05
EUR,ACCUMULATION,2,JPY,439,0.00016047568606478952,7.24450532530712e-05,-0.00031496447506844974,-0.00024209613671173513
EUR,ACCUMULATION,4,EUR,439,0.0003419956516785618,0.00021608360156841365,-0.00033052875543909384,-0.00023964869990287933
EUR,ACCUMULATION,4,GBP,439,0.0006248367909163887,0.0004519181211073295,-0.0003765969484050369,-0.00023027122086149816
EUR,ACCUMULATION,4,USD,439,0.0007133269183453126,0.0005282393799556726,-0.0006607339691547031,-0.00039577502987262663
EUR,ACCUMULATION,4,CHF,439,0.0005249688136331398,0.0003924223372789562,-0.0004246839201536861,-0.0002750346194565066
EUR,ACCUMULATION,4,JPY,439,0.00044531450647413757,0.0002596211951417226,-0.0008519525384862867,-0.0006345395000930005
EUR,ACCUMULATION,6,EUR,439,0.0005125726119268035,0.00036129816537592207,-0.00044630599010256453,-0.00034048163544934517
EUR,ACCUMULATION,6,GBP,439,0.0009290344573365429,0.0007563370104575471,-0.0005192025451988352,-0.00032973377289580185
EUR,ACCUMULATION,6,USD,439,0.0009927847633705248,0.0007008075404449144,-0.0009364293837034377,-0.0005957402073914599
EUR,ACCUMULATION,6,CHF,439,0.0007561116887356638,0.0005179121285070535,-0.0005491529679259869,-0.0003443365542787962
EUR,ACCUMULATION,6,JPY,439,0.0005372153949972613,0.00030883804077198916,-0.0012444485055084454,-0.0008966348771669648
EUR,ACCUMULATION,8,EUR,439,0.0006437473214501699,0.000416159729758109,-0.0005381506661012519,-0.0004087788878521502
EUR,ACCUMULATION,8,GBP,439,0.0010826344429922278,0.0008559110319919717,-0.0006107543497811139,-0.0003703424995761085
EUR,ACCUMULATION,8,USD,439,0.0011500917169580992,0.0008345651534058698,-0.0011044878188991114,-0.0006652841072435923
EUR,ACCUMULATION,8,CHF,439,0.0008872823497133029,0.0006113197329762959,-0.0006536956463496002,-0.00040050396255302223
EUR,ACCUMULATION,8,JPY,439,0.0006526011558654534,0.00038863184123022183,-0.0014606973461888557,-0.0010593056149816049
EUR,ACCUMULATION,12,EUR,439,0.0008015020839076655,0.000511333436255592,-0.0006807329885728017,-0.0005210586309023942
EUR,ACCUMULATION,12,GBP,439,0.001300643675376065,0.000981070234692931,-0.0008101316514698263,-0.0004833802155413064
EUR,ACCUMULATION,12,USD,439,0.0014578668432450694,0.0010919882579351276,-0.0014307345933197723,-0.0008408176963011092
EUR,ACCUMULATION,12,CHF,439,0.0011219789166866528,0.0007923554992675684,-0.000844389213511027,-0.0004929625959819525
EUR,ACCUMULATION,12,JPY,439,0.0008980060147841654,0.00048519025237262457,-0.0017553328091038376,-0.001237851063411578
EUR,ACCUMULATION,24,EUR,439,0.0012116913465634953,0.0008567482324832455,-0.001072354925451347,-0.0007926890157691044
EUR,ACCUMULATION,24,GBP,439,0.001657819703746623,0.0012334412834969855,-0.0012700330989185147,-0.0008242989125816601
EUR,ACCUMULATION,24,USD,439,0.001999279818137597,0.0015710721827120473,-0.0021006155380441567,-0.00124898220508067
EUR,ACCUMULATION,24,CHF,439,0.0016394899239932873,0.0011871793887750768,-0.0012024018022897074,-0.00079100010627509
EUR,ACCUMULATION,24,JPY,439,0.0015312188162270462,0.0007397107190615553,-0.0024054306807932526,-0.0016475679975773627
EUR,ACCUMULATION,48,EUR,439,0.0016487361313971566,0.0010983206384678895,-0.0014516407557689966,-0.0010261427514747774
EUR,ACCUMULATION,48,GBP,439,0.0021684285589677224,0.001635910852084246,-0.0019446421126713986,-0.001261339910034267
EUR,ACCUMULATION,48,USD,439,0.0027555206476354145,0.0019776123958948036,-0.002922447630043255,-0.0017359726658174833
EUR,ACCUMULATION,48,CHF,439,0.0023166132319950273,0.0016319696393983468,-0.0016318706107004766,-0.0011462243155093386
EUR,ACCUMULATION,48,JPY,439,0.0022371964372272317,0.001169034911817667,-0.0032314735294528274,-0.002392968325319586
EUR,LIQUIDATION,1,EUR,459,2.2044178243509895e-05,2.2841846526665118e-05,2.2044178243509895e-05,2.2841846526665118e-05
EUR,LIQUIDATION,1,GBP,459,-1.2469669348452762e-06,-7.0637400963265325e-06,-1.2469669348452762e-06,-7.0637400963265325e-06
EUR,LIQUIDATION,1,USD,459,3.2823032871634594e-05,1.5942467575533485e-05,3.2823032871634594e-05,1.5942467575533485e-05
EUR,LIQUIDATION,1,CHF,459,-4.079481561393748e-05,-5.6558452341131955e-05,-4.079481561393748e-05,-5.6558452341131955e-05
EUR,LIQUIDATION,1,JPY,459,-1.2825428566361705e-05,-3.637503320810039e-05,-1.2825428566361705e-05,-3.637503320810039e-05
EUR,LIQUIDATION,2,EUR,459,0.00019720061999180767,0.00017026791406882932,-0.0001485668973059657,-8.877616954555009e-05
EUR,LIQUIDATION,2,GBP,459,0.0001906396056709849,0.0001367044711516729,-0.00019943855141241277,-0.00014771796620477364
EUR,LIQUIDATION,2,USD,459,0.0002837292221623654,0.00020091369807742417,-0.00023981470051057585,-0.00016315485869763632
EUR,LIQUIDATION,2,CHF,459,0.00015117083870521872,0.00014287409816038734,-0.00021169241902085933,-0.0001615937236197773
EUR,LIQUIDATION,2,JPY,459,0.0002232475016436009,0.00014588488013657814,-0.000246475219924164,-0.00023120461562697875
EUR,LIQUIDATION,4,EUR,459,0.0003826865557343873,0.00033367735788613555,-0.00039454380963382214,-0.00027911424901257446
EUR,LIQUIDATION,4,GBP,459,0.000376761004614995,0.00030199513514555295,-0.0006528872347224858,-0.0004912902731601253
EUR,LIQUIDATION,4,USD,459,0.0006756456095205224,0.0004328856540916309,-0.0007626677101692757,-0.00048702275684084346
EUR,LIQUIDATION,4,CHF,459,0.0004694271436659946,0.00034576472135618884,-0.0005100146339242588,-0.00035622775072956323
EUR,LIQUIDATION,4,JPY,459,0.0008807075136362398,0.0004705390407180878,-0.00046927377167106475,-0.00043198125838387453
EUR,LIQUIDATION,6,EUR,459,0.0004825027937849852,0.00041515614430890095,-0.000573452561248661,-0.00039900726505050807
EUR,LIQUIDATION,6,GBP,459,0.000497407857162963,0.0003623457706785495,-0.0009999907287451216,-0.0007360437273834412
EUR,LIQUIDATION,6,USD,459,0.0009699350602230924,0.0006718625480855317,-0.001078089184680758,-0.0007427850414395405
EUR,LIQUIDATION,6,CHF,459,0.00064509994544255,0.00044130476859114543,-0.0007255351908914202,-0.00048418053815662166
EUR,LIQUIDATION,6,JPY,459,0.0013762169655854846,0.0008762292403051309,-0.0005961984622690968,-0.0004788324802001252
EUR,LIQUIDATION,8,EUR,459,0.0005716565355981248,0.00048621206745681897,-0.0006854887207825898,-0.00046060493351813084
EUR,LIQUIDATION,8,GBP,459,0.0005901168188543981,0.00042364424080816435,-0.0011648109413792775,-0.0008496584809069114
EUR,LIQUIDATION,8,USD,459,0.0011274025552971338,0.0007719721364440361,-0.0013021865671662253,-0.0009057545709965891
EUR,LIQUIDATION,8,CHF,459,0.0007720901696257055,0.0005321935647874879,-0.0008331392548446755,-0.0005625358703888858
EUR,LIQUIDATION,8,JPY,459,0.0016272705265541522,0.0010014725552339634,-0.0007271362693037065,-0.000557756816365821
EUR,LIQUIDATION,12,EUR,459,0.0007480043651639102,0.0006023543757154919,-0.0008243787460253082,-0.0005396891441358056
EUR,LIQUIDATION,12,GBP,459,0.0007712427410160969,0.000539146171885489,-0.0013980533470147787,-0.001000103773284145
EUR,LIQUIDATION,12,USD,459,0.0013680242035615051,0.0010062678835056475,-0.0016118087993312513,-0.001183394338986658
EUR,LIQUIDATION,12,CHF,459,0.0009625364568881066,0.000644923165969731,-0.0010097847872937776,-0.0007160484851585088
EUR,LIQUIDATION,12,JPY,459,0.001916031799480912,0.0011418352213240063,-0.0009900685165962258,-0.0006744460491989338
EUR,LIQUIDATION,24,EUR,459,0.0011168475981602698,0.0008892612449533952,-0.0011778776617598049,-0.0007756323504415899
EUR,LIQUIDATION,24,GBP,459,0.0011516121418650718,0.0007989423132590608,-0.0018507168484256438,-0.0013728326086348327
EUR,LIQUIDATION,24,USD,459,0.001796095497147818,0.001363269358782195,-0.0021863838981470585,-0.0016384225923428012
EUR,LIQUIDATION,24,CHF,459,0.0013823751567598175,0.0010285130173211575,-0.0013308587537148862,-0.0009249662140855717
EUR,LIQUIDATION,24,JPY,459,0.0026421808942011763,0.0016473518833548747,-0.0016637818919510536,-0.0009697148734086325
EUR,LIQUIDATION,48,EUR,459,0.0015197391231576026,0.0011678055553724879,-0.001570372764637122,-0.0009503326478425003
EUR,LIQUIDATION,48,GBP,459,0.0015583450005022925,0.0009699502613021128,-0.002486092319704834,-0.0018879088639273648
EUR,LIQUIDATION,48,USD,459,0.002449852602920912,0.0018029230106734251,-0.0030213795806641394,-0.0022053458349429915
EUR,LIQUIDATION,48,CHF,459,0.0020112444006412933,0.001308047122177189,-0.0017557918797489486,-0.0011936723592297217
EUR,LIQUIDATION,48,JPY,459,0.003339580293382617,0.002081965776422708,-0.002313278731255478,-0.0013697199256006288
EURCHF,,1,EUR,421,-1.2651136816586021e-05,7.104403912923966e-06,-1.2651136816586021e-05,7.104403912923966e-06
EURCHF,,1,GBP,421,-3.0935984129401026e-05,2.797017614567486e-06,-3.0935984129401026e-05,2.797017614567486e-06
EURCHF,,1,USD,421,7.300894807991868e-05,5.4335354633906524e-05,7.300894807991868e-05,5.4335354633906524e-05
EURCHF,,1,CHF,421,-5.342649997540531e-06,-1.7462983060939364e-05,-5.342649997540531e-06,-1.7462983060939364e-05
EURCHF,,1,JPY,421,-2.4079177136391104e-05,-3.432042574711815e-05,-2.4079177136391104e-05,-3.432042574711815e-05
EURCHF,,2,EUR,421,0.00012616231536720617,0.00011788656028418485,-0.00019694827947437863,-0.00015783769261277857
EURCHF,,2,GBP,421,0.00017447383818574265,0.00017239696975706052,-0.00022157781318389103,-0.00014266681971975828
EURCHF,,2,USD,421,0.000355460062701446,0.0002282168697999283,-0.00016903888330937493,-0.00013170244875982355
EURCHF,,2,CHF,421,0.00018732279869446052,0.00011604358667815121,-0.00019608935920188721,-0.0001525530083561775
EURCHF,,2,JPY,421,0.0001982565480935851,9.986008138505734e-05,-0.0002580212278729087,-0.00020008175628048042
EURCHF,,4,EUR,421,0.00031540118244705,0.0002404431003412673,-0.0004050750438695979,-0.00034130475629409106
EURCHF,,4,GBP,421,0.0004089007888298196,0.0003672459633471915,-0.0004983793123011557,-0.0003549909996216548
EURCHF,,4,USD,421,0.0007541446717219992,0.0005042601899061161,-0.0005118703003959878,-0.00033431931503765083
EURCHF,,4,CHF,421,0.0005088889124871685,0.00037115789025469635,-0.00048776121202635873,-0.00035843469977915506
EURCHF,,4,JPY,421,0.0004604169663555745,0.0002945400454198361,-0.0005602489768945444,-0.00038318641632040283
EURCHF,,6,EUR,421,0.0004407804349532207,0.0003386715800163423,-0.0005511654505276632,-0.00039979205650441735
EURCHF,,6,GBP,421,0.0005591108504000766,0.000425837467791531,-0.0006953895803951337,-0.0004714579060442508
EURCHF,,6,USD,421,0.0010389810654933128,0.0006209929141726033,-0.000799272344011864,-0.00053683398751965
EURCHF,,6,CHF,421,0.0007234389473852688,0.00047398849853220256,-0.0006784982331382341,-0.0004872166542013803
EURCHF,,6,JPY,421,0.0007060815764717375,0.0004222179477950621,-0.0007643348026449884,-0.0005093333529625874
EURCHF,,8,EUR,421,0.0005423998417141925,0.0003990132263114572,-0.0006294137585151598,-0.00042393621335933094
EURCHF,,8,GBP,421,0.0007251965350051926,0.0005541282739936542,-0.0008106162303483928,-0.0005626655385421178
EURCHF,,8,USD,421,0.0012212572121765364,0.0008225994215773084,-0.0010152897139805574,-0.0007239197845650448
EURCHF,,8,CHF,421,0.0008463337858234211,0.0005424386811676276,-0.0007883111893506273,-0.0005542763486079357
EURCHF,,8,JPY,421,0.0008782739621700386,0.0005177199161952623,-0.0009838266371409935,-0.0007032998813610333
