origin_currency,direction,from_h,to_h,dest_from,dest_to,count,n,prob
CHFJPY,,1,2,JPY,EUR,8,258,0.031007751937984496
CHFJPY,,1,2,CHF,JPY,8,258,0.031007751937984496
CHFJPY,,1,2,GBP,EUR,6,258,0.023255813953488372
CHFJPY,,1,2,GBP,CHF,6,258,0.023255813953488372
CHFJPY,,1,2,EUR,GBP,5,258,0.01937984496124031
CHFJPY,,1,2,USD,CHF,4,258,0.015503875968992248
CHFJPY,,1,2,EUR,CHF,3,258,0.011627906976744186
CHFJPY,,1,2,USD,EUR,2,258,0.007751937984496124
CHFJPY,,1,2,CHF,EUR,2,258,0.007751937984496124
CHFJPY,,1,2,CHF,USD,1,258,0.003875968992248062
CHFJPY,,1,2,EUR,JPY,1,258,0.003875968992248062
EUR,ACCUMULATION,1,2,USD,USD,80,439,0.18223234624145787
EUR,ACCUMULATION,1,2,GBP,GBP,52,439,0.11845102505694761
EUR,ACCUMULATION,1,2,JPY,JPY,52,439,0.11845102505694761
EUR,ACCUMULATION,1,2,CHF,CHF,44,439,0.10022779043280182
EUR,ACCUMULATION,1,2,EUR,EUR,34,439,0.0774487471526196
EUR,ACCUMULATION,1,2,GBP,USD,14,439,0.03189066059225513
EUR,ACCUMULATION,1,2,GBP,CHF,13,439,0.029612756264236904
EUR,ACCUMULATION,1,2,USD,CHF,13,439,0.029612756264236904
EUR,ACCUMULATION,1,2,CHF,JPY,12,439,0.02733485193621868
EUR,ACCUMULATION,1,2,JPY,USD,12,439,0.02733485193621868
EUR,ACCUMULATION,1,2,EUR,CHF,12,439,0.02733485193621868
EUR,ACCUMULATION,1,2,USD,JPY,9,439,0.02050113895216401
EUR,ACCUMULATION,1,2,JPY,CHF,9,439,0.02050113895216401
EUR,ACCUMULATION,1,2,CHF,USD,9,439,0.02050113895216401
EUR,ACCUMULATION,1,2,JPY,GBP,8,439,0.018223234624145785
EUR,ACCUMULATION,1,2,GBP,EUR,8,439,0.018223234624145785
EUR,ACCUMULATION,1,2,CHF,GBP,8,439,0.018223234624145785
EUR,ACCUMULATION,1,2,USD,GBP,8,439,0.018223234624145785
EUR,ACCUMULATION,1,2,GBP,JPY,8,439,0.018223234624145785
EUR,ACCUMULATION,1,2,EUR,JPY,7,439,0.015945330296127564
EUR,ACCUMULATION,1,2,EUR,USD,6,439,0.01366742596810934
EUR,ACCUMULATION,1,2,JPY,EUR,6,439,0.01366742596810934
EUR,ACCUMULATION,1,2,USD,EUR,6,439,0.01366742596810934
EUR,ACCUMULATION,1,2,CHF,EUR,5,439,0.011389521640091117
EUR,ACCUMULATION,1,2,EUR,GBP,4,439,0.009111617312072893
EUR,LIQUIDATION,1,2,USD,USD,70,459,0.15250544662309368
EUR,LIQUIDATION,1,2,GBP,GBP,60,459,0.13071895424836602
EUR,LIQUIDATION,1,2,JPY,JPY,58,459,0.12636165577342048
EUR,LIQUIDATION,1,2,EUR,EUR,54,459,0.11764705882352941
EUR,LIQUIDATION,1,2,CHF,CHF,36,459,0.0784313725490196
EUR,LIQUIDATION,1,2,JPY,EUR,14,459,0.030501089324618737
EUR,LIQUIDATION,1,2,USD,JPY,14,459,0.030501089324618737
EUR,LIQUIDATION,1,2,USD,GBP,13,459,0.02832244008714597
EUR,LIQUIDATION,1,2,EUR,GBP,12,459,0.026143790849673203
EUR,LIQUIDATION,1,2,EUR,JPY,12,459,0.026143790849673203
EUR,LIQUIDATION,1,2,EUR,CHF,11,459,0.023965141612200435
EUR,LIQUIDATION,1,2,EUR,USD,11,459,0.023965141612200435
EUR,LIQUIDATION,1,2,JPY,USD,10,459,0.02178649237472767
EUR,LIQUIDATION,1,2,GBP,USD,9,459,0.0196078431372549
EUR,LIQUIDATION,1,2,CHF,USD,9,459,0.0196078431372549
EUR,LIQUIDATION,1,2,CHF,EUR,8,459,0.017429193899782137
EUR,LIQUIDATION,1,2,CHF,JPY,8,459,0.017429193899782137
EUR,LIQUIDATION,1,2,USD,CHF,8,459,0.017429193899782137
EUR,LIQUIDATION,1,2,JPY,GBP,8,459,0.017429193899782137
EUR,LIQUIDATION,1,2,GBP,JPY,8,459,0.017429193899782137
EUR,LIQUIDATION,1,2,CHF,GBP,7,459,0.015250544662309368
EUR,LIQUIDATION,1,2,GBP,EUR,5,459,0.010893246187363835
EUR,LIQUIDATION,1,2,JPY,CHF,5,459,0.010893246187363835
EUR,LIQUIDATION,1,2,USD,EUR,5,459,0.010893246187363835
EUR,LIQUIDATION,1,2,GBP,CHF,4,459,0.008714596949891068
EURCHF,,1,2,USD,USD,69,421,0.16389548693586697
EURCHF,,1,2,JPY,JPY,44,421,0.10451306413301663
EURCHF,,1,2,GBP,GBP,42,421,0.0997624703087886
EURCHF,,1,2,CHF,CHF,39,421,0.09263657957244656
EURCHF,,1,2,EUR,EUR,36,421,0.0855106888361045
EURCHF,,1,2,USD,GBP,17,421,0.040380047505938245
EURCHF,,1,2,JPY,USD,15,421,0.035629453681710214
EURCHF,,1,2,EUR,USD,13,421,0.030878859857482184
EURCHF,,1,2,CHF,JPY,13,421,0.030878859857482184
EURCHF,,1,2,GBP,EUR,13,421,0.030878859857482184
EURCHF,,1,2,USD,CHF,12,421,0.028503562945368172
EURCHF,,1,2,GBP,JPY,11,421,0.026128266033254157
EURCHF,,1,2,USD,EUR,10,421,0.023752969121140142
EURCHF,,1,2,USD,JPY,10,421,0.023752969121140142
EURCHF,,1,2,CHF,USD,10,421,0.023752969121140142
EURCHF,,1,2,GBP,USD,10,421,0.023752969121140142
EURCHF,,1,2,JPY,CHF,10,421,0.023752969121140142
EURCHF,,1,2,JPY,GBP,9,421,0.021377672209026127
EURCHF,,1,2,EUR,JPY,7,421,0.0166270783847981
EURCHF,,1,2,GBP,CHF,6,421,0.014251781472684086
EURCHF,,1,2,EUR,GBP,6,421,0.014251781472684086
EURCHF,,1,2,CHF,GBP,5,421,0.011876484560570071
EURCHF,,1,2,EUR,CHF,5,421,0.011876484560570071
EURCHF,,1,2,JPY,EUR,5,421,0.011876484560570071
EURCHF,,1,2,CHF,EUR,4,421,0.009501187648456057
EURGBP,,1,2,GBP,GBP,34,246,0.13821138211382114
EURGBP,,1,2,USD,USD,34,246,0.13821138211382114
EURGBP,,1,2,JPY,JPY,32,246,0.13008130081300814
EURGBP,,1,2,CHF,CHF,27,246,0.10975609756097561
EURGBP,,1,2,EUR,EUR,10,246,0.04065040650406504
EURGBP,,1,2,JPY,USD,9,246,0.036585365853658534
EURGBP,,1,2,CHF,EUR,9,246,0.036585365853658534
EURGBP,,1,2,EUR,JPY,9,246,0.036585365853658534
EURGBP,,1,2,USD,GBP,8,246,0.032520325203252036
EURGBP,,1,2,JPY,CHF,7,246,0.028455284552845527
EURGBP,,1,2,GBP,USD,7,246,0.028455284552845527
EURGBP,,1,2,USD,CHF,7,246,0.028455284552845527
EURGBP,,1,2,EUR,GBP,6,246,0.024390243902439025
EURGBP,,1,2,GBP,JPY,5,246,0.02032520325203252
EURGBP,,1,2,USD,JPY,5,246,0.02032520325203252
EURGBP,,1,2,JPY,EUR,5,246,0.02032520325203252
EURGBP,,1,2,CHF,GBP,5,246,0.02032520325203252
EURGBP,,1,2,EUR,CHF,4,246,0.016260162601626018
EURGBP,,1,2,CHF,USD,4,246,0.016260162601626018
EURGBP,,1,2,CHF,JPY,4,246,0.016260162601626018
EURGBP,,1,2,EUR,USD,4,246,0.016260162601626018
EURGBP,,1,2,GBP,CHF,4,246,0.016260162601626018
EURGBP,,1,2,GBP,EUR,3,246,0.012195121951219513
EURGBP,,1,2,USD,EUR,3,246,0.012195121951219513
EURGBP,,1,2,JPY,GBP,1,246,0.0040650406504065045
EURJPY,,1,2,JPY,JPY,40,245,0.16326530612244897
EURJPY,,1,2,USD,USD,37,245,0.1510204081632653
EURJPY,,1,2,GBP,GBP,24,245,0.09795918367346938
EURJPY,,1,2,CHF,CHF,22,245,0.08979591836734693
EURJPY,,1,2,EUR,EUR,20,245,0.08163265306122448
EURJPY,,1,2,USD,CHF,12,245,0.04897959183673469
EURJPY,,1,2,JPY,EUR,10,245,0.04081632653061224
EURJPY,,1,2,CHF,GBP,9,245,0.036734693877551024
EURJPY,,1,2,EUR,JPY,7,245,0.02857142857142857
EURJPY,,1,2,CHF,USD,7,245,0.02857142857142857
EURJPY,,1,2,JPY,GBP,7,245,0.02857142857142857
EURJPY,,1,2,USD,JPY,7,245,0.02857142857142857
EURJPY,,1,2,EUR,CHF,6,245,0.024489795918367346
EURJPY,,1,2,JPY,USD,6,245,0.024489795918367346
EURJPY,,1,2,GBP,USD,5,245,0.02040816326530612
EURJPY,,1,2,USD,GBP,4,245,0.0163265306122449
EURJPY,,1,2,EUR,GBP,3,245,0.012244897959183673
EURJPY,,1,2,GBP,CHF,3,245,0.012244897959183673
EURJPY,,1,2,JPY,CHF,3,245,0.012244897959183673
EURJPY,,1,2,EUR,USD,3,245,0.012244897959183673
EURJPY,,1,2,GBP,JPY,3,245,0.012244897959183673
EURJPY,,1,2,GBP,EUR,2,245,0.00816326530612245
EURJPY,,1,2,CHF,JPY,2,245,0.00816326530612245
EURJPY,,1,2,USD,EUR,2,245,0.00816326530612245
EURJPY,,1,2,CHF,EUR,1,245,0.004081632653061225
EURUSD,,1,2,USD,USD,52,411,0.12652068126520682
EURUSD,,1,2,GBP,GBP,51,411,0.12408759124087591
EURUSD,,1,2,JPY,JPY,51,411,0.12408759124087591
EURUSD,,1,2,EUR,EUR,36,411,0.08759124087591241
EURUSD,,1,2,CHF,CHF,31,411,0.07542579075425791
EURUSD,,1,2,JPY,USD,14,411,0.0340632603406326
EURUSD,,1,2,USD,GBP,12,411,0.029197080291970802
EURUSD,,1,2,GBP,USD,12,411,0.029197080291970802
EURUSD,,1,2,CHF,JPY,11,411,0.0267639902676399
EURUSD,,1,2,USD,JPY,11,411,0.0267639902676399
EURUSD,,1,2,GBP,CHF,11,411,0.0267639902676399
EURUSD,,1,2,JPY,CHF,11,411,0.0267639902676399
EURUSD,,1,2,JPY,EUR,10,411,0.024330900243309004
EURUSD,,1,2,EUR,JPY,10,411,0.024330900243309004
EURUSD,,1,2,EUR,GBP,10,411,0.024330900243309004
EURUSD,,1,2,EUR,USD,10,411,0.024330900243309004
EURUSD,,1,2,GBP,JPY,10,411,0.024330900243309004
EURUSD,,1,2,JPY,GBP,10,411,0.024330900243309004
EURUSD,,1,2,USD,EUR,9,411,0.021897810218978103
EURUSD,,1,2,GBP,EUR,8,411,0.019464720194647202
EURUSD,,1,2,CHF,USD,8,411,0.019464720194647202
EURUSD,,1,2,USD,CHF,8,411,0.019464720194647202
EURUSD,,1,2,CHF,EUR,6,411,0.014598540145985401
EURUSD,,1,2,CHF,GBP,5,411,0.012165450121654502
EURUSD,,1,2,EUR,CHF,4,411,0.009732360097323601
GBP,ACCUMULATION,1,2,USD,USD,62,374,0.1657754010695187
GBP,ACCUMULATION,1,2,CHF,CHF,50,374,0.13368983957219252
GBP,ACCUMULATION,1,2,GBP,GBP,48,374,0.12834224598930483
GBP,ACCUMULATION,1,2,JPY,JPY,39,374,0.10427807486631016
GBP,ACCUMULATION,1,2,USD,JPY,13,374,0.034759358288770054
GBP,ACCUMULATION,1,2,EUR,EUR,12,374,0.03208556149732621
GBP,ACCUMULATION,1,2,USD,CHF,12,374,0.03208556149732621
GBP,ACCUMULATION,1,2,USD,GBP,11,374,0.029411764705882353
GBP,ACCUMULATION,1,2,CHF,JPY,11,374,0.029411764705882353
GBP,ACCUMULATION,1,2,GBP,JPY,10,374,0.026737967914438502
GBP,ACCUMULATION,1,2,CHF,USD,10,374,0.026737967914438502
GBP,ACCUMULATION,1,2,GBP,CHF,10,374,0.026737967914438502
GBP,ACCUMULATION,1,2,EUR,JPY,9,374,0.02406417112299465
GBP,ACCUMULATION,1,2,GBP,EUR,8,374,0.0213903743315508
GBP,ACCUMULATION,1,2,JPY,CHF,8,374,0.0213903743315508
GBP,ACCUMULATION,1,2,CHF,GBP,8,374,0.0213903743315508
GBP,ACCUMULATION,1,2,EUR,USD,7,374,0.01871657754010695
GBP,ACCUMULATION,1,2,USD,EUR,7,374,0.01871657754010695
GBP,ACCUMULATION,1,2,GBP,USD,7,374,0.01871657754010695
GBP,ACCUMULATION,1,2,CHF,EUR,6,374,0.016042780748663103
GBP,ACCUMULATION,1,2,EUR,CHF,6,374,0.016042780748663103
GBP,ACCUMULATION,1,2,JPY,USD,6,374,0.016042780748663103
GBP,ACCUMULATION,1,2,JPY,EUR,6,374,0.016042780748663103
GBP,ACCUMULATION,1,2,EUR,GBP,4,374,0.0106951871657754
GBP,ACCUMULATION,1,2,JPY,GBP,4,374,0.0106951871657754
GBP,LIQUIDATION,1,2,GBP,GBP,86,475,0.18105263157894738
GBP,LIQUIDATION,1,2,USD,USD,75,475,0.15789473684210525
GBP,LIQUIDATION,1,2,JPY,JPY,59,475,0.12421052631578948
GBP,LIQUIDATION,1,2,CHF,CHF,37,475,0.07789473684210527
GBP,LIQUIDATION,1,2,EUR,EUR,31,475,0.06526315789473684
GBP,LIQUIDATION,1,2,GBP,USD,16,475,0.03368421052631579
GBP,LIQUIDATION,1,2,USD,JPY,15,475,0.031578947368421054
GBP,LIQUIDATION,1,2,USD,GBP,14,475,0.029473684210526315
GBP,LIQUIDATION,1,2,JPY,USD,13,475,0.02736842105263158
GBP,LIQUIDATION,1,2,CHF,JPY,11,475,0.023157894736842106
GBP,LIQUIDATION,1,2,GBP,JPY,10,475,0.021052631578947368
GBP,LIQUIDATION,1,2,JPY,EUR,10,475,0.021052631578947368
GBP,LIQUIDATION,1,2,JPY,GBP,9,475,0.018947368421052633
GBP,LIQUIDATION,1,2,CHF,GBP,9,475,0.018947368421052633
GBP,LIQUIDATION,1,2,EUR,JPY,9,475,0.018947368421052633
GBP,LIQUIDATION,1,2,GBP,EUR,9,475,0.018947368421052633
GBP,LIQUIDATION,1,2,GBP,CHF,9,475,0.018947368421052633
GBP,LIQUIDATION,1,2,JPY,CHF,8,475,0.016842105263157894
GBP,LIQUIDATION,1,2,EUR,GBP,8,475,0.016842105263157894
GBP,LIQUIDATION,1,2,CHF,EUR,7,475,0.014736842105263158
GBP,LIQUIDATION,1,2,CHF,USD,7,475,0.014736842105263158
GBP,LIQUIDATION,1,2,USD,EUR,7,475,0.014736842105263158
GBP,LIQUIDATION,1,2,USD,CHF,7,475,0.014736842105263158
GBP,LIQUIDATION,1,2,EUR,USD,5,475,0.010526315789473684
GBP,LIQUIDATION,1,2,EUR,CHF,4,475,0.008421052631578947
GBPCHF,,1,2,GBP,GBP,29,150,0.19333333333333333
GBPCHF,,1,2,JPY,JPY,18,150,0.12
GBPCHF,,1,2,USD,USD,15,150,0.1
GBPCHF,,1,2,EUR,EUR,9,150,0.06
GBPCHF,,1,2,JPY,GBP,9,150,0.06
GBPCHF,,1,2,GBP,USD,9,150,0.06
GBPCHF,,1,2,CHF,CHF,8,150,0.05333333333333334
GBPCHF,,1,2,CHF,GBP,6,150,0.04
GBPCHF,,1,2,USD,GBP,6,150,0.04
GBPCHF,,1,2,CHF,JPY,4,150,0.02666666666666667
GBPCHF,,1,2,USD,JPY,4,150,0.02666666666666667
GBPCHF,,1,2,JPY,USD,4,150,0.02666666666666667
GBPCHF,,1,2,EUR,GBP,4,150,0.02666666666666667
GBPCHF,,1,2,CHF,EUR,3,150,0.02
GBPCHF,,1,2,EUR,CHF,3,150,0.02
GBPCHF,,1,2,CHF,USD,3,150,0.02
GBPCHF,,1,2,EUR,JPY,3,150,0.02
GBPCHF,,1,2,GBP,EUR,3,150,0.02
GBPCHF,,1,2,JPY,EUR,3,150,0.02
GBPCHF,,1,2,USD,CHF,3,150,0.02
GBPCHF,,1,2,JPY,CHF,2,150,0.013333333333333334
GBPCHF,,1,2,GBP,JPY,2,150,0.013333333333333334
GBPJPY,,1,2,USD,USD,22,151,0.1456953642384106
GBPJPY,,1,2,JPY,JPY,22,151,0.1456953642384106
GBPJPY,,1,2,CHF,CHF,12,151,0.07947019867549669
GBPJPY,,1,2,GBP,GBP,11,151,0.0728476821192053
GBPJPY,,1,2,EUR,EUR,8,151,0.052980132450331126
GBPJPY,,1,2,CHF,GBP,7,151,0.046357615894039736
GBPJPY,,1,2,JPY,EUR,6,151,0.039735099337748346
GBPJPY,,1,2,USD,GBP,6,151,0.039735099337748346
GBPJPY,,1,2,CHF,USD,5,151,0.033112582781456956
GBPJPY,,1,2,JPY,USD,5,151,0.033112582781456956
GBPJPY,,1,2,JPY,GBP,5,151,0.033112582781456956
GBPJPY,,1,2,GBP,EUR,4,151,0.026490066225165563
GBPJPY,,1,2,GBP,USD,4,151,0.026490066225165563
GBPJPY,,1,2,CHF,JPY,4,151,0.026490066225165563
GBPJPY,,1,2,GBP,JPY,3,151,0.019867549668874173
GBPJPY,,1,2,GBP,CHF,3,151,0.019867549668874173
GBPJPY,,1,2,EUR,JPY,3,151,0.019867549668874173
GBPJPY,,1,2,JPY,CHF,3,151,0.019867549668874173
GBPJPY,,1,2,USD,CHF,3,151,0.019867549668874173
GBPJPY,,1,2,USD,EUR,3,151,0.019867549668874173
GBPJPY,,1,2,EUR,USD,3,151,0.019867549668874173
GBPJPY,,1,2,USD,JPY,3,151,0.019867549668874173
GBPJPY,,1,2,EUR,GBP,2,151,0.013245033112582781
GBPJPY,,1,2,CHF,EUR,2,151,0.013245033112582781
GBPJPY,,1,2,EUR,CHF,2,151,0.013245033112582781
GBPUSD,,1,2,USD,USD,72,473,0.1522198731501057
GBPUSD,,1,2,GBP,GBP,61,473,0.12896405919661733
GBPUSD,,1,2,JPY,JPY,52,473,0.10993657505285412
GBPUSD,,1,2,EUR,EUR,38,473,0.080338266384778
GBPUSD,,1,2,CHF,CHF,35,473,0.07399577167019028
GBPUSD,,1,2,GBP,USD,20,473,0.042283298097251586
GBPUSD,,1,2,EUR,USD,15,473,0.03171247357293869
GBPUSD,,1,2,JPY,USD,15,473,0.03171247357293869
GBPUSD,,1,2,EUR,CHF,13,473,0.02748414376321353
GBPUSD,,1,2,USD,GBP,13,473,0.02748414376321353
GBPUSD,,1,2,USD,JPY,13,473,0.02748414376321353
GBPUSD,,1,2,GBP,JPY,12,473,0.02536997885835095
GBPUSD,,1,2,JPY,CHF,12,473,0.02536997885835095
GBPUSD,,1,2,CHF,USD,12,473,0.02536997885835095
GBPUSD,,1,2,CHF,GBP,11,473,0.023255813953488372
GBPUSD,,1,2,JPY,GBP,11,473,0.023255813953488372
GBPUSD,,1,2,EUR,GBP,10,473,0.021141649048625793
GBPUSD,,1,2,GBP,CHF,10,473,0.021141649048625793
GBPUSD,,1,2,USD,CHF,9,473,0.019027484143763214
GBPUSD,,1,2,GBP,EUR,9,473,0.019027484143763214
GBPUSD,,1,2,CHF,JPY,8,473,0.016913319238900635
GBPUSD,,1,2,USD,EUR,8,473,0.016913319238900635
GBPUSD,,1,2,EUR,JPY,8,473,0.016913319238900635
GBPUSD,,1,2,CHF,EUR,3,473,0.006342494714587738
GBPUSD,,1,2,JPY,EUR,3,473,0.006342494714587738
JPY,ACCUMULATION,1,2,JPY,JPY,83,472,0.17584745762711865
JPY,ACCUMULATION,1,2,USD,USD,68,472,0.1440677966101695
JPY,ACCUMULATION,1,2,GBP,GBP,65,472,0.13771186440677965
JPY,ACCUMULATION,1,2,CHF,CHF,37,472,0.07838983050847458
JPY,ACCUMULATION,1,2,EUR,EUR,34,472,0.07203389830508475
JPY,ACCUMULATION,1,2,USD,GBP,19,472,0.04025423728813559
JPY,ACCUMULATION,1,2,USD,JPY,15,472,0.03177966101694915
JPY,ACCUMULATION,1,2,JPY,EUR,15,472,0.03177966101694915
JPY,ACCUMULATION,1,2,JPY,GBP,14,472,0.029661016949152543
JPY,ACCUMULATION,1,2,USD,EUR,13,472,0.02754237288135593
JPY,ACCUMULATION,1,2,GBP,USD,12,472,0.025423728813559324
JPY,ACCUMULATION,1,2,EUR,JPY,11,472,0.023305084745762712
JPY,ACCUMULATION,1,2,CHF,GBP,9,472,0.019067796610169493
JPY,ACCUMULATION,1,2,EUR,GBP,9,472,0.019067796610169493
JPY,ACCUMULATION,1,2,EUR,USD,8,472,0.01694915254237288
JPY,ACCUMULATION,1,2,CHF,USD,8,472,0.01694915254237288
JPY,ACCUMULATION,1,2,CHF,EUR,8,472,0.01694915254237288
JPY,ACCUMULATION,1,2,USD,CHF,7,472,0.014830508474576272
JPY,ACCUMULATION,1,2,CHF,JPY,7,472,0.014830508474576272
JPY,ACCUMULATION,1,2,JPY,CHF,7,472,0.014830508474576272
JPY,ACCUMULATION,1,2,GBP,JPY,7,472,0.014830508474576272
JPY,ACCUMULATION,1,2,GBP,CHF,5,472,0.01059322033898305
JPY,ACCUMULATION,1,2,EUR,CHF,4,472,0.00847457627118644
JPY,ACCUMULATION,1,2,GBP,EUR,4,472,0.00847457627118644
JPY,ACCUMULATION,1,2,JPY,USD,3,472,0.006355932203389831
JPY,LIQUIDATION,1,2,USD,USD,67,405,0.1654320987654321
JPY,LIQUIDATION,1,2,JPY,JPY,61,405,0.1506172839506173
JPY,LIQUIDATION,1,2,GBP,GBP,48,405,0.11851851851851852
JPY,LIQUIDATION,1,2,CHF,CHF,37,405,0.09135802469135802
JPY,LIQUIDATION,1,2,USD,CHF,19,405,0.04691358024691358
JPY,LIQUIDATION,1,2,GBP,USD,17,405,0.04197530864197531
JPY,LIQUIDATION,1,2,CHF,GBP,16,405,0.03950617283950617
JPY,LIQUIDATION,1,2,EUR,EUR,14,405,0.0345679012345679
JPY,LIQUIDATION,1,2,JPY,GBP,12,405,0.02962962962962963
JPY,LIQUIDATION,1,2,USD,JPY,11,405,0.027160493827160494
JPY,LIQUIDATION,1,2,JPY,CHF,11,405,0.027160493827160494
JPY,LIQUIDATION,1,2,GBP,JPY,11,405,0.027160493827160494
JPY,LIQUIDATION,1,2,GBP,EUR,9,405,0.022222222222222223
JPY,LIQUIDATION,1,2,CHF,JPY,9,405,0.022222222222222223
JPY,LIQUIDATION,1,2,CHF,USD,7,405,0.01728395061728395
JPY,LIQUIDATION,1,2,JPY,EUR,7,405,0.01728395061728395
JPY,LIQUIDATION,1,2,EUR,JPY,7,405,0.01728395061728395
JPY,LIQUIDATION,1,2,GBP,CHF,6,405,0.014814814814814815
JPY,LIQUIDATION,1,2,EUR,GBP,6,405,0.014814814814814815
JPY,LIQUIDATION,1,2,EUR,CHF,6,405,0.014814814814814815
JPY,LIQUIDATION,1,2,EUR,USD,6,405,0.014814814814814815
JPY,LIQUIDATION,1,2,USD,GBP,5,405,0.012345679012345678
JPY,LIQUIDATION,1,2,JPY,USD,5,405,0.012345679012345678
JPY,LIQUIDATION,1,2,USD,EUR,5,405,0.012345679012345678
JPY,LIQUIDATION,1,2,CHF,EUR,3,405,0.007407407407407408
USD,ACCUMULATION,1,2,USD,USD,67,374,0.17914438502673796
USD,ACCUMULATION,1,2,JPY,JPY,44,374,0.11764705882352941
USD,ACCUMULATION,1,2,GBP,GBP,42,374,0.11229946524064172
USD,ACCUMULATION,1,2,CHF,CHF,35,374,0.09358288770053476
USD,ACCUMULATION,1,2,EUR,EUR,20,374,0.053475935828877004
USD,ACCUMULATION,1,2,GBP,USD,19,374,0.05080213903743316
