lens,object,condition,n,median_resid,iqr_resid,median_ret
sector,bnb-chain-ecosystem,BTC_DOWN_VOL_LOW,20219,0.004115027843080266,0.03500185710418563,-0.004488790558505429
sector,bnb-chain-ecosystem,BTC_DOWN_VOL_HIGH,83814,-0.000679262606862685,0.04434007561174835,-0.01322863946257169
sector,mineable,BTC_UP_VOL_LOW,79228,0.0026143433250644943,0.07879965317156992,0.01123821426919791
sector,mineable,BTC_UP_VOL_HIGH,13331,0.00224249098584256,0.0492505716023271,0.013367046523295678
sector,mineable,BTC_DOWN_VOL_LOW,74908,-0.000723336597779789,0.07471010442745128,-0.014903667649648233
sector,mineable,BTC_DOWN_VOL_HIGH,13005,-0.0010883698204529058,0.04977451484286577,-0.017837625340900942
sector,solana-ecosystem,BTC_UP_VOL_LOW,18445,-0.0003922016193019795,0.04248432139297886,0.0016403046280024647
sector,solana-ecosystem,BTC_UP_VOL_HIGH,68751,0.0018643365595929495,0.0498883483261294,0.007601106057533502
sector,solana-ecosystem,BTC_DOWN_VOL_LOW,18968,0.0007500098678171474,0.04373228644860744,-0.008991230619984636
sector,solana-ecosystem,BTC_DOWN_VOL_HIGH,71253,-0.005403259642884295,0.052391585796805556,-0.01903071095440878
sector,gaming,BTC_UP_VOL_LOW,24547,-1.362270350857564e-05,0.043251035648281866,0.0045452334854105825
sector,gaming,BTC_UP_VOL_HIGH,51853,0.0009201821299216761,0.0499988875173914,0.009141950373293128
sector,gaming,BTC_DOWN_VOL_LOW,25510,-0.000750639195717856,0.04257596140535441,-0.012861179650636212
sector,gaming,BTC_DOWN_VOL_HIGH,52875,-0.005362191121458415,0.05027849697903686,-0.02168819347595574
sector,bnb-chain,BTC_UP_VOL_LOW,42394,-4.4984151149229934e-05,0.04148097947292609,0.005340662703935739
sector,bnb-chain,BTC_UP_VOL_HIGH,33006,0.001896029072023353,0.04110905439381424,0.011265593843522437
sector,bnb-chain,BTC_DOWN_VOL_LOW,45070,0.00030549479878339003,0.0418044183421995,-0.010829470037288291
sector,bnb-chain,BTC_DOWN_VOL_HIGH,33572,-0.002198973648475433,0.042201798878295255,-0.016492007833211586
