edge_A,edge_B,w_A_pct,w_B_pct,f_total_pct,n_paths,exp_cagr,median_cagr,max_dd_p50,max_dd_p95,P_dd_ge_10,P_dd_ge_20,P_dd_ge_30,P_dd_ge_40,P_dd_ge_50,P_technical_ruin
0.75,0.75,0,100,2.0,5000,0.582896509651121,0.5589396940202933,0.24796262234923644,0.40168910562902355,0.28092539325842697,0.07746808988764045,0.018323595505617976,0.0032435955056179773,0.00040898876404494384,0.0
0.75,0.75,30,70,0.5,5000,0.14206486494033835,0.14157887789825518,0.039004636430758424,0.06379009969773762,2.1797752808988763e-05,0.0,0.0,0.0,0.0,0.0
0.75,0.75,30,70,1.0,5000,0.30239887002561716,0.29994860397693623,0.07704168677499718,0.12473142976022504,0.005799550561797753,1.5730337078651687e-05,0.0,0.0,0.0,0.0
0.75,0.75,30,70,2.0,5000,0.6863289269076357,0.6727333491026348,0.1501285339283247,0.23716783146290038,0.07585438202247191,0.004819775280898876,0.00016831460674157303,8.314606741573034e-06,0.0,0.0
0.75,0.75,50,50,0.5,5000,0.1528315047357962,0.15242440264800372,0.03289027453088507,0.05444674772678306,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.75,50,50,1.0,5000,0.3271985412938212,0.3250766331852961,0.06508694931953818,0.10668961655533339,0.0019433707865168539,0.0,0.0,0.0,0.0,0.0
0.75,0.75,50,50,2.0,5000,0.7518432703123359,0.7405123165267206,0.12725334527111065,0.20415565218802723,0.03982584269662921,0.0015406741573033708,4.719101123595506e-06,0.0,0.0,0.0
0.75,0.75,70,30,0.5,5000,0.16346085958167528,0.16330535938929114,0.03710701707610835,0.0626605209115661,2.247191011235955e-06,0.0,0.0,0.0,0.0,0.0
0.75,0.75,70,30,1.0,5000,0.3513629167032478,0.34982553379029824,0.0733207726009181,0.12224139599434025,0.004389438202247191,0.0,0.0,0.0,0.0,0.0
0.75,0.75,70,30,2.0,5000,0.8139697586543104,0.8037155559672304,0.14295716780149698,0.23303019120716031,0.062372808988764045,0.003661123595505618,7.797752808988764e-05,0.0,0.0,0.0
0.75,0.75,100,0,0.5,5000,0.17913516725434533,0.17891983987045035,0.05233618282195803,0.08777101705473936,0.0005820224719101124,0.0,0.0,0.0,0.0,0.0
0.75,0.75,100,0,1.0,5000,0.38630603827600624,0.3838364852265068,0.10288628311711537,0.1700500322812183,0.024094831460674156,0.00041932584269662923,2.247191011235955e-07,0.0,0.0,0.0
0.75,0.75,100,0,2.0,5000,0.8996483680124385,0.8815549662024477,0.1988214643125401,0.31876856627624806,0.14004292134831461,0.02222808988764045,0.002558202247191011,0.00017977528089887642,4.49438202247191e-06,0.0
0.5,1.0,0,100,0.5,5000,0.2773100471414888,0.2753986953350569,0.053643672188142796,0.08812606374029436,0.0004447191011235955,0.0,0.0,0.0,0.0,0.0
0.5,1.0,0,100,1.0,5000,0.6257565022124892,0.6171105840703612,0.10518541666542403,0.1697124213239497,0.020855056179775282,0.0003110112359550562,1.348314606741573e-06,0.0,0.0,0.0
0.5,1.0,0,100,2.0,5000,1.6062977248909793,1.5508098660174643,0.20234951346833824,0.3147843325784179,0.14219393258426966,0.018587865168539327,0.0018840449438202247,0.00014674157303370787,7.865168539325843e-06,0.0
0.5,1.0,30,70,0.5,5000,0.199918155994994,0.19877548337201256,0.03774632129622518,0.060508500425235576,8.98876404494382e-06,0.0,0.0,0.0,0.0,0.0
0.5,1.0,30,70,1.0,5000,0.4370801125570023,0.4325500801899175,0.07453614446626888,0.11810268610925408,0.003335955056179775,5.617977528089888e-06,0.0,0.0,0.0,0.0
0.5,1.0,30,70,2.0,5000,1.0497207031339495,1.025780827433568,0.14539852105926354,0.2256127966719413,0.05738516853932584,0.002711685393258427,7.078651685393259e-05,0.0,0.0,0.0
0.5,1.0,50,50,0.5,5000,0.15063732208435152,0.14995203056119377,0.03552095301963813,0.059537231886650076,0.0,0.0,0.0,0.0,0.0,0.0
0.5,1.0,50,50,1.0,5000,0.3222094267033344,0.31942500043497624,0.07013774162820903,0.11626716301614076,0.0037435955056179773,0.0,0.0,0.0,0.0,0.0
0.5,1.0,50,50,2.0,5000,0.7390080537258645,0.7246095715248617,0.13677896726849093,0.22143694125044533,0.05424539325842696,0.0030240449438202247,3.595505617977528e-05,0.0,0.0,0.0
0.5,1.0,70,30,0.5,5000,0.1031427212215322,0.10299272911473312,0.04321052886315549,0.07768033399479038,0.0002348314606741573,0.0,0.0,0.0,0.0,0.0
0.5,1.0,70,30,1.0,5000,0.215475658019838,0.21415702067213538,0.0851686684160485,0.1502413026733171,0.018055730337078652,0.00013640449438202248,0.0,0.0,0.0,0.0
0.5,1.0,70,30,2.0,5000,0.4703585947636695,0.4623755207121618,0.16537472584474006,0.2812671906005596,0.12177168539325843,0.015963370786516853,0.0014667415730337079,2.6741573033707864e-05,0.0,0.0
0.5,1.0,100,0,0.5,5000,0.03513184897391904,0.03530220975140308,0.07814245273817332,0.1514271756834477,0.041198202247191014,0.0005305617977528089,0.0,0.0,0.0,0.0
0.5,1.0,100,0,1.0,5000,0.06957695840755959,0.06865865562684936,0.1520828560428787,0.28362725699427027,0.21019752808988765,0.036461123595505615,0.004102921348314607,0.00010471910112359551,0.0,0.0
0.5,1.0,100,0,2.0,5000,0.13578063512289212,0.12867700798274873,0.28745275543143745,0.49983400078229634,0.44438134831460674,0.20740157303370788,0.08112876404494382,0.02612741573033708,0.006302921348314607,0.0
1.0,0.5,0,100,0.5,5000,-0.00815664482621723,-0.008755041322966173,0.12025082507737689,0.22554877280965308,0.18400067415730337,0.014131011235955056,0.00044719101123595503,0.0,0.0,0.0
1.0,0.5,0,100,1.0,5000,-0.017807747756994428,-0.020310645187362752,0.2290410753564891,0.4049555155101329,0.45979752808988766,0.17104314606741572,0.04409370786516854,0.006746067415730337,0.0006177528089887641,0.0
1.0,0.5,0,100,2.0,5000,-0.04145166067218236,-0.05154591919330842,0.41572964003849644,0.6562649716346316,0.6858033707865169,0.4563334831460674,0.2707089887640449,0.13849191011235956,0.05603101123595505,0.0
1.0,0.5,30,70,0.5,5000,0.0868871434300526,0.0866582242539875,0.04286658649298361,0.0732014047788043,0.00022314606741573033,0.0,0.0,0.0,0.0,0.0
1.0,0.5,30,70,1.0,5000,0.17985049413297333,0.17839066370286127,0.08457546212841291,0.14241048514283233,0.016450112359550562,0.0001496629213483146,0.0,0.0,0.0,0.0
1.0,0.5,30,70,2.0,5000,0.385107688364567,0.37697275272546715,0.16426373205972727,0.2683849643453396,0.1322876404494382,0.014592808988764045,0.0010840449438202248,4.808988764044944e-05,0.0,0.0
1.0,0.5,50,50,0.5,5000,0.1549207055049481,0.15463359356452566,0.03210778469083922,0.051962474904654894,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5,50,50,1.0,5000,0.331707113370797,0.32989261281281157,0.06362346924464196,0.10188576408876918,0.0012696629213483147,0.0,0.0,0.0,0.0,0.0
1.0,0.5,50,50,2.0,5000,0.7621720030161518,0.7514758493488838,0.12443236751907,0.19547130402558444,0.03426314606741573,0.0009889887640449437,1.5730337078651686e-06,0.0,0.0,0.0
1.0,0.5,70,30,0.5,5000,0.22692757501994293,0.22658695769714088,0.034445947670569514,0.05457031483976187,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5,70,30,1.0,5000,0.5017178541468621,0.4992546588421717,0.06815878540289089,0.10718391775104091,0.0012101123595505618,0.0,0.0,0.0,0.0,0.0
1.0,0.5,70,30,2.0,5000,1.2336601744991766,1.216438934462228,0.13316409370688198,0.20548959695814137,0.03639887640449438,0.000949438202247191,1.5730337078651686e-06,0.0,0.0,0.0
1.0,0.5,100,0,0.5,5000,0.34285853477837075,0.34231889704686014,0.044057986320094306,0.06859259472525905,4.044943820224719e-06,0.0,0.0,0.0,0.0,0.0
1.0,0.5,100,0,1.0,5000,0.7951783095419758,0.7903631134381214,0.0869553446544653,0.13395309360567642,0.004179775280898876,3.3707865168539327e-06,0.0,0.0,0.0,0.0
1.0,0.5,100,0,2.0,5000,2.1659650751631103,2.1255331963946587,0.16929691046496226,0.2551764022448158,0.06448741573033707,0.0035943820224719103,9.078651685393259e-05,2.247191011235955e-07,0.0,0.0
0.5,0.75,0,100,0.5,5000,0.1256698872806938,0.12466694063380679,0.06669683950048558,0.11623626433301469,0.0069276404494382025,2.7415730337078653e-05,0.0,0.0,0.0,0.0
0.5,0.75,0,100,1.0,5000,0.26412189004992076,0.2594516884818656,0.1303070638374506,0.221419254149582,0.08146629213483146,0.005708089887640449,0.00023438202247191012,6.067415730337078e-06,0.0,0.0
0.5,0.75,0,100,2.0,5000,0.582896509651121,0.5589396940202933,0.24796262234923644,0.40168910562902355,0.28092539325842697,0.07746808988764045,0.018323595505617976,0.0032435955056179773,0.00040898876404494384,0.0
0.5,0.75,30,70,0.5,5000,0.09818301116048234,0.09742643725901878,0.04673000082937145,0.08071617032217039,0.0004835955056179775,0.0,0.0,0.0,0.0,0.0
0.5,0.75,30,70,1.0,5000,0.2043951169842829,0.20160200980802256,0.0919718923458995,0.15637008247309772,0.024036629213483145,0.0003346067415730337,0.0,0.0,0.0,0.0
0.5,0.75,30,70,2.0,5000,0.4428424111030041,0.43013229887682636,0.17807471730913257,0.29287326818093573,0.1552143820224719,0.021472134831460675,0.0021712359550561796,0.00014247191011235955,4.49438202247191e-07,0.0
0.5,0.75,50,50,0.5,5000,0.08000950802369507,0.07957148144122284,0.0429093312869806,0.07585261269605162,0.0002984269662921348,0.0,0.0,0.0,0.0,0.0
0.5,0.75,50,50,1.0,5000,0.16519227479103543,0.16331842228603521,0.08452084986377248,0.14716039812332574,0.020303370786516853,0.00016224719101123596,0.0,0.0,0.0,0.0
0.5,0.75,50,50,2.0,5000,0.3519651896540457,0.34317540012351877,0.16418249399734744,0.2765630443679628,0.1362341573033708,0.017779775280898875,0.0015224719101123595,2.404494382022472e-05,0.0,0.0
0.5,0.75,70,30,0.5,5000,0.06196129244766103,0.06180072397852476,0.04978480829130376,0.09181832193572094,0.002179550561797753,0.0,0.0,0.0,0.0,0.0
0.5,0.75,70,30,1.0,5000,0.1265206182153616,0.12530790140585646,0.0979958917276939,0.17710223690994747,0.047614157303370784,0.0015260674157303372,2.9213483146067416e-06,0.0,0.0,0.0
0.5,0.75,70,30,2.0,5000,0.26346390239713097,0.2569123653112997,0.18911128773319927,0.32931896363972585,0.20661213483146068,0.04398943820224719,0.00727438202247191,0.0006285393258426966,1.393258426966292e-05,0.0
0.5,0.75,100,0,0.5,5000,0.03513184897391904,0.03530220975140308,0.07814245273817332,0.1514271756834477,0.041198202247191014,0.0005305617977528089,0.0,0.0,0.0,0.0
0.5,0.75,100,0,1.0,5000,0.06957695840755959,0.06865865562684936,0.1520828560428787,0.28362725699427027,0.21019752808988765,0.036461123595505615,0.004102921348314607,0.00010471910112359551,0.0,0.0
0.5,0.75,100,0,2.0,5000,0.13578063512289212,0.12867700798274873,0.28745275543143745,0.49983400078229634,0.44438134831460674,0.20740157303370788,0.08112876404494382,0.02612741573033708,0.006302921348314607,0.0
0.75,0.5,0,100,0.5,5000,-0.00815664482621723,-0.008755041322966173,0.12025082507737689,0.22554877280965308,0.18400067415730337,0.014131011235955056,0.00044719101123595503,0.0,0.0,0.0
0.75,0.5,0,100,1.0,5000,-0.017807747756994428,-0.020310645187362752,0.2290410753564891,0.4049555155101329,0.45979752808988766,0.17104314606741572,0.04409370786516854,0.006746067415730337,0.0006177528089887641,0.0
0.75,0.5,0,100,2.0,5000,-0.04145166067218236,-0.05154591919330842,0.41572964003849644,0.6562649716346316,0.6858033707865169,0.4563334831460674,0.2707089887640449,0.13849191011235956,0.05603101123595505,0.0
0.75,0.5,30,70,0.5,5000,0.045142205988844324,0.04483434926774277,0.05461306899240263,0.10016679811433195,0.004771011235955056,0.0,0.0,0.0,0.0,0.0
0.75,0.5,30,70,1.0,5000,0.09113807000988874,0.08965148612555329,0.1071134700120272,0.1921571007916012,0.07669415730337079,0.003777752808988764,7.617977528089888e-05,0.0,0.0,0.0
0.75,0.5,30,70,2.0,5000,0.1854130686225665,0.17856480742917458,0.2064866832033992,0.35442876260477674,0.2815734831460674,0.0717485393258427,0.014025393258426966,0.002035955056179775,0.00011977528089887641,0.0
0.75,0.5,50,50,0.5,5000,0.0820236888225638,0.08163819655594773,0.03999853766795106,0.07004066408067905,9.438202247191011e-05,0.0,0.0,0.0,0.0,0.0
0.75,0.5,50,50,1.0,5000,0.16939443408981678,0.16780031290071196,0.07891324858875007,0.1363071015400347,0.013227191011235956,4.1123595505617975e-05,0.0,0.0,0.0,0.0
0.75,0.5,50,50,2.0,5000,0.36105123386405413,0.353269495747664,0.15381382543153685,0.2571737338540909,0.11216606741573033,0.011421123595505619,0.0007692134831460675,7.640449438202247e-06,0.0,0.0
0.75,0.5,70,30,0.5,5000,0.1200140094905128,0.11967419627326292,0.04090352053446032,0.07023703968239976,5.573033707865168e-05,0.0,0.0,0.0,0.0,0.0
0.75,0.5,70,30,1.0,5000,0.2524018981623127,0.2507059574061725,0.08067999781051957,0.13667475156225967,0.010641797752808988,3.415730337078652e-05,0.0,0.0,0.0,0.0
0.75,0.5,70,30,2.0,5000,0.5584235693136842,0.5494786550793316,0.15702338108789174,0.2586419999728464,0.09739910112359551,0.009237977528089887,0.0004797752808988764,1.4157303370786517e-05,0.0,0.0
0.75,0.5,100,0,0.5,5000,0.17913516725434533,0.17891983987045035,0.05233618282195803,0.08777101705473936,0.0005820224719101124,0.0,0.0,0.0,0.0,0.0
0.75,0.5,100,0,1.0,5000,0.38630603827600624,0.3838364852265068,0.10288628311711537,0.1700500322812183,0.024094831460674156,0.00041932584269662923,2.247191011235955e-07,0.0,0.0,0.0
0.75,0.5,100,0,2.0,5000,0.8996483680124385,0.8815549662024477,0.1988214643125401,0.31876856627624806,0.14004292134831461,0.02222808988764045,0.002558202247191011,0.00017977528089887642,4.49438202247191e-06,0.0
0.5,0.5,0,100,0.5,5000,-0.00815664482621723,-0.008755041322966173,0.12025082507737689,0.22554877280965308,0.18400067415730337,0.014131011235955056,0.00044719101123595503,0.0,0.0,0.0
0.5,0.5,0,100,1.0,5000,-0.017807747756994428,-0.020310645187362752,0.2290410753564891,0.4049555155101329,0.45979752808988766,0.17104314606741572,0.04409370786516854,0.006746067415730337,0.0006177528089887641,0.0
0.5,0.5,0,100,2.0,5000,-0.04145166067218236,-0.05154591919330842,0.41572964003849644,0.6562649716346316,0.6858033707865169,0.4563334831460674,0.2707089887640449,0.13849191011235956,0.05603101123595505,0.0
0.5,0.5,30,70,0.5,5000,0.004979289393847045,0.004704133006196098,0.079341690833564,0.15129775140740204,0.052410786516853936,0.0006478651685393258,0.0,0.0,0.0,0.0
0.5,0.5,30,70,1.0,5000,0.009010794381241116,0.0076066135056194195,0.15390647086949488,0.2824241548325493,0.2640422471910112,0.044793033707865165,0.003999101123595506,0.00011752808988764045,0.0,0.0
0.5,0.5,30,70,2.0,5000,0.014170617289579994,0.008132760465209499,0.2901555757236296,0.49305318927400194,0.5287595505617978,0.25542337078651683,0.09999730337078652,0.029168314606741574,0.005522022471910112,0.0
0.5,0.5,50,50,0.5,5000,0.013668304785969249,0.013373322352353778,0.06378472143668752,0.12393234538694675,0.020248764044943822,1.2808988764044944e-05,0.0,0.0,0.0,0.0
0.5,0.5,50,50,1.0,5000,0.026625844355212622,0.025411934697557537,0.1247259308574733,0.23427624592136267,0.16569101123595506,0.016538202247191013,0.0007150561797752809,0.0,0.0,0.0
0.5,0.5,50,50,2.0,5000,0.05027484509454949,0.04530396396386316,0.23781936911003804,0.42052669848602825,0.4158534831460674,0.15767887640449438,0.046033483146067415,0.00923191011235955,0.001055056179775281,0.0
0.5,0.5,70,30,0.5,5000,0.022299496627242742,0.022316835247433997,0.06224045977687899,0.12270146669329077,0.018268988764044945,8.764044943820224e-06,0.0,0.0,0.0,0.0
0.5,0.5,70,30,1.0,5000,0.04400371707471094,0.04334840429110176,0.12192359494212215,0.23314195618774944,0.14564314606741574,0.015054157303370787,0.0005121348314606742,0.0,0.0,0.0
0.5,0.5,70,30,2.0,5000,0.08538400076349992,0.0809714508906152,0.23335515690995584,0.42020178351843285,0.3789997752808989,0.13921280898876404,0.041280898876404494,0.00851752808988764,0.0009069662921348315,0.0
0.5,0.5,100,0,0.5,5000,0.03513184897391904,0.03530220975140308,0.07814245273817332,0.1514271756834477,0.041198202247191014,0.0005305617977528089,0.0,0.0,0.0,0.0
0.5,0.5,100,0,1.0,5000,0.06957695840755959,0.06865865562684936,0.1520828560428787,0.28362725699427027,0.21019752808988765,0.036461123595505615,0.004102921348314607,0.00010471910112359551,0.0,0.0
0.5,0.5,100,0,2.0,5000,0.13578063512289212,0.12867700798274873,0.28745275543143745,0.49983400078229634,0.44438134831460674,0.20740157303370788,0.08112876404494382,0.02612741573033708,0.006302921348314607,0.0
0.25,0.25,0,100,0.5,5000,-0.12624029750799096,-0.1263956755805528,0.3282733765610629,0.421656391434008,0.7153449438202247,0.4158579775280899,0.12980831460674158,0.008720674157303371,5.685393258426966e-05,0.0
0.25,0.25,0,100,1.0,5000,-0.23743869210837046,-0.2384641127092077,0.5515499729026629,0.6679750545316602,0.852683595505618,0.7017755056179775,0.5338316853932584,0.34130337078651685,0.15091595505617977,0.0
0.25,0.25,0,100,2.0,5000,-0.42126089329287497,-0.42516373013659164,0.8036609942765851,0.8930403367287683,0.9217238202247191,0.8471359550561798,0.7629453932584269,0.6666970786516854,0.5537896629213483,0.0
0.25,0.25,30,70,0.5,5000,-0.11576251897264114,-0.11604186887957901,0.3021456964504473,0.373895794165731,0.693550786516854,0.36192449438202245,0.06614134831460675,0.0006946067415730337,0.0,0.0
0.25,0.25,30,70,1.0,5000,-0.21867678871349722,-0.2196079651931822,0.5146647305512225,0.6096270155217232,0.8436298876404494,0.6778582022471911,0.49088786516853933,0.2778925842696629,0.08282921348314606,0.0
0.25,0.25,30,70,2.0,5000,-0.39127392969645336,-0.39404988126859725,0.7677225670305142,0.8501101298240749,0.918672808988764,0.8362712359550561,0.742492808988764,0.6361238202247191,0.5096730337078652,0.0
0.25,0.25,50,50,0.5,5000,-0.10880212704874836,-0.10904621030077244,0.285727738292469,0.35307389119298616,0.6732957303370787,0.31969842696629214,0.03813393258426966,5.910112359550562e-05,0.0,0.0
0.25,0.25,50,50,1.0,5000,-0.2062522475714722,-0.20707005587210753,0.4913758356991249,0.5828700758709806,0.8336148314606742,0.6559923595505618,0.4560638202247191,0.23249573033707865,0.05021640449438202,0.0
0.25,0.25,50,50,2.0,5000,-0.37151498598781707,-0.3740556275059965,0.7444452445229726,0.8284874240505636,0.9132952808988763,0.8257777528089888,0.7263955056179775,0.6112173033707865,0.4756984269662921,0.0
0.25,0.25,70,30,0.5,5000,-0.10186315627118234,-0.10176848125043175,0.26944288121796434,0.3451337493702195,0.6462662921348314,0.27368022471910114,0.02707370786516854,4.6067415730337076e-05,0.0,0.0
0.25,0.25,70,30,1.0,5000,-0.19390580015714357,-0.19415447279802228,0.46810466261194283,0.572831978102782,0.8185251685393259,0.6279206741573033,0.4145885393258427,0.1895094382022472,0.03597977528089888,0.0
