variant,w_A_pct,w_B_pct,f_total_pct,max_dd,terminal_equity
both_worst5_x1_50,70,30,2.0,0.1537414597016915,18.090760129816182
A_worst5_x2_00,70,30,0.5,0.04976324086915204,2.0530167595543003
A_worst5_x2_00,70,30,1.0,0.09794383912329988,4.158796665055541
A_worst5_x2_00,70,30,2.0,0.1896325794621894,16.390773287717437
B_worst5_x2_00,70,30,0.5,0.034057565299961075,2.147473202538703
B_worst5_x2_00,70,30,1.0,0.06742038516754685,4.559873893186637
B_worst5_x2_00,70,30,2.0,0.1320398702739777,19.881166332855663
both_worst5_x2_00,70,30,0.5,0.04976324086915201,1.979747692391899
both_worst5_x2_00,70,30,1.0,0.09794383912329942,3.8655063628091497
both_worst5_x2_00,70,30,2.0,0.1896325794621891,14.134394642370594
A_insert_worst_1,70,30,0.5,0.03405756529996125,2.198458428843972
A_insert_worst_1,70,30,1.0,0.06742038516754663,4.780319128542161
A_insert_worst_1,70,30,2.0,0.13203987027397757,21.875099571842338
B_insert_worst_1,70,30,0.5,0.034057565299961054,2.2158827612667347
B_insert_worst_1,70,30,1.0,0.06742038516754634,4.857088832855675
B_insert_worst_1,70,30,2.0,0.13203987027397793,22.596655212422757
A_p99_loss_cluster,70,30,0.5,0.06605175366303676,2.1161440017730833
A_p99_loss_cluster,70,30,1.0,0.12836619240116443,4.4274653608817065
A_p99_loss_cluster,70,30,2.0,0.24247886176902547,18.737542603394413
B_p99_loss_cluster,70,30,0.5,0.03405756529996139,2.1773498962197553
B_p99_loss_cluster,70,30,1.0,0.0674203851675461,4.689272867602505
B_p99_loss_cluster,70,30,2.0,0.13203987027397773,21.055626254925684
historical,100,0,0.5,0.048207162791688046,2.316402723457981
historical,100,0,1.0,0.09494988231809075,5.266148288674365
historical,100,0,2.0,0.18402098730961322,25.755387250061528
A_worst5_x1_50,100,0,0.5,0.05622152935170907,2.185307949502158
A_worst5_x1_50,100,0,1.0,0.11038029761158485,4.676685861312625
A_worst5_x1_50,100,0,2.0,0.21262324409787917,20.124234936741914
B_worst5_x1_50,100,0,0.5,0.048207162791688046,2.316402723457981
B_worst5_x1_50,100,0,1.0,0.09494988231809075,5.266148288674365
B_worst5_x1_50,100,0,2.0,0.18402098730961322,25.755387250061528
both_worst5_x1_50,100,0,0.5,0.05622152935170907,2.185307949502158
both_worst5_x1_50,100,0,1.0,0.11038029761158485,4.676685861312625
both_worst5_x1_50,100,0,2.0,0.21262324409787917,20.124234936741914
A_worst5_x2_00,100,0,0.5,0.07004698615087279,2.0607396111075698
A_worst5_x2_00,100,0,1.0,0.1369296489753105,4.14567887839792
A_worst5_x2_00,100,0,2.0,0.2614318562711721,15.599309123634534
B_worst5_x2_00,100,0,0.5,0.048207162791688046,2.316402723457981
B_worst5_x2_00,100,0,1.0,0.09494988231809075,5.266148288674365
B_worst5_x2_00,100,0,2.0,0.18402098730961322,25.755387250061528
both_worst5_x2_00,100,0,0.5,0.07004698615087279,2.0607396111075698
both_worst5_x2_00,100,0,1.0,0.1369296489753105,4.14567887839792
both_worst5_x2_00,100,0,2.0,0.2614318562711721,15.599309123634534
A_insert_worst_1,100,0,0.5,0.04820716279168765,2.274066020502437
A_insert_worst_1,100,0,1.0,0.09494988231809115,5.073650366305631
A_insert_worst_1,100,0,2.0,0.18402098730961317,23.872470832344437
B_insert_worst_1,100,0,0.5,0.048207162791688046,2.316402723457981
B_insert_worst_1,100,0,1.0,0.09494988231809075,5.266148288674365
B_insert_worst_1,100,0,2.0,0.18402098730961322,25.755387250061528
A_p99_loss_cluster,100,0,0.5,0.09503118198590463,2.1531774193501314
A_p99_loss_cluster,100,0,1.0,0.1822373089993995,4.545209728121176
A_p99_loss_cluster,100,0,2.0,0.3353184918019117,19.1007232130337
B_p99_loss_cluster,100,0,0.5,0.048207162791688046,2.316402723457981
B_p99_loss_cluster,100,0,1.0,0.09494988231809075,5.266148288674365
B_p99_loss_cluster,100,0,2.0,0.18402098730961322,25.755387250061528
