regime,label,return,risk,status,dominated_by
edge75,70/30@1.5,0.3513629167032478,0.12224139599434025,NON_DOMINATED,
edge75,70/30@2.0,0.3513629167032478,0.12224139599434025,NON_DOMINATED,
edge75,70/30@3.0,0.3513629167032478,0.12224139599434025,NON_DOMINATED,
edge75,70/30@5.0,0.3513629167032478,0.12224139599434025,NON_DOMINATED,
edge75,100/0@0.25,0.38630603827600624,0.1700500322812183,NON_DOMINATED,
edge75,100/0@0.5,0.38630603827600624,0.1700500322812183,NON_DOMINATED,
edge75,100/0@1.0,0.38630603827600624,0.1700500322812183,NON_DOMINATED,
edge75,100/0@1.5,0.38630603827600624,0.1700500322812183,NON_DOMINATED,
edge75,100/0@2.0,0.38630603827600624,0.1700500322812183,NON_DOMINATED,
edge75,100/0@3.0,0.38630603827600624,0.1700500322812183,NON_DOMINATED,
edge75,100/0@5.0,0.38630603827600624,0.1700500322812183,NON_DOMINATED,
edge50,0/100@0.25,-0.017807747756994428,0.4049555155101329,DOMINATED,30/70@0.25;30/70@0.5;30/70@1.0
edge50,0/100@0.5,-0.017807747756994428,0.4049555155101329,DOMINATED,30/70@0.25;30/70@0.5;30/70@1.0
edge50,0/100@1.0,-0.017807747756994428,0.4049555155101329,DOMINATED,30/70@0.25;30/70@0.5;30/70@1.0
edge50,0/100@1.5,-0.017807747756994428,0.4049555155101329,DOMINATED,30/70@0.25;30/70@0.5;30/70@1.0
edge50,0/100@2.0,-0.017807747756994428,0.4049555155101329,DOMINATED,30/70@0.25;30/70@0.5;30/70@1.0
edge50,0/100@3.0,-0.017807747756994428,0.4049555155101329,DOMINATED,30/70@0.25;30/70@0.5;30/70@1.0
edge50,0/100@5.0,-0.017807747756994428,0.4049555155101329,DOMINATED,30/70@0.25;30/70@0.5;30/70@1.0
edge50,30/70@0.25,0.009010794381241116,0.2824241548325493,DOMINATED,50/50@0.25;50/50@0.5;50/50@1.0
edge50,30/70@0.5,0.009010794381241116,0.2824241548325493,DOMINATED,50/50@0.25;50/50@0.5;50/50@1.0
edge50,30/70@1.0,0.009010794381241116,0.2824241548325493,DOMINATED,50/50@0.25;50/50@0.5;50/50@1.0
edge50,30/70@1.5,0.009010794381241116,0.2824241548325493,DOMINATED,50/50@0.25;50/50@0.5;50/50@1.0
edge50,30/70@2.0,0.009010794381241116,0.2824241548325493,DOMINATED,50/50@0.25;50/50@0.5;50/50@1.0
edge50,30/70@3.0,0.009010794381241116,0.2824241548325493,DOMINATED,50/50@0.25;50/50@0.5;50/50@1.0
edge50,30/70@5.0,0.009010794381241116,0.2824241548325493,DOMINATED,50/50@0.25;50/50@0.5;50/50@1.0
edge50,50/50@0.25,0.026625844355212622,0.23427624592136267,DOMINATED,70/30@0.25;70/30@0.5;70/30@1.0
edge50,50/50@0.5,0.026625844355212622,0.23427624592136267,DOMINATED,70/30@0.25;70/30@0.5;70/30@1.0
edge50,50/50@1.0,0.026625844355212622,0.23427624592136267,DOMINATED,70/30@0.25;70/30@0.5;70/30@1.0
edge50,50/50@1.5,0.026625844355212622,0.23427624592136267,DOMINATED,70/30@0.25;70/30@0.5;70/30@1.0
edge50,50/50@2.0,0.026625844355212622,0.23427624592136267,DOMINATED,70/30@0.25;70/30@0.5;70/30@1.0
edge50,50/50@3.0,0.026625844355212622,0.23427624592136267,DOMINATED,70/30@0.25;70/30@0.5;70/30@1.0
edge50,50/50@5.0,0.026625844355212622,0.23427624592136267,DOMINATED,70/30@0.25;70/30@0.5;70/30@1.0
edge50,70/30@0.25,0.04400371707471094,0.23314195618774944,NON_DOMINATED,
edge50,70/30@0.5,0.04400371707471094,0.23314195618774944,NON_DOMINATED,
edge50,70/30@1.0,0.04400371707471094,0.23314195618774944,NON_DOMINATED,
edge50,70/30@1.5,0.04400371707471094,0.23314195618774944,NON_DOMINATED,
edge50,70/30@2.0,0.04400371707471094,0.23314195618774944,NON_DOMINATED,
edge50,70/30@3.0,0.04400371707471094,0.23314195618774944,NON_DOMINATED,
edge50,70/30@5.0,0.04400371707471094,0.23314195618774944,NON_DOMINATED,
edge50,100/0@0.25,0.06957695840755959,0.28362725699427027,NON_DOMINATED,
edge50,100/0@0.5,0.06957695840755959,0.28362725699427027,NON_DOMINATED,
edge50,100/0@1.0,0.06957695840755959,0.28362725699427027,NON_DOMINATED,
edge50,100/0@1.5,0.06957695840755959,0.28362725699427027,NON_DOMINATED,
edge50,100/0@2.0,0.06957695840755959,0.28362725699427027,NON_DOMINATED,
edge50,100/0@3.0,0.06957695840755959,0.28362725699427027,NON_DOMINATED,
edge50,100/0@5.0,0.06957695840755959,0.28362725699427027,NON_DOMINATED,
