asset,level,state,n,n_censored,curve_points,t_hours,p_not_resolved,n_at_risk,state_field
ETH,state,V_EXTREME,290,0,,7.0,0.034482758620689544,10,vol_state
ETH,state,V_EXTREME,290,0,,8.0,0.02413793103448268,7,vol_state
ETH,state,V_EXTREME,290,0,,9.0,0.013793103448275819,4,vol_state
ETH,state,V_EXTREME,290,0,,10.0,0.006896551724137908,2,vol_state
ETH,state,V_EXTREME,290,0,,11.0,0.0,0,vol_state
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,638,0,,0.0,1.0,638,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,638,0,,1.0,0.26175548589341674,167,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,638,0,,2.0,0.12068965517241377,77,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,638,0,,3.0,0.051724137931034454,33,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,638,0,,4.0,0.021943573667711585,14,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,638,0,,5.0,0.014106583072100304,9,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,638,0,,6.0,0.00783699059561128,5,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,638,0,,7.0,0.004702194357366768,3,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,638,0,,8.0,0.003134796238244512,2,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,638,0,,14.0,0.001567398119122256,1,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,638,0,,17.0,0.0,0,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_NORMAL,630,0,,0.0,1.0,630,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_NORMAL,630,0,,1.0,0.08412698412698467,53,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_NORMAL,630,0,,2.0,0.022222222222222386,14,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_NORMAL,630,0,,3.0,0.006349206349206396,4,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_NORMAL,630,0,,4.0,0.003174603174603198,2,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_NORMAL,630,0,,5.0,0.001587301587301599,1,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_NORMAL,630,0,,6.0,0.0,0,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_LOW,408,0,,0.0,1.0,408,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_LOW,408,0,,1.0,0.03921568627451001,16,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_LOW,408,0,,2.0,0.009803921568627501,4,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_LOW,408,0,,3.0,0.0,0,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_HIGH,252,1,,0.0,1.0,252,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_HIGH,252,1,,1.0,0.12698412698412742,32,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_HIGH,252,1,,2.0,0.03571428571428584,9,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_HIGH,252,1,,3.0,0.011904761904761946,3,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_HIGH,252,1,,7.0,0.003968253968253982,1,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_HIGH,252,1,,120.0,0.003968253968253982,0,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,240,0,,0.0,1.0,240,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,240,0,,1.0,0.44166666666666776,106,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,240,0,,2.0,0.22083333333333405,53,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,240,0,,3.0,0.11666666666666706,28,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,240,0,,4.0,0.07083333333333357,17,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,240,0,,5.0,0.05000000000000017,12,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,240,0,,6.0,0.04166666666666681,10,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,240,0,,7.0,0.03333333333333345,8,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,240,0,,8.0,0.025000000000000088,6,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,240,0,,10.0,0.02083333333333341,5,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,240,0,,13.0,0.012500000000000046,3,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,240,0,,14.0,0.008333333333333363,2,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,240,0,,15.0,0.004166666666666681,1,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,240,0,,16.0,0.0,0,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_LOW,226,0,,0.0,1.0,226,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_LOW,226,0,,1.0,0.1858407079646014,42,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_LOW,226,0,,2.0,0.061946902654867145,14,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_LOW,226,0,,3.0,0.030973451327433572,7,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_LOW,226,0,,4.0,0.022123893805309696,5,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_LOW,226,0,,5.0,0.017699115044247756,4,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_LOW,226,0,,6.0,0.013274336283185816,3,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_LOW,226,0,,7.0,0.008849557522123876,2,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_LOW,226,0,,9.0,0.004424778761061938,1,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_LOW,226,0,,10.0,0.0,0,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,153,0,,0.0,1.0,153,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,153,0,,1.0,0.24836601307189568,38,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,153,0,,2.0,0.11111111111111124,17,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,153,0,,3.0,0.07843137254901972,12,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,153,0,,4.0,0.03267973856209155,5,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,153,0,,5.0,0.01960784313725493,3,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,153,0,,7.0,0.013071895424836619,2,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,153,0,,8.0,0.0065359477124183095,1,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,153,0,,11.0,0.0,0,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,95,0,,0.0,1.0,95,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,95,0,,1.0,0.5157894736842106,49,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,95,0,,2.0,0.21052631578947373,20,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,95,0,,3.0,0.16842105263157897,16,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,95,0,,4.0,0.1368421052631579,13,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,95,0,,5.0,0.11578947368421053,11,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,95,0,,6.0,0.09473684210526316,9,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,95,0,,7.0,0.07368421052631578,7,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,95,0,,9.0,0.04210526315789473,4,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,95,0,,11.0,0.021052631578947364,2,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,95,0,,12.0,0.0,0,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_EXTREME,90,0,,0.0,1.0,90,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_EXTREME,90,0,,1.0,0.08888888888888886,8,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_EXTREME,90,0,,2.0,0.022222222222222213,2,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_EXTREME,90,0,,3.0,0.011111111111111106,1,composite_l3
ETH,state,B0_NORMAL+F_NORMAL+V_EXTREME,90,0,,5.0,0.0,0,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,76,0,,0.0,1.0,76,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,76,0,,1.0,0.24999999999999992,19,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,76,0,,2.0,0.131578947368421,10,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,76,0,,3.0,0.07894736842105259,6,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,76,0,,4.0,0.0657894736842105,5,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,76,0,,5.0,0.0263157894736842,2,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,76,0,,6.0,0.0131578947368421,1,composite_l3
ETH,state,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,76,0,,11.0,0.0,0,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,57,0,,0.0,1.0,57,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,57,0,,1.0,0.4912280701754385,28,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,57,0,,2.0,0.28070175438596484,16,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,57,0,,3.0,0.14035087719298242,8,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,57,0,,4.0,0.10526315789473681,6,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,57,0,,5.0,0.08771929824561402,5,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,57,0,,6.0,0.052631578947368404,3,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,57,0,,7.0,0.0350877192982456,2,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,57,0,,9.0,0.0175438596491228,1,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,57,0,,10.0,0.0,0,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,55,0,,0.0,1.0,55,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,55,0,,1.0,0.7454545454545454,41,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,55,0,,2.0,0.5999999999999999,33,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,55,0,,3.0,0.5090909090909089,28,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,55,0,,4.0,0.3818181818181817,21,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,55,0,,5.0,0.2909090909090908,16,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,55,0,,6.0,0.2181818181818181,12,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,55,0,,7.0,0.14545454545454536,8,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,55,0,,8.0,0.10909090909090903,6,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,55,0,,9.0,0.07272727272727268,4,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,55,0,,10.0,0.036363636363636334,2,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,55,0,,11.0,0.018181818181818167,1,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,55,0,,12.0,0.0,0,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,45,0,,0.0,1.0,45,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,45,0,,1.0,0.35555555555555546,16,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,45,0,,2.0,0.2222222222222222,10,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,45,0,,3.0,0.15555555555555553,7,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,45,0,,4.0,0.08888888888888888,4,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,45,0,,5.0,0.06666666666666665,3,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,45,0,,6.0,0.04444444444444443,2,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,45,0,,8.0,0.022222222222222216,1,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,45,0,,16.0,0.0,0,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,44,0,,0.0,1.0,44,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,44,0,,1.0,0.8181818181818182,36,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,44,0,,2.0,0.6363636363636366,28,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,44,0,,3.0,0.45454545454545475,20,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,44,0,,4.0,0.3181818181818183,14,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,44,0,,5.0,0.2500000000000001,11,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,44,0,,6.0,0.1818181818181819,8,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,44,0,,7.0,0.13636363636363644,6,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,44,0,,8.0,0.09090909090909097,4,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,44,0,,9.0,0.022727272727272742,1,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,44,0,,10.0,0.0,0,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NORMAL+V_NORMAL,43,0,,0.0,1.0,43,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NORMAL+V_NORMAL,43,0,,1.0,0.23255813953488372,10,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NORMAL+V_NORMAL,43,0,,2.0,0.046511627906976744,2,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NORMAL+V_NORMAL,43,0,,3.0,0.0,0,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,38,0,,0.0,1.0,38,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,38,0,,1.0,0.6578947368421055,25,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,38,0,,2.0,0.39473684210526316,15,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,38,0,,3.0,0.2105263157894737,8,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,38,0,,4.0,0.1842105263157895,7,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,38,0,,5.0,0.07894736842105265,3,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,38,0,,6.0,0.026315789473684216,1,composite_l3
ETH,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,38,0,,10.0,0.0,0,composite_l3
ETH,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,38,0,,0.0,1.0,38,composite_l3
ETH,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,38,0,,1.0,0.5263157894736844,20,composite_l3
ETH,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,38,0,,2.0,0.2894736842105264,11,composite_l3
ETH,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,38,0,,3.0,0.1842105263157895,7,composite_l3
ETH,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,38,0,,4.0,0.13157894736842107,5,composite_l3
ETH,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,38,0,,5.0,0.10526315789473686,4,composite_l3
ETH,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,38,0,,7.0,0.07894736842105265,3,composite_l3
ETH,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,38,0,,8.0,0.05263157894736843,2,composite_l3
ETH,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,38,0,,11.0,0.026315789473684216,1,composite_l3
ETH,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,38,0,,13.0,0.0,0,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,31,0,,0.0,1.0,31,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,31,0,,1.0,0.5483870967741934,17,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,31,0,,2.0,0.29032258064516125,9,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,31,0,,3.0,0.22580645161290316,7,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,31,0,,4.0,0.16129032258064513,5,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,31,0,,6.0,0.06451612903225803,2,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,31,0,,8.0,0.0,0,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,0.0,1.0,30,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,1.0,0.9333333333333333,28,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,2.0,0.7333333333333333,22,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,3.0,0.5666666666666667,17,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,4.0,0.43333333333333335,13,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,5.0,0.3666666666666667,11,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,6.0,0.30000000000000004,9,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,7.0,0.2333333333333334,7,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,8.0,0.20000000000000004,6,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,10.0,0.1666666666666667,5,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,11.0,0.1333333333333334,4,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,12.0,0.10000000000000003,3,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,13.0,0.06666666666666668,2,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,14.0,0.03333333333333334,1,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,30,0,,15.0,0.0,0,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,25,0,,0.0,1.0,25,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,25,0,,1.0,0.48000000000000004,12,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,25,0,,2.0,0.27999999999999997,7,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,25,0,,3.0,0.16,4,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,25,0,,4.0,0.12,3,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,25,0,,5.0,0.07999999999999999,2,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,25,0,,7.0,0.039999999999999994,1,composite_l3
ETH,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,25,0,,10.0,0.0,0,composite_l3
